Wavelength (nm),Intensity (a.u.),Z Axis,
,L375_EPI_JUNE_17_2022_EM_270.00,L375_EPI_JUNE_17_2022_EM_272.00,L375_EPI_JUNE_17_2022_EM_274.00,L375_EPI_JUNE_17_2022_EM_276.00,L375_EPI_JUNE_17_2022_EM_278.00,L375_EPI_JUNE_17_2022_EM_280.00,L375_EPI_JUNE_17_2022_EM_282.00,L375_EPI_JUNE_17_2022_EM_284.00,L375_EPI_JUNE_17_2022_EM_286.00,L375_EPI_JUNE_17_2022_EM_288.00,L375_EPI_JUNE_17_2022_EM_290.00,L375_EPI_JUNE_17_2022_EM_292.00,L375_EPI_JUNE_17_2022_EM_294.00,L375_EPI_JUNE_17_2022_EM_296.00,L375_EPI_JUNE_17_2022_EM_298.00,L375_EPI_JUNE_17_2022_EM_300.00,L375_EPI_JUNE_17_2022_EM_302.00,L375_EPI_JUNE_17_2022_EM_304.00,L375_EPI_JUNE_17_2022_EM_306.00,L375_EPI_JUNE_17_2022_EM_308.00,L375_EPI_JUNE_17_2022_EM_310.00,L375_EPI_JUNE_17_2022_EM_312.00,L375_EPI_JUNE_17_2022_EM_314.00,L375_EPI_JUNE_17_2022_EM_316.00,L375_EPI_JUNE_17_2022_EM_318.00,L375_EPI_JUNE_17_2022_EM_320.00,L375_EPI_JUNE_17_2022_EM_322.00,L375_EPI_JUNE_17_2022_EM_324.00,L375_EPI_JUNE_17_2022_EM_326.00,L375_EPI_JUNE_17_2022_EM_328.00,L375_EPI_JUNE_17_2022_EM_330.00,L375_EPI_JUNE_17_2022_EM_332.00,L375_EPI_JUNE_17_2022_EM_334.00,L375_EPI_JUNE_17_2022_EM_336.00,L375_EPI_JUNE_17_2022_EM_338.00,L375_EPI_JUNE_17_2022_EM_340.00,L375_EPI_JUNE_17_2022_EM_342.00,L375_EPI_JUNE_17_2022_EM_344.00,L375_EPI_JUNE_17_2022_EM_346.00,L375_EPI_JUNE_17_2022_EM_348.00,L375_EPI_JUNE_17_2022_EM_350.00,L375_EPI_JUNE_17_2022_EM_352.00,L375_EPI_JUNE_17_2022_EM_354.00,L375_EPI_JUNE_17_2022_EM_356.00,L375_EPI_JUNE_17_2022_EM_358.00,L375_EPI_JUNE_17_2022_EM_360.00,L375_EPI_JUNE_17_2022_EM_362.00,L375_EPI_JUNE_17_2022_EM_364.00,L375_EPI_JUNE_17_2022_EM_366.00,L375_EPI_JUNE_17_2022_EM_368.00,L375_EPI_JUNE_17_2022_EM_370.00,L375_EPI_JUNE_17_2022_EM_372.00,L375_EPI_JUNE_17_2022_EM_374.00,L375_EPI_JUNE_17_2022_EM_376.00,L375_EPI_JUNE_17_2022_EM_378.00,L375_EPI_JUNE_17_2022_EM_380.00,L375_EPI_JUNE_17_2022_EM_382.00,L375_EPI_JUNE_17_2022_EM_384.00,L375_EPI_JUNE_17_2022_EM_386.00,L375_EPI_JUNE_17_2022_EM_388.00,L375_EPI_JUNE_17_2022_EM_390.00,L375_EPI_JUNE_17_2022_EM_392.00,L375_EPI_JUNE_17_2022_EM_394.00,L375_EPI_JUNE_17_2022_EM_396.00,L375_EPI_JUNE_17_2022_EM_398.00,L375_EPI_JUNE_17_2022_EM_400.00,L375_EPI_JUNE_17_2022_EM_402.00,L375_EPI_JUNE_17_2022_EM_404.00,L375_EPI_JUNE_17_2022_EM_406.00,L375_EPI_JUNE_17_2022_EM_408.00,L375_EPI_JUNE_17_2022_EM_410.00,L375_EPI_JUNE_17_2022_EM_412.00,L375_EPI_JUNE_17_2022_EM_414.00,L375_EPI_JUNE_17_2022_EM_416.00,L375_EPI_JUNE_17_2022_EM_418.00,L375_EPI_JUNE_17_2022_EM_420.00,L375_EPI_JUNE_17_2022_EM_422.00,L375_EPI_JUNE_17_2022_EM_424.00,L375_EPI_JUNE_17_2022_EM_426.00,L375_EPI_JUNE_17_2022_EM_428.00,L375_EPI_JUNE_17_2022_EM_430.00,L375_EPI_JUNE_17_2022_EM_432.00,L375_EPI_JUNE_17_2022_EM_434.00,L375_EPI_JUNE_17_2022_EM_436.00,L375_EPI_JUNE_17_2022_EM_438.00,L375_EPI_JUNE_17_2022_EM_440.00,L375_EPI_JUNE_17_2022_EM_442.00,L375_EPI_JUNE_17_2022_EM_444.00,L375_EPI_JUNE_17_2022_EM_446.00,L375_EPI_JUNE_17_2022_EM_448.00,L375_EPI_JUNE_17_2022_EM_450.00,L375_EPI_JUNE_17_2022_EM_452.00,L375_EPI_JUNE_17_2022_EM_454.00,L375_EPI_JUNE_17_2022_EM_456.00,L375_EPI_JUNE_17_2022_EM_458.00,L375_EPI_JUNE_17_2022_EM_460.00,L375_EPI_JUNE_17_2022_EM_462.00,L375_EPI_JUNE_17_2022_EM_464.00,L375_EPI_JUNE_17_2022_EM_466.00,L375_EPI_JUNE_17_2022_EM_468.00,L375_EPI_JUNE_17_2022_EM_470.00,L375_EPI_JUNE_17_2022_EM_472.00,L375_EPI_JUNE_17_2022_EM_474.00,L375_EPI_JUNE_17_2022_EM_476.00,L375_EPI_JUNE_17_2022_EM_478.00,L375_EPI_JUNE_17_2022_EM_480.00,L375_EPI_JUNE_17_2022_EM_482.00,L375_EPI_JUNE_17_2022_EM_484.00,L375_EPI_JUNE_17_2022_EM_486.00,L375_EPI_JUNE_17_2022_EM_488.00,L375_EPI_JUNE_17_2022_EM_490.00,L375_EPI_JUNE_17_2022_EM_492.00,L375_EPI_JUNE_17_2022_EM_494.00,L375_EPI_JUNE_17_2022_EM_496.00,L375_EPI_JUNE_17_2022_EM_498.00,L375_EPI_JUNE_17_2022_EM_500.00,L375_EPI_JUNE_17_2022_EM_502.00,L375_EPI_JUNE_17_2022_EM_504.00,L375_EPI_JUNE_17_2022_EM_506.00,L375_EPI_JUNE_17_2022_EM_508.00,L375_EPI_JUNE_17_2022_EM_510.00,L375_EPI_JUNE_17_2022_EM_512.00,L375_EPI_JUNE_17_2022_EM_514.00,L375_EPI_JUNE_17_2022_EM_516.00,L375_EPI_JUNE_17_2022_EM_518.00,L375_EPI_JUNE_17_2022_EM_520.00,L375_EPI_JUNE_17_2022_EM_522.00,L375_EPI_JUNE_17_2022_EM_524.00,L375_EPI_JUNE_17_2022_EM_526.00,L375_EPI_JUNE_17_2022_EM_528.00,L375_EPI_JUNE_17_2022_EM_530.00,L375_EPI_JUNE_17_2022_EM_532.00,L375_EPI_JUNE_17_2022_EM_534.00,L375_EPI_JUNE_17_2022_EM_536.00,L375_EPI_JUNE_17_2022_EM_538.00,L375_EPI_JUNE_17_2022_EM_540.00,L375_EPI_JUNE_17_2022_EM_542.00,L375_EPI_JUNE_17_2022_EM_544.00,L375_EPI_JUNE_17_2022_EM_546.00,L375_EPI_JUNE_17_2022_EM_548.00,L375_EPI_JUNE_17_2022_EM_550.00,L375_EPI_JUNE_17_2022_EM_552.00,L375_EPI_JUNE_17_2022_EM_554.00,L375_EPI_JUNE_17_2022_EM_556.00,L375_EPI_JUNE_17_2022_EM_558.00,L375_EPI_JUNE_17_2022_EM_560.00,L375_EPI_JUNE_17_2022_EM_562.00,L375_EPI_JUNE_17_2022_EM_564.00,L375_EPI_JUNE_17_2022_EM_566.00,L375_EPI_JUNE_17_2022_EM_568.00,L375_EPI_JUNE_17_2022_EM_570.00,L375_EPI_JUNE_17_2022_EM_572.00,L375_EPI_JUNE_17_2022_EM_574.00,L375_EPI_JUNE_17_2022_EM_576.00,L375_EPI_JUNE_17_2022_EM_578.00,L375_EPI_JUNE_17_2022_EM_580.00,L375_EPI_JUNE_17_2022_EM_582.00,L375_EPI_JUNE_17_2022_EM_584.00,L375_EPI_JUNE_17_2022_EM_586.00,L375_EPI_JUNE_17_2022_EM_588.00,L375_EPI_JUNE_17_2022_EM_590.00,L375_EPI_JUNE_17_2022_EM_592.00,L375_EPI_JUNE_17_2022_EM_594.00,L375_EPI_JUNE_17_2022_EM_596.00,L375_EPI_JUNE_17_2022_EM_598.00,L375_EPI_JUNE_17_2022_EM_600.00
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
230,0.803146600723267,1.05222928524017,1.01076912879944,1.14669299125671,1.12007331848145,0.991880893707275,1.38566291332245,1.82464993000031,2.30820965766907,2.89070057868958,3.50234699249268,4.59061479568481,5.26159477233887,6.58285713195801,6.66368913650513,8.5651159286499,9.11435222625732,9.40571403503418,10.1775674819946,11.3564357757568,12.0186166763306,13.243109703064,12.6241083145142,13.3372392654419,14.3222227096558,13.2186765670776,14.5597629547119,15.6863136291504,15.6748952865601,16.8717498779297,17.7163887023926,17.0155124664307,18.1026706695557,18.7269725799561,19.3902435302734,19.1004734039307,21.2837753295898,20.4476757049561,21.2832069396973,22.5054454803467,23.3627300262451,24.4917278289795,24.171329498291,26.4602489471436,28.1890392303467,27.9296760559082,30.1654834747314,31.2724304199219,32.1017303466797,33.6582221984863,36.7710189819336,37.708683013916,38.6083145141602,41.9303169250488,44.3340148925781,46.4219818115234,49.6444931030273,52.3955497741699,54.7182006835937,58.0162010192871,53.8803062438965,56.0356941223145,61.112174987793,62.7598686218262,66.6368942260742,70.3277282714844,72.8456573486328,75.5661773681641,77.4517669677734,80.1112289428711,83.4417953491211,85.8091201782227,87.9440078735352,89.9211654663086,92.1335983276367,95.037483215332,94.3906936645508,96.5391693115234,95.7866363525391,97.5774841308594,95.7822570800781,96.4340591430664,95.6352844238281,96.8092880249023,95.7856140136719,92.1876602172852,91.3179473876953,92.3198471069336,91.6858901977539,91.0556945800781,91.715950012207,90.7453460693359,87.6467971801758,88.5073471069336,86.5336837768555,79.0219421386719,80.7534713745117,78.4480743408203,78.9952087402344,76.3910140991211,75.3089141845703,75.0348815917969,72.0462112426758,70.2211685180664,68.4410400390625,67.3058776855469,66.0984649658203,64.3394012451172,60.0932884216309,60.8864479064941,58.3362579345703,57.6840744018555,57.160099029541,54.0621070861816,55.2601127624512,50.842212677002,49.447826385498,48.8059883117676,46.2129058837891,45.5692863464355,42.3501472473145,41.9427108764648,41.7608947753906,39.8055992126465,37.9519462585449,37.6478614807129,35.0281524658203,34.4308700561523,33.363468170166,32.3444595336914,30.7749538421631,29.1812381744385,28.5824966430664,27.3770503997803,26.5946006774902,25.8637294769287,24.6544704437256,23.0009593963623,21.7324771881104,21.1757545471191,20.536979675293,19.458703994751,18.7801361083984,17.4003982543945,17.8199996948242,16.6697254180908,15.6690034866333,15.2517127990723,14.9005756378174,13.7598791122437,11.8268842697144,12.3808660507202,11.4149580001831,11.6473941802979,10.509765625,9.72572994232178,9.72262954711914,9.0513162612915,9.09600639343262,9.01580142974854,9.09825038909912,8.02627944946289,7.9456262588501,7.05210828781128,6.9342622756958,6.66210412979126
235,0.767534255981445,0.7617267370224,0.963597416877747,1.06305015087128,1.2913613319397,0.985272765159607,0.992746710777283,1.07027745246887,1.63801002502441,1.86574053764343,2.7499566078186,2.97563982009888,3.80861520767212,4.02260446548462,4.97285509109497,6.33634185791016,6.84214878082275,6.93008422851562,7.41178703308105,7.85916090011597,8.83606243133545,8.62806987762451,9.03899478912354,9.49599838256836,9.90410137176514,10.4578866958618,10.4492826461792,10.1824245452881,11.7010831832886,11.8284015655518,12.0668802261353,12.2380104064941,13.9776668548584,13.048900604248,14.1190872192383,15.0163621902466,16.1674728393555,16.1140785217285,16.8389892578125,17.5248737335205,18.0110912322998,19.1359901428223,20.4473304748535,22.3173332214355,22.2163829803467,22.8601665496826,25.1511249542236,26.1740665435791,29.010498046875,30.4173374176025,30.3037738800049,33.0284614562988,35.7227973937988,37.3668823242188,40.1629219055176,41.0713119506836,44.7751045227051,45.5281639099121,51.0554733276367,52.4581413269043,47.0277862548828,50.968864440918,54.692081451416,58.5519180297852,60.0878715515137,62.4895210266113,64.7593002319336,67.2711868286133,72.406852722168,73.9527969360352,76.9125823974609,78.4483184814453,81.1815643310547,80.829216003418,80.6394882202148,84.8595809936523,87.9896469116211,88.0853729248047,87.1273498535156,88.1845550537109,88.4114761352539,85.3007431030273,88.2919082641602,84.8711700439453,83.9623641967773,86.5137329101562,84.8980331420898,85.3964080810547,83.312614440918,84.2834701538086,83.1763763427734,82.0190582275391,79.6189575195313,81.642707824707,81.4608764648438,72.1897964477539,71.4079971313477,73.2707443237305,72.2117385864258,71.00537109375,69.3928527832031,67.7984924316406,66.7139053344727,66.0269927978516,66.0576324462891,62.6453094482422,64.0464630126953,62.4299850463867,59.851016998291,56.1439170837402,55.5410232543945,52.8040924072266,52.7081604003906,49.9587097167969,50.5387916564941,49.3477478027344,46.0926895141602,44.8763275146484,43.317943572998,43.6189460754395,40.3170700073242,41.2486000061035,38.8893432617188,37.0958671569824,36.0108642578125,36.9820213317871,34.089485168457,32.5431747436523,30.5899848937988,30.6726875305176,29.9935779571533,27.5177631378174,25.6338787078857,26.5803318023682,23.7584991455078,23.6776924133301,23.5535678863525,22.1438827514648,20.7542705535889,20.2229652404785,19.6336441040039,19.5958995819092,18.1635475158691,16.5312728881836,16.0605144500732,15.7066383361816,14.2620916366577,14.1259803771973,14.4455461502075,12.7500953674316,11.467827796936,12.1670141220093,10.956449508667,10.5116395950317,10.2523565292358,10.054162979126,9.37430381774902,8.83011627197266,9.15035438537598,8.41461086273193,7.86824083328247,7.38538599014282,6.93177652359009,6.584059715271,6.35692405700684,5.87744045257568
240,2.12977004051209,1.47380614280701,1.22567617893219,1.136075258255,0.796218872070312,0.566710352897644,0.686879754066467,0.904486775398254,0.918359041213989,1.41988146305084,1.33072888851166,1.76010453701019,2.10653471946716,2.51673436164856,2.83338212966919,3.59643626213074,3.83091020584106,4.51407146453857,4.79391288757324,4.66801786422729,5.92321062088013,5.66062593460083,6.10989189147949,6.73673820495606,6.43508672714233,7.36566352844238,6.88656234741211,7.33766460418701,7.55594158172607,8.40895843505859,7.88062334060669,8.69134998321533,9.76602649688721,9.82060050964355,10.8185739517212,10.3085689544678,11.3336820602417,11.3951959609985,12.6916532516479,12.601336479187,14.4535360336304,15.0441923141479,16.2303657531738,17.2556610107422,17.9687557220459,19.1157741546631,21.3194217681885,21.9106998443604,24.1702423095703,25.8328704833984,26.4098873138428,29.142297744751,32.2594566345215,32.7965660095215,34.5883979797363,36.7508087158203,39.4374237060547,43.3547706604004,44.0575904846191,46.2352333068848,42.2857856750488,46.7804145812988,49.7768135070801,51.2118453979492,54.8258476257324,58.3052978515625,59.1522560119629,60.9872703552246,63.6481552124023,65.5699996948242,68.5467834472656,71.3871765136719,73.1150665283203,75.7235336303711,76.0892944335938,77.9804153442383,79.6902542114258,80.0303726196289,80.2529067993164,80.107177734375,81.1895065307617,79.6181106567383,82.2662582397461,80.6278991699219,80.0131454467773,77.9531860351562,77.937255859375,78.9335021972656,77.8949890136719,76.6908493041992,75.9697189331055,74.8018798828125,75.8624114990234,74.2328872680664,73.318115234375,68.3724822998047,68.0427703857422,67.4736862182617,67.059684753418,67.6591339111328,66.1744079589844,62.0462799072266,61.9521064758301,63.3057441711426,60.2545051574707,59.5264625549316,57.383903503418,57.7884712219238,54.9063453674316,54.4186172485352,52.114688873291,52.7645835876465,50.2430686950684,48.3728065490723,46.7120132446289,45.4939422607422,44.3413391113281,43.2743301391602,41.6611175537109,41.472827911377,40.2053527832031,37.2366752624512,36.7750968933105,36.2705955505371,35.9431381225586,34.7468948364258,32.1952667236328,31.6690101623535,28.9931411743164,28.3001651763916,28.3518047332764,27.4452857971191,25.7850723266602,24.307559967041,24.1183929443359,21.9678592681885,23.6246891021729,21.6249580383301,20.5012130737305,18.849142074585,20.3507308959961,18.4586505889893,17.4095020294189,16.1969509124756,16.585319519043,14.800910949707,14.8355903625488,13.9364681243896,13.9618520736694,13.5513715744019,11.4934997558594,10.9800796508789,11.2970275878906,10.692907333374,10.4704113006592,9.38164234161377,9.21342086791992,9.39170932769775,7.7232027053833,7.92780447006226,7.78515148162842,7.28616619110107,6.84046030044556,7.09882974624634,7.17807912826538,5.94909286499023
245,12.6768627166748,7.37570571899414,3.86029577255249,1.89972138404846,1.01005685329437,0.746155619621277,0.578955888748169,0.662319660186768,0.850924611091614,1.08323931694031,1.13989818096161,1.31092739105225,1.76248717308044,1.99397563934326,2.4826135635376,2.55202960968018,2.94763994216919,3.37509965896606,3.64034938812256,4.01310205459595,4.47636079788208,4.77858686447144,4.760573387146,5.17444562911987,5.6828818321228,5.33034801483154,5.98440599441528,5.9659366607666,6.73479557037353,6.71521139144897,6.6931676864624,7.22327518463135,8.05770492553711,7.99159526824951,8.4100513458252,9.00510692596436,9.92484951019287,10.1287593841553,10.6210832595825,11.3767461776733,12.0607652664185,13.4440469741821,14.0800342559814,15.6503076553345,16.1608257293701,17.4476070404053,19.2125873565674,20.989818572998,21.9915142059326,23.6722316741943,25.3186531066895,26.5635566711426,28.3470211029053,30.7449264526367,32.4597930908203,34.5420227050781,36.5778694152832,39.0284767150879,42.0252265930176,43.6056861877441,40.2981147766113,43.2323226928711,45.6058235168457,48.0576019287109,51.5520095825195,53.4937210083008,55.6564865112305,58.8232040405273,61.1414909362793,63.5432968139648,63.7368698120117,68.1294174194336,68.0067291259766,70.8508682250977,70.8728485107422,73.7754058837891,74.3050308227539,74.0061416625977,75.2663421630859,75.6965484619141,74.6083602905273,75.273811340332,75.3040313720703,76.2604522705078,74.656120300293,74.3810195922852,73.327392578125,74.1724853515625,72.7922439575195,71.6282196044922,72.2685470581055,71.9203033447266,71.3689117431641,69.4117050170898,70.6186828613281,65.9173126220703,65.1015548706055,65.3473968505859,63.4425506591797,64.6239395141602,63.1397285461426,63.3402481079102,60.9997024536133,60.3353004455566,58.5094604492188,58.5458297729492,56.5590400695801,54.8849563598633,53.438304901123,52.2670860290527,51.8500823974609,49.937328338623,48.5067291259766,47.5941390991211,46.9045639038086,44.9575462341309,43.126293182373,42.3146896362305,41.2886695861816,40.4321746826172,38.726016998291,38.5141639709473,36.595817565918,36.843807220459,34.8217887878418,32.1290702819824,31.4621677398682,30.3029727935791,29.9392471313477,29.0822086334229,27.7018795013428,26.6715030670166,24.792875289917,25.1825351715088,24.031400680542,23.1974544525146,22.417724609375,21.3304557800293,20.5633087158203,20.2903232574463,18.799186706543,18.1414184570313,17.8687801361084,16.475061416626,16.2986850738525,15.1964569091797,14.5208024978638,13.9541091918945,13.340651512146,13.1421566009521,11.6397371292114,10.7953357696533,11.3404474258423,10.7950630187988,9.94483757019043,10.2654943466187,9.1132926940918,8.60440540313721,8.45220279693603,8.0144739151001,8.39517688751221,7.12971019744873,7.61825847625732,6.72234439849854,6.06985425949097,6.39803791046143
250,8.87998580932617,15.0295057296753,15.7153205871582,11.6564121246338,5.90067625045776,2.46472215652466,1.19638061523438,0.98449444770813,0.979128122329712,0.956209182739258,1.08222877979279,1.17925751209259,1.57041585445404,1.93274927139282,2.29763627052307,2.65540361404419,2.84708380699158,3.23130345344543,3.86264300346375,3.98342394828796,4.01745510101318,4.11555051803589,4.22594118118286,4.95345735549927,5.18003177642822,5.32338237762451,6.15377712249756,6.0461802482605,6.5752158164978,6.55907964706421,6.96845865249634,7.16836643218994,7.70315933227539,8.02781867980957,8.19062328338623,8.64231300354004,9.02995872497559,9.58247852325439,10.2207174301147,10.4549350738525,11.7663516998291,12.3884687423706,13.4537582397461,14.0977239608765,14.9160938262939,15.9776706695557,16.8020191192627,18.8831634521484,20.0092620849609,21.4409465789795,23.383861541748,25.279411315918,26.55051612854,28.2011489868164,29.5001316070557,32.1818656921387,33.4021186828613,35.2930107116699,38.0328903198242,40.4111328125,37.7094230651855,39.40625,42.1125335693359,45.3666954040527,46.9320640563965,49.7297630310059,52.144115447998,53.8585472106934,56.1756134033203,58.4691925048828,61.2240180969238,62.2222862243652,62.4992866516113,65.984992980957,67.7356719970703,69.541015625,70.2260284423828,70.9726333618164,70.2316970825195,72.0281372070312,72.365348815918,71.3974609375,70.8149795532227,71.5155639648438,70.0103607177734,69.4724578857422,71.1171112060547,70.2600631713867,73.1361541748047,70.4414672851562,67.8847122192383,70.245979309082,69.7527389526367,70.1294021606445,68.7751846313477,63.0475807189941,62.8205909729004,62.5818748474121,62.6193580627441,62.3050155639648,61.9455871582031,60.0546913146973,58.0765380859375,57.6046714782715,57.9157600402832,55.6994705200195,54.7389106750488,53.5038299560547,51.6144638061523,49.9644889831543,50.0886878967285,48.5917625427246,47.0850868225098,46.201545715332,45.6320495605469,44.5251960754395,43.490852355957,41.6581687927246,40.2372856140137,39.8190650939941,37.797664642334,36.7220573425293,34.8843231201172,34.2058181762695,34.3879013061523,32.520824432373,32.0768814086914,30.6482486724854,28.7940616607666,27.8226757049561,27.5549144744873,26.6060028076172,25.6853885650635,24.9911613464355,23.3310527801514,22.7813396453857,22.1460037231445,21.0425319671631,20.4936943054199,20.4386539459229,18.8174743652344,18.3914794921875,16.850061416626,16.5008964538574,15.7579889297485,15.2755365371704,14.5212268829346,13.6904497146606,13.4567108154297,12.8643608093262,11.8144359588623,11.1792812347412,10.7110738754272,10.1676139831543,10.1566390991211,9.33470249176025,9.27515983581543,8.69259452819824,8.7819709777832,7.91743278503418,8.19766902923584,7.34190511703491,6.77128219604492,7.0371732711792,6.5663685798645,6.29660654067993
255,1.38098955154419,2.2450807094574,3.81818747520447,8.3497896194458,13.0825748443604,12.2305545806885,9.28434658050537,6.23278713226318,3.3506715297699,2.45139718055725,1.9517730474472,2.1566948890686,2.02451586723328,2.2825915813446,3.11148500442505,2.88457798957825,3.28262972831726,3.82894682884216,4.01829147338867,4.03270483016968,4.58290958404541,4.88494634628296,5.22073364257812,5.2309889793396,5.12517166137695,5.61529159545898,5.74597644805908,6.6966495513916,6.40249538421631,7.02159070968628,7.15544652938843,7.80004215240478,7.49356031417847,7.83292579650879,8.50456523895264,8.49152755737305,8.74907875061035,8.75564289093018,9.69301986694336,10.5064764022827,10.7365570068359,11.9781274795532,12.5676517486572,13.1910848617554,14.5842084884644,14.949312210083,16.3715114593506,18.4565982818604,18.9339714050293,19.689338684082,20.7851638793945,22.9510555267334,23.741096496582,24.768238067627,27.5116004943848,28.5115222930908,31.1733169555664,32.9437370300293,35.2728805541992,36.7082939147949,33.2728233337402,37.1231079101562,38.3206558227539,42.387378692627,43.1657752990723,45.136100769043,47.6414031982422,49.048999786377,51.5049819946289,51.8911018371582,54.1319694519043,56.8303108215332,57.8821220397949,59.6411018371582,61.6670989990234,62.9031562805176,62.2891883850098,63.348217010498,65.5998458862305,66.0122146606445,67.6339416503906,66.7848892211914,67.7345733642578,66.0663909912109,65.8895416259766,65.1781311035156,66.8418807983398,65.2681884765625,65.6800689697266,64.1001586914062,65.0656509399414,65.5059509277344,65.1520614624023,64.2152328491211,62.3561553955078,58.8219604492188,59.1494255065918,57.5895118713379,59.0684394836426,58.4932250976563,56.8918228149414,56.6117172241211,57.4706726074219,55.5249977111816,54.3079833984375,53.1782264709473,52.5554466247559,51.5511474609375,51.2645416259766,48.5436248779297,47.3764114379883,46.7649765014648,46.6400260925293,45.627799987793,42.7542266845703,42.7882118225098,40.3943710327148,39.1395606994629,39.8763122558594,38.4537353515625,38.5450706481934,36.3796577453613,34.115535736084,33.8845291137695,32.5002479553223,30.4865455627441,29.6489448547363,29.9810791015625,27.6383438110352,27.4012813568115,26.3446025848389,26.1029148101807,24.8271598815918,24.3645725250244,22.6773891448975,22.2697792053223,21.4161891937256,21.3025436401367,20.0372047424316,18.5654315948486,17.2835369110107,17.4750690460205,16.6496963500977,15.4712753295898,15.4736480712891,14.6943731307983,14.163290977478,14.0328207015991,12.509560585022,12.6470394134521,11.2703371047974,11.1550540924072,10.6545362472534,9.75901031494141,10.0027465820312,9.72231864929199,9.20529460906982,8.81512546539307,8.0411958694458,7.63140439987183,7.7109227180481,7.56380844116211,7.19194650650024,6.07910394668579,6.05894994735718,6.01974248886108
260,1.80430960655212,1.88812255859375,1.62857520580292,1.70038664340973,1.66234791278839,2.45328116416931,5.76702642440796,10.6418323516846,14.8793420791626,13.9515027999878,8.6981782913208,4.53074598312378,3.21966767311096,2.68664836883545,3.13853287696838,3.21211671829224,3.89372491836548,4.14889049530029,4.09422826766968,4.83896589279175,4.60474300384521,5.55232906341553,5.5419864654541,5.74391460418701,5.95886945724487,6.09132623672485,6.2092080116272,6.41610097885132,7.13938045501709,7.2715220451355,7.37156295776367,8.19320201873779,7.88169527053833,8.38673877716065,8.87232398986816,9.08948230743408,9.17428493499756,9.73079776763916,10.2168779373169,10.5995101928711,11.5399160385132,12.0894536972046,12.4129648208618,13.0853118896484,13.630051612854,14.2451543807983,15.9109506607056,16.5094833374023,17.9056224822998,18.2998752593994,20.790843963623,20.6807804107666,22.5810985565186,24.1957550048828,25.1831607818604,26.6549587249756,28.5512466430664,31.454345703125,31.7679328918457,34.0411834716797,31.1439685821533,33.9912872314453,36.1979026794434,37.8920402526855,39.6849479675293,41.8455238342285,43.4241638183594,46.2761192321777,47.6886558532715,50.5008430480957,49.606517791748,53.3847389221191,53.9353637695313,55.4048271179199,57.4626770019531,59.0051803588867,59.6858329772949,60.742504119873,60.6134376525879,61.1411666870117,62.1404266357422,62.1720123291016,62.7224006652832,61.911979675293,61.8283042907715,62.3446426391602,62.5083656311035,62.1550941467285,62.8050575256348,63.8435478210449,62.6249465942383,61.3204078674316,63.2450485229492,62.2841873168945,62.3847312927246,57.2914009094238,56.9162712097168,57.0566253662109,56.6359710693359,57.0830764770508,56.8430252075195,54.9506149291992,55.0150146484375,54.8164329528809,52.9998397827148,53.7524261474609,51.2233924865723,50.6222724914551,50.5421600341797,48.0474472045898,48.1013717651367,46.525634765625,47.1266975402832,44.5345497131348,43.5973129272461,42.7522277832031,41.7671928405762,41.236255645752,38.6114082336426,38.8570137023926,36.9012718200684,35.522762298584,35.8416633605957,33.7292938232422,32.6001968383789,31.8458728790283,30.2350101470947,29.9704399108887,28.950366973877,26.9222297668457,26.6787452697754,25.6755752563477,24.2683944702148,24.1903667449951,23.6681442260742,22.8164501190186,21.9349708557129,19.8045806884766,19.9427585601807,19.5124969482422,18.351936340332,17.8394641876221,17.163257598877,15.8675975799561,15.8922777175903,14.7314405441284,13.9262390136719,13.8977708816528,13.4035835266113,12.3270835876465,11.8139476776123,10.7610378265381,10.7231044769287,10.2462701797485,9.70590400695801,9.55987930297852,9.27798748016357,8.71765518188477,8.59841060638428,7.7717661857605,7.77975416183472,7.23602676391602,6.66860580444336,6.47356939315796,6.38798475265503,6.31283617019653
