Wavelength (nm),Intensity (a.u.),Z Axis,
,L239_JUNE_3_2022_EM_270.00,L239_JUNE_3_2022_EM_272.00,L239_JUNE_3_2022_EM_274.00,L239_JUNE_3_2022_EM_276.00,L239_JUNE_3_2022_EM_278.00,L239_JUNE_3_2022_EM_280.00,L239_JUNE_3_2022_EM_282.00,L239_JUNE_3_2022_EM_284.00,L239_JUNE_3_2022_EM_286.00,L239_JUNE_3_2022_EM_288.00,L239_JUNE_3_2022_EM_290.00,L239_JUNE_3_2022_EM_292.00,L239_JUNE_3_2022_EM_294.00,L239_JUNE_3_2022_EM_296.00,L239_JUNE_3_2022_EM_298.00,L239_JUNE_3_2022_EM_300.00,L239_JUNE_3_2022_EM_302.00,L239_JUNE_3_2022_EM_304.00,L239_JUNE_3_2022_EM_306.00,L239_JUNE_3_2022_EM_308.00,L239_JUNE_3_2022_EM_310.00,L239_JUNE_3_2022_EM_312.00,L239_JUNE_3_2022_EM_314.00,L239_JUNE_3_2022_EM_316.00,L239_JUNE_3_2022_EM_318.00,L239_JUNE_3_2022_EM_320.00,L239_JUNE_3_2022_EM_322.00,L239_JUNE_3_2022_EM_324.00,L239_JUNE_3_2022_EM_326.00,L239_JUNE_3_2022_EM_328.00,L239_JUNE_3_2022_EM_330.00,L239_JUNE_3_2022_EM_332.00,L239_JUNE_3_2022_EM_334.00,L239_JUNE_3_2022_EM_336.00,L239_JUNE_3_2022_EM_338.00,L239_JUNE_3_2022_EM_340.00,L239_JUNE_3_2022_EM_342.00,L239_JUNE_3_2022_EM_344.00,L239_JUNE_3_2022_EM_346.00,L239_JUNE_3_2022_EM_348.00,L239_JUNE_3_2022_EM_350.00,L239_JUNE_3_2022_EM_352.00,L239_JUNE_3_2022_EM_354.00,L239_JUNE_3_2022_EM_356.00,L239_JUNE_3_2022_EM_358.00,L239_JUNE_3_2022_EM_360.00,L239_JUNE_3_2022_EM_362.00,L239_JUNE_3_2022_EM_364.00,L239_JUNE_3_2022_EM_366.00,L239_JUNE_3_2022_EM_368.00,L239_JUNE_3_2022_EM_370.00,L239_JUNE_3_2022_EM_372.00,L239_JUNE_3_2022_EM_374.00,L239_JUNE_3_2022_EM_376.00,L239_JUNE_3_2022_EM_378.00,L239_JUNE_3_2022_EM_380.00,L239_JUNE_3_2022_EM_382.00,L239_JUNE_3_2022_EM_384.00,L239_JUNE_3_2022_EM_386.00,L239_JUNE_3_2022_EM_388.00,L239_JUNE_3_2022_EM_390.00,L239_JUNE_3_2022_EM_392.00,L239_JUNE_3_2022_EM_394.00,L239_JUNE_3_2022_EM_396.00,L239_JUNE_3_2022_EM_398.00,L239_JUNE_3_2022_EM_400.00,L239_JUNE_3_2022_EM_402.00,L239_JUNE_3_2022_EM_404.00,L239_JUNE_3_2022_EM_406.00,L239_JUNE_3_2022_EM_408.00,L239_JUNE_3_2022_EM_410.00,L239_JUNE_3_2022_EM_412.00,L239_JUNE_3_2022_EM_414.00,L239_JUNE_3_2022_EM_416.00,L239_JUNE_3_2022_EM_418.00,L239_JUNE_3_2022_EM_420.00,L239_JUNE_3_2022_EM_422.00,L239_JUNE_3_2022_EM_424.00,L239_JUNE_3_2022_EM_426.00,L239_JUNE_3_2022_EM_428.00,L239_JUNE_3_2022_EM_430.00,L239_JUNE_3_2022_EM_432.00,L239_JUNE_3_2022_EM_434.00,L239_JUNE_3_2022_EM_436.00,L239_JUNE_3_2022_EM_438.00,L239_JUNE_3_2022_EM_440.00,L239_JUNE_3_2022_EM_442.00,L239_JUNE_3_2022_EM_444.00,L239_JUNE_3_2022_EM_446.00,L239_JUNE_3_2022_EM_448.00,L239_JUNE_3_2022_EM_450.00,L239_JUNE_3_2022_EM_452.00,L239_JUNE_3_2022_EM_454.00,L239_JUNE_3_2022_EM_456.00,L239_JUNE_3_2022_EM_458.00,L239_JUNE_3_2022_EM_460.00,L239_JUNE_3_2022_EM_462.00,L239_JUNE_3_2022_EM_464.00,L239_JUNE_3_2022_EM_466.00,L239_JUNE_3_2022_EM_468.00,L239_JUNE_3_2022_EM_470.00,L239_JUNE_3_2022_EM_472.00,L239_JUNE_3_2022_EM_474.00,L239_JUNE_3_2022_EM_476.00,L239_JUNE_3_2022_EM_478.00,L239_JUNE_3_2022_EM_480.00,L239_JUNE_3_2022_EM_482.00,L239_JUNE_3_2022_EM_484.00,L239_JUNE_3_2022_EM_486.00,L239_JUNE_3_2022_EM_488.00,L239_JUNE_3_2022_EM_490.00,L239_JUNE_3_2022_EM_492.00,L239_JUNE_3_2022_EM_494.00,L239_JUNE_3_2022_EM_496.00,L239_JUNE_3_2022_EM_498.00,L239_JUNE_3_2022_EM_500.00,L239_JUNE_3_2022_EM_502.00,L239_JUNE_3_2022_EM_504.00,L239_JUNE_3_2022_EM_506.00,L239_JUNE_3_2022_EM_508.00,L239_JUNE_3_2022_EM_510.00,L239_JUNE_3_2022_EM_512.00,L239_JUNE_3_2022_EM_514.00,L239_JUNE_3_2022_EM_516.00,L239_JUNE_3_2022_EM_518.00,L239_JUNE_3_2022_EM_520.00,L239_JUNE_3_2022_EM_522.00,L239_JUNE_3_2022_EM_524.00,L239_JUNE_3_2022_EM_526.00,L239_JUNE_3_2022_EM_528.00,L239_JUNE_3_2022_EM_530.00,L239_JUNE_3_2022_EM_532.00,L239_JUNE_3_2022_EM_534.00,L239_JUNE_3_2022_EM_536.00,L239_JUNE_3_2022_EM_538.00,L239_JUNE_3_2022_EM_540.00,L239_JUNE_3_2022_EM_542.00,L239_JUNE_3_2022_EM_544.00,L239_JUNE_3_2022_EM_546.00,L239_JUNE_3_2022_EM_548.00,L239_JUNE_3_2022_EM_550.00,L239_JUNE_3_2022_EM_552.00,L239_JUNE_3_2022_EM_554.00,L239_JUNE_3_2022_EM_556.00,L239_JUNE_3_2022_EM_558.00,L239_JUNE_3_2022_EM_560.00,L239_JUNE_3_2022_EM_562.00,L239_JUNE_3_2022_EM_564.00,L239_JUNE_3_2022_EM_566.00,L239_JUNE_3_2022_EM_568.00,L239_JUNE_3_2022_EM_570.00,L239_JUNE_3_2022_EM_572.00,L239_JUNE_3_2022_EM_574.00,L239_JUNE_3_2022_EM_576.00,L239_JUNE_3_2022_EM_578.00,L239_JUNE_3_2022_EM_580.00,L239_JUNE_3_2022_EM_582.00,L239_JUNE_3_2022_EM_584.00,L239_JUNE_3_2022_EM_586.00,L239_JUNE_3_2022_EM_588.00,L239_JUNE_3_2022_EM_590.00,L239_JUNE_3_2022_EM_592.00,L239_JUNE_3_2022_EM_594.00,L239_JUNE_3_2022_EM_596.00,L239_JUNE_3_2022_EM_598.00,L239_JUNE_3_2022_EM_600.00
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
230,1.01866674423218,0.770304203033447,1.10805761814117,0.988150954246521,1.43517708778381,1.47031915187836,1.8592791557312,2.46954989433289,3.02262949943542,4.29311466217041,4.85454607009888,6.98643016815186,7.9644889831543,8.95812320709229,10.4492893218994,11.5768032073975,12.1319742202759,13.2719383239746,12.6455612182617,12.9863796234131,13.4965467453003,14.7049207687378,13.9176597595215,14.1618480682373,14.4478712081909,14.6304035186768,15.2045278549194,15.4878482818604,16.8972988128662,16.6592540740967,17.9965572357178,18.3535671234131,19.4340190887451,20.4732532501221,19.4161777496338,20.3311195373535,22.2749919891357,21.0957412719727,22.9455528259277,24.6894683837891,24.7495498657227,25.900562286377,27.5377368927002,29.1702365875244,31.2558670043945,32.5750579833984,34.3750190734863,35.9852523803711,37.9649124145508,40.7511024475098,43.4641647338867,46.523136138916,49.2353515625,53.1291694641113,58.8899803161621,61.5363922119141,67.5288009643555,73.2262878417969,75.8948974609375,83.2660827636719,78.2148284912109,82.7852783203125,87.2070159912109,95.1134414672852,100.533561706543,107.193305969238,111.197128295898,116.745910644531,121.478179931641,121.783668518066,126.416435241699,128.795486450195,135.732986450195,135.999282836914,138.16960144043,143.725234985352,144.984771728516,141.998626708984,142.882461547852,144.971984863281,142.451705932617,141.756713867188,140.861831665039,140.660522460938,138.303024291992,139.381164550781,133.759246826172,131.725845336914,132.102096557617,134.846054077148,132.787704467773,128.491180419922,127.278793334961,124.399658203125,122.255142211914,116.155982971191,114.414039611816,115.090393066406,109.42440032959,107.516342163086,107.672302246094,105.030609130859,101.98218536377,102.563102722168,99.9369583129883,96.2369079589844,93.8821182250977,90.0900344848633,91.2563018798828,85.6353988647461,84.8161468505859,81.2460403442383,78.6592864990234,76.7760467529297,75.6199569702148,73.8374099731445,70.7829360961914,68.8265151977539,66.770263671875,62.3762702941895,61.5801239013672,60.5027465820312,58.8342971801758,55.0069389343262,54.2907295227051,51.3619804382324,49.3989524841309,47.895149230957,47.0831031799316,44.6955833435059,42.6109008789063,42.242057800293,38.8175621032715,36.8596420288086,36.1495056152344,35.9536628723145,34.5645637512207,32.6320419311523,31.3217964172363,30.7215995788574,28.6353816986084,27.1222896575928,25.4288806915283,26.088077545166,23.449333190918,22.859354019165,22.3436985015869,21.6351623535156,20.2608909606934,19.6581382751465,16.70237159729,16.6642169952393,16.8283176422119,15.7146787643433,15.0740299224854,14.1675806045532,13.2155170440674,12.6965675354004,11.8794097900391,12.161470413208,11.7346992492676,10.6809892654419,10.2803936004639,9.75626277923584,9.14486122131348,8.96595668792725
235,0.557824969291687,0.805793285369873,0.691437482833862,0.8324134349823,0.811596751213074,0.556319117546082,0.859508395195007,1.25506579875946,2.01267123222351,2.40941286087036,3.1459584236145,3.44887542724609,4.60490703582764,4.73255729675293,5.26651430130005,6.35665369033814,6.6772518157959,7.55678749084473,6.80834627151489,8.30168628692627,7.92699432373047,8.78663730621338,8.95237255096436,9.7110710144043,9.67270851135254,10.3549747467041,9.75761699676514,11.0835332870483,10.8215188980103,11.7926158905029,12.9414920806885,12.8067417144775,13.9039449691772,14.0514078140259,14.4251585006714,15.5204944610596,16.2685890197754,18.1653175354004,19.3057022094727,18.9379844665527,19.6639823913574,22.0082492828369,21.3272972106934,25.8407936096191,25.7438716888428,27.6656379699707,28.560619354248,30.2460689544678,33.6341972351074,36.459228515625,39.1392440795898,42.2585639953613,44.778434753418,51.393985748291,52.6441802978516,58.2737503051758,62.5432777404785,65.056755065918,69.104736328125,76.565055847168,69.4982833862305,76.0147171020508,81.282356262207,85.3324584960937,91.7581024169922,94.8097457885742,99.4086685180664,104.724166870117,108.209739685059,110.355033874512,115.798187255859,119.734077453613,121.189575195313,125.235992431641,127.315940856934,128.674575805664,132.937957763672,132.395294189453,133.720321655273,129.861450195312,130.278839111328,132.259765625,131.23388671875,127.824531555176,130.342666625977,125.890930175781,125.411964416504,122.939208984375,121.979988098145,122.523628234863,121.134178161621,116.937957763672,117.876831054687,116.244529724121,114.430168151855,104.060607910156,103.117835998535,105.771903991699,102.131057739258,101.080268859863,96.8276062011719,97.1785659790039,96.5965957641602,93.3787841796875,91.5963516235352,88.4713287353516,89.7952346801758,85.8319396972656,81.6788558959961,83.9476699829102,79.8260650634766,78.3070755004883,74.2058258056641,72.9540100097656,70.4116592407227,67.6864547729492,65.4638900756836,63.4644470214844,62.5865211486816,59.5619697570801,59.2196807861328,56.8650741577148,54.6187019348145,52.6657218933105,48.4274940490723,48.9760475158691,47.837085723877,46.9238967895508,44.5360565185547,42.909008026123,41.9759216308594,40.0689926147461,38.0001525878906,36.1208457946777,34.7953414916992,34.061653137207,32.9354934692383,32.4624900817871,30.1260375976562,29.798303604126,27.6167144775391,26.7400226593018,25.3808364868164,23.3879356384277,23.1230125427246,22.9151344299316,22.1228733062744,19.7838344573975,20.1726703643799,17.8673038482666,16.1760520935059,16.5695457458496,15.6285438537598,14.94713306427,13.674337387085,13.5390853881836,13.1288738250732,13.135534286499,11.8284378051758,11.9978284835815,10.9626407623291,10.1808547973633,9.87595748901367,10.0115356445312,9.29992389678955,8.90425872802734
240,1.81280076503754,0.973150968551636,0.923617839813232,0.818243861198425,0.75137197971344,0.317257255315781,0.824620127677917,0.856993556022644,1.09929478168488,1.61422550678253,1.4791167974472,2.14845061302185,2.48603081703186,2.40088748931885,3.02645325660706,3.54705572128296,3.71067190170288,4.0227689743042,4.4474048614502,5.31939601898193,4.94736194610596,5.59060049057007,5.41615772247314,5.73289632797241,5.7091817855835,5.9594292640686,6.21109390258789,6.93956995010376,7.49690532684326,8.29393672943115,8.22653961181641,8.86381149291992,9.46056461334228,10.5356292724609,10.2267036437988,11.2745723724365,12.1004695892334,13.2709178924561,13.1943969726563,15.3380165100098,15.3814897537231,16.4923267364502,18.9925308227539,19.0065536499023,21.9498043060303,22.9467658996582,24.36594581604,26.1405715942383,30.3202228546143,31.0887928009033,34.1301078796387,36.6620864868164,39.7726631164551,44.1207656860352,46.3596267700195,50.1539306640625,54.476505279541,58.0085601806641,63.560661315918,66.2425537109375,61.405460357666,68.2421493530273,70.5232620239258,75.8100357055664,79.0766220092773,85.9375839233398,87.1933288574219,90.5861740112305,95.0630493164062,98.9381484985352,101.608688354492,106.655570983887,108.666473388672,108.598365783691,112.170547485352,115.369827270508,113.747489929199,116.439025878906,116.433815002441,117.441719055176,116.627746582031,116.522659301758,115.019325256348,116.397315979004,115.104560852051,114.687400817871,110.795783996582,112.258689880371,111.638244628906,110.26619720459,109.439094543457,108.473838806152,107.184288024902,108.615913391113,107.322135925293,98.109619140625,97.0986557006836,96.432243347168,95.4029006958008,94.5648880004883,92.242317199707,91.9702072143555,90.6234817504883,86.469352722168,85.1761169433594,83.4402084350586,82.5546188354492,79.7369613647461,80.1816787719727,76.7991027832031,74.6561737060547,73.0834808349609,75.2525405883789,70.6990661621094,68.2324371337891,64.9135131835938,65.0991439819336,60.8560447692871,59.4998321533203,56.2289428710937,55.8392066955566,54.0921478271484,52.2612609863281,50.117862701416,49.6750831604004,48.8860473632812,46.1571464538574,44.420337677002,44.297492980957,41.4268493652344,38.5201835632324,37.5555419921875,37.7453994750977,35.1748466491699,34.5987892150879,33.1867179870605,31.2100868225098,31.0914821624756,29.2834072113037,28.3012104034424,26.3488922119141,26.3507843017578,25.1760749816895,23.186466217041,22.4249858856201,22.0812282562256,21.301851272583,20.6719341278076,18.8973217010498,18.439094543457,16.5316905975342,15.4555912017822,15.4158010482788,14.7106227874756,14.2954616546631,13.7474451065063,12.8016424179077,12.4938249588013,11.9231929779053,10.9491319656372,11.0482358932495,10.3252582550049,10.0575981140137,9.58852672576904,8.90727806091309,8.18687534332275
245,9.81078910827637,6.30133771896362,2.60091495513916,1.22373199462891,1.01724994182587,0.538670301437378,0.457950323820114,0.827458024024963,1.13794898986816,1.30083096027374,1.49040913581848,1.66818380355835,1.92486107349396,2.28327035903931,2.95353269577026,2.77639722824097,3.08400821685791,3.69899368286133,3.54998421669006,3.88087177276611,3.75513863563538,4.2022385597229,5.01342678070068,4.75800657272339,4.87210845947266,5.24985551834106,5.1417350769043,5.38890743255615,5.85530233383179,6.67312622070312,7.25276231765747,7.60862255096436,7.89407396316528,8.77869415283203,9.05964756011963,9.58774852752686,10.1963262557983,10.7754688262939,11.5229816436768,13.0656471252441,13.530571937561,14.3584156036377,15.3720836639404,17.617956161499,17.9399147033691,19.833345413208,21.6179828643799,23.6082763671875,25.4215908050537,27.928768157959,29.9015445709229,31.8701820373535,33.6900215148926,37.9704437255859,41.0417900085449,43.7232093811035,46.2185821533203,49.753662109375,54.7968978881836,58.5516471862793,53.7167167663574,57.2229995727539,60.5441436767578,66.8458099365234,70.3733901977539,75.4444274902344,76.253059387207,80.825080871582,84.0051879882813,86.3794708251953,90.4243927001953,92.6939392089844,95.7119445800781,98.2606201171875,100.638290405273,102.419387817383,104.063415527344,105.150047302246,106.361534118652,104.880973815918,107.13883972168,105.855079650879,106.271659851074,105.807548522949,105.26082611084,103.267295837402,104.46915435791,104.658378601074,103.16495513916,102.140724182129,100.55704498291,102.104881286621,102.289398193359,100.026435852051,100.253059387207,92.2202911376953,91.8627395629883,91.9193801879883,89.9907608032227,89.5606536865234,88.8968505859375,88.730110168457,86.6950912475586,84.6005020141602,82.1258239746094,81.2590179443359,80.6061630249023,81.0097198486328,75.3789520263672,75.5753936767578,72.144905090332,70.8705749511719,70.4183502197266,68.8989791870117,65.64111328125,66.5480041503906,61.7924537658691,61.3540153503418,58.7784614562988,56.1625518798828,54.4861907958984,52.6721153259277,51.538631439209,50.7931594848633,47.7031707763672,47.2222213745117,46.0848007202148,45.5676078796387,42.1033897399902,40.5733032226562,39.8359413146973,38.6131591796875,37.017578125,35.5522270202637,34.302791595459,32.9698867797852,31.4289741516113,29.8830795288086,29.1317825317383,28.3297004699707,26.9984683990479,25.4414710998535,25.1312351226807,23.8622379302979,22.0127277374268,21.9407844543457,20.5993995666504,19.8464450836182,18.8991088867187,18.2211952209473,16.6231670379639,16.1519737243652,15.0150003433228,14.8971462249756,15.0426120758057,13.9053916931152,12.6979236602783,12.2760848999023,12.4039621353149,11.2477827072144,10.8815717697144,10.5514001846313,9.68189144134521,10.0614347457886,9.10802364349365,8.41892528533935
250,7.39111232757568,12.34499168396,13.1959114074707,9.5676326751709,4.51843738555908,2.08205032348633,1.22327196598053,1.35851383209229,1.6288731098175,1.80120289325714,2.38500285148621,2.47611784934998,3.02899312973022,3.33500957489014,3.47657418251038,3.32532787322998,4.09108304977417,3.78080534934998,4.12039613723755,4.52460670471191,4.28769063949585,4.52202320098877,4.71966600418091,5.4369912147522,5.13782644271851,5.22134780883789,5.35765075683594,6.05711889266968,5.91105031967163,6.65565872192383,6.93963766098022,6.94441366195679,7.59931039810181,8.02752113342285,8.20241355895996,8.65792751312256,9.49926853179932,10.3068418502808,10.6023988723755,11.6614675521851,12.0902194976807,13.0724983215332,14.8703889846802,15.9611148834229,16.5731430053711,18.2998046875,19.8429298400879,20.7766895294189,23.5868396759033,25.9678115844727,27.3114681243896,28.5579586029053,31.0188140869141,34.8590316772461,37.2016754150391,38.7555999755859,41.8946990966797,44.4508399963379,48.2123794555664,51.6868057250977,48.146656036377,52.9324913024902,55.2196083068848,60.429988861084,62.1175003051758,66.6372909545898,69.9319076538086,72.7697448730469,75.4067840576172,79.7147369384766,81.1415252685547,84.1906814575195,87.4141845703125,88.3790893554687,91.0813903808594,93.3385467529297,94.0510177612305,95.7739868164062,95.8494110107422,98.5636138916016,98.9727401733398,99.4634246826172,99.7173614501953,97.8708343505859,99.3222961425781,98.9539108276367,97.9676666259766,97.4777069091797,97.1184768676758,97.7845458984375,97.5576095581055,95.367790222168,95.7449645996094,95.8365783691406,96.2274398803711,87.5427093505859,87.9188537597656,87.1969528198242,87.8411483764648,84.1986618041992,85.9486465454102,84.283447265625,83.3543853759766,81.3250885009766,78.6614074707031,78.8383712768555,77.9457473754883,77.1378936767578,74.8216781616211,72.5484390258789,71.8504486083984,70.6079559326172,67.5065536499023,66.2748565673828,63.0506248474121,62.6289825439453,61.2191467285156,58.8853912353516,57.5407028198242,55.7120246887207,54.5829925537109,51.8821830749512,51.2970161437988,50.0970077514648,48.3183097839355,45.9913749694824,44.1926155090332,43.4516487121582,41.8839302062988,40.7109909057617,38.666690826416,37.6561317443848,36.7023010253906,35.3373908996582,33.4132308959961,32.4645729064941,30.6576538085937,30.9004917144775,29.4507331848145,28.1773262023926,27.1662178039551,25.6488437652588,23.7230033874512,23.6330223083496,22.1586990356445,22.0967311859131,21.2438201904297,19.5762500762939,18.6701469421387,17.7572212219238,16.6818923950195,15.3963317871094,15.3290185928345,15.5755910873413,14.1426887512207,13.7674837112427,13.0590162277222,12.5263662338257,11.83824634552,10.5468425750732,11.1747522354126,9.77024173736572,10.2085466384888,9.57670402526855,9.15555667877197,8.52803611755371
255,1.40885198116302,1.76048934459686,3.45819187164307,6.4434609413147,10.8811492919922,10.4076595306396,8.7796630859375,6.09955024719238,5.20868587493897,4.13363647460937,3.92020273208618,4.0738468170166,4.98797559738159,4.94182682037354,5.49576139450073,5.84869241714478,5.65067625045776,5.93016815185547,6.22722721099854,6.13392400741577,6.13791990280151,6.66568565368652,6.24375343322754,7.07998037338257,6.36662578582764,6.16587781906128,6.25389242172241,6.81209659576416,6.87710189819336,6.75766611099243,6.97093868255615,8.18155670166016,8.27677917480469,8.99009418487549,7.90634155273437,8.85321235656738,9.81219482421875,9.8026180267334,10.1563110351562,10.3887577056885,11.5325784683228,13.173677444458,13.2890138626099,14.2972946166992,15.0992126464844,17.5709495544434,17.9461803436279,19.0369033813477,21.4177150726318,22.3873767852783,25.1604557037354,26.2086734771729,28.9864597320557,30.7180671691895,33.7377891540527,36.2954139709473,37.5122108459473,40.8830032348633,43.0673866271973,45.419864654541,44.666862487793,47.1377944946289,51.0398750305176,53.2685775756836,56.5320892333984,58.1432228088379,61.8491897583008,63.575927734375,68.3149261474609,70.8578643798828,75.3371200561523,75.7140731811523,78.3919906616211,80.8272247314453,83.1716537475586,85.4585800170898,85.4613265991211,87.9356842041016,88.9524765014648,91.3727188110352,92.6910705566406,90.4545669555664,91.3634643554687,92.0441818237305,91.9428863525391,92.4937591552734,90.4111938476563,89.1202239990234,89.8340759277344,90.0875701904297,92.341194152832,91.6657485961914,89.6630859375,88.6981353759766,91.2928009033203,84.1814498901367,81.8873825073242,82.3197708129883,83.1252593994141,82.311164855957,81.8396224975586,78.1784286499023,79.1494522094727,78.1504287719727,77.8308944702148,74.9539794921875,74.0324249267578,73.5176544189453,72.2783126831055,70.4717788696289,67.3027496337891,68.1855010986328,65.3577041625977,64.7159423828125,63.3269081115723,60.1744155883789,58.8436546325684,57.1590461730957,58.1626396179199,55.6766395568848,52.6175384521484,51.0136680603027,50.7842750549316,48.9610900878906,45.7648506164551,44.1892471313477,44.076732635498,41.6154670715332,41.6190032958984,39.255069732666,37.9968643188477,36.4574203491211,36.0908164978027,33.9292678833008,34.2594299316406,30.7629413604736,31.3990783691406,29.0227584838867,28.2680797576904,27.9570713043213,26.0420665740967,25.0138473510742,24.1177558898926,22.9130363464355,22.0400619506836,21.0153369903564,19.7009735107422,20.0726203918457,18.7529945373535,18.0118503570557,16.2877521514893,15.4564790725708,14.5773143768311,14.5926122665405,13.9949359893799,12.7881078720093,12.1107244491577,11.9414415359497,11.8349313735962,10.3589773178101,10.5650663375854,10.1011543273926,9.68486881256104,9.74228858947754,9.31194877624512,8.4559383392334
260,1.5280430316925,1.34842276573181,1.29559803009033,1.38780355453491,1.88511872291565,2.76791906356812,6.49178075790405,11.2122144699097,15.7198114395142,15.0563945770264,12.3334159851074,9.06728649139404,8.71490097045898,8.37000370025635,8.84674072265625,9.18220901489258,9.21017551422119,9.25634384155273,8.95163440704346,9.34610843658447,9.09519195556641,9.19421482086182,9.227126121521,9.09078025817871,8.33166790008545,8.02824878692627,8.26977634429932,8.28427124023437,8.24673557281494,8.31181812286377,8.56968307495117,8.67493915557861,8.88235569000244,9.52283477783203,9.04476642608643,9.70484638214111,9.54131603240967,10.7617349624634,11.0450477600098,11.5963191986084,12.0279388427734,12.8146371841431,13.9765720367432,14.2399187088013,15.6902198791504,16.4863204956055,17.6180419921875,19.0971088409424,20.8983821868896,21.1289672851562,24.0143051147461,25.2288303375244,27.1122875213623,29.755500793457,30.8072776794434,33.3841857910156,36.5323867797852,38.3718147277832,40.9882431030273,43.2244834899902,40.3896942138672,44.5245132446289,45.7276382446289,49.6635246276855,53.5818023681641,55.525806427002,57.4594192504883,61.1388893127441,65.1546020507812,66.4917144775391,68.794807434082,71.9832916259766,74.2497024536133,76.4599533081055,78.2483367919922,79.8199157714844,81.8427886962891,82.678581237793,85.2643814086914,85.3723678588867,85.6950073242188,87.3711547851562,86.2208786010742,86.221809387207,86.4456100463867,87.4484481811523,87.0445327758789,86.2274322509766,87.3353576660156,86.8466949462891,86.8910064697266,87.7369766235352,86.6006546020508,86.9715118408203,85.4105529785156,80.644660949707,80.6799087524414,80.4653778076172,81.2963409423828,80.4748992919922,79.2455596923828,80.4767837524414,78.4374313354492,78.3293609619141,76.4778289794922,73.960090637207,74.8357238769531,72.3714599609375,69.8100509643555,69.5524673461914,69.064811706543,65.6060104370117,65.1547698974609,63.0996437072754,61.8508949279785,60.3865585327148,59.6581687927246,56.8514404296875,56.7339057922363,54.4439964294434,53.1750068664551,50.7775001525879,49.6033515930176,49.2417106628418,47.3742332458496,45.6734237670898,43.2885971069336,42.9409713745117,41.4425010681152,40.1565017700195,38.1326484680176,36.6998443603516,36.2242965698242,35.4058609008789,33.8052368164063,31.9264278411865,31.4082050323486,29.9342136383057,28.3950424194336,27.7237873077393,26.1409187316895,26.375940322876,24.5083751678467,23.1485023498535,21.8690242767334,21.2901611328125,20.801643371582,20.0576782226562,18.2424812316895,18.0019359588623,16.2641201019287,15.7443685531616,15.7908964157104,15.0688047409058,13.877818107605,13.5033473968506,12.7760448455811,12.4950542449951,11.7123117446899,11.0090217590332,10.7549819946289,10.0046148300171,10.1434135437012,9.48252773284912,9.31993770599365,8.48550224304199
