"sample","bix","b","t","a","m","c","fi","hix","a254","a300","E2_E3","E4_E6","S275_295","S350_400","S300_700","SR"
"ELAFISH120",0.53790598714696,0.107467627316133,0.115359587695387,0.53858721938105,0.306698586066702,0.228564294348757,1.04615144921255,0.862356943632576,25.4255981478294,11.6174561947428,7.0079227707312,2.03583591131525,0.0205692349180148,0.0193869480094082,0.0182563222685617,1.06098365292117
"ELAFISH121",0.609023125936116,0.232509259552764,0.415969185928134,0.559917168007921,0.340597947165676,0.227382414703882,1.06965227727459,0.711950319772336,24.863582342722,10.8634373398784,6.76121505827166,7.79323146981477,0.0212115568350131,0.0203495397988303,0.0205000773175859,1.04236051747138
"ELAFISH122",0.526226817341342,0.204948794330328,0.160175283509211,0.561102443230137,0.3383826860697,0.236856869823868,1.0470904507025,0.820260081256076,25.4682897813445,11.5617629476341,7.09702179370617,173.829956888459,0.021011396271655,0.0198717856896496,0.0186884414886717,1.05734817191587
"ELAFISH901",0.563845318900175,0.185038425126098,0.186072379030122,0.597012949755399,0.533518881199434,0.335511594128972,1.33253091109115,0.814555778321634,24.7972384494825,11.1624270972346,7.42715926634988,416.561526365677,0.0213335726768981,0.0187674614141686,0.0188511014719631,1.13673193225761
"ELAFISH902",0.572395519836178,0.248004843337853,0.163112364275583,0.55343732101494,0.414076049917682,0.2294802337928,1.1188211402775,0.790018204766371,24.3890441564274,10.8535709050001,7.69668304542266,-27.5757399528329,0.0212451560924181,0.0185123545581697,0.0186242204721887,1.14762041887548
"ELAFISH903",0.407193813603528,0.2162671038661,0.161124352537765,0.983942843451004,1.45444803746298,2.14153039834844,2.77422358805469,0.851745989121824,23.8644865484141,10.6305823549378,7.27389050428257,52.4002745780208,0.0206776175894975,0.0204003070396164,0.018545629576475,1.01359344981144
"ELAFISH904",0.645806708732952,0.409447338300581,0.31288597545203,0.849183242329985,1.04945577615038,1.35795532210813,1.98058028270871,0.791821402694052,25.790515370669,11.5317165440653,7.05307496896874,14426.50482778,0.0218694547964026,0.0197255858246322,0.0178780830275265,1.10868467942246
"ELAFISH905",0.51465525368794,0.133564090969255,0.116011670783017,0.566731353770912,0.490538055081146,0.394317104896686,1.34864404881424,0.839040106922392,23.3178826353256,10.197703818941,7.81127072202226,101.492559706335,0.0207936629862821,0.0202783261310939,0.0241180104864028,1.02541318508523
"ELAFISH906",0.368933352503094,0.15779127989282,0.133622169460878,0.935197244036814,1.35007368431054,2.11744966099673,2.81312468065918,0.862775468295939,24.3287202848497,11.057847232428,7.02821698559081,59.1844793585756,0.0210150330804941,0.0207136687051824,0.0186590637487664,1.01454905838271
"ELAFISH907",0.393994982291579,0.151907504294069,0.172494937855323,0.893323160943638,1.28141606244361,1.89950957086722,2.62541129454438,0.845072554066587,25.1446246162833,12.1092064323715,7.03000258593225,11.2802278115284,0.0192092837973376,0.020217993584126,0.0204688051350155,0.950108314032683
"ELAFISH908",0.487463216818846,0.159331029229257,0.137989310700961,0.577313127258449,0.466792582514611,0.361367093878314,1.33664675330125,0.839778913964191,24.4600286811126,10.9948364563739,7.38882722311958,28.0524566228462,0.0214103779190189,0.0190720151550907,0.0183483147000691,1.12260701058136
"ELAFISH909",0.589863902403938,0.133231468521394,0.120901133622176,0.550369973370191,0.412939117668717,0.215180090688122,1.10197966701002,0.838340064650347,23.3144519466194,10.3987779372638,7.58534487407012,-43.5755368630267,0.0210091460583364,0.0187690594121083,0.019085024535884,1.11934996831983
"ELAFISH910",0.593005131193524,0.145659996164088,0.130331495570395,0.524901322770376,0.351156483372975,0.227245335163158,1.13429211579297,0.825167948589363,24.0527699016474,11.0292414640941,7.52243856697575,-279.018306597874,0.0206723060745223,0.019521464238448,0.018744146588959,1.05895263910622
"ELAFISH911",0.585210586690513,0.151135200443171,0.182360303215404,0.525417610479892,0.361639757148321,0.261263853087108,1.14654122919972,0.794738012322661,23.8803518076274,10.7695450660468,6.81787776704855,10.6506669234238,0.0210048961065844,0.0188790801463241,0.0185395618980363,1.11260167040893
"ELAFISH912",0.57198563285806,0.109101785812927,0.0887794432580158,0.512400034109504,0.356235122635596,0.236649579220988,1.15455095262796,0.842222484218247,23.3394609895079,10.3742421174189,7.52500178791858,81.2905010618996,0.0219300296134632,0.0192662904217224,0.0188487161535624,1.13825905939514
"ELAFISH913",0.566330418837506,0.137713646316691,0.116531076786465,0.519760354145831,0.35490292441272,0.208002869452878,1.11935606927785,0.823023637939178,23.1290055849285,10.2623142352129,7.92815852129182,-16.3368883444014,0.0215836272621826,0.0196557020086071,0.0196000504076483,1.09808478235635
"ELAFISH914",0.543423680964604,0.143337319134897,0.107907490466921,0.530795715781879,0.368625537963172,0.277415405811624,1.23289690799315,0.82018549920942,23.336373640626,10.3935515260189,7.78706796273934,-38.5577001211891,0.0218920664891201,0.0197514161190663,0.0192380041937305,1.10837958945067
"ELAFISH915",0.55853667354354,0.114065164976598,0.101270781372477,0.508982185186191,0.322748729127984,0.219065704963146,1.10593096126599,0.835028511714379,22.9033940114146,10.0147103973976,7.88572514152566,13.2236011452299,0.021578930166772,0.020238615773084,0.0207897477786442,1.0662255960939
"ELAFISH916",0.627120694891145,0.226273477869661,0.209654291943473,0.638388544760573,0.539952201827411,0.507050147320598,1.42662721642893,0.809747340206471,25.6568974431148,11.8810540701655,7.05766913206208,-84.7668687926721,0.0212415321259619,0.0188849398278348,0.0183285179812487,1.12478685765542
"ELAFISH917",0.549842301666002,0.135456515759156,0.111820133977,0.52252204343883,0.345790391666057,0.240493142748733,1.15463976717513,0.835777441481118,24.044576875051,10.6798353573451,7.62490397824373,17.8515982501666,0.0215486519484721,0.0189678878595616,0.0185338424862535,1.13605964501786
"ELAFISH918",0.522553825072771,0.145117855278418,0.132045874604859,0.533260330262562,0.357048394562872,0.315055038811948,1.28133569583052,0.816417938394566,28.4853415331425,14.6854228807465,5.67170530947614,14.1812039930487,0.01688425824472,0.0148391122882944,0.0166906134770656,1.13782131415226
"ELAFISH919",0.63479557641857,0.150634953328982,0.122515629119718,0.524515206525393,0.374042214681461,0.214745457085399,1.06174740073611,0.818447558673534,23.5193418483099,10.7519452944814,7.9053831291452,21.0125852676008,0.0207550419846942,0.0196601917639367,0.0200365386322534,1.05568868472412
"ELAFISH920",0.52427819079002,0.265360334131231,0.208747773990993,0.594203238095346,0.500819029403827,0.382413411859016,1.34172212647177,0.780597593215131,24.2891378456381,10.5562860565556,7.64285921645087,152.998706091852,0.0221461156980981,0.0186587833830513,0.0182744980499695,1.1869003055266
"ELAFISH921",0.534996459937899,0.149187664170558,0.140925343681157,0.499894390062376,0.324451106222917,0.262063790430673,1.17431139251708,0.809148893382666,23.504653394419,11.5725433942361,7.67344994873673,55.8700579593827,0.0181964362724785,0.0195843946679826,0.0228584534484988,0.929129369631567
"ELAFISH922",0.616773178143335,0.278224597532201,0.223344900375642,0.583036012983804,0.416345047442377,0.395320681699289,1.29562995914264,0.778253703510119,26.2112019625278,12.206059066302,6.83580822108242,3.41634485675724,0.0208563372193728,0.0174862141106631,0.0174523140379881,1.19273028955161
"ELAFISH923",0.537988615015912,0.125400194146054,0.138591013822992,0.493636086266807,0.320634638859246,0.23645457493852,1.20354467644115,0.810119388184242,22.7863148122864,9.77999775341649,7.9757286522688,3.49956308296822,0.0216606949376392,0.019420457172033,0.0191596168888881,1.11535453289083
"ELAFISH926",0.595998207832776,0.246012686420869,0.162244965993878,0.638164636452025,0.658910342120585,0.29929274438032,1.27565015274044,0.812430636508414,23.9917431775584,10.7164291686638,7.39889245651406,37.1602024555738,0.0214495584425766,0.0188791970045458,0.0182803711011904,1.13614781589556
"ELAFISH927",0.483248240836327,0.231826116500422,0.195754080093934,0.626402311382456,0.574877054144171,0.556460587437286,1.53166578918351,0.787387822501694,24.1996906479076,10.9481843887627,7.6015138623696,2496.22286830888,0.0212963951631987,0.0202053655671741,0.0184600055589983,1.05399702333509
"ELAFISH928",0.53138596870641,0.182280629597763,0.121827597151828,0.528322876764622,0.37104492437259,0.320287954302259,1.29011842970878,0.810242493889231,22.9944640826864,11.3053010192032,7.84870182589492,-31.8349766030189,0.0183441818911942,0.0197089014043451,0.0228058718163177,0.930756185484294
"ELAFISH929",0.456709192978757,0.218136790076954,0.135016096346227,0.565879986807756,0.500321883657591,0.564731917578008,1.66847438827244,0.803997269076303,23.7808638728564,11.6887205570435,7.43805588587901,156.332318116466,0.018362921929967,0.0193219077677167,0.021644823309482,0.950367952829585
"ELAFISH930",0.464357646969093,0.164676345424965,0.14665958273981,0.619587752261751,0.595998986788057,0.624855176035901,1.64534238424118,0.826458344206332,23.7802004818293,10.6137017065229,7.4997259730781,47.4147030426886,0.0206107849574627,0.0189712331684523,0.0187720654176064,1.08642304769818
"ELAFISH931",0.57589983853697,0.263384874890566,0.295937343752421,0.575376202428458,0.396080378705975,0.282469214361832,1.19780262538491,0.745050971255717,25.1907618344848,12.3274596236246,6.84810089250908,10.3212248380704,0.0189846277024477,0.0166635585217487,0.018601565796725,1.13929012687594
"ELAFISH932",0.549458561977324,0.127896997165081,0.133091073119722,0.520229834133616,0.349205035622607,0.22925086619002,1.11398684114536,0.819606335565995,23.2534304249202,11.3386373408921,7.8901591246764,-4.75126894014595,0.0179524860956419,0.0190861272638541,0.0237119826578681,0.940603918618989
"ELAFISH933",0.568794807291774,0.326548649076454,0.30348335405202,0.599278101491741,0.409830564266088,0.279445614319664,1.22842753310611,0.729481947106741,26.4560090803365,13.006277797209,6.99096383406723,23.4433304661831,0.0185608516511461,0.0175606618684107,0.0196024316878057,1.0569562690877
"ELAFISH934",0.52211713755204,0.127476512336976,0.155105735028641,0.547671007849821,0.353247384021735,0.273679016914969,1.19690298929192,0.829169491421025,25.0422648720537,12.7199067356708,7.49451152456955,-17.6890582714011,0.0168595001436138,0.0185328951911985,0.0226904233898628,0.909706765709257
"ELAFISH935",0.444446419886468,0.143913283770779,0.113555276510532,0.69675595788669,0.727145014823108,0.896499804053278,1.84325408105811,0.852462687179548,24.1300330540879,10.8415579529729,7.61397233048622,-11.8622596052681,0.0211524118991861,0.0198904288476556,0.0189586002790035,1.06344674924791
"ELAFISH936",0.43201723523795,0.209968409778835,0.147620280539325,0.721359021640829,0.813439596986669,1.02124194990245,1.91924311097328,0.829079397342965,25.286965962397,11.2283376132943,7.58823579460856,-18.0016354830684,0.0210288960563368,0.0195741109064322,0.0183216611033808,1.07432190186613
"ELAFISH937",0.481399537068789,0.130523843414224,0.126494312495687,0.664376348863208,0.675489926869233,0.722669976363292,1.69939990799702,0.854056101232594,23.408940900008,10.3935632368819,7.49240710858736,12.0091673515898,0.0209293938882086,0.0202646103809613,0.0200506482057792,1.03280514625003
"ELAFISH938",0.42375041304438,0.160641502520193,0.135227849933971,0.688774448410207,0.793769735633234,1.03633199617332,1.99115120705555,0.84738069171278,25.3494131415192,11.428001291819,7.25921556367214,26.2928700573811,0.0207203311059065,0.0194401316349387,0.0182246796772842,1.06585343633512
"ELAFISH939",0.385578800614867,0.173600014360616,0.168794646696952,0.907034645326775,1.26740656282114,1.91179423433601,2.61943590276728,0.851424862830651,25.7457107902801,13.5018764077657,6.83848046370019,16.7791599044777,0.0162785292514936,0.019821825136455,0.0205163490668774,0.821242702901015
"ELAFISH940",0.409517551742411,0.172956453148686,0.160880756359226,0.754269063272787,0.905782921054467,1.24642295468374,2.18709250837687,0.838584410931348,25.6177768702458,13.0100197391907,7.01708678104654,23.4346134584705,0.0169677898684741,0.0189892934268832,0.020632883282338,0.893545088120693
"ELAFISH941",0.432744602885324,0.139621589005507,0.141448935520152,0.676846341705311,0.697365175259876,0.91733776347553,1.94540407871259,0.847249500822177,25.1131857110183,12.4435245242814,7.13037142631003,30.2564435781224,0.0178763380068222,0.0191308733476757,0.0205388954037214,0.934423519613867
"ELAFISH942",0.433628482780248,0.254371995313097,0.202526538766904,0.720688121744558,0.816336747066869,0.919331270998171,1.81124061818868,0.814447679765235,26.4702300792033,12.328312600596,6.58934530056942,15.6170205420017,0.020292061722843,0.0194994386385204,0.01696848513356,1.04064850783739
"ELAFISH943",0.419168125519924,0.191790766868586,0.22648565769606,0.743985299637984,0.843166578938567,1.10119979471835,1.94981500225928,0.82363604660768,30.1350377426381,15.8632758248229,5.25307172753501,13.9060277250797,0.0162497087975028,0.0140309712360357,0.0155810017958533,1.15813143111353
"ELAFISH944",0.402639315655534,0.17263903820465,0.158999940342454,0.72778490789895,0.875099746231598,1.26143064748413,2.1335162535362,0.834654853385932,24.4472017563287,11.9350984263514,7.35190479226688,-18.4135603073176,0.0175496915848354,0.0194115837542146,0.0212325101413852,0.904083448679195
"ELAFISH945",0.519921636378522,0.149286678227875,0.153535623631434,0.70024032415095,0.663517066231506,0.688081991685522,1.57757811913448,0.848056100659896,24.9211007719616,11.6078914649645,7.24647317500332,9.11585714860516,0.0200431454144372,0.0188193917111507,0.0185347160561215,1.06502620924572
"ELAFISH946",0.449419196810883,0.162526410526045,0.151074542073616,0.689402076458535,0.759627183255681,0.823580685866958,1.75050060546745,0.833218904558216,27.7607201163601,14.0158470943977,5.91470372969975,17.7777039805609,0.0177132915816767,0.0174875702720629,0.0164872924758596,1.01290752838171
"ELAFISH947",0.518121887870795,0.159921036248068,0.170531396294884,0.575941919828121,0.412787017478493,0.300144791214787,1.26152006150741,0.821427207637709,24.6666470324731,11.3706694809541,7.30666087881371,13.2642354835027,0.0206353099370463,0.019107304996395,0.0185348599841704,1.07996967342802
"ELAFISH948",0.529252496737426,0.188330568469446,0.149661176657261,0.58836304724104,0.501272232958321,0.324324314501279,1.2113325319221,0.818051990673956,23.4342145317123,10.521981442545,7.68852253683397,-48.1448968266242,0.0207878170608757,0.0194888848757264,0.0194162677275991,1.06664989779724
"ELAFISH949",0.522298635315681,0.119350460346299,0.119761602537935,0.562564582550749,0.392700172037983,0.298649838553075,1.238986759529,0.839641759481379,22.9386952679066,10.0777388571353,7.82061047354672,10.2724549007929,0.0216128758528452,0.0200725501528299,0.0190162751886775,1.07673791761821
"ELAPREFILTER1",0.545124112372836,0.146760345166793,0.098378078537344,0.545771202609401,0.315207891266354,0.234594081870796,1.07639249552089,0.841557123222803,23.5802325215506,10.4518012139089,7.52445908391814,6.76212600926867,0.0209912179115513,0.0204278140203043,0.021042016554749,1.02758023402244
"L114JUNE1022",0.516998214959754,0.0988744403317376,0.129088422373236,1.15658016944492,0.624719038254604,0.529998495657054,1.09209904001162,0.912375110393949,44.537189465896,21.9832529485938,6.32218689999289,-12.1309013050112,0.0181048490973533,0.0187848307669494,0.01785814400637,0.963801554667585
"L222JUNE2822",0.431309681823262,0.128432178167266,0.160303536777667,1.94618903661032,1.12436960203139,0.889900281445435,1.01093127553948,0.935596622185951,88.5249900258316,47.8637037457846,5.32582251209751,42.6508853109543,0.0149148975122279,0.0177928981037371,0.0166038501840867,0.838250038035982
"L224JUNE2922",0.608196317020878,0.0689844082429825,0.0804862742132748,0.264304485379373,0.14260215031519,0.101974604727062,1.07187033525879,0.800461881796997,14.8959641944468,6.51672391003632,6.9854109396211,-3.33610541829366,0.0216647853612905,0.0178175434115782,0.0182612835824821,1.21592437637684
"L239JUNE322",0.478554183260978,0.22722623395908,0.131155653277666,1.33158405380812,0.90129453933514,0.593914000177222,1.01345815677003,0.910900911804858,53.4319128809749,27.2300329816846,6.05990588791577,25.3886539287132,0.0169776582657285,0.018016580740804,0.0174004729637129,0.94233520277671
"L373JUNE1022",0.646661444239537,0.0743587431672825,0.181771872502441,0.34337109041704,0.186324856309064,0.125741626859597,1.03655758166344,0.771196549984829,16.8644331986111,6.92382114124107,8.15669551754049,-3.15231715221193,0.0243725458542582,0.0184421358629899,0.0188049258682912,1.32156850135616
"L373JUNE2722",0.639890050626347,0.0870023578372852,0.193524542959395,0.310611338110967,0.160589513920829,0.109902627014947,1.07749949722602,0.745437299195313,15.9102644344205,6.32907923458807,8.63684914029344,-3.39554334406888,0.0246277284184148,0.0187663633873046,0.0203932324868831,1.31233355712783
"L375JUNE1722",0.505886388679105,0.100989084641828,0.102261177181354,0.88978253382038,0.500293459334813,0.36236596465838,1.04772168323544,0.900228093143952,36.9938311618978,17.632019747431,6.86215020317595,-15.8573297590983,0.0192549579416388,0.0188419617044611,0.0182267524955029,1.02191896171193
"L377JUNE2422",0.515981175535614,0.0654385588745861,0.0780728844972129,0.757021302275319,0.415856717579068,0.308741590309225,1.03132232142168,0.916214863861209,32.2315044522649,15.1421275540866,7.04719711128323,-18.6694587534601,0.0195186274649441,0.018737617835392,0.0182319578430331,1.04168137254229
"L378JUNE2722",0.489964123403461,0.092124459277795,0.134281947107347,1.09599943070437,0.608349545333535,0.47012923845805,0.999668223278117,0.912306606568888,50.5425601286445,24.5591912882915,6.56102674576359,-32.2000429748642,0.0187718318320938,0.0184108436650627,0.0180226107003734,1.0196073669191
"L442JUNE822",0.502188813704082,0.0891962151333061,0.143789161263346,0.976740969929452,0.551520544197245,0.41332930524257,1.01579875860968,0.901626386606941,43.5617443028325,20.6520094640559,6.84230213622363,-29.0389823237902,0.0191930091565434,0.0188080413380712,0.0182705564781567,1.0204682567181
"L470JUNE2022",0.441462327562269,0.107181081252097,0.162863681519328,2.19881438015238,1.14701935969522,1.08317985534782,1.03134770195339,0.952063384653808,95.894353607529,52.2132384241531,5.35367918700102,33.6502939411926,0.015314802675376,0.0177682440591039,0.0165660683023012,0.861919873704634
"L626JUNE622",0.537149792773103,0.0717588771840347,0.0749124827423202,0.501774145829533,0.289280694424193,0.207148005755585,1.02367615587672,0.880438013729987,24.0807315326335,10.8957871231448,7.17512196937214,-4.36220381922385,0.0207914147212197,0.0184752695021952,0.0185147740145806,1.12536462424807
