Wavelength (nm),BLANK1,L470JUNE2022,L377JUNE2422,L375JUNE1722,L222JUNE2822,BLANK2,L378JUNE2722,L373JUNE1022,L373JUNE2722,L442JUNE822,L114JUNE1022,L114JULY122,L224JUNE2922,L626JUNE622,BLANK3,L239JUNE322
705.9953613,8.89E-05,0.002114145,0.000976584,0.000310458,0.001934593,-0.001063129,-0.000365977,0.000378177,-0.000307468,-7.86E-05,0.000203615,-0.001071805,-0.000841772,-0.000596986,4.85E-05,0.000603666
704.989563,4.49E-05,0.001991306,0.000726735,0.000286808,0.002186413,-0.001073768,-0.000642997,0.000367995,-0.000469938,-0.000331266,0.000285875,-0.001245399,-0.000984672,-0.000614305,3.39E-05,0.000507195
703.9833984,6.56E-05,0.001921671,0.000937592,0.000192324,0.00214419,-0.001256756,-0.000290085,0.000255932,-0.000529666,-4.26E-05,0.000359731,-0.00111379,-0.000786118,-0.000380978,-1.77E-05,0.000529069
702.9769287,-3.47E-06,0.00217174,0.000995161,0.000475319,0.002650511,-0.001297226,-0.000719551,0.000186548,-0.000479144,-0.000317505,0.000290771,-0.001373871,-0.001019693,-0.000775886,7.30E-05,0.000514037
701.9701538,-0.000134741,0.001906018,0.00097015,0.000210815,0.002545903,-0.000823841,-0.000346785,0.000382245,-0.000225098,-5.29E-05,0.000490816,-0.000773095,-0.000714227,-0.000511154,-8.62E-05,0.000443783
700.9630127,-6.36E-05,0.001861301,0.000864286,0.000277275,0.002497553,-0.001254071,-0.000724875,0.000189086,-0.000368149,-0.00019612,0.000175827,-0.001271468,-0.00083862,-0.000771958,0.000135845,0.000604081
699.9555664,-0.000237775,0.001789035,0.001094387,0.000426474,0.002545279,-0.001381767,-0.000659901,-5.07E-06,-0.000568394,-0.000224115,0.000116399,-0.001255413,-0.001060805,-0.000588662,0.00012875,0.000546901
698.9477539,-0.000204813,0.001868814,0.001001206,0.000596382,0.002337934,-0.001387444,-0.000826529,6.13E-05,-0.000545385,-0.000342492,0.000305717,-0.001449522,-0.000998671,-0.000822085,0.000305588,0.00060307
697.9396362,-0.000230893,0.00163043,0.000731402,0.000639569,0.002225622,-0.0014698,-0.000833504,0.000265386,-0.000559708,-0.000342595,0.000241842,-0.001122155,-0.001064678,-0.000668275,0.000223117,0.000799914
696.9311523,-0.000252108,0.001758625,0.000836949,0.000995809,0.002304519,-0.001258562,-0.000701202,0.00026694,-0.000640826,-0.000355217,0.000160808,-0.001333253,-0.000971913,-0.000805135,0.000237077,0.000749761
696.0665283,0.000122613,0.001900845,0.000959695,0.001125971,0.00213701,-0.001481719,-0.00086678,0.00029046,-0.000678769,-0.000387599,0.000314991,-0.001382696,-0.001276372,-0.000688538,0.00029963,0.000794649
695.0574951,5.46E-05,0.00165922,0.000767991,0.000914919,0.002014607,-0.001425838,-0.000941332,-7.54E-05,-0.000725754,-0.000378754,-0.000109277,-0.00153584,-0.001203943,-0.000863267,0.000265153,0.0004393
694.0480957,-6.62E-05,0.001760418,0.00113848,0.00107713,0.002105483,-0.001437035,-0.000922527,-0.00014178,-0.000667603,-0.000349734,-0.000127082,-0.001325614,-0.001342027,-0.000845337,0.000140609,0.000746779
693.0383301,-0.000155754,0.001549369,0.000964676,0.000794105,0.001859065,-0.001646536,-0.000809683,0.000229851,-0.000599416,-0.000476972,0.000136881,-0.001465053,-0.001116527,-0.000484057,0.000356026,0.000759692
692.0283203,7.34E-05,0.001879032,0.001173571,0.000566832,0.001906486,-0.001687279,-0.001009156,-2.16E-05,-0.000823583,-0.000587421,-1.36E-05,-0.001650095,-0.001453392,-0.000925265,0.000397791,0.000386131
691.0179443,-8.88E-05,0.001433209,0.000719579,-1.01E-05,0.001478194,-0.001413453,-0.000865592,0.000232984,-0.000557588,-5.47E-05,0.000544309,-0.00138894,-0.001023515,-0.000682956,1.97E-06,0.000512249
690.0072632,-0.000255678,0.001905993,0.001007199,0.000208562,0.001646436,-0.001396217,-0.000708904,0.000162931,-0.000515756,-0.000341923,0.000104281,-0.001460358,-0.000969537,-0.000653439,0.000320768,0.000823099
688.9962158,-3.63E-05,0.002148014,0.00104708,0.000538296,0.001642123,-0.001475992,-0.000815677,0.000344109,-0.000568136,-0.000346061,0.000320664,-0.001376503,-0.00107981,-0.000683731,0.00035828,0.000895412
687.9848633,1.55E-05,0.002507759,0.001022819,0.000506625,0.001686817,-0.001430069,-0.000624076,0.000251296,-0.000594091,-0.000325161,5.69E-06,-0.001432391,-0.001239255,-0.000880731,0.000343461,0.000772658
686.9732056,4.55E-05,0.002399307,0.001317781,0.000761819,0.002073412,-0.001649166,-0.001148645,0.000167929,-0.000705389,-0.000315953,0.000140299,-0.001539606,-0.001158662,-0.000849523,0.000424686,0.000735188
685.9611816,8.34E-06,0.001936439,0.000940549,0.000287896,0.001674188,-0.00148626,-0.001049701,0.000110961,-0.00068766,-0.000255419,0.000498772,-0.001588715,-0.001388579,-0.000873342,-0.000130032,0.000444197
684.9488525,7.13E-05,0.001712701,0.000992125,0.000437434,0.001551552,-0.001725079,-0.001139609,-0.000153166,-0.000741207,-0.000425047,-7.69E-05,-0.001876246,-0.001365614,-0.001197954,2.61E-05,0.000790915
683.9362183,3.78E-05,0.001918447,0.000996069,0.00041927,0.0015535,-0.001591346,-0.00108735,0.000110884,-0.000520876,-0.000467353,1.85E-05,-0.001652209,-0.001244831,-0.000934358,2.99E-05,0.000603329
683.0679932,0.000107233,0.002049951,0.001251395,0.00027497,0.001758365,-0.001577264,-0.00069624,4.91E-05,-0.000638448,-0.000438184,0.000194965,-0.001736011,-0.001154738,-0.001091171,6.52E-05,0.000605455
682.0547485,2.62E-05,0.002048547,0.001252355,0.000345042,0.001822671,-0.001851451,-0.001105941,-0.00012232,-0.000711436,-0.000602725,9.08E-05,-0.001761277,-0.001544145,-0.001072167,0.00017821,0.00086426
681.0411377,-5.34E-05,0.002058586,0.000789255,0.000309189,0.001676345,-0.001661235,-0.000832058,8.82E-05,-0.000650906,-0.000354545,0.000317841,-0.001664845,-0.001299394,-0.000860838,0.000117849,0.000818094
680.0272827,9.97E-06,0.001985299,0.00127437,0.000543998,0.001993049,-0.001769063,-0.001138111,8.65E-05,-0.00076002,-0.000582458,0.000162051,-0.001765299,-0.001324324,-0.001024031,-0.000202485,0.000824318
679.0130615,2.86E-05,0.001906486,0.000837234,0.000327529,0.001733674,-0.00205869,-0.001183136,-0.000249831,-0.000821465,-0.000848438,-4.32E-05,-0.001864184,-0.001471761,-0.001521394,-0.000127858,0.000635707
677.9985352,-6.91E-05,0.001958359,0.001135366,0.000426888,0.001988472,-0.001718169,-0.001338311,-0.000155599,-0.000767565,-0.000488194,-0.000201605,-0.001895061,-0.001525418,-0.00129036,-0.000184838,0.000855156
676.9837036,-0.00028279,0.002197028,0.001251343,0.000475889,0.002068912,-0.001725595,-0.00117503,-0.000206055,-0.000903877,-0.000553452,0.000214544,-0.001918617,-0.001524851,-0.001028887,-0.000168951,0.000729976
675.9685059,-0.000106844,0.002082879,0.000961251,0.000464435,0.001944318,-0.001815982,-0.001080739,-0.000169468,-0.000758056,-0.000386616,0.0002075,-0.001665361,-0.001453031,-0.000994642,5.14E-05,0.000726865
674.9530029,9.18E-05,0.001906721,0.00091261,0.000218325,0.002094116,-0.001840573,-0.001261608,8.50E-05,-0.001069739,-0.000350562,0.000282275,-0.001493328,-0.001482493,-0.001187318,-1.92E-06,0.000652376
673.9371948,0.000169483,0.001629598,0.000678405,0.000187248,0.001707139,-0.001893927,-0.001019693,-1.81E-05,-0.000937871,-0.00067422,-6.68E-06,-0.001713683,-0.001520414,-0.001182671,-0.000421426,0.000580881
673.0662842,-0.000248589,0.002152723,0.001133212,0.000554935,0.002085116,-0.001781077,-0.000722497,-0.000225615,-0.000736504,-0.000335301,-4.86E-05,-0.001416239,-0.001239617,-0.000828389,-5.11E-05,0.000917617
672.0498657,0.00014237,0.002110035,0.000694558,0.000416912,0.002106393,-0.001966293,-0.000965715,5.06E-05,-0.000841669,-0.000642739,0.000120904,-0.001808867,-0.001678615,-0.001383934,-2.79E-05,0.00083062
671.0331421,-4.31E-05,0.002603373,0.001427106,0.000715326,0.002612566,-0.001774941,-0.000847197,0.000141153,-0.000858927,-0.000527391,-0.000151872,-0.002019631,-0.001502563,-0.001155512,0.000206412,0.000910198
670.0161133,6.80E-05,0.002295983,0.000911054,0.000381027,0.002198173,-0.002093315,-0.000982296,0.000121137,-0.00095311,-0.000593987,-6.25E-05,-0.001788914,-0.001450812,-0.001032657,0.000129838,0.001169704
668.9987793,0.000231664,0.002435958,0.001225227,0.000657198,0.002566344,-0.001955315,-0.001021552,-9.66E-05,-0.001063645,-0.000614512,0.000181343,-0.00196954,-0.001609038,-0.001266925,2.49E-05,0.001263882
667.9810791,8.87E-05,0.002275477,0.000980891,0.000506806,0.002161334,-0.001991855,-0.001285199,-4.22E-05,-0.000826735,-0.000762604,-4.17E-05,-0.001934596,-0.001556681,-0.001024393,-8.82E-05,0.00114759
666.9631348,-0.000231048,0.002176943,0.000764827,0.000346933,0.002233506,-0.001685216,-0.000793715,0.000101304,-0.000841204,-0.000142401,0.000425904,-0.001736217,-0.001363136,-0.000760278,-0.00011114,0.000792341
665.9448242,-1.18E-05,0.002200436,0.001022975,0.00020693,0.002127854,-0.001811806,-0.000735677,-3.59E-05,-0.000784309,-0.000121699,0.000315665,-0.001707752,-0.001195992,-0.000957759,2.70E-05,0.000930873
665.0717163,-1.30E-05,0.002351364,0.000804893,0.000298412,0.002220054,-0.002008809,-0.00104309,-0.000458923,-0.000986945,-0.000543421,-0.000276271,-0.001809743,-0.001674644,-0.001407105,0.000124167,0.000949447
664.0528564,-7.74E-05,0.002348267,0.00118032,0.000401599,0.00240178,-0.00215962,-0.001507516,-0.000202743,-0.001228414,-0.000558364,-0.000238396,-0.002009479,-0.001669229,-0.001176992,0.00015972,0.001173026
663.0336914,0.000116088,0.00231053,0.001057641,0.000200792,0.002330075,-0.001722449,-0.000948099,-5.76E-05,-0.00101179,-0.000409064,0.000236973,-0.001282979,-0.001534343,-0.001098814,-7.97E-06,0.001098098
662.0141602,5.57E-05,0.002170023,0.000929161,0.000577071,0.002324427,-0.002167348,-0.001291961,-0.000324747,-0.001155616,-0.000787668,-0.000201915,-0.000706733,-0.001657006,-0.001233473,-0.000267837,0.000797606
660.9943237,-0.000109329,0.002324635,0.001178944,0.000176552,0.002352821,-0.001807681,-0.000851744,-7.53E-05,-0.000824978,-0.00043327,0.000218636,0.000382375,-0.001402771,-0.000920203,-2.34E-05,0.001042384
659.9741821,-4.02E-05,0.002297622,0.001081567,0.000507325,0.002534629,-0.00185975,-0.001086059,-5.45E-05,-0.000996553,-0.000449303,7.70E-05,0.000789696,-0.00153878,-0.001172655,-3.82E-05,0.000968853
658.9537354,-8.55E-05,0.002294448,0.001228991,0.000356518,0.002306574,-0.00199036,-0.000992472,-5.72E-05,-0.001182671,-0.000548022,5.61E-05,0.00092488,-0.001591191,-0.001032915,0.00011368,0.001037765
657.9329834,-0.00013764,0.0019866,0.000988389,0.000336,0.002302801,-0.001916143,-0.001012048,4.22E-05,-0.001191707,-0.00041403,-0.00015948,0.000982396,-0.001714508,-0.001288502,-0.000111192,0.000966777
657.0578003,-0.00013205,0.002471154,0.001210768,0.000512378,0.002389598,-0.001895216,-0.000928727,-6.49E-05,-0.001015044,-0.000367839,0.000507843,0.000940575,-0.001294593,-0.001113118,-0.000182509,0.000808861
656.036499,-0.000250607,0.002053879,0.001317028,0.000422639,0.002272146,-0.001893927,-0.000874996,-1.45E-05,-0.00125309,-0.000454992,-1.96E-05,0.000636303,-0.001584021,-0.001083993,-0.000178732,0.001041008
655.0148315,1.74E-05,0.002149757,0.001302904,0.000340249,0.002497423,-0.002120776,-0.00113997,-0.000218164,-0.001099279,-0.000364373,-0.000201657,-0.000180491,-0.001578605,-0.001264396,-0.000111347,0.000979957
653.9929199,-2.89E-05,0.002434656,0.001324895,0.000759615,0.00282434,-0.001793142,-0.000663003,1.01E-06,-0.001103978,-0.000422978,0.000139574,-0.000955641,-0.001579275,-0.000893699,0.000204029,0.001200463
652.9706421,-0.000105964,0.002429528,0.001058576,0.00075098,0.002746574,-0.001817528,-0.000948616,-0.000144575,-0.001077744,-0.000500863,-5.18E-08,-0.001559054,-0.001468459,-0.001046137,0.000106715,0.001062105
651.9480591,-1.07E-05,0.002511118,0.001009509,0.000478636,0.002654626,-0.002078322,-0.001127681,-0.000258317,-0.000943708,-0.000628677,-2.79E-05,-0.001573034,-0.001536665,-0.001132535,3.34E-05,0.001119015
651.0713501,-0.000149647,0.00252674,0.000914167,0.000444353,0.002644365,-0.00201891,-0.001072993,-7.47E-05,-0.001063955,-0.00036758,8.37E-05,-0.001559054,-0.001436313,-0.00109995,-5.07E-05,0.000966051
650.0482178,4.13E-05,0.002514086,0.001216297,0.000559316,0.002954139,-0.001868462,-0.001027544,-2.07E-07,-0.001141571,-0.000450803,7.67E-05,-0.001785253,-0.001348272,-0.000984827,0.000254793,0.0011567
649.0247803,-0.000227944,0.002426691,0.001160308,0.000489961,0.002937694,-0.001570506,-0.000618441,8.84E-05,-0.000883366,-0.000139503,0.00054379,-0.001442866,-0.001215817,-0.000949907,-8.99E-05,0.000908304
648.0010376,-0.000155133,0.002558714,0.001223488,0.000696528,0.002956224,-0.002027206,-0.001011842,3.39E-05,-0.001047583,-0.000387444,0.000115777,-0.001705225,-0.001381509,-0.000916844,4.58E-05,0.000947761
646.9769287,-0.000105861,0.002827259,0.001290882,0.000812232,0.003272011,-0.001736269,-0.00078188,4.68E-05,-0.001090551,-0.000334318,0.000565148,-0.001532847,-0.001113687,-0.000968349,-0.000120767,0.000960706
645.9525757,-6.14E-05,0.002731517,0.001244074,0.000681128,0.002901704,-0.001928823,-0.00073976,-0.000330179,-0.000998619,-0.000290964,0.000212938,-0.001736991,-0.001525006,-0.001105424,0.000262874,0.001029903
644.9279175,-1.73E-05,0.002736493,0.001229225,0.000653569,0.00278104,-0.002139323,-0.001181845,-0.000181474,-0.001149574,-0.000716605,-7.41E-05,-0.00179572,-0.001894236,-0.001138421,0.000141593,0.001219179
644.0493774,0.000257072,0.003002462,0.001278343,0.000843018,0.002847217,-0.001985361,-0.000969021,-0.000296552,-0.001401584,-0.00066047,1.92E-05,-0.001963922,-0.001858152,-0.001273894,-0.000175161,0.000757333
643.0241699,-0.000394582,0.00306896,0.001352186,0.000687687,0.002841876,-0.001934544,-0.001034361,0.000113732,-0.000943037,-0.000505311,0.000324239,-0.001750552,-0.001470729,-0.001168266,-5.16E-05,0.000908641
641.9985962,-5.49E-06,0.003338368,0.001316301,0.000634955,0.002659939,-0.00203509,-0.000807822,-0.00025454,-0.001129488,-0.000328472,0.000334524,-0.001876401,-0.001483577,-0.001032399,1.82E-05,0.001243684
640.9727783,-0.000133706,0.003389969,0.001094594,0.00047322,0.002749179,-0.002032153,-0.001071702,-0.000154615,-0.001165994,-0.000483798,0.000123105,-0.00153878,-0.00138089,-0.001219276,0.000259947,0.001466584
639.9466553,0.000146099,0.003113411,0.001043396,0.000501131,0.002654574,-0.001974332,-0.000893544,-4.50E-06,-0.001162225,-0.000501536,0.00029046,-0.001458243,-0.001553895,-0.001066021,8.57E-05,0.001025284
639.0668335,-0.000229341,0.003153538,0.001183123,0.000595293,0.002904988,-0.001856245,-0.000702029,-9.31E-05,-0.001100208,-0.000600915,0.000392246,-0.00150927,-0.001237603,-0.000788237,8.39E-06,0.001106921
638.0401611,2.89E-05,0.002946477,0.001229977,0.000569684,0.003067396,-0.002046169,-0.000952077,-0.000164241,-0.001125822,-0.000469576,0.000345897,-0.001576026,-0.001561479,-0.000973618,8.24E-05,0.000982603
637.0131226,-3.70E-05,0.002937798,0.00127032,0.000684472,0.003092189,-0.001945728,-0.000941745,-2.20E-05,-0.000979765,-0.000339853,0.00033341,-0.001552245,-0.001474083,-0.000958224,3.01E-05,0.001430612
635.9858398,-0.000186856,0.003036974,0.001171028,0.000926618,0.003157528,-0.001890989,-0.000832884,-1.88E-05,-0.001016645,-0.000316832,0.000246453,-0.001655768,-0.001359988,-0.001137543,7.12E-05,0.001213234
634.958252,5.87E-05,0.003059315,0.001079465,0.00060898,0.003365055,-0.002053692,-0.000990199,-0.00017485,-0.001027389,-0.00045794,0.000326234,-0.001455095,-0.001603003,-0.001012513,0.000180385,0.001321676
633.9302979,-0.000220027,0.003028242,0.0011757,0.000757514,0.00319114,-0.001992164,-0.000793198,-5.79E-05,-0.001115236,-0.000357131,0.000320872,-0.001526966,-0.001418045,-0.000990044,1.12E-05,0.001069941
633.0490112,-0.000165587,0.003109318,0.001313964,0.000772114,0.003279914,-0.002012211,-0.000757022,0.000211954,-0.001287367,-0.000225874,0.0003888,-0.00163194,-0.001552296,-0.00093069,-0.000115229,0.000996458
632.0205688,2.89E-05,0.00285097,0.001164721,0.000482653,0.003123997,-0.001837583,-0.000714899,-0.000196999,-0.00111663,-0.000416357,0.000335456,-0.001551471,-0.001384709,-0.000838413,-0.000127496,0.001091506
630.9918213,-0.000104877,0.002883124,0.001277667,0.000452749,0.003159848,-0.002025403,-0.001068448,-0.00038403,-0.001094476,-0.000449355,0.000375276,-0.001708938,-0.001670002,-0.00116398,5.72E-05,0.001281043
629.9627686,-0.000123148,0.003069873,0.001265543,0.000735162,0.003227805,-0.001900216,-0.000874014,-4.97E-06,-0.001114203,-0.000307934,0.000510253,-0.001564832,-0.001414588,-0.001060495,8.76E-05,0.001150835
628.9334106,-0.000192601,0.003019118,0.001130824,0.00060447,0.003375907,-0.001813971,-0.000626609,-6.77E-05,-0.00100771,-0.000200052,0.000242542,-0.001522787,-0.001391882,-0.000923457,0.000110288,0.001283587
628.0508423,-7.24E-05,0.003110022,0.001243451,0.000686883,0.00334249,-0.002028134,-0.000858203,-0.000358011,-0.001108781,-0.000500708,0.000141516,-0.001799019,-0.001559725,-0.001165942,0.000140506,0.001201371
627.0209351,-0.000112331,0.003272846,0.001548304,0.00093217,0.003344603,-0.0019699,-0.000617511,8.41E-05,-0.000969124,-0.000152493,0.000558564,-0.001519847,-0.001249735,-0.000894991,0.000107233,0.00141064
625.9907227,-1.78E-05,0.00319466,0.001532795,0.000637055,0.003444028,-0.00188537,-0.000830766,5.23E-05,-0.001078054,-0.000267889,0.000391417,-0.001603158,-0.001282979,-0.000853553,8.88E-06,0.001182137
624.9602661,7.08E-05,0.003284192,0.001417367,0.000606906,0.003250286,-0.001849595,-0.000548384,0.000219957,-0.000997173,-0.000308141,0.000572872,-0.00138187,-0.001410408,-0.001005902,-5.16E-05,0.00112732
623.9294434,6.28E-05,0.003299581,0.001604733,0.000650095,0.003454909,-0.001840779,-0.000678097,-1.71E-05,-0.000993144,-0.000270476,0.000526296,-0.00157551,-0.001552193,-0.000940764,-0.000175575,0.001156519
623.0456543,-0.000318591,0.003127516,0.00135525,0.000435983,0.003275793,-0.001876298,-0.000813713,0.000100734,-0.000867917,-0.000262663,0.00043391,-0.001526502,-0.001426044,-0.000871275,0.000150682,0.001352419
622.0143433,-2.59E-06,0.003461745,0.001598627,0.00081008,0.003741501,-0.002262072,-0.000830921,-0.000175057,-0.001235125,-0.000488711,0.000226121,-0.00184346,-0.001522013,-0.001294903,0.000144934,0.001299866
620.9827271,0.000117771,0.003068778,0.001404122,0.000637781,0.003583983,-0.002118252,-0.000832574,-0.000130756,-0.001049029,-0.000296655,0.000437771,-0.001612597,-0.001412008,-0.000954505,-5.13E-06,0.001404512
619.9507446,6.11E-05,0.003356916,0.001346239,0.000871315,0.003663492,-0.001814177,-0.000827045,-0.000239327,-0.001183755,-0.000428305,0.000304163,-0.001800772,-0.001407725,-0.001042057,2.84E-05,0.001238648
619.06604,-7.17E-05,0.003206681,0.001122285,0.000711126,0.003340638,-0.002047097,-0.000866367,-0.000148922,-0.001090965,-0.000399651,0.000283078,-0.001669332,-0.001389198,-0.00110749,0.000203278,0.001369142
618.0335693,-0.000167088,0.003508742,0.001170301,0.000906411,0.003447629,-0.002370318,-0.000928158,-0.000307106,-0.001358543,-0.000612548,0.000199057,-0.001826293,-0.001535169,-0.001205388,0.000295744,0.001629157
617.0007935,-0.000108086,0.003411623,0.001462792,0.000931314,0.003533194,-0.002027773,-0.000544506,-3.46E-05,-0.001130727,-0.000331266,0.000622719,-0.001436622,-0.001487137,-0.000793301,0.000155836,0.001393293
615.9677734,6.37E-06,0.003529567,0.001334009,0.000890146,0.003472913,-0.001959541,-0.000658402,0.00011469,-0.000884141,-0.000223442,0.000430334,-0.001244418,-0.00138218,-0.000933686,0.000148481,0.001533523
614.9343872,-0.000183752,0.003745888,0.001354289,0.001056733,0.003804875,-0.00198665,-0.000600605,-3.50E-05,-0.00110119,-8.65E-05,0.000393826,-0.001449832,-0.001555752,-0.00071309,0.000205972,0.001270917
614.0484619,0.000108113,0.003474427,0.001536952,0.000956607,0.003607578,-0.001816085,-0.000621957,6.42E-05,-0.001236829,-0.000254488,0.000352736,-0.001453908,-0.001436622,-0.000964268,0.000227105,0.001301502
613.0145874,-4.26E-05,0.003579598,0.001341228,0.001002503,0.003742624,-0.002005563,-0.000568032,-5.94E-05,-0.001025994,-0.00025723,0.000215994,-0.001436932,-0.001564006,-0.000844562,7.11E-05,0.001429236
611.9804077,-7.11E-05,0.003583069,0.001242464,0.001189093,0.003783828,-0.001795204,-0.00070451,-3.37E-06,-0.000991387,-0.000313314,0.00047024,-0.001481925,-0.001419336,-0.000726425,0.000165158,0.001581948
610.9459229,-0.000116316,0.003765001,0.001449208,0.001161165,0.003852927,-0.001930833,-0.000575995,1.81E-05,-0.000963752,-0.00017485,0.000657457,-0.001507723,-0.001490387,-0.000791906,0.000152832,0.001401551
610.059021,-4.01E-05,0.003766411,0.0014022,0.001073834,0.00387369,-0.002025918,-0.000613116,4.56E-05,-0.000912401,-0.000303433,0.000530754,-0.001611308,-0.001440802,-0.000816245,0.000178054,0.001456844
609.0240479,-2.43E-06,0.003868545,0.001422639,0.001297789,0.004014645,-0.001867741,-0.000707198,-1.90E-05,-0.00098023,-0.000121285,0.00068328,-0.00150731,-0.00131973,-0.000739708,5.84E-05,0.001485649
607.9887085,-3.68E-05,0.003708134,0.001422275,0.000993889,0.003934784,-0.001917689,-0.000513326,1.83E-05,-0.001036066,-0.000254954,0.00044995,-0.00164308,-0.001497043,-0.00083459,0.000352373,0.001881683
606.953186,-6.28E-05,0.003817932,0.00129984,0.00100131,0.003800932,-0.001976497,-0.000545541,-5.04E-05,-0.001093753,-0.000174954,0.00062723,-0.001352401,-0.001230582,-0.000939679,0.000177381,0.001734376
606.0653076,-7.48E-05,0.003841122,0.001495623,0.000962159,0.003886593,-0.001932173,-0.000354907,2.42E-05,-0.000857118,-0.000163103,0.000617249,-0.001437861,-0.0013716,-0.000891632,0.000237051,0.001727982
605.0291748,3.48E-05,0.00400362,0.001511884,0.000934504,0.003946983,-0.002055805,-0.00060257,-6.50E-05,-0.001130985,-0.000182302,0.000474931,-0.001589798,-0.001508135,-0.000870965,0.000285642,0.001662806
603.9927979,-0.000100426,0.003964224,0.001463986,0.000865635,0.003878417,-0.002015302,-0.000472783,1.28E-05,-0.001073716,1.78E-05,0.000597808,-0.001440286,-0.001465827,-0.000825598,0.000256968,0.001739574
602.9561157,-2.85E-05,0.003932538,0.001476766,0.000736562,0.00399526,-0.001867792,-0.000441701,9.67E-05,-0.000969486,-0.000138106,0.000706666,-0.00142398,-0.001306259,-0.000693862,0.000222366,0.00154368
602.0673218,-0.000144678,0.004129878,0.001459026,0.000868799,0.004372358,-0.001935111,-0.000329352,7.94E-05,-0.001024135,-6.69E-05,0.000727798,-0.001410563,-0.001439202,-0.000623973,0.000270696,0.001588417
601.0301514,-0.000166156,0.004113048,0.001722187,0.000979023,0.004338942,-0.001913721,-0.000353769,1.16E-05,-0.00101303,-0.000111192,0.00080453,-0.001492193,-0.001392862,-0.000517411,0.00035543,0.001757299
599.9926758,-2.60E-05,0.004120992,0.00147796,0.000978011,0.004284745,-0.001864751,-0.000475369,3.99E-05,-0.000986738,-0.000187943,0.000796776,-0.001519847,-0.00134755,-0.000689107,0.000257771,0.001615204
598.954895,-4.78E-05,0.004350133,0.00175392,0.00099817,0.004460276,-0.001960263,-0.000339802,-4.32E-05,-0.001068396,-0.000106068,0.000539747,-0.001449987,-0.001377535,-0.000716398,0.000280746,0.001620764
598.0651245,-0.00016419,0.004156874,0.001606604,0.000966181,0.00416921,-0.001902999,-0.000281858,0.000221796,-0.000819501,1.54E-05,0.000674128,-0.001398384,-0.001426199,-0.000659539,0.000309551,0.001803201
597.0268555,-6.38E-05,0.004306261,0.001587715,0.001006187,0.004062328,-0.001965983,-0.000269493,0.000184321,-0.000976407,3.37E-05,0.000680013,-0.001469388,-0.001472638,-0.000692105,0.000272484,0.001743082
595.9882813,-0.000103169,0.004426095,0.001930459,0.001372025,0.004472123,-0.002056114,-0.000478937,2.03E-05,-0.000965973,1.65E-05,0.000716623,-0.001401532,-0.001468356,-0.000752319,0.000402947,0.001683985
594.9494019,-3.79E-05,0.004383053,0.001723772,0.001422873,0.004314314,-0.00172972,-0.000262974,0.000197322,-0.000890031,3.84E-05,0.000815396,-0.001342027,-0.001366542,-0.000651579,0.000376493,0.001726683
594.0587158,-3.33E-05,0.004561945,0.001866839,0.001792284,0.004495192,-0.001904442,-0.000196327,9.13E-05,-0.000933428,0.000146462,0.000837312,-0.001372065,-0.001297845,-0.00076126,6.40E-05,0.001453597
593.0193481,8.84E-05,0.004548657,0.001500688,0.00186741,0.004317216,-0.001857431,-0.000309382,3.25E-05,-0.000914571,2.74E-06,0.000750383,-0.001382231,-0.001376606,-0.000769891,0.000281575,0.001833173
591.9796753,4.48E-05,0.004556216,0.001712155,0.002044776,0.00440779,-0.001871349,-0.000297638,0.000135146,-0.000937354,-3.53E-05,0.000857075,-0.001294438,-0.001196095,-0.000772578,0.000338876,0.00182605
590.9397583,-0.000180491,0.004461218,0.001607461,0.001757325,0.004334916,-0.002052816,-0.00053613,1.19E-06,-0.001036169,-7.60E-05,0.000631455,-0.001496114,-0.001381302,-0.000869674,0.000192893,0.001654543
590.0481567,-0.000115229,0.004630174,0.001682867,0.001845859,0.004622299,-0.00212057,-0.000296345,7.93E-05,-0.000919221,8.00E-06,0.000656783,-0.001526399,-0.00148595,-0.000708955,7.47E-05,0.00156132
589.0076904,-8.44E-05,0.00459216,0.001681438,0.001594392,0.004590617,-0.001665619,-0.00017692,0.000114353,-0.000929915,5.62E-05,0.000836196,-0.001273842,-0.001271777,-0.000657833,0.000261864,0.001706022
587.96698,-0.000163569,0.004596896,0.001760652,0.001372258,0.004503849,-0.00165943,1.22E-05,0.000352891,-0.000868072,0.000279218,0.001066257,-0.001019125,-0.00113145,-0.000437098,0.000170596,0.001773752
586.9259644,-6.38E-05,0.004531994,0.001852982,0.001217855,0.004566942,-0.001650456,7.77E-06,0.000321675,-0.000583854,0.000407429,0.001192987,-0.00114818,-0.001099744,-0.000586904,0.000373903,0.001825842
586.0334473,-0.000111917,0.004616517,0.001845443,0.001216479,0.004704013,-0.001656335,1.30E-05,0.000193644,-0.000731646,0.000352088,0.001094569,-0.001255878,-0.001104908,-0.000548126,0.000264117,0.001966134
584.9919434,3.92E-05,0.004872411,0.001559085,0.001143541,0.004696346,-0.001671653,-0.000251384,0.000154101,-0.000912505,0.000171295,0.000938759,-0.001225988,-0.001430791,-0.000725133,0.000409968,0.001969333
583.9501343,-0.00016626,0.004783127,0.001584728,0.000942417,0.004626773,-0.001786027,-0.000127599,0.00023977,-0.000754128,0.000186937,0.000918239,-0.001205079,-0.001189125,-0.000584888,0.000457646,0.002090422
