Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_115_EM_270.00,ELA_115_EM_272.00,ELA_115_EM_274.00,ELA_115_EM_276.00,ELA_115_EM_278.00,ELA_115_EM_280.00,ELA_115_EM_282.00,ELA_115_EM_284.00,ELA_115_EM_286.00,ELA_115_EM_288.00,ELA_115_EM_290.00,ELA_115_EM_292.00,ELA_115_EM_294.00,ELA_115_EM_296.00,ELA_115_EM_298.00,ELA_115_EM_300.00,ELA_115_EM_302.00,ELA_115_EM_304.00,ELA_115_EM_306.00,ELA_115_EM_308.00,ELA_115_EM_310.00,ELA_115_EM_312.00,ELA_115_EM_314.00,ELA_115_EM_316.00,ELA_115_EM_318.00,ELA_115_EM_320.00,ELA_115_EM_322.00,ELA_115_EM_324.00,ELA_115_EM_326.00,ELA_115_EM_328.00,ELA_115_EM_330.00,ELA_115_EM_332.00,ELA_115_EM_334.00,ELA_115_EM_336.00,ELA_115_EM_338.00,ELA_115_EM_340.00,ELA_115_EM_342.00,ELA_115_EM_344.00,ELA_115_EM_346.00,ELA_115_EM_348.00,ELA_115_EM_350.00,ELA_115_EM_352.00,ELA_115_EM_354.00,ELA_115_EM_356.00,ELA_115_EM_358.00,ELA_115_EM_360.00,ELA_115_EM_362.00,ELA_115_EM_364.00,ELA_115_EM_366.00,ELA_115_EM_368.00,ELA_115_EM_370.00,ELA_115_EM_372.00,ELA_115_EM_374.00,ELA_115_EM_376.00,ELA_115_EM_378.00,ELA_115_EM_380.00,ELA_115_EM_382.00,ELA_115_EM_384.00,ELA_115_EM_386.00,ELA_115_EM_388.00,ELA_115_EM_390.00,ELA_115_EM_392.00,ELA_115_EM_394.00,ELA_115_EM_396.00,ELA_115_EM_398.00,ELA_115_EM_400.00,ELA_115_EM_402.00,ELA_115_EM_404.00,ELA_115_EM_406.00,ELA_115_EM_408.00,ELA_115_EM_410.00,ELA_115_EM_412.00,ELA_115_EM_414.00,ELA_115_EM_416.00,ELA_115_EM_418.00,ELA_115_EM_420.00,ELA_115_EM_422.00,ELA_115_EM_424.00,ELA_115_EM_426.00,ELA_115_EM_428.00,ELA_115_EM_430.00,ELA_115_EM_432.00,ELA_115_EM_434.00,ELA_115_EM_436.00,ELA_115_EM_438.00,ELA_115_EM_440.00,ELA_115_EM_442.00,ELA_115_EM_444.00,ELA_115_EM_446.00,ELA_115_EM_448.00,ELA_115_EM_450.00,ELA_115_EM_452.00,ELA_115_EM_454.00,ELA_115_EM_456.00,ELA_115_EM_458.00,ELA_115_EM_460.00,ELA_115_EM_462.00,ELA_115_EM_464.00,ELA_115_EM_466.00,ELA_115_EM_468.00,ELA_115_EM_470.00,ELA_115_EM_472.00,ELA_115_EM_474.00,ELA_115_EM_476.00,ELA_115_EM_478.00,ELA_115_EM_480.00,ELA_115_EM_482.00,ELA_115_EM_484.00,ELA_115_EM_486.00,ELA_115_EM_488.00,ELA_115_EM_490.00,ELA_115_EM_492.00,ELA_115_EM_494.00,ELA_115_EM_496.00,ELA_115_EM_498.00,ELA_115_EM_500.00,ELA_115_EM_502.00,ELA_115_EM_504.00,ELA_115_EM_506.00,ELA_115_EM_508.00,ELA_115_EM_510.00,ELA_115_EM_512.00,ELA_115_EM_514.00,ELA_115_EM_516.00,ELA_115_EM_518.00,ELA_115_EM_520.00,ELA_115_EM_522.00,ELA_115_EM_524.00,ELA_115_EM_526.00,ELA_115_EM_528.00,ELA_115_EM_530.00,ELA_115_EM_532.00,ELA_115_EM_534.00,ELA_115_EM_536.00,ELA_115_EM_538.00,ELA_115_EM_540.00,ELA_115_EM_542.00,ELA_115_EM_544.00,ELA_115_EM_546.00,ELA_115_EM_548.00,ELA_115_EM_550.00,ELA_115_EM_552.00,ELA_115_EM_554.00,ELA_115_EM_556.00,ELA_115_EM_558.00,ELA_115_EM_560.00,ELA_115_EM_562.00,ELA_115_EM_564.00,ELA_115_EM_566.00,ELA_115_EM_568.00,ELA_115_EM_570.00,ELA_115_EM_572.00,ELA_115_EM_574.00,ELA_115_EM_576.00,ELA_115_EM_578.00,ELA_115_EM_580.00,ELA_115_EM_582.00,ELA_115_EM_584.00,ELA_115_EM_586.00,ELA_115_EM_588.00,ELA_115_EM_590.00,ELA_115_EM_592.00,ELA_115_EM_594.00,ELA_115_EM_596.00,ELA_115_EM_598.00,ELA_115_EM_600.00
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
230,1.085980058,1.368616462,1.54413271,1.778779745,2.420475721,2.754914284,3.49947834,5.85296154,8.3895998,11.79216003,15.99733162,20.36551857,24.31652451,27.72266006,33.2792778,35.55804062,38.82528687,40.76530838,41.97554779,45.48649597,47.3313179,50.10601807,49.07500076,48.27080536,50.25321579,51.8169899,55.91553497,63.55994415,63.68715286,64.38764191,63.23748016,62.98590469,61.4922142,62.79090118,64.98722076,67.49191284,64.20196533,62.49201202,61.45370865,59.89663696,57.97813797,56.64260101,56.9528656,55.7989006,56.46548462,54.51209641,53.16049576,53.4789505,54.7989502,53.58145142,54.99809265,55.78744888,56.94257736,60.4327774,62.71935272,64.77998352,68.76857758,70.9006958,74.58615112,77.90705872,71.91051483,76.42804718,82.68509674,85.88581848,89.51955414,90.97741699,95.91165924,100.2415466,100.7717056,104.6397705,106.7166977,107.8381958,109.4979248,109.0943604,110.6188202,111.3622284,110.8985443,109.8678436,110.5539474,107.8150101,104.6172714,101.9788818,100.5534439,100.4416733,97.57855225,97.27353668,94.7802887,91.40546417,88.99417877,87.62454224,86.14524841,82.61707306,81.48795319,81.65084076,78.66740417,70.74047089,70.57350922,70.00437164,68.23755646,65.78527832,65.26903534,62.17134476,61.93776703,58.08994675,57.35882187,56.0092926,53.10994339,51.9644928,48.81116486,49.08956909,47.96093369,45.53696823,42.56464005,41.30251694,39.79539108,39.74241257,37.50350952,35.57778549,34.7131424,33.59052277,32.56975937,30.99725914,29.86168671,29.38250923,27.49023438,26.69210815,25.58336639,24.13820267,23.27629471,23.11628914,20.98544121,21.30369949,19.71285057,18.51658249,17.68396378,18.30930901,16.70850754,15.97986984,15.59014702,14.7809639,14.50127029,14.10828972,12.74329853,11.00553608,12.14861393,10.56505966,10.8660593,10.53531265,9.965808868,9.19636631,8.897752762,8.406353951,7.685809135,8.13101387,6.664531708,6.810120106,6.309784412,6.943554401,6.374371052,5.275538445,5.621637821,4.958188057,4.733521938,5.106067181,4.458025932,4.485938549
235,1.157390594,1.253470063,1.343267918,1.321470022,1.530703545,1.562515736,2.155758619,2.847440243,4.89261055,6.245790482,8.321252823,11.15458584,14.2765913,15.87721539,17.54795647,20.74682045,22.60532951,24.65079689,27.33199883,28.00803185,28.59109879,30.0791626,29.876297,30.0367527,31.05672264,30.51177597,30.96878624,34.06118011,34.51735687,34.84404755,35.13422394,34.98882675,33.9216423,33.58252335,33.84268951,34.59606934,34.98246765,34.0528183,33.94252777,32.80437851,34.31340408,33.24667358,33.24382401,33.65497971,35.16362,34.89788055,35.50047684,36.56479645,35.91141891,38.09580231,39.86491394,42.24132156,43.3489418,46.25761032,49.62090302,52.84165192,55.67933273,60.85536575,61.91335297,66.34313202,59.70421219,66.20474243,70.89798737,72.96893311,78.57536316,81.41717529,85.12204742,85.80554199,87.37153625,90.35990906,93.01464844,94.75000763,98.17845917,96.17893982,94.73666382,98.11188507,99.11989594,96.84223175,96.66074371,95.0317688,93.26060486,94.26361847,93.36197662,87.93951416,86.88838196,87.69033813,81.99182892,82.66027069,79.84681702,80.63689423,76.56143951,75.96251678,73.5683136,73.03900909,69.37093353,64.1305542,62.54135895,62.44033813,61.61875534,60.49276352,58.21344376,55.5827179,56.68785858,53.57009506,51.97308731,48.27506256,48.5131073,48.83494568,46.32957458,44.84852982,44.37366104,42.42260361,40.81459808,38.65380478,37.43627548,36.3397522,34.46731186,32.64256668,32.08917618,32.45801544,31.20611382,29.60976219,27.2064743,27.97432709,26.75959587,24.68656158,24.71535683,22.92986107,22.13036919,21.98485565,19.9441433,19.92351341,17.79410744,18.03229904,17.71273804,16.55356216,15.68549156,14.80491638,14.6535244,14.15046883,12.70062065,13.46490669,12.34606171,12.26887321,11.3718338,11.18490887,9.436350822,9.642968178,9.869919777,8.89397049,7.604619503,7.625217915,7.471875191,6.860187054,6.583985806,6.441748142,6.275481701,5.376095772,5.83570528,5.133652687,4.906498432,4.782016277,4.583517551,4.358235836,4.055301666,4.002964497
240,2.184500933,1.369482756,1.050380826,1.1512568,1.316925406,0.891152918,1.381883621,2.004101038,1.985221386,3.071250439,4.384098053,4.981893063,6.169771671,7.489257336,8.946530342,10.77252483,10.56481361,12.19282436,12.99300575,13.25450325,14.95104218,14.90622139,15.82099533,16.03581619,15.93120384,16.75305367,16.1450634,17.10631752,16.94479561,16.54299736,17.91830635,17.68096352,17.49735069,18.48308754,17.54487991,18.10872269,18.30770302,18.45381737,19.39523315,19.05467796,19.84344101,20.31781006,20.87150764,21.39469719,22.10876274,22.77407074,23.48832512,24.17441177,27.24877739,27.53693199,29.10494232,32.00726318,33.98865128,34.76543045,38.32118225,40.98665619,43.21466446,48.06420517,49.76985168,53.78816986,49.9450798,52.69131088,54.30488586,60.18901825,62.85494614,65.64846802,67.67652893,70.81254578,71.6700058,73.3470459,74.27935028,76.056633,76.96273804,80.1938324,81.60157776,81.52622223,81.42198181,80.30799866,79.48748016,79.06863403,78.29236603,77.76502991,76.45916748,75.27069855,74.27104187,72.37572479,70.16876221,72.33540344,68.59114838,67.62330627,66.06935883,65.28173065,65.52462769,64.34699249,63.0989151,58.43149948,56.80810165,56.54682541,54.70156479,53.40855789,52.49088669,50.70139313,49.36009598,48.30483627,47.26546478,46.07333755,44.68529892,43.54486465,43.15982056,41.87158966,40.76754379,39.63692856,38.39119339,36.2977066,36.17776108,32.89458847,32.33605194,31.20544624,30.25633621,29.8563652,28.1716671,27.37179375,26.46136856,26.49033928,23.9265995,24.32680893,23.49581528,21.56741714,20.83545685,20.3381176,19.27116585,18.81977081,17.82955742,17.34764671,16.34405518,15.55426502,14.65380192,14.69837093,13.45806694,12.85136318,12.39223862,13.00268555,11.67300987,10.93051624,10.97236538,10.7373991,9.719715118,9.518406868,9.417742729,8.702745438,7.595646381,7.846757412,7.24032259,6.218826294,6.658102512,6.294090271,6.480630398,6.168185234,5.396118164,5.351634026,4.539563179,4.849600792,4.171739578,4.25431776,4.274996281,3.575781584
245,14.08318424,9.612500191,4.861026287,2.117473841,1.692775488,1.065612555,1.200943828,1.576178432,1.941823721,2.346259594,3.342202902,4.100542068,4.732332706,5.849924088,6.487261772,6.886650562,7.861459255,8.135637283,9.23374176,9.784317017,10.27124023,10.76447296,10.78772736,11.33697319,11.29012871,11.0778904,11.83888054,12.64022446,12.53674316,12.87883759,12.71763992,13.01034546,13.57778358,13.60962009,13.44031906,14.57203579,14.44834232,14.00427437,15.20848846,15.31619167,15.53835964,16.09086037,17.03633881,18.0492878,17.79980659,19.30453873,19.91759109,20.70300865,21.73538971,23.84475136,24.3058815,26.28459167,28.1153965,29.25268745,31.58790398,32.65697861,35.86429214,37.86701202,39.48413086,41.36287689,39.15737152,41.00522614,44.05621719,46.28963852,47.98111343,50.92486191,53.73150253,54.23089981,56.24126053,58.84484863,59.27306747,61.68314743,62.46375275,63.82204056,64.19468689,64.71017456,65.05651093,66.75954437,65.47622681,65.38592529,63.93976212,64.11824799,62.87398911,62.97074509,61.06387711,61.26104355,60.55664444,59.28815079,58.91675568,57.82983017,57.10477829,56.87076187,56.93841934,55.44187927,56.46268845,50.46206284,50.45991898,49.11462021,49.14304352,47.56229019,47.90631104,45.77804947,44.871315,43.51583099,44.1932373,42.56260681,40.52856827,40.42518997,38.69931793,38.80792236,37.41818237,37.00878906,35.69118118,35.25738144,33.29116058,32.51929092,30.25211716,29.84550476,28.78533745,28.40184593,26.61971474,26.15300179,25.61277771,23.96022034,23.42464638,23.07883453,22.15733337,20.85572815,20.44762993,20.72979164,18.39390564,18.2374649,16.92874146,17.48971748,15.91637421,14.9305191,14.90910435,14.35432434,14.01331139,13.39425755,12.49337864,12.00964832,11.32724667,10.8748312,10.85635757,10.07326603,9.991146088,9.304250717,8.831982613,8.317214012,7.39892149,7.439733982,7.433732986,7.038312912,6.557679176,5.945841312,6.120619774,5.49243021,5.311208248,5.356625557,5.004821777,4.414239407,4.580981731,4.373627663,4.16508913,3.642045021
250,11.44330788,16.3080368,18.06887436,13.50129795,8.231962204,3.456896544,2.516506433,2.386500597,3.011218071,3.384932995,4.246974945,4.899219036,5.896770954,6.754505157,7.407260895,8.363352776,8.229348183,9.114430428,9.569192886,9.446785927,10.04319572,10.43422794,11.06192207,11.11486244,11.35387611,10.99380875,11.50639057,11.99569225,12.09678364,12.32428741,12.10941124,12.70278835,12.63398743,13.27771759,13.14374256,13.1903286,13.12720966,13.68408775,14.05090237,14.22777081,14.45108604,14.71946621,15.83481121,15.48457336,16.37342072,17.40277481,18.27379799,19.59226227,20.19856262,21.30562973,21.95527458,22.99987411,24.47620201,25.95105553,27.29951096,28.64309692,29.42359543,32.24057007,33.81313324,35.47237778,32.3356514,34.33418655,36.84975815,39.05134964,40.25798798,42.81193924,44.54021454,45.31993484,47.34841156,48.17032623,49.4244957,51.58475113,52.42691803,53.06698608,53.66598129,54.90460968,55.47631454,55.35931015,56.0352478,55.17962646,55.05331039,55.30105972,54.47471619,53.68930817,54.43122101,52.11167908,52.82294846,52.91582489,52.11329269,50.76301575,51.64735031,50.04381943,50.47499084,50.57692337,49.94374847,45.74885559,45.12113571,45.64281082,44.28472519,44.20869446,43.15994263,42.74638367,42.69382477,41.62870026,39.88097382,38.78909683,38.48392868,37.65708542,36.27805328,36.20203018,34.85151672,33.91333008,33.20020294,31.52510262,30.37602615,30.48483467,28.664608,29.22713852,28.05145454,26.30278778,25.37710381,25.06162262,23.80508232,23.32047844,22.52323532,22.320858,20.86420822,20.09337616,19.40290833,18.82735443,17.43996239,18.20296669,16.63163185,16.16134834,16.01350784,14.51422691,14.35162354,14.03796482,13.50861835,12.58939171,12.0818882,11.4593401,11.53240299,11.01435852,10.35260773,9.859349251,9.51990509,9.460399628,8.673613548,8.113239288,7.246283054,6.914307594,6.716020584,6.806401253,6.184986591,5.800901413,5.579493046,5.731976509,5.355879784,4.905766964,4.679172039,4.509907722,4.645109653,3.922482014,3.954706192,3.635013342
255,2.299777031,2.63411212,4.613693714,9.472270012,15.52351856,14.32492352,12.69924641,9.101504326,7.183152199,6.384466648,7.548535824,8.544358253,9.575382233,10.10335541,11.30928135,11.93759918,13.0259943,13.14267063,13.81523228,13.17842579,13.78799248,14.78698254,14.44300747,13.99946785,14.30173397,14.10526276,14.81147289,14.07312584,15.38549137,14.12714386,14.49747372,14.71621799,14.38687325,14.75533485,15.20123577,14.49649525,14.55989933,14.96244431,14.42570496,15.11174297,15.4298687,15.39425659,15.62553501,16.91017342,17.47283363,17.18105507,17.6067009,18.66084862,19.46461487,19.03189087,20.16313362,21.0833416,22.47634506,23.84891891,25.28269958,26.0771122,27.1171093,27.77646255,30.05563545,31.63368034,29.4077282,30.2136898,32.72364807,35.0016098,36.18231201,37.19347763,38.73241043,39.33857346,40.84553146,43.80728912,43.90515518,44.79673004,45.67066193,47.20533752,47.9806633,47.10191345,48.73792648,50.0818367,49.15941238,48.87086487,50.75413895,49.78329086,49.57547379,48.67015076,48.27614975,48.04325485,48.89291763,47.66719818,48.61985397,47.74870682,46.50075912,47.16981888,46.17704773,45.8196907,45.23461151,42.21781921,41.73090744,42.2640419,42.41326904,41.11159897,40.32001495,40.64508438,38.79393768,38.73819733,37.56488419,36.77510071,37.01568222,35.56079483,34.98258591,33.36260605,33.41251755,33.11364746,31.04383659,30.32628632,29.37727356,28.63742638,28.62014771,27.91332054,25.61528397,25.68338585,25.44489288,24.26334,23.75631714,22.90366936,21.41480827,20.50683975,20.28203201,20.0111618,19.4046402,18.52215767,17.71556473,16.98463058,16.44836998,16.01181221,14.84656811,14.30453873,13.81812572,12.74899101,12.76310825,12.29137802,11.75545883,11.75270748,10.73379612,10.66381168,10.25720119,9.648891449,9.425885201,8.646886826,8.394472122,8.016387939,6.982258797,6.904760361,6.969357491,6.419663429,6.293590546,5.602318287,5.636917591,5.447428226,4.639802933,4.864899158,4.421192169,4.302341938,4.238282681,4.031961918,3.752868891,3.368275642
260,2.605535746,2.539613962,2.345037222,2.549714088,3.202618122,4.641748905,8.900396347,16.67533875,23.02448654,23.02496719,19.48511314,15.8168602,15.6231823,16.89474678,18.00906944,18.56634331,19.48319817,20.3166275,20.39551735,20.10847855,20.24899292,20.28806496,20.03661156,19.79808617,19.96177673,18.72150421,18.27023506,19.16013527,18.90239716,19.13606453,18.3876667,18.85939407,18.18521309,18.24094582,18.35839462,18.55970192,18.13325691,18.00699997,17.84100723,17.10760307,17.85643005,18.07490349,18.41119194,19.11274719,18.46557999,19.19378281,19.10510635,19.70504379,20.15924072,20.40542603,21.64660454,22.11787033,22.5884285,24.0049324,24.75572205,26.47023392,26.77286911,28.21286964,29.06651306,29.87269592,28.5488205,29.98985863,30.5944519,32.63259125,33.67996597,35.27950668,36.87229156,37.5793457,38.80770874,40.61764145,41.18507767,41.49258041,42.33667755,43.7301712,45.10564423,44.43044662,46.41446304,46.64627457,46.8804245,46.25747299,46.11576843,47.33120346,46.41025162,45.93191147,45.6131897,45.3481369,45.03707123,44.45165634,45.39638138,44.69813156,44.51211166,44.76610565,44.39338684,44.35713959,44.96595383,40.38056564,41.16411209,40.28838348,40.3969574,39.63097763,39.69897842,39.18814468,38.1969986,38.07824326,36.82416916,36.36159515,36.22283936,34.57844162,35.02769852,33.29753494,32.34808731,32.44055176,30.01004028,30.13494873,30.04191971,28.75806236,27.77311897,26.84558678,26.46112061,25.48735428,25.05857468,24.51327896,23.24755669,22.37254143,22.05258751,21.39554024,20.92315865,19.78440666,18.89316559,18.19382286,17.52378654,17.34375,16.84724808,15.65304661,14.95571899,14.23909283,14.39019775,13.91371822,13.55448437,12.6007576,11.92973804,11.87369823,11.41368008,10.56302547,10.10943699,9.516180038,8.955391884,9.073651314,8.548782349,8.054196358,7.216547966,7.436070919,7.01943779,6.579925537,6.348189354,5.727684975,5.630279541,5.540218353,5.144654274,4.67191267,4.9241395,4.666808128,4.269641399,3.938824177,3.968810081,3.790432692
265,37.21566391,11.73895168,3.985122681,3.101928234,3.403480291,3.699895382,5.38342762,8.181781769,12.96356964,18.79821968,25.77283669,29.40732765,28.95902252,27.29673386,25.08666611,24.14430618,24.85207176,25.28910065,24.85529137,25.09480095,24.43900108,24.84846878,24.97514915,23.95296097,23.81422806,21.72794151,21.92001152,22.20138741,21.74398041,21.41179848,21.30527687,20.05068588,20.80511284,19.66437721,19.94345284,19.33574104,20.1337719,18.95362091,18.62685204,19.36795425,18.6487999,19.01382446,19.01677322,18.66080856,18.44441986,18.95871925,19.11782455,19.82502747,20.12520027,20.7623558,20.88045692,21.33382034,21.69346428,22.38822937,23.49729347,25.05810165,24.70625877,26.45796204,27.05079842,27.19364929,26.22571564,27.33394432,28.96905708,29.79466629,30.49810028,32.52177811,33.43789673,34.30865097,35.87774658,36.94159317,37.34757614,37.8783989,38.92349625,38.98226547,40.39667892,41.64163208,41.65008926,41.70195389,42.19802856,41.89897919,42.17959595,40.29074478,41.5199585,41.28124619,41.72252655,40.9719696,40.25931168,40.23661041,40.06509399,39.74922562,39.37989807,39.46346283,39.71800232,39.21222305,39.2030983,36.80025482,36.00616837,36.36801529,35.92105103,35.43334198,34.88994217,35.05554581,34.66521835,33.81770706,33.93349075,31.8475666,31.5544014,31.66518402,30.27403831,30.02125549,29.70844269,29.01010895,28.08951759,27.18848801,26.64845085,25.73218346,24.54946899,24.51932907,23.70161438,23.15219307,22.28663445,21.62037277,21.40914154,20.13747025,19.59446335,18.90872002,17.86200714,18.32231903,17.56581116,16.59100342,16.25139046,15.63738155,15.31212044,14.45097351,13.3447361,13.32704353,12.86509609,12.23717213,12.02128029,11.65309715,11.06100464,10.47583389,9.787129402,9.266597748,9.10870266,8.855474472,8.57999897,8.067923546,7.762539864,7.498414516,6.807260513,6.256080151,6.311510086,5.976172447,6.070638657,5.595631123,5.321180344,5.072818279,4.623587608,4.627576828,4.329764843,4.258017063,3.792259932,3.808820486,3.601317883,3.225233316
270,171.5499878,155.424118,88.9311676,31.10616302,9.28778553,5.217638969,6.364857674,9.057893753,12.1957655,14.89674091,19.63014221,24.20983887,30.84121704,38.05199432,43.18260193,42.42492676,38.51835632,35.81100082,32.94849396,33.02476501,32.73033905,33.05908585,31.51734924,30.95125771,30.59947968,28.5691452,27.89530563,27.86004829,26.50144577,27.15188217,26.23955727,24.8105545,24.3288002,24.19502068,24.03583908,24.24037933,23.50036621,22.17246246,22.29616928,22.3672924,21.05632591,21.33083344,21.19195366,21.35204506,21.11212921,21.19648361,20.96636772,21.38712883,21.91973305,21.86999321,21.8575058,22.34780884,23.77103424,23.72372055,24.3905983,25.91097832,26.47407722,27.64834023,28.11048508,29.42710686,26.59104538,28.51014328,29.92583466,30.81173706,31.59105492,32.76531219,33.47787857,34.98273087,36.0567894,37.48477173,37.3735199,38.82438278,38.9090271,39.05913925,39.8413353,40.83397293,40.53697968,41.07266617,41.74265671,41.27325439,39.86210632,40.50579834,39.61505127,39.5711441,39.33063126,38.75973129,38.79568481,39.57889557,38.22149658,37.72164917,37.58392334,38.2019043,38.26603317,37.11923981,36.97703552,34.803936,34.09054184,34.29047012,33.32610321,32.72979736,32.40592575,32.38871384,32.40227509,31.55653572,31.69658852,29.79560471,30.48472786,28.84521675,28.28235817,28.3960762,27.54238892,26.95579529,26.01630402,25.91387749,24.87162971,23.88581085,23.11708069,23.2484951,22.18551254,21.47665596,21.41320038,20.91028404,20.30972672,19.18793869,18.75868225,17.66515923,17.58815002,16.6305809,16.45509529,15.56100368,15.06874561,14.67631149,14.00081539,13.81894112,13.23018932,12.5551405,11.91779423,11.82129192,11.29193115,10.37410831,10.59496212,10.09714985,9.686781883,9.397467613,8.744890213,8.829866409,8.022234917,7.466301441,7.313273907,6.938988686,6.41818428,6.039356232,5.962780952,5.508473396,5.393191814,5.260810852,5.316706181,4.753409386,4.507613182,4.421723366,4.443183422,3.970461369,3.974227905,3.692920208,3.520316362,3.349329233
