Wavelength (nm),BLANK1,L470JUNE2022,L377JUNE2422,L375JUNE1722,L222JUNE2822,BLANK2,L378JUNE2722,L373JUNE1022,L239JUNE822,L442JUNE822,L114JUNE1022,L224JUNE2922,L626JUNE622
656.036499,-0.000250607,0.002053879,0.001317028,0.000422639,0.002272146,-0.001893927,-0.000874996,-1.45E-05,-0.001197128,-0.000454992,-0.001070411,-0.001584021,-0.001083993
655.0148315,1.74E-05,0.002149757,0.001302904,0.000340249,0.002497423,-0.002120776,-0.00113997,-0.000218164,-0.001297432,-0.000364373,-0.000912556,-0.001578605,-0.001264396
653.9929199,-2.89E-05,0.002434656,0.001324895,0.000759615,0.00282434,-0.001793142,-0.000663003,1.01E-06,-0.00114911,-0.000422978,-0.000956313,-0.001579275,-0.000893699
652.9706421,-0.000105964,0.002429528,0.001058576,0.00075098,0.002746574,-0.001817528,-0.000948616,-0.000144575,-0.001177766,-0.000500863,-0.001102894,-0.001468459,-0.001046137
651.9480591,-1.07E-05,0.002511118,0.001009509,0.000478636,0.002654626,-0.002078322,-0.001127681,-0.000258317,-0.001260059,-0.000628677,-0.001169608,-0.001536665,-0.001132535
651.0713501,-0.000149647,0.00252674,0.000914167,0.000444353,0.002644365,-0.00201891,-0.001072993,-7.47E-05,-0.001193617,-0.00036758,-0.001119109,-0.001436313,-0.00109995
650.0482178,4.13E-05,0.002514086,0.001216297,0.000559316,0.002954139,-0.001868462,-0.001027544,-2.07E-07,-0.001206731,-0.000450803,-0.001029661,-0.001348272,-0.000984827
649.0247803,-0.000227944,0.002426691,0.001160308,0.000489961,0.002937694,-0.001570506,-0.000618441,8.84E-05,-0.001084096,-0.000139503,-0.000723066,-0.001215817,-0.000949907
648.0010376,-0.000155133,0.002558714,0.001223488,0.000696528,0.002956224,-0.002027206,-0.001011842,3.39E-05,-0.00108012,-0.000387444,-0.001024909,-0.001381509,-0.000916844
646.9769287,-0.000105861,0.002827259,0.001290882,0.000812232,0.003272011,-0.001736269,-0.00078188,4.68E-05,-0.000932446,-0.000334318,-0.000810303,-0.001113687,-0.000968349
645.9525757,-6.14E-05,0.002731517,0.001244074,0.000681128,0.002901704,-0.001928823,-0.00073976,-0.000330179,-0.000648218,-0.000290964,-0.00109019,-0.001525006,-0.001105424
644.9279175,-1.73E-05,0.002736493,0.001229225,0.000653569,0.00278104,-0.002139323,-0.001181845,-0.000181474,-6.81E-05,-0.000716605,-0.001362001,-0.001894236,-0.001138421
644.0493774,0.000257072,0.003002462,0.001278343,0.000843018,0.002847217,-0.001985361,-0.000969021,-0.000296552,0.000754169,-0.00066047,-0.001409324,-0.001858152,-0.001273894
643.0241699,-0.000394582,0.00306896,0.001352186,0.000687687,0.002841876,-0.001934544,-0.001034361,0.000113732,0.002075336,-0.000505311,-0.001132173,-0.001470729,-0.001168266
641.9985962,-5.49E-06,0.003338368,0.001316301,0.000634955,0.002659939,-0.00203509,-0.000807822,-0.00025454,0.00324254,-0.000328472,-0.00099428,-0.001483577,-0.001032399
640.9727783,-0.000133706,0.003389969,0.001094594,0.00047322,0.002749179,-0.002032153,-0.001071702,-0.000154615,0.003232734,-0.000483798,-0.001149213,-0.00138089,-0.001219276
639.9466553,0.000146099,0.003113411,0.001043396,0.000501131,0.002654574,-0.001974332,-0.000893544,-4.50E-06,0.00306823,-0.000501536,-0.001112757,-0.001553895,-0.001066021
639.0668335,-0.000229341,0.003153538,0.001183123,0.000595293,0.002904988,-0.001856245,-0.000702029,-9.31E-05,0.002475163,-0.000600915,-0.001106973,-0.001237603,-0.000788237
638.0401611,2.89E-05,0.002946477,0.001229977,0.000569684,0.003067396,-0.002046169,-0.000952077,-0.000164241,0.001116731,-0.000469576,-0.00122733,-0.001561479,-0.000973618
637.0131226,-3.70E-05,0.002937798,0.00127032,0.000684472,0.003092189,-0.001945728,-0.000941745,-2.20E-05,0.000129656,-0.000339853,-0.001033018,-0.001474083,-0.000958224
635.9858398,-0.000186856,0.003036974,0.001171028,0.000926618,0.003157528,-0.001890989,-0.000832884,-1.88E-05,-0.000439942,-0.000316832,-0.001101964,-0.001359988,-0.001137543
634.958252,5.87E-05,0.003059315,0.001079465,0.00060898,0.003365055,-0.002053692,-0.000990199,-0.00017485,-0.000846422,-0.00045794,-0.001152776,-0.001603003,-0.001012513
633.9302979,-0.000220027,0.003028242,0.0011757,0.000757514,0.00319114,-0.001992164,-0.000793198,-5.79E-05,-0.001014528,-0.000357131,-0.001083063,-0.001418045,-0.000990044
633.0490112,-0.000165587,0.003109318,0.001313964,0.000772114,0.003279914,-0.002012211,-0.000757022,0.000211954,-0.001016491,-0.000225874,-0.001142139,-0.001552296,-0.00093069
632.0205688,2.89E-05,0.00285097,0.001164721,0.000482653,0.003123997,-0.001837583,-0.000714899,-0.000196999,-0.000983949,-0.000416357,-0.001055175,-0.001384709,-0.000838413
630.9918213,-0.000104877,0.002883124,0.001277667,0.000452749,0.003159848,-0.002025403,-0.001068448,-0.00038403,-0.000823686,-0.000449355,-0.00099521,-0.001670002,-0.00116398
629.9627686,-0.000123148,0.003069873,0.001265543,0.000735162,0.003227805,-0.001900216,-0.000874014,-4.97E-06,-0.000899795,-0.000307934,-0.000941642,-0.001414588,-0.001060495
628.9334106,-0.000192601,0.003019118,0.001130824,0.00060447,0.003375907,-0.001813971,-0.000626609,-6.77E-05,-0.000795782,-0.000200052,-0.00100771,-0.001391882,-0.000923457
628.0508423,-7.24E-05,0.003110022,0.001243451,0.000686883,0.00334249,-0.002028134,-0.000858203,-0.000358011,-0.001027182,-0.000500708,-0.001201723,-0.001559725,-0.001165942
627.0209351,-0.000112331,0.003272846,0.001548304,0.00093217,0.003344603,-0.0019699,-0.000617511,8.41E-05,-0.000791751,-0.000152493,-0.000763947,-0.001249735,-0.000894991
625.9907227,-1.78E-05,0.00319466,0.001532795,0.000637055,0.003444028,-0.00188537,-0.000830766,5.23E-05,-0.000796815,-0.000267889,-0.00083893,-0.001282979,-0.000853553
624.9602661,7.08E-05,0.003284192,0.001417367,0.000606906,0.003250286,-0.001849595,-0.000548384,0.000219957,-0.000747771,-0.000308141,-0.000791751,-0.001410408,-0.001005902
623.9294434,6.28E-05,0.003299581,0.001604733,0.000650095,0.003454909,-0.001840779,-0.000678097,-1.71E-05,-0.000845957,-0.000270476,-0.000800691,-0.001552193,-0.000940764
623.0456543,-0.000318591,0.003127516,0.00135525,0.000435983,0.003275793,-0.001876298,-0.000813713,0.000100734,-0.000849419,-0.000262663,-0.000777281,-0.001426044,-0.000871275
622.0143433,-2.59E-06,0.003461745,0.001598627,0.00081008,0.003741501,-0.002262072,-0.000830921,-0.000175057,-0.000915966,-0.000488711,-0.000964475,-0.001522013,-0.001294903
620.9827271,0.000117771,0.003068778,0.001404122,0.000637781,0.003583983,-0.002118252,-0.000832574,-0.000130756,-0.000983536,-0.000296655,-0.000835985,-0.001412008,-0.000954505
619.9507446,6.11E-05,0.003356916,0.001346239,0.000871315,0.003663492,-0.001814177,-0.000827045,-0.000239327,-0.000920461,-0.000428305,-0.000760485,-0.001407725,-0.001042057
619.06604,-7.17E-05,0.003206681,0.001122285,0.000711126,0.003340638,-0.002047097,-0.000866367,-0.000148922,-0.00081516,-0.000399651,-0.000946291,-0.001389198,-0.00110749
618.0335693,-0.000167088,0.003508742,0.001170301,0.000906411,0.003447629,-0.002370318,-0.000928158,-0.000307106,-0.00123177,-0.000612548,-0.001039733,-0.001535169,-0.001205388
617.0007935,-0.000108086,0.003411623,0.001462792,0.000931314,0.003533194,-0.002027773,-0.000544506,-3.46E-05,-0.000637052,-0.000331266,-0.000712987,-0.001487137,-0.000793301
615.9677734,6.37E-06,0.003529567,0.001334009,0.000890146,0.003472913,-0.001959541,-0.000658402,0.00011469,-0.000615391,-0.000223442,-0.000639637,-0.00138218,-0.000933686
614.9343872,-0.000183752,0.003745888,0.001354289,0.001056733,0.003804875,-0.00198665,-0.000600605,-3.50E-05,-0.000731387,-8.65E-05,-0.000492951,-0.001555752,-0.00071309
614.0484619,0.000108113,0.003474427,0.001536952,0.000956607,0.003607578,-0.001816085,-0.000621957,6.42E-05,-0.000847301,-0.000254488,-0.000578321,-0.001436622,-0.000964268
613.0145874,-4.26E-05,0.003579598,0.001341228,0.001002503,0.003742624,-0.002005563,-0.000568032,-5.94E-05,-0.00086399,-0.00025723,-0.000819346,-0.001564006,-0.000844562
611.9804077,-7.11E-05,0.003583069,0.001242464,0.001189093,0.003783828,-0.001795204,-0.00070451,-3.37E-06,-0.000754025,-0.000313314,-0.000564206,-0.001419336,-0.000726425
610.9459229,-0.000116316,0.003765001,0.001449208,0.001161165,0.003852927,-0.001930833,-0.000575995,1.81E-05,-0.00065804,-0.00017485,-0.000634881,-0.001490387,-0.000791906
610.059021,-4.01E-05,0.003766411,0.0014022,0.001073834,0.00387369,-0.002025918,-0.000613116,4.56E-05,-0.000815315,-0.000303433,-0.000647805,-0.001440802,-0.000816245
609.0240479,-2.43E-06,0.003868545,0.001422639,0.001297789,0.004014645,-0.001867741,-0.000707198,-1.90E-05,-0.000702236,-0.000121285,-0.000555882,-0.00131973,-0.000739708
607.9887085,-3.68E-05,0.003708134,0.001422275,0.000993889,0.003934784,-0.001917689,-0.000513326,1.83E-05,-0.000734023,-0.000254954,-0.000523926,-0.001497043,-0.00083459
606.953186,-6.28E-05,0.003817932,0.00129984,0.00100131,0.003800932,-0.001976497,-0.000545541,-5.04E-05,-0.000645634,-0.000174954,-0.000544144,-0.001230582,-0.000939679
606.0653076,-7.48E-05,0.003841122,0.001495623,0.000962159,0.003886593,-0.001932173,-0.000354907,2.42E-05,-0.000592591,-0.000163103,-0.000498795,-0.0013716,-0.000891632
605.0291748,3.48E-05,0.00400362,0.001511884,0.000934504,0.003946983,-0.002055805,-0.00060257,-6.50E-05,-0.000822963,-0.000182302,-0.000617717,-0.001508135,-0.000870965
603.9927979,-0.000100426,0.003964224,0.001463986,0.000865635,0.003878417,-0.002015302,-0.000472783,1.28E-05,-0.000714021,1.78E-05,-0.000441183,-0.001465827,-0.000825598
602.9561157,-2.85E-05,0.003932538,0.001476766,0.000736562,0.00399526,-0.001867792,-0.000441701,9.67E-05,-0.000534734,-0.000138106,-0.000464974,-0.001306259,-0.000693862
602.0673218,-0.000144678,0.004129878,0.001459026,0.000868799,0.004372358,-0.001935111,-0.000329352,7.94E-05,-0.000624955,-6.69E-05,-0.000434253,-0.001439202,-0.000623973
601.0301514,-0.000166156,0.004113048,0.001722187,0.000979023,0.004338942,-0.001913721,-0.000353769,1.16E-05,-0.000579511,-0.000111192,-0.000288584,-0.001392862,-0.000517411
599.9926758,-2.60E-05,0.004120992,0.00147796,0.000978011,0.004284745,-0.001864751,-0.000475369,3.99E-05,-0.0005428,-0.000187943,-0.000556347,-0.00134755,-0.000689107
598.954895,-4.78E-05,0.004350133,0.00175392,0.00099817,0.004460276,-0.001960263,-0.000339802,-4.32E-05,-0.00054978,-0.000106068,-0.000483746,-0.001377535,-0.000716398
598.0651245,-0.00016419,0.004156874,0.001606604,0.000966181,0.00416921,-0.001902999,-0.000281858,0.000221796,-0.000483126,1.54E-05,-0.000323816,-0.001426199,-0.000659539
597.0268555,-6.38E-05,0.004306261,0.001587715,0.001006187,0.004062328,-0.001965983,-0.000269493,0.000184321,-0.00047118,3.37E-05,-0.000220441,-0.001472638,-0.000692105
595.9882813,-0.000103169,0.004426095,0.001930459,0.001372025,0.004472123,-0.002056114,-0.000478937,2.03E-05,-0.000532872,1.65E-05,-0.000237103,-0.001468356,-0.000752319
594.9494019,-3.79E-05,0.004383053,0.001723772,0.001422873,0.004314314,-0.00172972,-0.000262974,0.000197322,-0.000453182,3.84E-05,-0.00021656,-0.001366542,-0.000651579
594.0587158,-3.33E-05,0.004561945,0.001866839,0.001792284,0.004495192,-0.001904442,-0.000196327,9.13E-05,-0.000407823,0.000146462,-0.000105033,-0.001297845,-0.00076126
593.0193481,8.84E-05,0.004548657,0.001500688,0.00186741,0.004317216,-0.001857431,-0.000309382,3.25E-05,-0.000561156,2.74E-06,-0.000153632,-0.001376606,-0.000769891
591.9796753,4.48E-05,0.004556216,0.001712155,0.002044776,0.00440779,-0.001871349,-0.000297638,0.000135146,-0.000505414,-3.53E-05,-0.000191359,-0.001196095,-0.000772578
590.9397583,-0.000180491,0.004461218,0.001607461,0.001757325,0.004334916,-0.002052816,-0.00053613,1.19E-06,-0.000551332,-7.60E-05,-0.000291999,-0.001381302,-0.000869674
590.0481567,-0.000115229,0.004630174,0.001682867,0.001845859,0.004622299,-0.00212057,-0.000296345,7.93E-05,-0.00030157,8.00E-06,-0.000330179,-0.00148595,-0.000708955
589.0076904,-8.44E-05,0.00459216,0.001681438,0.001594392,0.004590617,-0.001665619,-0.00017692,0.000114353,-0.000207504,5.62E-05,-0.000134793,-0.001271777,-0.000657833
587.96698,-0.000163569,0.004596896,0.001760652,0.001372258,0.004503849,-0.00165943,1.22E-05,0.000352891,-0.000115747,0.000279218,-8.47E-05,-0.00113145,-0.000437098
586.9259644,-6.38E-05,0.004531994,0.001852982,0.001217855,0.004566942,-0.001650456,7.77E-06,0.000321675,-9.26E-05,0.000407429,-0.000176869,-0.001099744,-0.000586904
586.0334473,-0.000111917,0.004616517,0.001845443,0.001216479,0.004704013,-0.001656335,1.30E-05,0.000193644,-5.73E-05,0.000352088,-4.40E-06,-0.001104908,-0.000548126
584.9919434,3.92E-05,0.004872411,0.001559085,0.001143541,0.004696346,-0.001671653,-0.000251384,0.000154101,-0.000205331,0.000171295,-0.000347872,-0.001430791,-0.000725133
583.9501343,-0.00016626,0.004783127,0.001584728,0.000942417,0.004626773,-0.001786027,-0.000127599,0.00023977,-0.000281393,0.000186937,-0.000218423,-0.001189125,-0.000584888
583.0569458,-4.07E-05,0.004827518,0.001661923,0.001024168,0.004800244,-0.001833562,-8.85E-06,0.000157389,-0.00018401,0.000243681,-0.000241242,-0.001255207,-0.000527339
582.0145874,-0.000164759,0.004826811,0.001631469,0.00124506,0.004681981,-0.001740342,7.01E-05,0.000209675,-0.000129204,0.000425904,-0.000330386,-0.001294335,-0.000451941
580.9720459,-0.000111399,0.005134348,0.001857246,0.001293011,0.004764911,-0.00180665,0.000148456,0.000356777,-5.74E-05,0.000347969,-0.000215628,-0.001077641,-0.000400892
579.9291382,-7.26E-05,0.004986352,0.001528717,0.001162488,0.004964855,-0.001907999,3.46E-05,0.000264506,-6.27E-05,0.000132427,-0.000283152,-0.001190829,-0.000704045
579.0350342,-0.000111554,0.005045325,0.001703553,0.001308252,0.005033566,-0.001805258,3.20E-05,0.000194059,-0.000138054,0.000311572,-0.000296293,-0.001233783,-0.000503346
577.9916992,7.49E-05,0.00507793,0.00160611,0.001156804,0.005227922,-0.001790358,-4.89E-05,0.00018528,-2.50E-05,0.000353358,-0.000228565,-0.001097885,-0.000587369
576.9480591,-9.16E-05,0.005090738,0.001759066,0.001227096,0.005292771,-0.001783449,0.000152625,0.000154075,3.83E-05,0.000417819,-0.00025811,-0.001217572,-0.000434046
576.0532837,8.12E-05,0.005285303,0.001850434,0.001368986,0.005581287,-0.001630495,0.00011034,0.000292403,7.68E-05,0.000508361,-0.000198707,-0.001098401,-0.000497037
575.0090942,-7.49E-05,0.005327282,0.001852072,0.001372856,0.005449469,-0.001714611,0.000128724,0.000299682,0.000139392,0.000469748,-0.000318746,-0.001115959,-0.000565757
573.9647217,0.000107544,0.005448473,0.001824049,0.001549733,0.005512385,-0.001695427,0.000235911,0.000222003,-1.42E-05,0.000549078,-0.000124338,-0.001208021,-0.000491659
573.0692749,4.01E-06,0.005420662,0.001811961,0.001408537,0.005480323,-0.001764887,0.00017114,0.000274892,-1.42E-05,0.000559912,-0.000153166,-0.001087401,-0.000576512
572.024353,-0.000121958,0.005475368,0.001731179,0.00136613,0.005453034,-0.0017835,0.000100656,8.84E-05,-7.74E-05,0.000468944,-0.000356924,-0.001311523,-0.000641912
570.979126,1.51E-05,0.005477649,0.001884907,0.001334892,0.005565896,-0.001670673,0.000112101,0.000243293,0.000200352,0.000521605,-0.000176506,-0.00104686,-0.000580183
569.9336548,-8.40E-05,0.005519175,0.001788255,0.001328894,0.005546651,-0.001688156,0.000394319,0.000296625,0.000261372,0.00061152,-6.89E-05,-0.001193256,-0.000486797
569.0373535,-0.000173867,0.005516999,0.001725357,0.001254224,0.005545838,-0.001581442,0.000267484,0.000363695,0.000321001,0.000555609,-2.39E-05,-0.001054452,-0.000413823
567.991394,-1.62E-05,0.005837645,0.001865461,0.001313445,0.005534932,-0.00167289,0.000331078,0.000310717,0.000364472,0.000404683,-6.95E-05,-0.00117947,-0.000443459
566.9451904,-0.00015622,0.005707454,0.001814275,0.001441832,0.005676925,-0.001704555,0.000233347,0.000332581,0.000245727,0.000527177,-0.000106016,-0.000983846,-0.000512757
566.0481567,-0.000138313,0.005920612,0.001809596,0.001420795,0.00564674,-0.001807578,0.000267847,0.000413259,0.000382297,0.000554469,-9.20E-05,-0.000984156,-0.000465853
565.0014648,-0.00010555,0.005833159,0.001772842,0.001458558,0.005723873,-0.001688517,0.00037468,0.000363021,0.000353928,0.000416627,-0.000198759,-0.001190674,-0.000570256
563.9544678,1.68E-05,0.005760884,0.001708933,0.001372414,0.005610525,-0.0016929,0.000259196,0.000274556,0.000360819,0.000535548,-0.000146852,-0.001034981,-0.000346268
563.0568237,-2.74E-06,0.005878418,0.001900507,0.001492247,0.005884873,-0.001545487,0.000422924,0.000281886,0.000451038,0.000526581,-0.000231721,-0.000907183,-0.000487521
562.0093384,-3.55E-05,0.005953546,0.001942602,0.001375037,0.006126051,-0.001709763,0.00045661,0.000299811,0.000477807,0.000603355,-0.000136139,-0.001017523,-0.000397685
560.9615479,-3.91E-05,0.005892036,0.001778586,0.001411082,0.006382021,-0.001660977,0.000506469,0.000409243,0.000560534,0.000674983,-0.000114142,-0.000829216,-0.000420081
560.0632935,-4.97E-05,0.006085727,0.001967929,0.001597172,0.00680921,-0.001740394,0.000560223,0.000296211,0.000357814,0.000552343,-0.000220699,-0.000798004,-0.000347665
559.0150146,3.16E-06,0.006236672,0.002185216,0.001614372,0.007099473,-0.001741683,0.000568414,0.000252824,0.000515773,0.000569891,-0.000189599,-0.00099459,-0.000439425
557.9665527,5.75E-05,0.006230002,0.002116486,0.001415653,0.007190551,-0.001542185,0.00065165,0.000459823,0.000668994,0.000742863,5.69E-06,-0.000869622,-0.000201398
557.067627,4.53E-05,0.006261752,0.002162582,0.001586962,0.00747804,-0.00163065,0.000792289,0.000424012,0.000582022,0.000666194,-5.05E-05,-0.000909095,-0.000301674
556.0186157,1.24E-05,0.006314515,0.002238892,0.001525834,0.00756082,-0.001550078,0.000805853,0.000448499,0.000793067,0.000818924,-3.29E-05,-0.00080343,-0.000232963
554.9693604,6.29E-06,0.006292558,0.002100515,0.00151017,0.007603995,-0.001525109,0.000800873,0.000496595,0.000828442,0.000709907,-3.11E-05,-0.000726632,-0.000317712
554.0697632,-0.000179818,0.006450957,0.002179649,0.001540277,0.007726982,-0.001482906,0.000747297,0.000340456,0.000901223,0.000766123,-4.09E-05,-0.000741517,-0.000188254
553.0200195,-9.50E-05,0.006367967,0.002063398,0.001546953,0.007673862,-0.001610637,0.000758007,0.000393645,0.000867658,0.000951159,7.27E-05,-0.000775782,-0.000261163
551.9700317,-2.98E-05,0.006264824,0.001957553,0.001435209,0.007504955,-0.001520105,0.000857335,0.000554858,0.000946204,0.001044875,9.96E-05,-0.000767152,-0.000131222
551.0697632,-0.000110364,0.006512205,0.002048807,0.001481181,0.007496686,-0.001512263,0.000882468,0.00044754,0.000884544,0.000979049,5.61E-05,-0.000808649,-0.000139037
550.0192871,-1.11E-05,0.006694947,0.002266448,0.001684271,0.007750145,-0.001573653,0.001044044,0.000590938,0.001024402,0.000994849,9.64E-05,-0.000654422,-0.000136294
548.9685669,2.06E-05,0.006835296,0.002141485,0.001612865,0.00751075,-0.001536562,0.000996873,0.000436113,0.001098799,0.001087899,5.40E-05,-0.000630538,-4.25E-05
548.067688,-8.95E-05,0.006861804,0.002122365,0.001657453,0.007659319,-0.001469646,0.001105883,0.000608202,0.001106896,0.00108424,0.000166427,-0.000649718,-4.74E-05
547.0164795,-2.98E-05,0.007032802,0.00211118,0.001704826,0.007669515,-0.001418665,0.001045264,0.00057396,0.00112758,0.001200567,0.000103556,-0.000629763,-6.30E-05
545.9649658,-0.000111865,0.007042457,0.002028729,0.001579687,0.007567774,-0.001461287,0.001094698,0.000621164,0.001213701,0.001247916,0.000165287,-0.000558157,5.84E-05
545.0634766,-7.97E-05,0.007152602,0.002114353,0.001625987,0.007365707,-0.001407105,0.001276915,0.000592053,0.001292596,0.001206874,0.00019367,-0.000477023,8.68E-05
544.0115356,-0.000151096,0.007170997,0.002213419,0.001716339,0.007353912,-0.00131493,0.001386489,0.000715041,0.001360729,0.001256483,0.000309525,-0.000429702,9.64E-05
542.9592896,-8.27E-05,0.007292308,0.002275061,0.001843935,0.007578258,-0.001353072,0.001356106,0.000664379,0.001369999,0.00125464,0.000284943,-0.000510223,7.38E-05
542.0571899,-0.000144937,0.007431244,0.002400843,0.001775779,0.007664535,-0.001394307,0.001343383,0.000650276,0.001398902,0.001274734,0.000306002,-0.000486125,0.000123701
541.0044556,-2.12E-05,0.007430032,0.00231014,0.001797613,0.00765592,-0.001314259,0.001393085,0.000824474,0.001501779,0.001357483,0.000316779,-0.000451062,9.81E-05
539.9515381,-0.00012144,0.007475564,0.002236264,0.001833667,0.007699552,-0.001320195,0.001364909,0.000739363,0.001531107,0.001313211,0.00031582,-0.000493572,0.000137347
539.0487671,1.87E-05,0.007631919,0.002338273,0.001839464,0.007787382,-0.001425063,0.001399006,0.000711178,0.001628455,0.001363767,0.00036113,-0.000402858,0.000150916
537.9953613,-2.25E-05,0.007702055,0.002294187,0.001878356,0.007934754,-0.00116145,0.001614866,0.000892247,0.001775077,0.001449286,0.00047747,-0.000380564,0.000280591
536.9416504,-5.67E-05,0.00772353,0.002315839,0.001923855,0.00781466,-0.001406383,0.001551006,0.000708896,0.001762965,0.001363611,0.000458916,-0.00036758,0.000235885
536.0383301,0.00016319,0.007854512,0.002439394,0.002032656,0.007826678,-0.001254433,0.001640407,0.000800095,0.001789945,0.001561969,0.000521268,-0.000338715,0.000254663
534.9841309,-7.69E-05,0.007852034,0.002407533,0.001915067,0.00796763,-0.001232493,0.001780665,0.000801418,0.001991618,0.001563268,0.000606958,-0.000241294,0.000372193
533.9297485,-9.73E-05,0.007891995,0.002374632,0.001895619,0.007951337,-0.001325872,0.001728606,0.000823384,0.002035153,0.001530431,0.000595112,-0.000267423,0.000383074
533.0257568,-6.51E-05,0.008033179,0.002337518,0.002014503,0.008027193,-0.001355808,0.001633548,0.000832099,0.001786228,0.001475753,0.000432226,-0.000338457,0.000242308
531.9708862,-1.30E-05,0.008154283,0.002342072,0.002108917,0.008184855,-0.001246896,0.001684453,0.000803389,0.001826024,0.001510118,0.000472702,-0.000355528,0.000305251
531.0665283,-6.50E-05,0.008521944,0.002589728,0.002034815,0.008387779,-0.001299136,0.001866501,0.000783057,0.001884465,0.001562463,0.000588631,-0.000315021,0.000456843
530.0111694,1.66E-05,0.00907168,0.002654809,0.002060121,0.008352733,-0.001183962,0.001992815,0.000742189,0.002002359,0.001639524,0.000648928,-0.000269596,0.000383048
528.9555664,-8.52E-05,0.009666684,0.002622775,0.002060329,0.00824057,-0.001383418,0.001802708,0.000800718,0.001855608,0.001556176,0.000466534,-0.000353769,0.000290097
528.0505981,-0.000122579,0.010108882,0.002608217,0.002085949,0.008425625,-0.001336144,0.001862289,0.000900133,0.001958359,0.001763459,0.000533941,-0.000292206,0.000356259
526.9945068,-5.88E-05,0.009850256,0.002759286,0.002030732,0.008386011,-0.001311575,0.001948452,0.000864027,0.002028937,0.001704904,0.000588398,-0.000280875,0.00044342
525.9382324,-8.36E-05,0.009575271,0.002568974,0.00213558,0.008499532,-0.001271777,0.001982621,0.000884751,0.002035049,0.001745629,0.000550711,-0.000259973,0.000415487
525.0326538,8.11E-05,0.008944031,0.002516273,0.002206082,0.008550746,-0.001286747,0.001977446,0.000862548,0.001971049,0.001693808,0.000526063,-0.000266906,0.000383281
523.9758301,-8.59E-06,0.008734903,0.002565641,0.002119972,0.008661247,-0.001436364,0.001993777,0.000839361,0.002051616,0.001731075,0.000513856,-0.00029231,0.00026378
523.0698853,-0.00012646,0.008829732,0.002603972,0.002244226,0.008892189,-0.001405351,0.001957397,0.000898655,0.002067507,0.00172897,0.000539488,-0.000347923,0.00033113
522.0126343,-7.15E-05,0.00874045,0.002494533,0.002220704,0.008928836,-0.001446891,0.001953887,0.000767083,0.00211542,0.001847627,0.000567429,-0.000384185,0.000380768
520.9551392,-4.90E-05,0.008886508,0.002619389,0.002108474,0.009197226,-0.001437654,0.001960336,0.000775537,0.002052656,0.001836968,0.000494678,-0.000420754,0.000329602
520.048584,-7.77E-05,0.009108555,0.002729668,0.00237458,0.00954767,-0.001353898,0.002087249,0.000856634,0.002235509,0.001806763,0.000612687,-0.000267682,0.000436268
518.9906616,7.72E-05,0.009147627,0.002809906,0.002376376,0.009586492,-0.001390901,0.00208059,0.000827664,0.002162062,0.00194073,0.000631144,-0.000290757,0.000351933
517.9324951,2.15E-05,0.00921346,0.002725187,0.002473445,0.009502001,-0.001546415,0.002020173,0.000863041,0.002140028,0.001893045,0.000578678,-0.000400582,0.000352062
517.0252686,-8.09E-05,0.009265578,0.002711981,0.002421381,0.009346982,-0.001545229,0.001931187,0.000900315,0.002199552,0.001806477,0.000634825,-0.000360701,0.000326648
515.9666748,-7.53E-05,0.009407924,0.002853262,0.002562282,0.009437949,-0.001542546,0.002075987,0.000915671,0.002309828,0.001823919,0.000544853,-0.000318798,0.000377167
515.059082,-3.99E-05,0.009742629,0.002924012,0.002595769,0.009446283,-0.001473619,0.002094194,0.000850358,0.00227212,0.001869308,0.00053376,-0.00039784,0.000346259
514,-0.000144109,0.0097129,0.002926253,0.002520621,0.009440912,-0.001618581,0.002048053,0.000826886,0.002151604,0.001858052,0.000430153,-0.000466215,0.000328358
512.9406738,1.93E-05,0.009566564,0.002725734,0.002422943,0.009408771,-0.00169486,0.00198686,0.00084875,0.002193672,0.001796833,0.000501753,-0.000466835,0.000308644
512.0324707,-0.000173246,0.009762114,0.002777184,0.002360864,0.009597977,-0.001596504,0.00202527,0.000884544,0.002301058,0.001923855,0.000539229,-0.00045763,0.000387893
510.9727173,-7.86E-05,0.01007685,0.003013566,0.002651345,0.009950229,-0.001669435,0.002180403,0.000968178,0.002410864,0.002085012,0.000621915,-0.000364787,0.000407066
510.0641479,-0.000160877,0.010074757,0.00286319,0.002532832,0.009862569,-0.001688362,0.002134773,0.000908641,0.00236862,0.001980176,0.000552214,-0.000345699,0.000356182
509.0039368,-8.98E-05,0.010295477,0.002965972,0.002749856,0.010090812,-0.001745602,0.002162218,0.000916916,0.00236862,0.001964028,0.000571109,-0.000467921,0.000288465
507.9434814,-0.00020057,0.010317955,0.00282124,0.002532963,0.010082863,-0.001672581,0.002261061,0.001007018,0.00238343,0.002011825,0.000556827,-0.000469576,0.000352114
507.0343018,-3.96E-05,0.010441078,0.003179223,0.002677494,0.010423047,-0.001533312,0.00232971,0.00106117,0.002661476,0.00215855,0.000696528,-0.000291844,0.000469411
505.9734192,-5.30E-05,0.010541425,0.003277332,0.002688538,0.0107229,-0.001610276,0.002299366,0.001043681,0.002691247,0.002129232,0.000691732,-0.000337577,0.000519583
505.0638733,-3.21E-06,0.010733964,0.003287687,0.002826217,0.010907237,-0.001628896,0.002365054,0.000999909,0.002625509,0.002191122,0.00082896,-0.000326041,0.00044285
