Wavelength (nm),BLANK1,L470JUNE2022,L377JUNE2422,L375JUNE1722,L222JUNE2822,BLANK2,L378JUNE2722,L373JUNE1022,L239JUNE822,L442JUNE822,L114JUNE1022,L224JUNE2922,L626JUNE622
504.002533,-7.86E-05,0.010845288,0.003162925,0.002909627,0.010936995,-0.001757359,0.002296269,0.000838116,0.002589728,0.002062176,0.000691032,-0.000366391,0.00032525
502.9409485,-0.000114039,0.010903415,0.003235681,0.002825956,0.010902938,-0.001707185,0.002204469,0.000899018,0.00258465,0.002095052,0.000636433,-0.000327334,0.000327736
502.0308228,-5.40E-05,0.010980931,0.003201153,0.002842892,0.010929509,-0.001629515,0.002467926,0.001028086,0.00269406,0.002305794,0.00071473,-0.000337215,0.000465031
500.968811,-9.95E-05,0.01117247,0.003170748,0.002823924,0.011041971,-0.001610947,0.0025859,0.001046717,0.002775334,0.002296217,0.000820765,-0.000278961,0.000572457
500.0583191,7.78E-05,0.011102675,0.003158962,0.002880128,0.011108198,-0.001662008,0.002582202,0.001041579,0.002942724,0.002369583,0.000859202,-0.000241087,0.00053941
498.9958496,-6.22E-05,0.01129695,0.003279601,0.003074592,0.01119951,-0.001719716,0.00250992,0.001023338,0.002880075,0.002362737,0.000751809,-0.000277719,0.000516888
497.933136,-5.13E-06,0.01147191,0.003150983,0.002899255,0.011407727,-0.001760298,0.002652152,0.001088288,0.003002801,0.002532103,0.000976169,-0.000193998,0.00060421
497.0220642,-0.0002133,0.011520286,0.003167202,0.002926019,0.011565371,-0.001702544,0.002592071,0.001040567,0.002886173,0.002421745,0.000704177,-0.000261266,0.000539929
495.9589233,-0.000212575,0.011797091,0.003263144,0.003068283,0.011857741,-0.001608677,0.002754806,0.001114577,0.003076729,0.002506483,0.000805049,-0.000235343,0.000726528
495.0474854,3.64E-05,0.011819435,0.003288965,0.003096386,0.011875618,-0.001715178,0.002817358,0.001060911,0.003076573,0.002526115,0.000830179,-0.000218681,0.000628578
493.9839172,-6.25E-05,0.012017624,0.003352742,0.003041797,0.012023347,-0.00168403,0.002878955,0.001103444,0.003170383,0.002648115,0.000894349,-6.92E-05,0.000700547
493.072113,2.56E-05,0.012131354,0.003559553,0.003119434,0.012109154,-0.00154234,0.003054257,0.001172144,0.003443272,0.002687366,0.000975339,1.83E-05,0.000871964
492.0080872,-6.99E-05,0.012282684,0.003455405,0.003098498,0.012278344,-0.001717447,0.002937095,0.001248513,0.003243349,0.002736805,0.000868955,-0.000148819,0.000713667
490.9438782,-7.52E-05,0.012439048,0.003371785,0.003152939,0.0123597,-0.00174555,0.002980568,0.00129675,0.003212732,0.002753764,0.000770039,-0.000102393,0.000771751
490.0314941,-7.70E-05,0.012530293,0.003453448,0.003308084,0.012454338,-0.001697645,0.003118313,0.001163059,0.003376612,0.002787266,0.000906566,-0.00012822,0.000729847
488.9668274,-3.72E-05,0.012586968,0.00369354,0.003286174,0.012418111,-0.001739827,0.003211323,0.001273176,0.003520955,0.002794327,0.000904154,-5.56E-05,0.000847868
488.0540466,-0.000138054,0.012734299,0.003893357,0.003418041,0.012561734,-0.001814693,0.003227909,0.00126749,0.0035012,0.0028011,0.00085845,-0.000100167,0.000770065
486.9889832,-0.000131015,0.012888346,0.003792367,0.003295068,0.012643411,-0.001729617,0.003296633,0.001351614,0.003468895,0.002953149,0.0009137,-0.000118904,0.000872586
486.0758362,-8.31E-05,0.013088117,0.004106306,0.003568975,0.01287184,-0.001733175,0.003408962,0.001351536,0.003733668,0.003031031,0.00108097,8.75E-06,0.000851758
485.0103149,-5.18E-08,0.01321443,0.004307934,0.00347367,0.013061387,-0.001523561,0.003662448,0.001350705,0.00398933,0.003110543,0.001255185,0.000277923,0.001076403
483.9445801,-7.12E-05,0.013370329,0.003740431,0.003454491,0.013254247,-0.001759576,0.003407449,0.001404564,0.003752494,0.003114637,0.000976039,-1.18E-05,0.000896994
483.0308838,-8.88E-05,0.013471916,0.003666599,0.003417311,0.013275891,-0.001654943,0.003505088,0.001552825,0.003851987,0.003183264,0.00115561,7.04E-05,0.0010688
481.9647217,-5.45E-05,0.013893738,0.003661534,0.003508063,0.013532774,-0.001697026,0.003666181,0.001438533,0.004022744,0.003285835,0.001192364,6.21E-05,0.000995653
481.0506897,-0.000113055,0.014027076,0.003745601,0.003513413,0.013605525,-0.001673355,0.00379409,0.001408563,0.004253297,0.003433852,0.001200748,0.000272095,0.001098202
479.9841003,-0.000161033,0.014438412,0.003887193,0.00370803,0.013748338,-0.001601353,0.003837153,0.001524431,0.0043237,0.003332108,0.00131521,0.000290486,0.001194155
479.0696716,-0.000154978,0.0145092,0.004382059,0.003907854,0.013925999,-0.00175081,0.003875414,0.001401967,0.004142422,0.003371055,0.001242179,0.000143561,0.001028424
478.002655,-0.000113418,0.014563564,0.00457513,0.003882152,0.013878103,-0.001629928,0.004024443,0.001445935,0.004314653,0.003518815,0.001369584,0.000171995,0.001198827
476.9354248,-0.0001026,0.014635739,0.004569191,0.00387194,0.013982082,-0.001645968,0.004023032,0.001463571,0.004367573,0.00357443,0.001356444,0.00024249,0.001207056
476.0204773,-6.86E-05,0.014602435,0.004598727,0.00377978,0.013980611,-0.001482493,0.00415204,0.001568932,0.004620808,0.003679756,0.001473415,0.000412974,0.001341228
474.9528198,-0.00017485,0.014880166,0.004612096,0.003864836,0.014350404,-0.001542237,0.004240566,0.001572673,0.004919167,0.003713878,0.001571504,0.000378151,0.001281484
474.0375061,-0.000122786,0.015209251,0.004504268,0.004148223,0.014613866,-0.001564677,0.004344093,0.001610267,0.005701317,0.003907174,0.001554565,0.00038709,0.001355094
472.9694214,-0.00013676,0.015348866,0.004361376,0.004044195,0.014733499,-0.0016929,0.004433836,0.00169282,0.006522716,0.004062041,0.001499753,0.000468193,0.001354782
472.0537415,-0.00019141,0.0153442,0.004332824,0.003972218,0.014701579,-0.001663762,0.004352747,0.001480376,0.007248191,0.003994972,0.001608215,0.000281316,0.001419263
470.98526,-4.33E-05,0.015613766,0.004303908,0.004187323,0.014966246,-0.001804639,0.004539188,0.001521417,0.007730197,0.003943143,0.001471363,0.000320638,0.001528353
470.0692444,-0.000159325,0.015906459,0.004374397,0.004293555,0.01505403,-0.001722346,0.004531706,0.001389917,0.007899534,0.004055039,0.001517521,0.000211618,0.001420094
469.0003357,-0.000315228,0.016221246,0.004516509,0.004324928,0.015395933,-0.001619406,0.004674445,0.001493753,0.007903541,0.004071657,0.001405109,0.000289968,0.001362806
467.9312134,-0.000133862,0.01653024,0.004314026,0.004410117,0.015377508,-0.001753749,0.004670311,0.001675747,0.007616192,0.004124939,0.001551655,0.000515903,0.001622921
467.0146484,-4.81E-06,0.016475495,0.004458838,0.004361559,0.015534936,-0.001797473,0.004617145,0.001661039,0.006789542,0.00422368,0.001428482,0.000321079,0.001338268
465.9450989,-0.000127289,0.016898792,0.004440609,0.004479708,0.015787119,-0.001722965,0.004680882,0.001636484,0.006197178,0.004198195,0.001465077,0.000389007,0.001556643
465.0281982,-7.06E-05,0.017080035,0.004404312,0.004593704,0.015903881,-0.001717757,0.004945218,0.00182566,0.005691193,0.004433104,0.001603382,0.00036227,0.001600004
463.958252,-1.51E-05,0.017121717,0.004637055,0.004569505,0.016226379,-0.001828458,0.004969934,0.001790465,0.005648365,0.004417858,0.001671537,0.000485633,0.00160863
463.0409851,-0.000124804,0.01747153,0.00481265,0.004858824,0.016435891,-0.001783139,0.005011359,0.001834005,0.005591147,0.004406038,0.001647215,0.000428469,0.001685986
461.9706421,-0.000121336,0.017726405,0.004869557,0.004967159,0.016839964,-0.001709248,0.005135632,0.001784044,0.00567383,0.004598675,0.001580934,0.000431578,0.001706412
461.053009,-0.000154149,0.017852427,0.005042758,0.004826444,0.016967157,-0.002074921,0.0050481,0.001576622,0.005587345,0.004287856,0.00147796,0.000247877,0.001569815
459.9822693,-2.45E-05,0.01783379,0.005100874,0.004920633,0.017158823,-0.001878669,0.005206047,0.001790101,0.005698773,0.004504922,0.001600758,0.000326079,0.001721433
459.0643005,-0.000145869,0.018079268,0.004786424,0.004961974,0.017306313,-0.001856967,0.005196642,0.001881345,0.005742313,0.004703883,0.00168505,0.000354653,0.001699239
457.9931335,-0.000145507,0.018262031,0.004842123,0.004996093,0.017672963,-0.001825983,0.00531908,0.001873364,0.006001705,0.00479815,0.001719978,0.000396754,0.001706204
457.0748291,-9.13E-05,0.018775966,0.005119496,0.005163031,0.018003767,-0.001960572,0.005467766,0.001809414,0.006166247,0.004931053,0.001758858,0.000459926,0.001710986
456.0032959,-0.000151614,0.01886747,0.004965588,0.005148964,0.018175242,-0.0019431,0.005655944,0.001894813,0.006204872,0.004920005,0.001924791,0.000534719,0.001954199
454.9315186,-5.18E-07,0.019011188,0.005012171,0.005203899,0.018144391,-0.001833871,0.005913369,0.002046778,0.00635331,0.005147995,0.00185072,0.000532568,0.001963352
454.0126953,-0.000117041,0.019238554,0.005021782,0.005303593,0.018303772,-0.001763494,0.005807055,0.001950533,0.006361006,0.005248621,0.001796443,0.000521579,0.001851006
452.9405212,-9.87E-05,0.019490596,0.005073949,0.005322224,0.018577317,-0.001909752,0.005818703,0.001770737,0.006314646,0.005036106,0.001637835,0.00032354,0.001769177
452.0213318,-7.93E-05,0.02006839,0.005372568,0.005591828,0.019031769,-0.001770662,0.006183262,0.002122547,0.006696393,0.005241835,0.001965796,0.00050507,0.002134357
450.948761,-0.000174333,0.020327723,0.0055606,0.005629641,0.019109938,-0.001866091,0.00621317,0.002131209,0.006968561,0.005378753,0.002038612,0.000585028,0.002169321
450.0292664,-5.99E-05,0.020606644,0.005523474,0.005614616,0.019148108,-0.001932121,0.006324864,0.002155038,0.007045535,0.005466534,0.002043735,0.000566107,0.002148561
448.9562988,-3.06E-05,0.020923367,0.005649493,0.005935727,0.019616401,-0.001875473,0.006587521,0.002167968,0.007381004,0.005669162,0.002241988,0.000828312,0.002237253
448.036438,-8.65E-05,0.020867983,0.00554264,0.005676558,0.019665394,-0.001949594,0.006506135,0.002206837,0.007392695,0.005690668,0.002101711,0.000710348,0.00230811
446.9631042,-0.00016626,0.021683689,0.005900564,0.005980158,0.020003928,-0.001958871,0.00678665,0.002230956,0.007568854,0.005746798,0.00215855,0.000683902,0.002336321
446.0429077,-9.64E-05,0.022010157,0.006177774,0.006287226,0.020305263,-0.001949955,0.006646475,0.002229525,0.007460711,0.00576697,0.002210687,0.000764153,0.002259422
444.9691467,-9.69E-05,0.022104988,0.006227245,0.006393396,0.020757699,-0.001969385,0.0067958,0.002270325,0.007521469,0.005823688,0.002192137,0.000758759,0.002247088
444.048645,-9.61E-05,0.022466581,0.006048951,0.006212566,0.020690391,-0.001912896,0.007056322,0.00237471,0.007776445,0.005970552,0.002265719,0.000798954,0.002355112
442.9744873,-8.34E-05,0.023070354,0.006156428,0.006363029,0.021218626,-0.001816136,0.007208789,0.002399932,0.007973668,0.006279032,0.002318155,0.000973886,0.002540722
442.0536499,-0.000128427,0.023694074,0.006305375,0.006483826,0.021538569,-0.001706721,0.007471667,0.002452515,0.008148718,0.006306084,0.002540383,0.001099629,0.002644235
440.979126,-3.90E-05,0.023947321,0.006152201,0.006355438,0.021732591,-0.001796338,0.007552497,0.002543326,0.008176941,0.006327569,0.002490263,0.0010086,0.002544471
440.0579224,-8.71E-05,0.024532586,0.006164304,0.006558008,0.022006016,-0.001945831,0.007481016,0.002587905,0.00826814,0.006484431,0.002409199,0.000998689,0.00258629
438.9830322,-4.04E-05,0.024776045,0.006007742,0.00655467,0.022093711,-0.001997936,0.007693861,0.002465036,0.008537098,0.006555301,0.002464646,0.000973263,0.002589441
438.0614929,-0.000346734,0.025395554,0.006514885,0.006758017,0.022747453,-0.002000203,0.007893998,0.002584337,0.008810818,0.006679595,0.002580822,0.001015113,0.002794717
436.9862061,-0.000150837,0.025702301,0.006390926,0.006738903,0.023008663,-0.001844543,0.008076717,0.002680073,0.008914383,0.00683285,0.002638218,0.001138143,0.002835388
436.0643616,-0.00019436,0.02626406,0.006650707,0.006959775,0.023289068,-0.001802216,0.008217671,0.002712345,0.009215311,0.007079844,0.002805998,0.001475545,0.00297585
434.988678,-7.82E-05,0.026666541,0.006731279,0.007198025,0.023653973,-0.001865421,0.008287216,0.002633452,0.00924297,0.007055901,0.002758349,0.001271566,0.003109579
434.0664978,-6.14E-05,0.026893187,0.006634594,0.007122103,0.023805626,-0.001865215,0.008516612,0.002724197,0.009490226,0.007275909,0.002906551,0.001398253,0.003216383
432.990448,-0.000148198,0.027314609,0.006880186,0.007361441,0.024303334,-0.001953408,0.008618628,0.002845237,0.00946205,0.007346408,0.002863789,0.00134289,0.003154164
432.0679626,-0.000241604,0.027762573,0.007064058,0.007422291,0.024621887,-0.00191336,0.008916523,0.002875672,0.00970615,0.007530055,0.003046437,0.00143578,0.003283253
430.9915161,-0.000139244,0.027888313,0.006939022,0.007658607,0.024950461,-0.001935987,0.008973839,0.002940483,0.009832118,0.007641193,0.003133018,0.001307681,0.003387308
430.0686951,-0.00018401,0.028318744,0.007021095,0.007636977,0.025625985,-0.001811135,0.009187495,0.002936678,0.010144546,0.007927398,0.003216148,0.001654309,0.00339336
428.9918823,-0.000130911,0.028579263,0.007161681,0.007841412,0.025710212,-0.001902948,0.009302231,0.002834163,0.010262503,0.007883586,0.003305163,0.00158096,0.00352132
428.0687256,-0.000155754,0.029075142,0.007495342,0.007885247,0.026347585,-0.001800669,0.009591387,0.003047167,0.010572748,0.008221681,0.003536456,0.001720601,0.003636761
426.9915466,2.25E-05,0.029540027,0.007616666,0.008110422,0.026973858,-0.001789584,0.009916487,0.003047923,0.010860814,0.008390788,0.003674117,0.001955083,0.003731502
426.0680542,-5.86E-05,0.02976219,0.007658528,0.008207014,0.027297933,-0.001808609,0.010105861,0.003172104,0.011022137,0.008579418,0.003669366,0.001922295,0.003824121
424.990509,-4.05E-05,0.029882465,0.00776282,0.008375429,0.027694475,-0.001839851,0.010365116,0.003223685,0.011228888,0.008762928,0.00384645,0.001964002,0.003938337
424.0667114,-6.14E-05,0.030343411,0.007953209,0.008463052,0.028030271,-0.001972529,0.010372089,0.003274672,0.011477333,0.008815705,0.003760301,0.001929523,0.003937344
422.9887695,-9.72E-05,0.03059379,0.008109735,0.008631302,0.028278599,-0.001939028,0.010509521,0.003317396,0.011695815,0.008956952,0.003937501,0.001817732,0.004008218
422.0646667,-2.48E-05,0.031103486,0.008114773,0.008698457,0.028830865,-0.001800205,0.010927146,0.003429991,0.012045861,0.009254605,0.004117648,0.002083035,0.004254029
420.9863586,-0.000130239,0.03174457,0.008161801,0.008801467,0.029171363,-0.00174684,0.011069056,0.0035018,0.01213886,0.009381446,0.004177548,0.002118541,0.00427055
420.0619507,-0.000142194,0.032372657,0.008302888,0.009105118,0.029633744,-0.001935523,0.011138287,0.003445855,0.012259224,0.009574556,0.004128075,0.00211542,0.00425531
418.9832458,-2.65E-05,0.032776374,0.008393374,0.00924884,0.030198172,-0.001810568,0.011432655,0.003498381,0.012539992,0.009775986,0.004227314,0.00222622,0.004376385
418.0585327,-0.000233273,0.033353429,0.008624331,0.00944287,0.030794345,-0.001783345,0.01168906,0.003499843,0.012815928,0.00986858,0.004261584,0.00223041,0.004559748
416.9794617,-3.98E-05,0.033650272,0.008515529,0.009339919,0.031202411,-0.001834799,0.011954026,0.00365245,0.013198659,0.010228924,0.004477197,0.002347174,0.004689229
416.0544128,-0.000198759,0.034316476,0.008764301,0.009555186,0.03159048,-0.001805155,0.012164283,0.003718421,0.013455015,0.010453805,0.004568354,0.00253278,0.00485249
414.9750061,-0.000286981,0.034910589,0.009119605,0.009844033,0.032340836,-0.001770816,0.012522487,0.003878966,0.013763969,0.010485414,0.004708515,0.00266356,0.004961268
414.0496521,-8.19E-05,0.035601094,0.009109348,0.010002833,0.032829303,-0.001728946,0.012819127,0.003941315,0.014073678,0.010805903,0.004758001,0.002771557,0.005111744
412.9698792,-7.90E-05,0.036023743,0.009293663,0.010181273,0.033325057,-0.001762721,0.013012359,0.003926922,0.014316746,0.011112765,0.004792653,0.002684527,0.005144774
412.0441895,-0.000205796,0.036524907,0.009583766,0.010508301,0.033836324,-0.001644576,0.013359677,0.004038787,0.01472667,0.011318604,0.004993841,0.002767545,0.005316276
410.9640808,-0.000263439,0.037201036,0.009575191,0.010715364,0.034276556,-0.001782984,0.013543536,0.004037219,0.014838834,0.011366883,0.0049559,0.002797297,0.005443388
410.0380859,-0.000133344,0.037949573,0.009836407,0.010844783,0.035265069,-0.001838356,0.013745453,0.004078477,0.015068127,0.011665581,0.005040244,0.002915516,0.005593323
408.9575806,-3.40E-05,0.038389646,0.009892573,0.011057477,0.035448216,-0.001833046,0.014069961,0.004093763,0.015484018,0.011798661,0.005184119,0.002976788,0.005662553
408.031311,-9.06E-06,0.03929371,0.010162697,0.011218395,0.036077719,-0.00189403,0.014383234,0.004206586,0.015827145,0.012139659,0.005250743,0.003194686,0.005773161
406.9504395,-4.30E-05,0.039716452,0.01023743,0.011359151,0.036435235,-0.001844646,0.014596384,0.004338472,0.016034935,0.012330698,0.005330322,0.003119981,0.005771561
406.0238342,-0.000144989,0.04051549,0.01069406,0.011564176,0.036932506,-0.001888566,0.014805487,0.004219158,0.016309258,0.012467845,0.005430937,0.003229266,0.005930374
404.942627,-0.000133396,0.041403778,0.010589034,0.011696666,0.037677784,-0.001759473,0.015290677,0.004430096,0.016837705,0.012804917,0.005617762,0.003350316,0.006188067
404.0157471,-1.80E-05,0.041954581,0.010646571,0.011828878,0.038205706,-0.001802113,0.015577757,0.004543896,0.017039193,0.01309364,0.005761199,0.003411336,0.006267976
402.9341736,-0.000169727,0.043063894,0.011057558,0.012056773,0.039184228,-0.001712136,0.015909949,0.004656391,0.017414296,0.013302715,0.005849006,0.003546869,0.006442182
402.006958,-0.000167657,0.043674,0.011271924,0.012444882,0.0398749,-0.001660358,0.016376186,0.004781765,0.017803853,0.013612282,0.006076986,0.003777665,0.006587679
400.9250488,-1.37E-05,0.044725679,0.011593605,0.01288272,0.04072028,-0.001649682,0.016733039,0.004804772,0.018172111,0.013877809,0.006132194,0.003775707,0.006722288
399.9975281,-4.34E-05,0.045465808,0.01150681,0.012854135,0.041577768,-0.00165912,0.017038682,0.004957052,0.018605631,0.01426533,0.006327936,0.003937605,0.006972612
399.0698853,-0.000141107,0.046170466,0.011690896,0.013102657,0.042123176,-0.001649115,0.017433291,0.005063709,0.018925412,0.014486718,0.006480437,0.004130766,0.007148654
397.9874573,-0.00023079,0.047091901,0.012070666,0.013549705,0.04303031,-0.00164045,0.017767688,0.005176994,0.019360092,0.014837709,0.006595064,0.004185885,0.007242742
397.0595093,-0.000114918,0.047742739,0.012073487,0.013668377,0.043468408,-0.001711465,0.018094191,0.005271468,0.019658433,0.015000784,0.006688481,0.004181912,0.007394037
395.9767456,-0.000149388,0.048529137,0.012360074,0.013776206,0.04399053,-0.001692952,0.018595446,0.005361193,0.020389901,0.015509879,0.006973454,0.004334759,0.007681134
395.0484924,-8.14E-05,0.049260736,0.012642877,0.014165134,0.044719823,-0.001641997,0.018913029,0.005335039,0.02048872,0.01562458,0.006993867,0.004421937,0.00780786
393.9653625,-0.000223442,0.049933102,0.012775671,0.014459955,0.045330077,-0.001689084,0.019166991,0.005626258,0.020768506,0.015930034,0.007060164,0.004477616,0.007941582
393.0368347,-8.43E-05,0.050882239,0.01305077,0.014632232,0.046286616,-0.001438996,0.019810677,0.005637692,0.021452701,0.016460197,0.00743572,0.004777159,0.00820741
391.9533691,-0.000123251,0.051738262,0.013396357,0.014960297,0.047045223,-0.001818147,0.019961616,0.005642176,0.021616183,0.016442856,0.007378108,0.004670102,0.008166285
391.0245361,1.68E-06,0.052501317,0.013356234,0.015403576,0.047892727,-0.001662988,0.020374166,0.005985538,0.022223813,0.016871369,0.007555052,0.004879112,0.008382554
389.9407043,-0.00020057,0.053487707,0.013794216,0.015569439,0.048911978,-0.001607182,0.020729732,0.005951893,0.0226977,0.017234771,0.007762267,0.005045796,0.008558007
389.0115967,-3.36E-05,0.054161377,0.014043304,0.015729221,0.049818903,-0.001678305,0.021319918,0.00602097,0.02299447,0.017563354,0.007983107,0.005121749,0.008753789
387.9274292,-5.40E-05,0.055324964,0.014286784,0.015992016,0.050784897,-0.00166763,0.021748619,0.006229162,0.023600617,0.018063914,0.008183457,0.005305742,0.009116247
386.9980164,-5.37E-05,0.056115177,0.014603933,0.016422208,0.051642418,-0.001561943,0.022306375,0.006408055,0.024012864,0.018412894,0.008319511,0.005342979,0.009243921
386.0684509,-0.00034363,0.05715913,0.014734624,0.016662184,0.052791666,-0.001647413,0.022690037,0.006554775,0.024521083,0.018834326,0.008586917,0.005563248,0.009406522
384.9837952,6.79E-05,0.058207165,0.014907116,0.016924819,0.053548642,-0.001500138,0.023031155,0.006562896,0.024987832,0.019046888,0.008614456,0.005623085,0.009578076
384.0539551,-5.70E-05,0.059305418,0.015147543,0.017218368,0.054423381,-0.001512314,0.023441168,0.006823778,0.025535928,0.019479902,0.008894461,0.005804195,0.009899352
382.9689636,-0.000177127,0.060272668,0.015511462,0.017580254,0.055493888,-0.001704916,0.023937419,0.006947492,0.025986429,0.019944839,0.0090679,0.005906862,0.009973325
382.0388489,3.05E-06,0.061707716,0.016103083,0.018100372,0.056638874,-0.001632094,0.024597369,0.006949202,0.026378281,0.020385126,0.009153047,0.006068244,0.010291448
380.9535217,3.49E-05,0.062831081,0.016236752,0.018204639,0.057350714,-0.001699811,0.02513241,0.00705356,0.026952237,0.020785233,0.009465225,0.006376006,0.010464731
380.0231018,-9.62E-05,0.064000942,0.016561944,0.018611306,0.058329929,-0.001558693,0.025494145,0.007478646,0.027478633,0.021235915,0.009465754,0.006262881,0.010638108
378.937439,1.08E-05,0.06522426,0.017012272,0.019153653,0.059420004,-0.001652209,0.025958069,0.007360362,0.027904848,0.021383788,0.009807467,0.006394999,0.010832894
378.0067444,0.000125177,0.06616319,0.017447224,0.019487049,0.060442336,-0.00164437,0.026595145,0.007523734,0.028817423,0.021928469,0.010163731,0.006701808,0.01116668
377.0758972,-0.000172315,0.067246474,0.017612008,0.019619353,0.061388414,-0.001819797,0.02678117,0.007622857,0.028793523,0.022243541,0.009980264,0.006450905,0.011222991
375.9897461,-0.000260076,0.068329498,0.017855097,0.020053644,0.062341403,-0.001802732,0.027296197,0.00769199,0.029590318,0.022748791,0.010474303,0.00666519,0.011270622
375.0586548,-0.000144213,0.069427408,0.018310495,0.020403005,0.06355723,-0.001669126,0.028001692,0.007924393,0.030123616,0.023242475,0.010568929,0.007233715,0.011602299
373.972168,-0.000188461,0.070741311,0.018733423,0.020957865,0.064654872,-0.001720438,0.028540781,0.008142098,0.030602373,0.023799993,0.01089224,0.007145944,0.012093023
373.0407715,-0.000189754,0.07207261,0.018907432,0.021204002,0.066013061,-0.001719407,0.028904151,0.008254025,0.031476133,0.02412365,0.010845288,0.007149286,0.012176556
371.9539795,-5.95E-05,0.07344982,0.019101039,0.021524968,0.067349873,-0.002171366,0.02911118,0.008097525,0.031991996,0.024462473,0.011033076,0.007163496,0.012154486
371.0222778,-8.52E-05,0.074860655,0.019855954,0.022343164,0.068788826,-0.001915679,0.030020414,0.008369227,0.032501023,0.024836451,0.01142439,0.007379319,0.012548652
369.9351807,-0.000253091,0.076215245,0.019999266,0.022587471,0.0698893,-0.001831603,0.030495171,0.008649153,0.03300165,0.025575792,0.011726744,0.007655815,0.012812248
369.0032043,-4.04E-05,0.077619076,0.020120716,0.023147233,0.071559981,-0.001917947,0.03130094,0.008960255,0.033653907,0.026028315,0.01194176,0.007780372,0.013182702
368.0711365,-0.000142971,0.079064041,0.020394703,0.023413273,0.072912015,-0.001838769,0.031982187,0.008973205,0.03450679,0.026671991,0.012322974,0.00802954,0.013640997
366.9835205,-0.000352889,0.080260865,0.02089088,0.023838058,0.073942676,-0.002042459,0.032565918,0.009038694,0.03509314,0.027059421,0.012544761,0.0081004,0.013679944
366.051178,-0.000125167,0.082001641,0.021199029,0.024238732,0.075080335,-0.002189859,0.03283944,0.009107603,0.035584826,0.027329607,0.012527629,0.008051638,0.013766695
364.9632568,-5.78E-05,0.082767762,0.021615257,0.024787309,0.07655827,-0.001944234,0.033615392,0.00939528,0.036372181,0.02821238,0.012742216,0.008391948,0.014280203
364.0306091,-0.000109898,0.084579304,0.022466771,0.025430629,0.077932857,-0.002235959,0.034093678,0.00934923,0.036886483,0.028416621,0.012978379,0.008263127,0.014076432
362.9423828,-0.000107413,0.086052068,0.022278907,0.02576627,0.0789648,-0.002104805,0.035019729,0.009660225,0.038066544,0.029010739,0.013412964,0.008687127,0.014657024
362.0094604,-0.00030783,0.087493241,0.022772523,0.0260906,0.080171183,-0.002268613,0.035495378,0.010276764,0.038776156,0.029928416,0.01409138,0.009084368,0.015330791
361.076416,-0.000127858,0.088853031,0.023331895,0.026637778,0.081439011,-0.002385661,0.035845272,0.009944746,0.038543478,0.029867491,0.013644309,0.008666,0.01493522
359.9877319,-0.000172832,0.090506822,0.023672588,0.027059283,0.082697667,-0.002381491,0.036837958,0.010087579,0.039591439,0.030640872,0.014045658,0.008930475,0.015503334
359.0544128,-8.95E-05,0.092360996,0.024050647,0.027600318,0.084339298,-0.002506179,0.037484776,0.010152045,0.040387601,0.031077571,0.01431458,0.009015621,0.015695697
357.9653931,-0.000209212,0.093958288,0.024365153,0.027908159,0.085505411,-0.002210463,0.038607754,0.01028074,0.041179821,0.031643491,0.014657292,0.009486469,0.016051454
357.0318298,-0.00016362,0.096116647,0.024897469,0.028823396,0.08746247,-0.002319082,0.038891394,0.010556914,0.041788392,0.032238252,0.014710282,0.009374515,0.016352935
355.9425049,-0.00016745,0.097795889,0.025411608,0.029005924,0.088703997,-0.002603763,0.039225366,0.010453089,0.042344108,0.032890283,0.015076918,0.009520998,0.016469983
355.0086365,-0.000272442,0.099583015,0.025876487,0.029622465,0.090507776,-0.002367022,0.040709194,0.011043325,0.043580778,0.033769529,0.015632551,0.010195876,0.017170323
354.0746765,-0.000182561,0.101299465,0.026403837,0.030105192,0.092014387,-0.002229315,0.041459791,0.011287147,0.044177368,0.034481201,0.016127907,0.010241168,0.017525969
352.9848938,-0.000276529,0.10283047,0.026662273,0.030456185,0.093432561,-0.002457533,0.042132843,0.011388833,0.044898104,0.034870815,0.016203808,0.010373441,0.017680647
352.0506592,-0.000166104,0.104461007,0.027337877,0.031018348,0.094833098,-0.002460879,0.042793229,0.011599507,0.045888532,0.035470717,0.016551834,0.010458685,0.017904783
350.9605713,-0.000199794,0.105961852,0.027943909,0.031657413,0.096351162,-0.002242191,0.043633498,0.012028589,0.046911132,0.036352675,0.017232373,0.011017543,0.018585179
350.026062,-0.000137381,0.107108161,0.027993659,0.032239005,0.097826168,-0.002523319,0.044340719,0.012173068,0.047771376,0.036973346,0.017527506,0.011144795,0.018766019
348.9356689,-4.50E-05,0.109085888,0.028588027,0.033159398,0.099750459,-0.002318155,0.045267556,0.012436464,0.048589032,0.037549119,0.017891133,0.011351445,0.01922443
348.0009155,-0.000207763,0.11109212,0.028957386,0.03328101,0.101434581,-0.002055341,0.046322271,0.012790601,0.049520027,0.038424313,0.01838929,0.011849494,0.019825146
347.06604,-0.000112486,0.11275699,0.029325314,0.033914544,0.102784053,-0.00221855,0.047240566,0.012857362,0.050510075,0.039189585,0.018673535,0.011818025,0.020005988
345.9751892,-9.34E-05,0.114539489,0.02983308,0.034434319,0.104108952,-0.00236177,0.047724105,0.012942294,0.051270012,0.039702017,0.01884168,0.011959773,0.020282045
345.0400391,-0.000113676,0.116352342,0.030295892,0.034826271,0.105706632,-0.002367898,0.048759524,0.013340191,0.052268468,0.040651258,0.019464551,0.01217967,0.020766607
