,230,235.0700073,240,245,250,255,260,265,270,275,280,285.0700073,290,295,300,305.0700073,310,315,320,325.0700073,330,335.0700073,340,345.0700073,350,355.0700073,360,365.0700073,370,375.0700073,380,385.0700073,390,395,400,405.0700073,410,415,420,425.0700073,430,435,440,445,450,455,460,465,470,475.0700073,480,485,490,495.0700073,500
270,5.971481053,5.96736718,5.886711687,5.840736309,5.848648158,5.774416451,5.757590774,5.763804984,5.720780105,5.630021021,5.542405946,5.452279029,5.362253839,5.270382246,5.242751586,5.225326627,5.155631769,5.087082306,4.958798925,4.837585269,4.750304826,4.712724698,4.664854344,4.674671874,4.721305425,4.764288621,4.790653416,4.875340939,4.934752461,4.90472813,4.898488676,4.931350305,4.959307186,5.046056805,5.118956482,5.157574546,5.184207812,5.172638724,5.115915729,5.108233726,5.108156474,5.027013374,4.901387165,4.81100019,4.778387911,4.739229848,4.709067073,4.702157207,4.707311307,4.710989963,4.69218135,4.696408421,4.75865839,4.796895927,4.766666228
272,5.784243634,5.780258753,5.702132235,5.657598427,5.665262198,5.593358046,5.577059943,5.583079304,5.541403483,5.453490174,5.368622294,5.281321332,5.194118906,5.105127972,5.078363678,5.061485084,4.993975527,4.927575451,4.80331443,4.685901462,4.601357721,4.564955928,4.518586562,4.528096261,4.573267604,4.61490305,4.640441169,4.722473292,4.78002195,4.75093904,4.744895226,4.77672647,4.803806755,4.887836316,4.958450204,4.995857388,5.02165556,5.010449224,4.955504795,4.948063662,4.947988833,4.869389997,4.747702832,4.660149965,4.628560253,4.590630002,4.561412989,4.554719784,4.559712275,4.563275587,4.545056723,4.549151252,4.609449357,4.646487945,4.617206107
274,5.584481266,5.580634005,5.505205634,5.462209828,5.469608926,5.400188028,5.38445279,5.390264269,5.350027747,5.265150578,5.183213661,5.098927691,5.014736854,4.928819276,4.902979303,4.886683621,4.821505548,4.757398639,4.637429048,4.524071008,4.442447037,4.407302402,4.36253443,4.371715706,4.415327029,4.455524569,4.480180714,4.559379808,4.614940988,4.586862474,4.581027386,4.611759319,4.63790437,4.71903192,4.787207114,4.823322418,4.848229635,4.837410316,4.784363426,4.777179278,4.777107033,4.701222655,4.58373803,4.499208855,4.468710112,4.432089806,4.403881821,4.397419769,4.402239841,4.405680092,4.388090427,4.39204355,4.450259223,4.486018661,4.457748089
276,5.383856622,5.380147575,5.307428998,5.265977833,5.273111115,5.20618419,5.191014246,5.196616945,5.157825936,5.075998012,4.997004711,4.915746746,4.834580497,4.751749542,4.72683788,4.711127627,4.648291101,4.586487258,4.470827621,4.361542012,4.282850413,4.248968363,4.205808697,4.214660132,4.256704702,4.29545813,4.319228494,4.395582329,4.449147453,4.42207767,4.41645221,4.446080086,4.471285866,4.549498877,4.615224851,4.650042699,4.674055115,4.663624484,4.612483324,4.605557269,4.60548762,4.532329418,4.419065473,4.337573041,4.308169978,4.272865269,4.245670667,4.239440767,4.244087677,4.247404335,4.230446586,4.234257691,4.290381943,4.32485671,4.297601769
278,5.197073196,5.193492829,5.123297094,5.083284005,5.09016981,5.025564797,5.010921147,5.016329471,4.978884247,4.899895199,4.823642431,4.745203569,4.66685324,4.586895958,4.562848563,4.54768335,4.487026827,4.427367159,4.315720129,4.210225992,4.134264459,4.101557887,4.05989557,4.06843992,4.109025828,4.146434774,4.169380467,4.24308534,4.294792116,4.268661472,4.263231177,4.291831166,4.316162476,4.391662025,4.455107752,4.488717656,4.511897003,4.501828245,4.452461337,4.445775569,4.445708336,4.375088229,4.265753778,4.187088582,4.158705606,4.124625733,4.098374599,4.092360835,4.096846528,4.100048121,4.083678691,4.087357576,4.141534696,4.174813422,4.148504043
280,5.025553318,5.022091114,4.954212061,4.915519531,4.922178083,4.859705239,4.845544877,4.850774708,4.814565296,4.738183136,4.664446952,4.58859682,4.5128323,4.435513862,4.412260107,4.397595394,4.338940728,4.281250018,4.173287694,4.071275198,3.997820636,3.966193485,3.925906156,3.934168516,3.97341496,4.009589292,4.031777704,4.103050084,4.153050372,4.127782122,4.122531044,4.150187143,4.173715442,4.246723267,4.308075084,4.340575755,4.36299011,4.353253652,4.305516009,4.299050893,4.298985879,4.230696459,4.124970391,4.048901395,4.021455148,3.988500018,3.963115255,3.957299964,3.961637615,3.964733545,3.948904358,3.952461829,4.004850932,4.037031355,4.011590269
282,4.865025112,4.861673499,4.795962665,4.758506067,4.764951929,4.704474617,4.690766571,4.695829349,4.660776552,4.586834222,4.515453347,4.44202605,4.368681631,4.293832929,4.271321954,4.257125667,4.200344572,4.144496641,4.039982892,3.941228919,3.870120673,3.839503768,3.800503313,3.808501753,3.846494572,3.881513409,3.90299307,3.971988839,4.020391999,3.995930877,3.990847531,4.017620228,4.040396977,4.111072757,4.17046485,4.201927372,4.223625759,4.214200307,4.167987518,4.161728913,4.161665976,4.095557884,3.993208959,3.91956979,3.893000241,3.861097777,3.836523865,3.830894328,3.835093424,3.838090462,3.822766898,3.826210734,3.876926404,3.908078907,3.88345047
284,4.712073208,4.708826967,4.645182022,4.608903024,4.615146234,4.556570274,4.543293195,4.548196805,4.514246035,4.442628383,4.373491658,4.302372847,4.231334309,4.158838781,4.137035531,4.123285562,4.068289612,4.014197489,3.912969555,3.817320316,3.748447647,3.71879331,3.681018993,3.68876597,3.725564329,3.759482207,3.780286567,3.847113173,3.893994582,3.870302495,3.865378965,3.891309953,3.913370622,3.98182442,4.039349281,4.06982265,4.090838859,4.081709735,4.036949834,4.030887994,4.030827035,3.966797321,3.867666152,3.79634213,3.770607904,3.739708424,3.715907092,3.710454543,3.714521623,3.717424437,3.702582631,3.705918197,3.755039413,3.78521251,3.761358368
286,4.566456187,4.563310264,4.501632135,4.466474266,4.472524543,4.415758753,4.402891976,4.407644049,4.374742459,4.305338005,4.238337809,4.16941678,4.100573543,4.030318342,4.009188876,3.995863822,3.94256741,3.890146894,3.792047204,3.69935381,3.63260951,3.603871579,3.567264601,3.574772173,3.610433354,3.643303069,3.663464513,3.728225979,3.773658613,3.750698682,3.745927303,3.771056947,3.792435876,3.858774249,3.914521421,3.944053073,3.964419819,3.955572812,3.912196124,3.906321613,3.906262538,3.844211532,3.74814381,3.679023911,3.654084949,3.624140354,3.601074554,3.595790505,3.5997319,3.602545009,3.588161859,3.591394346,3.638997571,3.668238229,3.645121251
