Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sample 1_EM_270.00,Sample 1_EM_272.00,Sample 1_EM_274.00,Sample 1_EM_276.00,Sample 1_EM_278.00,Sample 1_EM_280.00,Sample 1_EM_282.00,Sample 1_EM_284.00,Sample 1_EM_286.00,Sample 1_EM_288.00,Sample 1_EM_290.00,Sample 1_EM_292.00,Sample 1_EM_294.00,Sample 1_EM_296.00,Sample 1_EM_298.00,Sample 1_EM_300.00,Sample 1_EM_302.00,Sample 1_EM_304.00,Sample 1_EM_306.00,Sample 1_EM_308.00,Sample 1_EM_310.00,Sample 1_EM_312.00,Sample 1_EM_314.00,Sample 1_EM_316.00,Sample 1_EM_318.00,Sample 1_EM_320.00,Sample 1_EM_322.00,Sample 1_EM_324.00,Sample 1_EM_326.00,Sample 1_EM_328.00,Sample 1_EM_330.00,Sample 1_EM_332.00,Sample 1_EM_334.00,Sample 1_EM_336.00,Sample 1_EM_338.00,Sample 1_EM_340.00,Sample 1_EM_342.00,Sample 1_EM_344.00,Sample 1_EM_346.00,Sample 1_EM_348.00,Sample 1_EM_350.00,Sample 1_EM_352.00,Sample 1_EM_354.00,Sample 1_EM_356.00,Sample 1_EM_358.00,Sample 1_EM_360.00,Sample 1_EM_362.00,Sample 1_EM_364.00,Sample 1_EM_366.00,Sample 1_EM_368.00,Sample 1_EM_370.00,Sample 1_EM_372.00,Sample 1_EM_374.00,Sample 1_EM_376.00,Sample 1_EM_378.00,Sample 1_EM_380.00,Sample 1_EM_382.00,Sample 1_EM_384.00,Sample 1_EM_386.00,Sample 1_EM_388.00,Sample 1_EM_390.00,Sample 1_EM_392.00,Sample 1_EM_394.00,Sample 1_EM_396.00,Sample 1_EM_398.00,Sample 1_EM_400.00,Sample 1_EM_402.00,Sample 1_EM_404.00,Sample 1_EM_406.00,Sample 1_EM_408.00,Sample 1_EM_410.00,Sample 1_EM_412.00,Sample 1_EM_414.00,Sample 1_EM_416.00,Sample 1_EM_418.00,Sample 1_EM_420.00,Sample 1_EM_422.00,Sample 1_EM_424.00,Sample 1_EM_426.00,Sample 1_EM_428.00,Sample 1_EM_430.00,Sample 1_EM_432.00,Sample 1_EM_434.00,Sample 1_EM_436.00,Sample 1_EM_438.00,Sample 1_EM_440.00,Sample 1_EM_442.00,Sample 1_EM_444.00,Sample 1_EM_446.00,Sample 1_EM_448.00,Sample 1_EM_450.00,Sample 1_EM_452.00,Sample 1_EM_454.00,Sample 1_EM_456.00,Sample 1_EM_458.00,Sample 1_EM_460.00,Sample 1_EM_462.00,Sample 1_EM_464.00,Sample 1_EM_466.00,Sample 1_EM_468.00,Sample 1_EM_470.00,Sample 1_EM_472.00,Sample 1_EM_474.00,Sample 1_EM_476.00,Sample 1_EM_478.00,Sample 1_EM_480.00,Sample 1_EM_482.00,Sample 1_EM_484.00,Sample 1_EM_486.00,Sample 1_EM_488.00,Sample 1_EM_490.00,Sample 1_EM_492.00,Sample 1_EM_494.00,Sample 1_EM_496.00,Sample 1_EM_498.00,Sample 1_EM_500.00,Sample 1_EM_502.00,Sample 1_EM_504.00,Sample 1_EM_506.00,Sample 1_EM_508.00,Sample 1_EM_510.00,Sample 1_EM_512.00,Sample 1_EM_514.00,Sample 1_EM_516.00,Sample 1_EM_518.00,Sample 1_EM_520.00,Sample 1_EM_522.00,Sample 1_EM_524.00,Sample 1_EM_526.00,Sample 1_EM_528.00,Sample 1_EM_530.00,Sample 1_EM_532.00,Sample 1_EM_534.00,Sample 1_EM_536.00,Sample 1_EM_538.00,Sample 1_EM_540.00,Sample 1_EM_542.00,Sample 1_EM_544.00,Sample 1_EM_546.00,Sample 1_EM_548.00,Sample 1_EM_550.00,Sample 1_EM_552.00,Sample 1_EM_554.00,Sample 1_EM_556.00,Sample 1_EM_558.00,Sample 1_EM_560.00,Sample 1_EM_562.00,Sample 1_EM_564.00,Sample 1_EM_566.00,Sample 1_EM_568.00,Sample 1_EM_570.00,Sample 1_EM_572.00,Sample 1_EM_574.00,Sample 1_EM_576.00,Sample 1_EM_578.00,Sample 1_EM_580.00,Sample 1_EM_582.00,Sample 1_EM_584.00,Sample 1_EM_586.00,Sample 1_EM_588.00,Sample 1_EM_590.00,Sample 1_EM_592.00,Sample 1_EM_594.00,Sample 1_EM_596.00,Sample 1_EM_598.00,Sample 1_EM_600.00
275.0700073,9.445367813,32.16410828,61.32844925,74.52259064,46.84684372,17.76659775,4.763598919,1.771612048,1.254501343,1.062363029,1.071008325,0.926114798,1.032795429,1.46709609,3.856146336,9.202206612,13.51803112,16.62729836,13.28608227,8.280111313,3.438600302,1.406810164,0.838715076,0.581666052,0.365462035,0.546710908,0.527227044,0.599037588,0.681928039,0.632916391,0.638464451,0.54910624,0.703156412,0.541420817,0.822788298,0.686471343,0.737501144,0.717707276,0.614336967,0.558593214,0.537707329,0.71312207,0.649278104,0.589847863,0.5310058,0.581974924,0.573297024,0.596377313,0.548366845,0.542924941,0.511803746,0.509475231,0.607143641,0.466995329,0.337971598,0.408714145,0.373148501,0.341746002,0.296631068,0.327808022,0.252838701,0.238945052,0.258685917,0.216935724,0.271778911,0.245355919,0.208456874,0.287486583,0.227577224,0.233601138,0.262613505,0.249433175,0.317142665,0.155974284,0.226990595,0.250305384,0.219412088,0.211938769,0.180757403,0.1918796,0.104943573,0.19077538,0.16103974,0.138023406,0.119802222,0.149375796,0.266211867,0.234427169,0.112547129,0.099900678,0.09732917,0.123231694,0.07999441,0.232913002,0.140017495,0.064389639,0.065457143,0.079332352,0.064751692,0.099535435,0.055242769,0.084327623,0.074614443,-0.017728608,0.045960836,0.056018651,0.051152669,0.115281343,0.065255329,0.085249767,0.055983402,0.079472013,0.110336468,0.065874889,0.045574993,0.056381874,0.091191068,0.091189303,0.06608218,0.082296275,0.032103322,0.052237637,0.071525648,0.057376258,0.026881909,0.062134713,0.081598073,-0.012557666,0.002225336,0.12671487,0.062052712,-0.022517581,0.046423517,-0.04244459,0.067060106,0.031660631,-0.002467392,-0.007397449,-0.062325329,0.041798189,0.031795263,0.042173102,-0.022512719,0.072465017,0.03750883,0.031834804,-0.012472069,-0.012554848,-0.037499297,-0.00235044,-0.017552549,0.007591216,-0.017437004,-0.002447248,0.052323908,-0.017506741,-0.007609159,0.002315117,0.00263284,0.017381193,-0.132094383,-0.027471019,0.031831585,0.007447099,-0.007573986,-0.007342296
280,0.722712457,0.833415151,2.700076103,14.23416901,35.75702286,57.75336456,49.93182373,32.52036285,12.81147194,3.374130726,1.287357211,1.161921978,0.955904484,0.832332134,0.866468251,0.939689279,1.525043845,3.167663097,7.698146343,12.18144226,15.81792831,13.87153816,9.180908203,4.751534462,2.00557971,0.820906341,0.63473314,0.702237427,0.659448743,0.598918259,0.699947119,0.611495972,0.65329808,0.714753807,0.617762685,0.685887933,0.729834735,0.542501509,0.613211811,0.66177398,0.688030005,0.482495487,0.72674787,0.645016491,0.684037507,0.541814327,0.412950695,0.611023486,0.517748535,0.479200125,0.55464673,0.556014717,0.634209871,0.372959852,0.41986981,0.357988775,0.290890068,0.345018923,0.382888019,0.204147771,0.304726839,0.288011283,0.214187548,0.253519446,0.270017713,0.202488825,0.231048897,0.218179837,0.283389926,0.247003421,0.242220715,0.210207865,0.218098953,0.212548628,0.249773964,0.205406785,0.190858603,0.181208938,0.207357377,0.215992272,0.198396459,0.171786606,0.159675956,0.109762028,0.162476286,0.108855441,0.154606834,0.089623041,0.148051023,0.131713048,0.16097872,0.074573845,0.098855406,0.125939816,0.164296508,0.125946775,0.18418856,0.10816741,0.121209159,0.169366091,0.017683862,0.086122103,0.115426958,0.018065801,0.098030269,0.08523488,0.104529306,0.087581277,0.001185561,0.120802164,0.104696184,0.081371576,0.06497819,0.052560076,0.047916211,0.028889554,0.051814057,0.013027692,0.035827041,0.086554714,0.041227594,0.080768272,0.074914567,0.069149531,-0.027471019,0.018398436,0.052756369,0.001326513,0.0468814,-0.04457137,0.075661331,0.047073252,0.012899468,0.024095459,0.00700956,0.018781645,0.013039881,0.048146427,0.120872378,0.012832059,0.041291766,0.035551421,-0.039004311,0.04708907,0.076345988,0.006999457,0.030353507,0.013054186,-0.021712275,0.006767547,0.018528199,0.001130156,-0.021744922,0.047418952,-0.015947759,-0.015944771,0.007136444,0.018958548,0.064866148,-0.07378608,0.024636438,-0.062105253,-0.08005432,0.036450505,0.007082833,0.018297402
285,0.368256897,0.413856685,0.48124516,0.597080886,1.125578761,5.368244648,20.52477074,46.68468857,69.34329987,44.07631683,18.57426071,5.492981911,1.657917261,1.156431437,1.001165867,0.833908439,0.745449364,0.704478323,0.742968619,1.070156813,3.421836376,7.531896114,12.75098419,15.60857296,14.51500511,8.048685074,4.386726379,1.814223289,1.111973405,0.735708237,0.528742135,0.658124745,0.584191024,0.608595312,0.656105161,0.65716821,0.621212006,0.643796563,0.603176713,0.570223451,0.68179661,0.585361779,0.658923149,0.586073279,0.601169527,0.652086377,0.516715646,0.560586154,0.456462383,0.582000256,0.469182074,0.4517847,0.634108841,0.507345557,0.40294379,0.390953958,0.332892656,0.350536168,0.34248665,0.396744639,0.215334222,0.259530962,0.317540437,0.273337603,0.30851388,0.261381954,0.250631988,0.250065535,0.268485159,0.27035892,0.201739371,0.174884394,0.218025237,0.216824234,0.178692818,0.172493428,0.215895012,0.246756539,0.228532925,0.119247168,0.238354608,0.204963118,0.220969573,0.15159604,0.224411353,0.176278889,0.161293879,0.236828491,0.133786067,0.143436864,0.085930809,0.148916557,0.157422706,0.182901248,0.094555154,0.135048389,0.054401867,0.121560276,0.145618156,0.135577634,0.130222142,0.121661976,0.076345831,0.072677381,0.013399618,0.094118282,0.077487111,0.094755128,0.090548791,0.082324073,0.087152667,0.156568184,0.050127618,0.100605682,0.080800965,0.058752701,0.041015245,0.018365638,0.063249208,0.069294699,0.05506447,0.041234523,0.057301216,0.032711655,0.022253459,0.027764121,-0.000314325,0.013565658,0.063872367,0.055055387,0.063919947,-0.041219935,0.064917974,0.055960804,0.023044465,-0.027471019,0.032307342,0.013564533,0.008870317,0.013806192,-0.000215141,-0.018340433,0.051182434,0.004585547,-0.013810625,0.022454092,0.014132662,-0.009118438,-0.01833,0.013505122,-0.063981526,-0.05495286,0.031739928,-0.036508076,0.03306815,0.032335944,-0.013778828,0.077700205,0.013636323,0.009070007,0.023227701,0.046796285,-0.018334258,-0.032062344,-0.027471019,-0.027471019
290,0.254856586,0.257300198,0.417894065,0.351058125,0.381352723,0.47138378,0.66092217,3.126715183,16.58295441,38.47194672,58.39221954,52.77169037,28.58242035,9.646677017,2.833421707,1.185639143,1.057624578,0.804891944,0.650178313,0.599079311,0.684990644,0.699031413,1.382562399,3.597771645,7.767043114,12.83951855,14.25234509,12.63659382,7.85760498,4.07901907,1.645364523,0.962090433,0.769713104,0.617659152,0.578371465,0.676610112,0.630913138,0.673745751,0.518778086,0.557960868,0.55861342,0.439943224,0.57055378,0.568507671,0.515817404,0.629581809,0.553833723,0.534197628,0.54118824,0.466362447,0.414039582,0.36747542,0.475137353,0.491857648,0.412531793,0.329134792,0.372347981,0.444701433,0.378124446,0.265461028,0.220360458,0.325494766,0.336401284,0.213470668,0.300013334,0.230050579,0.278339386,0.249216095,0.20592998,0.196262255,0.193088591,0.214945734,0.224891618,0.227250084,0.161700457,0.155785456,0.167365804,0.218054712,0.214350998,0.206405818,0.152753517,0.195130125,0.171300143,0.093472339,0.091185257,0.08317586,0.169731334,0.154604718,0.109505594,0.136742786,0.15456593,0.110177666,0.18275772,0.217165887,0.142296895,0.091686927,0.07502041,0.04818204,0.110991061,0.07883279,0.116342098,0.061736636,0.097740829,0.136396617,0.127967775,0.061719127,0.060893178,0.087100744,0.117684737,0.060764529,0.05213026,0.043080382,0.082335107,0.073855922,0.090886697,0.070260279,0.059949212,0.052281216,0.082703359,-0.000882816,0.065689653,0.030132415,0.061617427,0.029880827,0.044167355,0.073268756,0.052185923,0.016545387,0.01236186,0.057188265,0.047571577,0.043951489,0.051902458,-0.014143431,0.034485757,-0.022991274,0.017426996,0.029853767,0.043921217,0.012145666,-0.005288232,-0.009821026,0.003993047,-0.000730786,0.012648268,0.021551212,-0.022957366,-0.000740437,-0.018690886,-0.001147842,-0.005293742,0.034665041,-0.018507313,-0.027471019,0.076068684,-0.040916156,0.048454031,-0.014125348,-0.027471019,-0.000842933,0.003506819,-0.004909065,-0.027471019,-0.062581837,-0.040796593,-0.009425038
295,0.178560778,0.153657824,0.263641566,0.245097682,0.245877519,0.31483984,0.313544899,0.402739733,0.652688205,1.344036579,7.362262249,26.09234428,52.15893555,60.07037735,46.41352844,19.59996986,5.7307024,1.721303582,1.139295578,0.896863341,0.837531507,0.722825408,0.57209152,0.56808567,0.667103946,1.263763666,3.171004295,7.015606403,11.39450169,13.72054195,11.92663288,8.803201675,4.551942825,1.868166089,0.903965354,0.752941072,0.602225482,0.466246247,0.418300301,0.456219286,0.483541071,0.439431071,0.453505725,0.520282388,0.413828045,0.434152931,0.566750169,0.488625526,0.404010892,0.504077196,0.437214911,0.432789743,0.536617279,0.337461084,0.339458138,0.373335689,0.327872723,0.383461505,0.314974964,0.313112885,0.307925642,0.208307534,0.252453804,0.211706206,0.245511189,0.279313087,0.27033031,0.330455393,0.228100225,0.176728681,0.209231675,0.213993415,0.177214578,0.228512064,0.15102376,0.237880394,0.193714276,0.185689509,0.189374015,0.074817248,0.193864003,0.158556983,0.203989625,0.130047187,0.173520535,0.196711987,0.167108655,0.218240693,0.138089791,0.120839089,0.188913628,0.133075178,0.13563031,0.041783758,0.133294567,0.041279651,0.108094051,0.053746045,0.057583608,0.082459509,0.0757761,0.143245906,0.095422827,0.070470087,0.091019914,0.12350972,0.124837086,0.08377368,0.027228279,0.075953625,0.07835222,0.073150314,0.112489954,0.062524475,0.052176513,0.035964653,0.067077398,0.090677924,0.094615735,0.091881067,0.045422465,0.037407309,0.054558121,0.041141376,0.053226888,0.057900928,0.037121229,0.108282685,0.057787016,0.050610267,0.045273371,-0.010279436,0.054177068,0.058017336,0.059103064,0.046177842,0.040302046,0.036036365,0.031929038,0.011047969,0.0415987,-0.040481292,-0.044360984,-0.014599958,0.006959056,0.019705871,0.01512477,0.037404224,-0.036081057,-0.014528604,-0.018879769,-0.044710241,-0.001506323,0.028402107,-0.010269454,-0.036056109,-0.018866722,-0.006010409,0.019493775,-0.097030789,-0.031714547,-0.023169998,0.015911797,0.006852256,0.002427157,0.015948532
300,0.158238992,0.129992768,0.201681972,0.206534877,0.123867333,0.249276623,0.133322015,0.217533499,0.375620663,0.360783696,0.429391265,0.837180793,3.590218067,16.79357338,44.92510605,66.64743805,54.2624588,26.96421814,7.807420731,2.350874424,0.965039372,0.93740052,0.742859364,0.728811145,0.671461046,0.548009574,0.524504721,0.567822516,1.143592834,3.127244234,7.944278717,12.02838993,14.09553814,11.44040108,7.305002689,3.253966331,1.577718139,0.739967346,0.57860893,0.494832158,0.494849086,0.506509602,0.398091376,0.451683789,0.412239552,0.378621161,0.368101865,0.457219839,0.396927148,0.392307371,0.339856982,0.321528524,0.461717129,0.30733493,0.315362155,0.34595564,0.315839887,0.334082454,0.28506577,0.206007361,0.249854758,0.276815802,0.23504813,0.239079311,0.235449478,0.227717832,0.203041419,0.250193357,0.157517001,0.207288161,0.229137674,0.197373018,0.241364792,0.204208046,0.169856027,0.173191577,0.250748873,0.217213199,0.174270421,0.185152262,0.159722507,0.162250221,0.174558342,0.182587057,0.130642638,0.081892967,0.086985677,0.158274233,0.16894199,0.161115393,0.128849044,0.146301702,0.1501863,0.13292776,0.089865208,0.067167893,0.138518542,0.041899465,0.112008721,0.150237113,0.110921502,0.075081304,0.091665119,0.058184877,0.057453983,0.094702199,0.041528933,0.115343571,0.045513988,0.033811249,0.058733754,0.110430911,0.067010053,0.07903485,0.02947682,0.096256651,0.099045649,0.042385779,0.063396394,0.079244681,0.022371976,0.055435345,0.018007768,0.021868853,0.054124996,0.009330219,0.088134959,-0.011265663,0.005904449,0.046310961,0.037569098,0.018107453,0.013722776,0.001483437,0.055433623,0.038605906,0.018444771,-0.019109361,0.001244573,0.052191548,0.026399808,0.035079807,0.030359672,-0.002657328,0.033897243,0.013856417,-0.006860962,0.022259606,-0.015058476,-0.014845978,-0.002811829,0.030156376,0.022261875,0.067659535,0.02671258,-0.035723992,0.001370341,0.051720724,0.031349055,-0.015117613,-0.010792609,0.039025806,-0.010857308,0.013658056,-0.048040636,-0.019004479
305.0700073,0.149275929,0.102765337,0.101967886,0.132262453,0.146735206,0.172898546,0.220444232,0.230538473,0.222268403,0.144340768,0.30200541,0.319087446,0.408492655,0.653880119,1.284210205,7.686288834,25.43164253,53.74485779,65.02828979,43.95447922,16.37283134,4.883049488,1.642505884,0.952446222,0.814215004,0.598006427,0.607431948,0.541382313,0.689269662,0.601801574,0.603148997,1.087526441,2.550578833,5.982523918,10.57471848,13.40810204,11.78065205,8.681634903,4.172178268,2.209640265,1.128921151,0.673167348,0.467643887,0.399613947,0.452849656,0.349510908,0.392236203,0.401369035,0.322235614,0.254132032,0.345254391,0.355808973,0.40929231,0.39443481,0.399408966,0.239704773,0.3410348,0.357425421,0.236793652,0.260812461,0.224405453,0.233701006,0.16443181,0.198396459,0.295253932,0.198346719,0.194994584,0.19928506,0.161171556,0.199846908,0.17972441,0.143218219,0.178015471,0.182602271,0.120382264,0.018539576,0.154507428,0.220145673,0.174978614,0.092322938,0.165218115,0.186074704,0.150361091,0.231444702,0.170436814,0.174029022,0.149109811,0.207584754,0.238190547,0.170720339,0.138233796,0.202020288,0.113632411,0.121057123,0.117352381,0.158017069,0.119616911,0.034961581,0.095248222,0.068668686,0.099593788,0.045863859,0.064128712,0.085957177,0.000508836,0.08527109,0.131849825,0.092193231,0.120879143,0.108015031,0.051643796,0.041401081,0.069031611,0.023809569,0.051899008,0.103874251,0.012067398,0.006450092,0.104874134,0.052546352,-0.004830835,0.076040313,0.046403944,0.018115884,0.029901983,-0.061585382,0.001005379,0.034198545,-0.038886543,-0.004479738,0.114214584,0.018297402,0.053000771,0.006795509,0.006715069,0.035078019,0.012379827,0.064907201,0.00657733,-0.015954925,0.018193426,-0.067642957,-0.027471019,0.012044186,0.024159355,-0.01599418,0.053504854,0.024058549,0.013121398,-0.027471019,-0.033216991,0.064596236,-0.021736547,-0.039042078,-0.010393156,0.029981097,0.035924077,-0.085518755,-0.010137593,-0.010113424,-0.050672472,0.018440554,-0.027471019,-0.02178086,0.052587077,-0.004467839
310,0.074678086,0.187776431,0.0952181,0.128541529,0.169618815,0.072844975,0.199723616,0.242642596,0.140468732,0.240123317,0.21804142,0.217320219,0.305455416,0.35992077,0.378610194,0.576042652,0.791915238,2.14799428,12.09283543,34.38175583,62.72608185,62.91823959,35.23733139,11.55009651,3.229857922,1.124615431,0.816317797,0.680894375,0.667210758,0.713091016,0.570881784,0.574250579,0.522157729,0.616369605,0.750855923,2.038850069,5.06153059,8.838410378,12.51611423,12.65454578,9.856870651,5.865945339,2.490878105,1.150527835,0.60602963,0.516668141,0.508087873,0.318050295,0.310957253,0.309879214,0.25933376,0.277322561,0.291044831,0.263452739,0.244354054,0.266703784,0.151837856,0.269862503,0.165996417,0.267020881,0.240970328,0.270536274,0.197327644,0.233736798,0.235999599,0.242152497,0.165356919,0.149946585,0.205063373,0.199663624,0.137837082,0.131201565,0.200062856,0.248926327,0.229261056,0.098192275,0.282891721,0.068393275,0.19557026,0.153247461,0.1535521,0.229755625,0.108217269,0.160769477,0.113394678,0.088602379,0.094799422,0.100582063,0.077811971,0.105664834,0.097140275,0.107129797,0.089989811,0.103669047,0.07261683,0.216409281,0.131096438,0.02392319,0.061838113,0.129257381,0.085513122,0.056600265,0.074180819,0.011925651,0.132394686,0.012130475,0.000806324,0.084101878,0.02324778,0.074220449,0.051456913,0.023915561,0.144336522,0.113688976,0.051102087,0.034371205,0.085227251,0.058624052,0.057531193,-0.004957497,0.068341956,0.058469161,0.040196754,0.081724383,0.01820177,0.041235469,0.052544065,-0.004794126,0.109101355,0.046317987,0.051462702,0.012299901,-0.010405784,0.052460007,0.017950749,0.075307421,-0.033167142,0.057898857,0.012454377,0.057972774,-0.03894246,0.04098618,0.041773468,-0.056071375,-0.01600497,0.007041493,-0.027471019,-0.050527498,-0.015959432,-0.050593339,0.034747228,0.018248754,-0.004350567,-0.016001156,-0.033224396,-0.027471019,0.006796291,-0.01036511,-0.038981944,0.087039135,-0.097058423,-0.033219598,0.018064765,-0.050259665,0.018187171,-0.027471019
315,0.058839507,0.101406828,0.112110719,0.053907663,0.089901321,0.081063405,0.069523364,0.117737114,0.118580908,0.183510885,0.179424688,0.24399434,0.218797415,0.298439473,0.29286164,0.276654363,0.354666442,0.364236832,0.56596911,1.37578845,9.911870956,32.01806641,59.82106781,61.72412872,45.12570572,13.95312119,3.892357588,1.276035786,0.847557843,0.794817865,0.700006247,0.726681411,0.612155974,0.546605825,0.637824416,0.554426491,0.690636098,0.953758478,2.407844543,5.870515823,10.3286562,12.9905014,12.34166241,9.738154411,5.412146568,2.132292509,1.020267248,0.726803184,0.404691339,0.374715447,0.309699655,0.28494826,0.276373208,0.226706252,0.26890415,0.204179585,0.175317928,0.21455425,0.218926176,0.221847817,0.172951698,0.208639339,0.177876472,0.162075788,0.163170338,0.250210792,0.211873546,0.163316995,0.144442067,0.144579381,0.132168442,0.151762605,0.131869063,0.253895223,0.202902123,0.146077678,0.082048669,0.126091629,0.094184965,0.13951312,0.102084234,0.100751325,0.162911579,0.038429603,0.214841604,0.12979117,0.160713434,0.027463639,0.156235442,0.093785189,0.044940278,0.0757576,0.106328592,0.125555858,0.075805895,0.008987853,0.094740272,0.131598055,0.098708153,0.003321711,0.057467036,0.070311159,0.021363365,0.142481387,0.083092727,0.057181999,0.033881314,0.057870895,0.16248928,0.009391038,0.05800689,0.02775556,0.12009868,0.12656945,0.077757604,0.021772476,0.089346379,0.120537341,-0.009032855,0.046883032,-0.021300655,0.0590716,0.04639513,-0.052436225,-0.039851241,0.027402682,0.046430618,-0.009005502,0.084801622,-0.021298027,0.077605404,-0.05217763,0.047021031,0.021630725,0.040443629,0.02772508,-0.008893901,-0.008809892,0.05872526,0.03501375,-0.033675417,-0.002611475,0.034256615,-0.051989537,-0.033663161,-0.064642511,-0.00882045,-0.039859138,-0.01495929,-0.002451003,-0.039864283,-0.008886997,-0.077365614,0.003463643,-0.002747918,-0.058593221,0.022183264,0.010167537,0.015877737,-0.008700842,0.059294187,-0.114983052,0.022357384,-0.021325305,0.015400385,-0.089508452
320,0.090856306,0.059179999,0.097434327,0.124034464,0.10443975,0.131942347,0.186522633,0.135571197,0.164432198,0.210251749,0.063955463,0.147335544,0.256637365,0.152742982,0.235121831,0.284169137,0.346520543,0.362431288,0.260037512,0.43589285,0.510188162,1.075406194,4.488603592,17.49289894,43.11197281,58.54325867,49.51853943,25.17849922,6.992360592,2.312754631,1.017549396,0.882194579,0.705716193,0.710755408,0.67096138,0.609174907,0.477587223,0.477347732,0.524909198,0.677299201,1.065081596,2.514083862,5.363725662,9.94151783,12.47994804,13.29134941,9.502867699,5.873168945,2.496799469,1.209570408,0.701419652,0.625875473,0.368894398,0.343948275,0.290843427,0.36370939,0.284327924,0.212265268,0.189670771,0.223376557,0.085580386,0.200466529,0.087493531,0.066281177,0.268663675,0.190249905,0.220897108,0.265528679,0.197560221,0.019105962,0.104448959,0.260675281,0.11386396,0.104689971,0.136053637,0.089806266,0.112624243,0.120300367,0.164310008,0.153305367,0.097292125,0.142860353,0.141313121,0.064501323,0.118251264,0.189381525,0.09517099,0.09492144,0.072336271,0.144601598,0.192634478,-0.012103544,0.148674309,0.236250266,0.142781273,0.095341384,0.150217488,0.049504757,0.02644066,0.10517773,-0.035100587,0.003448527,0.11878857,0.058079496,0.072449043,-0.004278488,0.187422648,0.126039773,0.034945108,0.151385084,0.058482595,0.02708563,0.112576291,0.019233217,-0.019680429,0.081978373,0.066631861,0.011788698,0.066701286,0.096525386,0.042096347,0.049847566,0.035361305,-0.042984277,0.178086951,0.121545091,0.105586797,0.104606792,0.042864554,0.059087947,-0.050905041,-0.035303347,-0.027471019,0.035105243,0.01980844,0.019695086,0.082221054,0.042437315,-0.050974991,0.027390925,0.050614327,0.027396945,0.034685664,-0.066734128,0.105333179,0.003647698,-0.027471019,0.042639911,-0.011694416,0.019634357,-0.074573062,0.050999127,0.074485764,0.035016775,-0.011829155,0.019363368,-0.011809435,0.01197858,-0.011872463,-0.058618814,-0.06693276,-0.019663643,-0.019566193,0.026709808,0.011393214,-0.058594577
325.0700073,0.148679644,0.092509486,0.023588466,0.062876813,0.089899875,0.150494054,0.108123168,0.001254708,0.114231259,0.10590069,0.001221327,0.121709555,0.106635898,0.16802147,0.159744993,0.292360693,0.194665223,0.279948533,0.114947677,0.19356443,0.356136203,0.262224317,0.481086195,0.478850901,1.426670074,6.154420376,23.1288147,49.66635132,60.12928391,43.64835739,16.23038483,4.487315655,1.515234113,0.914201915,0.808302999,0.648239434,0.565168738,0.564091325,0.631853759,0.628644943,0.544369042,0.496641695,0.565814137,0.981219232,1.735094309,4.38668251,8.170602798,11.93470764,13.27471161,11.21008682,6.727284431,3.582872868,1.485068917,0.711028516,0.425976247,0.31572935,0.303948253,0.272130966,0.235022977,0.246932879,0.181316793,0.181267202,0.169500008,0.214296073,0.03089332,0.222079426,0.184900731,0.207875013,0.141751155,0.265318334,0.119160846,0.171175241,0.140764639,0.163597271,0.141288027,0.175076738,0.219464064,0.141976804,0.198422179,0.090079233,0.081687368,0.111866027,0.089294292,0.227437779,0.109660611,0.096963525,0.015900386,0.198998109,0.124277338,-0.005629804,0.163108483,0.030393491,-0.049122132,0.213392586,0.093411848,0.015595609,0.097393103,0.05984997,0.037522189,0.11840257,0.037656702,0.080973946,0.05182083,0.023547901,0.155068025,0.030187471,0.130332351,0.132044047,0.103397146,-0.042087376,0.076476768,0.156988621,-0.005526597,0.046251915,-0.005567292,0.0979819,0.119972676,0.10518235,0.016446417,0.05940681,-0.012590399,-0.005365221,0.016917529,0.03841237,0.016491788,0.038213298,0.023699323,-0.020049373,-0.085964233,-0.057098016,-0.056628302,0.060781144,-0.012680636,-0.034876231,-0.027471019,0.031548664,0.032026231,0.119791374,0.045928858,0.052930109,0.097994864,0.01688111,-0.02007949,0.009306939,-0.020150643,0.00969127,-0.130279154,0.031277351,-0.005414305,0.009394528,0.016543062,0.046900533,0.00934214,-0.042145826,0.016997473,-0.012685446,0.031637624,0.075581543,-0.012651923,-0.05708332,-0.057021625,0.001910716,-0.012688943,-0.020211596,0.001989052,0.0547093
