Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sample 1_EM_270.00,Sample 1_EM_272.00,Sample 1_EM_274.00,Sample 1_EM_276.00,Sample 1_EM_278.00,Sample 1_EM_280.00,Sample 1_EM_282.00,Sample 1_EM_284.00,Sample 1_EM_286.00,Sample 1_EM_288.00,Sample 1_EM_290.00,Sample 1_EM_292.00,Sample 1_EM_294.00,Sample 1_EM_296.00,Sample 1_EM_298.00,Sample 1_EM_300.00,Sample 1_EM_302.00,Sample 1_EM_304.00,Sample 1_EM_306.00,Sample 1_EM_308.00,Sample 1_EM_310.00,Sample 1_EM_312.00,Sample 1_EM_314.00,Sample 1_EM_316.00,Sample 1_EM_318.00,Sample 1_EM_320.00,Sample 1_EM_322.00,Sample 1_EM_324.00,Sample 1_EM_326.00,Sample 1_EM_328.00,Sample 1_EM_330.00,Sample 1_EM_332.00,Sample 1_EM_334.00,Sample 1_EM_336.00,Sample 1_EM_338.00,Sample 1_EM_340.00,Sample 1_EM_342.00,Sample 1_EM_344.00,Sample 1_EM_346.00,Sample 1_EM_348.00,Sample 1_EM_350.00,Sample 1_EM_352.00,Sample 1_EM_354.00,Sample 1_EM_356.00,Sample 1_EM_358.00,Sample 1_EM_360.00,Sample 1_EM_362.00,Sample 1_EM_364.00,Sample 1_EM_366.00,Sample 1_EM_368.00,Sample 1_EM_370.00,Sample 1_EM_372.00,Sample 1_EM_374.00,Sample 1_EM_376.00,Sample 1_EM_378.00,Sample 1_EM_380.00,Sample 1_EM_382.00,Sample 1_EM_384.00,Sample 1_EM_386.00,Sample 1_EM_388.00,Sample 1_EM_390.00,Sample 1_EM_392.00,Sample 1_EM_394.00,Sample 1_EM_396.00,Sample 1_EM_398.00,Sample 1_EM_400.00,Sample 1_EM_402.00,Sample 1_EM_404.00,Sample 1_EM_406.00,Sample 1_EM_408.00,Sample 1_EM_410.00,Sample 1_EM_412.00,Sample 1_EM_414.00,Sample 1_EM_416.00,Sample 1_EM_418.00,Sample 1_EM_420.00,Sample 1_EM_422.00,Sample 1_EM_424.00,Sample 1_EM_426.00,Sample 1_EM_428.00,Sample 1_EM_430.00,Sample 1_EM_432.00,Sample 1_EM_434.00,Sample 1_EM_436.00,Sample 1_EM_438.00,Sample 1_EM_440.00,Sample 1_EM_442.00,Sample 1_EM_444.00,Sample 1_EM_446.00,Sample 1_EM_448.00,Sample 1_EM_450.00,Sample 1_EM_452.00,Sample 1_EM_454.00,Sample 1_EM_456.00,Sample 1_EM_458.00,Sample 1_EM_460.00,Sample 1_EM_462.00,Sample 1_EM_464.00,Sample 1_EM_466.00,Sample 1_EM_468.00,Sample 1_EM_470.00,Sample 1_EM_472.00,Sample 1_EM_474.00,Sample 1_EM_476.00,Sample 1_EM_478.00,Sample 1_EM_480.00,Sample 1_EM_482.00,Sample 1_EM_484.00,Sample 1_EM_486.00,Sample 1_EM_488.00,Sample 1_EM_490.00,Sample 1_EM_492.00,Sample 1_EM_494.00,Sample 1_EM_496.00,Sample 1_EM_498.00,Sample 1_EM_500.00,Sample 1_EM_502.00,Sample 1_EM_504.00,Sample 1_EM_506.00,Sample 1_EM_508.00,Sample 1_EM_510.00,Sample 1_EM_512.00,Sample 1_EM_514.00,Sample 1_EM_516.00,Sample 1_EM_518.00,Sample 1_EM_520.00,Sample 1_EM_522.00,Sample 1_EM_524.00,Sample 1_EM_526.00,Sample 1_EM_528.00,Sample 1_EM_530.00,Sample 1_EM_532.00,Sample 1_EM_534.00,Sample 1_EM_536.00,Sample 1_EM_538.00,Sample 1_EM_540.00,Sample 1_EM_542.00,Sample 1_EM_544.00,Sample 1_EM_546.00,Sample 1_EM_548.00,Sample 1_EM_550.00,Sample 1_EM_552.00,Sample 1_EM_554.00,Sample 1_EM_556.00,Sample 1_EM_558.00,Sample 1_EM_560.00,Sample 1_EM_562.00,Sample 1_EM_564.00,Sample 1_EM_566.00,Sample 1_EM_568.00,Sample 1_EM_570.00,Sample 1_EM_572.00,Sample 1_EM_574.00,Sample 1_EM_576.00,Sample 1_EM_578.00,Sample 1_EM_580.00,Sample 1_EM_582.00,Sample 1_EM_584.00,Sample 1_EM_586.00,Sample 1_EM_588.00,Sample 1_EM_590.00,Sample 1_EM_592.00,Sample 1_EM_594.00,Sample 1_EM_596.00,Sample 1_EM_598.00,Sample 1_EM_600.00
330,0.059028044,0.059692219,0.065845199,-0.003687544,0.027427068,0.087080017,0.142232314,0.142246693,0.063708149,0.255724043,0.117294192,0.072793521,0.071146816,0.055465229,0.118745804,0.148435861,0.164315909,0.231568709,0.170089856,0.171810031,0.342502266,0.130778298,0.285647124,0.4226152,0.352162421,0.456500322,0.760496795,2.987214088,16.63384438,38.66799164,59.04878998,54.75523376,26.62617493,7.95422411,2.232832909,1.164793253,0.683701277,0.761801004,0.625711918,0.612997413,0.580463648,0.483864844,0.49156791,0.523410022,0.358582646,0.573784113,0.72965163,1.751013041,4.560283184,8.019099236,12.21739674,13.27434826,10.93978596,6.473926544,3.53235054,1.50052309,0.748530746,0.434636205,0.574319124,0.34372136,0.147218704,0.245157108,0.227357194,0.11254251,0.196572736,0.120007873,0.198392719,0.090081997,0.143788517,0.128035456,0.222271428,0.173220605,0.190361708,0.112429351,0.198424384,0.13574481,0.042005591,0.18286176,0.026216136,0.065885857,0.116917938,-0.011837346,0.149876326,0.181142405,0.126750007,0.049683519,0.126973897,0.171020448,0.095342331,0.088267937,0.026137197,0.095518857,0.109833986,0.132371873,0.033980466,0.011157217,0.018024886,0.034370467,0.033804901,0.125992641,0.148956701,0.042498186,0.079444095,0.041250683,0.034772709,0.011319643,0.026597647,0.034462862,-0.081253052,0.126998961,-0.05067772,0.058063529,0.034376197,0.089635968,0.11949794,0.152776927,-0.004376508,0.153244302,0.073787704,0.096473522,0.072801255,0.019552028,0.027821681,0.145561129,0.074581809,0.066029161,0.049634144,0.011578666,-0.058642603,0.042416692,-0.058822915,0.019375799,0.105906248,0.003721958,0.027014712,0.034542568,0.03425023,0.034941703,0.003737776,0.057864465,0.011683555,0.050964043,0.058371924,-0.011921459,0.035305589,0.035332203,-0.043111905,-0.011832701,-0.035326786,0.011508649,0.011962092,0.027784141,0.089968793,0.027113711,-0.114063375,0.011717925,-0.019621048,-0.074622296,-0.019638754,0.042843126,-0.027471019,0.003861716,0.019179473,0.018531727,-0.035289016,-0.035290115
335.0700073,0.125982061,0.042680353,0.018286845,0.066085286,0.064661622,0.025089027,-0.020032203,0.13840647,0.06835255,0.113348991,0.099058494,0.017066458,0.136434093,0.052535377,0.077519797,0.002251742,0.137869164,0.14383328,0.098908946,0.099454314,0.17952086,0.163493425,0.098536104,0.159064129,0.156505361,0.240175024,0.324309617,0.319494873,0.454335243,0.956729591,5.792381763,22.76670074,48.24674988,62.87354279,44.16001129,15.68543911,4.526753426,1.49657917,0.950929463,0.812778413,0.652348578,0.596524179,0.522604167,0.454721272,0.46213761,0.509471357,0.446143478,0.457904249,0.404913872,0.533839047,1.178151131,3.191910982,7.000410557,10.48728752,12.22018623,11.18912697,7.949958801,4.047889709,1.967077017,0.909708023,0.521926522,0.424438328,0.220444232,0.183391407,0.168665096,0.267208874,0.229425535,0.086021759,0.108236685,0.148686454,0.192076251,0.122574374,0.16031535,0.154971883,0.094464406,0.116775453,0.16836521,0.062794581,0.048685223,0.002576156,0.166673288,0.138391465,0.105698556,0.085346557,0.107111439,0.085243136,-0.004746845,0.150585055,0.091646612,0.054585464,0.047497123,0.13758634,0.18271552,0.100331232,0.272190392,0.181995362,0.017347576,0.009818202,0.093202643,0.107187957,0.024117539,0.107616439,0.024653425,-0.042490318,0.047232218,0.040583454,-0.004985804,0.069672219,0.040396146,0.05587431,0.025096135,0.025585411,0.048027456,-0.087967999,0.033569723,0.078600027,-0.07269533,0.018128963,0.079094969,-0.05026339,-0.004754761,0.048071377,-0.00451242,0.025702288,0.010642221,-0.004982263,0.040983059,0.002994725,-0.019871254,0.055849053,0.064058669,-0.004757168,0.06438376,-0.050299808,-0.019897442,0.002736127,-0.012218397,-0.004528224,0.102384225,0.086817309,-0.012140884,0.048774056,0.0333248,-0.035070151,0.025538402,0.056065455,-0.01224035,0.093664013,0.079792231,-0.027471019,-0.042752191,0.003025619,0.025279546,-0.057829015,0.047947742,0.063051976,-0.057874937,0.034088746,0.033550635,-0.03505275,-0.035084266,0.05620335,-0.042716548,-0.072989359,0.039838322,0.033714451
340,0.010574942,0.151426822,0.130610317,0.019460445,0.080356486,0.024719102,0.039689645,0.165633649,0.054675542,0.092139944,0.076172031,0.085300758,0.090629332,0.046346605,0.168416843,0.031684823,0.113931701,0.002184751,0.016518863,0.054921664,0.076178938,0.104029104,0.136129379,0.092027389,0.150310695,0.129078344,0.121047884,0.1415236,0.210925758,0.329517812,0.309835047,0.622418046,2.537069798,14.9895134,36.98334503,58.1766777,51.61125183,28.95283318,9.193306923,2.417730331,0.883846819,0.75101912,0.723932326,0.623189867,0.603265464,0.550928056,0.575084686,0.54285717,0.556680024,0.350673735,0.356383502,0.337560475,0.569473505,1.296885252,3.208487272,6.336971283,10.00155258,12.1439743,11.07437229,8.044258118,3.957903624,2.085356951,0.819637179,0.502876222,0.417553395,0.361078709,0.032502592,0.249904826,0.175901964,0.040228188,0.100277454,0.078235626,0.153260037,0.121833965,0.0786153,0.138236552,0.055354066,0.085356742,0.017874973,0.13711217,0.143903479,0.091547377,-0.012437946,0.032021359,0.046706356,0.025050381,0.03146866,0.160250485,0.054688431,0.061511464,0.002329467,0.157509997,0.083923109,0.040253147,0.054673091,0.077660128,-0.019943167,0.084719613,0.203017384,0.106916517,0.128554925,0.069082759,0.076718122,0.039910384,-0.034857962,-0.019919289,0.024778316,0.08526855,0.062696919,0.063401587,0.09380541,0.092797175,0.017276047,0.002395552,0.055772133,0.047926702,0.025112325,0.04798758,0.078564681,0.002825355,-0.042557616,0.086268745,-0.019904662,-0.019932896,0.010313882,0.115739301,0.010574942,-0.019935111,0.047967084,0.123118922,0.033471145,0.010352464,-0.01229156,0.086164482,0.122511342,-0.042573452,-0.087941021,0.025735026,0.093646593,0.086422466,0.048050836,-0.027471019,-0.042614963,-0.095397599,0.033030085,-0.019912725,0.055900209,-0.072583459,-0.050227426,-0.012303877,-0.034989648,0.070957161,0.033405758,-0.072656505,-0.07266093,0.056386419,-0.11904192,-0.004582835,0.002644928,0.063394703,-0.080642708,-0.035076622,-0.057908714,0.03203287,-0.027471019,-0.080366679
345.0700073,0.013072262,0.069391333,0.06745775,0.105956882,0.075851843,0.026347036,0.019518623,0.046125792,0.019559981,0.053015657,-0.020853367,0.098764762,0.085550375,0.058430552,0.108144268,0.07917574,0.100083426,0.065833077,0.0124218,0.07315892,0.153068185,0.104318619,0.126390576,0.153182939,0.0983693,0.174660802,0.120937973,0.139640167,0.228042677,0.233761981,0.295796156,0.242128864,0.444659799,0.453575104,1.012085795,6.772298336,24.67352867,50.88066483,62.47547913,44.75735855,16.61336327,3.954984903,1.436271667,0.791437089,0.702340841,0.590108097,0.608758271,0.741566002,0.488801658,0.416393578,0.416820854,0.325399101,0.424837083,0.4954862,0.246309504,0.509105682,1.15892756,2.824504137,5.250595093,8.695448875,9.646364212,10.26829529,7.517068863,4.424232006,2.205296516,0.819504321,0.416378587,0.27404964,0.211345538,0.21635212,0.109149396,0.109520912,-0.000109928,0.122738585,0.19064784,0.088882059,0.013243662,0.075145707,0.094688773,0.115075812,0.019267937,0.1399367,0.053685732,0.113084644,0.086753264,0.139362484,-0.000284916,0.06024117,0.099826187,0.095116392,0.026285196,0.140466377,0.039829165,0.039928049,0.066454038,0.079300284,0.127975345,0.080078267,0.147858739,0.0475462,0.012927851,-0.013964806,0.039731927,0.120694086,0.134699896,0.072602369,0.128506646,0.013693104,0.100915164,0.127498806,-9.29E-05,0.074551754,0.019865939,-0.027471019,0.013645148,0.095077164,0.075374372,0.027636787,0.062224358,-0.013816159,0.094837345,-0.006949218,0.020478455,0.04801207,0.095821708,-0.03426953,0.048003264,-0.041218709,-0.000201514,0.047826059,-0.082903005,-0.041143335,-0.048220202,0.006719818,0.067654476,0.068070598,0.020047171,0.095081337,0.020437105,-0.01364607,0.020624073,9.81E-05,-0.034391724,-0.013694922,0.118397772,-0.027471019,0.048433453,0.068432525,-0.102319285,0.048144385,0.006607963,-0.020598922,-0.006908707,-0.061669342,-5.70E-05,0.033995993,-0.075623348,0.054853268,-0.034324184,0.034209572,0.027243676,0.02717304,0.020538306,-7.79E-05,0.020484371,0.013785092
350,0.020250617,-0.020499172,-0.006863933,0.136637688,0.146130443,0.027056837,0.046600059,0.066735923,-0.020703334,0.033777639,0.154186904,-0.054502062,0.026597286,0.019701017,0.053598009,0.07968428,0.013405649,0.120545566,0.052961707,0.086779363,0.073481299,0.085857026,0.145517483,0.053347401,0.086886957,0.053456955,0.046712957,0.128207877,0.146584064,0.012951532,0.162823945,0.23697339,0.114594609,0.16689764,0.364632815,0.468800187,0.634708285,3.234840393,17.83027649,41.60932541,63.57342911,53.37120438,28.31740189,9.216075897,2.311450005,1.08870542,0.904403031,0.599337697,0.595744789,0.465326041,0.38165313,0.616789699,0.32808575,0.388036817,0.385424882,0.322233438,0.279200107,0.416417986,0.604932547,1.048269272,2.492351532,4.502571106,8.24210453,10.06518364,9.058053017,7.461937428,4.694886684,2.351733208,1.001392007,0.549582839,0.236015335,0.198384658,0.170427173,0.204341888,0.171160489,0.034187175,0.094760932,0.061090268,0.074520536,0.013594212,0.074653856,0.012848036,0.161538109,0.075001992,0.109523728,0.012835583,-0.027471019,0.019930368,0.1092484,0.121644109,0.087283738,0.129503071,0.113809928,0.066717543,0.188101381,-0.060874052,0.127743512,0.040779978,0.006641442,0.060475558,-0.000326058,0.08071018,0.034089327,0.040594622,0.006377717,-0.000199098,0.089184672,0.088938631,0.020606237,0.048435546,0.088510558,-4.33E-05,0.048350267,-0.020597175,0.034283638,0.082790159,0.006880967,-0.048253983,0.068558827,0.164984703,0.040920012,0.020674685,0.034436129,0.000186335,0.061646983,-0.013760462,0.061510347,0.082772687,-0.03439153,0.055454597,-0.006797617,-0.041225702,-0.068887748,-0.041230813,0.01333254,-0.013682004,0.109761536,-0.048069473,-0.013711223,0.144585595,0.040898971,-0.048060283,-0.068566062,-0.006784931,0.067867599,-0.095645241,-0.034418743,-0.007042427,-0.048167527,0.034854561,0.013548171,0.02777989,-0.034334436,-0.061903432,0.006758438,-0.020570375,-0.04129893,-0.027471019,7.70E-05,0.061752185,-0.172040373,0.020440059,-0.034305401,-0.006871291,0.000323553,0.096780889
355.0700073,0.018237261,0.001895832,0.104858905,0.043912932,-0.009707978,0.09797731,0.051474266,0.013068741,-0.010395683,-0.044709526,0.041218944,0.034371205,-0.01029902,0.057581313,0.030053472,0.116499215,0.047591045,0.047396526,0.070028402,0.091806494,0.047412477,0.108134463,0.08113578,0.035733566,0.157360122,0.04155162,0.08779677,0.024511537,0.076430485,0.030269036,0.082539342,0.110796139,0.141201288,0.175054178,0.233851507,0.14658834,0.216495171,0.383363426,0.355384052,1.196428895,6.909050465,24.1839695,52.01942825,71.29125214,51.83439636,21.70927429,6.279430389,1.792496562,0.865062237,0.753872573,0.564444125,0.541347384,0.383105904,0.326328576,0.44007495,0.363284171,0.360577106,0.300855368,0.268845946,0.295177758,0.275183618,0.254865348,0.805402875,1.657688022,3.274385214,5.752301693,8.255417824,9.355766296,8.140303612,5.572410583,3.072000265,1.367147684,0.719113469,0.418998986,0.213197216,0.201877341,0.123748913,0.095895112,0.111604586,0.082940176,0.094960816,0.036325946,0.018961782,0.054085068,0.133427247,0.058992282,0.104212642,0.070857398,0.094305523,0.089323439,0.099911615,0.071056284,0.071693085,0.024737095,0.059185594,0.070309363,-0.027471019,0.047802709,0.025150711,0.100163624,0.08223635,0.070634961,0.030968869,0.048424542,0.019448703,0.18822588,0.025352085,0.119240001,0.048635155,0.067491792,0.101535499,0.001924492,0.025578437,0.007864876,0.013762208,0.071527928,0.025706956,0.042966813,0.002136152,0.131736472,0.002164757,-0.009734442,-0.033345804,-0.009821158,0.014075706,-0.068778947,-0.033359848,-0.021628533,-0.021518603,0.067180574,0.037709922,0.031512812,-0.015685793,0.031328298,-0.009784946,0.013781892,-0.01569419,0.026018901,-0.027471019,0.03139545,-0.06908121,-0.057366386,0.007517463,0.037626594,0.007721661,-0.074342631,-0.003778687,-0.003779389,-0.045075618,-0.021553298,-0.015753871,0.02596047,0.001874804,0.001979031,-0.039266534,-0.062719516,-0.074562803,-0.033368878,0.014249535,0.06164071,0.008127572,-0.004032329,-0.021603268,-0.009770861,0.054530762,-0.003542852
360,-0.047519296,0.013024485,0.058481827,0.04222025,0.07996922,0.024622748,0.041257776,0.012966024,0.032595053,0.037310243,0.004319547,0.028586386,0.008552903,0.040429033,0.017663853,0.016768938,0.025069943,-0.007192638,0.016315481,0.03384532,0.073422492,-0.003535548,0.061790787,0.07312572,0.037762411,-0.015187063,0.054083072,0.021082686,0.075012356,0.067447536,0.038456708,0.055124454,0.101958916,0.100512862,0.107237145,0.091969833,0.112632334,0.132756427,0.170920357,0.343785673,0.296852022,0.67000562,2.36117816,14.74766636,38.47756958,66.07190704,67.52944946,39.43913269,12.49917412,2.417526245,0.960703015,0.69355309,0.559257627,0.470268577,0.392530978,0.370365769,0.406671613,0.358411491,0.31246376,0.304616988,0.194457129,0.177253515,0.161571249,0.236169234,0.342693716,0.540378571,1.374736428,2.931779385,5.45659256,7.858119011,8.824259758,8.047820091,5.785805702,3.49064374,1.64643383,0.834718227,0.406665474,0.335159868,0.217383951,0.190909177,0.113318637,0.154373467,0.10756734,0.074698649,0.046152227,0.021600107,0.09071447,0.066237472,0.062998064,0.06065356,0.021788651,0.030284518,0.022704596,0.01726898,0.085182473,0.050333418,0.042701811,0.066805184,0.068986475,0.022574855,0.035370685,0.050930582,0.039890312,-0.019237246,0.030186282,0.064311527,0.060505524,0.055627905,0.085924327,0.023692744,-0.014996488,0.059892468,0.014491836,0.018162476,0.031126982,0.035412036,0.039789222,0.068652689,0.0352249,0.026883626,-0.015069508,-0.002347074,0.018361742,0.005988346,-0.027471019,0.047686815,-0.010682778,0.00626518,0.014040498,-0.002190512,0.031910144,0.048873924,-0.00226496,0.080947235,0.01803693,-0.002393801,0.002038699,0.006237606,0.048332177,0.027370656,0.036545366,0.010439841,0.030800885,-0.023228409,-0.048645169,-0.010603275,-0.002210412,-0.048473246,0.001887457,-0.031726301,-0.052466437,0.006223122,-0.002178576,-0.010656666,-0.002157554,-0.102939554,0.018953258,0.036939561,0.049129941,-0.010577487,-0.002062147,0.019242475,-0.014824104,-0.019124053,-0.073579662,-0.027471019
365.0700073,0.000807581,0.067143366,-0.00292542,0.001404725,0.051471464,0.012921108,0.008635568,-0.00755205,0.000414316,-0.035540905,0.036783427,0.084382676,0.008456407,0.056561247,0.045346871,-0.003260581,0.001039781,0.03693033,0.041231394,0.032858133,0.032786399,-0.011481125,0.073753387,0.036214374,0.012621516,0.045008503,0.008555496,0.041399509,0.08575774,0.057871938,0.037375353,0.065701835,0.084805176,0.126984194,0.086355209,0.057337031,0.082584821,0.150118768,0.156484097,0.214494526,0.189650819,0.195564568,0.256032288,0.391374648,1.041884899,6.954048634,31.31118202,64.4083786,75.10369873,44.7226944,17.7815361,4.801812172,1.159258485,0.819660008,0.560506701,0.483088672,0.492439926,0.385129213,0.378235102,0.375489503,0.250481635,0.201317996,0.202315927,0.28895998,0.219055012,0.196485713,0.215897188,0.231936619,0.485362113,1.323695421,2.891634941,5.281571865,7.512414455,8.686589241,7.888400078,5.642205715,3.003275633,1.493035316,0.737732828,0.400135249,0.285295546,0.245017394,0.176908419,0.147624671,0.033585496,0.045679793,0.087428585,0.042207964,0.069112733,0.07141079,0.094277285,0.00110741,0.029517388,0.070206694,0.107797056,0.037328869,0.078307323,-0.00278149,0.086026236,0.054226317,0.013388833,-0.003083751,0.07168451,0.021813331,0.079274476,0.001218211,0.025504148,0.013698017,0.059742987,0.009751981,0.063641757,0.025689365,0.026251541,0.034492224,0.00534034,0.009551546,0.088206597,0.021954814,0.022213073,0.030132195,0.038340643,0.063094147,0.046805404,0.018007768,0.021953395,0.092160016,-0.056349382,0.00955124,-0.015059452,-0.002646344,0.001395438,0.060014397,0.001300164,0.046144694,0.001475653,0.014189398,0.009844115,-0.015158881,-0.014995087,0.010280343,0.029996471,0.001495538,0.00585912,0.038231738,0.001662023,0.009965496,-0.010768719,-0.019174192,-0.006902929,-0.060696095,0.042617626,0.001499373,0.009720141,0.034887634,-0.002656301,-0.027471019,0.03063835,0.009929249,0.01395932,0.005479267,0.014181415,-0.0441112,0.072530642,-0.048174437,0.001594042,-0.047986701
370,0.018639022,-0.079101689,-0.033210985,-0.021766903,0.006701825,0.006726174,-0.004826603,0.000904053,0.006582161,0.006178433,0.000702916,-0.010492226,0.096569084,-0.083653003,-0.016182553,0.034194052,-0.021856289,0.011644742,-0.03306599,0.017779643,-0.055550653,-0.033104248,-0.021854872,0.006179942,0.028570229,-0.021890288,0.022863707,0.061650082,0.056559294,0.062231168,-0.005069336,0.113114268,0.074459426,0.090739608,0.006385585,0.006318664,0.034062967,0.108986437,0.102032036,0.113749579,0.108104587,0.141544968,0.101914003,0.248896703,0.290227056,0.419773906,0.649569452,2.96792841,18.88239098,46.81517792,72.28768921,66.9499588,34.29669952,10.42606163,1.938311815,1.038765311,0.575220227,0.57764703,0.511484087,0.332348406,0.300780088,0.353724122,0.287367463,0.260139734,0.232810095,0.295308739,0.225014552,0.209410265,0.204274759,0.193586096,0.199348062,0.369325161,1.062803745,2.282784224,4.033990383,6.406707764,7.729661465,7.330543518,5.474957943,3.437026262,1.867585897,0.921295583,0.544261396,0.33179608,0.233231977,0.177094191,0.147785068,0.103397444,0.046276964,0.074911065,0.149216488,0.063710056,0.109410599,0.023573695,0.024290303,0.063597441,0.091715783,0.034619749,0.006571149,0.046378769,0.023837635,0.035653412,0.097598612,0.029682616,0.05336085,-0.010421496,0.052643426,0.001221409,-0.015933599,0.035711423,0.058513999,0.063527003,-0.004650129,0.052626006,0.069088615,0.041590944,0.035182051,-0.027471019,0.046892032,-0.021751864,-0.056151271,0.058448978,0.001032002,0.0920958,0.012624295,0.018268095,-0.044738598,-0.027471019,0.052865013,0.024403675,0.001129992,-0.016061811,0.087883204,0.012904825,0.08103469,0.006679265,-0.010181049,0.012471007,0.023975482,0.012431161,0.018741036,0.02985101,-0.01017407,0.007070104,0.093558073,-0.004296584,0.012889458,-0.004362589,0.041991912,0.01307931,-0.044665065,-0.027471019,-0.01009432,0.064412236,0.047503166,0.012761412,-0.085110568,0.070241354,0.030244043,0.08191549,-0.038924985,-0.039043218,-0.050539467,-0.096582308,-0.021707762,0.018521326
375.0700073,-0.01106951,-0.000476385,0.02130471,0.055209145,-0.011330793,-0.048616134,0.026127594,0.026070485,0.009738484,-0.048949145,-0.005951412,-0.027471019,0.051305525,0.014839338,-0.006432449,0.004217336,-0.016709536,0.009632768,-0.027471019,0.015234141,0.004201783,-0.016858801,0.009175895,-0.006478382,-0.074598841,-0.022230644,-0.075358137,0.019889427,0.014984841,0.051515006,0.014929259,0.063545637,0.099445283,-0.027471019,0.099456698,0.066914611,0.05658599,0.009973349,0.045997806,0.106703132,0.109998375,0.078445472,0.088263631,0.113703981,0.16536285,0.192683607,0.1965013,0.339399546,0.533440828,1.142982841,8.127746582,30.67788696,61.32254791,86.8442688,45.64974594,17.99438667,4.968214989,1.096517563,0.590365291,0.699909866,0.41458267,0.323083788,0.307835132,0.239678666,0.289649755,0.330940425,0.22814317,0.250173271,0.225902006,0.206201136,0.125546321,0.169546038,0.111834601,0.148162723,0.25412333,0.774279058,1.616829634,3.368313551,5.366877556,6.5672369,6.90984726,5.742108822,3.725663185,2.165743828,0.927914083,0.487798512,0.283899933,0.143600747,0.181529954,0.128335744,0.112836689,0.090554096,0.053141207,0.154643208,0.100106448,0.06432312,0.086138293,0.031896025,0.042681322,-0.038243979,0.079045676,0.059428826,0.041627929,0.036905967,0.010017464,-0.011416992,-0.016616791,0.037124984,0.112104565,0.096870773,0.091161899,0.106801152,0.031749636,0.090828262,0.020829862,0.004796067,0.058858208,0.032092109,0.004998622,0.015489383,0.080723643,0.063962221,0.010324528,-0.086561881,-0.01126794,0.048141308,-0.065208696,0.004851168,-0.016626149,-0.043564059,-0.054373134,0.026111221,-0.032844532,-0.016667917,-0.032886464,0.015959093,0.005193418,-0.011150438,0.021393692,-0.005791977,-0.005756319,-0.011310013,-0.027471019,0.053711429,0.064226076,-0.059941188,0.015932465,-0.043731004,0.020905154,0.048844054,0.005236866,0.026819861,-0.011316104,-0.043700483,0.04264386,-0.043812312,0.010486027,-0.022060964,0.02193881,-0.011239272,-0.049229659,-0.000322042,0.015969468,0.059117965,-0.075968146,-0.038416967
380,0.031110497,0.027598092,-0.018281277,-0.041448303,-0.036598437,0.008415168,-0.000122836,0.004579091,0.012731245,0.021822514,-0.077802293,-0.000395451,-0.00954658,-0.027471019,-0.01845661,-0.031928975,-0.000282574,-0.027471019,0.025925441,-0.009400908,-0.005352216,0.012908729,0.025872743,-0.0097069,0.026649343,0.057729244,-0.04084048,-0.054784842,0.035223499,0.030396262,-0.058820382,0.063031219,0.039235674,0.061839014,0.004045179,-0.040954892,0.077694811,0.01315278,0.042541362,0.041033395,0.012933744,0.038662173,0.074441843,0.021209517,0.083442912,0.043692276,0.101412714,0.198562622,0.203605622,0.221942201,0.416592687,0.704830229,3.212582827,25.38983345,48.18680954,68.70782471,60.39939499,25.39568901,7.776550293,1.988909721,0.612780035,0.556985199,0.370443761,0.398702323,0.323747456,0.303381681,0.232432172,0.184842259,0.275692314,0.19795832,0.153841123,0.235217258,0.197646722,0.114326879,0.195360586,0.177676812,0.182410374,0.3707892,0.789757431,1.68647933,2.940201521,4.512084961,5.929770947,6.22388792,5.224859238,3.905423164,1.99488759,1.097925067,0.386654794,0.255250663,0.143373847,0.118316174,0.145046875,0.058834948,0.131645203,0.073662125,0.108582169,0.035776943,0.087515913,0.013274902,0.045723364,0.080842003,-0.041025195,-0.013902314,0.068198346,0.009049824,-0.018359359,0.095134757,0.050243974,0.050083369,0.026979892,0.022877296,-0.009373846,-0.008988695,0.00433545,0.004668409,-0.032002077,0.018499231,0.013628436,-0.004584791,-0.009235073,0.040393375,0.063917026,0.018269407,-0.018340059,-0.004630582,-0.013940074,0.013639702,-0.004527345,0.032093152,-0.018360272,-0.009182628,-0.036531657,-0.036673021,0.036051005,-0.013884616,-0.027471019,-0.009319728,-0.004566653,0.040919386,-0.00014426,-0.027471019,-0.022856707,-0.018312419,0.027307993,-0.009147778,-0.013865453,0.004613021,0.022955542,0.037510462,-0.022834305,-0.059740387,-0.027471019,-0.022851292,-0.018344684,-0.073198058,-0.036627438,-0.008889357,-0.050605137,0.009464787,-0.036560111,-0.041263741,-0.04122296,-0.02283581,-0.06884367,-0.082641147
