Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_CTL3-L224_EM_270.00,ELA_CTL3-L224_EM_272.00,ELA_CTL3-L224_EM_274.00,ELA_CTL3-L224_EM_276.00,ELA_CTL3-L224_EM_278.00,ELA_CTL3-L224_EM_280.00,ELA_CTL3-L224_EM_282.00,ELA_CTL3-L224_EM_284.00,ELA_CTL3-L224_EM_286.00,ELA_CTL3-L224_EM_288.00,ELA_CTL3-L224_EM_290.00,ELA_CTL3-L224_EM_292.00,ELA_CTL3-L224_EM_294.00,ELA_CTL3-L224_EM_296.00,ELA_CTL3-L224_EM_298.00,ELA_CTL3-L224_EM_300.00,ELA_CTL3-L224_EM_302.00,ELA_CTL3-L224_EM_304.00,ELA_CTL3-L224_EM_306.00,ELA_CTL3-L224_EM_308.00,ELA_CTL3-L224_EM_310.00,ELA_CTL3-L224_EM_312.00,ELA_CTL3-L224_EM_314.00,ELA_CTL3-L224_EM_316.00,ELA_CTL3-L224_EM_318.00,ELA_CTL3-L224_EM_320.00,ELA_CTL3-L224_EM_322.00,ELA_CTL3-L224_EM_324.00,ELA_CTL3-L224_EM_326.00,ELA_CTL3-L224_EM_328.00,ELA_CTL3-L224_EM_330.00,ELA_CTL3-L224_EM_332.00,ELA_CTL3-L224_EM_334.00,ELA_CTL3-L224_EM_336.00,ELA_CTL3-L224_EM_338.00,ELA_CTL3-L224_EM_340.00,ELA_CTL3-L224_EM_342.00,ELA_CTL3-L224_EM_344.00,ELA_CTL3-L224_EM_346.00,ELA_CTL3-L224_EM_348.00,ELA_CTL3-L224_EM_350.00,ELA_CTL3-L224_EM_352.00,ELA_CTL3-L224_EM_354.00,ELA_CTL3-L224_EM_356.00,ELA_CTL3-L224_EM_358.00,ELA_CTL3-L224_EM_360.00,ELA_CTL3-L224_EM_362.00,ELA_CTL3-L224_EM_364.00,ELA_CTL3-L224_EM_366.00,ELA_CTL3-L224_EM_368.00,ELA_CTL3-L224_EM_370.00,ELA_CTL3-L224_EM_372.00,ELA_CTL3-L224_EM_374.00,ELA_CTL3-L224_EM_376.00,ELA_CTL3-L224_EM_378.00,ELA_CTL3-L224_EM_380.00,ELA_CTL3-L224_EM_382.00,ELA_CTL3-L224_EM_384.00,ELA_CTL3-L224_EM_386.00,ELA_CTL3-L224_EM_388.00,ELA_CTL3-L224_EM_390.00,ELA_CTL3-L224_EM_392.00,ELA_CTL3-L224_EM_394.00,ELA_CTL3-L224_EM_396.00,ELA_CTL3-L224_EM_398.00,ELA_CTL3-L224_EM_400.00,ELA_CTL3-L224_EM_402.00,ELA_CTL3-L224_EM_404.00,ELA_CTL3-L224_EM_406.00,ELA_CTL3-L224_EM_408.00,ELA_CTL3-L224_EM_410.00,ELA_CTL3-L224_EM_412.00,ELA_CTL3-L224_EM_414.00,ELA_CTL3-L224_EM_416.00,ELA_CTL3-L224_EM_418.00,ELA_CTL3-L224_EM_420.00,ELA_CTL3-L224_EM_422.00,ELA_CTL3-L224_EM_424.00,ELA_CTL3-L224_EM_426.00,ELA_CTL3-L224_EM_428.00,ELA_CTL3-L224_EM_430.00,ELA_CTL3-L224_EM_432.00,ELA_CTL3-L224_EM_434.00,ELA_CTL3-L224_EM_436.00,ELA_CTL3-L224_EM_438.00,ELA_CTL3-L224_EM_440.00,ELA_CTL3-L224_EM_442.00,ELA_CTL3-L224_EM_444.00,ELA_CTL3-L224_EM_446.00,ELA_CTL3-L224_EM_448.00,ELA_CTL3-L224_EM_450.00,ELA_CTL3-L224_EM_452.00,ELA_CTL3-L224_EM_454.00,ELA_CTL3-L224_EM_456.00,ELA_CTL3-L224_EM_458.00,ELA_CTL3-L224_EM_460.00,ELA_CTL3-L224_EM_462.00,ELA_CTL3-L224_EM_464.00,ELA_CTL3-L224_EM_466.00,ELA_CTL3-L224_EM_468.00,ELA_CTL3-L224_EM_470.00,ELA_CTL3-L224_EM_472.00,ELA_CTL3-L224_EM_474.00,ELA_CTL3-L224_EM_476.00,ELA_CTL3-L224_EM_478.00,ELA_CTL3-L224_EM_480.00,ELA_CTL3-L224_EM_482.00,ELA_CTL3-L224_EM_484.00,ELA_CTL3-L224_EM_486.00,ELA_CTL3-L224_EM_488.00,ELA_CTL3-L224_EM_490.00,ELA_CTL3-L224_EM_492.00,ELA_CTL3-L224_EM_494.00,ELA_CTL3-L224_EM_496.00,ELA_CTL3-L224_EM_498.00,ELA_CTL3-L224_EM_500.00,ELA_CTL3-L224_EM_502.00,ELA_CTL3-L224_EM_504.00,ELA_CTL3-L224_EM_506.00,ELA_CTL3-L224_EM_508.00,ELA_CTL3-L224_EM_510.00,ELA_CTL3-L224_EM_512.00,ELA_CTL3-L224_EM_514.00,ELA_CTL3-L224_EM_516.00,ELA_CTL3-L224_EM_518.00,ELA_CTL3-L224_EM_520.00,ELA_CTL3-L224_EM_522.00,ELA_CTL3-L224_EM_524.00,ELA_CTL3-L224_EM_526.00,ELA_CTL3-L224_EM_528.00,ELA_CTL3-L224_EM_530.00,ELA_CTL3-L224_EM_532.00,ELA_CTL3-L224_EM_534.00,ELA_CTL3-L224_EM_536.00,ELA_CTL3-L224_EM_538.00,ELA_CTL3-L224_EM_540.00,ELA_CTL3-L224_EM_542.00,ELA_CTL3-L224_EM_544.00,ELA_CTL3-L224_EM_546.00,ELA_CTL3-L224_EM_548.00,ELA_CTL3-L224_EM_550.00,ELA_CTL3-L224_EM_552.00,ELA_CTL3-L224_EM_554.00,ELA_CTL3-L224_EM_556.00,ELA_CTL3-L224_EM_558.00,ELA_CTL3-L224_EM_560.00,ELA_CTL3-L224_EM_562.00,ELA_CTL3-L224_EM_564.00,ELA_CTL3-L224_EM_566.00,ELA_CTL3-L224_EM_568.00,ELA_CTL3-L224_EM_570.00,ELA_CTL3-L224_EM_572.00,ELA_CTL3-L224_EM_574.00,ELA_CTL3-L224_EM_576.00,ELA_CTL3-L224_EM_578.00,ELA_CTL3-L224_EM_580.00,ELA_CTL3-L224_EM_582.00,ELA_CTL3-L224_EM_584.00,ELA_CTL3-L224_EM_586.00,ELA_CTL3-L224_EM_588.00,ELA_CTL3-L224_EM_590.00,ELA_CTL3-L224_EM_592.00,ELA_CTL3-L224_EM_594.00,ELA_CTL3-L224_EM_596.00,ELA_CTL3-L224_EM_598.00,ELA_CTL3-L224_EM_600.00
275.0700073,10.74920368,35.257267,73.31617737,83.56069183,63.26216888,20.05157852,6.781534195,2.804130077,2.795321703,3.1828475,3.888800859,4.475518703,5.351816654,6.383671284,8.460055351,14.00201988,18.52403641,21.33118248,18.86713409,14.84164619,11.09060192,9.934064865,9.149614334,8.570829391,8.66511631,8.58736515,8.392269135,8.757708549,8.423252106,8.558568001,8.522681236,8.43916893,8.679389954,8.721227646,8.92851162,9.116402626,8.939288139,9.041323662,9.127488136,9.408384323,9.946405411,9.932839394,9.912862778,10.50378132,10.77106094,11.08567524,11.31519508,12.09313297,12.08398247,12.94658756,12.62140846,13.29919815,14.28659916,15.30319405,15.72697353,16.56792259,17.12251472,17.3987484,17.95100594,18.19681549,17.13638306,17.90450096,19.41877937,19.33887482,20.60133362,21.06176949,22.54718208,23.19727898,23.45256042,23.49676895,25.43732643,25.63187981,25.17537498,27.00926018,26.93307304,27.29067993,28.06911278,28.18070793,27.69272995,28.19860268,28.50244713,29.42589951,28.81753731,28.99272537,29.08445549,28.61358833,29.0592308,28.85327339,28.69895744,27.89579391,28.46071434,28.48772621,28.74600983,28.9213047,28.49545097,26.46905708,26.61368179,26.66905594,26.36800003,26.28461838,26.66182518,25.49118423,25.46460152,25.08239174,24.82049942,24.50952148,24.22065353,23.56241226,23.5630188,23.29671478,22.66291428,21.71028519,21.46972466,20.55401421,20.7367878,20.91434288,19.80166054,18.96434212,19.04919243,18.21200752,17.0655632,17.44820023,17.05501747,16.48254967,15.77332878,14.87921906,14.45917416,14.12614059,14.07373619,13.13215828,12.87057686,12.42059422,11.89970207,11.87758732,11.28949165,11.00199699,10.35896206,10.29646683,9.783747673,9.120245934,8.761206627,8.452391624,7.963527203,7.956658363,7.571491241,7.203466415,7.290694237,6.657819748,6.654351711,6.284853458,5.669473171,5.427937984,5.338991642,4.907407284,4.967012405,4.613312721,4.527031422,4.288464546,4.001121044,3.933591843,3.745167494,3.401314735,3.399082422,3.158531666,3.150400639,3.026470661
280,0.710394323,1.060773373,3.505996943,15.50195599,45.48486328,69.61994934,70.01638794,44.09390259,15.99970722,5.532457352,3.913430929,4.032282829,4.686124802,5.187317848,5.939511776,6.395633698,6.799004078,9.165779114,13.04965878,18.98076057,21.47945786,20.17645073,16.4380722,12.74889946,10.36244678,9.05906105,8.66258049,8.820638657,8.893559456,9.172750473,8.976940155,8.999054909,8.792523384,8.68017292,9.910744667,9.5402565,9.483502388,9.87665844,9.926066399,10.05697346,10.15321541,9.976376534,10.81090736,10.56275082,11.28835201,11.63423729,11.41645718,12.2394743,12.57408524,12.7981348,13.55774117,13.69938278,14.32215977,15.55005169,16.02005005,15.76606274,16.97346497,17.79559708,18.08394814,18.8575058,17.38783073,18.14170837,19.28704834,19.90656281,20.82356644,21.52253342,22.21234322,23.1878109,23.34820366,23.43372154,24.81708527,25.32707214,25.8910656,26.06016159,26.56594086,26.27985001,26.76688766,27.56249046,27.33185387,27.02397919,26.93083191,27.65172005,26.44911003,26.5161705,26.93209839,27.05920029,26.74474335,27.24262428,26.87251091,25.99466896,26.51302338,25.92804909,26.34805298,26.37892532,26.16357803,24.49522018,24.6472683,24.30133629,23.93714333,24.48604774,23.78227615,23.42218018,23.6973381,23.51640892,22.5959549,22.21068573,22.81459999,22.10692787,21.12332153,21.32884407,20.6726265,19.72253609,19.57562447,19.60584641,19.19690514,18.63279343,17.99056625,17.56695938,17.87508774,16.52481079,15.8663826,16.0804615,15.11427307,14.76364231,14.63924789,13.99640751,13.56186581,13.2763195,12.77372551,12.34686565,12.22312737,11.50076199,10.92049408,11.08562088,10.76961231,10.05127716,9.42125988,9.292664528,8.918866158,8.56129837,8.367119789,7.963861465,7.261278629,7.373966217,7.0676651,6.748757839,6.049803257,6.264272213,6.12277174,5.662743568,5.091800213,5.134236336,4.780023098,4.613961697,4.46630621,4.489462376,3.859544039,4.2758708,3.852356434,3.540207624,3.513649702,3.235798597,3.233366489,3.072291374,3.16559577,2.816173553
285,0.449434817,0.431603968,0.555357993,0.822765529,1.559190989,7.610948563,27.91037369,62.95700073,82.16622162,63.8146286,26.78698921,8.900928497,4.164374828,3.970925331,4.361551762,4.615922451,5.203555107,5.195697308,6.079362392,6.649305344,8.90152359,12.52443981,17.73457146,20.74663162,19.72868729,14.03475571,11.30700302,9.068183899,7.960737705,8.180145264,8.5296278,8.631853104,8.758818626,9.108904839,9.083540916,9.163851738,9.245675087,9.749885559,9.323345184,9.715648651,10.4014883,10.3401413,11.21440887,10.92454338,11.38009167,11.65444565,12.21297264,12.53674603,12.90529919,13.52687073,13.65003872,14.18481064,15.04152775,15.42364788,16.58284378,16.97976112,17.48724365,18.09217834,19.09447098,19.90821266,18.42732048,18.73185158,19.63170624,20.55946159,21.25338936,22.05952644,23.59963989,23.66893578,24.45405388,24.62526321,25.14522552,25.84677505,25.87121773,27.05818176,27.29438019,27.59506226,26.88664055,27.44510651,27.19743347,27.3602562,27.72947884,26.9952507,26.65365601,26.85856056,25.9254818,26.43049622,26.10918617,25.64076996,25.84644699,24.94544983,25.08699036,25.43992233,25.6489296,25.00455856,24.64000511,23.33524895,23.53060532,23.26875114,23.04568863,22.99360847,23.18809509,22.23698425,22.10224533,22.116045,21.67790985,21.09070206,20.97842216,20.73269463,19.50121307,19.8831749,19.28951454,19.15906334,18.22703934,18.18479729,17.3476181,16.64270782,16.83826065,16.54409218,15.71423817,15.65164089,14.65090942,15.05909348,14.18768597,13.58281422,13.21396542,13.198946,12.79982471,12.21891308,11.76902962,11.41956711,11.1576128,10.68635178,10.21632862,9.860528946,9.403108597,9.391752243,9.154807091,8.462802887,8.618546486,7.521807671,7.586616039,7.495481014,6.998550415,7.038014889,6.336777687,6.532642841,6.151213169,5.93631649,5.655966759,5.354769707,4.883523464,4.875644207,4.516084194,4.409008503,3.900200605,4.218102455,3.820629597,3.589293003,3.694271326,3.534316063,3.302393198,3.030711651,2.918603897,2.89944911,2.740953922,2.710464954
290,0.326879621,0.390449733,0.360576183,0.497107267,0.60579896,0.668720484,1.094252229,4.253733635,21.20153427,53.62930298,86.49978638,78.72245026,42.43725204,15.030159,4.908750057,3.435012817,3.623530149,3.660302162,4.064953327,4.258551598,4.521914482,4.845810413,6.147451878,7.904697418,11.49666977,15.84471893,17.94338989,16.88383865,13.00457001,9.798061371,8.317957878,7.587963104,7.931556702,7.633435726,8.077401161,8.434030533,8.663781166,8.860163689,8.912308693,9.356339455,9.757027626,10.14315891,10.34026146,10.48335838,11.23082256,11.29793835,11.99020004,12.71317959,13.2011261,13.97394943,13.76018143,14.4601984,15.74419022,16.1486187,16.51044273,17.26472855,17.99650764,18.97484016,19.08075142,20.96086502,18.67796516,19.28827286,20.80175018,21.47652245,21.98556137,22.7025795,23.37397575,24.20251083,25.02049065,26.07458305,25.97958565,26.55603027,26.68644905,26.61747551,27.87441444,27.95922852,27.68877983,28.70846176,27.3416214,28.29411125,27.83406639,27.57787895,26.75516319,26.64863205,26.71856689,25.74115944,25.84173393,25.61083031,25.38422966,25.17103386,25.30340385,25.02108002,25.12452888,24.74371147,24.05666542,22.44791412,22.25888062,22.75244331,22.51500702,22.121521,22.17438126,21.44470978,21.46633148,21.16380882,20.40842628,20.2841053,19.56852722,19.6871357,18.85619926,18.39355659,17.94849777,17.53317451,17.48863983,16.78393364,16.33053398,16.22535515,16.08445358,15.15014267,14.91790771,15.18591309,14.29019547,13.82464886,13.25014877,13.11091518,12.52640438,12.2068615,11.59188843,11.63807774,11.38383102,10.68777657,10.26111984,10.11585808,9.641716957,9.321180344,8.716304779,8.890555382,8.582027435,8.154185295,7.921062469,7.550030708,7.29757452,6.99893713,6.503014565,6.582668781,6.273436546,5.876178741,5.756033897,5.624055386,5.327847481,4.712226391,4.417804718,4.435746193,4.429023266,4.269604683,4.119662285,3.829177618,3.653670073,3.539618731,3.389147758,3.364299297,3.192178726,3.075077057,2.780695677,2.764621735,2.408737421,2.363049269
295,0.206251845,0.260288298,0.329808652,0.293474466,0.403824657,0.292145908,0.526130617,0.588230431,0.74858433,1.736673474,11.35202122,37.57627106,75.24339294,94.23914337,74.00045013,29.34620285,8.887363434,3.422400236,2.452743769,2.653241396,2.795099497,3.244127512,3.491141558,3.599713802,3.712661266,4.402682781,6.046888828,9.562332153,14.81311893,16.98248672,16.42837143,13.06620598,9.793568611,7.655249119,7.169191837,7.324710846,7.283307552,7.987987518,8.040934563,8.090101242,9.084918976,9.050630569,9.556567192,10.10385704,10.33999634,11.24968815,11.4129734,12.23214817,12.99745464,13.48936749,13.9370594,14.70215511,15.38026619,16.55106926,17.52040291,18.04162979,19.08051109,19.68174553,20.5729332,21.29299927,19.78622055,20.73315239,22.38491821,22.97590828,23.57442284,24.24714279,25.15955162,25.77025604,26.43756294,27.28319168,27.21026421,27.04039001,29.13202286,29.09168625,28.82536316,29.52932358,30.01776695,28.96447754,29.31567383,28.98732567,29.18175507,28.42132187,27.85170555,27.29827309,27.80235672,27.15348625,26.55048752,27.32568932,26.30200958,25.78084755,25.26212502,25.31082916,24.90263176,24.67196655,24.50748634,22.52667046,22.99213982,22.27088547,22.43507195,22.19526291,21.24777603,21.19523239,21.45838547,20.69540024,20.24805069,20.23987007,18.93179512,19.24363136,19.11928177,18.08319664,17.71413994,17.33285141,16.93562889,16.56834412,16.26148033,15.50246239,15.37413216,15.11817646,14.49590206,13.71364307,13.7347641,12.79220772,13.12924671,12.35194969,12.23081303,11.3718996,11.4507122,10.84500694,10.58753109,10.40384102,9.726468086,9.495435715,9.431110382,9.121162415,8.540194511,8.358473778,7.988388062,7.972079277,7.420462132,7.246947289,6.993378639,6.739159584,6.285263538,6.198643208,5.793710709,5.587394714,5.50490284,5.364026546,5.114758968,4.868711948,4.391125679,4.22526598,4.057531834,3.863148689,3.675342083,3.542459726,3.623952627,3.245544195,3.165013313,2.879671335,2.78759551,2.914716244,2.819396496,2.569174528,2.557529688,2.270416498
300,0.206942052,0.244551569,0.186126694,0.213564962,0.299920112,0.234273285,0.290304363,0.389753014,0.396036416,0.573337913,0.705393553,1.233119965,5.090064526,25.68519783,66.46289063,99.36516571,86.31521606,41.45981216,11.68439674,3.585800171,2.234393597,2.221465588,2.100173712,2.21140027,2.278678179,2.358078718,2.533001423,2.812452793,3.75974822,5.852934837,9.939394951,14.24152946,16.71482277,14.98653984,11.57915115,8.250102043,7.088371277,6.678852081,6.798537731,6.964818954,7.498867512,7.944392204,8.452980042,9.328638077,9.758211136,10.04601192,10.61167431,11.58056068,12.61788654,12.88510227,14.22937489,14.47089577,15.690238,15.9516716,17.47620773,18.53889656,19.13797951,19.66916656,21.16843605,21.34824371,19.7299633,21.5198555,22.28524971,22.71172523,25.10155106,25.52654457,26.34819603,27.33288002,28.04632759,28.5047245,29.45930672,29.62045288,30.6601696,30.22699165,30.33161736,30.7610817,30.25502586,31.52352333,31.05103111,30.5089798,29.73167229,29.72459412,29.42279053,28.59264946,28.69301033,28.21645164,27.81665611,27.20618629,27.25313377,26.80205917,26.17312241,25.80411911,26.15331078,25.33329582,25.64022636,23.2277317,22.8904705,23.30129242,22.58068085,22.28357887,22.04372978,21.56672287,21.41487694,20.02215576,20.33750343,20.44179535,18.90465164,18.52507591,18.79671097,17.91959381,17.57705879,16.7879467,16.75286102,16.30009651,15.5276289,15.5887928,14.53468132,14.83259869,14.2241745,13.82722092,13.41830921,12.86961555,12.33548069,12.06523228,11.8031292,11.44508171,11.02795315,10.77480125,10.04033852,10.13075352,9.429796219,9.260251045,8.875823975,8.769359589,8.148536682,8.285612106,7.863837242,7.667761803,7.142781734,6.751423359,6.601486683,6.6419487,6.188248634,5.807973385,5.52325058,5.262150288,5.001692772,5.117167473,4.882840633,4.42064333,3.99532938,3.841032028,3.823673487,3.574101448,3.544350863,3.254940748,3.181450844,3.318307638,2.96304965,3.041009426,2.571172714,2.702682734,2.569983244,2.407253742,2.412048101,2.166302919
305.0700073,0.237855315,0.123074993,0.265692264,0.189817116,0.206181899,0.132879585,0.216684073,0.170462221,0.36747393,0.454581708,0.441714197,0.508353293,0.743296504,0.960053742,2.159704447,11.04089832,43.93405914,81.9004364,98.88412476,70.71398926,25.76600838,7.622499466,2.631988764,1.806929708,1.683908582,1.760267019,1.820251942,1.933002353,2.489497185,2.428164005,2.565058708,3.748675346,4.968506813,8.319428444,12.68430614,15.70911407,15.86154175,12.85672569,9.190811157,7.651108265,7.2326684,7.275841236,7.740528584,8.034237862,8.915511131,9.132430077,10.13763523,11.01612377,11.24638367,12.64981842,13.28726768,13.8042593,14.98059273,16.12802696,16.69640732,18.25831223,18.57940292,19.303545,20.72261429,21.84103584,20.31270218,21.65858459,22.69762611,23.57920456,24.91752434,25.71690941,26.86792946,27.16620827,28.00258255,28.74806023,29.53493309,30.09120941,30.36407852,30.63976479,31.19152832,31.67771721,32.076931,31.25017357,31.48788452,30.88948059,31.20870972,31.48678207,30.19475174,29.44861412,29.6478157,29.06038666,29.45948982,28.08912086,27.9913578,27.32031631,27.18113136,26.69531441,26.65353775,25.98626328,25.52473831,23.74891663,22.98257446,23.5112381,22.21776581,22.95125389,21.71751022,21.81110382,21.04206276,21.05281639,20.18598557,19.47270775,19.68920708,19.2194252,18.50420761,18.40716171,17.56068802,16.41985321,16.98590088,16.16189766,15.38687897,14.74334145,14.56490993,13.94524097,13.80738354,13.33411026,13.03934097,12.61994076,12.53748512,11.55840302,11.37931252,10.86796379,11.28685093,10.00286484,9.924716949,9.578306198,8.778614998,8.869522095,8.79127121,8.314239502,7.782763958,7.390511513,7.537493706,7.196445465,7.040725708,6.537621021,6.472782135,5.917469501,6.010323524,5.663278103,5.237876415,5.014285564,4.90259552,4.779393673,4.888633251,4.708977699,4.069833279,3.844750643,3.599510431,3.625979185,3.824207306,3.334858418,3.0851686,2.96216774,2.983727217,2.744342089,2.436092854,2.506391764,2.240638971,2.14003253,2.078069687,2.009885788
310,0.258169591,0.239768475,0.174213603,0.170624673,0.157527789,0.098791756,0.17319493,0.284781635,0.148112804,0.305563211,0.363806307,0.396913618,0.432859987,0.646230638,0.675577521,0.877488017,1.251885295,3.561529875,19.40904617,57.24975204,101.0316925,95.96833038,57.01739883,18.14985657,4.304449081,2.000617027,1.449167013,1.501381278,1.555974126,1.535732031,1.858908176,2.05593586,2.293699265,2.88021636,3.205834389,4.869261742,7.876139164,12.1659956,15.63670063,16.87357712,14.82450294,11.06191254,8.53670311,7.818842411,8.440419197,8.576506615,9.20720005,10.35897064,11.03655434,11.94919872,12.68106937,12.91271591,14.22532368,15.1102438,16.38518333,17.21541786,18.05498123,19.59561157,20.2018013,20.99022102,19.15207291,20.87846184,22.68340683,24.12593651,24.90027428,26.07039452,27.44524193,27.81970406,28.0061512,29.90962219,29.95749092,30.69656181,31.27279282,31.78794098,31.51963425,32.18345261,31.95661926,32.59860992,32.7708931,31.68013954,31.55358315,31.92091942,31.2122364,30.75861359,30.35533142,30.10420227,29.16434288,28.95863152,29.16403961,28.99180603,28.05526543,28.07159996,28.12121773,27.01967239,26.56653595,25.57234764,23.9334259,24.0397892,24.04460144,23.48733902,23.28334618,22.51681137,22.17429924,21.31947136,20.99322701,21.0017128,19.81722641,19.44483376,18.83429718,18.30009651,17.54206276,17.46809578,17.23887825,16.98668861,15.83703327,15.54692459,15.12917519,14.09335518,14.3144598,13.65026569,13.27124786,12.72703838,12.12717819,11.75544548,11.47804832,10.75422192,10.66261101,10.27877522,10.1063385,9.304086685,9.061104774,9.095423698,8.531916618,8.614017487,8.292413712,7.349252224,7.405652523,7.114442825,6.935203552,6.614177704,6.366177559,6.288959503,6.041475773,5.231783867,5.217297554,4.958943844,4.752420425,4.723601341,4.497407913,4.303583622,4.104074001,3.838199615,3.599342108,3.510225773,3.34282732,2.846046448,3.345620155,3.029736996,2.824901819,2.873767614,2.363203049,2.623793602,2.528682232,2.189309359,2.284737825,2.034540415
315,0.247306615,0.194310531,0.247901171,0.231692657,0.173852935,0.163757294,0.209838331,0.152131796,0.28046146,0.263448805,0.17349495,0.286355674,0.289731085,0.49747467,0.535562277,0.588379979,0.585483074,0.877758622,0.936726213,2.561299086,15.00145912,51.23870087,98.96755981,105.2943497,71.55809021,23.1337719,5.726010799,2.08391881,1.635526776,1.523734927,1.612339377,1.732347012,1.786625504,1.89405179,2.544211149,2.609974384,3.076536894,3.999535084,5.903455734,9.079781532,13.6707859,17.33680153,17.52739143,14.53648281,11.81051064,9.619884491,9.468642235,9.194915771,9.874070168,10.53271961,11.33633327,12.5237751,13.92259026,14.23790741,14.70093727,16.55789566,17.02641487,17.6878109,19.16858673,20.92518997,18.3468895,20.69528008,21.43604279,21.75619316,23.36099815,24.72290039,25.66932869,26.57489777,27.16044807,27.90262985,28.323452,29.7555275,30.30584908,31.39984894,30.29482651,31.53152657,31.7550354,32.36316681,31.63323021,31.50756073,31.18909836,31.43132019,31.07217216,30.58509827,29.96747971,29.64143372,29.87270546,29.31726837,28.55916214,28.8433094,28.38007927,27.83226013,27.65056992,26.74645615,27.28325462,25.18524742,24.47214317,24.361063,23.62200165,23.30844688,22.3833847,22.49347878,22.19858932,21.72259712,21.08377075,20.87239647,19.67117691,19.37514496,18.88734818,19.20092392,17.63731384,17.45907593,17.1562748,15.99905872,16.19926643,15.81632996,15.43365383,14.47461319,14.05104828,14.03772449,13.10010433,12.82995605,12.5607872,12.11365128,11.05864811,11.47414875,10.70222664,10.20532036,10.08359051,9.577062607,9.295811653,9.038549423,8.341997147,8.10492897,8.082495689,7.574425697,7.481953621,7.250601768,6.676469326,6.517991543,5.910039902,5.696037292,5.301630974,5.599201679,4.860677719,4.89218235,4.933980942,4.802198887,4.305176258,4.299699783,3.891927958,3.866453886,3.500519037,3.127873421,3.433697701,3.183636189,3.190224171,2.884955168,2.994174242,2.591608763,2.564972162,2.315662384,2.232837915,2.226593018,2.078602552,1.95185411
320,0.270260304,0.22055532,0.154098138,0.242412955,0.174482718,0.257777095,0.065840699,0.268561989,0.255833298,0.196377814,0.22979106,0.220933452,0.141771808,0.262028188,0.390131831,0.391990393,0.502897799,0.531925023,0.505919874,0.826345861,1.04494071,1.72516644,7.084789753,28.99007797,70.60749817,102.4480133,86.24809265,43.10744858,12.58545303,3.527492046,1.837313652,1.507049799,1.958859563,1.597109437,1.82638967,2.01360321,2.457747221,2.658433676,3.106882572,3.624892473,4.341263294,6.389207363,9.920004845,13.69850159,17.9439888,18.50485229,16.97670174,12.70780182,11.15492821,10.46603584,10.73141384,11.10528469,11.98620701,13.21378326,13.94980526,14.69932079,16.10509872,16.60739899,17.30353737,18.73736954,17.10519028,18.46876335,19.34502411,20.21743584,22.04544258,23.12437057,23.2101841,25.18340492,25.55600929,26.76369667,27.06466675,27.96240044,28.42672157,29.66015816,30.04498482,30.47219276,30.96367073,29.47003937,30.21060181,30.04915428,30.39992142,30.50798035,30.51062775,29.67452621,29.05487633,29.77997971,29.2526722,29.01379585,28.88797569,28.75470161,27.64331245,28.15128326,27.0058651,27.06574059,27.45641136,25.25601768,24.48534012,24.57842636,23.44057465,23.94701195,23.78070641,22.79438782,22.58922005,21.40526009,22.05421066,20.79486656,20.22100639,19.68093109,20.11417007,18.96586227,18.19895935,17.42340279,17.19420052,16.65196419,16.16504669,14.99138451,15.10641766,14.49625587,14.65480995,13.00617981,13.34460163,12.29441261,11.95352268,11.44860363,11.31517315,10.65530491,10.65791035,9.751438141,9.867972374,9.645787239,8.912088394,8.557806015,8.597702026,7.871465683,7.765709877,7.490578651,7.199325562,6.803985596,6.849305153,6.350996017,5.993021011,5.604266644,5.826931,5.129408836,5.211441517,5.180436134,4.814596176,4.471825123,4.402230263,4.258648396,3.538870335,3.366671324,3.577304125,3.19165802,3.251161337,2.998427868,3.044201374,2.662062168,2.612799644,2.760774136,2.601163149,2.339587927,2.242417812,2.063998222,2.078891277,2.105714321
