Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L239_1m_june 8_22_EM_270.00,L239_1m_june 8_22_EM_272.00,L239_1m_june 8_22_EM_274.00,L239_1m_june 8_22_EM_276.00,L239_1m_june 8_22_EM_278.00,L239_1m_june 8_22_EM_280.00,L239_1m_june 8_22_EM_282.00,L239_1m_june 8_22_EM_284.00,L239_1m_june 8_22_EM_286.00,L239_1m_june 8_22_EM_288.00,L239_1m_june 8_22_EM_290.00,L239_1m_june 8_22_EM_292.00,L239_1m_june 8_22_EM_294.00,L239_1m_june 8_22_EM_296.00,L239_1m_june 8_22_EM_298.00,L239_1m_june 8_22_EM_300.00,L239_1m_june 8_22_EM_302.00,L239_1m_june 8_22_EM_304.00,L239_1m_june 8_22_EM_306.00,L239_1m_june 8_22_EM_308.00,L239_1m_june 8_22_EM_310.00,L239_1m_june 8_22_EM_312.00,L239_1m_june 8_22_EM_314.00,L239_1m_june 8_22_EM_316.00,L239_1m_june 8_22_EM_318.00,L239_1m_june 8_22_EM_320.00,L239_1m_june 8_22_EM_322.00,L239_1m_june 8_22_EM_324.00,L239_1m_june 8_22_EM_326.00,L239_1m_june 8_22_EM_328.00,L239_1m_june 8_22_EM_330.00,L239_1m_june 8_22_EM_332.00,L239_1m_june 8_22_EM_334.00,L239_1m_june 8_22_EM_336.00,L239_1m_june 8_22_EM_338.00,L239_1m_june 8_22_EM_340.00,L239_1m_june 8_22_EM_342.00,L239_1m_june 8_22_EM_344.00,L239_1m_june 8_22_EM_346.00,L239_1m_june 8_22_EM_348.00,L239_1m_june 8_22_EM_350.00,L239_1m_june 8_22_EM_352.00,L239_1m_june 8_22_EM_354.00,L239_1m_june 8_22_EM_356.00,L239_1m_june 8_22_EM_358.00,L239_1m_june 8_22_EM_360.00,L239_1m_june 8_22_EM_362.00,L239_1m_june 8_22_EM_364.00,L239_1m_june 8_22_EM_366.00,L239_1m_june 8_22_EM_368.00,L239_1m_june 8_22_EM_370.00,L239_1m_june 8_22_EM_372.00,L239_1m_june 8_22_EM_374.00,L239_1m_june 8_22_EM_376.00,L239_1m_june 8_22_EM_378.00,L239_1m_june 8_22_EM_380.00,L239_1m_june 8_22_EM_382.00,L239_1m_june 8_22_EM_384.00,L239_1m_june 8_22_EM_386.00,L239_1m_june 8_22_EM_388.00,L239_1m_june 8_22_EM_390.00,L239_1m_june 8_22_EM_392.00,L239_1m_june 8_22_EM_394.00,L239_1m_june 8_22_EM_396.00,L239_1m_june 8_22_EM_398.00,L239_1m_june 8_22_EM_400.00,L239_1m_june 8_22_EM_402.00,L239_1m_june 8_22_EM_404.00,L239_1m_june 8_22_EM_406.00,L239_1m_june 8_22_EM_408.00,L239_1m_june 8_22_EM_410.00,L239_1m_june 8_22_EM_412.00,L239_1m_june 8_22_EM_414.00,L239_1m_june 8_22_EM_416.00,L239_1m_june 8_22_EM_418.00,L239_1m_june 8_22_EM_420.00,L239_1m_june 8_22_EM_422.00,L239_1m_june 8_22_EM_424.00,L239_1m_june 8_22_EM_426.00,L239_1m_june 8_22_EM_428.00,L239_1m_june 8_22_EM_430.00,L239_1m_june 8_22_EM_432.00,L239_1m_june 8_22_EM_434.00,L239_1m_june 8_22_EM_436.00,L239_1m_june 8_22_EM_438.00,L239_1m_june 8_22_EM_440.00,L239_1m_june 8_22_EM_442.00,L239_1m_june 8_22_EM_444.00,L239_1m_june 8_22_EM_446.00,L239_1m_june 8_22_EM_448.00,L239_1m_june 8_22_EM_450.00,L239_1m_june 8_22_EM_452.00,L239_1m_june 8_22_EM_454.00,L239_1m_june 8_22_EM_456.00,L239_1m_june 8_22_EM_458.00,L239_1m_june 8_22_EM_460.00,L239_1m_june 8_22_EM_462.00,L239_1m_june 8_22_EM_464.00,L239_1m_june 8_22_EM_466.00,L239_1m_june 8_22_EM_468.00,L239_1m_june 8_22_EM_470.00,L239_1m_june 8_22_EM_472.00,L239_1m_june 8_22_EM_474.00,L239_1m_june 8_22_EM_476.00,L239_1m_june 8_22_EM_478.00,L239_1m_june 8_22_EM_480.00,L239_1m_june 8_22_EM_482.00,L239_1m_june 8_22_EM_484.00,L239_1m_june 8_22_EM_486.00,L239_1m_june 8_22_EM_488.00,L239_1m_june 8_22_EM_490.00,L239_1m_june 8_22_EM_492.00,L239_1m_june 8_22_EM_494.00,L239_1m_june 8_22_EM_496.00,L239_1m_june 8_22_EM_498.00,L239_1m_june 8_22_EM_500.00,L239_1m_june 8_22_EM_502.00,L239_1m_june 8_22_EM_504.00,L239_1m_june 8_22_EM_506.00,L239_1m_june 8_22_EM_508.00,L239_1m_june 8_22_EM_510.00,L239_1m_june 8_22_EM_512.00,L239_1m_june 8_22_EM_514.00,L239_1m_june 8_22_EM_516.00,L239_1m_june 8_22_EM_518.00,L239_1m_june 8_22_EM_520.00,L239_1m_june 8_22_EM_522.00,L239_1m_june 8_22_EM_524.00,L239_1m_june 8_22_EM_526.00,L239_1m_june 8_22_EM_528.00,L239_1m_june 8_22_EM_530.00,L239_1m_june 8_22_EM_532.00,L239_1m_june 8_22_EM_534.00,L239_1m_june 8_22_EM_536.00,L239_1m_june 8_22_EM_538.00,L239_1m_june 8_22_EM_540.00,L239_1m_june 8_22_EM_542.00,L239_1m_june 8_22_EM_544.00,L239_1m_june 8_22_EM_546.00,L239_1m_june 8_22_EM_548.00,L239_1m_june 8_22_EM_550.00,L239_1m_june 8_22_EM_552.00,L239_1m_june 8_22_EM_554.00,L239_1m_june 8_22_EM_556.00,L239_1m_june 8_22_EM_558.00,L239_1m_june 8_22_EM_560.00,L239_1m_june 8_22_EM_562.00,L239_1m_june 8_22_EM_564.00,L239_1m_june 8_22_EM_566.00,L239_1m_june 8_22_EM_568.00,L239_1m_june 8_22_EM_570.00,L239_1m_june 8_22_EM_572.00,L239_1m_june 8_22_EM_574.00,L239_1m_june 8_22_EM_576.00,L239_1m_june 8_22_EM_578.00,L239_1m_june 8_22_EM_580.00,L239_1m_june 8_22_EM_582.00,L239_1m_june 8_22_EM_584.00,L239_1m_june 8_22_EM_586.00,L239_1m_june 8_22_EM_588.00,L239_1m_june 8_22_EM_590.00,L239_1m_june 8_22_EM_592.00,L239_1m_june 8_22_EM_594.00,L239_1m_june 8_22_EM_596.00,L239_1m_june 8_22_EM_598.00,L239_1m_june 8_22_EM_600.00
425,-0.065659359,-0.073519535,-0.090260722,-0.069478683,-0.065049216,-0.129946098,-0.104111537,-0.105857767,-0.129768863,-0.133362129,-0.121152699,-0.12631911,-0.127841532,-0.117750064,-0.107501738,-0.122971319,-0.121242628,-0.119486623,-0.110931702,-0.136462271,-0.121276207,-0.112668343,-0.107457787,-0.126353011,-0.121211447,-0.004517131,0.029423021,-0.00652577,-0.044346072,-0.003903694,0.028257541,-0.004701473,0.036580153,0.069194697,0.004049093,0.028847374,0.035938255,0.051472016,0.039932258,0.022233419,0.030113213,0.041558258,0.045287721,0.100932695,0.083611868,0.100673638,0.084870242,0.096554242,0.099318244,0.114417337,0.07854902,0.08080662,0.108185686,0.100380905,0.153041661,0.115458868,0.138531089,0.136824191,0.156320363,0.096215226,0.1528624,0.189440042,0.178361028,0.247600526,0.25227046,0.312305748,0.384492964,0.48148638,0.529853225,0.81103009,1.096839428,1.553878427,2.151035547,2.82435894,9.18815136,54.14126205,206.5724182,419.3600769,450.5620117,254.3850098,89.35084534,15.52698612,4.871236324,3.645896435,3.549610138,3.183980942,3.648460388,3.530148268,3.931933641,4.065663815,4.261672974,4.822405338,4.908002377,5.633682251,5.782864094,5.4584589,5.763454437,6.075532913,6.374407291,6.845759392,7.014523983,7.296853065,7.608375072,7.826776028,8.073817253,8.369325638,8.487570763,8.785881042,9.307276726,9.811603546,10.68904877,11.23948574,11.65423203,11.92066193,11.54626751,11.45628071,10.25633812,9.714590073,9.340716362,9.190013885,9.166656494,8.68354702,8.815843582,8.712527275,8.880802155,8.443239212,8.531927109,8.197978973,8.23271656,7.722928047,7.679987907,7.47653532,7.203883171,7.328319073,7.059101582,6.953866482,6.481327534,6.392939091,6.25965786,5.984597683,5.996396065,5.514594555,5.590421677,5.427143097,5.131281376,5.101156712,4.801738262,4.620783806,4.403941631,4.447353363,3.876673222,3.62577343,3.615684748,3.49026823,3.470969677,3.191614628,3.079968691,3.071944714,2.965624094,2.762209892,2.622379065,2.461223364,2.469377041,2.249913692,2.295649529,2.177440405
430,-0.076657973,-0.044270366,-0.083806932,-0.038252853,-0.055797439,-0.124567665,-0.122134402,-0.099854439,-0.10640952,-0.119898885,-0.084702998,-0.095405199,-0.088593669,-0.104313828,-0.108692631,-0.104209177,-0.110931702,-0.09545631,-0.097576648,-0.084285997,-0.106400795,-0.099764928,-0.090924188,-0.113171265,-0.110931702,-0.048225105,-0.021671891,-0.025467962,-0.029693365,-0.028137982,-0.029737227,-0.031995758,0.044138663,-0.004406594,-0.037856251,0.015713863,0.015146874,0.026908569,0.004576623,0.029693954,0.008088894,0.024542876,0.019667171,0.030755572,0.073015533,0.097430564,0.02474355,0.066956766,0.084143974,0.048927628,0.078307904,0.02591341,0.051852308,0.069373615,0.090122707,0.114974596,0.134442747,0.120030202,0.173127204,0.127125025,0.117159776,0.156090379,0.241641968,0.223850846,0.19608292,0.242064506,0.276273608,0.340467334,0.325014561,0.512933373,0.745230734,1.084440589,1.600702524,1.946625829,1.913096309,2.136605263,4.373996258,26.46146584,144.446167,343.7436829,446.8730774,316.3040771,158.4603271,35.25324249,6.792069435,3.569630384,3.591781378,3.348683596,3.282216549,3.342265368,3.594062567,3.843991041,3.852628231,4.562809944,4.64439106,4.533914089,4.694095612,5.024323463,5.195230961,5.450356483,5.663067341,5.870909691,6.336009026,6.708716393,6.833953381,7.097700119,7.266840935,7.320279121,7.713570118,7.557034492,7.818759441,8.404825211,8.747817039,9.167571068,10.03403759,10.3215065,10.2068758,10.21196842,10.09346581,9.31973362,8.559044838,8.356981277,8.159911156,7.831962585,7.675914764,7.481078148,7.669208527,7.446787834,7.378585815,7.296263218,6.70338583,7.024014473,6.590655327,6.297914505,6.309164524,6.202235699,6.010659695,6.014914989,5.621469975,5.48391819,5.454672813,5.071596622,4.955118656,4.768603802,4.517362118,4.435114861,4.45738554,4.308821678,4.06929493,3.924292326,3.714248657,3.36073637,3.422683716,3.225240231,3.240377903,2.888781309,2.947333813,2.846291065,2.735376596,2.412932158,2.568273067,2.400341749,2.297365189,2.282577991,2.152688742,2.013747215
435.0700073,-0.096506543,-0.065866679,-0.046763778,-0.059261017,-0.064599395,-0.091783188,-0.110931702,-0.108542569,-0.101440504,-0.113322496,-0.129650146,-0.103852622,-0.118062474,-0.117957987,-0.096730858,-0.094284579,-0.110931702,-0.09927085,-0.094503328,-0.089743719,-0.110931702,-0.096691318,-0.08728791,-0.115679398,-0.122675382,-0.077631511,-0.080596425,-0.056702662,-0.064093843,-0.045507468,-0.076146029,-0.056982756,-0.016977422,-0.02669517,-0.054807764,-0.02111651,-0.032825381,-0.007992551,-0.014203928,-0.021979138,-0.049647082,0.000273526,0.002384081,-0.042987369,-0.028909169,0.008491531,0.02431687,0.020565368,-0.002325363,0.036843933,-0.024093144,0.002772495,0.053341098,0.082820497,0.023997419,0.033342175,0.114037521,0.035934128,0.084979184,0.100142844,0.114463098,0.154327184,0.120646708,0.201329172,0.184964508,0.20365122,0.212614954,0.281939805,0.275276631,0.369255871,0.422526121,0.581091762,0.783332229,1.159814954,1.12448144,1.1515131,1.393083692,1.868602753,2.849024296,9.65955925,46.94903564,177.8611755,413.3200989,450.6086731,258.9514465,74.67177582,18.01612091,4.433337212,3.355174303,3.158462286,3.159196377,3.237977028,3.314965963,4.044357777,3.744026899,3.515396595,3.80235672,4.094418049,4.523463249,4.893941402,4.725651264,5.042223454,5.367938042,5.454926491,5.845427513,6.100754738,6.098020554,6.12405777,6.459005356,6.593060493,6.735831261,6.97467947,7.00275135,7.024482727,7.270239353,7.45204401,8.228880882,8.777607918,9.205078125,9.376031876,9.479533195,9.057275772,8.608527184,8.064599991,7.538356304,7.168498039,6.911876202,7.033566952,6.702500343,6.60599041,6.290690422,6.571078777,6.103774548,6.169493198,5.743085861,5.888137817,5.758735657,5.550374508,5.458823204,5.232328415,5.003260612,4.941811085,4.545930862,4.622157574,4.397746563,4.371292114,4.135888577,3.956266165,3.821202517,3.563230276,3.405637741,3.183006287,3.059339046,3.013705254,2.908289433,2.807337999,2.80053544,2.727891445,2.63270402,2.297356606,2.370889187,2.32482338,2.278235197,2.073873281,1.953559756,1.89095819
440,-0.081414357,-0.069198772,-0.066410378,-0.087921031,-0.104153208,-0.124345578,-0.110931702,-0.124238804,-0.095271289,-0.117594309,-0.128176913,-0.106547594,-0.075884253,-0.124153852,-0.088937536,-0.095365629,-0.10651207,-0.091047645,-0.119701497,-0.119666204,-0.117550127,-0.115352824,-0.113130093,-0.106501192,-0.113129079,-0.080204144,-0.052440517,-0.081947297,-0.049779244,-0.089424387,-0.067423835,-0.062883444,-0.049882308,-0.06459792,-0.060065091,-0.060473189,-0.064847738,-0.055617437,-0.009853244,-0.04720258,-0.038544394,-0.014491446,-0.030240111,0.002684057,-0.033810988,-0.007318698,-0.02248133,-0.021225005,-0.012817025,-0.008202158,-0.020872287,-0.019565172,-0.005195513,-0.026684582,0.040974058,0.05040995,0.123385094,0.034425773,0.05678948,0.053021975,0.062761761,0.106503494,0.084640451,0.06831903,0.120422266,0.099244364,0.149676979,0.195057094,0.227260113,0.267273873,0.295626879,0.360433936,0.487229407,0.509027004,0.58699131,0.59515053,0.758063912,1.051639915,1.260548115,1.453539729,1.90247333,3.151621103,20.17149925,120.7343521,306.7125854,360.2394714,352.1440125,159.0394135,31.39555931,5.622622967,3.594729185,3.12711978,3.100580931,3.693648338,3.34047246,3.059745073,3.171386957,3.394662857,3.653358221,3.759097576,4.010066986,4.13711977,4.543257236,4.826729774,4.866562843,5.083670139,5.222662449,5.523190975,5.594023705,5.66605711,5.906097412,6.19724226,6.169068336,6.072597027,6.387863636,6.452383518,6.743432045,6.493026733,6.860292912,7.089397907,7.438357353,7.982935429,8.262566566,8.453611374,8.50053978,8.029600143,7.434427261,6.883734703,6.393741131,6.141199589,6.170661449,6.047522545,5.808422565,5.424623966,5.597827911,5.309164047,5.404136181,5.199838638,4.784072399,4.853251934,4.676012039,4.466742992,4.398347378,4.399586201,3.934992552,4.012146473,3.847161293,3.639228821,3.725766182,3.574703217,3.1095891,3.011449337,3.021758795,2.83065629,2.772641182,2.60103488,2.654124022,2.510197401,2.406365395,2.320450068,2.181852341,2.127627373,2.039184332,1.913010478,1.792019844,1.648774028
445,-0.081686258,-0.07773076,-0.075404756,-0.085273519,-0.08977811,-0.106738232,-0.110931702,-0.092427731,-0.133647949,-0.121296629,-0.088407472,-0.096519575,-0.115026057,-0.112987451,-0.096483342,-0.096630633,-0.129389495,-0.098555952,-0.094410017,-0.100706629,-0.094291657,-0.123365775,-0.094283417,-0.06723123,-0.094559796,-0.083915293,-0.088502586,-0.086112261,-0.078343689,-0.0540751,-0.042166203,-0.078326687,-0.043839306,-0.070025884,-0.092479706,-0.047379762,-0.051639367,-0.045845941,-0.057526175,-0.050526489,-0.053843953,-0.040402964,-0.031093672,-0.019638814,-0.008840263,-0.022669725,-0.013845325,-0.028410852,-0.04535,-0.053898606,0.019734673,-0.006498404,-0.014290303,0.002800062,-0.001517311,0.01155778,0.045498081,-0.024091147,0.025352798,0.039616965,0.0297179,0.061600722,0.05786065,0.03890226,0.028902553,0.12378522,0.095706336,0.107057326,0.085106246,0.174062729,0.162997454,0.226840734,0.306415141,0.374478221,0.306615144,0.338097364,0.505367994,0.63960582,0.725515306,0.834290802,0.946862757,1.121968985,1.625978947,2.516258001,7.788239956,42.24498749,176.1758728,345.8276672,363.2741699,226.6912384,86.7678833,14.1604681,3.922451258,4.301548481,3.257872105,2.764075279,2.791704655,2.898929834,3.109498739,3.204528809,3.241950035,3.486285925,3.667498589,3.795684338,4.270231247,4.240751743,4.597117901,4.550589561,4.859191895,5.12165451,5.134383678,5.279376984,5.46504879,5.364780903,5.502980232,5.588171959,5.826861858,5.647323608,5.690714359,5.940997601,5.88054657,6.03608799,6.424536705,6.782254696,7.015277863,7.161108494,7.46459198,7.537976265,7.112699986,6.878506184,6.080097198,5.944163799,5.276493549,5.28485775,5.027100086,5.008044243,4.797721386,4.696434975,4.648659229,4.673424244,4.346451759,4.321666718,4.115867138,3.898657084,3.991320372,3.598525524,3.631517887,3.527816296,3.402835369,3.326242447,2.965966225,2.924919605,2.821463823,2.724836111,2.580402136,2.626581192,2.362458944,2.305144072,2.3034482,2.247442961,2.108858109,2.107924223,1.896740079,1.964498639,1.657494664,1.65426445
450,-0.091770947,-0.081264332,-0.098038651,-0.104441144,-0.091520883,-0.10015849,-0.119490415,-0.108842708,-0.076778844,-0.09598507,-0.096358627,-0.104650714,-0.113032117,-0.131835103,-0.085765973,-0.085637823,-0.113045253,-0.098373018,-0.121490046,-0.104689404,-0.119335487,-0.104701728,-0.125811607,-0.083315372,-0.102599129,-0.075442873,-0.075620458,-0.089808583,-0.048752829,-0.100629605,-0.104738384,-0.102555685,-0.0756253,-0.077574953,-0.062522262,-0.052827999,-0.060754616,-0.077667043,-0.073431,-0.075424343,-0.042083308,-0.062382072,-0.029508844,-0.057123311,-0.00575047,-0.03051585,-0.012559243,-0.00113719,-0.01485116,-0.033356577,-0.008040458,-0.016388722,-0.039223984,-0.03104791,-0.031119056,-0.023010232,-0.00224673,0.012608327,0.033809789,0.032849438,0.015295066,0.043961369,0.052151315,0.06288483,0.03063295,0.052238666,0.053425305,0.076118939,0.086155646,0.150717437,0.069561981,0.137949914,0.18973738,0.148463458,0.227545351,0.281914711,0.355040759,0.445969582,0.522369862,0.522888243,0.595160186,0.622207642,0.895702541,1.213094831,1.367533445,1.666397572,3.14000845,18.17266273,121.0428619,298.9511719,432.0563049,293.2893066,127.6865845,49.6749115,5.902424335,3.176787376,2.803277731,2.764662981,2.771284819,2.812978506,2.845581055,2.931776285,3.196261406,3.442173243,3.459908962,3.758044481,3.914553404,3.842415333,4.186377048,4.502895355,4.45727396,4.528761387,4.839982033,4.737665653,4.751055717,4.91365242,4.924532413,5.02686882,4.967321396,4.997307301,5.029757023,5.15353632,5.118762493,5.467298031,5.446273804,5.567913055,5.775904655,6.215180874,6.532812119,6.609565258,6.490401268,6.315584183,5.964236736,5.621109486,5.134027481,4.976815701,4.621132374,4.492996693,4.253315449,4.252826691,4.003807545,3.881706953,3.841498375,3.679418564,3.585169315,3.463109255,3.263433456,3.247440815,3.077847958,3.001516581,2.694014788,2.631858349,2.684990883,2.515511036,2.493573904,2.34731555,2.347402811,2.233717203,2.005656958,1.991486669,1.993769288,1.936221004,1.825035214,1.764433026,1.592603326,1.530572176
455,-0.082490586,-0.105739944,-0.121522397,-0.092226982,-0.05513658,-0.092426009,-0.11880175,-0.131606907,-0.131777525,-0.121348828,-0.105831414,-0.098075919,-0.098020911,-0.165001765,-0.10582146,-0.087769911,-0.128983125,-0.095529705,-0.098130062,-0.113455363,-0.118677616,-0.087972105,-0.095437437,-0.082541749,-0.077834889,-0.087796643,-0.067984082,-0.072729647,-0.083013274,-0.075603142,-0.09309826,-0.103312753,-0.095702812,-0.085207835,-0.034746252,-0.073203355,-0.082680136,-0.085253872,-0.075313732,-0.063027389,-0.058310278,-0.057301857,-0.077856615,-0.042534851,0.006565101,0.008537449,-0.004888766,0.011778034,-0.037635706,-0.047039486,-0.03910847,-0.029134825,-0.013768114,-0.005729586,-0.001160815,-0.016800165,0.014309518,0.020367168,0.004084863,0.011508532,0.001237936,0.023502611,0.035208277,-0.001572594,0.045253091,0.058459766,0.05045075,0.088748805,0.093113564,0.126593739,0.133044511,0.156571984,0.132285118,0.202636629,0.227588922,0.20435968,0.244944721,0.36172533,0.400293589,0.457132876,0.390667319,0.489708483,0.515186787,0.843196332,0.79346174,0.918125212,1.17338109,1.674019575,2.537159443,9.79371357,60.86603165,214.5166779,362.4023438,551.7722778,231.0696716,65.44609833,10.81553555,3.675332308,3.036244154,2.834869146,2.664227247,2.690558195,2.820869207,2.61789155,2.862838745,3.19305253,3.079301119,3.454445839,3.747939587,3.722426891,3.741919994,3.802834511,3.852133274,4.147394657,4.20062542,4.322658062,4.503308296,4.370559216,4.623763561,4.492591858,4.55950737,4.629828453,4.606335163,4.676351547,4.720632553,4.677057743,4.568749428,4.738230705,4.862056732,5.130160809,5.426312923,5.620645523,5.710479259,5.742449284,5.80256176,5.607649803,5.177780628,4.584733963,4.27508831,3.94613862,3.650869608,3.4894557,3.532867908,3.393856049,3.228881836,3.116340876,3.221835375,3.068396091,2.880914211,2.789735556,2.613262177,2.438622475,2.411589146,2.311002493,2.255081415,2.148665428,2.102697611,1.986705184,2.047634125,1.926886678,1.796250463,1.738217115,1.613992214,1.675109148,1.53189528,1.413690567
460,-0.072793871,-0.118070617,-0.091782451,-0.089069583,-0.077156961,-0.113334835,-0.096529916,-0.099090576,-0.110931702,-0.115677483,-0.108585671,-0.103942819,-0.089778572,-0.117938526,-0.101496406,-0.110931702,-0.122735791,-0.103895262,-0.106259868,-0.129740983,-0.125015318,-0.094471298,-0.122743376,-0.122720763,-0.120234698,-0.090061605,-0.073603213,-0.054979037,-0.073821992,-0.078383476,-0.068873465,-0.090068713,-0.073699281,-0.068937242,-0.094509259,-0.030023687,-0.07769838,-0.066670515,-0.0381708,-0.029337868,-0.045698456,-0.090053231,-0.031974673,-0.052799735,-0.052819062,-0.015108652,-0.015361056,0.0051177,-0.004796878,-0.040721938,-0.056680024,-0.021572925,-0.024205498,-0.035143271,-0.007192858,0.005704597,0.001906194,-0.02392672,-0.018315531,0.009104736,0.014990561,0.037860878,0.003175698,0.042058431,0.056706958,0.070325799,0.113237984,0.110575207,0.140395999,0.188719869,0.164672643,0.108294941,0.127610683,0.136873126,0.168296337,0.174270093,0.233628541,0.246870011,0.305875629,0.2974554,0.364233911,0.307293624,0.430452704,0.484309137,0.512823105,0.496068895,0.754204214,0.904113114,1.08700645,1.345669985,2.021975756,3.813782215,18.00708961,147.6731415,323.717804,380.6201782,319.6950073,160.6835938,32.87121201,5.342464447,2.897284508,2.794549465,2.786379099,2.583784103,2.652626276,2.743353844,2.935438871,2.801885843,3.065701723,3.212947845,3.348451614,3.467884302,3.533706903,3.474605322,3.503162146,3.650274754,3.700917959,3.832972288,3.817295313,3.860586405,4.18132019,4.096431255,4.233227253,4.204585075,4.330597878,4.22377491,4.240114212,4.322638512,4.316191673,3.987247229,4.055782795,4.365728855,4.33203125,4.531407356,4.842411995,5.205545902,4.946637154,4.96470356,4.986947536,4.545033932,4.398487568,4.013608932,3.637886047,3.150756598,3.309005976,3.196188211,2.842382431,2.78340435,2.991764069,2.654145241,2.449364185,2.353550196,2.25306344,2.232506275,2.162796259,2.150521278,1.946867347,1.941296697,1.856950998,1.796483278,1.780301332,1.698845267,1.648624897,1.541257739,1.482100844,1.424604535
465,-0.125373006,-0.110931702,-0.108025774,-0.1138594,-0.078911766,-0.102160312,-0.102294013,-0.099542864,-0.096602917,-0.082550831,-0.077271961,-0.110931702,-0.082436234,-0.116608135,-0.133575097,-0.10229779,-0.127805501,-0.077333599,-0.102487803,-0.122145794,-0.125109911,-0.142086118,-0.122211955,-0.125081778,-0.113741048,-0.094152287,-0.071841717,-0.091390692,-0.080476731,-0.074898064,-0.077066302,-0.09135484,-0.082982346,-0.071368143,-0.088536225,-0.055396818,-0.09123686,-0.063276082,-0.063209325,-0.060791865,-0.085712008,-0.051843185,-0.057607196,-0.080080405,-0.054907411,-0.013001114,-0.013094462,-0.026858054,-0.041295372,-0.032736227,-0.007020719,-0.05759028,-0.015006818,-0.02674906,-0.032127276,-0.03810706,-0.034953482,-0.026787788,-0.016030945,0.03516116,-0.034938298,0.021591835,0.005545691,-0.006441444,0.029625125,0.055111133,0.105137087,0.131957442,0.294795811,0.39029479,0.48824811,0.344442993,0.298376977,0.170219898,0.174967378,0.15535897,0.21324119,0.199267149,0.259467542,0.276388556,0.267570496,0.267790675,0.312691331,0.37337026,0.478601992,0.425634623,0.558291554,0.596157849,0.704996109,0.871059597,1.048781276,1.321669459,1.727395177,3.380037785,12.72332001,58.06785583,228.4252625,370.5112305,360.1383057,237.1594849,63.88520432,10.514081,3.416405201,2.740827084,2.685680151,2.643515825,2.537341118,2.491014719,2.833280563,2.942174196,2.873895407,2.967415571,2.870756626,3.065977335,3.09361124,3.1059165,3.373167753,3.293337822,3.418512821,3.396678686,3.503348589,3.515607119,3.873319387,3.886706829,3.546082258,3.699157715,3.881978512,3.677242279,3.672320843,3.567127943,3.701438189,3.568007469,3.453231573,3.479968071,3.6275208,3.760557175,3.83999896,4.026818752,4.347184658,4.438258171,4.285635948,4.333956242,4.024605751,3.768547773,3.372769833,3.236988783,2.836952209,2.65173769,2.55744195,2.220511198,2.119553804,2.048398733,2.023051262,2.068965435,2.128443003,2.026046515,1.746668816,1.721814752,1.675746679,1.699525356,1.563141584,1.512521505,1.403993607,1.347504258,1.2348243,1.200527191
470,-0.118061014,-0.096989609,-0.033734925,-0.128740892,-0.057474062,-0.117980979,-0.069191843,-0.087491952,-0.138635799,-0.086692303,-0.093966909,-0.066746622,-0.052633464,-0.141724721,-0.121127427,-0.117769331,-0.100777909,-0.124394141,-0.100747399,-0.097430095,-0.090227053,-0.059872217,-0.107525885,-0.093835227,-0.12114621,-0.053433027,-0.066687226,-0.104121938,-0.047801442,-0.057974014,-0.067655638,-0.080618367,-0.100826234,-0.04676614,-0.067443982,-0.071000651,-0.046709098,-0.047517829,-0.064101443,-0.057387404,-0.016162619,-0.074036166,-0.124352492,-0.053405207,-0.05335455,-0.087513983,-0.060112495,-0.005763888,-0.0076961,-0.023764409,-0.029721677,-0.005973622,-0.050430957,0.0006762,0.033746175,-0.067384407,-0.025923997,0.01397673,0.020699657,0.010661982,0.028628029,-0.010813564,0.03027942,0.070939757,-0.01600229,0.03869202,0.042359971,0.133669227,0.306235224,0.346942186,0.397770464,0.427716315,0.424513757,0.290712357,0.248282999,0.22913909,0.206397861,0.185847759,0.231073678,0.204566568,0.268569887,0.190465659,0.276877731,0.353808254,0.36390847,0.380046606,0.48190403,0.472440183,0.619198203,0.583175123,0.788663507,0.833005071,1.007260442,1.505099297,1.593933344,2.016884804,4.730486393,19.58577919,110.5078964,335.7921753,369.2471619,292.0018311,142.6121674,27.10631371,4.902608395,2.794585466,2.759897709,2.695507526,2.856259584,2.907654047,2.649044514,2.687722445,2.510872364,2.641713619,2.605523586,2.854518414,2.931871176,2.775587559,3.01416254,2.964828968,3.149875402,3.247182131,3.322404146,3.12749958,3.154322624,3.246022224,3.121011972,3.48913765,3.352594852,3.274804831,3.230282307,3.235238314,3.208232403,3.438644886,3.196102142,3.059137583,3.208162785,3.108499527,3.04537034,3.277065754,3.302647829,3.605490208,3.892979383,3.6847229,3.762984037,3.575974226,3.454521418,3.156264544,2.702135086,2.440448046,2.254028082,2.068690777,1.958913922,1.857148409,1.74981451,1.874825358,1.755271196,1.772776961,1.541700959,1.547631621,1.549841881,1.372987509,1.435246468,1.285631537,1.228705049,1.120863318
