"V1","V2","V3","RamanArea","A254","A280","A350","A440","S275to295","S350to400","SR","BA","FI","HIX","HIX.ohno","PeakA","PeakB","PeakC","PeakD","PeakE","PeakM","PeakN","PeakP","PeakT"
"L470JUNE2022.csv","MILLIQBLANKFEB242023.csv","L470JUNE2022","135.325510304802","41.8005134178864","30.8144290654919","10.6454543271302","2.37909115773849","0.0153632866261921","0.0177284348384134","0.866590128582781","0.430354449776692","1.2665083116777","15.4529491765953","0.939220623046565","2.75415660547841","0.175730626918724","1.5945110328851","0.808535898777766","0.201978302669646","1.4068566676979","0.509222772066613",NA,"0.282121950128615"
"L377JUNE2422.csv","MILLIQBLANKFEB242023.csv","L377JUNE2422","135.325510304802","14.0864644098863","9.80480835290332","2.7539734279456","0.563575392212944","0.0193977681149665","0.0186132133768416","1.04215041875043","0.499937393570438","1.20568300050665","8.75929189637938","0.897533549501579","0.950499293689556","0.101826456619073","0.519074672047526","0.210535219342748","0.0474144120359594","0.520738716961801","0.226556503138417",NA,"0.148723119956812"
"L375JUNE1722.csv","MILLIQBLANKFEB242023.csv","L375JUNE1722","135.325510304802","16.177410112411","11.4084163810526","3.24734411303998","0.671794749555867","0.0191864392325953","0.0183688773238192","1.04450799547319","0.495539030694406","1.29798235749275","7.62820602552213","0.884101052172142","1.10874793510533","0.15118982624993","0.618649529902454","0.249774400111926","0.0624263686481543","0.615553311471025","0.267966975390871",NA,"0.188615941648918"
"L222JUNE2822.csv","MILLIQBLANKFEB242023.csv","L222JUNE2822","135.325510304802","38.5945874157698","28.5138093479704","9.71134581257212","2.11979273085299","0.014885587731731","0.017752679797957","0.838498069088365","0.423811363135644","1.28446914726985","11.8795279691129","0.922357402973296","2.43071797779764","0.195415499648139","1.46027090782225","0.608035272583403","0.151847052910227","1.395775640194","0.484469852513127",NA,"0.277898730835522"
"L378JUNE2722.csv","MILLIQBLANK03AUGUST2022.csv","L378JUNE2722","133.455389990077","22.1226432184538","15.6724567414403","4.6464806737086","0.902375314323564","0.0183348538422176","0.0186656971798061","0.982275329209431","0.480522619936082","1.25686728018896","8.16913979830719","0.89093851528094","1.38554747579085","0.172205462332054","0.789922329276855","0.328643558396192","0.0739586737146447","0.768515423118939","0.333098453256788",NA,"0.242703106541515"
"L373JUNE1022.csv","MILLIQBLANK04AUGUST2022.csv","L373JUNE1022","138.628411001341","7.49644974583218","5.07308722439104","1.32837487993552","0.311563698059127","0.0222904102006439","0.0187420357077174","1.18932705861111","0.650169051280931","1.20672279771398","2.79635140214855","0.736589189442777","0.422893539197403","0.130754747393338","0.222815074443206","0.0873856341955584","0.0258965559292566","0.239081831239981","0.206090764282399",NA,"0.280032874519932"
"L373JUNE2722.csv","MILLIQBLANK03AUGUST2022.csv","L373JUNE2722","133.455389990077","7.09612327014744","4.78439163984097","1.1977495327811","0.255940768058071","0.02331569324462","0.0182516800176876","1.27745463551985","0.649525127354979","1.31434967481182","2.43948867495383","0.709259109564179","0.396782048239618","0.136839000221353","0.202218426967879","0.0772050111314855","0.0227962316170843","0.213184027225327","0.195728313414581",NA,"0.305922755436673"
"L239JUNE322.csv","MILLIQBLANKFEB242023.csv","L239JUNE322","135.325510304802","23.2541382748996","16.7208001009152","5.17138589651643","1.07751540439223","0.0170788628368475","0.0181199119883576","0.942546677258754","0.459068809829905","1.2246417003374","8.70399642815309","0.896949673528443","1.65261515658484","0.434936362943677","1.03195725296183","0.426564663197731","0.111372498965111","1.23475814796969","0.37473449837089",NA,"0.224853155245477"
"L442JUNE822.csv","MILLIQBLANK02AUGUST2022.csv","L442JUNE822","134.662967994394","19.0906915559221","13.3715971592866","3.85709795789075","0.75018616017274","0.0185864048354609","0.0190699127312952","0.974645510829169","0.480470182263693","1.27186984605609","7.42637172537873","0.88132496018563","1.22603424732185","0.162205696285351","0.698827020630904","0.276730142804456","0.0651528491683544","0.692101049866933","0.315954374800049",NA,"0.248822011913219"
"L114JUNE1022.csv","MILLIQBLANK05AUGUST2022.csv","L114JUNE1022","137.75195803385","19.5304051080131","13.8760672815235","4.27826520933176","0.844125719164526","0.0174110457961837","0.0189404847194208","0.919250275486938","0.663629415078308","1.28574800217106","0.93417444333206","0.482983552260534","0.768335333683054","1.23259312120899","0.497194671994682","0.159852724489145","0.0367590485290603","0.650183080676888","0.739103449018317",NA,"1.7982633667327"
"L114JULY122.csv","MILLIQBLANK22JULY2022.csv","L114JULY122","123.359217986711","15.9572179836038","11.0690471766631","3.0327028578433","0.564326257382548","0.0198713720557174","0.0193318671335289","1.02790754345982","0.535431733719344","1.25975583206652","6.49646111871335","0.866603723521795","1.26801306069273","0.217417209479849","0.705338556937455","0.281380344354808","0.0656595428897083","0.68988538125103","0.357526194380607",NA,"0.281544731117661"
"L224JUNE2922.csv","MILLIQBLANK02AUGUST2022.csv","L224JUNE2922","134.662967994394","6.625251698116","4.58767291773574","1.33993086760941","0.267716711603996","0.0202590502257348","0.0182366762749","1.11089597250889","0.592346839485278","1.25970431092121","3.05473832168483","0.753374960191148","0.341243397215604","0.124947241646686","0.181731724811953","0.0679952887009177","0.0162386094616251","0.183518451794981","0.139687655154492",NA,"0.160395987048972"
"L626JUNE622.csv","MILLIQBLANK05AUGUST2022.csv","L626JUNE622","137.75195803385","10.623855208194","7.42003087403565","2.0752962046715","0.39922817599161","0.0200273036415838","0.018921044477751","1.05846712982117","0.533247024962542","1.19249199720886","5.60407175576485","0.848578265503085","0.616705599719112","0.12555061871707","0.347762902445176","0.128807086841049","0.0306919670425965","0.366015987568735","0.176734751563165",NA,"0.152930352402334"
