Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MILLIQBLANK220920_EM_270.00,MILLIQBLANK220920_EM_272.00,MILLIQBLANK220920_EM_274.00,MILLIQBLANK220920_EM_276.00,MILLIQBLANK220920_EM_278.00,MILLIQBLANK220920_EM_280.00,MILLIQBLANK220920_EM_282.00,MILLIQBLANK220920_EM_284.00,MILLIQBLANK220920_EM_286.00,MILLIQBLANK220920_EM_288.00,MILLIQBLANK220920_EM_290.00,MILLIQBLANK220920_EM_292.00,MILLIQBLANK220920_EM_294.00,MILLIQBLANK220920_EM_296.00,MILLIQBLANK220920_EM_298.00,MILLIQBLANK220920_EM_300.00,MILLIQBLANK220920_EM_302.00,MILLIQBLANK220920_EM_304.00,MILLIQBLANK220920_EM_306.00,MILLIQBLANK220920_EM_308.00,MILLIQBLANK220920_EM_310.00,MILLIQBLANK220920_EM_312.00,MILLIQBLANK220920_EM_314.00,MILLIQBLANK220920_EM_316.00,MILLIQBLANK220920_EM_318.00,MILLIQBLANK220920_EM_320.00,MILLIQBLANK220920_EM_322.00,MILLIQBLANK220920_EM_324.00,MILLIQBLANK220920_EM_326.00,MILLIQBLANK220920_EM_328.00,MILLIQBLANK220920_EM_330.00,MILLIQBLANK220920_EM_332.00,MILLIQBLANK220920_EM_334.00,MILLIQBLANK220920_EM_336.00,MILLIQBLANK220920_EM_338.00,MILLIQBLANK220920_EM_340.00,MILLIQBLANK220920_EM_342.00,MILLIQBLANK220920_EM_344.00,MILLIQBLANK220920_EM_346.00,MILLIQBLANK220920_EM_348.00,MILLIQBLANK220920_EM_350.00,MILLIQBLANK220920_EM_352.00,MILLIQBLANK220920_EM_354.00,MILLIQBLANK220920_EM_356.00,MILLIQBLANK220920_EM_358.00,MILLIQBLANK220920_EM_360.00,MILLIQBLANK220920_EM_362.00,MILLIQBLANK220920_EM_364.00,MILLIQBLANK220920_EM_366.00,MILLIQBLANK220920_EM_368.00,MILLIQBLANK220920_EM_370.00,MILLIQBLANK220920_EM_372.00,MILLIQBLANK220920_EM_374.00,MILLIQBLANK220920_EM_376.00,MILLIQBLANK220920_EM_378.00,MILLIQBLANK220920_EM_380.00,MILLIQBLANK220920_EM_382.00,MILLIQBLANK220920_EM_384.00,MILLIQBLANK220920_EM_386.00,MILLIQBLANK220920_EM_388.00,MILLIQBLANK220920_EM_390.00,MILLIQBLANK220920_EM_392.00,MILLIQBLANK220920_EM_394.00,MILLIQBLANK220920_EM_396.00,MILLIQBLANK220920_EM_398.00,MILLIQBLANK220920_EM_400.00,MILLIQBLANK220920_EM_402.00,MILLIQBLANK220920_EM_404.00,MILLIQBLANK220920_EM_406.00,MILLIQBLANK220920_EM_408.00,MILLIQBLANK220920_EM_410.00,MILLIQBLANK220920_EM_412.00,MILLIQBLANK220920_EM_414.00,MILLIQBLANK220920_EM_416.00,MILLIQBLANK220920_EM_418.00,MILLIQBLANK220920_EM_420.00,MILLIQBLANK220920_EM_422.00,MILLIQBLANK220920_EM_424.00,MILLIQBLANK220920_EM_426.00,MILLIQBLANK220920_EM_428.00,MILLIQBLANK220920_EM_430.00,MILLIQBLANK220920_EM_432.00,MILLIQBLANK220920_EM_434.00,MILLIQBLANK220920_EM_436.00,MILLIQBLANK220920_EM_438.00,MILLIQBLANK220920_EM_440.00,MILLIQBLANK220920_EM_442.00,MILLIQBLANK220920_EM_444.00,MILLIQBLANK220920_EM_446.00,MILLIQBLANK220920_EM_448.00,MILLIQBLANK220920_EM_450.00,MILLIQBLANK220920_EM_452.00,MILLIQBLANK220920_EM_454.00,MILLIQBLANK220920_EM_456.00,MILLIQBLANK220920_EM_458.00,MILLIQBLANK220920_EM_460.00,MILLIQBLANK220920_EM_462.00,MILLIQBLANK220920_EM_464.00,MILLIQBLANK220920_EM_466.00,MILLIQBLANK220920_EM_468.00,MILLIQBLANK220920_EM_470.00,MILLIQBLANK220920_EM_472.00,MILLIQBLANK220920_EM_474.00,MILLIQBLANK220920_EM_476.00,MILLIQBLANK220920_EM_478.00,MILLIQBLANK220920_EM_480.00,MILLIQBLANK220920_EM_482.00,MILLIQBLANK220920_EM_484.00,MILLIQBLANK220920_EM_486.00,MILLIQBLANK220920_EM_488.00,MILLIQBLANK220920_EM_490.00,MILLIQBLANK220920_EM_492.00,MILLIQBLANK220920_EM_494.00,MILLIQBLANK220920_EM_496.00,MILLIQBLANK220920_EM_498.00,MILLIQBLANK220920_EM_500.00,MILLIQBLANK220920_EM_502.00,MILLIQBLANK220920_EM_504.00,MILLIQBLANK220920_EM_506.00,MILLIQBLANK220920_EM_508.00,MILLIQBLANK220920_EM_510.00,MILLIQBLANK220920_EM_512.00,MILLIQBLANK220920_EM_514.00,MILLIQBLANK220920_EM_516.00,MILLIQBLANK220920_EM_518.00,MILLIQBLANK220920_EM_520.00,MILLIQBLANK220920_EM_522.00,MILLIQBLANK220920_EM_524.00,MILLIQBLANK220920_EM_526.00,MILLIQBLANK220920_EM_528.00,MILLIQBLANK220920_EM_530.00,MILLIQBLANK220920_EM_532.00,MILLIQBLANK220920_EM_534.00,MILLIQBLANK220920_EM_536.00,MILLIQBLANK220920_EM_538.00,MILLIQBLANK220920_EM_540.00,MILLIQBLANK220920_EM_542.00,MILLIQBLANK220920_EM_544.00,MILLIQBLANK220920_EM_546.00,MILLIQBLANK220920_EM_548.00,MILLIQBLANK220920_EM_550.00,MILLIQBLANK220920_EM_552.00,MILLIQBLANK220920_EM_554.00,MILLIQBLANK220920_EM_556.00,MILLIQBLANK220920_EM_558.00,MILLIQBLANK220920_EM_560.00,MILLIQBLANK220920_EM_562.00,MILLIQBLANK220920_EM_564.00,MILLIQBLANK220920_EM_566.00,MILLIQBLANK220920_EM_568.00,MILLIQBLANK220920_EM_570.00,MILLIQBLANK220920_EM_572.00,MILLIQBLANK220920_EM_574.00,MILLIQBLANK220920_EM_576.00,MILLIQBLANK220920_EM_578.00,MILLIQBLANK220920_EM_580.00,MILLIQBLANK220920_EM_582.00,MILLIQBLANK220920_EM_584.00,MILLIQBLANK220920_EM_586.00,MILLIQBLANK220920_EM_588.00,MILLIQBLANK220920_EM_590.00,MILLIQBLANK220920_EM_592.00,MILLIQBLANK220920_EM_594.00,MILLIQBLANK220920_EM_596.00,MILLIQBLANK220920_EM_598.00,MILLIQBLANK220920_EM_600.00
275.0700073,9.081866264,29.49122429,61.73044968,67.23035431,47.41081619,15.35349464,4.914916039,1.819293976,1.467391968,1.282679558,1.192009449,1.118634701,1.308876753,2.144836903,4.193589211,9.983428001,14.67507267,17.16298485,13.51592064,8.734628677,3.575494766,1.863722086,1.280508757,1.237848282,1.196210623,1.145736933,1.063936949,1.206871986,1.44423008,1.246524811,1.359197617,1.258455992,1.277012587,1.383021593,1.368664503,1.488967657,1.523468256,1.450198889,1.335391283,1.412949085,1.316912889,1.333561897,1.361875057,1.45258832,1.245604038,1.198707342,1.045587063,1.185714245,1.091385603,1.003680468,1.040249109,0.946348071,0.860460699,0.989404738,0.90558809,0.820727706,0.664291024,0.8127442,0.725080669,0.756342947,0.701767743,0.555922091,0.475221843,0.616692305,0.544216931,0.476038277,0.628586113,0.529734194,0.487564296,0.462984741,0.620825648,0.52904737,0.446798265,0.501784325,0.512123704,0.532981694,0.56808567,0.54158473,0.463281423,0.490334302,0.504487336,0.497215897,0.440817833,0.451844156,0.434035599,0.461494774,0.376057535,0.39441219,0.39835012,0.482416034,0.457529455,0.328677982,0.406307369,0.343735874,0.424988598,0.249711305,0.367985606,0.312869996,0.379621744,0.367933065,0.327750683,0.253298521,0.370751083,0.324567944,0.36457634,0.241060257,0.262123704,0.219096959,0.264987916,0.225148112,0.202887043,0.293185502,0.195307434,0.229984656,0.211792663,0.16047135,0.199482188,0.245997116,0.152340621,0.208072171,0.2425901,0.130120993,0.171700239,0.169693455,0.145151705,0.185864523,0.156008363,0.136611223,0.17596516,0.164649859,0.089599669,0.155853346,0.146431446,0.06434609,0.168552101,0.120175466,0.115099765,0.048656702,0.137314379,0.121382236,0.114831701,0.085443638,0.131234705,0.110514864,0.079944544,0.101283893,0.109986655,0.085246444,0.110318981,0.043782264,0.130504861,0.053921007,0.074944675,0.028318584,0.023163199,0.064554594,0.079846919,0.054433972,0.064311445,0.079977885,0.07936582,0.058988098,0.089979097,0.094482742,0.089166805,0.023163307
280,0.515769601,0.827405989,2.906963348,13.1005888,37.83213806,53.22431183,52.71055222,31.04316711,10.54384041,3.023179531,1.661254883,1.294471979,1.331665516,1.240425825,1.29346323,1.396542549,1.930621386,3.704894304,8.50475502,13.22948742,16.42138481,14.25842667,9.463639259,4.926961899,2.501177073,1.352829456,1.313482046,1.339212179,1.284270048,1.162098885,1.168968201,1.28059411,1.302460909,1.371035576,1.587954283,1.331873894,1.409246683,1.512789726,1.403411388,1.383355856,1.322338343,1.390605211,1.46175456,1.345588207,1.181340218,1.053039074,1.277359962,1.106677532,1.163729429,1.092515469,0.997772038,1.044426918,1.006906152,0.873134613,0.717490435,0.880092561,0.797429264,0.794793427,0.746122479,0.713671386,0.647904515,0.569901049,0.62429744,0.731186867,0.625811458,0.42973575,0.556065917,0.444272488,0.605886519,0.621773005,0.598662972,0.499525517,0.499429584,0.608907163,0.491514742,0.461908937,0.445389092,0.510772943,0.421818197,0.558597505,0.490912855,0.498155087,0.451691061,0.4744353,0.366406888,0.429962963,0.504542708,0.553913295,0.487301409,0.448466748,0.465053916,0.458649218,0.521418154,0.449923486,0.359650135,0.315074563,0.358042598,0.334015727,0.485720783,0.408551246,0.2426413,0.250191778,0.35419625,0.234805822,0.258050621,0.318498105,0.246639878,0.26486221,0.239091426,0.295563281,0.218291566,0.201081604,0.194911867,0.227928758,0.146353766,0.181439906,0.287299007,0.192501023,0.200754941,0.153423578,0.153610185,0.200767234,0.168894708,0.129101127,0.176989168,0.213203356,0.18404451,0.052044503,0.105981067,0.158319175,0.136694223,0.146079242,0.058005918,0.093464777,0.034246616,0.087846294,0.129297495,0.116615683,0.16450271,0.063630149,0.122866705,0.181441709,0.075619757,0.07592006,0.075699598,0.122927085,0.02236932,0.11801219,-0.001225783,0.022417068,0.118139483,0.034218322,0.010471746,0.147550017,0.08219564,0.093531981,-0.012807809,0.087792128,-0.001327559,0.046044156,0.004660584,0.076132588,0.051920328,0.058143333,0.081764355,-0.007775333
285,0.307761371,0.453692824,0.476088732,0.74281311,1.219093561,5.785778999,21.85512543,48.59418869,59.44442749,45.76353073,17.53418922,5.699361801,1.908475876,1.324760914,1.191887856,1.129630089,1.085511923,0.929969013,1.054530621,1.422127962,3.827829123,8.149560928,13.4138155,16.0329361,14.73598766,8.465886116,4.423724651,2.36355114,1.327013731,1.2164886,1.112082005,1.23787117,1.139634609,1.042956352,1.299352884,1.214485645,1.248496771,1.196773052,1.280262947,1.302719355,1.133126259,1.240912914,1.315461397,1.20183301,1.284959078,1.175691843,1.257821083,1.008339763,1.042759418,1.161416054,1.045331717,0.955595613,0.907505274,0.974462569,0.916905642,0.88458544,0.757453978,0.735396683,0.892976642,0.638441086,0.763588905,0.63821274,0.605315328,0.538657546,0.572084785,0.610713601,0.572322428,0.555134952,0.507066429,0.494486123,0.600065827,0.557751298,0.49990657,0.544668078,0.607332826,0.517686605,0.435526162,0.521804094,0.406613886,0.621667385,0.472601265,0.558213055,0.441012681,0.550872386,0.422595918,0.584304512,0.557326615,0.499739289,0.456513584,0.430542976,0.508153796,0.491723776,0.465178132,0.379438847,0.475996792,0.408254176,0.423473209,0.329690993,0.345209807,0.297260106,0.400406271,0.350079417,0.341702968,0.407251775,0.289287418,0.345194578,0.234994709,0.291228682,0.256263733,0.259642661,0.25517562,0.2241164,0.178115889,0.196707338,0.238258541,0.163081333,0.160972223,0.232541353,0.131783724,0.19419536,0.202723488,0.167995736,0.151198328,0.206769258,0.146309346,0.126585811,0.145027578,0.130953506,0.165652603,0.089243613,0.120758817,0.099174239,0.088993385,0.136094868,0.103173792,0.164456666,0.032969229,0.056382459,0.084258728,0.144917622,0.103141576,0.042435501,0.127081692,0.037704289,0.145732462,0.051747885,0.056500696,0.080030724,0.099058948,0.084382609,0.042373993,0.033044659,0.061004121,0.140922219,0.084697112,0.061116531,0.051784281,0.056404002,0.089494184,0.052008979,0.075010031,0.070855282,0.046989322,0.080062106,0.037632477,7.43E-05
290,0.241040245,0.252984166,0.31465748,0.351862043,0.414962292,0.476621151,0.894288242,3.681519985,16.70444489,40.08008575,62.25498581,54.34543991,29.53709793,9.786044121,2.68444562,1.378145695,1.143297911,0.910228968,0.87019074,0.792730451,0.766600072,0.867169499,1.705205679,4.120662212,8.207719803,12.52616024,14.77929974,12.55636787,8.121553421,4.621839523,1.923065901,1.242368698,1.083518505,1.135964394,1.240142822,1.074285507,1.302865028,1.269121647,1.108688116,1.146219254,1.240591526,1.120108843,1.090481758,1.174275875,1.155375242,1.124304533,0.975764811,1.084806681,0.930493236,1.024167776,0.997043252,0.924323201,0.853974342,0.732215583,0.819619715,0.804673791,0.829401195,0.817129195,0.615934908,0.609315455,0.582449138,0.674990058,0.618305385,0.651771426,0.569178998,0.581947386,0.566994131,0.524788141,0.629438877,0.540983737,0.529622436,0.534543812,0.489674211,0.510151207,0.560325384,0.412413388,0.690440238,0.591361046,0.464563221,0.469345957,0.512166202,0.516847372,0.528555036,0.492395818,0.413968742,0.502082229,0.421604693,0.472575665,0.427514702,0.407369405,0.451315016,0.425685912,0.421387762,0.372547925,0.393672228,0.333236873,0.278249264,0.329100609,0.32943818,0.271191657,0.341459632,0.385922194,0.285014451,0.287931055,0.287175179,0.305041999,0.275452495,0.241433486,0.269678593,0.263702154,0.262856007,0.216546535,0.196971864,0.247360304,0.20051986,0.18202357,0.17890656,0.206357688,0.228575274,0.185250834,0.212752372,0.168472752,0.160626307,0.166110873,0.208972827,0.156294003,0.147735283,0.147700191,0.079631731,0.139010489,0.105991676,0.100976825,0.121136345,0.124364689,0.105758861,0.169927999,0.129141659,0.06989114,0.110115945,0.097284108,0.087634355,0.037611574,0.014562668,0.078735903,0.074400902,0.124697492,0.060559563,0.084247783,0.028318584,0.046744037,0.055688474,0.078633055,0.028318584,0.070054039,0.101312287,0.079113528,0.032938629,0.055842027,0.060792595,0.079130419,0.092302784,0.046763152,0.06518206,0.051394619,0.000811042,0.032918591
295,0.203964621,0.209914088,0.231901646,0.254306316,0.381785512,0.193947881,0.30535087,0.43772319,0.52898252,1.654112339,9.241513252,28.20633698,55.56211472,65.23259735,49.77083588,19.03155136,5.67697525,1.71384716,1.099728823,0.923205435,0.891083181,0.794724166,0.72959882,0.730574608,0.833300769,1.396997452,3.34542942,7.136475563,11.80375481,14.15449524,12.76292896,8.824648857,4.709216595,2.313664198,1.28345871,1.093414783,1.144482613,1.08611846,1.115507603,1.153149128,1.001810312,1.10909152,0.970270276,0.974959314,1.03920269,1.024347305,0.922706664,0.965996027,1.020821095,0.922471583,0.896254182,1.039371014,0.805557549,0.854854763,0.723197639,0.794598758,0.796294391,0.682089984,0.815142155,0.744951963,0.545646906,0.501332879,0.530408442,0.548418939,0.547830582,0.555027068,0.5361076,0.515248239,0.51606822,0.568070173,0.482005447,0.563338637,0.529712796,0.542055666,0.481813163,0.628461421,0.509367466,0.513320684,0.53321743,0.513407588,0.607530177,0.5652197,0.587651193,0.601334333,0.409487933,0.491801798,0.466162473,0.508024335,0.507104039,0.492829919,0.444828153,0.400199085,0.450838923,0.503023863,0.388245553,0.399983883,0.472370267,0.353673398,0.410172552,0.339186519,0.308933437,0.384462744,0.272008121,0.210007042,0.323121995,0.22439003,0.261017203,0.216547132,0.230802983,0.238971487,0.19906193,0.255515397,0.224206716,0.224729627,0.177491769,0.218975514,0.199587554,0.181597441,0.209589332,0.163057253,0.137297571,0.206463277,0.127598166,0.098687537,0.081123866,0.1981363,0.146872222,0.169159308,0.086155221,0.137616321,0.107776858,0.151019052,0.090738609,0.050488289,0.103357539,0.175110519,0.12364912,0.067840114,0.111888334,0.05920757,0.085842744,0.156600282,0.100307643,0.077876613,0.068174571,0.116611399,0.104474582,0.068315566,0.059210703,0.041506846,0.094499335,0.099313892,0.019531507,0.023917001,0.06389913,0.028318584,0.04605592,0.068630502,0.121252097,0.041511893,0.010460485,0.054866083,0.037179589,0.10013251,0.041665681,0.032801259
300,0.218978778,0.153882578,0.213884071,0.195429444,0.242149681,0.19497171,0.224187449,0.30787313,0.387563497,0.516007662,0.583964288,0.890726805,3.868129253,18.78237343,51.15436554,70.84375763,57.13313675,26.55233574,7.628134251,2.299935579,1.191856146,0.943652332,0.828185976,0.88103205,0.810843289,0.645139456,0.707298577,0.746032059,1.445611238,3.237490654,8.081739426,12.37049198,14.28035927,11.91769409,7.156627655,3.721099615,1.971035957,1.368038893,1.216454268,1.084624767,0.896457434,1.018651247,0.946415961,0.960787714,0.854484916,0.833491623,0.805191457,0.728211939,0.86566329,0.945130408,0.81214577,0.701246202,0.922373116,0.876174986,0.787607312,0.784525275,0.700441658,0.672728181,0.62060374,0.626214504,0.632280231,0.550992846,0.494768143,0.478945225,0.527516484,0.465203553,0.595612764,0.423251539,0.586230218,0.530722618,0.535056114,0.487961143,0.524348259,0.535636663,0.457160294,0.49033764,0.499397695,0.506599188,0.51024425,0.526663065,0.479244262,0.534313977,0.440466553,0.525617421,0.476207733,0.541871369,0.490577251,0.427064657,0.421206057,0.464482039,0.48960638,0.46840167,0.418334186,0.417453259,0.360023171,0.389613301,0.458054632,0.34906137,0.285864681,0.403385162,0.365294665,0.348466724,0.333089322,0.315409213,0.266548544,0.268720746,0.25077945,0.225205213,0.301420212,0.278142869,0.274597824,0.228616908,0.214119986,0.24326694,0.197288871,0.278567761,0.129702896,0.239346027,0.242784515,0.175888315,0.133853242,0.210139841,0.171752483,0.182876155,0.159604415,0.14608489,0.118221618,0.146643281,0.134372562,0.108552359,0.112607539,0.070829451,0.097459637,0.049356688,0.083128586,0.130471468,0.131213799,0.133501142,0.121736847,0.117817774,0.083635375,0.075045168,0.088295028,0.092206828,0.0410777,0.175135463,0.134863883,0.036904857,0.071501322,0.032563407,0.049760234,0.104647666,0.00712963,0.07963112,0.075210899,0.054019358,0.041048571,0.011178127,0.058299094,0.036969587,0.049657926,0.104717642,0.062942676,0.036897819,0.041206732,0.062413804
305.0700073,0.185265601,0.153455645,0.219987378,0.179125413,0.242553294,0.136237428,0.199845165,0.196784154,0.312861532,0.249033228,0.313696742,0.383064628,0.513346195,0.739654064,1.739272118,9.087968826,28.59728432,56.70741272,63.68342209,46.35196686,16.53084755,4.869024754,1.386888027,1.098889589,0.884542406,0.794834435,0.695921779,0.667686224,0.678027689,0.638404191,0.867337584,1.265064478,2.823328018,6.667007923,10.50028419,13.46320343,12.59502602,8.921672821,4.612691879,2.409325838,1.385248661,1.103402853,0.971432686,0.925459862,0.813918233,0.742434263,0.700213671,0.759885669,0.819457829,0.721621096,0.552041471,0.690166533,0.635837913,0.644382,0.69195044,0.651046395,0.74594456,0.680971026,0.65634501,0.626808703,0.518309236,0.464598179,0.390587926,0.480419368,0.507929206,0.492540747,0.483886153,0.465187997,0.425770223,0.437438458,0.511719882,0.556345046,0.526716113,0.491936207,0.482652277,0.501789808,0.415045649,0.409094661,0.398125887,0.453139782,0.390493482,0.39616099,0.493946522,0.452509254,0.47729215,0.432039738,0.415644795,0.381077141,0.45789209,0.481126577,0.383869916,0.446007431,0.32317856,0.428657681,0.25895679,0.368327022,0.348011672,0.299549818,0.264869213,0.235360369,0.298485696,0.346752346,0.248055741,0.300979048,0.384182036,0.330499619,0.330426246,0.243822008,0.169976696,0.202840671,0.177175954,0.271574169,0.162414506,0.158208638,0.227557972,0.195396975,0.152440131,0.134355009,0.133080602,0.123050876,0.216829985,0.128181711,0.180412516,0.081373051,0.099339627,0.0927478,0.115526363,0.187099144,0.099101685,0.110646345,0.040043011,0.168185249,0.098308206,0.171328962,0.224748328,0.057788424,0.122531556,0.104632057,0.074972615,0.092644192,0.045747779,0.057795025,0.129445255,0.028318584,0.028318584,0.128055155,0.11053852,-0.001117423,0.06951347,0.087157339,0.052125417,0.004866565,0.034223374,0.057997458,0.07584174,0.080553055,-0.001240628,0.004606169,0.028318584,0.063810199,0.088171586,0.080992669,0.093377702,0.092985667,0.104657151,0.063931756
310,0.140813842,0.167630732,0.158744738,0.116673931,0.243042856,0.12961337,0.111749254,0.198957339,0.205929324,0.206685543,0.22853826,0.253647923,0.298763037,0.426113993,0.49641034,0.555936217,0.983241618,2.456398964,13.343997,38.66893768,65.91519928,64.67966461,35.36478043,12.11769104,3.063505173,1.099473953,0.751802027,0.786486208,0.810287297,0.854197681,0.746181071,0.757781327,0.812668502,0.786632359,1.138570786,2.466888666,5.221115589,9.323904037,13.61490345,13.43491173,10.51096725,5.931128025,2.939559698,1.556224108,0.943756461,0.845531523,0.695863903,0.538572907,0.550591826,0.560668826,0.562537313,0.638309777,0.651357055,0.572187781,0.526875138,0.425691247,0.555763304,0.501661301,0.582400501,0.600662231,0.447796345,0.466502517,0.424857467,0.472059786,0.448223203,0.407402486,0.360611111,0.473683327,0.442668915,0.407744497,0.388254285,0.378452629,0.449976802,0.376915902,0.459358007,0.431177735,0.476849645,0.444348842,0.462972671,0.481469721,0.40108344,0.358540893,0.558115304,0.381644756,0.442803383,0.360453516,0.442368269,0.454521298,0.429698378,0.413942963,0.362886488,0.309490591,0.328941792,0.452231944,0.286907852,0.294179201,0.337974012,0.314009547,0.347633034,0.32266131,0.245933637,0.197077274,0.315084606,0.221284106,0.215392917,0.267094672,0.201482758,0.273701608,0.185336411,0.186299235,0.162067503,0.216788903,0.214220256,0.269476622,0.202971742,0.201340944,0.281623334,0.186236411,0.156975061,0.09285818,0.162736624,0.195632383,0.1693739,0.069129437,0.134789035,0.057465114,0.115993276,0.200834498,0.162206098,0.051760159,0.086455747,0.145897865,0.051749997,0.127053037,0.109104753,0.010838002,0.098683305,0.10995362,0.15673399,0.098532207,0.016676191,0.063261829,0.093360767,0.092746668,0.05152623,0.104585946,0.114557691,0.069336057,0.110632308,0.057471912,0.068983868,0.063748583,0.122494958,0.104904048,0.081343979,0.092776865,0.045908011,0.028318584,0.045887098,-0.018907472,0.057219818,0.01058316,0.034232385,-0.024376478,0.116768241,0.028318584
315,0.123264901,0.123969033,0.164771318,0.144854367,0.160531268,0.172773182,0.245062709,0.184152707,0.160269573,0.270586193,0.209877223,0.285476685,0.229567587,0.275774419,0.385421157,0.33511892,0.482474118,0.475210786,0.814318955,1.61966157,10.17111015,34.56647491,60.80843353,69.73019409,46.06896973,15.17525101,3.812312126,1.291205406,0.962119639,0.898234665,0.908550501,0.654350102,0.560766995,0.794284225,0.808070242,0.706585526,0.715741217,1.27717638,2.965890646,6.002346039,11.14800739,13.7420454,13.18044186,9.822972298,5.47826767,2.546148062,1.338117599,0.926554143,0.859277785,0.627981305,0.661485314,0.463208079,0.714703619,0.53808701,0.549473047,0.522258282,0.474178463,0.409210503,0.415878534,0.567860663,0.398783565,0.359193683,0.446893126,0.366367608,0.422262013,0.425016552,0.389862746,0.595037103,0.356550872,0.422526866,0.470009118,0.471641898,0.354677051,0.418214023,0.411754161,0.469501466,0.375059247,0.436756283,0.368287623,0.359064192,0.323828727,0.295074999,0.379240543,0.410454988,0.385299802,0.382061601,0.35648334,0.468099952,0.349192351,0.333357424,0.275471568,0.358510852,0.351629287,0.254921794,0.315900773,0.334203035,0.292561948,0.314563543,0.263192981,0.224817112,0.238603428,0.263300389,0.235004887,0.168758154,0.218437463,0.264935344,0.211401701,0.224258214,0.185110494,0.184484646,0.192900538,0.230649188,0.199598163,0.099102743,0.180525586,0.202693015,0.116191499,0.085625172,0.091242135,0.204648763,0.117302954,0.156083092,0.192827657,0.003061276,0.150447741,0.085056171,0.110903881,0.13551797,0.185689852,0.109871864,0.091701187,0.111164398,0.003136327,0.168276593,0.092215121,0.097974986,0.04107035,0.053432383,0.13626194,0.07900089,0.015743684,0.028318584,0.142021716,0.04717702,0.091404498,-0.009370331,0.040711157,0.085338712,0.021952968,0.059801362,0.028318584,0.041206095,0.05357733,0.028318584,0.059838474,0.059819605,0.103955351,0.060287893,0.053969309,0.11109741,0.009214684,0.022027574,0.060087409,0.073119156,0.040946282,0.034673437
320,0.125176355,0.240601599,0.237461343,0.144603446,0.172638401,0.078268632,0.085564718,0.314860672,0.179034486,0.264475822,0.091774888,0.324911773,0.303121567,0.170627952,0.295255333,0.293374568,0.272753745,0.462665141,0.410095125,0.552286148,0.473898202,1.106596947,4.807319164,21.33082008,46.93811798,66.10609436,52.65739059,25.09029579,7.370823383,2.234825611,1.036319017,0.995537043,0.778901458,0.867610097,0.872489452,0.902361095,0.821478367,0.870049715,0.668673456,0.834207773,1.349425793,2.647353411,6.151422501,10.37070847,13.03656292,13.53809261,9.936776161,5.815981865,2.538390398,1.520223141,0.88830626,0.674731016,0.654060662,0.513921618,0.549720109,0.468051225,0.444142282,0.372392923,0.48332119,0.36741659,0.445932239,0.314619094,0.348549128,0.286480933,0.407759219,0.387634456,0.484698862,0.348985583,0.36650449,0.457416087,0.293048054,0.311479926,0.568672895,0.428475499,0.542396426,0.260075688,0.500658691,0.41599828,0.274405003,0.324586421,0.229687899,0.418654174,0.30141753,0.38773489,0.226770669,0.357347786,0.28109318,0.328239679,0.268418461,0.234920308,0.330495864,0.291861087,0.32538566,0.212617889,0.295213878,0.187387079,0.268464595,0.349358737,0.34261167,0.165184677,0.292274237,0.164176211,0.100153081,0.277428627,0.23559396,0.084599987,0.260900974,0.132242098,0.17150186,0.147015765,0.316653043,0.10826166,0.220703363,0.044389553,0.264971375,0.036316026,0.108274445,0.100766607,0.157459155,0.131697476,0.195182577,0.132720321,0.195927054,0.044414647,0.09210223,0.21244821,0.188378766,0.092744835,0.133925498,-0.003669903,0.07653188,0.108441658,0.180195868,0.068592444,0.149194688,0.09225516,0.133363158,0.044418789,0.012346823,0.084384516,0.139792427,0.083588138,0.099358134,0.044273525,0.187416181,0.115515679,0.091577195,0.099261813,0.092147015,0.004684627,0.092784278,0.132193923,0.084937319,0.028318584,0.075948596,0.08382304,-0.067069411,0.044513177,0.076919287,-0.003787495,-0.067382827,0.092096642,-0.03546913,0.07672637,0.076269098,-0.019857548
