Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MILLIQBLANK220920_EM_270.00,MILLIQBLANK220920_EM_272.00,MILLIQBLANK220920_EM_274.00,MILLIQBLANK220920_EM_276.00,MILLIQBLANK220920_EM_278.00,MILLIQBLANK220920_EM_280.00,MILLIQBLANK220920_EM_282.00,MILLIQBLANK220920_EM_284.00,MILLIQBLANK220920_EM_286.00,MILLIQBLANK220920_EM_288.00,MILLIQBLANK220920_EM_290.00,MILLIQBLANK220920_EM_292.00,MILLIQBLANK220920_EM_294.00,MILLIQBLANK220920_EM_296.00,MILLIQBLANK220920_EM_298.00,MILLIQBLANK220920_EM_300.00,MILLIQBLANK220920_EM_302.00,MILLIQBLANK220920_EM_304.00,MILLIQBLANK220920_EM_306.00,MILLIQBLANK220920_EM_308.00,MILLIQBLANK220920_EM_310.00,MILLIQBLANK220920_EM_312.00,MILLIQBLANK220920_EM_314.00,MILLIQBLANK220920_EM_316.00,MILLIQBLANK220920_EM_318.00,MILLIQBLANK220920_EM_320.00,MILLIQBLANK220920_EM_322.00,MILLIQBLANK220920_EM_324.00,MILLIQBLANK220920_EM_326.00,MILLIQBLANK220920_EM_328.00,MILLIQBLANK220920_EM_330.00,MILLIQBLANK220920_EM_332.00,MILLIQBLANK220920_EM_334.00,MILLIQBLANK220920_EM_336.00,MILLIQBLANK220920_EM_338.00,MILLIQBLANK220920_EM_340.00,MILLIQBLANK220920_EM_342.00,MILLIQBLANK220920_EM_344.00,MILLIQBLANK220920_EM_346.00,MILLIQBLANK220920_EM_348.00,MILLIQBLANK220920_EM_350.00,MILLIQBLANK220920_EM_352.00,MILLIQBLANK220920_EM_354.00,MILLIQBLANK220920_EM_356.00,MILLIQBLANK220920_EM_358.00,MILLIQBLANK220920_EM_360.00,MILLIQBLANK220920_EM_362.00,MILLIQBLANK220920_EM_364.00,MILLIQBLANK220920_EM_366.00,MILLIQBLANK220920_EM_368.00,MILLIQBLANK220920_EM_370.00,MILLIQBLANK220920_EM_372.00,MILLIQBLANK220920_EM_374.00,MILLIQBLANK220920_EM_376.00,MILLIQBLANK220920_EM_378.00,MILLIQBLANK220920_EM_380.00,MILLIQBLANK220920_EM_382.00,MILLIQBLANK220920_EM_384.00,MILLIQBLANK220920_EM_386.00,MILLIQBLANK220920_EM_388.00,MILLIQBLANK220920_EM_390.00,MILLIQBLANK220920_EM_392.00,MILLIQBLANK220920_EM_394.00,MILLIQBLANK220920_EM_396.00,MILLIQBLANK220920_EM_398.00,MILLIQBLANK220920_EM_400.00,MILLIQBLANK220920_EM_402.00,MILLIQBLANK220920_EM_404.00,MILLIQBLANK220920_EM_406.00,MILLIQBLANK220920_EM_408.00,MILLIQBLANK220920_EM_410.00,MILLIQBLANK220920_EM_412.00,MILLIQBLANK220920_EM_414.00,MILLIQBLANK220920_EM_416.00,MILLIQBLANK220920_EM_418.00,MILLIQBLANK220920_EM_420.00,MILLIQBLANK220920_EM_422.00,MILLIQBLANK220920_EM_424.00,MILLIQBLANK220920_EM_426.00,MILLIQBLANK220920_EM_428.00,MILLIQBLANK220920_EM_430.00,MILLIQBLANK220920_EM_432.00,MILLIQBLANK220920_EM_434.00,MILLIQBLANK220920_EM_436.00,MILLIQBLANK220920_EM_438.00,MILLIQBLANK220920_EM_440.00,MILLIQBLANK220920_EM_442.00,MILLIQBLANK220920_EM_444.00,MILLIQBLANK220920_EM_446.00,MILLIQBLANK220920_EM_448.00,MILLIQBLANK220920_EM_450.00,MILLIQBLANK220920_EM_452.00,MILLIQBLANK220920_EM_454.00,MILLIQBLANK220920_EM_456.00,MILLIQBLANK220920_EM_458.00,MILLIQBLANK220920_EM_460.00,MILLIQBLANK220920_EM_462.00,MILLIQBLANK220920_EM_464.00,MILLIQBLANK220920_EM_466.00,MILLIQBLANK220920_EM_468.00,MILLIQBLANK220920_EM_470.00,MILLIQBLANK220920_EM_472.00,MILLIQBLANK220920_EM_474.00,MILLIQBLANK220920_EM_476.00,MILLIQBLANK220920_EM_478.00,MILLIQBLANK220920_EM_480.00,MILLIQBLANK220920_EM_482.00,MILLIQBLANK220920_EM_484.00,MILLIQBLANK220920_EM_486.00,MILLIQBLANK220920_EM_488.00,MILLIQBLANK220920_EM_490.00,MILLIQBLANK220920_EM_492.00,MILLIQBLANK220920_EM_494.00,MILLIQBLANK220920_EM_496.00,MILLIQBLANK220920_EM_498.00,MILLIQBLANK220920_EM_500.00,MILLIQBLANK220920_EM_502.00,MILLIQBLANK220920_EM_504.00,MILLIQBLANK220920_EM_506.00,MILLIQBLANK220920_EM_508.00,MILLIQBLANK220920_EM_510.00,MILLIQBLANK220920_EM_512.00,MILLIQBLANK220920_EM_514.00,MILLIQBLANK220920_EM_516.00,MILLIQBLANK220920_EM_518.00,MILLIQBLANK220920_EM_520.00,MILLIQBLANK220920_EM_522.00,MILLIQBLANK220920_EM_524.00,MILLIQBLANK220920_EM_526.00,MILLIQBLANK220920_EM_528.00,MILLIQBLANK220920_EM_530.00,MILLIQBLANK220920_EM_532.00,MILLIQBLANK220920_EM_534.00,MILLIQBLANK220920_EM_536.00,MILLIQBLANK220920_EM_538.00,MILLIQBLANK220920_EM_540.00,MILLIQBLANK220920_EM_542.00,MILLIQBLANK220920_EM_544.00,MILLIQBLANK220920_EM_546.00,MILLIQBLANK220920_EM_548.00,MILLIQBLANK220920_EM_550.00,MILLIQBLANK220920_EM_552.00,MILLIQBLANK220920_EM_554.00,MILLIQBLANK220920_EM_556.00,MILLIQBLANK220920_EM_558.00,MILLIQBLANK220920_EM_560.00,MILLIQBLANK220920_EM_562.00,MILLIQBLANK220920_EM_564.00,MILLIQBLANK220920_EM_566.00,MILLIQBLANK220920_EM_568.00,MILLIQBLANK220920_EM_570.00,MILLIQBLANK220920_EM_572.00,MILLIQBLANK220920_EM_574.00,MILLIQBLANK220920_EM_576.00,MILLIQBLANK220920_EM_578.00,MILLIQBLANK220920_EM_580.00,MILLIQBLANK220920_EM_582.00,MILLIQBLANK220920_EM_584.00,MILLIQBLANK220920_EM_586.00,MILLIQBLANK220920_EM_588.00,MILLIQBLANK220920_EM_590.00,MILLIQBLANK220920_EM_592.00,MILLIQBLANK220920_EM_594.00,MILLIQBLANK220920_EM_596.00,MILLIQBLANK220920_EM_598.00,MILLIQBLANK220920_EM_600.00
325.0700073,0.050765611,0.133830845,0.116925903,0.187900335,0.126871377,0.089773372,0.174217671,0.154223993,0.124309137,0.079397067,0.125181705,0.118374199,0.154166207,0.20288308,0.228936791,0.229002401,0.176899269,0.355232507,0.332468361,0.317314506,0.331454188,0.348261446,0.430859715,0.732940912,1.262931585,7.340892792,27.45950127,54.88256454,67.04644012,49.5162735,17.48242188,4.455765724,1.713437796,1.195774555,0.918916106,0.855386794,0.958290219,0.780578971,0.757101893,0.67912221,0.750963151,0.756195545,0.659673452,0.871563077,1.833479643,4.443133831,8.043597221,12.53240204,14.07173061,11.50417423,7.1572299,3.752964258,1.485835314,1.0241853,0.718983352,0.641848028,0.394769639,0.558359146,0.405023158,0.43562904,0.361831307,0.372166693,0.149379373,0.408254921,0.255165547,0.296600908,0.372471988,0.346156687,0.280267477,0.301574916,0.37930584,0.397096395,0.37255007,0.412212759,0.308757246,0.332949728,0.303956658,0.356077552,0.304933399,0.435111284,0.355935991,0.327542841,0.394772351,0.329859465,0.471092016,0.29867816,0.29818365,0.393633097,0.348030686,0.324046433,0.266451031,0.293223262,0.336320639,0.269191742,0.252851009,0.19527109,0.080701247,0.23796846,0.215907693,0.252239287,0.307711452,0.201526999,0.104395449,0.271108866,0.178926662,0.163014844,0.065430939,0.189098895,0.210043147,0.214727163,0.248522684,0.172067404,0.103353664,0.110983089,0.149677813,0.178077459,0.202271089,0.102976091,0.088460371,0.072958119,0.17820318,0.013237107,0.08749631,0.104209542,0.066268384,0.095070794,0.050913367,0.020853948,0.080990553,0.035874821,0.096327804,0.088290401,0.110986196,0.110163823,0.088678174,0.073299125,-0.024508815,0.192614153,0.110687204,0.065802656,0.095483258,0.095675781,0.065712661,-0.045792818,0.065634251,0.109970018,0.163871974,0.160468444,0.050502189,0.087993801,0.126351893,0.013180372,-0.047082551,0.043336418,0.050876334,0.020791071,-0.009400185,0.020888722,0.073032305,-0.039681897,0.035762992,0.013480688,0.117039233,0.088229761,0.028318584,0.043300193
330,0.183909625,0.168102831,0.253420711,0.020050567,0.125006229,0.077929959,0.284502119,0.132104367,0.123465307,0.202502891,0.184160724,0.10877946,0.14782621,0.201843426,0.312591195,0.187539041,0.280402213,0.179069161,0.233772591,0.250894099,0.241354823,0.263950914,0.340216696,0.455743432,0.43366605,0.723048091,0.730333149,3.524240017,18.50691032,45.18291473,64.26089478,52.26677704,30.89367676,8.595948219,2.150004387,1.037246704,1.112891674,0.8106215,0.704274535,0.806312442,0.836377203,0.71131438,0.725252807,0.747400045,0.703819156,0.738904715,1.010428429,1.899696827,4.323756218,8.678617477,12.11472607,12.80771732,10.52884865,6.831964016,3.321569681,1.627911091,1.052515268,0.619642138,0.624309301,0.570164204,0.313198566,0.24292621,0.313180536,0.324586421,0.391346544,0.45665884,0.232011691,0.320413858,0.396181464,0.46298781,0.489540756,0.249981374,0.170404404,0.311241806,0.320388496,0.534811974,0.281814039,0.279612362,0.369545102,0.251310647,0.248097077,0.412115961,0.361744523,0.33115086,0.326301962,0.213072374,0.283432841,0.309619337,0.300294638,0.435722142,0.353847176,0.359527975,0.228051737,0.251751959,0.30154264,0.18084082,0.297416627,0.172059849,0.306830227,0.204096407,0.212906316,0.132096082,0.164366484,0.195850834,-0.003419891,0.10789714,0.156686217,0.14830035,0.1864326,0.186570227,0.165247515,0.028318584,0.180233508,0.155974433,0.108417906,0.036259629,0.116389036,0.020397291,0.197421134,0.060358826,0.123501532,0.122339629,0.092466898,0.13202405,0.131612882,0.060009282,0.171842083,0.068056002,0.044341788,0.139446452,0.131844848,0.03630434,0.147427648,0.020269517,0.052475702,0.059572738,0.092062078,0.068064526,0.052136615,0.052132078,-0.003750686,0.131152868,0.076252244,-0.011016186,0.036337059,0.059777491,0.060051017,0.052047879,0.100146197,0.08378873,0.052493028,0.044302601,0.099929594,-0.050147869,0.012482142,0.020342831,0.044213425,0.01245866,0.138465464,0.028318584,-0.042940326,0.084203243,0.036300894,0.036272135,0.012494046,0.004243856
335.0700073,0.076087385,0.08393947,0.205093443,0.084679745,0.177121118,0.126878783,0.161954835,0.23870711,0.097601049,0.112174109,0.105586991,0.153241485,0.121719792,0.153428048,0.18862392,0.351938188,0.230398461,0.143856063,0.259876907,0.228241682,0.127925515,0.266245723,0.249631807,0.174769849,0.165768281,0.274994254,0.31169802,0.541017413,0.635010839,1.158358335,6.955636024,25.94584656,59.90575409,65.38749695,47.19921875,17.70793724,4.64525795,1.467865229,1.018734455,0.760422051,0.644588113,0.75492382,0.654851854,0.519771934,0.511859059,0.692278504,0.688134313,0.429980844,0.437663794,0.859154224,1.509153605,3.522074223,6.802736282,10.97960472,13.01926136,12.17016125,8.111450195,3.791583538,1.923184633,1.038639545,0.657405734,0.412978351,0.440444261,0.292940915,0.330248624,0.197109208,0.388911158,0.275201678,0.303106755,0.304682553,0.173860028,0.277879894,0.312263399,0.320516139,0.257662356,0.358506173,0.329670042,0.344018906,0.291557997,0.258526444,0.366928577,0.275415182,0.345781356,0.306764543,0.260498762,0.393727571,0.314271331,0.34576416,0.175655663,0.284537733,0.128950238,0.253323615,0.267162263,0.214470431,0.231402338,0.215294182,0.13599351,0.129018843,0.23775892,0.082483478,0.230598122,0.204812631,0.251568973,0.200782388,0.259750068,0.193389565,0.175689951,0.160220146,0.17722024,0.152018771,0.14727369,0.214515209,0.231232747,0.200092942,0.215786368,0.167272866,0.059452802,0.184525877,0.090407252,0.059498429,0.182247624,0.121716879,0.059532739,0.18353422,-0.002460826,0.128595501,0.059530299,0.005174186,0.12889652,0.075223267,0.082402706,0.159427688,0.150320023,0.089673921,0.036085453,0.14427495,0.168867826,-0.033596128,0.05905991,0.06702666,-0.025804013,0.104272373,-0.002531331,0.051491588,0.043806612,0.00548736,0.152965099,0.188041121,0.090481542,0.090027928,-0.010014687,0.020522285,0.036108688,0.005467186,0.07432662,0.105699994,0.104607292,0.157806873,-0.017540004,0.036048651,-0.018228766,-0.017760117,0.020613296,0.035987001,0.074689299,0.028318584
340,0.116251752,0.187616408,0.113699771,0.100352004,0.092147529,0.12588194,-0.01111266,0.08341977,0.144733012,0.258965373,0.175506145,0.051664162,0.144584134,0.136736453,0.19519259,0.175984308,0.121161915,0.0593016,0.166791841,0.212135077,0.14210926,0.166274995,0.105083406,0.213715479,0.294324547,0.151164934,0.304447263,0.352600336,0.394154191,0.366236836,0.529448092,0.803630233,3.013139963,16.6251564,42.15396881,66.40753937,58.05000305,30.49935913,9.221767426,2.412990332,1.195909262,0.768248379,0.80254972,0.742182136,0.777474821,0.764927268,0.699782133,0.492274523,0.374153197,0.351776212,0.419497877,0.568175435,0.758615911,1.463625669,3.488365173,6.71352911,10.03454304,11.79265785,10.93117046,8.105256081,4.064105988,1.907536268,0.904021978,0.429473281,0.47445184,0.374666899,0.336323649,0.392136872,0.379852712,0.305497527,0.225485459,0.363585532,0.258683801,0.256863892,0.282602876,0.25925833,0.214026794,0.292105317,0.244778842,0.29696247,0.303739578,0.284128577,0.267234087,0.244979843,0.26001817,0.235862419,0.26892522,0.258584768,0.215738058,0.229320511,0.182757556,0.29696247,0.304089785,0.351139724,0.252499163,0.159461066,0.214964092,0.221108258,0.205900073,0.221416488,0.221409038,0.160364598,0.20533289,0.13732484,0.05134856,0.145221144,0.235029802,0.214184985,0.168046266,0.089954242,0.067163497,0.191286147,0.175717384,0.113224611,0.097812362,0.152254492,0.173819914,0.082229018,0.113606431,0.12156447,0.066858388,0.05122634,0.028318584,0.089965165,0.081700318,0.075409904,0.074885085,0.096739352,0.036006633,0.028318584,0.151262164,0.090118513,0.066871166,0.074581683,-0.002115404,0.089703582,0.066591695,0.082304686,0.074304052,0.059369907,0.097961314,0.058723196,0.066204548,0.135923147,0.074143544,0.07410194,-0.010417081,0.01312748,0.058903832,0.143843606,0.12916258,0.058929347,0.005123544,0.136194289,0.028318584,0.020723552,-0.039723545,-0.017351512,0.081842765,0.036005806,0.035988532,0.066464685,-0.048537098,0.028318584,-0.002583764,-0.002305536
345.0700073,0.049434789,0.142719507,0.077635542,0.143194273,0.042587075,0.02110935,0.125446379,0.091978163,0.110948421,0.131788984,0.11161837,0.070141509,0.139640749,0.195794716,0.06954436,0.18316637,0.083769783,0.132663503,0.200902581,0.159749165,0.249478012,0.207575768,0.281227022,0.104345813,0.083320677,0.159631073,0.152555048,0.194653735,0.251830667,0.283988237,0.267978013,0.367383748,0.334001511,0.713155329,1.245489836,8.118742943,29.13421822,57.88537979,70.37725067,46.78340149,17.72639656,4.683268547,1.392405987,1.042710781,0.792802036,0.599134564,0.746355653,0.632409751,0.690218687,0.508258462,0.549368978,0.444049865,0.420121521,0.485835373,0.500317931,0.603664637,1.316434145,2.715162039,5.629439831,9.031646729,10.27378845,9.644649506,7.675971985,4.32512331,1.918548346,1.05967021,0.550608695,0.394469649,0.389708281,0.305538058,0.347003937,0.242399588,0.23572436,0.264072776,0.29848963,0.229666933,0.22873047,0.152919695,0.27106902,0.16074121,0.272566557,0.299375921,0.153731406,0.217476338,0.273664027,0.229464427,0.289012313,0.222885981,0.210888743,0.125892475,0.091380887,0.188921884,0.278178036,0.236498669,0.267433584,0.201726183,0.230206594,0.208891705,0.098830998,0.15307945,0.154886618,0.188037485,0.049235292,0.112181887,0.174888834,0.162063017,0.196017072,0.147323698,0.182296112,0.077348493,0.202735156,0.084565111,0.161052063,0.0213036,0.098234966,0.153615296,0.097726397,0.154454693,0.105202414,0.049393252,0.105720684,0.203403324,0.070070788,0.042303033,0.021400515,0.091419801,0.104819566,0.139000028,0.090924665,0.070275158,0.04900125,0.098326981,0.132619247,0.147472173,0.042240925,0.070216566,0.103848837,0.021401186,0.104288585,0.084068879,0.097100995,0.048865542,0.153761119,0.069795728,0.076104395,0.076894611,0.021418035,0.055574335,0.035187095,0.062508956,0.08348415,0.063173443,0.090615682,-0.027034014,0.055709466,0.021402428,0.000763543,0.042220891,0.041892998,-0.033450905,0.056055337,0.090297356,0.028318584,0.007641478,0.076572485,0.021287769
350,0.021134315,-0.008857243,0.078319296,0.086193979,0.142930955,0.109205693,0.108166434,0.113921583,0.17480807,0.106148958,0.175393894,0.000198089,0.141044647,0.077660225,0.214682281,0.169723302,0.245536223,0.231988862,0.18120572,0.147139043,0.153401107,0.118803725,0.165405348,0.175222069,0.118724436,0.167894691,0.160538495,0.09103854,0.232496485,0.26618728,0.266178966,0.235720053,0.322364151,0.237978294,0.315037876,0.514899909,0.981287181,4.013143063,21.08797836,48.77553177,70.34794617,57.25416565,28.16138077,9.326980591,2.293230057,1.063786745,1.067956448,0.825368822,0.694639266,0.519694924,0.624487698,0.443058014,0.55550009,0.451954633,0.472164989,0.405779958,0.359932691,0.458759964,0.602254868,1.407235146,2.47855711,4.871406555,7.780202866,9.625835419,9.107183456,7.45246315,4.50462532,2.286988497,0.967279255,0.573285282,0.370201319,0.371071815,0.258013248,0.259842277,0.221887931,0.182397485,0.225389257,0.264716983,0.140672609,0.301290184,0.161448255,0.216045424,0.167432562,0.245297536,0.245906726,0.189852446,0.272685945,0.161855265,0.196621522,0.162025362,0.133020401,0.224489048,0.300353408,0.26477617,0.11956843,0.126218632,0.246272355,0.154433474,0.18344371,0.181558207,0.077245682,0.237621397,0.04245156,0.12008696,0.170359001,0.2535882,0.196928948,0.127275288,0.119434118,0.176350802,0.126302898,0.147950113,0.056516789,0.147523969,0.14717643,0.203111991,0.091230571,0.210392684,0.08476752,0.140284985,0.070218027,0.056401767,0.042241409,0.085018367,0.028318584,0.084516123,0.119692855,-0.021548554,0.119933687,0.035324771,0.083787858,0.021279899,0.069884509,0.063016951,0.028318584,0.069810346,0.090248317,0.10466665,0.028318584,0.042232692,0.083205581,0.062810853,0.04222418,0.083498985,0.035221897,0.055878371,0.05611895,-0.061037704,0.090354607,0.083762869,0.117913827,0.118326344,-0.006468624,0.049416371,0.055909548,0.06973131,-0.012942635,0.069615871,0.055968672,-0.012997184,0.035355385,0.14673844,0.03534767,0.056059949,0.049139049,0.056376353
355.0700073,0.128254503,0.094732076,0.069646016,0.058577232,0.064460985,0.046890754,0.1073993,0.076527908,0.080327578,0.111602344,0.087717935,0.099991612,0.081282504,0.177969903,0.104587734,0.153147697,0.099558875,0.075950101,0.129009798,0.15233238,0.098602124,0.188031808,0.081196308,0.183079571,0.116403617,0.141636416,0.13331832,0.093009628,0.129623637,0.171230167,0.134560913,0.141265243,0.212808341,0.194538042,0.178150162,0.290241897,0.312037736,0.350774765,0.546297729,1.347941875,8.032855034,28.39536858,60.92566299,75.9319458,55.87703705,22.57699394,6.112901211,1.541953087,0.925264835,0.66258198,0.679940164,0.498130172,0.610937536,0.489678204,0.477146238,0.411105156,0.382807076,0.340473413,0.338303685,0.250905752,0.280508757,0.334766954,0.782164395,1.5872159,3.424258947,6.181007862,8.671461105,9.866634369,8.121264458,5.873227119,3.017470121,1.434370995,0.80161792,0.479852915,0.344315767,0.360345572,0.326468259,0.321837217,0.267752081,0.184436306,0.135323867,0.170838088,0.254393339,0.273387313,0.148028165,0.173119336,0.22812967,0.155343413,0.166326597,0.155599028,0.183386937,0.201302126,0.142666206,0.218580723,0.190451533,0.112122819,0.298233837,0.195365086,0.142870963,0.166657791,0.22432597,0.129656851,0.118437901,0.12450017,0.12523073,0.136455268,0.16116643,0.112714402,0.125292391,0.160212278,0.193640038,0.228916734,0.112199642,0.083358064,0.016365726,0.135407254,0.149574071,0.09309496,0.143136084,0.070286021,0.106954433,0.058154725,0.064194955,0.076086625,0.081724711,0.052275702,0.058133908,0.034241948,0.124359876,0.01041252,0.01653669,0.046100259,0.034267034,0.040312082,0.076934844,0.05758265,0.051936075,0.06950184,0.057709605,-0.007326957,0.110767066,0.01658294,0.088112891,0.075857267,0.081549399,0.064426616,0.087655202,0.099338368,0.075245187,0.105353341,-0.006721593,0.04612961,0.022385133,-0.00172516,0.022406917,-0.001124529,0.123858087,-0.00730262,-0.04296869,-0.006816395,0.058107443,0.028318584,0.105395816,0.028318584,0.063842982,-0.01380264
360,0.086179391,0.07478188,0.045479335,0.04111569,0.041182306,0.045722071,0.053370148,0.117614172,0.069090307,0.040874928,0.078674436,0.078787737,0.120140582,0.041005775,0.09971536,0.091028929,0.111240074,0.070449568,0.099933721,0.065800935,0.05332223,0.122880451,0.124558128,0.15490514,0.086802512,0.103886917,0.086542018,0.178317338,0.129840568,0.129113182,0.133624315,0.094903678,0.172716171,0.150564373,0.11648757,0.200625136,0.231268659,0.230140761,0.259744585,0.316790968,0.377904922,0.657535076,2.883777618,15.68978882,45.9467926,73.73813629,73.38713837,39.25442123,11.9187479,2.594846964,1.051686287,0.811000884,0.692940235,0.54927969,0.50159955,0.453360349,0.450448424,0.436934799,0.351413399,0.330018133,0.24773477,0.27968958,0.241179556,0.214252666,0.345981926,0.608208954,1.470234156,3.202291012,5.55863142,8.053702354,9.170733452,8.23825264,6.078125477,3.409306288,1.507520676,0.773390353,0.457952231,0.365519047,0.253122509,0.203722656,0.264550567,0.134359986,0.27641511,0.156689927,0.160929263,0.284631371,0.210345343,0.19385761,0.143861204,0.14440918,0.215336964,0.186534256,0.151352674,0.134957954,0.130827487,0.144675821,0.104641519,0.157535359,0.10547445,0.156104863,0.100958534,0.156394541,0.118082121,0.09723717,0.126787186,0.174296468,0.096916862,0.109264366,0.097858407,0.174021214,0.088072315,0.108512744,0.10549926,0.083452158,0.071164399,0.122346126,0.097519144,0.1382505,0.11022573,0.070748098,0.113395646,0.091748901,0.134090781,0.057779118,0.045257904,0.079348318,0.070420302,0.062450606,0.134852082,0.070590086,0.078292139,0.061891265,0.07496196,0.070297465,0.024027843,0.116379969,0.05326505,0.028318584,0.062042978,0.058071889,0.062114928,0.057683341,-0.022394355,0.028318584,-0.021672044,0.006920155,0.074537069,0.049276352,0.049319841,0.007234259,0.02412666,0.099416465,0.057893258,0.054534681,0.036743682,0.099360906,0.05783353,0.057791401,0.066147536,0.032496862,0.079061545,0.112703919,0.03684748,-0.005295992,0.045337617,0.024132697
365.0700073,0.070300288,0.096768074,0.011303896,0.087759748,0.053645298,0.062908694,0.045392245,0.058417827,0.082320772,0.128568798,0.107411101,0.113117881,0.112496503,0.091087438,0.119778328,0.108858459,0.057380266,0.05773183,0.107773602,0.116728097,0.090849593,0.110819347,0.082199901,0.112051748,0.09956485,0.086864144,0.074304432,0.086941853,0.121300951,0.087333545,0.091796137,0.07398732,0.078475952,0.08243452,0.171024635,0.153485477,0.180618942,0.160383537,0.207470223,0.215124279,0.281576693,0.333435476,0.382488936,0.617168009,1.275001764,8.729893684,38.3449173,71.14352417,76.32814789,48.66046143,17.07514954,4.551510811,1.164187908,0.87620163,0.75305146,0.597967684,0.452896565,0.446521819,0.555491328,0.528748095,0.299684405,0.313100755,0.322021574,0.283270299,0.183192506,0.264960766,0.266026556,0.398217916,0.557307601,1.381130219,2.967438221,5.386422634,7.833499432,8.552495956,7.535002708,5.825856686,3.13571167,1.563647985,0.792295992,0.565339208,0.353033632,0.330765426,0.269628286,0.218856066,0.222364739,0.223340437,0.215322658,0.189173311,0.209327012,0.117402799,0.17305918,0.083274096,0.210402399,0.176188827,0.188212201,0.175974235,0.121450923,0.109043241,0.109129414,0.108812392,0.12104699,0.096003056,0.117649876,0.096214451,0.05815101,0.15132606,0.138912648,0.10013096,0.058048256,0.134670347,0.112932764,0.083876275,0.163195699,0.152552828,0.152283579,0.066022657,0.083073638,0.116650745,0.138285846,0.087991834,0.133115351,0.08333689,0.095773347,0.082978785,0.119437024,0.086230129,0.095067859,0.103806429,0.137392715,0.07000418,0.066340268,0.032517161,0.053470228,0.107840449,0.040769763,0.032467257,0.074735023,0.040910084,0.082269222,0.087192081,0.078118756,0.065931424,0.04089082,0.057406232,0.07828486,0.036566142,0.078384921,0.061315756,0.086459808,0.078623772,0.049202386,0.024134519,0.028318584,0.088105485,0.007569889,0.061397623,0.061272942,0.069671661,0.111035675,0.061356641,0.036638469,0.028318584,0.053163305,0.094944999,0.040813066,0.069967896
370,0.169183493,0.034434903,0.076726854,0.058390699,0.076213598,0.040177252,0.034286987,0.016407441,0.051900569,-0.012930922,0.081271291,-0.006790284,0.075304441,0.057892658,-0.012769185,0.092560038,0.028318584,0.028318584,0.022473298,0.004965965,0.08080437,0.132891923,0.074900359,0.028318584,0.092199281,0.086506493,0.110181786,0.155949518,0.057332851,0.063144594,0.116110787,0.133057445,0.132525653,0.03998005,0.104016162,0.092165165,0.109739967,0.138446912,0.115467586,0.086808041,0.138840884,0.120756045,0.244470373,0.209709093,0.272202611,0.584411561,0.865844429,3.860093355,19.49907684,52.28524017,77.43304443,68.9545517,33.1280632,9.673871994,1.98692131,0.913748622,0.703958809,0.498344272,0.573696375,0.488605708,0.305747956,0.45950377,0.370317847,0.387441158,0.343174517,0.301390231,0.288854361,0.359056294,0.346895069,0.259576559,0.313392907,0.494671226,1.148087263,2.347652435,4.647080898,6.420368195,7.626656532,7.276129723,5.673291683,3.499671221,1.708500624,0.957252264,0.509510994,0.30461365,0.337163806,0.263675004,0.20973669,0.245373204,0.138486505,0.192547232,0.128133625,0.209020764,0.152209476,0.134013176,0.099009112,0.057574775,0.18867588,0.233746573,0.134919554,0.103901736,0.081351474,0.104793668,0.028318584,0.098892286,0.127454937,0.069181845,0.080955088,0.128467038,0.116239943,0.186787888,0.128153563,0.133628547,0.092425629,0.174806967,0.080863506,0.057735194,0.098304525,0.022479611,0.092844933,0.103799924,0.134199068,0.051885977,0.086684458,0.10434287,0.127871767,0.05772914,0.115336649,0.04012768,0.069306508,0.115942568,0.121853568,0.069229379,0.057534434,0.187329188,0.034158476,0.104499236,0.087106839,0.098409586,0.028318584,0.039982498,-0.001025517,0.069009632,0.052069157,0.069477864,0.104584597,0.157644376,0.069442801,0.040042602,0.069399118,0.022395957,0.116380863,0.045974992,0.075167686,0.016591404,0.098728307,0.087310061,0.057638593,-0.001000568,-0.060388424,0.063335449,-0.001090586,0.075456157,-0.012724616,0.022455201,-0.012593642,0.010657292
