Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_930_2_EM_270.00,ELA_930_2_EM_272.00,ELA_930_2_EM_274.00,ELA_930_2_EM_276.00,ELA_930_2_EM_278.00,ELA_930_2_EM_280.00,ELA_930_2_EM_282.00,ELA_930_2_EM_284.00,ELA_930_2_EM_286.00,ELA_930_2_EM_288.00,ELA_930_2_EM_290.00,ELA_930_2_EM_292.00,ELA_930_2_EM_294.00,ELA_930_2_EM_296.00,ELA_930_2_EM_298.00,ELA_930_2_EM_300.00,ELA_930_2_EM_302.00,ELA_930_2_EM_304.00,ELA_930_2_EM_306.00,ELA_930_2_EM_308.00,ELA_930_2_EM_310.00,ELA_930_2_EM_312.00,ELA_930_2_EM_314.00,ELA_930_2_EM_316.00,ELA_930_2_EM_318.00,ELA_930_2_EM_320.00,ELA_930_2_EM_322.00,ELA_930_2_EM_324.00,ELA_930_2_EM_326.00,ELA_930_2_EM_328.00,ELA_930_2_EM_330.00,ELA_930_2_EM_332.00,ELA_930_2_EM_334.00,ELA_930_2_EM_336.00,ELA_930_2_EM_338.00,ELA_930_2_EM_340.00,ELA_930_2_EM_342.00,ELA_930_2_EM_344.00,ELA_930_2_EM_346.00,ELA_930_2_EM_348.00,ELA_930_2_EM_350.00,ELA_930_2_EM_352.00,ELA_930_2_EM_354.00,ELA_930_2_EM_356.00,ELA_930_2_EM_358.00,ELA_930_2_EM_360.00,ELA_930_2_EM_362.00,ELA_930_2_EM_364.00,ELA_930_2_EM_366.00,ELA_930_2_EM_368.00,ELA_930_2_EM_370.00,ELA_930_2_EM_372.00,ELA_930_2_EM_374.00,ELA_930_2_EM_376.00,ELA_930_2_EM_378.00,ELA_930_2_EM_380.00,ELA_930_2_EM_382.00,ELA_930_2_EM_384.00,ELA_930_2_EM_386.00,ELA_930_2_EM_388.00,ELA_930_2_EM_390.00,ELA_930_2_EM_392.00,ELA_930_2_EM_394.00,ELA_930_2_EM_396.00,ELA_930_2_EM_398.00,ELA_930_2_EM_400.00,ELA_930_2_EM_402.00,ELA_930_2_EM_404.00,ELA_930_2_EM_406.00,ELA_930_2_EM_408.00,ELA_930_2_EM_410.00,ELA_930_2_EM_412.00,ELA_930_2_EM_414.00,ELA_930_2_EM_416.00,ELA_930_2_EM_418.00,ELA_930_2_EM_420.00,ELA_930_2_EM_422.00,ELA_930_2_EM_424.00,ELA_930_2_EM_426.00,ELA_930_2_EM_428.00,ELA_930_2_EM_430.00,ELA_930_2_EM_432.00,ELA_930_2_EM_434.00,ELA_930_2_EM_436.00,ELA_930_2_EM_438.00,ELA_930_2_EM_440.00,ELA_930_2_EM_442.00,ELA_930_2_EM_444.00,ELA_930_2_EM_446.00,ELA_930_2_EM_448.00,ELA_930_2_EM_450.00,ELA_930_2_EM_452.00,ELA_930_2_EM_454.00,ELA_930_2_EM_456.00,ELA_930_2_EM_458.00,ELA_930_2_EM_460.00,ELA_930_2_EM_462.00,ELA_930_2_EM_464.00,ELA_930_2_EM_466.00,ELA_930_2_EM_468.00,ELA_930_2_EM_470.00,ELA_930_2_EM_472.00,ELA_930_2_EM_474.00,ELA_930_2_EM_476.00,ELA_930_2_EM_478.00,ELA_930_2_EM_480.00,ELA_930_2_EM_482.00,ELA_930_2_EM_484.00,ELA_930_2_EM_486.00,ELA_930_2_EM_488.00,ELA_930_2_EM_490.00,ELA_930_2_EM_492.00,ELA_930_2_EM_494.00,ELA_930_2_EM_496.00,ELA_930_2_EM_498.00,ELA_930_2_EM_500.00,ELA_930_2_EM_502.00,ELA_930_2_EM_504.00,ELA_930_2_EM_506.00,ELA_930_2_EM_508.00,ELA_930_2_EM_510.00,ELA_930_2_EM_512.00,ELA_930_2_EM_514.00,ELA_930_2_EM_516.00,ELA_930_2_EM_518.00,ELA_930_2_EM_520.00,ELA_930_2_EM_522.00,ELA_930_2_EM_524.00,ELA_930_2_EM_526.00,ELA_930_2_EM_528.00,ELA_930_2_EM_530.00,ELA_930_2_EM_532.00,ELA_930_2_EM_534.00,ELA_930_2_EM_536.00,ELA_930_2_EM_538.00,ELA_930_2_EM_540.00,ELA_930_2_EM_542.00,ELA_930_2_EM_544.00,ELA_930_2_EM_546.00,ELA_930_2_EM_548.00,ELA_930_2_EM_550.00,ELA_930_2_EM_552.00,ELA_930_2_EM_554.00,ELA_930_2_EM_556.00,ELA_930_2_EM_558.00,ELA_930_2_EM_560.00,ELA_930_2_EM_562.00,ELA_930_2_EM_564.00,ELA_930_2_EM_566.00,ELA_930_2_EM_568.00,ELA_930_2_EM_570.00,ELA_930_2_EM_572.00,ELA_930_2_EM_574.00,ELA_930_2_EM_576.00,ELA_930_2_EM_578.00,ELA_930_2_EM_580.00,ELA_930_2_EM_582.00,ELA_930_2_EM_584.00,ELA_930_2_EM_586.00,ELA_930_2_EM_588.00,ELA_930_2_EM_590.00,ELA_930_2_EM_592.00,ELA_930_2_EM_594.00,ELA_930_2_EM_596.00,ELA_930_2_EM_598.00,ELA_930_2_EM_600.00
275.0700073,10.21401405,36.45117188,73.66799927,88.74584961,63.51202393,22.66570663,6.712738991,3.028600693,3.090090513,3.903126717,4.454243183,5.688438416,6.889297009,7.921923637,10.5374527,15.56859779,20.7861557,22.97739601,21.34135246,17.35749054,13.33734226,12.54677868,11.4383688,11.6140728,11.80388165,11.94688129,11.39580154,12.09941196,12.16094303,12.35073853,12.16080475,11.98584461,12.30766869,12.02326775,12.54329395,12.54891682,12.60445213,12.26741028,12.59624481,12.55099583,13.15299511,12.70557213,12.91968346,13.64688778,13.75845432,14.00150394,14.44887543,14.15196133,14.8939085,15.19121075,16.54058647,16.6746006,18.39803505,18.62973595,20.17183876,21.77890205,23.44278336,25.56313324,26.53306389,28.18473625,27.0236721,28.52888107,31.22400284,33.64946747,35.19228363,37.47985077,38.52495193,41.25183487,41.62496185,43.05960083,44.35134888,45.20287704,46.17769623,45.62123871,45.77043533,46.9268074,47.54627609,46.04844284,46.61740875,45.06893921,45.32259369,44.19755554,43.43668747,42.83343506,41.44961548,40.91819,40.21839523,39.39513779,38.58351517,37.8584671,37.55329895,36.84744644,35.84322739,35.34358215,35.90335083,32.15379333,31.57106209,31.57308578,31.33254814,30.70367813,30.185606,28.90626144,28.5643959,28.08235931,27.21495438,26.93813133,27.14288521,25.80302429,25.08142281,24.70884705,24.04245949,23.47142982,22.4397049,21.17346001,21.33041573,21.00670242,20.04496002,19.43198204,19.50456429,18.60366821,18.13650322,18.04185867,17.53840446,16.80996513,16.03059196,15.77379227,15.13749599,14.83090687,14.15182209,13.23126793,12.84854984,12.7290144,12.03037071,11.86437893,11.2792654,10.92904949,10.60438347,9.936369896,9.305024147,9.241939545,8.827907562,8.930743217,8.201044083,8.047699928,7.74358654,7.474758625,7.185333729,6.559425354,6.550785542,6.196793079,5.870631695,5.504432678,5.205655098,5.042222977,4.715196133,4.410683155,4.606904507,4.252094746,4.40860939,3.869067669,3.674157858,3.656911373,3.50501132,3.195320606,2.954503775,3.060870647
280,0.85834831,1.351988792,3.602216959,17.09139442,49.94049454,71.49052429,71.16918945,44.21730804,16.34646034,6.409418583,4.587263584,5.009648323,5.901495457,6.300171852,7.186916351,7.903652668,9.0730896,11.48758411,16.18844414,20.18330765,24.12215042,22.54603958,18.79423904,15.08084774,13.47031784,11.73205948,12.24157524,12.3885498,12.80628681,12.87090874,12.3848772,12.1759243,12.58152103,12.99680805,12.76115894,13.15158176,12.98472118,13.08618164,13.23010635,13.11961079,13.40230274,13.70626068,13.8335638,13.82069016,14.14611435,14.3339529,15.18579388,15.69905567,15.44989395,16.20776367,16.78469086,17.45151138,18.94705009,20.85358238,21.26496315,23.73435593,25.30384827,26.95649529,29.91908073,31.91994667,31.08280945,33.46151733,36.7504921,39.35710907,41.11839294,43.92274475,45.37643051,47.15452194,49.24452209,49.87624741,51.01864624,51.48907471,52.71818161,53.17457199,52.98202133,53.35776901,53.68937302,52.21743393,52.8115654,51.58412933,50.07414627,48.85937881,47.78339767,47.00831604,45.30900574,43.40915298,42.77907181,42.17230988,41.20872116,39.61875916,38.52977753,38.13669968,37.31805801,36.97933197,34.98145676,32.26796341,32.15378952,30.92546272,31.12034416,30.2747612,29.29552078,28.6492939,27.94836426,26.81719208,26.19388771,25.87232018,25.07262802,24.29464722,23.89557457,23.00118256,22.82341766,22.14109993,21.76950645,20.81819916,19.88608551,19.58906746,19.25453186,18.6416893,17.91822624,17.66694832,17.3468399,16.44118881,15.8145895,15.5994482,15.14787865,14.41179943,14.05682182,12.94032478,12.88503361,12.78216648,12.26823425,12.42623711,11.51036263,11.13506889,10.48420906,9.875246048,9.778435707,9.535437584,9.194286346,8.838328362,8.634550095,8.001701355,7.948691368,7.43072319,6.825494766,6.9469347,6.351779461,6.297796249,6.355408192,5.777087212,4.995178223,5.231267452,4.846208096,4.78857851,4.398136139,4.304789066,4.13229084,4.22536993,3.889858484,3.742544413,3.623601913,3.388656378,3.303124905,3.066236734,2.833024263,2.67199254
285,0.451681137,0.63401264,0.829049289,0.902780533,1.598240495,6.748064041,28.98626709,66.92790222,84.43691254,66.32791901,29.45692825,10.36841869,4.81075716,4.554872036,5.048103809,5.673264503,6.529723644,7.167749882,7.454081535,8.369242668,10.89395332,14.52477455,19.33099365,22.85293961,22.38365936,16.6151371,13.67219162,11.91874027,11.3392992,11.54030037,11.33040047,11.54543209,12.26902103,12.36057281,12.14465523,12.93191528,12.60802937,12.44848156,12.8855257,12.92124557,13.26784801,13.53955936,13.59245968,13.94526577,14.38998032,14.32287407,14.53525829,15.28735924,15.99610424,16.68826294,18.14547729,18.61749268,19.80829811,21.45084381,23.02610397,26.22605324,27.33963394,29.61853218,32.49106216,35.87333679,34.53553391,36.64565277,40.7243042,43.93531418,47.04014969,49.05248642,51.19805527,53.94782639,55.27339172,57.56040192,58.05068207,59.45782089,59.50812912,59.32609558,60.67049408,60.79941559,59.70211792,58.58440781,57.58041763,56.21496964,54.83369064,54.13612747,52.46580124,50.18487167,49.537323,48.11587906,46.51065826,45.32178879,43.37894821,42.89970779,40.30515671,39.4092598,38.36845398,37.88660431,37.44389725,33.28559875,32.5260849,32.05463028,30.91097069,29.60507011,30.0933094,28.6877594,27.94241142,27.42217064,25.92704964,25.58216095,24.74023628,23.98267746,23.32159233,22.63913536,22.23681259,21.60591888,20.94292641,20.17037773,19.53409004,18.87413406,18.13792229,17.34855843,17.31938934,16.41113091,16.15112686,15.87848186,14.94505501,14.68393326,14.32432652,13.48952198,13.31005573,12.68705463,12.15347004,12.07705021,11.15221691,10.8310957,10.44899178,10.24623871,9.825912476,9.436944962,9.100118637,8.880427361,8.482913017,8.341458321,7.658761501,7.308176517,6.849514008,6.83838892,6.749322891,6.332920551,5.915777206,5.709125519,5.623367786,5.292479992,4.768390179,4.799362659,4.543035984,4.247071266,4.325769901,4.123855114,3.965219259,3.745292425,3.331834555,3.322274923,3.388945103,2.955957413,3.021072865,2.804005146,2.815214634,2.64004755
290,0.40572691,0.578075886,0.563333273,0.594465137,0.683090329,0.793000102,1.182271719,4.657522678,23.22322464,57.5006485,92.37387848,83.81095123,46.34288406,16.4043541,5.708213329,3.929735184,4.260706425,4.299292564,4.891363621,5.133707047,5.928974152,6.245493412,7.227544308,9.400127411,13.34910011,17.77114868,20.52901459,19.33817863,15.64352036,12.13874722,10.89571381,9.997458458,10.13253212,10.21278954,10.6426115,10.97014427,10.99554825,11.40930653,11.51919842,12.17128944,12.0735054,12.57860851,12.89693737,13.38633251,13.911129,13.82998085,14.39356232,15.3928194,15.91103172,16.70034981,17.66366577,18.83947563,20.43816185,22.17432022,23.90561676,26.32419205,28.80410767,31.88997459,34.21116638,37.49979782,36.45470047,39.53930664,43.29467392,46.51844406,49.25195313,52.14722443,55.14626312,56.70301437,59.42750549,61.03930664,62.57255173,63.07526398,63.65938187,64.18317413,64.71957397,63.89163971,63.80519867,62.95430374,62.03223801,60.5934639,58.42963409,57.24773788,54.75379181,53.90499878,51.13528061,49.37296677,48.18040085,46.68927002,44.60734177,43.32566071,42.30225372,40.12997437,39.72956848,38.87319946,36.99100113,33.77941132,32.41194153,31.54438972,31.28760529,30.42623711,29.43852806,28.58018112,27.68593979,27.11142349,25.2111702,25.19550133,24.22172928,23.30268288,22.47937965,22.21858215,20.92699432,20.57341957,20.37036514,19.06427383,18.78809929,17.70906448,17.00667191,16.72832108,16.04018021,15.74340916,15.13119221,14.3377409,13.79233932,13.6335001,13.5795927,12.96678352,12.49435806,11.8099184,11.50292015,11.42193699,10.85695744,10.57084084,10.02280617,9.46972847,9.136089325,8.673132896,8.713404655,8.301812172,7.70130825,7.635011673,7.09441328,6.871398449,6.668459892,6.584317207,5.98489666,5.855102062,5.700922012,5.317628384,5.26975584,4.945376873,4.410768509,4.36416769,4.270121574,4.140961647,3.856206656,3.780349731,3.685493946,3.43999505,3.242907524,3.35167408,2.898681402,2.922401428,2.913160801,2.7017169,2.461536407,2.312135458
295,0.353690833,0.389561802,0.397212297,0.481238127,0.503231049,0.418008715,0.501046777,0.623103201,1.029186726,2.259363413,12.04619217,40.89847183,84.93981934,100.7413635,76.78081512,31.82051659,9.704632759,3.607787609,3.123897552,3.214100361,3.557064056,3.811284542,4.005598545,4.266744137,4.992604733,5.715149403,7.548708916,11.1753521,15.87148094,18.21151352,17.49395561,14.82164097,11.34961319,9.36950779,8.677623749,8.971601486,8.951311111,9.377541542,9.507242203,10.18503761,10.43134975,10.56998158,11.16571617,11.7819128,12.18607998,13.03808403,13.86762142,14.60952187,15.00065041,15.95880127,16.97975349,18.4377327,19.95759201,22.05758667,24.09853172,26.60784721,28.8837738,31.70420074,34.35645676,37.50849915,36.36351395,40.09498596,43.5073967,46.79597855,48.98669434,51.59824371,54.67114258,57.66880798,59.00813675,61.0906105,62.27626038,62.74521637,64.03094482,63.50103378,63.13948822,63.72384262,62.85738754,62.12160873,60.68271637,59.8039856,58.05574799,55.70969772,54.37929535,52.86014557,49.99664688,49.90512848,47.36753845,45.68598557,44.60172272,42.30437088,41.50514984,40.31217575,38.55995178,37.35161209,36.40151978,33.01562119,32.61707687,31.60240746,30.67668915,29.37327766,28.59223938,27.75041771,26.32247734,26.04921913,24.86668205,24.22077751,23.86281967,22.66415787,21.65532875,21.11993027,20.20390892,19.92264748,19.47847557,18.46661949,17.78033638,16.96508598,16.71077538,15.97904491,15.58819199,14.39561272,14.45116711,13.8128109,13.45242023,13.03016949,12.57113552,12.02736473,11.74995518,11.80506039,10.53489876,10.17758179,10.10476971,9.639204025,9.186362267,8.940476418,8.553178787,8.385638237,7.931248665,7.716507912,7.261641979,7.330749989,6.873752594,6.556999683,6.501512051,6.069717884,5.719477177,5.720673084,5.130199432,5.212907314,4.931702137,4.60220623,4.175042629,3.973647356,4.158521175,3.788873911,3.622998714,3.564763308,3.304133415,3.199286938,3.129278183,2.841487646,2.820065022,2.692716122,2.415231466,2.39273262,2.391372681,2.231278419
300,0.334733695,0.28678906,0.332742512,0.356859654,0.306014746,0.339431435,0.326079845,0.49821946,0.601679981,0.686346292,0.825564206,1.310363054,5.802200794,27.73551559,73.59510803,110.1806564,89.82504272,44.35083008,12.7717638,4.181402683,2.494290113,2.356127024,2.512829304,2.613995314,2.817176819,3.117947102,3.355071545,3.720741987,4.815417767,6.642186642,11.04103756,15.19022942,17.83772469,16.47646141,12.52077579,9.269184113,7.865650177,7.729023933,7.639808655,8.244365692,8.721510887,9.091709137,9.561849594,10.36896229,11.04002666,11.54954147,12.7779808,13.30602932,13.98684597,14.72741699,16.66573334,17.77800179,19.27128983,21.30423737,23.50725174,25.70104408,27.18135262,30.66685295,33.53454208,35.65591049,33.91219711,37.40700531,41.33618164,43.55274582,46.26337051,49.12114334,51.15283585,53.74712753,55.17661285,55.23898315,57.98415375,58.3300209,59.35390091,60.06166458,60.10151672,59.65036392,58.65631866,57.90307236,56.62216568,55.77084732,53.77578735,53.36632538,52.23793793,50.07419968,47.66534042,47.20650101,45.16717529,43.64550781,42.39660263,40.57434082,39.66191864,38.68429565,37.60716248,36.25612259,34.28200531,31.74938774,30.70196915,30.13188362,29.51572227,28.4113636,26.82270432,26.56030083,26.08665085,24.96220589,24.37565613,22.76648903,23.09498024,22.21708298,21.10496521,20.34246635,20.11898804,19.39594841,18.64251709,18.23762321,17.3462925,16.5348568,15.53309345,15.99848175,14.82857704,14.1262188,13.83233452,13.46744823,13.07113647,12.34186554,12.09231377,11.52679729,11.27570724,10.79743767,10.5138855,9.905172348,9.401758194,9.167531013,8.97131443,8.630173683,8.322006226,8.003445625,7.784593105,7.109675407,7.084314346,6.631958008,6.404782772,5.82978487,5.902067184,5.987122536,5.506326675,5.587453842,5.0639925,4.747711658,4.645599365,4.510740757,4.001053333,3.779128075,3.812843561,3.596431255,3.31780386,3.497545719,3.080606937,2.934021711,2.825112581,2.894407034,2.699159861,2.555663586,2.532716036,2.252911329,2.271135092,2.282478333
305.0700073,0.340231389,0.272933364,0.266194463,0.270422131,0.261916041,0.22557193,0.39623785,0.368576974,0.439051956,0.553369641,0.658543587,0.647180676,0.76714462,1.029286504,2.473637342,12.27180481,44.3758049,89.66138458,104.8849182,75.59127808,27.79576683,7.819521427,2.894882917,2.069695234,2.013083458,1.794046879,2.221249342,2.327926874,2.614784956,2.959648848,3.394451857,3.649271727,5.022122383,8.746862411,13.0203867,16.79680252,16.18933487,13.23814964,9.610153198,7.874874115,7.742480278,7.939235687,8.586483955,8.987347603,9.822687149,10.79159737,11.34981728,11.46678162,13.02166748,14.05870438,14.79629421,17.07826042,18.71239471,19.87117004,22.26348305,24.81634712,26.62911987,28.78419876,31.19852829,34.20804977,33.14057922,35.89823914,38.94605637,41.28220749,43.97443008,46.80971909,49.81144333,50.12912369,52.43378448,53.79850769,55.41809082,55.95143127,56.73693466,56.66025543,57.04316711,57.40548325,56.86643219,55.02891159,55.6566124,53.67374802,52.58058929,52.19682693,49.44098663,48.86637878,46.86969376,46.00027466,43.7430954,42.41264725,40.63985825,41.05404282,39.28251648,37.59816742,36.40900803,35.8656044,34.05347824,31.68683052,30.64313507,29.54353523,28.78585815,28.84897995,27.36756706,26.06215096,25.1112709,24.08603477,23.92704391,23.0351944,21.51739502,21.82416534,21.35045242,19.75005913,20.08195114,19.11123848,18.23455048,17.59932709,16.51633453,16.42462921,16.28009796,14.99880028,14.6554327,14.30149364,13.43461132,12.69787693,13.0474062,12.09916878,11.50067997,11.08221245,10.98180962,10.38316917,9.979060173,9.767448425,9.4047966,8.802317619,8.435348511,8.459427834,8.421534538,7.687755108,7.385093212,6.966484547,6.91388607,6.878592014,6.346687794,5.968370438,5.739488602,5.461722851,5.550830841,5.214188576,5.061835289,4.275384426,4.548192024,4.264132023,3.590952635,3.758665323,3.59554863,3.357465744,3.289448738,2.958202362,3.16735363,2.890479326,2.705838442,2.678560019,2.437922955,2.530341148,2.387223959,2.118302345,2.368719578,2.111018419
310,0.244539052,0.279735535,0.26359126,0.348530293,0.317824394,0.271624833,0.288912863,0.317644,0.257448196,0.41511637,0.503097057,0.42242831,0.513937116,0.720249772,0.778418064,1.066235304,1.361238122,3.703947306,19.78800964,58.21330643,107.2212677,103.7384796,60.94763947,20.25206947,5.18295002,1.752251625,1.859626532,1.667995811,2.034662962,2.130325556,2.253672838,2.340476513,2.738659859,2.963293552,3.704475403,5.423984528,8.128092766,12.2067337,16.60334778,17.03422356,15.09886265,11.9613533,9.291825294,8.528715134,8.940916061,9.386428833,10.20737457,11.4090004,12.36464596,13.88425732,14.53879738,16.43621635,17.9053154,19.30511093,21.98018456,23.73022842,26.26711464,28.72405434,31.99291801,34.28907776,33.17207718,36.80773544,39.60069275,41.94974136,44.98992157,46.78965759,49.35883713,51.98072433,52.99427032,54.84254456,56.20215225,58.00563431,57.70129776,58.30333328,58.90658188,59.16201019,58.23165512,57.12709427,56.84760284,55.17314148,55.29961777,53.13734436,51.69350052,50.05098724,49.01323318,47.42853546,47.08601379,43.40873718,42.71422195,41.53149033,40.20674133,39.01087189,38.43303299,36.57665253,35.66022491,32.08041382,31.96845818,30.66166878,30.0585537,28.84643745,28.48084068,27.35071373,26.89276123,25.62999153,24.1480751,23.82247162,22.57583427,22.63401413,21.32971954,20.88028908,19.72373581,18.85247993,18.5130825,17.67493629,17.00277328,16.35980415,15.87735176,15.44461155,14.63189507,14.02034569,13.66721725,13.09492111,12.63961601,12.12159348,11.71784306,11.281497,10.82184505,10.36673164,9.739282608,9.768256187,9.237036705,8.856211662,8.552912712,8.207032204,7.678341389,7.63843441,7.607832909,7.055778503,7.141208172,6.453477859,6.287946224,5.97580719,5.679721832,5.683400631,5.203285217,5.04823637,4.601481438,4.671217918,4.354890347,4.178524494,3.756588459,3.495885849,3.478883505,3.699347258,3.38217473,3.247354507,3.069747686,3.02713728,2.783757687,2.76240015,2.453272343,2.389798641,2.284011602,2.092565775,2.143043518,2.017036438
315,0.258334249,0.293941528,0.285277009,0.221446648,0.26273793,0.290651679,0.20834446,0.211292326,0.256667078,0.31563285,0.380209088,0.294077575,0.430442244,0.410464942,0.713715672,0.542612076,0.73427999,0.851745844,1.080714464,2.407877445,15.42198658,51.6765213,99.44825745,109.1292725,79.25914764,24.20854378,6.692179203,2.418016434,1.923223853,1.703979015,1.972229958,2.015410423,2.148714304,2.293354511,2.389050484,3.141045809,3.270874023,4.115809917,5.894608974,8.815011024,14.5663147,18.05072784,17.16483116,15.2909441,12.09672546,10.69792557,10.33921337,10.89757442,11.42312717,11.96817207,14.33406639,14.93880272,16.3093853,18.61206627,20.58782196,22.84775543,25.98352051,28.22384834,31.49988365,34.36825562,32.69562149,34.88068008,39.28608704,42.41427231,44.91824722,48.61743546,50.45914841,52.37033081,54.25890732,56.64118576,57.86093903,57.9875412,59.54944992,60.10283279,59.97806168,60.16322327,59.00600815,59.05018997,58.34045029,57.04248428,56.39543915,54.54966354,53.1292572,51.864048,50.50917816,48.78052521,47.84521484,45.79533005,43.87805557,42.76656723,41.90288544,41.13906097,38.92882538,38.38209534,37.09056854,33.89400864,32.45575714,31.33433151,30.79954338,29.80345345,28.83958817,28.67103195,27.68315697,26.27401733,24.98551178,24.47274208,22.87063789,22.73291969,21.52573967,20.38430405,20.46675301,18.98021698,18.09221649,17.78612709,17.49295425,16.54493141,15.91797447,15.78700447,14.69740677,14.43200016,13.84109974,13.14445686,12.5261116,12.30004597,11.78507042,11.5031004,11.08625507,10.33756828,10.14916229,9.812432289,9.277846336,8.68221283,8.227250099,8.016009331,7.63233757,7.507182121,7.266985416,7.049999237,6.413641453,6.51726675,6.409680367,5.810152531,5.596463203,5.225988865,5.147948265,5.098282814,4.86125946,4.600791931,3.956881523,4.098702908,3.822493792,3.800162315,3.528844833,3.46953702,3.28063345,2.938920975,3.042956591,2.719634056,2.695777655,2.603551626,2.5190835,2.397777319,2.325039625,2.278508663,1.998979926,2.01860857
320,0.129094675,0.388371468,0.357275695,0.290091246,0.392736226,0.244622067,0.162778422,0.29755199,0.317810506,0.258721858,0.357160836,0.218021035,0.313202769,0.521712601,0.509512722,0.533618093,0.6437397,0.659409761,0.828082263,0.671952903,0.980145037,1.603776574,6.90412569,30.04952431,74.82383728,105.4561005,90.907341,46.50908661,12.93985081,3.773203135,1.992374301,1.935872793,1.888438702,2.161161184,2.043597221,2.234385967,2.65300107,2.971589327,3.440817595,4.212682247,4.707036018,7.04776144,10.31888485,14.39162731,18.90785599,19.49382401,16.99370193,14.22653008,12.30182266,12.43711567,12.99908161,14.64885426,15.78664303,18.40657043,19.39209557,22.11688042,24.81394958,27.56799126,30.57421112,33.58877945,32.02558136,36.53369141,40.70163345,42.88882446,45.84844589,48.21657562,50.86298752,53.49016571,54.66501999,57.75170517,58.87921143,60.28870392,62.04349518,62.28237152,62.40470123,62.16326141,61.66890335,61.15068054,60.81418991,60.26831818,58.03206253,56.45752335,56.10920715,54.58703995,52.03318024,49.78750992,48.3692627,47.71884537,46.55761337,43.93761826,43.14340591,42.96068573,40.9243927,39.18953705,38.3091507,34.83263016,34.2436142,33.83470154,31.676548,30.31588364,29.64828682,28.42627144,28.36000633,26.84343529,26.65042496,24.94945908,23.76529884,23.35317802,21.94811249,21.06937218,21.50295067,20.87660789,19.2640419,18.36242104,17.45521545,16.990242,15.97601986,15.56859398,15.22938919,14.11254025,12.96963501,13.75800037,12.97913265,12.38129616,12.16996193,11.13259888,11.18244171,10.34939098,9.621038437,8.988807678,9.307118416,9.201339722,8.455826759,8.465763092,7.512703896,7.485771179,7.251256466,7.109465122,6.468708515,6.453912258,5.699996948,5.797492981,5.684927464,5.651185989,5.410763741,4.692107677,4.4986763,4.498916626,3.98704195,4.031112194,3.738319635,3.505660772,3.227829456,3.255219936,2.699359179,3.150146484,3.032820225,2.576669455,2.425374985,2.440099239,2.52509284,2.111141205,2.210236073,2.174978495,2.187648773,1.884020686
325.0700073,0.176725045,0.225656658,0.167081997,0.241631985,0.298504829,0.266533077,0.147821188,0.154041216,0.260103762,0.216473192,0.278991044,0.310220331,0.27841121,0.414847106,0.328598857,0.387155414,0.599340379,0.402978063,0.486243993,0.456488311,0.653505862,0.663161874,0.809713364,1.117817163,2.261383772,11.34796238,40.59321213,90.03351593,111.4494095,82.72080994,28.85318375,7.897415638,2.868444681,1.92899406,1.844595671,2.029187441,2.155324221,2.496817589,2.729949713,2.990426064,3.323310852,3.908009052,4.479875088,5.422620773,7.119312286,10.30121517,14.45990753,19.08278275,21.81228638,20.336092,18.08232689,15.98778439,15.88179207,17.56053734,19.35923576,21.89403725,24.81505394,27.55119896,30.5952282,34.27846146,33.54337692,36.98554993,40.75780869,43.71269608,48.35954285,50.78635406,54.71684647,57.64457703,59.02580261,61.3026886,64.27739716,63.62637711,66.02468109,66.47599792,68.02030182,67.02812195,65.83087921,66.21910095,65.18200684,63.36296082,63.71728897,61.28617859,60.28443527,56.59549713,54.92103577,54.69826126,52.30794144,49.68187714,49.42585373,47.57790375,46.54749298,44.62398529,43.58861542,42.48563004,40.44353104,36.35016251,36.15794754,34.34121323,33.81424713,32.77249908,31.20556831,30.55731773,29.40666771,28.18034363,26.70331383,25.46746635,25.89779091,24.12919235,23.33905411,22.3788147,21.86320496,20.54388809,19.42584991,18.81505203,18.68675423,17.49118233,17.17301559,15.75207233,15.41612244,15.16722202,14.25367165,13.64545059,13.56946087,12.63647747,11.94907951,11.77112484,11.51589012,10.33930206,10.3687048,10.29435349,9.279238701,9.056972504,8.540225983,8.345668793,7.736905575,7.522089005,7.542734146,7.063518524,6.346007347,6.2902174,6.506333351,5.927949905,5.81071043,5.405569077,5.354169369,4.930187225,4.699228764,4.79301548,4.420602322,3.858202457,3.875194073,3.463736057,3.612038612,3.289814234,3.111829042,3.159186363,2.744467974,3.007604837,2.670814991,2.713430405,2.533060312,2.26254487,2.273443222,2.120446682,2.142615318,1.840900064
