Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_930_2_EM_270.00,ELA_930_2_EM_272.00,ELA_930_2_EM_274.00,ELA_930_2_EM_276.00,ELA_930_2_EM_278.00,ELA_930_2_EM_280.00,ELA_930_2_EM_282.00,ELA_930_2_EM_284.00,ELA_930_2_EM_286.00,ELA_930_2_EM_288.00,ELA_930_2_EM_290.00,ELA_930_2_EM_292.00,ELA_930_2_EM_294.00,ELA_930_2_EM_296.00,ELA_930_2_EM_298.00,ELA_930_2_EM_300.00,ELA_930_2_EM_302.00,ELA_930_2_EM_304.00,ELA_930_2_EM_306.00,ELA_930_2_EM_308.00,ELA_930_2_EM_310.00,ELA_930_2_EM_312.00,ELA_930_2_EM_314.00,ELA_930_2_EM_316.00,ELA_930_2_EM_318.00,ELA_930_2_EM_320.00,ELA_930_2_EM_322.00,ELA_930_2_EM_324.00,ELA_930_2_EM_326.00,ELA_930_2_EM_328.00,ELA_930_2_EM_330.00,ELA_930_2_EM_332.00,ELA_930_2_EM_334.00,ELA_930_2_EM_336.00,ELA_930_2_EM_338.00,ELA_930_2_EM_340.00,ELA_930_2_EM_342.00,ELA_930_2_EM_344.00,ELA_930_2_EM_346.00,ELA_930_2_EM_348.00,ELA_930_2_EM_350.00,ELA_930_2_EM_352.00,ELA_930_2_EM_354.00,ELA_930_2_EM_356.00,ELA_930_2_EM_358.00,ELA_930_2_EM_360.00,ELA_930_2_EM_362.00,ELA_930_2_EM_364.00,ELA_930_2_EM_366.00,ELA_930_2_EM_368.00,ELA_930_2_EM_370.00,ELA_930_2_EM_372.00,ELA_930_2_EM_374.00,ELA_930_2_EM_376.00,ELA_930_2_EM_378.00,ELA_930_2_EM_380.00,ELA_930_2_EM_382.00,ELA_930_2_EM_384.00,ELA_930_2_EM_386.00,ELA_930_2_EM_388.00,ELA_930_2_EM_390.00,ELA_930_2_EM_392.00,ELA_930_2_EM_394.00,ELA_930_2_EM_396.00,ELA_930_2_EM_398.00,ELA_930_2_EM_400.00,ELA_930_2_EM_402.00,ELA_930_2_EM_404.00,ELA_930_2_EM_406.00,ELA_930_2_EM_408.00,ELA_930_2_EM_410.00,ELA_930_2_EM_412.00,ELA_930_2_EM_414.00,ELA_930_2_EM_416.00,ELA_930_2_EM_418.00,ELA_930_2_EM_420.00,ELA_930_2_EM_422.00,ELA_930_2_EM_424.00,ELA_930_2_EM_426.00,ELA_930_2_EM_428.00,ELA_930_2_EM_430.00,ELA_930_2_EM_432.00,ELA_930_2_EM_434.00,ELA_930_2_EM_436.00,ELA_930_2_EM_438.00,ELA_930_2_EM_440.00,ELA_930_2_EM_442.00,ELA_930_2_EM_444.00,ELA_930_2_EM_446.00,ELA_930_2_EM_448.00,ELA_930_2_EM_450.00,ELA_930_2_EM_452.00,ELA_930_2_EM_454.00,ELA_930_2_EM_456.00,ELA_930_2_EM_458.00,ELA_930_2_EM_460.00,ELA_930_2_EM_462.00,ELA_930_2_EM_464.00,ELA_930_2_EM_466.00,ELA_930_2_EM_468.00,ELA_930_2_EM_470.00,ELA_930_2_EM_472.00,ELA_930_2_EM_474.00,ELA_930_2_EM_476.00,ELA_930_2_EM_478.00,ELA_930_2_EM_480.00,ELA_930_2_EM_482.00,ELA_930_2_EM_484.00,ELA_930_2_EM_486.00,ELA_930_2_EM_488.00,ELA_930_2_EM_490.00,ELA_930_2_EM_492.00,ELA_930_2_EM_494.00,ELA_930_2_EM_496.00,ELA_930_2_EM_498.00,ELA_930_2_EM_500.00,ELA_930_2_EM_502.00,ELA_930_2_EM_504.00,ELA_930_2_EM_506.00,ELA_930_2_EM_508.00,ELA_930_2_EM_510.00,ELA_930_2_EM_512.00,ELA_930_2_EM_514.00,ELA_930_2_EM_516.00,ELA_930_2_EM_518.00,ELA_930_2_EM_520.00,ELA_930_2_EM_522.00,ELA_930_2_EM_524.00,ELA_930_2_EM_526.00,ELA_930_2_EM_528.00,ELA_930_2_EM_530.00,ELA_930_2_EM_532.00,ELA_930_2_EM_534.00,ELA_930_2_EM_536.00,ELA_930_2_EM_538.00,ELA_930_2_EM_540.00,ELA_930_2_EM_542.00,ELA_930_2_EM_544.00,ELA_930_2_EM_546.00,ELA_930_2_EM_548.00,ELA_930_2_EM_550.00,ELA_930_2_EM_552.00,ELA_930_2_EM_554.00,ELA_930_2_EM_556.00,ELA_930_2_EM_558.00,ELA_930_2_EM_560.00,ELA_930_2_EM_562.00,ELA_930_2_EM_564.00,ELA_930_2_EM_566.00,ELA_930_2_EM_568.00,ELA_930_2_EM_570.00,ELA_930_2_EM_572.00,ELA_930_2_EM_574.00,ELA_930_2_EM_576.00,ELA_930_2_EM_578.00,ELA_930_2_EM_580.00,ELA_930_2_EM_582.00,ELA_930_2_EM_584.00,ELA_930_2_EM_586.00,ELA_930_2_EM_588.00,ELA_930_2_EM_590.00,ELA_930_2_EM_592.00,ELA_930_2_EM_594.00,ELA_930_2_EM_596.00,ELA_930_2_EM_598.00,ELA_930_2_EM_600.00
330,0.331428945,0.271790653,0.296397746,0.170576468,0.195610508,0.123522282,0.187525094,0.218382493,0.282570422,0.260391325,0.192185402,0.20263803,0.272461802,0.243558466,0.375570714,0.440448791,0.360203773,0.455987006,0.465135753,0.521433115,0.52172792,0.652161717,0.543911695,0.737764657,0.78625375,1.084642649,1.580529094,5.910482407,28.35352135,71.78961945,106.0588226,89.74430084,49.08398819,14.15703392,4.236021042,2.229831457,1.853582501,1.963688493,2.274818659,2.272150755,2.669528246,3.262950182,3.727948189,4.110020638,4.950138092,5.611338615,6.709123135,8.441984177,11.83714294,17.17712212,21.31906509,23.92730713,23.62709236,21.44922256,21.49494171,22.21125793,23.71921158,27.17017555,29.95055962,34.59222031,34.39931107,38.16808701,42.44857407,45.60126877,50.19593048,53.41461563,57.09928513,58.62367249,62.10759735,63.83791351,66.22486115,66.86940765,68.55635834,70.1478653,70.24938202,71.47647858,68.30168915,68.1363678,67.8780899,65.25691223,65.06851959,63.00549698,61.33615112,60.04708481,56.38657379,55.57986069,53.30477524,52.20793533,50.85083389,48.05483627,47.65266418,46.75358963,44.70363235,44.01888657,42.82364655,38.12039185,36.759758,35.58034515,34.38790512,33.06350708,32.13371658,31.323246,29.93655014,29.28151703,27.3733387,26.50875282,25.87843895,24.76883888,23.79504585,22.85785294,22.05084038,22.19878006,19.5377655,19.39390945,18.19329071,17.89541817,16.90692902,16.05367088,15.44202137,14.92008877,14.79031467,13.72138119,13.19698334,12.86892796,11.96835804,10.99032688,11.10629749,11.07715893,10.36585331,9.869444847,9.491931915,9.183979988,8.953589439,8.556177139,7.792359829,7.709296703,7.391545296,6.862558365,6.919846535,6.839735985,6.247681141,5.667509079,5.604851246,5.245383739,5.158614635,4.854815006,4.667219162,4.008570194,3.9405334,4.07380724,3.482938528,3.394141912,3.24383378,3.011033535,2.958231449,3.025032282,2.737989426,2.614118814,2.522676229,2.38053894,2.724728107,2.3937006,2.240153074,2.152500629,2.070173025,2.094786882
335.0700073,0.098084733,0.227907494,0.172557548,0.280573994,0.214101911,0.097157031,0.097402319,0.160834298,0.151953667,0.297612637,0.244280353,0.190269858,0.164992198,0.206862003,0.217090026,0.430947751,0.40865007,0.331571937,0.351597667,0.498870909,0.344177991,0.34397018,0.39202854,0.344732791,0.350214332,0.532777905,0.772056401,0.849790394,0.9022035,1.767614245,10.39177513,39.39632797,87.22620392,110.2688217,82.21548462,32.00500488,8.493350983,3.103846788,2.117340565,2.206398726,2.562210083,2.578756332,3.310422421,3.356021643,4.05154562,5.167789459,5.46646452,6.0577631,6.794617653,8.758099556,10.05526829,13.29593563,18.1746254,24.81247902,29.29481125,31.07831001,31.87477493,31.98567581,32.57254028,35.66839981,35.1165657,38.14839172,44.37558365,46.69472885,52.48363113,55.86076736,57.94868851,62.40249252,65.87580109,67.95720673,68.91807556,69.9930954,72.91177368,73.17119598,73.2612915,75.42383575,73.15614319,73.28633118,72.28689575,69.98605347,69.40115356,65.94902802,64.81528473,63.47888947,60.77161026,58.14574432,58.06316757,54.93331528,52.40813446,51.78097916,49.50003052,47.04597855,47.49401093,44.35088348,43.74649429,38.81087494,37.57081985,36.08155441,35.97651291,34.91066742,33.53923798,33.11745071,30.87651062,29.45071793,28.43972778,27.72771645,27.47455978,24.27397728,23.83675194,23.28753281,21.97585297,21.1783123,20.43968201,19.8829689,18.94418907,18.01620483,18.07764053,16.80931664,15.79903126,16.14112854,14.55765057,14.14818573,13.87906456,12.80626011,12.48230267,11.96731567,11.50270176,11.15954876,9.987698555,10.10146236,9.349930763,9.324840546,8.767823219,8.363853455,7.815619469,8.007618904,7.419367313,7.565381527,6.751715183,6.466909885,6.009669304,5.663151264,5.691370964,5.544039726,5.353710175,5.156710625,4.920049667,4.591051102,4.698964596,3.786260843,3.651382208,3.473277807,3.617684364,3.291187286,3.061445951,3.09463048,2.738952875,2.640751123,2.707584858,2.540785313,2.34244585,2.144540548,1.78708601,2.139420509,2.313662767,1.896949768
340,0.276344001,0.203146085,0.138774052,0.290471077,0.143535241,0.136510149,0.144951776,0.293346733,0.279502302,0.073235683,0.23356396,0.159972295,0.289380759,0.323145688,0.319875836,0.320173651,0.266854942,0.240839362,0.306981713,0.307677656,0.455451667,0.440102309,0.39754191,0.390685588,0.412424147,0.431571066,0.502831757,0.536757648,0.648205876,0.775719941,0.971306503,1.372287631,4.111987114,24.21815681,70.61107635,115.6235733,97.70554352,59.45478821,16.86289024,4.892400742,2.512628317,2.661658049,2.676348448,2.809106827,3.227689028,3.959313154,4.366780281,4.93677187,6.042788982,6.588116169,8.278079987,9.112942696,11.2037096,14.03004265,18.92175484,25.20885849,30.90287018,37.32201004,41.58070374,42.1457901,38.53571701,40.33602142,44.33376312,47.65732574,52.44784546,56.23602295,59.38696289,62.86268234,65.7522049,68.60916138,71.22533417,72.46124268,73.53564453,74.43815613,73.46089172,74.2990036,74.34707642,73.76561737,72.30943298,71.21330261,68.16168976,67.55964661,65.42840576,63.14962006,60.00138855,59.602108,56.96003723,55.56285858,52.21157074,52.34921646,50.6340065,48.51260376,46.87247467,46.43105698,43.75579453,39.61445236,38.51063538,37.34013367,36.84163666,35.0049324,33.34631348,32.15197754,30.31699181,30.20280266,27.77690125,27.01861572,26.92950249,25.03396606,23.84910393,22.83975983,22.60390854,21.22269249,21.49010086,19.93465424,18.60011482,18.25375938,17.83456039,17.14289284,15.71721649,15.29274464,14.96914482,14.00229836,14.11159706,12.80911827,12.39856052,11.68196774,11.43966293,10.88619137,10.49062443,9.55260849,9.506855011,9.402498245,9.361604691,8.600243568,8.118613243,7.790380955,7.295798302,7.582363129,6.446094513,6.499870777,6.334857464,5.804340363,5.516737938,5.751862526,4.98049593,4.876345158,4.515945435,4.316579342,4.036066532,4.097529411,3.839199781,3.609301805,3.455501318,3.080127954,3.102539778,3.06465435,2.81692338,2.535088539,2.553562641,2.402352095,2.29013896,2.572506189,2.311680317,2.244725227,2.034980297,1.790748
345.0700073,0.179312363,0.329825103,0.220184699,0.264182836,0.288512975,0.140890256,0.163775682,0.162704527,0.213001251,0.203812838,0.1864658,0.190719768,0.25270021,0.266103804,0.311044365,0.230241835,0.257960558,0.308405638,0.165654659,0.277888626,0.279299259,0.394916028,0.335190505,0.308281034,0.35062775,0.471255302,0.423817277,0.506281912,0.466930717,0.60422647,0.684218049,0.561265588,0.833916605,1.13187778,2.425054789,13.21834755,46.9186058,103.4354782,121.9999542,88.86577606,32.51694107,8.515269279,3.103107452,2.919161558,2.772741318,3.244844913,3.54369998,4.155216217,4.869673252,5.562110424,6.556189537,8.002257347,9.52057457,11.79551697,14.31929302,17.55781364,21.41570663,27.29355812,33.03239059,39.96711349,42.37110901,47.61468887,50.00082779,51.40169144,53.20555878,54.46549988,58.39469528,61.72767639,65.32656097,67.92930603,69.72263336,72.04263306,71.8054657,72.77668762,74.65370941,74.29266357,73.30065918,72.12937164,72.29991913,71.18359375,68.4992981,67.46028137,65.44845581,61.53892517,60.96777725,57.9847908,56.10682678,54.37218094,53.13200378,51.19844055,49.08699417,48.0655632,45.52545547,44.70332336,42.83123016,38.28474426,38.40394592,35.7949028,35.84056473,34.20278549,33.11714554,31.77442551,30.58894539,29.92691422,28.80765724,27.70671654,26.04228401,24.80374908,24.617033,23.53788376,22.81655693,21.29827881,21.06947708,19.51156807,18.35091209,17.95536232,17.04068947,16.68943977,15.84620857,15.55209351,14.3804121,13.97791767,13.66211414,12.96401119,12.55734539,11.7322607,11.16713619,10.87499332,10.06224346,9.917064667,9.6444664,9.060134888,8.906167984,8.928563118,7.80192852,7.750648499,7.374783039,7.01005888,6.922336578,6.252079487,6.284360409,6.037404537,5.630988121,5.407113552,4.947493076,4.809414864,4.56845665,4.47388649,4.438869953,4.302744389,3.577622175,3.597563267,3.545512438,3.230062723,3.130970955,3.19791007,2.777074575,2.625470638,2.523941517,2.450310946,2.48443532,2.089790344,2.123415232,2.23388958,1.951897979,1.996869087
350,0.064396396,0.217287734,0.222452298,0.23502025,0.263131738,0.155533642,0.05650495,0.134872198,0.205608755,0.176560774,0.125529841,0.170594066,0.147223115,0.219333157,0.146589905,0.21661745,0.215821326,0.215538755,0.292266399,0.174528494,0.314756125,0.232095391,0.217288539,0.280917645,0.337210089,0.29628554,0.329118967,0.429407984,0.531932116,0.540510714,0.45028764,0.42568773,0.634153843,0.637480438,0.793734431,0.873629451,1.574026585,6.384867668,34.11401749,84.60355377,125.4527969,107.7509155,60.97225189,18.58694839,5.395751953,3.211241245,3.238464117,3.340521097,3.939693689,4.929127216,5.586140156,6.437004089,7.904310226,9.832196236,12.6602478,15.45478535,18.06237984,21.79410744,24.74027824,30.23799324,32.06899643,37.18999481,45.98035049,52.21504974,56.0745697,57.35900116,58.13481522,58.8559761,61.05340958,63.65714645,64.73976898,66.87676239,67.27862549,68.59158325,68.64820862,68.10428619,68.5035553,67.78414917,67.03689575,66.23535156,64.45694733,62.25798035,59.95135117,58.31355667,56.43943024,53.85511398,52.85041809,50.82019806,50.19290924,47.60106659,45.80060196,44.98244476,43.94062042,42.00669861,40.28482056,36.35910416,35.8021965,33.97161102,32.89696121,32.13899994,31.08435249,29.61883545,28.00296021,27.77159119,26.4902401,26.02869797,24.84947014,23.46148682,23.27807045,21.94545937,21.10908699,20.28199005,19.7428894,18.77463341,18.06222916,16.87381744,16.10144043,15.5382309,14.71242809,14.49394226,14.03978062,13.63494682,12.75287247,12.2124033,11.99879169,11.47263622,11.1412611,10.31683636,10.06811905,9.616970062,9.23432827,8.690955162,8.216892242,8.170755386,7.904333591,7.329848766,7.245064735,6.83822155,6.558813572,6.423717022,6.172930241,5.743175507,5.283569813,5.077587605,4.875198364,4.873881817,4.567684174,4.323750019,4.242889404,4.154073715,3.633984566,3.4980793,3.480757952,3.401385784,3.098855972,2.869066954,2.924183607,2.777592897,2.422266483,2.406672478,2.371653557,2.345749855,2.095701694,1.673891425,1.993645787,2.014699459
355.0700073,0.1429144,0.201805651,0.150587663,0.221858397,0.101302356,0.15542157,0.08428596,0.115515664,0.084816396,0.2223012,0.154868633,0.13326858,0.218717039,0.1739555,0.189295098,0.256748497,0.201228559,0.293336391,0.183588892,0.228214234,0.229513288,0.185342148,0.358375758,0.168562785,0.257701874,0.30605197,0.291588634,0.226894632,0.393704712,0.2649813,0.417740852,0.425741732,0.390445679,0.484740704,0.588753879,0.667438388,0.644229114,0.897937596,1.008045554,2.224863052,13.37427998,50.2674408,119.1415405,140.0769348,109.125473,46.13263321,12.67280483,4.496433258,3.425706387,3.478888988,4.21201849,5.085238934,6.449314117,7.714598656,10.29245853,12.69471645,15.05065727,19.04512596,21.33935165,24.76631546,26.12765694,29.51686668,34.44207764,38.26430511,43.02860641,49.81922531,55.0537262,59.61159515,59.77127838,60.71858978,60.31256866,59.81261063,59.34939575,60.77190018,61.05739212,61.58287811,60.82578659,60.19416428,59.65111542,57.87068558,57.34693527,56.3698082,53.43398285,52.93492889,50.33021545,48.83213806,48.34779739,46.62520981,44.09921265,41.79789734,41.10207367,40.88341904,39.54812241,38.42254639,36.35941696,33.60768127,31.9672699,31.80770493,30.56466103,29.61136246,28.3836956,27.99001503,26.27974701,25.53775024,24.69142723,23.98387337,22.38039207,22.0829277,20.97848892,19.86802292,19.49865532,19.04430962,18.36529922,17.59233856,16.96336746,16.47615242,15.52958488,15.03642273,14.17603493,13.91875172,13.11515999,12.6724062,12.38521004,11.6665678,11.24217796,11.08278275,10.8241291,10.03916645,9.685371399,9.479692459,8.861861229,8.30070591,7.946259975,8.078722,7.539994717,6.948554993,6.777238369,6.403278828,6.246377468,6.003428459,5.869484425,5.498963833,5.158113956,5.185269356,5.175587654,4.372400284,4.561495304,4.383994102,4.12805891,3.796513319,3.416824341,3.422544718,3.222164631,3.103229761,3.06405139,2.827006102,2.716333628,2.551394224,2.525368214,2.357264996,2.528143167,1.922587752,2.054715395,2.043148756,1.867052913,1.671498418
360,0.099018909,0.210404754,0.17017445,0.144268677,0.138268292,0.11388588,0.093085095,0.119266868,0.143475994,0.114439979,0.06319882,0.102235258,0.156075582,0.092640243,0.171983182,0.202438965,0.133225396,0.130932793,0.120876402,0.119012982,0.144114241,0.253440917,0.245460242,0.235203058,0.250889033,0.257454783,0.284136325,0.267811149,0.211708277,0.312484264,0.27231136,0.362461716,0.387241632,0.326497167,0.431036174,0.412573606,0.42577377,0.581517994,0.663232565,0.618943989,0.926408172,1.485723495,5.791545868,27.87760925,82.93565369,143.8772736,142.9169769,83.03060913,26.22356224,6.290931225,3.639946222,3.95473218,4.877780914,6.096936703,8.010005951,9.7446661,11.85209656,14.3967762,17.84905815,20.5918808,20.76982498,23.70552826,27.67016602,30.97296524,33.82873154,36.75311279,40.43212509,45.57264709,49.63564301,53.85204315,57.42424011,58.44857788,56.38476181,54.8862114,53.5360527,52.68808365,52.88899994,52.14781189,51.29067612,49.67523956,49.51255035,48.14989471,46.33280563,45.05804062,43.60803986,42.97369003,41.60445023,39.85240555,39.60930252,37.70336533,36.2600975,35.34947586,35.16716003,33.16954803,32.36855698,29.69608307,28.97054291,28.15273857,27.71826935,26.38915253,25.6160183,24.71633911,23.60066223,23.34119225,22.80501747,21.60969162,20.59994698,20.56355095,18.87550926,18.47189713,17.60169029,17.87252426,16.62553215,15.77675533,15.67311287,14.96885395,14.39204884,14.04299164,13.42463207,13.19892311,12.23341751,12.03866386,11.60595798,11.37706089,10.84918594,10.29468441,10.03191566,9.87741375,9.20203495,8.884216309,8.63079071,8.169425011,7.961064816,7.684229851,7.096239567,6.84400034,6.556407452,6.42271471,6.243083477,6.107214928,5.489597321,5.080230236,5.171916962,4.994715214,4.639884949,4.487706661,4.506435394,4.171888351,3.939697504,3.739864826,3.12539649,3.237347841,3.230071783,2.984115124,2.855162621,2.787386179,2.578111649,2.660241842,2.603876591,2.417636156,2.096640348,2.188695431,2.055119753,1.888541579,1.919915676,1.621907949
365.0700073,0.20027867,0.122749239,0.105186939,0.166501179,0.133969501,0.104384452,0.067738749,0.076255105,0.142123446,0.159884691,0.130171016,0.16142045,0.164178863,0.114071742,0.145261407,0.147114158,0.169490889,0.138742328,0.142968848,0.196944818,0.151270196,0.176610962,0.181133345,0.155803904,0.192483991,0.281242013,0.256397098,0.277631402,0.215190843,0.287099451,0.225218877,0.315985501,0.275396764,0.317382216,0.274494976,0.336687922,0.302453816,0.435588926,0.404567868,0.488206595,0.622053683,0.674576938,0.941200018,1.03298533,2.324140072,15.82266617,70.00812531,142.9589844,160.1799164,102.0276794,37.62841415,11.93450165,5.047046661,5.370262623,6.331633568,7.373235226,8.865692139,11.56113911,12.96502876,15.50308704,16.49125862,17.74702644,20.68868637,23.22875977,26.38009644,28.29209328,30.57668304,32.85913086,34.63074112,37.41601181,40.72910309,43.66864014,46.88010406,49.07559967,48.67389297,46.91893768,44.79225159,42.64003372,41.4388504,40.5881424,40.13295746,39.03533173,37.96869278,37.30702591,35.48219299,34.29351425,34.09489059,33.03579712,31.53542709,31.18408394,29.90020943,29.56842804,29.43264389,27.6250782,27.48230553,25.03780556,23.98124886,23.56185532,23.46162224,22.21798897,21.94503593,21.42773247,20.54281998,20.48370552,19.36831093,18.70254707,17.90849495,18.1390667,17.27720451,16.89911461,16.26542664,15.43217754,15.02428341,14.77520275,14.7658987,13.41154861,13.2349329,12.74687576,12.08305836,11.79649353,11.58857155,11.16847038,10.87401104,10.42289352,9.586583138,9.590878487,9.348636627,9.136761665,8.47655201,8.412914276,7.935236454,7.646022797,7.514824867,7.055521011,6.906188965,6.586368084,6.241770267,6.055978298,5.750584602,5.768693924,5.382437229,4.752636433,4.855545044,4.683115959,4.426898479,4.128726006,4.037718773,3.929826021,3.822490931,3.57588315,3.081624985,2.975724459,3.086982489,2.76900053,2.834937811,2.517124176,2.584651232,2.465222597,2.399119616,1.987897396,2.290476799,2.007409334,1.981432796,1.85240519,1.615723014,1.67184186
370,0.138118103,0.078078851,0.108646795,0.042299394,0.066013634,0.065963551,-0.005180322,0.083758026,0.030553069,0.107161328,-0.057630073,0.077635914,0.077430047,0.012862347,0.077591851,0.053997487,0.088911563,0.059771731,0.141402215,0.059669249,0.024868783,0.065569818,0.11800535,0.100474447,0.065726966,0.170241326,0.111696854,0.094617978,0.205086291,0.176418781,0.223573223,0.211046293,0.176533073,0.245392203,0.234354138,0.222247377,0.28292948,0.338650763,0.337645084,0.328175366,0.453495502,0.50312084,0.538714826,0.730104983,0.922927856,1.118014574,2.184773922,6.921877384,39.17225266,106.8383026,160.2281647,157.872757,77.81391144,21.99955177,7.337043285,5.638276577,6.559984684,7.261434555,8.801765442,9.948870659,9.914948463,11.72394371,13.83637238,15.905653,17.02210045,18.76190948,20.15419579,22.08467484,23.20550346,23.69972801,25.01761055,27.38614082,28.21401596,29.16539764,31.91621399,33.90140915,36.33224869,36.2899704,33.93664551,31.40795898,29.75106812,28.7814045,27.1875515,26.84970093,26.83259773,25.48401642,25.47457695,24.55465126,23.43967819,23.8626709,23.16399002,22.69182014,22.55418968,22.13012123,20.72522545,19.36894417,19.29272461,18.73809814,18.63442612,18.53225517,17.9233036,17.38087654,17.50099754,16.78770638,15.91559505,15.64654064,15.33190536,14.84867001,14.69213676,14.85620213,14.04596519,13.44494534,13.25525856,13.22194767,11.79175377,11.6515913,11.84568501,10.82525063,11.07269669,10.25833607,10.00895977,10.11953259,9.445967674,9.250887871,9.142086983,8.762588501,8.25806427,8.286003113,7.824697971,7.304110527,6.962166309,6.683486462,6.588610172,6.356189728,6.13186264,5.700951099,5.603335857,5.595129967,5.008206367,5.302639008,4.985453129,4.820604801,4.404677391,4.410654545,4.100726604,3.91022563,3.711388588,3.721377134,3.411223173,3.027304173,3.041920185,2.662813663,2.600457907,2.784722805,2.360980988,2.405591249,2.291670084,1.986548662,2.197737694,2.135426044,1.94768858,1.96350646,1.827357411,1.738999605,1.661756277,1.663158298
375.0700073,0.098361686,0.08703962,0.110671952,0.092896722,0.11561814,0.064460054,0.06471087,0.036768939,0.075333223,0.064713255,0.014674168,0.025910966,0.080947593,0.081058219,0.081222668,0.036784798,0.108378321,-0.006752275,0.102239996,0.053212672,0.036879193,0.047847304,0.047790762,0.004216593,0.106676728,0.167533517,0.210359335,0.178606033,0.174244374,0.090788946,0.166680187,0.198598236,0.252562404,0.205679387,0.248114198,0.299005151,0.217006207,0.183060586,0.287958056,0.195158675,0.309346825,0.340895981,0.376028448,0.40959695,0.51643163,0.612306058,0.819420099,0.917689502,1.477184534,2.927444458,17.84593201,77.79491425,143.3029022,169.8576508,126.718483,47.28678131,13.87744236,5.515342236,5.92494154,6.183553696,6.283793449,6.957083702,8.346949577,8.493362427,9.899953842,11.09637165,11.87013245,12.71681404,13.28242302,14.06981277,15.26540184,15.85432148,16.48863411,17.63352013,17.69054985,18.92969704,19.5675106,22.09669304,23.52015686,25.2394352,24.51309967,23.71288872,21.89681816,20.06401825,19.2765522,17.96121788,17.83126068,17.55327415,16.97571182,17.43552208,17.47014046,17.17037201,17.1254673,16.63109589,16.67171288,15.27061462,14.69083786,15.04350567,14.77784157,14.36400795,14.52066135,14.8420763,14.11710453,13.92257118,13.73090649,13.40460396,13.08211327,12.45318127,12.4841671,12.11808872,12.06076908,11.66178226,11.072299,10.70179081,10.42956638,10.59293461,10.18292809,10.05772018,9.584924698,9.398560524,9.508569717,8.727903366,8.38190937,8.299659729,8.291646957,7.854799271,7.726089954,7.065932274,6.990964413,6.831723213,6.85173893,6.857133389,6.321302414,6.039226055,5.81101799,5.499392509,5.39077282,5.430308342,5.136269569,4.65704298,4.45300293,4.181741238,4.096073151,4.10863018,3.752702951,3.492424726,3.778343678,3.363993168,3.205938578,3.454083681,2.770522833,2.859031677,2.674093485,2.348504305,2.475549936,2.35127306,2.298211098,2.181843996,2.024012566,1.950831294,1.901696205,1.736832261,1.737075567,1.533867359,1.517006516,1.391016483
380,0.051891305,0.075290248,0.137750208,0.037591763,0.117382213,0.075235769,0.113596231,0.032880716,0.09888342,0.056203023,0.061167408,0.084317178,0.07567437,0.122849792,0.065557696,0.093645841,0.056271926,0.069995746,0.074703351,0.083948322,0.102103882,0.074834228,0.098680034,0.102987505,0.05162162,0.088546872,0.088662654,0.092729658,0.140065208,0.087958783,0.152352765,0.115135252,0.179837734,0.157368362,0.107251629,0.107307121,0.166324988,0.158737153,0.214033768,0.186307266,0.196242422,0.203890547,0.209731907,0.27457124,0.374870777,0.412185937,0.56023103,0.646801531,0.635537386,0.825651765,1.077969909,2.137012005,7.140007019,45.22943115,133.9495087,189.0024109,153.2858582,64.4967804,20.65629959,6.451000214,4.056039333,4.310799599,4.57987833,5.23056078,5.608751297,6.38898325,6.455186844,7.198647022,8.102645874,8.425343513,9.293856621,9.694460869,9.877371788,10.5649147,10.96255493,11.53397751,11.96532536,12.19240761,12.98896599,13.4776783,15.0650816,16.82847595,18.0920105,18.89710045,17.94306183,16.30138588,15.04350853,14.15825939,13.26545525,12.90882492,13.5353899,13.27725124,13.54559708,13.10986328,13.12824726,12.13635254,12.1970892,12.61409855,12.62914753,12.35312653,12.29141426,11.89980221,11.88579178,12.13704395,11.57193184,11.56814384,11.18318462,11.40530014,10.90240097,10.5897646,10.59135246,10.58505821,10.09066486,10.42232132,9.565439224,9.802410126,9.287556648,9.435137749,9.06282711,8.915886879,8.41894722,8.102536201,8.154742241,7.731995583,7.525746822,7.448494434,7.333628178,7.323169231,6.90417099,6.393265724,6.406489849,5.943300724,5.820590496,5.67090416,5.522174358,5.298528671,4.842246532,4.875983238,4.721787453,4.460781574,4.437220097,4.28425312,4.329307079,3.633095026,3.390544653,3.404426575,3.422378302,3.238743782,3.186262131,3.12376976,2.673902988,2.881055355,2.708754539,2.321888208,2.308490992,2.241338253,2.269979477,2.015686989,2.019531012,1.949604392,1.730086803,1.713874578,1.642088652,1.593536735,1.437413573,1.414047837
