Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_1006_EM_270.00,ELA_1006_EM_272.00,ELA_1006_EM_274.00,ELA_1006_EM_276.00,ELA_1006_EM_278.00,ELA_1006_EM_280.00,ELA_1006_EM_282.00,ELA_1006_EM_284.00,ELA_1006_EM_286.00,ELA_1006_EM_288.00,ELA_1006_EM_290.00,ELA_1006_EM_292.00,ELA_1006_EM_294.00,ELA_1006_EM_296.00,ELA_1006_EM_298.00,ELA_1006_EM_300.00,ELA_1006_EM_302.00,ELA_1006_EM_304.00,ELA_1006_EM_306.00,ELA_1006_EM_308.00,ELA_1006_EM_310.00,ELA_1006_EM_312.00,ELA_1006_EM_314.00,ELA_1006_EM_316.00,ELA_1006_EM_318.00,ELA_1006_EM_320.00,ELA_1006_EM_322.00,ELA_1006_EM_324.00,ELA_1006_EM_326.00,ELA_1006_EM_328.00,ELA_1006_EM_330.00,ELA_1006_EM_332.00,ELA_1006_EM_334.00,ELA_1006_EM_336.00,ELA_1006_EM_338.00,ELA_1006_EM_340.00,ELA_1006_EM_342.00,ELA_1006_EM_344.00,ELA_1006_EM_346.00,ELA_1006_EM_348.00,ELA_1006_EM_350.00,ELA_1006_EM_352.00,ELA_1006_EM_354.00,ELA_1006_EM_356.00,ELA_1006_EM_358.00,ELA_1006_EM_360.00,ELA_1006_EM_362.00,ELA_1006_EM_364.00,ELA_1006_EM_366.00,ELA_1006_EM_368.00,ELA_1006_EM_370.00,ELA_1006_EM_372.00,ELA_1006_EM_374.00,ELA_1006_EM_376.00,ELA_1006_EM_378.00,ELA_1006_EM_380.00,ELA_1006_EM_382.00,ELA_1006_EM_384.00,ELA_1006_EM_386.00,ELA_1006_EM_388.00,ELA_1006_EM_390.00,ELA_1006_EM_392.00,ELA_1006_EM_394.00,ELA_1006_EM_396.00,ELA_1006_EM_398.00,ELA_1006_EM_400.00,ELA_1006_EM_402.00,ELA_1006_EM_404.00,ELA_1006_EM_406.00,ELA_1006_EM_408.00,ELA_1006_EM_410.00,ELA_1006_EM_412.00,ELA_1006_EM_414.00,ELA_1006_EM_416.00,ELA_1006_EM_418.00,ELA_1006_EM_420.00,ELA_1006_EM_422.00,ELA_1006_EM_424.00,ELA_1006_EM_426.00,ELA_1006_EM_428.00,ELA_1006_EM_430.00,ELA_1006_EM_432.00,ELA_1006_EM_434.00,ELA_1006_EM_436.00,ELA_1006_EM_438.00,ELA_1006_EM_440.00,ELA_1006_EM_442.00,ELA_1006_EM_444.00,ELA_1006_EM_446.00,ELA_1006_EM_448.00,ELA_1006_EM_450.00,ELA_1006_EM_452.00,ELA_1006_EM_454.00,ELA_1006_EM_456.00,ELA_1006_EM_458.00,ELA_1006_EM_460.00,ELA_1006_EM_462.00,ELA_1006_EM_464.00,ELA_1006_EM_466.00,ELA_1006_EM_468.00,ELA_1006_EM_470.00,ELA_1006_EM_472.00,ELA_1006_EM_474.00,ELA_1006_EM_476.00,ELA_1006_EM_478.00,ELA_1006_EM_480.00,ELA_1006_EM_482.00,ELA_1006_EM_484.00,ELA_1006_EM_486.00,ELA_1006_EM_488.00,ELA_1006_EM_490.00,ELA_1006_EM_492.00,ELA_1006_EM_494.00,ELA_1006_EM_496.00,ELA_1006_EM_498.00,ELA_1006_EM_500.00,ELA_1006_EM_502.00,ELA_1006_EM_504.00,ELA_1006_EM_506.00,ELA_1006_EM_508.00,ELA_1006_EM_510.00,ELA_1006_EM_512.00,ELA_1006_EM_514.00,ELA_1006_EM_516.00,ELA_1006_EM_518.00,ELA_1006_EM_520.00,ELA_1006_EM_522.00,ELA_1006_EM_524.00,ELA_1006_EM_526.00,ELA_1006_EM_528.00,ELA_1006_EM_530.00,ELA_1006_EM_532.00,ELA_1006_EM_534.00,ELA_1006_EM_536.00,ELA_1006_EM_538.00,ELA_1006_EM_540.00,ELA_1006_EM_542.00,ELA_1006_EM_544.00,ELA_1006_EM_546.00,ELA_1006_EM_548.00,ELA_1006_EM_550.00,ELA_1006_EM_552.00,ELA_1006_EM_554.00,ELA_1006_EM_556.00,ELA_1006_EM_558.00,ELA_1006_EM_560.00,ELA_1006_EM_562.00,ELA_1006_EM_564.00,ELA_1006_EM_566.00,ELA_1006_EM_568.00,ELA_1006_EM_570.00,ELA_1006_EM_572.00,ELA_1006_EM_574.00,ELA_1006_EM_576.00,ELA_1006_EM_578.00,ELA_1006_EM_580.00,ELA_1006_EM_582.00,ELA_1006_EM_584.00,ELA_1006_EM_586.00,ELA_1006_EM_588.00,ELA_1006_EM_590.00,ELA_1006_EM_592.00,ELA_1006_EM_594.00,ELA_1006_EM_596.00,ELA_1006_EM_598.00,ELA_1006_EM_600.00
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
230,1.350364327,1.412135005,1.757825255,2.347916365,2.522047997,2.586919308,3.004338026,4.340820789,5.79706192,8.597421646,11.01677895,13.39738083,16.41791344,19.04875374,23.39893532,25.68279457,27.8742733,30.49532318,31.70017242,35.58602524,38.33499527,38.82200241,40.92437363,44.01659393,46.68751526,47.25382233,53.3835907,57.5329628,60.92184448,62.01247025,62.32162476,65.01828766,63.19239044,66.04891968,66.99639893,68.33190918,67.97271729,64.98159027,64.45826721,64.377388,62.28946304,62.07380676,62.20344543,61.31534576,61.39582062,59.20389557,57.51567459,56.21566391,58.19866562,56.07274246,57.04954147,57.3532486,57.26597977,60.22637939,58.33396149,60.61228943,62.37376785,63.58259964,64.96195221,66.07430267,60.65454102,63.85941315,68.0610199,69.42802429,70.88166046,76.50826263,77.16934967,79.80510712,81.04381561,82.27854156,85.01906586,84.43678284,85.74487305,84.40129852,86.51602173,88.60145569,92.31333923,90.98944855,88.55583191,86.50126648,85.90811157,83.96381378,83.13991547,82.89768219,77.64759064,77.07256317,78.63603973,74.93102264,72.1111908,72.86003876,71.91620636,70.26078796,70.07688904,68.26946259,67.28356171,62.67261124,59.67670822,59.02742004,57.96440125,57.85200882,55.9870224,55.13380814,52.35831833,51.60772705,50.88606262,48.36952972,47.64855194,46.36056137,42.59422684,42.20026398,42.72114182,40.61856842,40.08899689,37.12030792,36.78789902,35.97630692,34.05741501,32.41082001,31.28415108,29.81675529,29.88018608,29.22317314,26.65204239,26.11611748,25.63859367,24.48601532,23.88829231,22.97755623,21.66459656,20.80053329,19.78381729,19.22865105,18.54694557,17.8026104,17.15522957,16.38461113,15.08062744,15.18917847,14.3180933,14.49177074,12.92211342,12.19282722,12.44652843,12.093503,10.56818008,11.18687725,10.45011044,9.66088295,9.57865715,8.800428391,7.967306614,7.54599762,7.111255169,7.482611179,6.767447472,6.440748692,6.179653645,5.657973289,4.915192127,5.250448227,4.967003822,5.350145817,4.726800442,4.903645992,4.457221508,4.223352909
235,1.458829641,1.905775905,1.642594457,1.770879626,1.851007223,1.590524435,1.878217936,2.664890051,3.736024857,4.730677128,6.359313011,7.349586964,9.878983498,11.67653656,13.16218853,15.85806084,16.34523964,17.47009277,19.72120476,22.21783066,24.1674633,25.02518845,24.24668503,26.14624214,28.40417099,28.50591469,29.25876427,32.00395584,33.74886322,33.27035141,33.59334564,35.23736954,36.04482651,35.89729309,37.61587143,38.35692978,37.56979752,37.13101196,38.84163666,36.18709183,36.54606628,36.9975853,37.13329315,37.85556412,38.6514473,38.27602005,37.87286377,39.46419144,38.21840668,39.39731598,40.62498474,39.61706161,43.1819458,42.04084396,45.73962021,47.24396133,48.36157227,49.42303467,52.35799789,54.79270172,50.51847076,53.28763962,56.92901993,58.79515839,59.90659332,62.4557991,65.4204483,67.67430878,71.10514832,69.99020386,70.35299683,71.55903625,74.7325592,75.47631836,77.53520203,77.10605621,77.33234406,78.7574234,75.72879028,74.94808197,75.88852692,73.95419312,71.94382477,71.34380341,71.99246979,69.68128204,68.52715302,66.51142883,67.17331696,64.8163681,64.97101593,62.00307846,62.74126816,60.54917526,61.77209091,54.87703705,54.37740707,53.65027237,53.66453934,51.86487579,52.18442917,48.90446854,49.26372147,45.49009323,45.20485687,43.27112198,44.19792557,42.42433548,40.42664337,40.82719421,38.72034454,37.9574585,36.01923752,34.59417725,33.0642128,32.40922928,30.83196449,30.85420799,29.97754097,27.97908592,28.09404755,26.25197792,26.48621368,25.32935905,23.97618675,22.868927,22.81458855,21.46599197,20.26326561,18.86988068,19.24936676,18.66213989,17.14891815,17.08591652,16.36556625,15.52567577,14.87066364,13.83997059,13.98856831,12.80094433,11.81799221,11.50935268,11.42601013,10.99617863,10.14833355,9.694535255,9.146162987,9.369882584,8.610197067,8.073889732,7.52207613,7.340148926,6.406244278,6.656995773,6.333622456,5.940575123,5.892366886,5.141128063,5.119109154,5.19689846,4.749529362,4.716576099,4.340307713,3.977307558,4.04324913,3.847995996
240,2.652549267,1.909153819,1.599735975,1.465122104,1.340212107,1.058134556,1.281510353,1.636559248,2.199177742,2.157134771,3.701601505,4.004966259,5.233526707,6.258900642,7.080863476,7.92130518,8.588316917,9.667424202,10.7504034,10.8621788,12.9177351,13.42279339,13.88607597,13.58080292,14.54100609,14.15752697,14.5427494,16.94971085,16.63027191,16.92311287,17.70732498,17.28427315,18.02867699,17.45635796,18.58593559,18.58332253,19.30023384,19.73619461,20.17339897,20.44448662,21.51552582,20.69994164,21.79333496,22.27077866,22.53543854,22.83115578,24.12807083,25.46393013,27.26554298,28.32501984,30.24019814,30.99194717,31.14022064,33.01717758,35.51963425,36.60721588,39.26824951,41.77251434,44.72823334,45.00718307,42.79852676,43.66389465,46.23513031,50.44546127,53.04669189,53.85187912,57.44211578,57.64788818,59.84148788,60.47533417,61.93746948,64.47420502,66.69538879,65.55503845,67.14969635,69.32910919,68.5763855,68.14283752,68.91165924,66.94495392,66.06513977,67.45070648,65.79431152,65.88274384,63.71829224,61.49100876,60.97829056,60.98283005,59.22662735,60.3233223,57.68675995,57.27890778,55.51599503,56.2484436,53.78225327,49.02202606,50.89509964,48.37441254,48.45912552,48.51895142,45.53466797,47.29336548,43.79692078,43.43989944,43.4048233,42.10854721,41.29643631,39.39810562,39.09606934,37.27228165,35.84098434,36.01596451,35.19770432,33.77613449,31.37991714,31.41190147,29.58220291,28.8228054,28.25102806,26.58081055,26.71308899,24.62415123,25.20563126,23.00250816,23.18641472,22.52620888,21.67957115,21.30324173,19.69053268,19.27309418,18.05231857,17.41267014,17.08377457,16.6323967,15.76823902,15.46868229,14.34416962,13.36938095,13.8158474,12.3905592,11.71596146,11.80204105,11.02855682,10.46611786,10.12289619,9.576416016,9.609658241,8.57481575,8.08543396,7.883393288,6.671673298,7.604527473,6.57864666,6.259092331,6.158979893,6.159730434,5.224785328,5.394940376,4.646493912,4.67376709,5.048792362,4.479108334,4.224433899,4.104150772,4.030562401,3.402364016
245,14.93007851,10.20873737,5.356297493,2.509829044,1.261396766,1.017319679,1.088799477,1.475129843,1.541157007,1.756284595,2.437064648,2.586512566,3.665745974,4.333696842,5.461503029,5.690664768,6.390578747,7.457982063,8.018159866,8.579817772,9.205253601,9.559436798,9.925778389,10.79934883,10.36907673,10.32853985,11.29140282,11.68604946,12.29190826,12.99687386,13.18819427,13.14370918,13.73771667,14.42829895,14.61797428,13.89368057,15.23704338,15.014081,16.06591415,16.32473755,16.52439308,16.32111359,17.93743706,18.31537437,18.87715721,20.05304909,20.39987564,21.44650459,22.16050148,23.84036446,24.73936462,25.92144585,28.40395355,29.94066048,30.78868103,32.54855728,35.24595642,37.33030701,38.54766846,40.51220703,37.74773407,39.58774185,42.89198685,44.78100967,46.43447113,48.11603928,49.24682999,51.63576126,53.66484833,54.14310837,55.35035706,57.56513214,57.57535172,59.52503204,61.38315964,61.33799362,61.72682953,61.34899139,62.20568085,60.94392395,62.09846115,60.38736343,58.37542725,59.46513748,57.34598541,57.27849197,56.41496658,55.95236588,54.93470001,53.99943924,54.11664963,53.82231903,52.87077332,51.47001266,51.69734573,45.76995087,45.75068283,45.88280869,44.79905701,44.31035995,43.84116745,43.50376892,40.83230591,41.5906868,40.06729126,39.65745163,38.39088058,37.50707626,37.13774872,36.02209473,35.42321014,33.50063324,33.57248306,32.26868057,31.34104729,30.38487434,29.05007553,27.66948318,27.92566299,25.77568817,25.06419945,24.32018852,23.90105629,23.36733627,22.68909073,20.71671486,20.41407967,20.45566368,19.09837151,18.34314728,17.74895668,17.45137405,16.94487381,16.63599777,15.40266323,14.59074402,14.18041992,13.35079288,13.03721142,12.46122646,11.59989166,11.4700079,10.58512783,10.4929924,9.875443459,9.626314163,9.301042557,9.109097481,8.307224274,7.785691738,7.209367752,7.33537674,6.647672653,6.265821934,6.121719837,5.928028107,5.720485687,5.126804352,5.542097569,4.908159256,4.363246441,4.01820612,4.12405014,4.027377605,3.879884481,3.50825119
250,10.94737816,16.90170479,17.81414032,13.10548019,8.205499649,3.450495481,1.911411643,1.700435281,2.14196682,1.905314088,2.901235819,3.401937008,3.824857712,5.039727211,5.570052147,5.978897095,6.804420471,7.623635769,8.003433228,8.077762604,9.00368309,9.396994591,9.755862236,10.19684315,10.53854179,10.08615589,10.6674757,11.82135582,11.77688408,12.14483166,12.41769695,12.95281696,12.32797337,13.22443295,13.427948,13.49689007,14.43515491,13.86869812,14.28066349,14.99785137,15.56439304,15.62291336,16.83585739,16.50167847,16.95026779,18.5043087,19.1762085,20.00695992,21.16790771,21.77776146,23.01803398,23.98254204,26.15981293,27.09623337,28.99468613,29.56955719,31.73319626,32.86161804,34.85721588,36.60461807,34.23543167,35.35093689,38.66675568,40.82270813,41.64347839,43.14085388,45.48514938,46.93505859,48.61016464,49.34418106,50.99491501,51.38053131,52.46077347,53.17903137,54.55410767,54.42074585,55.34388351,55.92483521,55.36646652,56.26230621,55.27598572,55.0582695,54.60565948,54.39719009,53.32417679,52.93564224,51.68326569,51.23681641,50.20287704,48.82884979,49.80010605,50.4473114,48.29050827,48.00097656,47.09653854,44.71018982,43.41949463,43.07939529,42.53878784,41.82613373,41.05475235,40.95137405,39.01624298,38.70380783,38.05998993,36.30151367,35.74511719,35.2130394,34.453228,33.24596405,32.27839661,31.19283867,31.12561417,30.64801025,29.94599915,27.7844944,27.33832932,26.72477722,26.46869659,25.36261749,25.19186974,23.23563766,22.85524178,21.98362923,21.70720482,20.80335999,20.42532539,19.43572617,18.72326851,17.34746742,17.48881721,16.3248539,16.07242203,15.68575573,14.89025211,14.58733749,13.99373531,13.52823257,12.0850172,12.16349602,11.42385674,11.68242264,11.04205227,10.24315834,9.971663475,9.452792168,8.928911209,8.288223267,8.196937561,7.619159698,7.250216007,6.895475864,6.579884052,6.209086895,5.818041801,5.768066883,5.046153069,5.152775288,5.351400852,4.819869041,4.661561012,4.413484097,4.217741966,3.867738724,3.744534016,3.589314938
255,2.713638544,3.229081869,5.079085827,9.827014923,14.78000355,14.46241283,12.69352245,8.979338646,6.444588184,4.836999416,4.086726189,5.375398159,5.993055344,6.926882744,7.313350677,8.485159874,8.217638016,9.246396065,10.00510979,10.59651756,11.45156574,11.35984421,11.72848606,12.37205029,12.38374996,12.23449516,12.53075504,13.08295441,13.43409824,14.03752899,14.58459091,14.73021317,14.29864216,14.51243305,14.87189007,15.38999939,16.01425362,15.91456318,16.63105965,16.08615875,17.09542847,16.87434769,17.92487526,17.84168243,17.73037148,18.15106583,19.02203941,19.4441433,20.05532074,21.05653763,21.82342148,22.51340485,24.40835381,25.68759155,25.47987747,27.83193207,28.33402061,29.78910446,32.41236877,33.50314331,30.12312698,33.22001266,33.5331192,35.41368866,36.54113388,39.81767273,39.86049271,42.65494156,42.41103363,42.7144928,46.09655762,44.72864914,47.17639542,47.280056,48.22753906,48.57101059,48.92560577,49.42699051,50.58255386,49.24728012,49.31013489,47.68944931,48.41558838,46.93037415,48.09075546,47.58702469,46.56122208,46.62029266,46.55145264,44.79917526,46.05072021,46.1844368,45.70687485,43.04875183,43.11975098,39.30992508,40.66405869,39.36201477,40.94938278,38.68946838,38.69318008,39.09752655,39.19578552,36.13294601,37.14482498,35.94385529,34.82191849,34.08445358,33.33951187,32.8847084,31.60673332,30.57954788,29.91562462,29.00798225,27.75389481,27.21285248,26.55885887,25.9089756,24.53161812,24.62742615,23.43146515,23.51364708,22.00816727,22.49956322,20.26996422,20.73112488,19.81940269,19.54978943,17.68924713,17.70019913,17.07976341,17.35872459,15.2968359,15.09181499,14.3053093,14.66983795,13.15012264,12.74036121,12.55705643,11.838727,11.80986691,10.82614803,10.5849905,9.535617828,9.952421188,8.679441452,8.331177711,8.502081871,7.274213314,7.424763203,6.762958527,6.917760849,6.647461891,6.242437363,5.774667263,5.772162437,5.621062756,5.202312946,4.795174122,4.87178278,4.603466988,4.230127811,3.770114899,3.714281082,3.651153326,3.820963383
260,3.49848628,2.861516953,2.706223726,2.441371918,3.049357891,3.801286459,7.355744839,13.86462688,19.71595573,18.49170685,13.69195652,9.859218597,9.135323524,9.528459549,10.63922024,11.03463936,11.57319069,11.99746037,12.35927296,13.39457035,14.39828205,14.18802834,14.75460911,15.86265659,15.74373531,15.36553574,15.61447716,16.77921677,16.60404396,16.95074654,17.33303642,17.10380745,17.98752785,17.88195419,18.32736969,18.35053635,18.53648376,18.16532898,18.92115021,19.11441231,18.84248352,18.52979088,19.14058685,19.59755135,19.94750404,19.90912628,20.15102768,20.59949303,21.71044922,21.77663612,22.49236298,23.33648682,24.43742943,24.51351738,26.15009499,26.97436905,27.38159752,28.82118034,30.34520721,31.95148277,29.20441437,29.81695557,31.40334129,32.93904877,33.92904282,35.41928482,36.01306915,37.32948685,38.72320557,39.59209824,40.46778107,41.9320755,41.10926056,43.74013519,44.62903976,44.89736938,45.65408325,44.82582474,45.82979965,45.12168503,44.83645248,44.53480911,44.27638245,45.4781723,44.822258,43.85922241,43.76531601,43.26209259,42.40776825,42.24480438,42.24929047,42.05732346,42.1733551,41.83223724,42.25220871,38.75111389,39.07662964,37.99698639,38.22366333,38.1202507,37.30351639,36.18421555,35.86883163,35.2624321,34.4684906,33.73814392,32.649086,32.53739929,31.74246597,32.0459671,31.51815796,29.98271942,29.61224937,28.53826904,27.51283646,27.56512833,26.53665924,25.62722397,25.01724815,24.55374146,23.59068871,23.79087639,21.73528481,21.35274696,20.80811501,20.37532425,18.72932434,18.80978775,18.93112946,17.79391479,16.76980591,16.62451744,15.63708401,15.10793209,14.59272957,14.04940605,13.17396259,13.35587883,12.33977127,12.18562794,11.37163162,11.04638386,10.59293365,10.61229801,9.864774704,9.3335495,8.598088264,8.481480598,7.999369144,8.026702881,7.238564014,6.740848064,7.150937557,6.135142803,6.024069786,5.911930084,5.453543663,5.357393265,4.957321644,4.66038084,4.4598279,4.469583511,4.103974342,4.035066128,3.730007172,3.604961872
265,54.73809433,16.58401299,5.092700005,3.506536484,3.598135471,3.156767845,3.536682606,5.28918314,8.818140984,13.54221153,18.50157928,20.90978241,19.78744125,17.61902046,15.1706295,13.87929916,14.18574429,15.05463409,14.7591877,15.91738224,17.25932503,16.57415962,17.12080383,17.28112411,18.23315239,17.30191231,18.33579254,18.92058945,18.03857613,18.92951775,18.94165421,18.85225105,19.47339439,18.69073677,20.21387291,19.24648285,19.73862648,18.97247696,20.23810959,19.280756,19.48478317,19.6007309,19.66820145,19.7791996,19.67899704,20.49627304,20.47992706,20.49072838,20.76368141,20.85885239,21.76580238,21.72152519,22.42750168,23.0099678,23.37313271,23.60307884,25.83914948,26.23589134,26.42058563,26.96759987,24.8784771,25.65666771,27.29764748,28.01139069,29.70734024,30.71320915,31.73181152,32.06993103,34.13332748,34.37444305,35.3272934,35.59027863,36.25479889,36.43107986,37.36993027,38.43515778,39.65783691,38.86499786,38.52986908,38.42692947,40.07420731,39.5161438,39.02100754,39.39331055,38.10797882,38.13742065,37.52782822,38.31289291,37.62832642,37.43053436,37.4716568,36.80228806,37.04761505,37.49902725,37.16959763,35.26094818,32.89640808,33.84403229,33.65893936,33.27657318,32.43806076,32.19370651,31.62926483,31.6718483,29.9964695,30.43382072,29.8795929,29.68510246,28.633955,27.98012543,26.90379333,27.10105324,26.36106873,26.01637268,25.16056061,24.4743042,24.02620697,23.54243851,22.30638695,21.89363289,21.38410568,20.66619301,20.33276939,19.3530426,19.47608566,18.13317299,17.39958572,16.54457855,16.6508503,16.24834061,16.00794792,14.75819397,14.43530846,14.26855755,13.59234333,13.20252419,12.45461178,11.48416424,12.2206192,10.89612293,11.16840076,10.09223366,9.74636364,9.83834362,8.45806694,8.383814812,8.14902401,8.309400558,7.934017658,6.78909874,6.454496384,6.529791832,6.187154293,5.518726826,5.522672176,5.286057949,5.374199867,4.663083553,4.741436005,4.1525383,4.433773994,3.932177782,3.968496084,4.016520977,3.98704505,3.006115913
270,232.7745972,219.9785614,126.9296188,44.30006027,10.9600296,4.283384323,4.145147324,5.116393089,6.442795753,7.789119244,10.42131805,13.50641727,19.00424385,25.29742432,28.80821609,28.03025627,24.63777161,21.95799065,19.89815331,20.23082924,20.80167389,20.5380249,20.83836937,22.32780266,21.64761543,21.32650757,21.5695343,22.14190865,22.37533379,22.71146584,23.34158516,22.45220947,22.55811119,22.9720192,23.24070549,23.1862812,23.06134987,22.57906342,22.62316132,22.38143158,22.3088932,22.48474121,22.82135582,21.99171448,22.14325523,21.6878624,21.61908722,22.33414268,22.25890923,22.02733994,22.3227005,22.82654381,23.40984726,22.68862534,23.48933029,23.97725105,24.02159119,24.94833565,25.94115829,26.4402504,23.43411064,24.56842232,25.75524712,26.90743446,26.96947479,28.81794548,30.09408379,29.18665886,30.96554947,31.34011841,31.31322289,31.94894218,33.88451767,33.64042282,33.73572922,34.26478958,35.26720047,35.53548431,35.67590332,36.44037628,35.47967529,34.8290863,34.86814499,34.84668732,33.87961578,34.5449791,34.32020187,35.26776505,34.72381592,33.67608643,34.45742035,33.85138321,32.92993927,33.1334343,33.76996231,30.17008209,31.04452515,30.76473999,31.08714676,30.52170944,30.19201279,30.15940475,29.63344193,29.22557259,28.27727318,28.65075684,27.95698547,26.75049782,26.53986931,26.11209679,25.51349449,25.42621803,24.54509163,23.481287,23.44016838,23.48269653,22.29287338,21.62732697,21.21040344,20.8630352,20.08071136,19.45711517,19.02903938,19.35149956,18.35873985,17.87747765,17.33665848,15.89161015,16.14850044,15.30235386,14.27296066,14.58184719,14.06271267,13.40565777,12.99915981,12.87195492,12.66815662,11.73863029,10.97256851,11.01625633,10.0634346,9.86000061,9.36582756,9.086336136,9.256705284,8.887694359,8.213422775,7.920382023,7.52288866,6.94050312,6.267788887,6.067581654,6.256563663,5.382747173,5.590025425,5.218472958,4.861392975,4.792619705,4.417257309,4.506708622,4.185546875,3.971963644,3.716890574,3.520060778,3.156977892,3.229220867
