358,1.486686826
359.0700073,1.489930987
360,1.493294358
361.0700073,1.498020172
362,1.503360152
363.0700073,1.508755088
364,1.513957858
365.0700073,1.519692302
366,1.525536776
367.0700073,1.531092167
368,1.53503871
369.0700073,1.537632823
370,1.538211465
371.0700073,1.537150025
372,1.535315156
373.0700073,1.533164501
374,1.531110764
375.0700073,1.528852582
376,1.526582241
377.0700073,1.526060462
378,1.526073694
379.0700073,1.526669741
380,1.526907682
381.0700073,1.528566599
382,1.530694127
383.0700073,1.533224344
384,1.535187483
385.0700073,1.537150979
386,1.539040565
387.0700073,1.540358305
388,1.541210771
389.0700073,1.54325974
390,1.545865417
391.0599976,1.549784064
391.9599915,1.55483222
393.0299988,1.560763359
393.9299927,1.567173362
395,1.572906137
396.0599976,1.578268766
396.9599915,1.583120823
398.0299988,1.587804198
398.9299927,1.591643214
400,1.595629692
401.0700073,1.599505544
402,1.60294044
403.0700073,1.605635405
404,1.60675025
405.0700073,1.607667327
406,1.608907342
407.0700073,1.610105753
408,1.611779094
409.0700073,1.614025593
410,1.615969181
411.0599976,1.617342114
411.9599915,1.617822886
413.0299988,1.616931558
413.9299927,1.615519404
415,1.612362981
416.0599976,1.608724833
416.9599915,1.604415655
418.0299988,1.600324869
418.9299927,1.59677887
420,1.594681859
421.0700073,1.593149662
422,1.592401505
423.0700073,1.592206478
424,1.592074156
425.0700073,1.592287302
426,1.592849135
427.0700073,1.59299314
428,1.593397021
429.0700073,1.593285203
430,1.592263222
431.0599976,1.589722991
431.9599915,1.585995197
433.0299988,1.580366492
433.9299927,1.574019551
435,1.56697011
436.0599976,1.55954349
436.9599915,1.551609993
438.0299988,1.543568492
438.9299927,1.535362959
440,1.52781117
441.0599976,1.520676136
441.9599915,1.514360547
443.0299988,1.50876832
443.9299927,1.503907561
445,1.49963665
446.0599976,1.496090651
446.9599915,1.493284941
448.0299988,1.492087007
448.9299927,1.491121292
450,1.489471078
451.0599976,1.48715353
451.9599915,1.484479547
453.0299988,1.481405973
453.9299927,1.478994131
455,1.47726512
456.0599976,1.475491881
456.9599915,1.473770142
458.0299988,1.471763611
458.9299927,1.46958518
460,1.467863083
461.0599976,1.466447353
461.9599915,1.46569097
463.0299988,1.465440512
463.9299927,1.46551156
465,1.465709209
466.0599976,1.466340899
466.9599915,1.467095733
468.0299988,1.467778802
468.9299927,1.467677236
470,1.467315793
471.0400085,1.467218757
471.9400024,1.467701197
472.980011,1.468160033
474.019989,1.468472362
475.0700073,1.468462467
475.9700012,1.467866063
477.0100098,1.466749787
478.0499878,1.4650383
478.9500122,1.463578939
480,1.462599635
481.0599976,1.461953402
481.9599915,1.461397171
483.0299988,1.461516738
483.9299927,1.462263346
485,1.463917255
486.0599976,1.466479897
486.9599915,1.470155478
488.0299988,1.474388719
488.9299927,1.478854656
490,1.48332119
491.0400085,1.487369895
491.9400024,1.491259933
492.980011,1.493937373
494.019989,1.495353341
495.0700073,1.495240211
495.9700012,1.494487047
497.0100098,1.492829084
498.0499878,1.490745664
498.9500122,1.488481998
500,1.485817313
501.0400085,1.482321501
501.9400024,1.478629708
502.980011,1.475201845
504.019989,1.47256124
505.0700073,1.470733047
505.9700012,1.470022798
507.0100098,1.469823956
508.0499878,1.469229937
508.9500122,1.468345165
510,1.466907263
511.0599976,1.466294646
511.9599915,1.466402292
513.0300293,1.467295527
513.9299927,1.468345284
515,1.469775081
516.0599976,1.471315384
516.960022,1.471844912
518.0300293,1.471348643
518.9299927,1.469590902
520,1.466709256
521.039978,1.463313818
521.9400024,1.459655285
522.9799805,1.456270337
524.0200195,1.453849196
525.0700073,1.451335669
525.9699707,1.448838592
527.0100098,1.445247889
528.0499878,1.441763997
528.9500122,1.438638568
530,1.435333848
531.0200195,1.431996703
532.0499878,1.427993894
532.9400024,1.423815966
533.9699707,1.418992281
535,1.413822889
536.0200195,1.408277154
537.0499878,1.40225625
537.9400024,1.396251321
538.9699707,1.390195012
540,1.384908795
541.039978,1.380714536
541.9400024,1.377412677
542.9799805,1.374917746
544.0200195,1.37245357
545.0700073,1.369634748
545.9699707,1.366699696
547.0100098,1.363802791
548.0499878,1.361588478
548.9500122,1.359664798
550,1.356383681
551.0200195,1.351774931
552.0499878,1.346069217
552.9400024,1.340287209
553.9699707,1.334513903
555,1.328712106
556.0200195,1.323293209
557.0499878,1.317828298
557.9400024,1.312412858
558.9699707,1.307299614
560,1.302947879
561.039978,1.298669696
561.9400024,1.293848276
562.9799805,1.28842032
564.0200195,1.282195807
565.0700073,1.275949836
565.9699707,1.269611597
567.0100098,1.263427258
568.0499878,1.257510304
568.9500122,1.251965046
570,1.246440887
571.0200195,1.240865469
572.0499878,1.235304832
572.9400024,1.229727149
573.9699707,1.22358644
575,1.217458367
576.0200195,1.21133256
577.0499878,1.205213428
577.9400024,1.198533535
578.9699707,1.192099452
580,1.18513608
581.0200195,1.177437305
582.0499878,1.169356704
582.9400024,1.161248803
583.9699707,1.152802348
585,1.144516468
586.0200195,1.136090636
587.0499878,1.127840877
587.9400024,1.119717002
588.9699707,1.112087846
590,1.105131388
591.0200195,1.098847866
592.0499878,1.093486786
592.9400024,1.087791681
593.9699707,1.081997633
595,1.075979114
596.0200195,1.069844842
597.0499878,1.063410401
597.9400024,1.056714416
598.9699707,1.05033648
600,1.043515563
