220,1.856277823
220.9299927,1.852199554
222.0299988,1.849346161
222.9600067,1.847465634
224.0599976,1.847898364
225,1.849730372
225.9299927,1.851856232
227.0299988,1.854699492
227.9600067,1.856415629
229.0599976,1.859075665
230,1.861370087
231.0700073,1.863204956
232,1.862539887
233.0700073,1.862208486
234,1.86126852
235.0700073,1.860087752
236,1.858749866
237.0700073,1.855458379
238,1.849822044
239.0700073,1.842717409
240,1.834946632
240.9299927,1.827459931
242.0299988,1.82302165
242.9600067,1.82083714
244.0599976,1.820703387
245,1.820615649
245.9299927,1.820792079
247.0299988,1.822962403
247.9600067,1.824442506
249.0599976,1.825254917
250,1.823081851
250.9299927,1.818640947
252.0299988,1.812737346
252.9600067,1.806984544
254.0599976,1.802538514
255,1.799943089
255.9299927,1.798503041
257.0299988,1.797919631
257.9599915,1.796699047
259.0599976,1.795291781
260,1.794698358
260.9299927,1.794820189
262.0299988,1.796562791
262.9599915,1.79704392
264.0599976,1.797477722
265,1.796635389
265.9299927,1.795942545
267.0299988,1.796156526
267.9599915,1.793889165
269.0599976,1.78998518
270,1.783224106
270.9299927,1.777022362
272.0299988,1.770891547
272.9599915,1.764927149
274.0599976,1.759740114
275,1.754933596
275.9299927,1.749987125
277.0299988,1.74446559
277.9599915,1.73864007
279.0599976,1.732908607
280,1.727623105
281.0700073,1.721968055
282,1.716951966
283.0700073,1.71045959
284,1.705085754
285.0700073,1.699529648
286,1.695397854
287.0700073,1.691017985
288,1.685357809
289.0700073,1.678610802
290,1.6714679
290.9299927,1.665608287
292.0299988,1.659473896
292.9599915,1.653604627
294.0599976,1.64777863
295,1.64283061
295.9299927,1.638980865
297.0299988,1.636861086
297.9599915,1.635645509
299.0599976,1.634826779
300,1.634217858
301.0700073,1.633446693
302,1.632856607
303.0700073,1.631546855
304,1.63083744
305.0700073,1.628786325
306,1.626018763
307.0700073,1.62180078
308,1.616977572
309.0700073,1.611822248
310,1.607061744
310.9299927,1.602833629
312.0299988,1.599377275
312.9599915,1.595472574
314.0599976,1.590980172
315,1.585694194
315.9299927,1.579163909
317.0299988,1.572262049
317.9599915,1.563281655
319.0599976,1.554573417
320,1.545706987
321.0700073,1.537340164
322,1.528986692
323.0700073,1.521669269
324,1.514888525
325.0700073,1.507923484
326,1.501355529
327.0700073,1.495019078
328,1.48923099
329.0700073,1.484537363
330,1.480717301
331.0700073,1.478312731
332,1.476414919
333.0700073,1.474032521
334,1.47181046
335.0700073,1.469003201
336,1.465719581
337.0700073,1.462024331
338,1.45802021
339.0700073,1.455632806
340,1.454081535
341.0700073,1.453830838
342,1.454026103
343.0700073,1.455253005
344,1.456172824
345.0700073,1.457141757
346,1.458423972
347.0700073,1.460466981
348,1.463716865
349.0700073,1.467592359
350,1.471677899
351.0700073,1.475262403
352,1.478888035
353.0700073,1.481516719
354,1.483818531
355.0700073,1.485076189
356,1.48487711
357.0700073,1.48524034
