BLANK,,L239_JUNE_3_2022,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
696.0562744,0.0002996298717,696.0562744,0.0007946491824,
695.0480347,0.0002651532413,695.0480347,0.0004392999108,
694.0394287,0.0001406094525,694.0394287,0.0007467788528,
693.0305176,0.0003560261976,693.0305176,0.000759692397,
692.0212402,0.0003977906017,692.0212402,0.0003861314035,
691.0117188,1.967337994E-6,691.0117188,0.0005122487783,
690.00177,0.0003207679256,690.00177,0.0008230990497,
688.9915771,0.0003582801146,688.9915771,0.0008954120567,
687.9810181,0.0003434613755,687.9810181,0.0007726582699,
686.9701538,0.0004246856843,686.9701538,0.0007351880195,
685.9589233,-0.0001300316362,685.9589233,0.0004441973288,
684.9474487,2.614561527E-5,684.9474487,0.0007909148117,
683.9355469,2.992520967E-5,683.9355469,0.0006033289828,
683.0679932,6.518576265E-5,683.0679932,0.000605454552,
682.055542,0.0001782096806,682.055542,0.0008642599569,
681.0427856,0.0001178489183,681.0427856,0.0008180935984,
680.0297241,-0.0002024846035,680.0297241,0.0008243179764,
679.0162964,-0.0001278578566,679.0162964,0.0006357067032,
678.0025635,-0.0001848382526,678.0025635,0.0008551559877,
676.9885254,-0.0001689507335,676.9885254,0.0007299761637,
675.9741211,5.136079926E-5,675.9741211,0.0007268646732,
674.9594727,-1.915557505E-6,674.9594727,0.0006523760967,
673.944458,-0.0004214261135,673.944458,0.0005808811402,
672.9290771,-5.10958962E-5,672.9290771,0.0009176167659,
672.0585938,-2.78524094E-5,672.0585938,0.0008306202944,
671.0426636,0.0002064119908,671.0426636,0.0009101977921,
670.0264282,0.0001298375428,670.0264282,0.001169704017,
669.0098877,2.492890235E-5,669.0098877,0.001263881801,
667.992981,-8.821042138E-5,667.992981,0.001147590228,
666.9758301,-0.0001111401289,666.9758301,0.0007923411322,
665.958313,2.699990364E-5,665.958313,0.0009308726876,
664.9404907,0.0001241668506,664.9404907,0.0009494471597,
664.0678101,0.0001597199007,664.0678101,0.001173026394,
663.0494385,-7.972805179E-6,663.0494385,0.001098097884,
662.0307007,-0.0002678371675,662.0307007,0.0007976056077,
661.0117188,-2.34002855E-5,661.0117188,0.001042383607,
659.9923706,-3.820600978E-5,659.9923706,0.0009688527207,
658.9727173,0.0001136801657,658.9727173,0.001037764829,
657.9527588,-0.0001111918828,657.9527588,0.0009667772101,
656.9324951,-0.0001825094951,656.9324951,0.000808860932,
656.0577393,-0.000178731716,656.0577393,0.001041008392,
655.0368652,-0.000111347159,655.0368652,0.0009799568215,
654.0157471,0.0002040293475,654.0157471,0.001200462691,
652.9942627,0.0001067150733,652.9942627,0.001062104711,
651.9725342,3.336829468E-5,651.9725342,0.001119015273,
650.9504395,-5.068176688E-5,650.9504395,0.0009660507785,
649.9280396,0.0002547926561,649.9280396,0.001156700309,
649.0514526,-8.986678586E-5,649.0514526,0.0009083041223,
648.0285034,4.584647104E-5,648.0285034,0.0009477609419,
647.005249,-0.0001207671376,647.005249,0.0009607064421,
645.9816895,0.0002628738876,645.9816895,0.00102990272,
644.9578247,0.0001415934385,644.9578247,0.00121917855,
643.9336548,-0.0001751609088,643.9336548,0.0007573326584,
643.055542,-5.156178668E-5,643.055542,0.0009086413775,
642.0307617,1.824999163E-5,642.0307617,0.001243684324,
641.0057373,0.0002599470026,641.0057373,0.00146658381,
639.9804077,8.574278763E-5,639.9804077,0.001025284058,
638.9547119,8.387134585E-6,638.9547119,0.001106921467,
637.928772,8.235107089E-5,637.928772,0.0009826031746,
637.0491333,3.010642467E-5,637.0491333,0.001430612057,
636.022644,7.121813542E-5,636.022644,0.001213234034,
634.9958496,0.0001803850027,634.9958496,0.001321675722,
633.96875,1.118288219E-5,633.96875,0.001069941442,
632.9413452,-0.0001152290424,632.9413452,0.0009964577621,
632.0604248,-0.0001274955575,632.0604248,0.001091506216,
631.0324707,5.715998122E-5,631.0324707,0.001281042583,
630.0042114,8.760695346E-5,630.0042114,0.001150834607,
628.975647,0.0001102882306,628.975647,0.001283586957,
627.9467773,0.000140505872,627.9467773,0.001201371197,
627.0646973,0.0001072329178,627.0646973,0.001410640427,
626.0352783,8.878977496E-6,626.0352783,0.001182136941,
625.0055542,-5.161355512E-5,625.0055542,0.001127320225,
623.9755859,-0.0001755749108,623.9755859,0.001156518701,
622.9452515,0.0001506824774,622.9452515,0.001352419262,
622.0619507,0.0001449338306,622.0619507,0.001299865777,
621.0310669,-5.125391453E-6,621.0310669,0.001404511509,
619.999939,2.837194734E-5,619.999939,0.001238648081,
618.9685059,0.0002032783086,618.9685059,0.00136914209,
617.9368286,0.0002957443066,617.9368286,0.001629156643,
617.0522461,0.0001558356016,617.0522461,0.001393292798,
616.0200195,0.0001484814129,616.0200195,0.001533522853,
614.9874268,0.0002059717081,614.9874268,0.001270917361,
613.9545898,0.0002271051926,613.9545898,0.001301501528,
613.0690918,7.114046457E-5,613.0690918,0.001429235563,
612.0357056,0.0001651579951,612.0357056,0.001581947668,
611.0020142,0.0001528317662,611.0020142,0.001401550951,
609.9680786,0.0001780542952,609.9680786,0.001456843922,
608.9338379,5.837678327E-5,608.9338379,0.001485648798,
608.0471191,0.0003523732885,608.0471191,0.001881683362,
607.0123291,0.0001773809927,607.0123291,0.001734375604,
605.9772339,0.0002370507282,605.9772339,0.001727982191,
604.9418945,0.0002856420178,604.9418945,0.001662806259,
604.0542603,0.0002569683711,604.0542603,0.001739573549,
603.0183716,0.0002223656193,603.0183716,0.00154368009,
601.9821777,0.0002706962696,601.9821777,0.001588416868,
600.9457397,0.0003554303257,600.9457397,0.001757298945,
600.0571289,0.0002577712876,600.0571289,0.001615203917,
599.0201416,0.0002807464043,599.0201416,0.001620764146,
597.9828491,0.0003095511638,597.9828491,0.00180320139,
596.9453125,0.0002724835067,596.9453125,0.00174308219,
596.0557861,0.0004029466654,596.0557861,0.001683984767,
595.0177002,0.0003764933499,595.0177002,0.001726682764,
593.9793701,6.399482663E-5,593.9793701,0.001453597331,
592.9407349,0.0002815752814,592.9407349,0.001833173097,
592.050293,0.0003388759505,592.050293,0.001826050458,
591.0111084,0.0001928932907,591.0111084,0.001654542983,
589.9716797,7.473921869E-5,589.9716797,0.001561319688,
588.9320068,0.0002618637227,588.9320068,0.001706021954,
588.0405884,0.0001705961477,588.0405884,0.001773751574,
587.0003662,0.0003739025269,587.0003662,0.001825842424,
585.9598999,0.0002641171741,585.9598999,0.001966134179,
585.0678101,0.0004099683138,585.0678101,0.001969332807,
584.0267944,0.0004576460924,584.0267944,0.002090422437,
582.9854736,0.0002848131408,582.9854736,0.002083841711,
581.9439087,0.0003178406623,581.9439087,0.002027558628,
581.0509644,0.0003472437384,581.0509644,0.001909242477,
580.0088501,0.000195690227,580.0088501,0.00199936796,
578.9664917,0.0002087946341,578.9664917,0.00201042043,
578.072876,0.0001603413984,578.072876,0.002120439894,
577.0300293,0.0002395630436,577.0300293,0.002130376874,
575.9868774,0.0001862117933,575.9868774,0.002170985565,
574.9434814,0.0001743769972,574.9434814,0.002138155047,
574.0489502,0.0001896561298,574.0489502,0.00217332691,
573.0050049,0.0003171671124,573.0050049,0.002236237749,
571.9608154,0.0001329188963,571.9608154,0.002176240785,
571.0656128,0.0002126017207,571.0656128,0.002205821918,
570.0209351,0.0001197908932,570.0209351,0.002209282247,
568.9760132,0.0001077248744,568.9760132,0.002289659344,
567.9307861,-3.551409463E-5,567.9307861,0.002304700669,
567.034668,-3.12691227E-5,567.034668,0.00215527229,
565.9889526,0.0002185325429,565.9889526,0.002339105587,
564.9429932,0.0003587205429,564.9429932,0.002383663785,
564.0462036,0.0001659866539,564.0462036,0.00256506796,
562.9997559,8.284299838E-5,562.9997559,0.002300224733,
561.9530029,0.0001925048273,561.9530029,0.002505624201,
561.055603,0.0001085793265,561.055603,0.002390119014,
560.0083618,2.648215377E-5,560.0083618,0.002467561746,
558.9608765,0.0001211373383,558.9608765,0.002494272776,
558.0628052,2.749176929E-5,558.0628052,0.002695075702,
557.0148315,5.532183786E-5,557.0148315,0.002550590318,
555.9665527,8.074584184E-5,555.9665527,0.002701483201,
555.0678711,0.0002531090868,555.0678711,0.002751419088,
554.019104,0.0001266526233,554.019104,0.00264384388,
552.9700928,9.208614938E-5,552.9700928,0.002668248024,
552.0707397,0.0001493877207,552.0707397,0.002823168179,
551.0213013,7.610541161E-6,551.0213013,0.002711954527,
549.9715576,0.0001630604384,549.9715576,0.002878772561,
549.0715332,0.0002033041965,549.0715332,0.002955624834,
548.0213013,9.431282524E-5,548.0213013,0.002993026515,
546.9708252,1.384921416E-5,546.9708252,0.00294770184,
546.0702515,0.0001358449226,546.0702515,0.003170878161,
545.0192871,0.0001144569469,545.0192871,0.003102852032,
543.9680176,0.0001351457759,543.9680176,0.00317411148,
543.0667725,7.636427654E-6,543.0667725,0.003027225146,
542.0150757,-7.196239494E-6,542.0150757,0.003141231136,
540.9631348,-2.272728489E-5,540.9631348,0.003105720039,
540.0612793,2.231427789E-5,540.0612793,0.00317841419,
539.0088501,-4.027670002E-5,539.0088501,0.003252346069,
537.9561157,3.468733667E-6,537.9561157,0.003359733149,
537.0536499,-6.263952673E-5,537.0536499,0.003297206946,
536.0004883,3.696673593E-5,536.0004883,0.003377446439,
534.9470825,4.985923806E-5,534.9470825,0.003404187504,
534.0439453,-1.201092346E-5,534.0439453,0.003332003485,
532.9901123,-0.0001023410587,532.9901123,0.003419998335,
531.9359741,0.0001377610897,531.9359741,0.00364242564,
531.0322266,-0.0001084486648,531.0322266,0.00347533985,
529.9776001,-1.542776226E-5,529.9776001,0.003545694984,
529.0734863,-7.889326662E-5,529.0734863,0.003557726275,
528.0184326,-1.356403573E-5,528.0184326,0.003821352962,
526.9631348,4.555954547E-6,526.9631348,0.003694662824,
526.0583496,4.73997934E-5,526.0583496,0.003896413371,
525.0026245,-9.669920837E-5,525.0026245,0.003803882515,
523.9465942,-5.466772564E-5,523.9465942,0.003886644728,
523.0412598,-3.934649158E-6,523.0412598,0.003809653688,
521.9847412,-7.599455421E-5,521.9847412,0.003678502748,
520.9280396,-0.0001074652464,520.9280396,0.003702625399,
520.0220947,1.749926741E-5,520.0220947,0.003890144639,
518.9649048,0.0001272222871,518.9649048,0.004055770114,
518.0585327,5.728942779E-5,518.0585327,0.004007068463,
517.0009155,0.0001221730636,517.0009155,0.00398352975,
515.9430542,-7.702980656E-5,515.9430542,0.004136855248,
515.0360718,-2.800771472E-5,515.0360718,0.00426398823,
513.9777222,-7.62533673E-5,513.9777222,0.004188315477,
513.0704346,-4.742050442E-5,513.0704346,0.004217224196,
512.0116577,6.733462214E-5,512.0116577,0.004279882647,
510.9526062,-3.598000694E-5,510.9526062,0.00421839999,
510.0446777,0.0001861600031,510.0446777,0.004481460433,
508.9852295,-7.662179087E-6,508.9852295,0.004514573608,
507.9255066,-1.522068305E-5,507.9255066,0.004540364258,
507.0169983,-5.792893353E-5,507.0169983,0.004481800832,
505.9568176,3.388605546E-5,505.9568176,0.004575286992,
505.0479431,1.553158313E-7,505.0479431,0.004510466941,
503.9873352,5.612440509E-5,503.9873352,0.004847961012,
502.9264832,-0.0001057054324,502.9264832,0.004630828276,
502.0170288,5.511472409E-5,502.0170288,0.004827595782,
500.9557495,-6.574986401E-6,500.9557495,0.004874740262,
500.0458984,0.0001885943348,500.0458984,0.004966896959,
498.9841614,0.0001448561525,498.9841614,0.00495178951,
498.0739441,-4.866534709E-6,498.0739441,0.004910579883,
497.0117798,-1.206269371E-5,497.0117798,0.004970589187,
495.9494019,2.490301631E-5,495.9494019,0.005151086487,
495.0385742,1.102756232E-5,495.0385742,0.005181158893,
493.975769,9.426104225E-5,493.975769,0.005282289814,
493.0645752,5.327659164E-5,493.0645752,0.005402839277,
492.0013123,7.59819668E-5,492.0013123,0.005434790161,
490.9378357,0.0001569490996,490.9378357,0.005456258543,
490.0260925,-4.607677965E-6,490.0260925,0.005658803042,
488.9621582,3.624037106E-7,488.9621582,0.005655236077,
488.0500488,7.251265197E-5,488.0500488,0.005818807986,
486.9857178,3.683729665E-5,486.9857178,0.005775810685,
486.0732117,2.951010401E-6,486.0732117,0.005934546236,
485.0084534,-4.861112757E-5,485.0084534,0.005997689441,
483.9434509,8.21439462E-5,483.9434509,0.005996665917,
483.0303955,0.0001271187066,483.0303955,0.006001363974,
481.9649658,-7.921034012E-6,481.9649658,0.006234150846,
481.0515747,8.93675533E-5,481.0515747,0.006344195455,
479.9857178,5.669397069E-5,479.9857178,0.006426917855,
479.0719604,-3.313391289E-6,479.0719604,0.006553855725,
478.0056763,-0.0001121753012,478.0056763,0.006402695552,
476.9391785,-4.560868183E-5,476.9391785,0.006752443034,
476.0248718,-8.490515029E-6,476.0248718,0.006646001711,
474.9579468,1.247721593E-5,474.9579468,0.006857306696,
474.0432739,-0.0001231479691,474.0432739,0.006837005261,
472.9759521,3.065006968E-5,472.9759521,0.007047719322,
472.0609131,-4.338271538E-5,472.0609131,0.007113734726,
470.9931641,-9.328300803E-5,470.9931641,0.007216185331,
469.9252014,-5.689363024E-5,469.9252014,0.007290728856,
469.009613,0.0001077766574,469.009613,0.007635080721,
467.9412231,6.471974484E-5,467.9412231,0.007377370726,
467.0252991,-3.535879296E-5,467.0252991,0.007452389691,
465.9565125,9.363963909E-5,465.9565125,0.007575729396,
465.0402222,-0.0001080345901,465.0402222,0.007642299403,
463.9710388,5.229280578E-5,463.9710388,0.007824384607,
463.0544128,0.0001155444479,463.0544128,0.007849714719,
461.9848022,2.309089723E-5,461.9848022,0.008182112128,
461.0678101,-1.087197052E-5,461.0678101,0.008093595505,
459.9978027,-0.0001887194667,459.9978027,0.00808763504,
458.9275818,4.52510285E-5,458.9275818,0.008315685205,
458.0100708,-6.921356544E-5,458.0100708,0.008393400349,
456.9394531,-5.813599273E-5,456.9394531,0.008766731247,
456.0215759,8.576868277E-5,456.0215759,0.008576777764,
454.9505615,-0.0001348967198,454.9505615,0.008687602356,
454.0323792,-8.101552521E-5,454.0323792,0.008841673844,
452.9609375,0.0001168390882,452.9609375,0.009038588032,
452.0423889,3.984033174E-5,452.0423889,0.009177396074,
450.9705811,6.668737478E-5,450.9705811,0.009260210209,
450.0516968,0.0001468241389,450.0516968,0.009474008344,
448.9794922,-7.061118231E-5,448.9794922,0.009579848498,
448.0602722,-4.540161535E-5,448.0602722,0.00971207954,
446.9876404,1.201125542E-5,446.9876404,0.009948877618,
446.0680847,-9.638864867E-5,446.0680847,0.01003644895,
444.9950867,-3.867191481E-5,444.9950867,0.01020496525,
444.0751953,0.000109226632,444.0751953,0.01037556212,
443.0018005,7.882992941E-5,443.0018005,0.01064439584,
441.9281921,9.757517546E-5,441.9281921,0.01068302244,
441.0078125,-7.987675053E-5,441.0078125,0.01078244392,
439.9338074,-0.0001786799694,439.9338074,0.01094081718,
439.013092,-0.0001500091603,439.013092,0.0109652672,
437.9387207,7.662922872E-5,437.9387207,0.01143010333,
437.0176392,0.0001527799759,437.0176392,0.01153573114,
435.9429016,-0.0001417801832,435.9429016,0.01155792829,
435.0215149,6.896569539E-5,435.0215149,0.01187250577,
433.9463501,-8.520824485E-5,433.9463501,0.01205972768,
433.0246582,7.846745575E-5,433.0246582,0.01224742923,
431.9491272,-1.786095163E-5,431.9491272,0.01237666607,
431.0270691,3.028763967E-5,431.0270691,0.01272710133,
429.9511719,0.0001078543355,429.9511719,0.01281216834,
429.0288086,0.0001271704969,429.0288086,0.01321128104,
427.9525452,-9.369709733E-5,427.9525452,0.01333026122,
427.0298462,4.597591396E-5,427.0298462,0.01350083482,
425.953186,-5.166531992E-5,425.953186,0.013739869,
425.0301819,-5.891246838E-5,425.0301819,0.01402723603,
423.9531555,3.616420508E-5,423.9531555,0.01413253415,
423.0298462,-9.6492171E-5,423.0298462,0.01435487159,
421.9524536,0.0001055240282,421.9524536,0.01460042689,
421.0288086,4.903079025E-5,421.0288086,0.01504974253,
419.9510193,1.403042188E-5,419.9510193,0.01515638828,
419.0270691,-0.0001414178987,419.0270691,0.01515488699,
417.9489441,-4.819699825E-5,417.9489441,0.0155810304,
417.0246582,0.000117279269,417.0246582,0.01587329805,
415.946167,7.652566273E-5,415.946167,0.01613405906,
415.0215759,-1.584192432E-5,415.0215759,0.01651034132,
413.9427185,2.803540883E-5,413.9427185,0.01673465408,
413.0178223,-1.304633224E-5,413.0178223,0.01703049801,
411.9385681,2.319444684E-5,411.9385681,0.01739750803,
411.0133667,0.0001268597698,411.0133667,0.0177252721,
409.9337769,0.0001211891285,409.9337769,0.01805959642,
409.0082703,-3.623884186E-5,409.0082703,0.01817378402,
407.9283142,-2.044943358E-5,407.9283142,0.01858561113,
407.0025024,8.540620911E-5,407.0025024,0.01881935075,
406.0765381,-7.392403495E-5,406.0765381,0.0191057995,
404.9960632,4.519925278E-5,404.9960632,0.01957615837,
404.0697937,1.768047696E-5,404.0697937,0.0199155435,
402.9889526,-7.449342957E-5,402.9889526,0.02017882466,
402.0623779,-1.889634586E-5,402.0623779,0.02050112188,
400.9812012,4.377537698E-5,400.9812012,0.02086246945,
400.0543213,7.437675231E-5,400.0543213,0.02137405425,
398.9728088,1.434106343E-5,398.9728088,0.02169647813,
398.0456238,0.0001385120122,398.0456238,0.02209651656,
396.9637451,-2.837009379E-5,396.9637451,0.02260151319,
396.0362854,-0.0001357248111,396.0362854,0.02291188948,
394.9540405,-4.038192401E-6,394.9540405,0.02338961512,
394.0262756,-0.0001202495623,394.0262756,0.02371974476,
392.9436951,8.002090181E-5,392.9436951,0.0243603345,
392.015625,7.341881428E-5,392.015625,0.0247738529,
390.9327087,1.853474896E-5,390.9327087,0.02505731769,
390.004364,-9.374885849E-5,390.004364,0.02554317564,
389.0758667,0.0001632158092,389.0758667,0.02612782083,
387.9924316,-5.21829752E-5,387.9924316,0.02653011866,
387.0636597,-0.0002772019943,387.0636597,0.02686529048,
385.9798889,-4.710990834E-5,385.9798889,0.02746470645,
385.0508118,1.573895315E-5,385.0508118,0.02813827246,
383.9667053,-0.0001236137905,383.9667053,0.02865502238,
383.0373535,-9.100553143E-5,383.0373535,0.02927906811,
381.9529114,-1.977642933E-5,381.9529114,0.02973932028,
381.0232544,-0.0002227175282,381.0232544,0.02989904769,
379.9384766,-8.971150237E-5,379.9384766,0.03069318086,
379.0085449,-1.278748005E-5,379.0085449,0.03124975413,
377.9234314,-7.7081575E-5,377.9234314,0.03180979565,
376.9932251,-0.0001973615435,376.9932251,0.03231911361,
376.0628662,-3.442697198E-5,376.0628662,0.03285063431,
374.9772644,-0.0001066370969,374.9772644,0.03354365751,
374.0466309,8.076497579E-6,374.0466309,0.034088891,
372.9607239,6.837022374E-5,372.9607239,0.03518941253,
372.0297852,4.178196104E-5,372.0297852,0.03566673398,
370.943573,7.906294195E-5,370.943573,0.03620994091,
370.0123596,4.242917566E-5,370.0123596,0.03687117994,
368.9258118,4.188551611E-5,368.9258118,0.03750357032,
367.9943237,-3.701535752E-5,367.9943237,0.03812017664,
367.0627136,0.0001104176918,367.0627136,0.03877983615,
365.9756775,0.00017246067,365.9756775,0.03950413689,
365.0437927,0.0002553106751,365.0437927,0.0403271243,
363.9564514,2.226250399E-5,363.9564514,0.04111669958,
363.024292,-0.0003426467883,363.024292,0.04143259674,
361.936615,1.835353942E-5,361.936615,0.04250212014,
361.0041809,8.662309119E-5,361.0041809,0.04318256676,
360.0716248,-0.0002056929516,360.0716248,0.04354477674,
358.98349,6.011137884E-5,358.98349,0.04472857714,
358.0506592,-3.209848273E-6,358.0506592,0.04528094456,
356.9622192,-8.355186583E-5,356.9622192,0.04626968503,
356.0291138,0.0001154149795,356.0291138,0.04718735069,
354.9403687,-4.607677965E-6,354.9403687,0.04790980741,
354.0069885,0.0001395736763,354.0069885,0.04877058789,
353.0735168,0.0001912876614,353.0735168,0.04988495633,
351.9842834,-0.0001233032526,351.9842834,0.05048085004,
351.0505371,8.024657632E-7,351.0505371,0.05135528371,
349.9610291,-0.0001508889836,349.9610291,0.05188376829,
349.0270081,8.009857265E-5,349.0270081,0.05301581696,
347.9371643,0.0002245670476,347.9371643,0.05428188667,
347.0028992,0.000162128199,347.0028992,0.05512298271,
346.068512,-2.821478847E-5,346.068512,0.05598853528,
344.978241,-7.444166113E-5,344.978241,0.05701066181,
344.0435791,-0.0001890299754,344.0435791,0.05767424405,
342.9530029,-0.0002126788022,342.9530029,0.05900987983,
342.0180664,-0.0002105054446,342.0180664,0.05989219248,
340.9272156,0.000105549916,340.9272156,0.06142917648,
339.9920349,0.0003481504682,339.9920349,0.06213045865,
339.0567322,8.600170258E-5,339.0567322,0.06331583112,
337.9654236,0.0002083025611,337.9654236,0.06448105723,
337.0298767,-0.0001903236989,337.0298767,0.06498271972,
335.9382629,0.0001696638938,335.9382629,0.06679704785,
335.0024719,0.0001115828563,335.0024719,0.06757742912,
334.0665588,-4.648871254E-5,334.0665588,0.06857482344,
332.9745178,7.326347259E-5,332.9745178,0.06998953223,
332.0383606,-0.0001468521514,332.0383606,0.07097324729,
330.9460449,8.998894918E-5,330.9460449,0.07229177654,
330.009613,-0.0001702445297,330.009613,0.07316410542,
329.0730896,-3.701535752E-5,329.0730896,0.07435176522,
327.9803467,-0.0001939978829,327.9803467,0.07565312088,
327.0435791,-4.550514859E-5,327.0435791,0.0770034194,
325.950531,-0.0001888229745,325.950531,0.07812257856,
325.0135193,8.408576832E-5,325.0135193,0.07966617495,
324.0763855,-2.852540092E-5,324.0763855,0.08034878224,
322.9829102,-0.0001087592173,322.9829102,0.08195064962,
322.0455322,0.000104332983,322.0455322,0.08348694444,
