BLANK,,L239_JUNE_3_2022,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
320.9517822,-0.0002327042748,320.9517822,0.08476900309,
320.0141907,1.879362026E-5,320.0141907,0.08595506847,
319.0764465,-0.0001102602255,319.0764465,0.08746962249,
317.9822998,-0.0001080345901,317.9822998,0.08908136934,
317.044342,-0.0003017772979,317.044342,0.09005417675,
315.9498901,-4.390038157E-5,315.9498901,0.09218665212,
315.0116882,-0.0001673981751,315.0116882,0.09325377643,
314.0733948,-3.385752643E-5,314.0733948,0.09402063489,
312.9785461,-0.0001982930116,312.9785461,0.09683908522,
312.0400085,9.102460172E-5,312.0400085,0.09822207689,
310.9448853,2.738821786E-5,310.9448853,0.1002384275,
310.0061035,-4.809346501E-5,310.0061035,0.1011275724,
309.0671997,7.53864806E-5,309.0671997,0.1027429253,
307.9717102,-0.0003236610501,307.9717102,0.1043819636,
307.0325928,-7.071470463E-5,307.0325928,0.106502369,
305.9367981,0.0002400292433,305.9367981,0.1086471453,
304.997467,0.0001649767219,304.997467,0.109903954,
304.0579834,-0.0002454849018,304.0579834,0.111415863,
302.9618225,-5.844658517E-5,302.9618225,0.1137115136,
302.0221252,8.361972868E-5,302.0221252,0.1154476926,
300.9256897,0.0001095632397,300.9256897,0.1176589355,
299.9857788,0.0001232864743,299.9857788,0.11890506,
299.0457764,-0.0001616019144,299.0457764,0.1211774796,
297.9489441,0.0001425515366,297.9489441,0.1240469664,
297.0086975,-0.0002557815751,297.0086975,0.1251899749,
296.0683594,0.0001968556317,296.0683594,0.1274821609,
294.9711609,0.0002025531576,294.9711609,0.1297676414,
294.0306091,-4.426274973E-5,294.0306091,0.1320478022,
292.933136,0.0001199980397,292.933136,0.1341090798,
291.9923401,-4.63851793E-5,291.9923401,0.1362980753,
291.0514526,0.0002719654585,291.0514526,0.1394188255,
289.9536438,7.409196405E-5,289.9536438,0.1409957707,
289.0125122,-1.361580598E-5,289.0125122,0.1435779035,
288.0713196,0.0002875070495,288.0713196,0.1470762789,
286.973114,0.0002469705651,286.973114,0.1496289223,
286.0316772,0.0001429658441,286.0316772,0.1520834267,
284.9332275,0.0003172189463,284.9332275,0.1540244371,
283.9916077,0.000178934788,283.9916077,0.1568180174,
283.0498657,0.0003240837832,283.0498657,0.1606072634,
281.9510498,0.000183596203,281.9510498,0.161087513,
281.0090942,0.0001589430467,281.0090942,0.1647395045,
280.0670471,-0.000170969055,280.0670471,0.1675771177,
278.967865,-0.0003008460335,278.967865,0.1705178916,
278.0256042,0.0002074997174,278.0256042,0.1737249792,
276.926178,4.732212983E-5,276.926178,0.1765370816,
275.9837036,4.072053707E-5,275.9837036,0.1793792695,
275.0411377,-0.0001118647488,275.0411377,0.181752786,
273.9413757,-0.0002357571648,273.9413757,0.1852424443,
272.9985962,8.059049287E-5,272.9985962,0.1883036047,
272.0557556,0.0001009929038,272.0557556,0.1910351664,
270.9556274,0.0001312099048,270.9556274,0.192734018,
270.0125427,-0.0002077628451,270.0125427,0.1957425922,
269.069397,-0.0001542012178,269.069397,0.198911652,
267.9689026,-0.0001382608316,267.9689026,0.2017500103,
267.0255432,-2.795675528E-6,267.0255432,0.2040345818,
265.9248352,0.0001800224418,265.9248352,0.2070153356,
264.9812927,0.0001390816906,264.9812927,0.2096163034,
264.0376282,0.0001104694747,264.0376282,0.2124188691,
262.9365845,6.213076995E-5,262.9365845,0.2144010663,
261.9927368,9.596988821E-5,261.9927368,0.2166431546,
261.0487671,2.200363087E-5,261.0487671,0.2189566046,
259.9473877,1.025096481E-5,259.9473877,0.2206537127,
259.0032654,3.60088743E-5,259.0032654,0.2230793238,
258.059021,0.000249405246,258.059021,0.2246507555,
256.9573059,0.0001831300615,256.9573059,0.2270453274,
256.0128784,-2.837009379E-5,256.0128784,0.2287093997,
255.0683746,8.563922893E-5,255.0683746,0.2308328897,
253.9663391,-0.0001445232047,253.9663391,0.2327973396,
253.021637,0.0002743484802,253.021637,0.2350070924,
252.0768433,8.496605733E-5,252.0768433,0.2348236889,
250.974472,4.566524876E-5,250.974472,0.2380941063,
250.0294952,2.283202411E-5,250.0294952,0.2406631857,
248.9333038,3.629364437E-5,248.9333038,0.2424623221,
247.9937744,0.000158994837,247.9937744,0.2450352907,
247.0541534,0.0003677104833,247.0541534,0.2444929332,
245.9578247,0.0002806686971,245.9578247,0.2484111935,
245.0180206,7.453210128E-5,245.0180206,0.2511240542,
244.0781403,0.0001132917751,244.0781403,0.2540892065,
242.9815063,6.878446584E-5,242.9815063,0.2565070093,
242.0414276,4.040987551E-5,242.0414276,0.2592597604,
240.9445801,0.0001349645172,240.9445801,0.2621613443,
240.0043335,0.0001425256341,240.0043335,0.266133517,
239.0639954,0.000108268614,239.0639954,0.2700273395,
237.9668427,-1.428881933E-5,237.9668427,0.2739216387,
237.0263367,-5.953731943E-6,237.0263367,0.2776750922,
235.9289703,6.888802454E-5,235.9289703,0.2817185223,
234.9882813,0.0001181078478,234.9882813,0.2864250243,
234.0475159,-1.263216927E-5,234.0475159,0.2898467481,
232.9498596,0.00014879214,232.9498596,0.2949205041,
232.0089111,0.0001801778271,232.0089111,0.2996459603,
231.0679016,0.0003493421827,231.0679016,0.3036889434,
229.9699402,0.0002644539054,229.9699402,0.309517622,

