Baseline 100%T,,BLANK,,L470_JUNE_20_22,,L377_JUNE_24_2022,,L375_EPI_JUNE_17_2022,,L222_JUNE_28_2022,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
682.055542,0.01619698294,682.055542,3.916723654E-5,682.055542,0.002048546914,682.055542,0.001252355054,682.055542,0.0003450416843,682.055542,0.001822671038,
681.0427856,0.01667896844,681.0427856,0.0001274294336,681.0427856,0.002058586339,681.0427856,0.0007892550784,681.0427856,0.000309188501,681.0427856,0.001676344778,
680.0297241,0.01692675613,680.0297241,5.558073099E-5,680.0297241,0.001985299168,680.0297241,0.001274370356,680.0297241,0.0005439976812,680.0297241,0.001993048703,
679.0162964,0.01753947325,679.0162964,-5.301122656E-5,679.0162964,0.001906486461,679.0162964,0.0008372339071,679.0162964,0.0003275292111,679.0162964,0.001733673853,
678.0025635,0.0177127067,678.0025635,-1.884457561E-5,678.0025635,0.001958359266,678.0025635,0.001135365805,678.0025635,0.0004268881457,678.0025635,0.001988471719,
676.9885254,0.01794907823,676.9885254,0.0001314429537,676.9885254,0.002197028138,676.9885254,0.00125134259,676.9885254,0.0004758894211,676.9885254,0.002068911912,
675.9741211,0.0183938276,675.9741211,-9.183370275E-5,675.9741211,0.002082879422,675.9741211,0.0009612512658,675.9741211,0.000464435434,675.9741211,0.001944317948,
674.9594727,0.01873804443,674.9594727,-0.0002668540983,674.9594727,0.001906720572,674.9594727,0.0009126102086,674.9594727,0.0002183253528,674.9594727,0.002094116062,
673.944458,0.01923782378,673.944458,-0.0002936546807,673.944458,0.001629598322,673.944458,0.0006784054567,673.944458,0.000187247686,673.944458,0.001707139425,
672.9290771,0.01925135404,672.9290771,-0.0002134032547,672.9290771,0.002152723027,672.9290771,0.001133211656,672.9290771,0.0005549353664,672.9290771,0.002085116226,
672.0585938,0.01956535503,672.0585938,6.645436224E-5,672.0585938,0.002110035159,672.0585938,0.000694557908,672.0585938,0.0004169123713,672.0585938,0.002106393455,
671.0426636,0.01934948191,671.0426636,0.0003059245646,671.0426636,0.00260337349,671.0426636,0.001427105861,671.0426636,0.0007153262268,671.0426636,0.00261256611,
670.0264282,0.01994104497,670.0264282,-5.730775229E-5,670.0264282,0.002295983024,670.0264282,0.000911053794,670.0264282,0.0003810273483,670.0264282,0.002198172733,
669.0098877,0.02008113265,669.0098877,0.0001117382126,669.0098877,0.002435958246,669.0098877,0.001225227024,669.0098877,0.0006571981357,669.0098877,0.002566343872,
667.992981,0.020224737,667.992981,-6.087953079E-5,667.992981,0.002275477163,667.992981,0.0009808908217,667.992981,0.000506806362,667.992981,0.002161333803,
666.9758301,0.02003813721,666.9758301,-0.0002422768448,666.9758301,0.002176943235,666.9758301,0.0007648268365,666.9758301,0.0003469328512,666.9758301,0.002233505715,
665.958313,0.01980097592,665.958313,-6.574538565E-5,665.958313,0.002200436313,665.958313,0.001022974844,665.958313,0.0002069299517,665.958313,0.002127853688,
664.9404907,0.01970794797,664.9404907,-1.107905337E-5,664.9404907,0.002351363888,664.9404907,0.0008048930322,664.9404907,0.0002984124003,664.9404907,0.002220053924,
664.0678101,0.01958100684,664.0678101,-5.917129238E-5,664.0678101,0.002348266542,664.0678101,0.001180320047,664.0678101,0.0004015993327,664.0678101,0.002401780104,
663.0494385,0.01958433725,663.0494385,-0.0002580064465,663.0494385,0.00231053005,663.0494385,0.001057641348,663.0494385,0.0002007920993,663.0494385,0.002330074552,
662.0307007,0.01960721985,662.0307007,-0.0001803359773,662.0307007,0.002170023043,662.0307007,0.0009291605093,662.0307007,0.0005770708085,662.0307007,0.002324427245,
661.0117188,0.0195278246,661.0117188,-0.0001880467316,661.0117188,0.002324635396,661.0117188,0.001178944367,661.0117188,0.0001765523048,661.0117188,0.002352821175,
659.9923706,0.01935584098,659.9923706,0.0001040740608,659.9923706,0.002297622385,659.9923706,0.001081567141,659.9923706,0.000507324643,659.9923706,0.002534629079,
658.9727173,0.01939051412,658.9727173,-9.954602137E-5,658.9727173,0.002294447506,658.9727173,0.001228991081,658.9727173,0.0003565184306,658.9727173,0.00230657449,
657.9527588,0.01954447664,657.9527588,-3.520349128E-5,657.9527588,0.001986599527,657.9527588,0.0009883887833,657.9527588,0.0003360003757,657.9527588,0.002302801004,
656.9324951,0.01936869882,656.9324951,6.518576265E-5,656.9324951,0.002471154323,656.9324951,0.001210768009,656.9324951,0.0005123783485,656.9324951,0.002389598405,
656.0577393,0.01946298033,656.0577393,-0.0001182310079,656.0577393,0.002053878736,656.0577393,0.001317028073,656.0577393,0.0004226386955,656.0577393,0.002272146288,
655.0368652,0.01944519579,655.0368652,-0.0002028468443,655.0368652,0.002149757231,655.0368652,0.001302903518,655.0368652,0.000340248982,655.0368652,0.002497422975,
654.0157471,0.01932999492,654.0157471,0.0001303554163,654.0157471,0.00243465649,654.0157471,0.00132489542,654.0157471,0.0007596146315,654.0157471,0.002824340481,
652.9942627,0.01933827624,652.9942627,-0.000141159122,652.9942627,0.002429528395,652.9942627,0.001058575581,652.9942627,0.0007509795832,652.9942627,0.002746573882,
651.9725342,0.01946425438,651.9725342,-0.0001465933747,651.9725342,0.00251111784,651.9725342,0.001009508502,651.9725342,0.000478636357,651.9725342,0.002654626267,
650.9504395,0.01956546307,650.9504395,1.59201627E-5,650.9504395,0.002526739845,650.9504395,0.0009141666233,650.9504395,0.0004443528014,650.9504395,0.002644364955,
649.9280396,0.01945339702,649.9280396,0.000200999275,649.9280396,0.002514085965,649.9280396,0.001216297154,649.9280396,0.0005593157257,649.9280396,0.002954139141,
649.0514526,0.019453777,649.0514526,-0.0001101567104,649.0514526,0.00242669112,649.0514526,0.001160308137,649.0514526,0.0004899611231,649.0514526,0.00293769408,
648.0285034,0.01945772953,648.0285034,3.740683678E-5,648.0285034,0.002558714477,648.0285034,0.001223487663,648.0285034,0.0006965284119,648.0285034,0.00295622414,
647.005249,0.0193310231,647.005249,0.0001952240709,647.005249,0.002827258781,647.005249,0.001290882472,647.005249,0.0008122323779,647.005249,0.00327201141,
645.9816895,0.0195197016,645.9816895,0.0001946025295,645.9816895,0.002731516957,645.9816895,0.001244073734,645.9816895,0.0006811277126,645.9816895,0.002901704283,
