# Generated at 2020-02-19 09:45:36 (08:00) by AQUARIUS Time-Series 19.4.64.0,,,,,,
# UTC-06,,,,,,
# Period Selected: 2019-04-01 00:00 - 2019-12-01 23:59,,,,,,
#,,,,,,
# Comment: ,,,,,,
# Description: ,,,,,,
# ReportTitle: RBR profiles for Sandra 2019,,,,,,
# 09cad271-15d7-4829-8c0d-a189d7615fd3 Lake#.Lake#@RBR: None,,,,,,
# 6a5a398a-c73e-4f2a-8e24-aba615badaeb Depth.Depth AVG@RBR: None,,,,,,
# 2500a996-d39c-4c52-980b-b1124922697e Water Temp.Temperature AVG@RBR: None,,,,,,
# 1761bf4f-3cb5-42cb-a0a8-2ea573576136 O2 (Dis).Dissolved Oxygen@RBR: None,,,,,,
# b6d3c8c0-0566-44f0-9b57-78ab10134c00 Cond.Conductivity AVG@RBR: None,,,,,,
# 72f08125-81c2-4cf0-9827-565edb2f3ef0 Sp Cond.Specific Conductivity at 25C@RBR: None,,,,,,
#,,,,,,
# CSV data starts at line 17,,,,,,
#,,,,,,
TimeStamp,Lake#@RBR,Depth@RBR,Water Temp@RBR,O2 (Dis)@RBR,Cond@RBR,Sp Cond@RBR
6/17/2019 9:13,373,6.785,9,11.3,16.97,10.6304193
6/17/2019 9:14,373,7.041,8.61,11.03,16.77,10.21586199
6/17/2019 9:15,373,6.998,8.76,10.79,16.76,10.39619471
6/17/2019 9:16,373,7.245,8.16,10.53,16.59,9.721588479
6/17/2019 9:17,373,7.464,7.912,10.38,16.53,9.439015632
6/17/2019 9:18,373,7.759,7.571,10.03,16.38,9.063180098
6/17/2019 9:19,373,8.05,7.298,9.77,16.26,8.76041034
6/17/2019 9:20,373,9.04,6.57,9.13,16.01,7.931994915
6/17/2019 9:21,373,10,6.093,8.31,15.88,7.378228353
6/17/2019 9:22,373,11.07,5.677,7.591,15.78,6.890416047
6/17/2019 9:23,373,12.06,5.357,7.43,15.59,6.530784413
6/17/2019 9:24,373,13.08,5.229,7.057,15.59,6.374738043
6/17/2019 9:26,373,13.99,5.101,6.298,15.88,6.176980606
6/17/2019 9:27,373,15.06,5.007,6.106,15.79,6.075800065
6/17/2019 9:28,373,15.99,4.954,5.861,15.76,6.015669398
6/17/2019 9:28,373,17.02,4.845,5.74,15.72,5.888773288
6/17/2019 9:29,373,18.04,4.843,5.305,15.91,5.86049292
6/17/2019 9:31,373,19.04,4.836,4.356,16.6,5.760160084
6/17/2019 9:33,373,19.97,4.772,1.937,18.44,5.455559824
6/19/2019 7:45,239,0.145,18.99,9.26,22.23,20.05082922
6/19/2019 7:45,239,0.573,18.82,9.31,21.95,19.98417831
6/19/2019 7:46,239,1.038,18.72,9.34,21.89,19.90221125
6/19/2019 7:47,239,1.966,17.94,9.36,21.44,19.24884443
6/19/2019 7:48,239,3.071,17.61,9.24,21.33,18.93745907
6/19/2019 7:49,239,3.249,17.4,9.29,21.2,18.76172608
6/19/2019 7:51,239,3.449,17.22,9.44,21.12,18.59828144
6/19/2019 7:52,239,3.759,16.67,9.9,20.71,18.15783483
6/19/2019 7:53,239,3.972,15.78,10.09,20.35,17.31810774
6/19/2019 7:54,239,4.293,14.41,10.74,19.83,15.98885108
6/19/2019 7:54,239,4.296,14.42,10.81,19.79,16.01352154
6/19/2019 7:55,239,4.549,13.34,10.97,19.41,14.93454661
6/19/2019 7:56,239,4.729,12.61,10.98,19.02,14.23600841
6/19/2019 7:57,239,5.088,11.29,10.67,18.55,12.87629519
6/19/2019 7:58,239,5.249,10.76,10.48,18.29,12.34172823
6/19/2019 7:59,239,5.546,10.35,10.16,18.1,11.921079
6/19/2019 7:59,239,5.549,10.36,10.09,18.05,11.94573684
6/19/2019 8:01,239,5.76,8.98,9.4,17.64,10.44885877
6/19/2019 8:01,239,6.01,8.99,9.31,17.6,10.46980178
6/19/2019 8:02,239,6.251,8.5,8.98,17.43,9.936720625
6/19/2019 8:03,239,6.549,7.93,8.48,17.24,9.309871986
6/19/2019 8:04,239,6.79,7.529,8.1,17.05,8.876915186
6/19/2019 8:05,239,7.09,7.106,7.771,16.91,8.404683251
6/19/2019 8:06,239,7.251,6.954,7.679,16.88,8.230481899
6/19/2019 8:07,239,7.422,6.742,7.591,16.79,7.99583486
6/19/2019 8:08,239,7.787,6.524,7.49,16.68,7.756619997
6/19/2019 8:08,239,8.04,6.323,7.425,16.63,7.526189306
6/19/2019 8:09,239,9.06,5.913,7.32,16.48,7.062254857
6/19/2019 8:10,239,10.02,5.576,7.191,16.3,6.68721442
6/19/2019 8:11,239,11.05,5.506,7.087,16.24,6.612352345
6/19/2019 8:11,239,12.1,5.408,6.948,16.2,6.50062506
6/19/2019 8:12,239,13.05,5.31,6.916,16.16,6.388692375
6/19/2019 8:13,239,14.02,5.174,7.051,16.09,6.235094641
6/19/2019 8:14,239,15.01,5.102,7.126,16.07,6.151160365
6/19/2019 8:14,239,16.08,5.052,7.022,16.06,6.092281422
6/19/2019 8:15,239,17.07,5.021,6.915,16.05,6.056293008
6/19/2019 8:16,239,18.07,4.887,6.774,16.03,5.897380511
6/19/2019 8:17,239,19,4.804,6.682,15.99,5.802570089
6/19/2019 8:18,239,20.04,4.693,6.746,15.94,5.675043594
6/19/2019 8:18,239,21.02,4.621,6.64,15.91,5.5918517
6/19/2019 8:19,239,21.95,4.557,6.516,15.88,5.518231841
6/19/2019 8:20,239,23.13,4.503,6.175,15.86,5.455364866
6/19/2019 8:21,239,24.1,4.489,5.908,15.84,5.440921939
6/19/2019 8:23,239,24.98,4.432,5.461,15.79,5.378059894
6/19/2019 8:23,239,26,4.441,5.279,15.79,5.388981045
6/19/2019 8:24,239,26.95,4.433,5.112,15.78,5.380520404
6/19/2019 8:25,239,28,4.427,4.621,15.76,5.375730405
6/19/2019 8:26,239,29.14,4.402,4.415,15.75,5.34661282
6/19/2019 8:28,239,30.04,4.392,3.748,15.73,5.336943142
6/19/2019 8:30,239,30.53,4.396,3.179,28.23,4.140556639
6/19/2019 9:44,114,0.027,20.01,8.76,10.32,27.80665136
6/19/2019 9:45,114,0.508,19.96,8.77,10.29,27.75927314
6/19/2019 9:46,114,1.039,19.8,8.77,10.23,27.58071189
6/19/2019 9:47,114,2.038,19.23,8.76,10.08,26.8940517
6/19/2019 9:48,114,3.113,18.46,8.42,10.09,25.81027629
6/19/2019 9:49,114,4.067,18.18,8.15,10,25.48002803
6/19/2019 9:51,114,4.527,17.85,6.584,10.56,24.64802346
6/24/2019 8:20,442,0.098,21.2,8.96,18.09,24.42342852
6/24/2019 8:21,442,0.518,21.2,9.02,18.06,24.43956166
6/24/2019 8:22,442,0.948,21.19,9.03,18.08,24.41728084
6/24/2019 8:23,442,2.014,20.61,9.21,17.78,23.90679482
6/24/2019 8:24,442,2.252,20.33,9.58,17.56,23.69751112
6/24/2019 8:24,442,2.492,19.88,9.72,17.32,23.29745744
6/24/2019 8:25,442,2.756,19.17,9.87,17,22.62747875
6/24/2019 8:26,442,3.081,18,10.41,16.52,21.47889341
6/24/2019 8:28,442,3.256,17.31,11.04,16.29,20.76438362
6/24/2019 8:29,442,3.523,16.13,12.08,15.99,19.48281756
6/24/2019 8:32,442,4.022,13.67,12.86,15.05,16.87748085
6/24/2019 8:33,442,4.251,12.21,12.66,14.65,15.21846158
6/24/2019 8:33,442,4.527,11.03,12.43,14.35,13.84660771
6/24/2019 8:34,442,4.748,10.35,12.11,14.09,13.07447143
6/24/2019 8:36,442,5.073,8.98,11.03,13.77,11.43210691
6/24/2019 8:36,442,5.267,8.64,10.76,13.62,11.03953021
6/24/2019 8:38,442,5.507,8.21,9.99,13.56,10.50549203
6/24/2019 8:39,442,5.758,7.664,9.29,13.45,9.833268112
6/24/2019 8:40,442,6.039,7.256,8.55,13.34,9.334949196
6/24/2019 8:41,442,7.026,6.493,7.307,13.17,8.388379517
6/24/2019 8:42,442,8.07,6.127,6.016,13.19,7.911635541
6/24/2019 8:43,442,9.07,5.633,4.922,13.23,7.266577485
6/24/2019 8:44,442,10.08,4.955,2.844,13.37,6.369983558
6/24/2019 8:45,442,11.05,4.768,1.558,13.78,6.06848942
6/24/2019 8:46,442,12.02,4.607,0.989,14.02,5.829564636
6/24/2019 8:47,442,13.06,4.51,0.144,13.91,5.722035928
6/24/2019 8:48,442,14.08,4.49,0.08,18.41,5.136529879
6/24/2019 8:48,442,15.06,4.479,0.066,25.55,4.432437247
6/24/2019 8:49,442,15.99,4.461,0.063,34.26,3.790575987
6/25/2019 8:36,223,0.901,20.31,9.24,17.51,23.70058149
6/25/2019 8:36,223,0.522,20.32,8.88,17.53,23.70168536
6/25/2019 8:37,223,1.006,20.31,9.43,17.51,23.70058149
6/25/2019 8:38,223,2.015,20.25,10.51,17.48,23.64637632
6/25/2019 8:39,223,3.008,20.1,11.61,17.38,23.52368402
6/25/2019 8:40,223,3.242,19.27,11.93,16.96,22.76604492
6/25/2019 8:41,223,3.475,18.12,12.27,16.54,21.61223453
6/25/2019 8:42,223,3.747,16.85,12.89,16.2,20.25435138
6/25/2019 8:42,223,3.989,16.04,13.27,16,19.36964135
6/25/2019 8:43,223,4.261,15.27,13.76,15.74,18.55105001
6/25/2019 8:44,223,4.535,14.11,14.25,15.55,17.21771069
6/25/2019 8:45,223,4.775,13.28,14.92,15.11,16.37280684
6/25/2019 8:46,223,5.056,12.01,15.58,14.66,14.96562019
6/25/2019 8:47,223,5.233,11.47,15.99,14.46,14.36108809
6/25/2019 8:48,223,5.49,10.91,16.46,14.27,13.72228658
6/25/2019 8:48,223,5.486,10.79,16.53,14.27,13.571354
6/25/2019 8:49,223,5.753,10.17,17.17,14.03,12.86571458
6/25/2019 8:50,223,6.036,9.34,17.73,13.72,11.9048833
6/25/2019 8:51,223,6.231,9.15,18.24,13.64,11.68546558
6/25/2019 8:51,223,6.474,8.66,18.7,13.49,11.10030135
6/25/2019 8:52,223,6.76,8.26,19.22,13.39,10.61356969
6/25/2019 8:53,223,7.033,7.917,19.75,13.34,10.18533528
6/25/2019 8:54,223,7.278,7.639,0.23,13.3,9.837353354
6/25/2019 8:54,223,7.565,7.235,0.777,13.26,9.32626591
6/25/2019 8:55,223,7.749,7.145,1.165,13.22,9.219331047
6/25/2019 8:56,223,8.08,7.009,1.714,13.23,9.041619313
6/25/2019 8:57,223,8.26,6.745,2.086,13.28,8.690352871
6/25/2019 8:57,223,8.45,6.635,2.424,13.39,8.525549021
6/25/2019 8:58,223,8.78,6.468,2.5,13.53,8.282506726
6/25/2019 8:59,223,9.1,6.414,2.5,13.66,8.187325601
6/25/2019 8:59,223,9.93,5.998,2.5,13.56,7.675023289
6/25/2019 9:00,223,10.93,5.837,2.5,14.56,7.29081834
6/25/2019 9:01,223,11.91,5.688,2.5,15.45,6.956989708
6/25/2019 9:01,223,12.96,5.648,2.5,15.75,6.859988461
6/25/2019 9:02,223,14.03,5.537,2.5,73.55,2.87292359
6/25/2019 10:03,224,0.108,20.14,9.07,14.76,25.03679688
6/25/2019 10:03,224,0.495,20.09,9.12,14.68,25.02216997
6/25/2019 10:04,224,0.723,20.06,9.12,14.66,24.99669784
6/25/2019 10:05,224,1.056,19.93,9.15,14.62,24.8583709
6/25/2019 10:05,224,1.932,19.9,9.16,14.61,24.82686691
6/25/2019 10:07,224,2.945,19.86,9.18,14.58,24.79468849
6/25/2019 10:08,224,3.293,19.81,9.35,14.54,24.7558778
6/25/2019 10:09,224,3.512,19.5,9.76,14.35,24.47949685
6/25/2019 10:10,224,3.841,19.17,9.73,14.25,24.12306918
6/25/2019 10:11,224,4.046,18.84,9.74,14.13,23.77638087
6/25/2019 10:11,224,4.255,18.5,9.73,14.01,23.41502435
6/25/2019 10:12,224,4.595,18.04,9.91,13.86,22.91590979
6/25/2019 10:13,224,4.741,17.42,10.46,13.69,22.21998293
6/25/2019 10:15,224,5.075,16.6,11.63,13.42,21.31424125
6/25/2019 10:16,224,5.227,15.96,12.09,13.2,20.60365082
6/25/2019 10:17,224,5.488,14.81,12.41,12.87,19.27589784
6/25/2019 10:18,224,5.766,13.84,12.63,12.54,18.16239597
6/25/2019 10:19,224,5.995,13.02,12.77,12.27,17.20272125
6/25/2019 10:21,224,6.269,12.17,12.88,12.03,16.17763764
6/25/2019 10:22,224,6.568,11.47,12.95,11.77,15.34844448
6/25/2019 10:23,224,6.779,10.74,12.91,11.58,14.44173419
6/25/2019 10:24,224,7.061,10.32,12.84,11.4,13.9414244
6/25/2019 10:24,224,7.303,9.57,12.68,11.23,12.98519796
6/25/2019 10:25,224,7.498,9.18,12.61,11.13,12.48838567
6/25/2019 10:26,224,7.747,8.56,12.4,10.97,11.69355775
6/25/2019 10:27,224,8.03,8.2,12.22,10.87,11.23107666
6/25/2019 10:28,224,8.23,7.881,12.06,10.8,10.81396306
6/25/2019 10:29,224,8.5,7.614,11.94,10.75,10.46130595
6/25/2019 10:29,224,8.75,7.4,11.79,10.68,10.18599068
6/25/2019 10:30,224,8.94,7.312,11.75,10.66,10.07015505
6/25/2019 10:31,224,10.06,6.687,11.09,10.54,9.238561288
6/25/2019 10:32,224,10.92,6.168,10.66,10.37,8.559925725
6/25/2019 10:33,224,12.09,5.914,10.09,10.33,8.216136915
6/25/2019 10:35,224,12.9,5.545,8.49,10.38,7.693289565
6/25/2019 10:37,224,13.92,5.321,7.356,10.39,7.380549803
6/25/2019 10:39,224,15.05,5.132,6.28,10.38,7.120281703
6/25/2019 10:40,224,15.94,5.07,5.679,10.37,7.036125718
6/25/2019 10:41,224,17.06,4.93,5.057,10.38,6.8400212
6/25/2019 10:42,224,17.94,4.887,4.361,10.44,6.769598174
6/25/2019 10:43,224,19.02,4.772,3.495,10.58,6.585902415
6/25/2019 10:44,224,19.99,4.749,2.909,10.78,6.519787259
6/25/2019 10:46,224,20.9,4.72,2.321,11.01,6.441127143
6/25/2019 10:46,224,20.9,4.721,2.314,11.02,6.440813008
6/25/2019 10:47,224,21.96,4.714,1.721,11.21,6.399578611
6/25/2019 10:48,224,23.03,4.702,1.438,11.33,6.363487494
6/25/2019 10:49,224,24.09,4.696,0.818,11.67,6.299998524
6/25/2019 10:50,224,25.01,4.689,0.111,12.38,6.17820749
6/25/2019 10:51,224,26.49,4.602,0.05,244.3,0.886939327
6/26/2019 13:15,626,0.068,21.07,9.25,16.44,25.18816407
6/26/2019 13:16,626,0.493,21.04,9.33,16.42,25.16379189
6/26/2019 13:17,626,1.015,20.9,9.37,16.38,25.01921332
6/26/2019 13:18,626,2.015,20.36,9.5,16.17,24.49037526
6/26/2019 13:19,626,2.28,20.22,9.52,16.15,24.33315483
6/26/2019 13:20,626,2.51,20.09,9.82,16.07,24.22124887
6/26/2019 13:21,626,2.745,19.78,10.11,15.84,23.97447894
6/26/2019 13:22,626,3.057,19.39,10.15,15.7,23.57819473
6/26/2019 13:22,626,3.26,19.09,10.18,15.63,23.25119697
6/26/2019 13:23,626,3.513,18.78,10.18,15.49,22.94836374
6/26/2019 13:24,626,3.751,18.63,7.42,15.47,22.77570152
6/26/2019 13:25,626,4.045,18.1,7.42,15.2,22.26815285
6/26/2019 13:26,626,4.241,17.18,20,14.91,21.28131345
6/26/2019 13:27,626,4.522,15.87,20,14.43,19.88440233
6/26/2019 13:27,626,4.714,14.69,20,14.01,18.59279501
6/26/2019 13:28,626,5.059,13.06,20,13.63,16.68299625
6/26/2019 15:43,626,5.034,13.54,11.89,14.07,17.11244545
6/26/2019 15:45,626,5.241,12.62,12.11,13.7,16.09344912
6/26/2019 15:46,626,5.504,11.95,12.18,13.49,15.31739043
6/26/2019 15:46,626,5.734,11.46,12.24,13.29,14.76159255
6/26/2019 15:47,626,6.036,10.44,12.09,12.97,13.55444564
6/26/2019 15:50,626,6.552,9.04,11.52,12.54,11.8632991
6/26/2019 15:51,626,6.532,9.07,11.56,12.55,11.89968578
6/26/2019 15:52,626,6.753,8.36,11.1,12.46,10.99297028
6/26/2019 15:53,626,7.035,8.04,10.82,12.41,10.58547972
6/26/2019 15:55,626,7.234,7.562,9.76,12.34,9.973700662
6/26/2019 15:56,626,7.534,7.34,9.17,12.34,9.680899611
6/26/2019 15:57,626,7.742,7.101,8.38,12.34,9.365676858
6/26/2019 15:58,626,8.05,6.939,7.842,12.35,9.149706284
6/26/2019 16:00,626,9.01,6.499,6.078,12.42,8.554444915
6/26/2019 16:01,626,10.06,6.21,5.053,12.59,8.139255985
6/26/2019 16:03,626,11.05,5.785,2.265,13.98,7.327255363
7/3/2019 8:12,373,0.014,22.52,8.05,23.8,23.04826626
7/3/2019 8:13,373,0.535,22.53,8.07,23.75,23.08106032
7/3/2019 8:13,373,0.951,22.53,8.08,23.74,23.08557751
7/3/2019 8:15,373,2.006,22.53,8.07,23.73,23.09009647
7/3/2019 8:16,373,2.995,22.46,8.09,23.75,23.00934819
7/3/2019 8:17,373,3.243,22.25,8.23,23.59,22.86579883
7/3/2019 8:18,373,3.492,21.91,8.42,23.33,22.63188938
7/3/2019 8:18,373,3.723,21.31,8.81,22.91,22.19604388
7/3/2019 8:19,373,4.014,20.26,9.27,22.34,21.34442485
7/3/2019 8:20,373,4.241,19.6,9.71,21.91,20.82932599
7/3/2019 8:21,373,4.476,18.7,10.32,21.46,20.0560712
7/3/2019 8:23,373,4.737,17.57,11.24,20.94,19.04702023
7/3/2019 8:24,373,4.946,16.75,11.63,20.54,18.30973291
7/3/2019 8:25,373,5.24,15.67,11.95,20.09,17.29162598
7/3/2019 8:26,373,5.547,14.07,12.28,19.38,15.76191554
7/3/2019 8:27,373,5.739,13.53,12.38,18.83,15.33747547
7/3/2019 8:27,373,6.06,12.51,12.47,18.52,14.27704078
7/3/2019 8:28,373,6.251,11.56,12.43,18.07,13.32354429
7/3/2019 8:30,373,6.558,10.76,12.18,17.73,12.49502115
7/3/2019 8:30,373,6.729,10.49,12.11,17.62,12.21127721
7/3/2019 8:31,373,6.906,10.07,12.07,17.44,11.76946344
7/3/2019 8:32,373,7.056,9.75,11.84,17.24,11.44656392
7/3/2019 8:32,373,7.291,9.4,11.65,17.1,11.07041491
7/3/2019 8:33,373,7.526,8.88,11.33,16.92,10.50052503
7/3/2019 8:34,373,7.79,8.51,11.1,16.74,10.10408034
7/3/2019 8:35,373,8.02,8.21,10.94,16.59,9.781157036
7/3/2019 8:36,373,8.23,7.948,10.76,16.51,9.486286778
7/3/2019 8:37,373,8.5,7.725,10.53,16.42,9.239082335
7/3/2019 8:38,373,8.64,7.62,10.47,16.39,9.119752402
7/3/2019 8:39,373,8.98,7.176,9.89,16.3,8.606070782
7/3/2019 8:40,373,10.01,6.442,9.41,16.02,7.775666822
7/3/2019 8:41,373,11.09,5.888,8.67,15.84,7.136589079
7/3/2019 8:43,373,11.97,5.558,7.405,15.77,6.74754494
7/3/2019 8:44,373,13.04,5.288,6.859,15.74,6.424227404
7/3/2019 8:45,373,14,5.148,6.155,15.78,6.248346276
7/3/2019 8:47,373,14.99,5.05,5.863,15.78,6.129399513
7/3/2019 8:48,373,16.06,4.986,5.149,15.94,6.029355925
7/3/2019 8:49,373,17.08,4.89,4.353,16.02,5.902361186
7/3/2019 8:51,373,18,4.896,2.836,17.1,5.76603738
7/3/2019 8:53,373,19.02,4.83,1.998,17.86,5.592698691
7/3/2019 8:54,373,20.03,4.842,0.629,19.02,5.466356282
7/4/2019 7:52,239,0.033,22.92,7.83,25.07,22.88939688
7/4/2019 7:53,239,0.479,22.94,7.846,25.07,22.90937017
7/4/2019 7:54,239,1.004,22.94,7.842,25.08,22.90500116
7/4/2019 7:54,239,2.017,22.93,7.842,25.07,22.89938352
7/4/2019 7:55,239,3.013,22.87,7.866,25.01,22.86563266
7/4/2019 7:56,239,3.249,21.32,8.52,23.64,21.88857769
7/4/2019 7:57,239,3.507,19.38,8.91,22.82,20.22200379
7/4/2019 7:58,239,3.752,18.15,9.22,22.17,19.18712148
7/4/2019 7:59,239,3.998,16.38,9.79,21.28,17.6328492
7/4/2019 8:00,239,4.24,14.95,10.21,20.62,16.31486934
7/4/2019 8:00,239,4.507,13.99,10.43,20.28,15.37619471
7/4/2019 8:01,239,4.751,13.31,10.52,20.01,14.7122056
7/4/2019 8:02,239,5.038,12.46,10.55,19.64,13.88109052
7/4/2019 8:03,239,5.254,12.11,10.41,19.37,13.56912917
7/4/2019 8:04,239,5.508,10.85,9.98,18.92,12.27553311
7/4/2019 8:05,239,5.768,10.13,9.6,18.62,11.53571974
7/4/2019 8:06,239,6.004,9.21,8.97,18.3,10.56156325
7/4/2019 8:06,239,6.003,9.22,8.97,18.3,10.57303074
7/4/2019 8:07,239,6.253,8.79,8.7,18.14,10.11537745
7/4/2019 8:08,239,6.494,8.31,8.4,17.96,9.600987134
7/4/2019 8:09,239,6.759,7.948,8.19,17.85,9.205093609
7/4/2019 8:10,239,7.022,7.479,7.759,17.71,8.68882303
7/4/2019 8:11,239,7.281,7.282,7.614,17.63,8.475000378
7/4/2019 8:11,239,7.481,7.093,7.482,17.53,8.273427868
7/4/2019 8:12,239,7.752,6.925,7.366,17.46,8.090085586
7/4/2019 8:12,239,8.01,6.772,7.157,17.41,7.920180672
7/4/2019 8:13,239,8.81,6.378,6.946,17.25,7.486135157
7/4/2019 8:14,239,9.01,6.281,6.902,17.18,7.383869519
7/4/2019 8:14,239,10,5.9,6.771,16.95,6.971976201
7/4/2019 8:14,239,9.99,5.898,6.772,16.95,6.969612819
7/4/2019 8:15,239,11,5.624,6.775,16.79,6.669916235
7/4/2019 8:15,239,11.01,5.626,6.775,16.79,6.672288182
7/4/2019 8:16,239,12.01,5.405,6.844,16.7,6.423283064
7/4/2019 8:17,239,13.01,5.293,6.942,16.62,6.301625588
7/4/2019 8:17,239,14.01,5.183,6.959,16.59,6.174876604
7/4/2019 8:17,239,14.02,5.18,6.959,16.59,6.17130249
7/4/2019 8:18,239,15,5.123,6.89,16.56,6.107563698
7/4/2019 8:19,239,16.01,5.025,6.847,16.53,5.994824766
7/4/2019 8:19,239,16.01,5.025,6.846,16.53,5.994824766
7/4/2019 8:20,239,17.01,4.916,6.711,16.54,5.863451708
7/4/2019 8:20,239,17.98,4.816,6.626,16.5,5.749418015
7/4/2019 8:21,239,19.01,4.69,6.657,16.4,5.611793141
7/4/2019 8:22,239,20.02,4.594,6.474,16.37,5.500696268
7/4/2019 8:23,239,21.01,4.568,6.21,16.36,5.470815928
7/4/2019 8:24,239,22.01,4.512,5.939,16.36,5.403748132
7/4/2019 8:25,239,23.02,4.519,5.504,16.32,5.417088222
7/4/2019 8:25,239,24.02,4.487,5.164,16.31,5.379960457
7/4/2019 8:26,239,25.01,4.454,4.714,16.29,5.342840246
7/4/2019 8:28,239,26.01,4.456,3.981,16.27,5.347689848
7/4/2019 8:29,239,27,4.432,3.264,16.26,5.32010669
7/4/2019 8:30,239,28.01,4.436,2.997,16.28,5.322467628
7/4/2019 8:30,239,29.01,4.427,2.752,16.29,5.310452126
7/4/2019 8:31,239,30,4.429,2.6,16.33,5.307986668
7/4/2019 9:22,114,0.093,23.52,7.194,12,31.28907809
7/4/2019 9:22,114,0.093,23.52,7.194,12,31.28907809
7/4/2019 9:23,114,0.538,23.5,7.156,11.98,31.27836682
7/4/2019 9:24,114,1.009,23.41,7.14,11.98,31.15857733
7/4/2019 9:25,114,2.036,23.31,7.12,11.96,31.04126051
7/4/2019 9:25,114,3.024,23.28,7.128,11.92,31.03288313
7/4/2019 9:26,114,4.042,23.22,7.037,12.05,30.85078821
7/5/2019 8:42,239,0.094,23.36,7.941,25.48,23.14778114
7/5/2019 8:44,239,0.904,23.37,7.923,25.36,23.21040525
7/5/2019 8:46,239,2.138,23.34,7.927,25.33,23.19380942
7/5/2019 8:47,239,2.614,23.27,7.925,25.29,23.14181747
7/5/2019 8:48,239,3.35,19.2,9.11,22.8,20.04217207
7/5/2019 8:49,239,3.281,19.51,9.15,22.86,20.34143585
7/5/2019 8:50,239,3.556,18.29,9.33,22.35,19.2651032
7/5/2019 8:52,239,4.345,15.69,10.13,21.11,16.94931733
7/5/2019 8:54,239,5.506,10.59,9.44,18.73,12.03076878
7/5/2019 8:54,239,5.517,10.32,9.5,18.76,11.71640842
7/5/2019 8:55,239,6.165,8.97,8.6,18.18,10.31345072
7/5/2019 8:57,239,7.208,7.263,7.468,17.54,8.469832563
7/5/2019 8:59,239,8.12,6.58,7.156,17.2,7.731898193
7/5/2019 9:00,239,9.25,6.051,6.971,16.95,7.150411524
7/5/2019 9:00,239,9.32,6.026,6.943,16.96,7.119262413
7/5/2019 9:02,239,10.3,5.736,6.927,16.8,6.801204676
7/5/2019 9:03,239,11.11,5.598,6.833,16.75,6.645101938
7/5/2019 9:04,239,12.13,5.433,6.768,16.69,6.458024032
7/5/2019 9:05,239,12.96,5.34,6.697,16.65,6.353247711
7/5/2019 9:06,239,14.19,5.192,6.787,16.58,6.187006809
7/5/2019 9:06,239,14.06,5.198,6.731,16.6,6.19133832
7/5/2019 9:07,239,14.8,5.132,6.849,16.55,6.119686861
7/5/2019 9:09,239,15.55,5.063,6.86,16.53,6.040158764
7/5/2019 9:10,239,15.09,5.078,6.848,16.54,6.056673672
7/5/2019 9:10,239,15.4,5.06,6.856,16.54,6.035204565
7/5/2019 9:12,239,15.59,5.042,6.84,16.54,6.013735458
7/5/2019 9:13,239,15.29,5.05,6.833,16.54,6.023277283
7/5/2019 9:13,239,15.44,5.053,6.845,16.54,6.026855468
7/5/2019 9:15,239,15.92,5.01,6.807,16.54,5.975568156
7/5/2019 10:02,239,17.05,4.946,6.81,16.58,5.893862804
7/5/2019 10:04,239,18.23,4.872,6.542,16.54,5.810971668
7/5/2019 10:05,239,18.48,4.843,6.534,16.54,5.776382551
7/5/2019 10:06,239,19.08,4.796,6.406,16.5,5.725541694
7/5/2019 10:07,239,20.1,4.656,6.439,16.43,5.567293585
7/5/2019 10:08,239,21.26,4.592,6.339,16.41,5.493276359
7/5/2019 10:09,239,22.11,4.609,5.861,16.43,5.51109453
7/5/2019 10:11,239,23.1,4.517,5.513,16.4,5.404790964
7/5/2019 10:12,239,24.18,4.479,5.226,16.35,5.36545338
7/5/2019 10:14,239,25.1,4.473,4.58,16.35,5.358265901
7/5/2019 10:15,239,26.28,4.438,4.143,16.24,5.329752943
7/5/2019 10:16,239,27.14,4.429,3.75,16.23,5.320164854
7/5/2019 10:18,239,28.49,4.43,3.217,16.25,5.318925409
7/5/2019 10:19,239,29.2,4.423,2.948,16.27,5.308086221
7/5/2019 10:19,239,29.33,4.423,2.799,16.29,5.305653886
7/5/2019 10:20,239,30.24,4.423,2.44,16.37,5.295946799
7/5/2019 10:21,239,30.04,4.423,2.346,16.34,5.299582791
7/8/2019 8:03,442,0.112,22.7,7.987,19.78,25.21387363
7/8/2019 8:04,442,0.517,22.7,8.05,19.46,25.38621719
7/8/2019 8:06,442,1.045,22.69,8.05,19.46,25.37503383
7/8/2019 8:07,442,2.033,22.6,8.08,19.39,25.31223085
7/8/2019 8:08,442,2.255,22.45,8.05,19.32,25.1819381
7/8/2019 8:09,442,2.549,22.37,8.06,19.24,25.13528333
7/8/2019 8:09,442,2.785,22.04,8.12,19.05,24.86588331
7/8/2019 8:11,442,3.078,21.34,9.76,18.59,24.3171762
7/8/2019 8:15,442,3.264,19.95,10.72,17.95,23.05438871
7/8/2019 8:16,442,3.541,17.67,11.82,17.17,20.77730887
7/8/2019 8:17,442,3.729,16.87,12.2,16.8,20.00284569
7/8/2019 8:18,442,4.053,15.25,12.56,16.29,18.29329002
7/8/2019 8:19,442,4.251,14.19,12.71,15.86,17.19112313
7/8/2019 8:20,442,4.576,12.77,12.65,15.39,15.64090347
7/8/2019 8:21,442,4.767,11.72,12.48,15.02,14.48018365
7/8/2019 8:22,442,5.081,10.62,12.12,14.71,13.21781642
7/8/2019 8:23,442,5.256,9.87,11.45,14.5,12.34598787
