# Generated at 2020-02-19 09:45:36 (08:00) by AQUARIUS Time-Series 19.4.64.0,,,,,,
# UTC-06,,,,,,
# Period Selected: 2019-04-01 00:00 - 2019-12-01 23:59,,,,,,
#,,,,,,
# Comment: ,,,,,,
# Description: ,,,,,,
# ReportTitle: RBR profiles for Sandra 2019,,,,,,
# 09cad271-15d7-4829-8c0d-a189d7615fd3 Lake#.Lake#@RBR: None,,,,,,
# 6a5a398a-c73e-4f2a-8e24-aba615badaeb Depth.Depth AVG@RBR: None,,,,,,
# 2500a996-d39c-4c52-980b-b1124922697e Water Temp.Temperature AVG@RBR: None,,,,,,
# 1761bf4f-3cb5-42cb-a0a8-2ea573576136 O2 (Dis).Dissolved Oxygen@RBR: None,,,,,,
# b6d3c8c0-0566-44f0-9b57-78ab10134c00 Cond.Conductivity AVG@RBR: None,,,,,,
# 72f08125-81c2-4cf0-9827-565edb2f3ef0 Sp Cond.Specific Conductivity at 25C@RBR: None,,,,,,
#,,,,,,
# CSV data starts at line 17,,,,,,
#,,,,,,
TimeStamp,Lake#@RBR,Depth@RBR,Water Temp@RBR,O2 (Dis)@RBR,Cond@RBR,Sp Cond@RBR
7/8/2019 8:24,442,5.508,9.17,10.82,14.36,11.50888079
7/8/2019 8:25,442,5.767,8.73,10.34,14.25,10.98562305
7/8/2019 8:25,442,5.767,8.73,10.34,14.25,10.98562305
7/8/2019 8:27,442,5.97,8.17,9.71,14.11,10.31564354
7/8/2019 8:28,442,6.237,7.959,9.37,14.05,10.06379172
7/8/2019 8:29,442,6.567,7.503,8.59,13.97,9.505566134
7/8/2019 8:30,442,6.773,7.064,7.968,13.84,8.977637244
7/8/2019 8:31,442,7.044,6.739,7.608,13.8,8.572918787
7/8/2019 8:35,442,8.98,5.428,3.35,14.04,6.865115903
7/8/2019 8:36,442,10.09,4.974,2.232,13.97,6.301570832
7/8/2019 8:38,442,10.96,4.751,0.904,14.39,5.958494963
7/8/2019 8:39,442,12.02,4.62,0.124,14.03,5.844601903
7/8/2019 8:40,442,13.01,4.54,0.09,18.16,5.222256475
7/8/2019 8:40,442,14,4.518,0.08,23.48,4.653088464
7/8/2019 8:41,442,14.98,4.496,0.08,29.59,4.133610501
7/8/2019 8:41,442,16.06,4.492,0.073,31.21,4.015694464
7/8/2019 8:42,442,16.94,4.482,0.063,47.41,3.138587328
7/9/2019 8:25,224,0.503,22.59,8.06,16.01,27.27302361
7/9/2019 8:26,224,1.033,22.59,8.07,15.96,27.30450506
7/9/2019 8:27,224,2.008,22.55,8.08,15.94,27.26874772
7/9/2019 8:28,224,3.041,22.53,8.08,15.92,27.25715364
7/9/2019 8:29,224,4.012,22.5,8.08,15.9,27.23344509
7/9/2019 8:30,224,4.258,22.18,8.32,15.8,26.90833212
7/9/2019 8:31,224,4.511,21.62,8.76,15.59,26.35720721
7/9/2019 8:32,224,4.783,20.12,10,14.99,24.87608323
7/9/2019 8:33,224,5.09,19.02,10.61,14.67,23.69511783
7/9/2019 8:34,224,5.264,18.44,11,14.34,23.15436832
7/9/2019 8:35,224,5.546,16.76,11.61,13.88,21.27962133
7/9/2019 8:36,224,5.781,15.87,11.9,13.69,20.24288916
7/9/2019 8:36,224,6.048,15.11,12.11,13.39,19.41537991
7/9/2019 8:37,224,6.244,14.27,12.37,13.09,18.47203758
7/9/2019 8:38,224,6.486,13.59,12.48,12.88,17.68361553
7/9/2019 8:39,224,6.792,12.58,12.7,12.59,16.48821905
7/9/2019 8:39,224,6.98,12.02,12.67,12.44,15.8136255
7/9/2019 8:40,224,7.267,11.25,12.51,12.09,14.93193031
7/9/2019 8:41,224,7.576,10.44,12.54,11.91,13.92035265
7/9/2019 8:42,224,7.734,9.83,12.32,11.69,13.18084848
7/9/2019 8:43,224,8.01,9.29,12.21,11.59,12.4887581
7/9/2019 8:44,224,8.25,9.13,12.18,11.52,12.29576638
7/9/2019 8:45,224,8.54,8.53,12.06,11.39,11.5262638
7/9/2019 8:45,224,8.52,8.5,12.01,11.39,11.48572595
7/9/2019 8:46,224,8.73,8.17,11.82,11.31,11.06265089
7/9/2019 8:46,224,8.73,8.17,11.82,11.31,11.06265089
7/9/2019 8:47,224,9.06,7.706,11.55,11.21,10.46142401
7/9/2019 8:48,224,9.27,7.535,11.39,11.18,10.23724319
7/9/2019 8:49,224,9.51,7.437,11.15,11.16,10.10934458
7/9/2019 8:49,224,9.76,7.252,11.04,11.13,9.865552597
7/9/2019 8:50,224,10.06,7.086,10.78,11.1,9.647247825
7/9/2019 8:52,224,11,6.357,9.8,10.99,8.679576575
7/9/2019 8:53,224,12.01,6,9.18,10.9,8.211416606
7/9/2019 8:55,224,13.11,5.637,7.917,10.85,7.724721988
7/9/2019 8:56,224,14.07,5.388,6.442,10.86,7.381570187
7/9/2019 8:58,224,15.06,5.209,5.857,10.82,7.143817149
7/9/2019 8:59,224,16.05,5.093,5.065,10.84,6.981073109
7/9/2019 9:00,224,16.97,4.992,3.938,10.97,6.819420595
7/9/2019 9:01,224,16.97,4.981,3.851,10.97,6.804393827
7/9/2019 9:02,224,17.96,4.909,3.011,11.04,6.693810986
7/9/2019 9:03,224,19.08,4.845,2.645,11.12,6.592805473
7/9/2019 9:04,224,20.03,4.803,2.209,11.31,6.50353883
7/9/2019 9:05,224,21.07,4.764,1.184,11.64,6.396141907
7/9/2019 9:07,224,22.04,4.785,0.388,12.12,6.34622118
7/9/2019 9:08,224,23.15,4.741,0.176,13.55,6.068052809
7/9/2019 9:09,224,24.08,4.73,0.095,15.65,5.758356008
7/9/2019 9:09,224,25.06,4.726,0.074,17.83,5.475909359
7/9/2019 9:10,224,26.01,4.686,0.07,215.2,1.01147897
7/10/2019 10:08,626,0.036,22.6,7.963,17.26,26.52065443
7/10/2019 10:09,626,0.581,22.64,8,17.19,26.60934218
7/10/2019 10:10,626,1.001,22.64,8.02,17.16,26.62727461
7/10/2019 10:11,626,2.104,22.63,8.01,17.15,26.62149365
7/10/2019 10:12,626,3.077,22.6,8,17.11,26.6101182
7/10/2019 10:13,626,3.515,22.58,8.05,17.1,26.59254985
7/10/2019 10:14,626,3.763,22.46,8.06,16.96,26.53478822
7/10/2019 10:16,626,4.075,19.78,10.15,16.37,23.68388598
7/10/2019 10:17,626,4.254,19.49,10.17,16.31,23.36871614
7/10/2019 10:18,626,4.51,17.88,10.99,15.56,21.81296481
7/10/2019 10:20,626,4.754,16.41,11.52,15.09,20.24129199
7/10/2019 10:21,626,5.046,15.3,11.83,14.6,19.09254268
7/10/2019 10:22,626,5.291,13.63,12.11,13.93,17.28460503
7/10/2019 10:23,626,5.515,13.28,12.2,13.83,16.88164922
7/10/2019 10:23,626,5.751,11.77,12.21,13.43,15.10886211
7/10/2019 10:24,626,6.028,11.42,12.22,13.29,14.71006867
7/10/2019 10:24,626,6.252,11,12.19,13.16,14.21453087
7/10/2019 10:25,626,6.493,10.21,12.05,12.83,13.30201302
7/10/2019 10:26,626,6.74,9.57,11.93,12.69,12.51178291
7/10/2019 10:27,626,7.036,8.83,11.64,12.53,11.59061882
7/10/2019 10:28,626,7.271,8.57,11.46,12.42,11.28044206
7/10/2019 10:28,626,7.475,8.36,11.48,12.4,11.00956093
7/10/2019 10:30,626,7.775,7.867,10.64,12.35,10.37335918
7/10/2019 10:31,626,8.03,7.624,9.87,12.33,10.05800769
7/10/2019 10:33,626,8.31,7.353,8.74,12.37,9.690721921
7/10/2019 10:34,626,8.6,7.182,7.559,12.43,9.4510819
7/10/2019 10:35,626,8.79,7.051,6.864,12.51,9.260073991
7/10/2019 10:36,626,9.09,6.945,6.246,12.54,9.114005779
7/10/2019 10:38,626,10.03,6.522,4.426,13.02,8.457147599
7/10/2019 10:39,626,10.99,6.186,2.602,13.51,7.925272343
7/15/2019 8:29,373,0.175,23.33,7.96,23.36,24.08442038
7/15/2019 8:31,373,0.065,23.32,7.975,23.15,24.17419519
7/15/2019 8:32,373,0.482,23.32,7.971,23.13,24.18377178
7/15/2019 8:33,373,0.999,23.3,7.973,23.13,24.16303098
7/15/2019 8:34,373,1.971,23.29,7.978,23.1,24.1670212
7/15/2019 8:36,373,3.01,22.44,8.13,22.66,23.48985561
7/15/2019 8:36,373,2.23,23.12,8.02,22.98,24.04781271
7/15/2019 8:37,373,2.502,23.11,8.01,23,24.02786442
7/15/2019 8:38,373,2.759,22.82,8.07,22.85,23.79723339
7/15/2019 8:39,373,3.014,22.45,8.11,22.7,23.48154424
7/15/2019 8:40,373,3.25,22.35,8.12,22.63,23.40968627
7/15/2019 8:41,373,3.469,22.18,8.13,22.54,23.27353008
7/15/2019 8:41,373,3.77,22.04,8.15,22.47,23.15911806
7/15/2019 8:42,373,3.979,21.97,8.15,22.44,23.09947177
7/15/2019 8:44,373,4.277,21.56,8.28,22.18,22.78737351
7/15/2019 8:46,373,4.753,20.5,9.3,21.79,21.83896903
7/15/2019 8:49,373,5.265,19.14,11.32,21.7,20.42754837
7/15/2019 8:51,373,5.54,16.58,12.19,20.37,18.18846009
7/15/2019 8:52,373,5.76,14.49,12.46,19.47,16.20122163
7/15/2019 8:53,373,5.99,13.24,12.63,18.85,15.00223787
7/15/2019 8:54,373,6.494,11.94,12.69,18.35,13.67721095
7/15/2019 8:55,373,6.758,10.83,12.4,17.83,12.54847617
7/15/2019 8:56,373,7.01,10.44,12.06,17.54,12.17472834
7/15/2019 8:57,373,7.188,10.3,12,17.46,12.03290708
7/15/2019 8:57,373,7.269,10.04,11.92,17.39,11.74751272
7/15/2019 8:59,373,7.514,9.57,11.31,17.23,11.23776264
7/15/2019 9:00,373,7.726,8.78,11.07,16.8,10.41049112
7/15/2019 9:00,373,7.974,8.35,11.06,16.72,9.918608021
7/15/2019 9:01,373,8.23,8.04,10.73,16.57,9.582985195
7/15/2019 9:02,373,8.46,7.805,10.41,16.48,9.321985314
7/15/2019 9:03,373,8.75,7.703,10.33,16.48,9.200160522
7/15/2019 9:04,373,8.86,7.694,10.29,16.48,9.189411276
7/15/2019 9:04,373,8.96,7.482,10.22,16.44,8.944368467
7/15/2019 9:05,373,9.24,7.204,9.89,16.24,8.651541281
7/15/2019 9:06,373,9.5,7.133,9.88,16.24,8.566274841
7/15/2019 9:06,373,9.74,7.053,9.82,16.18,8.481873348
7/15/2019 9:08,373,11.02,6.335,9.43,15.9,7.667727762
7/15/2019 9:10,373,12.04,6,8.47,15.83,7.274023371
7/15/2019 9:11,373,12.99,5.656,7.599,15.74,6.871299205
7/15/2019 9:13,373,13.98,5.413,6.868,15.79,6.568465299
7/15/2019 9:14,373,14.97,5.239,5.938,15.86,6.347025657
7/15/2019 9:16,373,16,5.128,5.556,15.81,6.219745752
7/15/2019 9:16,373,16.12,5.101,5.473,15.8,6.188431116
7/15/2019 9:18,373,17.01,4.959,4.587,15.95,5.995321256
7/15/2019 9:21,373,18.04,4.899,2.699,16.74,5.816673276
7/15/2019 9:23,373,20.1,4.791,0.328,31.88,4.234546689
7/15/2019 9:23,373,20.25,4.786,0.14,76.28,2.417845783
7/17/2019 7:54,239,0.11,23.23,7.693,23.48,23.92457836
7/17/2019 7:55,239,0.578,23.24,7.666,23.38,23.98205267
7/17/2019 7:55,239,1.009,23.25,7.664,23.35,24.00656696
7/17/2019 7:56,239,2.082,23.02,7.67,23.19,23.84432206
7/17/2019 7:57,239,2.291,22.78,7.646,23.03,23.67065576
7/17/2019 7:58,239,2.512,22.48,7.607,22.86,23.43800502
7/17/2019 7:58,239,2.513,22.48,7.607,22.86,23.43800502
7/17/2019 7:59,239,2.783,21.87,7.56,22.52,22.95744842
7/17/2019 7:59,239,2.976,21.55,7.483,22.36,22.69433937
7/17/2019 8:00,239,3.28,20.9,7.057,21.71,22.30139752
7/17/2019 8:01,239,3.551,20.43,7,21.23,22.01525227
7/17/2019 8:02,239,3.775,20.01,6.994,21.05,21.6428444
7/17/2019 8:02,239,3.85,19.66,7.022,20.84,21.35693677
7/17/2019 8:03,239,3.988,19.13,7.081,20.78,20.80709334
7/17/2019 8:04,239,4.274,17.76,7.771,20.59,19.39353702
7/17/2019 8:06,239,4.537,16.12,8.57,20.51,17.63211232
7/17/2019 8:07,239,4.77,15.12,9.15,20.44,16.56253012
7/17/2019 8:07,239,4.769,15.13,9.15,20.43,16.57695245
7/17/2019 8:08,239,5.013,14.33,9.43,20.29,15.74657789
7/17/2019 8:09,239,5.249,13.6,9.56,20.04,15.02324184
7/17/2019 8:09,239,5.485,12.69,9.59,19.79,14.09234316
7/17/2019 8:10,239,5.786,11.66,9.47,19.38,13.06211337
7/17/2019 8:11,239,6.055,10.63,9.03,18.94,12.02143276
7/17/2019 8:12,239,6.254,10.31,8.93,18.89,11.67215179
7/17/2019 8:13,239,6.517,8.83,8.13,18.31,10.12358106
7/17/2019 8:15,239,6.787,8.33,7.539,18.05,9.605018132
7/17/2019 8:16,239,6.997,7.92,7.381,17.93,9.156461028
7/17/2019 8:17,239,7.256,7.519,6.824,17.82,8.714023795
7/17/2019 8:18,239,7.526,7.238,6.675,17.71,8.408838226
7/17/2019 8:18,239,7.808,7.016,6.619,17.57,8.176327109
7/17/2019 8:19,239,8.07,6.867,6.535,17.51,8.013387153
7/17/2019 8:20,239,9,6.404,6.304,17.32,7.504875122
7/17/2019 8:21,239,10.01,6.031,6.056,17.12,7.099537135
7/17/2019 8:22,239,11.03,5.714,6.13,16.9,6.759810243
7/17/2019 8:23,239,11.96,5.545,6.408,16.78,6.577714301
7/17/2019 8:23,239,13.05,5.384,6.33,16.75,6.391073389
7/17/2019 8:24,239,14.1,5.251,6.463,16.63,6.250200861
7/17/2019 8:25,239,15.07,5.18,6.54,16.6,6.169898518
7/17/2019 8:26,239,16,5.088,6.512,16.59,6.061696346
7/17/2019 8:26,239,17.1,5.035,6.41,16.57,6.001284883
7/17/2019 8:27,239,17.97,4.946,6.323,16.55,5.897889948
7/17/2019 8:28,239,19.02,4.871,6.249,16.54,5.80977894
7/17/2019 8:29,239,20.05,4.806,6.12,16.53,5.733557776
7/17/2019 8:29,239,21.07,4.704,5.986,16.48,5.618272763
7/17/2019 8:30,239,21.95,4.643,5.864,16.44,5.550481528
7/17/2019 8:31,239,23.01,4.578,5.744,16.42,5.475277531
7/17/2019 8:32,239,24.01,4.524,5.579,16.36,5.418119802
7/17/2019 8:33,239,25.03,4.521,5.179,16.35,5.415765736
7/17/2019 8:34,239,26.02,4.484,4.782,16.33,5.373902059
7/17/2019 8:35,239,27.04,4.475,3.855,16.37,5.358209795
7/17/2019 8:36,239,28.02,4.468,3.51,16.38,5.348605029
7/17/2019 8:37,239,29.09,4.457,2.98,16.42,5.330561808
7/17/2019 8:39,239,30.04,4.447,2.549,16.43,5.317387151
7/17/2019 8:39,239,30.82,4.442,2.292,16.62,5.288460394
7/17/2019 10:00,114,0.117,23.8,7.452,11.6,31.98666774
7/17/2019 10:00,114,0.124,23.83,7.418,11.6,32.02698707
7/17/2019 10:01,114,0.509,23.82,7.406,11.55,32.05468944
7/17/2019 10:02,114,1.034,23.82,7.37,11.54,32.06293057
7/17/2019 10:03,114,1.083,23.81,7.281,11.49,32.09072199
7/17/2019 10:04,114,2.091,23.38,6.643,11.84,31.22979681
7/17/2019 10:06,114,3.034,21.37,4.25,12.3,28.21382834
7/17/2019 10:10,114,2.24,23.16,6.133,11.82,30.95172547
7/17/2019 10:10,114,2.488,22.89,6.181,11.84,30.57528011
7/17/2019 10:11,114,2.79,21.91,5.192,12,29.1472662
7/17/2019 10:13,114,3.051,21.16,4.185,12.35,27.90139573
7/17/2019 10:14,114,3.264,20.89,3.504,12.58,27.38673638
7/17/2019 10:15,114,3.522,20.47,2.783,12.89,26.62940891
7/17/2019 10:16,114,3.796,19.99,2.133,13.13,25.85082046
7/17/2019 10:17,114,4.068,19.55,1.689,13.48,25.06513088
7/17/2019 10:18,114,4.347,19.08,0.569,14.36,23.94650441
7/29/2019 8:21,442,0.084,22.69,7.73,18.56,25.87240991
7/29/2019 8:22,442,0.566,22.73,7.73,18.47,25.96892184
7/29/2019 8:23,442,1.075,22.73,7.73,18.48,25.96325622
7/29/2019 8:24,442,2.018,22.74,7.729,18.49,25.96901305
7/29/2019 8:25,442,2.966,22.72,7.732,18.45,25.96883055
7/29/2019 8:26,442,3.289,21.47,8.66,18.06,24.75082022
7/29/2019 8:27,442,3.5,21,8.84,17.94,24.27313519
7/29/2019 8:29,442,3.762,19.87,10.53,17.81,23.03311459
7/29/2019 8:31,442,4.003,18.49,11.86,17.49,21.58637058
7/29/2019 8:32,442,4.281,16.49,12.45,16.84,19.53458178
7/29/2019 8:34,442,4.563,14.91,12.78,16.23,17.91006051
7/29/2019 8:35,442,4.777,13.6,12.86,15.7,16.53756825
7/29/2019 8:35,442,4.792,13.29,12.92,15.61,16.19446025
7/29/2019 8:40,442,5.054,12.26,12.39,15.42,15.00571588
7/29/2019 8:40,442,5.054,12.2,12.38,15.37,14.9497529
7/29/2019 8:41,442,5.189,11.72,12.17,15.16,14.43250219
7/29/2019 8:42,442,5.617,10.78,11.58,14.92,13.35030812
7/29/2019 8:44,442,5.757,10.22,11.21,14.8,12.69281403
7/29/2019 8:45,442,6.092,9.27,10.29,14.63,11.55956919
7/29/2019 8:46,442,6.282,8.96,9.65,14.53,11.19967801
7/29/2019 8:47,442,6.535,8.28,9.61,14.35,10.39437097
7/29/2019 8:48,442,6.756,7.772,8.16,14.21,9.789510411
7/29/2019 8:50,442,7.043,7.35,7.461,14.2,9.260192511
7/29/2019 8:51,442,7.244,7.102,6.943,14.19,8.949893451
7/29/2019 8:52,442,7.547,6.783,6.274,14.17,8.552008644
7/29/2019 8:54,442,7.805,6.413,5.595,13.99,8.12071282
7/29/2019 8:55,442,8.04,6.219,5.007,13.98,7.87695784
7/29/2019 8:59,442,10.04,5.079,0.9,14.44,6.362237944
7/29/2019 9:00,442,10.99,4.905,0.119,14.06,6.200650784
7/29/2019 9:01,442,12.09,4.711,0.07,17.14,5.543174635
7/29/2019 9:01,442,12.94,4.639,0.065,21.91,4.929961391
7/29/2019 9:02,442,13.97,4.614,0.065,24.73,4.637917742
7/29/2019 9:02,442,15.05,4.592,0.062,27.25,4.402790096
7/29/2019 9:03,442,16.1,4.569,0.061,28.73,4.265138722
7/29/2019 9:04,442,16.89,4.554,0.055,114.8,1.677236868
7/30/2019 8:43,223,0.106,21.74,8.1,16.95,25.68995976
7/30/2019 8:44,223,0.552,21.64,8.12,16.78,25.67028629
7/30/2019 8:45,223,1.003,21.55,8.11,16.75,25.58091225
7/30/2019 8:46,223,2.022,21.44,8.05,16.69,25.48500557
7/30/2019 8:46,223,3.057,21.41,8.02,16.68,25.45512479
7/30/2019 8:47,223,3.254,21.39,8.02,16.67,25.4371225
7/30/2019 8:48,223,3.527,21.36,8.02,16.7,25.38414917
7/30/2019 8:49,223,3.74,21.3,8.14,16.8,25.25551946
7/30/2019 8:50,223,4.027,20.84,8.7,16.99,24.60422498
7/30/2019 8:50,223,4.251,19.36,9.81,17.05,22.82601647
7/30/2019 8:52,223,4.534,17.57,10.9,16.91,20.78107018
7/30/2019 8:53,223,4.751,16.29,11.49,16.7,19.35897893
7/30/2019 8:54,223,5.019,15.28,11.8,16.52,18.23319396
7/30/2019 8:54,223,5.271,14.14,11.89,16.16,17.01245013
7/30/2019 8:55,223,5.508,13.51,11.86,15.98,16.32198406
7/30/2019 8:56,223,5.778,12.66,11.7,15.67,15.40526432
7/30/2019 8:58,223,6.025,11.86,11.23,15.56,14.46877867
7/30/2019 8:58,223,6.248,11.2,11.35,14.97,13.85406475
7/30/2019 8:58,223,6.248,11.2,11.35,14.97,13.85406475
7/30/2019 8:59,223,6.51,10.37,11.29,14.72,12.90359509
7/30/2019 9:01,223,6.752,9.72,10.71,14.54,12.14675074
7/30/2019 9:02,223,7.026,9.11,10.32,14.42,11.41715606
7/30/2019 9:03,223,7.268,8.78,9.92,14.33,11.02733851
7/30/2019 9:04,223,7.555,8.27,9.03,14.36,10.37932869
7/30/2019 9:06,223,7.799,7.87,8.12,14.41,9.86548097
7/30/2019 9:07,223,8.05,7.582,7.277,14.42,9.502181918
7/30/2019 9:10,223,9.02,6.878,4.594,14.71,8.560465287
7/30/2019 9:11,223,10.1,6.377,1.369,16.13,7.677739612
7/30/2019 9:13,223,11.04,6.143,0.244,15.74,7.46294042
7/30/2019 9:14,223,11.97,5.952,0.128,26.46,5.790525408
7/30/2019 9:15,223,13.02,5.849,0.079,40.24,4.530301669
7/30/2019 9:51,224,0.015,22.2,8.06,15.12,27.36376052
7/30/2019 9:53,224,0.035,22.17,8.07,14.98,27.41714876
7/30/2019 9:54,224,0.512,22.25,8.1,15.01,27.49659845
7/30/2019 9:55,224,1.071,22.04,8.12,14.93,27.28860923
7/30/2019 9:55,224,1.949,21.98,8.11,14.91,27.22719846
7/30/2019 9:56,224,2.957,21.95,8.09,14.88,27.2093496
7/30/2019 9:57,224,4.001,21.86,8.07,14.87,27.10420239
7/30/2019 9:58,224,4.266,21.84,8.1,14.86,27.08581889
7/30/2019 9:59,224,4.459,21.82,8.1,14.86,27.06101502
7/30/2019 9:59,224,4.749,21.54,8.33,14.91,26.682159
7/30/2019 10:00,224,4.759,21.54,8.4,14.91,26.682159
7/30/2019 10:00,224,4.955,21.4,8.33,14.82,26.56530472
7/30/2019 10:01,224,5.084,21.26,8.6,14.88,26.35402153
7/30/2019 10:03,224,5.287,20.91,9.17,14.94,25.88338982
7/30/2019 10:04,224,5.531,19.59,10.27,14.7,24.38781481
7/30/2019 10:06,224,5.77,17.68,10.8,14.24,22.25343745
7/30/2019 10:06,224,5.772,17.83,10.81,14.25,22.43684525
7/30/2019 10:07,224,6.006,16.54,11.1,14.03,20.92418084
7/30/2019 10:07,224,6.064,16.17,11.22,13.89,20.52554014
7/30/2019 10:08,224,6.269,15.16,11.6,13.43,19.46052248
7/30/2019 10:09,224,6.517,14.61,11.71,13.33,18.80059657
7/30/2019 10:09,224,6.783,13.63,11.87,12.97,17.6960818
7/30/2019 10:10,224,6.975,13.24,11.98,12.79,17.26681004
7/30/2019 10:11,224,7.219,12.04,12.06,12.44,15.83993769
7/30/2019 10:11,224,7.502,11.42,12.06,12.29,15.08110385
7/30/2019 10:12,224,7.777,10.79,11.91,12.09,14.32138027
7/30/2019 10:13,224,8.07,10.09,11.86,11.9,13.45710132
7/30/2019 10:13,224,8.27,9.78,11.78,11.84,13.06361902
7/30/2019 10:15,224,8.51,9.39,11.44,11.69,12.59086137
7/30/2019 10:15,224,8.71,9.13,11.37,11.62,12.26421938
7/30/2019 10:16,224,9.04,8.68,11.28,11.53,11.68672574
7/30/2019 10:17,224,9.27,8.4,11.22,11.46,11.33013032
7/30/2019 10:18,224,9.53,7.962,10.81,11.39,10.75874706
7/30/2019 10:19,224,9.76,7.695,10.39,11.34,10.41139557
7/30/2019 10:19,224,10.01,7.523,10.23,11.3,10.18921079
7/30/2019 10:21,224,11.07,6.639,8.62,11.16,9.024598454
7/30/2019 10:23,224,12.02,6.089,7.97,11.01,8.309326943
7/30/2019 10:24,224,13.04,5.868,7.301,11,8.00982801
7/30/2019 10:26,224,13.98,5.53,5.93,10.99,7.55042606
7/30/2019 10:27,224,15.08,5.22,4.821,10.96,7.132745588
7/30/2019 10:28,224,16,5.153,3.749,11.09,7.017386177
7/30/2019 10:30,224,17.03,5.022,2.922,11.09,6.838989594
7/30/2019 10:31,224,18.02,4.972,2.169,11.27,6.739346424
7/30/2019 10:33,224,19.08,4.901,1.229,11.45,6.61229501
7/30/2019 10:34,224,20.06,4.868,0.652,11.77,6.514056472
7/30/2019 10:35,224,20.97,4.821,0.214,12.75,6.293528279
7/30/2019 10:36,224,22.01,4.805,0.108,15.53,5.866029888
7/30/2019 10:36,224,23.04,4.785,0.081,19.6,5.335280869
7/30/2019 10:37,224,23.99,4.767,0.076,21.95,5.061879808
7/30/2019 10:37,224,25.05,4.759,0.072,24.21,4.83190867
7/30/2019 10:38,224,26.04,4.762,0.064,241,0.929061963
8/6/2019 8:04,373,0.059,23.65,7.887,23.37,24.40995513
8/6/2019 8:05,373,0.564,23.66,7.899,23.17,24.51694063
8/6/2019 8:05,373,1.067,23.67,7.909,23.14,24.54187464
8/6/2019 8:06,373,2.057,23.67,7.905,23.12,24.55159881
8/6/2019 8:07,373,3.044,23.65,7.899,23.11,24.53571477
8/6/2019 8:08,373,3.473,23.59,7.846,23.1,24.47831817
8/6/2019 8:09,373,3.772,23.12,8.17,22.73,24.16784527
8/6/2019 8:09,373,4.003,22.81,8.37,22.55,23.92979475
8/6/2019 8:10,373,4.335,22.47,8.42,22.43,23.62992198
8/6/2019 8:11,373,4.577,22.28,8.44,22.3,23.4914543
8/6/2019 8:11,373,4.777,21.98,8.46,22.14,23.25005765
8/6/2019 8:12,373,5.107,21.37,8.5,21.96,22.68731634
8/6/2019 8:13,373,5.269,20.86,8.78,21.81,22.21344286
8/6/2019 8:15,373,5.516,19.22,11.37,21.5,20.59690296
8/6/2019 8:16,373,5.749,17.5,12.05,20.94,18.97113569
8/6/2019 8:17,373,5.979,15.93,12.61,20.16,17.55263587
8/6/2019 8:18,373,6.263,14.49,12.77,19.48,16.1977625
8/6/2019 8:19,373,6.516,13.61,12.9,19.13,15.32859622
8/6/2019 8:20,373,6.777,12.93,12.91,18.69,14.701886
8/6/2019 8:21,373,7.074,11.97,12.72,18.22,13.75068639
8/6/2019 8:22,373,7.261,11.41,12.78,17.9,13.20006016
8/6/2019 8:23,373,7.511,10.7,12.25,17.65,12.44743286
8/6/2019 8:25,373,7.788,9.97,11.64,17.41,11.66039594
8/6/2019 8:26,373,8,9.21,11.42,17.03,10.86375716
8/6/2019 8:27,373,8.13,9.01,11.36,16.98,10.63983052
8/6/2019 8:27,373,8.26,8.78,11.21,16.94,10.37758819
8/6/2019 8:29,373,8.51,8.22,10.45,16.7,9.768619202
8/6/2019 8:30,373,8.74,7.936,10.26,16.59,9.454721344
8/6/2019 8:30,373,9.01,7.671,10.23,16.47,9.164031505
8/6/2019 8:32,373,9.24,7.511,10.13,16.36,8.995468133
8/6/2019 8:33,373,9.53,7.074,9.52,16.23,8.497368747
8/6/2019 8:33,373,9.72,6.997,9.39,16.23,8.404875476
8/6/2019 8:34,373,10.01,6.721,9.26,16.17,8.084470143
8/6/2019 8:35,373,10.99,6.204,8.25,15.91,7.507433012
8/6/2019 8:36,373,12,5.831,7.482,15.87,7.062596822
8/6/2019 8:39,373,13.05,5.462,5.785,15.99,6.597343428
8/6/2019 8:40,373,14.01,5.278,5.371,15.92,6.385408652
8/6/2019 8:40,373,14.99,5.195,5.085,15.95,6.280640033
8/6/2019 8:42,373,16.05,5.064,3.314,16.4,6.059300739
8/6/2019 8:44,373,17.06,5.002,1.715,17.3,5.864490638
8/6/2019 8:46,373,17.98,4.941,0.591,17.93,5.712383073
8/6/2019 8:47,373,19.06,4.885,0.236,20.33,5.36339911
8/6/2019 8:48,373,20.04,4.851,0.123,33.08,4.202445059
8/7/2019 7:40,239,0.086,23.2,7.712,23.39,23.93605771
8/7/2019 7:41,239,0.511,23.21,7.713,23.37,23.95581643
8/7/2019 7:41,239,1.012,23.21,7.71,23.37,23.95581643
8/7/2019 7:42,239,2.018,23.2,7.709,23.36,23.95021658
8/7/2019 7:43,239,2.247,23.21,7.686,23.35,23.96526534
8/7/2019 7:44,239,2.522,23.19,7.698,23.35,23.94461453
8/7/2019 7:45,239,2.758,23.18,7.7,23.34,23.93901026
8/7/2019 7:46,239,3.005,22.91,7.601,23.02,23.81046413
8/7/2019 7:47,239,3.257,21.67,7.442,22.56,22.72927514
8/7/2019 7:48,239,3.49,21.07,7.165,22.32,22.20671745
8/7/2019 7:49,239,3.759,20.44,6.814,22.02,21.67361905
8/7/2019 7:50,239,4.011,19.45,6.607,21.87,20.68671381
