Wavelength (nm),Intensity (a.u.),Z Axis,
,l224_EM_270.00,l224_EM_272.00,l224_EM_274.00,l224_EM_276.00,l224_EM_278.00,l224_EM_280.00,l224_EM_282.00,l224_EM_284.00,l224_EM_286.00,l224_EM_288.00,l224_EM_290.00,l224_EM_292.00,l224_EM_294.00,l224_EM_296.00,l224_EM_298.00,l224_EM_300.00,l224_EM_302.00,l224_EM_304.00,l224_EM_306.00,l224_EM_308.00,l224_EM_310.00,l224_EM_312.00,l224_EM_314.00,l224_EM_316.00,l224_EM_318.00,l224_EM_320.00,l224_EM_322.00,l224_EM_324.00,l224_EM_326.00,l224_EM_328.00,l224_EM_330.00,l224_EM_332.00,l224_EM_334.00,l224_EM_336.00,l224_EM_338.00,l224_EM_340.00,l224_EM_342.00,l224_EM_344.00,l224_EM_346.00,l224_EM_348.00,l224_EM_350.00,l224_EM_352.00,l224_EM_354.00,l224_EM_356.00,l224_EM_358.00,l224_EM_360.00,l224_EM_362.00,l224_EM_364.00,l224_EM_366.00,l224_EM_368.00,l224_EM_370.00,l224_EM_372.00,l224_EM_374.00,l224_EM_376.00,l224_EM_378.00,l224_EM_380.00,l224_EM_382.00,l224_EM_384.00,l224_EM_386.00,l224_EM_388.00,l224_EM_390.00,l224_EM_392.00,l224_EM_394.00,l224_EM_396.00,l224_EM_398.00,l224_EM_400.00,l224_EM_402.00,l224_EM_404.00,l224_EM_406.00,l224_EM_408.00,l224_EM_410.00,l224_EM_412.00,l224_EM_414.00,l224_EM_416.00,l224_EM_418.00,l224_EM_420.00,l224_EM_422.00,l224_EM_424.00,l224_EM_426.00,l224_EM_428.00,l224_EM_430.00,l224_EM_432.00,l224_EM_434.00,l224_EM_436.00,l224_EM_438.00,l224_EM_440.00,l224_EM_442.00,l224_EM_444.00,l224_EM_446.00,l224_EM_448.00,l224_EM_450.00,l224_EM_452.00,l224_EM_454.00,l224_EM_456.00,l224_EM_458.00,l224_EM_460.00,l224_EM_462.00,l224_EM_464.00,l224_EM_466.00,l224_EM_468.00,l224_EM_470.00,l224_EM_472.00,l224_EM_474.00,l224_EM_476.00,l224_EM_478.00,l224_EM_480.00,l224_EM_482.00,l224_EM_484.00,l224_EM_486.00,l224_EM_488.00,l224_EM_490.00,l224_EM_492.00,l224_EM_494.00,l224_EM_496.00,l224_EM_498.00,l224_EM_500.00,l224_EM_502.00,l224_EM_504.00,l224_EM_506.00,l224_EM_508.00,l224_EM_510.00,l224_EM_512.00,l224_EM_514.00,l224_EM_516.00,l224_EM_518.00,l224_EM_520.00,l224_EM_522.00,l224_EM_524.00,l224_EM_526.00,l224_EM_528.00,l224_EM_530.00,l224_EM_532.00,l224_EM_534.00,l224_EM_536.00,l224_EM_538.00,l224_EM_540.00,l224_EM_542.00,l224_EM_544.00,l224_EM_546.00,l224_EM_548.00,l224_EM_550.00,l224_EM_552.00,l224_EM_554.00,l224_EM_556.00,l224_EM_558.00,l224_EM_560.00,l224_EM_562.00,l224_EM_564.00,l224_EM_566.00,l224_EM_568.00,l224_EM_570.00,l224_EM_572.00,l224_EM_574.00,l224_EM_576.00,l224_EM_578.00,l224_EM_580.00,l224_EM_582.00,l224_EM_584.00,l224_EM_586.00,l224_EM_588.00,l224_EM_590.00,l224_EM_592.00,l224_EM_594.00,l224_EM_596.00,l224_EM_598.00,l224_EM_600.00
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
230,27.4805603027344,57.6843719482422,104.229461669922,149.970367431641,196.301361083984,209.121551513672,256.596649169922,303.903991699219,341.370239257812,359.077911376953,371.125305175781,383.294128417969,388.194763183594,377.501312255859,365.545196533203,344.35400390625,330.863464355469,307.511322021484,289.904357910156,270.337341308594,247.815933227539,234.286163330078,221.251495361328,217.584518432617,237.692443847656,320.087646484375,476.994842529297,655.037658691406,752.629821777344,761.590759277344,761.972351074219,779.418518066406,824.239685058594,907.29736328125,999.821899414062,999.974792480469,999.974792480469,957.820251464844,905.457702636719,862.082275390625,835.690246582031,815.938354492188,798.862487792969,780.558471679688,738.340637207031,680.302124023437,630.367431640625,571.272338867188,531.62548828125,488.005096435547,458.217712402344,431.089263916016,389.797760009766,360.039276123047,331.498382568359,299.200134277344,275.427581787109,253.357772827148,234.094619750977,216.597747802734,174.932281494141,165.537872314453,155.277099609375,150.563415527344,141.8642578125,135.101608276367,127.373970031738,123.486183166504,116.031761169434,113.292106628418,110.257606506348,105.459373474121,102.973365783691,96.6290664672852,93.4393005371094,90.5758056640625,88.4285430908203,86.5933303833008,81.7776107788086,78.8271026611328,75.0605163574219,72.4986801147461,72.4140853881836,68.4314270019531,65.9140701293945,63.2272720336914,60.539794921875,59.3843116760254,57.5585403442383,54.5106735229492,52.9821739196777,51.6565933227539,49.3103866577148,47.979606628418,47.5246124267578,43.6470603942871,42.0258407592773,40.8225936889648,40.1951484680176,38.3755531311035,37.5451889038086,37.5308952331543,35.4276809692383,33.6685676574707,33.6994361877441,31.4525680541992,31.0327644348145,29.2365550994873,28.7805366516113,26.875602722168,27.3123912811279,25.10009765625,24.6732711791992,23.8248767852783,22.5754642486572,21.5462055206299,20.851245880127,20.7005825042725,18.8657207489014,18.6791839599609,17.3322811126709,16.4737815856934,16.3227214813232,15.5350122451782,15.0243587493896,14.9753713607788,13.8640413284302,13.2430934906006,13.0694675445557,12.9142246246338,11.3970146179199,11.5783576965332,11.1821556091309,10.5951719284058,9.49139595031738,9.77479076385498,9.07377624511719,8.87117767333984,8.07222080230713,7.88371086120605,7.78749418258667,7.42725467681885,6.66023015975952,6.5024938583374,5.83243656158447,5.52685022354126,5.52348232269287,5.34278249740601,4.97943639755249,5.00146484375,4.32485055923462,4.23918533325195,4.05763101577759,4.05082750320435,3.76599311828613,3.29445457458496,3.59793496131897,3.20084834098816,3.06421971321106,3.1672956943512,3.17643213272095,2.9001202583313,2.684161901474,2.52705669403076,2.3576774597168,2.34902286529541
235,15.1201066970825,28.9771118164063,50.8031883239746,75.7151184082031,98.7926635742188,106.063812255859,130.576889038086,156.484130859375,173.585235595703,184.662857055664,194.446731567383,201.519592285156,204.341094970703,205.989456176758,201.083084106445,190.983367919922,184.608291625977,179.741607666016,168.759094238281,158.267547607422,149.741912841797,140.267395019531,133.734939575195,128.909423828125,130.054946899414,141.163269042969,184.452514648438,244.171798706055,298.402557373047,327.856353759766,359.169036865234,387.273956298828,415.659576416016,452.900939941406,481.746337890625,514.735656738281,522.754577636719,522.381896972656,521.318237304687,512.488220214844,504.345245361328,498.266754150391,488.361907958984,477.108154296875,458.638763427734,438.591278076172,417.901489257812,393.819244384766,377.77392578125,354.605926513672,335.408477783203,315.048919677734,291.788543701172,276.307403564453,257.950958251953,244.194885253906,228.906936645508,210.856887817383,197.720611572266,192.698684692383,155.670059204102,149.375457763672,142.13606262207,135.566146850586,130.489593505859,128.477645874023,124.754684448242,120.620086669922,114.868476867676,112.855514526367,108.932861328125,109.68091583252,102.740081787109,100.639465332031,97.6002502441406,93.2410888671875,91.5822372436523,88.3948669433594,85.0917358398438,83.9411087036133,80.3161544799805,77.4603118896484,76.110954284668,72.5079803466797,70.9435577392578,70.265251159668,66.5137710571289,62.9761352539063,62.1891593933105,58.9579734802246,58.4792556762695,56.0046424865723,53.9178848266602,53.347469329834,51.8582763671875,45.9307022094727,45.12890625,44.2616882324219,43.7544746398926,43.9984550476074,39.9933395385742,39.5029716491699,36.9556617736816,37.3474235534668,35.2113990783691,34.5079917907715,33.1937065124512,33.0300102233887,31.1946144104004,29.6643142700195,29.6065349578857,28.0793991088867,26.682523727417,26.4305801391602,24.684118270874,24.6771125793457,22.6028633117676,22.7195129394531,20.6620235443115,20.0755367279053,18.7921695709229,18.99778175354,17.8691444396973,16.844446182251,16.6710567474365,16.1737041473389,15.496600151062,14.9289274215698,14.2440900802612,13.527813911438,13.3072757720947,12.5435657501221,12.0433464050293,11.1298170089722,11.5452260971069,10.7503137588501,9.54157733917236,9.45927619934082,9.29319667816162,8.58485984802246,8.61680793762207,7.28068542480469,7.4269323348999,7.76108121871948,7.50867128372192,6.43031358718872,6.25185251235962,5.67356729507446,5.1671986579895,5.46685647964478,4.35845899581909,4.7124662399292,4.42143297195435,4.4405632019043,3.50328421592712,3.84742641448975,3.72167062759399,3.76052069664001,3.28641843795776,3.14677810668945,3.48041963577271,3.14974880218506,2.84457850456238,2.6773247718811,2.99426937103271,2.89394521713257
240,4.71132373809814,6.72928047180176,10.5653495788574,14.2274074554443,17.7116870880127,19.4449501037598,23.3968906402588,29.5454273223877,32.1265335083008,36.4881210327148,41.5595169067383,41.791919708252,46.5544967651367,49.2905311584473,50.8662796020508,51.938591003418,51.5958404541016,52.2155303955078,51.4010848999023,53.1410789489746,51.3472137451172,50.1317672729492,49.044548034668,48.3036499023438,50.1396636962891,52.2694282531738,64.2478637695313,79.1016006469727,97.3864898681641,111.088607788086,133.20378112793,152.295440673828,173.845565795898,195.277908325195,214.488967895508,229.127059936523,235.397308349609,241.876739501953,250.33137512207,257.768280029297,258.918090820313,262.556945800781,258.073394775391,256.424926757813,255.257827758789,247.823287963867,239.061096191406,232.847930908203,222.419555664062,216.126525878906,203.079742431641,198.038040161133,188.03776550293,182.034805297852,172.449691772461,162.142333984375,155.135498046875,148.997055053711,143.786499023438,136.632705688477,112.334480285645,112.838737487793,108.428680419922,105.93505859375,104.00528717041,100.485488891602,97.98876953125,94.9109497070312,92.4607009887695,94.1180114746094,89.8825759887695,88.1853637695313,86.4802398681641,84.4997863769531,82.7019882202148,80.7147827148438,79.1021957397461,75.9749374389648,73.8962020874023,71.8115921020508,69.5930023193359,68.1825256347656,65.1703186035156,64.6814041137695,62.5530471801758,60.7285690307617,58.5220108032227,58.1228179931641,55.9121932983398,52.619930267334,53.0538330078125,50.4185981750488,48.313159942627,48.1080894470215,46.1423301696777,42.4155044555664,40.6484565734863,41.0825119018555,40.2092781066895,39.1936721801758,36.9841461181641,36.7064628601074,35.7970886230469,34.6791458129883,32.808536529541,31.9154529571533,31.0774440765381,31.0881595611572,28.0500602722168,28.4462223052979,27.3881168365479,27.2783336639404,25.4099807739258,24.4881496429443,23.0773067474365,22.5447368621826,21.9446125030518,21.1447238922119,20.5729160308838,18.5713481903076,18.8216876983643,17.6154899597168,17.6694278717041,16.2013912200928,15.3330917358398,15.7480936050415,14.0379590988159,13.6176176071167,13.2386140823364,12.8131132125854,13.1533002853394,12.1012496948242,12.0570878982544,11.014087677002,10.3941640853882,9.87504291534424,9.44559383392334,8.83157730102539,8.4702262878418,8.21573257446289,7.95464897155762,7.74730014801025,7.88429880142212,7.19572639465332,6.54452514648438,6.80685901641846,6.29367208480835,6.05500650405884,5.6088433265686,5.27086973190308,5.0396203994751,5.10774898529053,4.39814233779907,4.47582530975342,3.81731176376343,3.88309144973755,3.53665828704834,3.66501522064209,3.44443368911743,3.04519009590149,3.18700933456421,2.97222185134888,2.64396572113037,2.71346640586853,2.85979962348938,2.40700721740723
245,17.0565013885498,13.2100267410278,9.73092460632324,8.64970111846924,9.43459224700928,9.33327388763428,11.5479726791382,14.2487096786499,15.965386390686,17.7451915740967,19.7403316497803,21.8598041534424,23.7662906646729,24.7629013061523,26.1948089599609,26.2115173339844,27.5926513671875,28.1813926696777,27.819055557251,29.2866439819336,28.3647842407227,29.3193111419678,29.4432811737061,29.8971385955811,32.3059692382812,36.5119438171387,44.9152946472168,56.1154747009277,63.6427764892578,68.6169738769531,77.4050674438477,86.5900802612305,98.4676208496094,113.864776611328,125.854675292969,134.085723876953,136.567123413086,138.261474609375,141.58576965332,144.992294311523,146.747055053711,148.55485534668,149.917587280273,151.093200683594,146.747161865234,143.861740112305,140.263778686523,134.744293212891,129.580307006836,127.068405151367,123.706901550293,119.078483581543,114.655799865723,108.484771728516,105.319969177246,101.780891418457,97.2283630371094,93.4291839599609,91.2533645629883,86.3901672363281,73.6699676513672,72.8878326416016,71.0615768432617,70.5935745239258,69.3885879516602,67.7331466674805,66.5847396850586,66.9386749267578,65.4064178466797,63.8703384399414,64.0589218139648,64.1513748168945,63.145622253418,60.5709991455078,61.5012283325195,60.0704803466797,58.6650619506836,56.9444389343262,55.910041809082,54.0994071960449,53.5431709289551,51.1544799804687,48.6282768249512,48.6406860351562,47.881420135498,46.4055023193359,45.0772285461426,44.2117919921875,43.7871437072754,42.0520820617676,40.5883331298828,39.2346420288086,39.0717124938965,37.3884963989258,37.3980369567871,35.6040649414063,34.0090103149414,32.8769683837891,32.2876586914063,31.4619102478027,30.2620830535889,30.1458148956299,29.2812385559082,28.6304912567139,27.5040626525879,26.8649101257324,25.9354972839355,24.5814075469971,24.1682319641113,23.2198486328125,22.8893299102783,22.6519374847412,21.7258110046387,21.1554489135742,20.5259571075439,19.4680519104004,18.6894264221191,17.9931201934814,17.2168922424316,16.9973220825195,16.2874698638916,15.5708055496216,15.0392627716064,14.7982511520386,14.0693864822388,13.2401838302612,13.1672792434692,12.7538633346558,11.8633756637573,11.6597023010254,10.8812704086304,10.8372211456299,9.99261665344238,9.69163131713867,9.71147060394287,8.95593643188477,8.64173793792725,8.37792491912842,8.00587272644043,7.69271802902222,6.94180965423584,6.99622440338135,6.90280246734619,6.05909538269043,6.34817028045654,5.73664999008179,5.56092739105225,5.22839593887329,5.04240703582764,4.60589027404785,4.18302154541016,4.18916320800781,4.16770839691162,3.95081353187561,4.00285863876343,3.95957207679749,3.55939221382141,3.22496676445007,3.08847665786743,2.9848792552948,3.00180196762085,2.61259412765503,2.47025561332703,2.50579786300659,2.3328161239624,2.17535877227783
250,13.8326501846313,21.0887813568115,24.7892761230469,21.5185623168945,17.4719047546387,13.2611646652222,14.0043821334839,16.0708560943604,17.0713653564453,19.010555267334,20.8008422851562,21.7935771942139,22.9287071228027,24.145112991333,25.1301879882813,24.5602912902832,25.3319454193115,25.0676155090332,24.860221862793,26.3974075317383,25.4647464752197,26.5717163085938,26.9515361785889,27.9127998352051,29.82297706604,35.611888885498,45.7484970092773,57.4491500854492,63.4307708740234,65.6598510742188,69.3277587890625,74.3368911743164,80.8133773803711,89.0840606689453,99.277099609375,103.658729553223,103.943420410156,103.034591674805,101.144096374512,101.225761413574,100.600379943848,100.051300048828,102.37336730957,101.538795471191,97.854621887207,94.1370391845703,90.0864334106445,86.4887390136719,82.3037567138672,81.7691192626953,77.1863708496094,76.2298355102539,72.3462753295898,68.5257720947266,65.7568588256836,63.3625946044922,61.0727272033691,58.1852340698242,56.5718727111816,54.0575790405273,47.3330955505371,46.7829856872559,45.9434051513672,45.3564186096191,46.2440071105957,45.3048400878906,44.611888885498,45.0393829345703,44.3844947814941,44.3624610900879,44.5839538574219,42.9890823364258,44.1494064331055,43.3500175476074,42.4025115966797,42.869930267334,41.9818916320801,41.2953224182129,40.9499702453613,39.6187553405762,38.570484161377,37.9402198791504,37.4304542541504,37.2240600585937,36.194694519043,34.6874084472656,33.9215888977051,33.4826736450195,33.1418724060059,31.6805362701416,31.8023834228516,31.0527572631836,30.9512138366699,29.6126556396484,28.6968250274658,26.6412143707275,26.953498840332,26.1465377807617,26.1328105926514,25.140832901001,24.6269683837891,24.5640926361084,24.1952457427979,22.6999492645264,22.8184299468994,21.5107192993164,20.8815765380859,21.6333351135254,20.463996887207,19.5126094818115,19.1599140167236,18.5593776702881,17.8291702270508,17.311897277832,17.2822132110596,17.1016941070557,16.3985652923584,15.4170255661011,14.6061315536499,14.586009979248,13.9338693618774,14.0044651031494,13.6067247390747,12.5215892791748,12.1473140716553,12.5605144500732,11.1617851257324,10.9344806671143,10.6362638473511,9.99164295196533,9.63665866851807,9.65225315093994,9.2879695892334,8.71427917480469,8.27686309814453,8.16702842712402,7.72477006912231,7.723792552948,7.08655261993408,6.75415897369385,6.61135911941528,6.41155481338501,6.32213926315308,5.73988246917725,5.66707372665405,5.28251695632935,4.90366983413696,5.03184032440186,4.5898323059082,4.19338226318359,3.91799592971802,3.58110857009888,3.58222937583923,3.31267881393433,3.30516195297241,3.42152976989746,3.09881663322449,2.93187260627747,2.85647559165955,2.55816531181335,2.68970823287964,2.81354451179504,2.15617513656616,2.22378492355347,2.09498238563538,1.93091118335724
255,4.63357019424438,6.70734357833862,11.5336322784424,18.5090599060059,28.6939926147461,28.1030006408691,28.6176986694336,28.5848579406738,26.2160167694092,25.6323089599609,29.1639499664307,29.6967658996582,30.4205436706543,32.3161354064941,32.9448890686035,32.1899185180664,31.8048305511475,31.1772270202637,30.9669990539551,32.0512657165527,32.1600189208984,32.4819717407227,32.0562286376953,33.6048431396484,36.0597381591797,43.8958015441895,56.378604888916,70.6274261474609,78.2289505004883,79.7227478027344,80.6037139892578,83.3761291503906,87.0539779663086,96.834098815918,105.994171142578,107.996109008789,107.454475402832,101.228004455566,99.5905151367187,96.40234375,93.2932586669922,92.8906097412109,94.1410675048828,91.7158508300781,86.0711898803711,81.9864196777344,76.3824157714844,72.8860092163086,69.3733139038086,64.0251693725586,61.9086647033691,61.472599029541,56.2852325439453,55.0917892456055,51.5402565002441,48.0081481933594,46.5607986450195,43.399658203125,43.5613670349121,41.1322479248047,34.9932518005371,34.5833969116211,34.3790016174316,33.4553871154785,33.4810218811035,33.500171661377,33.2468299865723,32.3513565063477,32.2504043579102,33.575080871582,32.1954574584961,32.8394927978516,32.0592231750488,32.4695205688477,32.3195304870605,32.4146308898926,30.8766593933105,30.4420204162598,30.2648429870605,30.2316055297852,29.1446952819824,29.0091323852539,28.5508098602295,28.0213146209717,27.7428874969482,27.2017154693604,26.4423198699951,26.9305667877197,26.3450775146484,25.9650192260742,25.1689395904541,24.6240329742432,25.2080135345459,24.3137397766113,23.8906898498535,22.6758975982666,21.5228652954102,21.8089771270752,21.432071685791,20.935359954834,19.7969341278076,19.6345634460449,19.8344612121582,19.6430377960205,18.5443744659424,18.2190341949463,18.2561893463135,16.5276393890381,18.2962265014648,16.9076404571533,16.7078514099121,15.9024486541748,16.592306137085,15.0114717483521,14.6062850952148,14.0177307128906,13.6693000793457,13.9228754043579,13.021484375,12.5368347167969,11.9787149429321,12.0426244735718,11.7805280685425,10.9329223632813,10.9643268585205,10.9658012390137,10.2321996688843,9.81297016143799,9.34710597991943,9.79679298400879,9.32649230957031,8.42678928375244,8.25276565551758,8.06693458557129,7.86713075637817,7.0201268196106,7.1258692741394,6.57928085327148,6.28518915176392,6.40332365036011,6.50705289840698,5.64336824417114,5.49186372756958,5.11559391021729,5.11699056625366,4.97343921661377,4.87931632995605,4.59437370300293,4.52081680297852,4.20590019226074,3.57791829109192,3.31043314933777,3.30058789253235,3.18383502960205,2.87124490737915,2.94542217254639,2.58661437034607,2.80703282356262,2.4880678653717,2.28155398368835,2.31486415863037,2.25482678413391,2.13809275627136,2.09492754936218,2.12339162826538,1.69190776348114
260,6.17338991165161,6.94023895263672,10.0507669448853,12.915376663208,16.859073638916,19.4989719390869,26.7081069946289,37.8934783935547,46.9436683654785,48.5045280456543,44.3033676147461,41.2522430419922,41.4332885742188,41.4327735900879,41.2821998596191,42.0083961486816,41.6168785095215,41.7847061157227,41.2414283752441,40.4620590209961,40.8044166564941,42.0762138366699,41.2059059143066,42.2213706970215,46.5637168884277,55.5461883544922,72.4482955932617,89.5575866699219,99.2036972045898,99.8335952758789,99.5314788818359,100.979690551758,106.623199462891,115.890350341797,123.637168884277,128.604507446289,126.455383300781,118.24439239502,112.751190185547,109.479270935059,104.584396362305,103.541694641113,103.146560668945,98.3045883178711,94.8206253051758,88.9315643310547,82.2841873168945,77.2447357177734,72.2263031005859,66.9917373657227,65.1258163452148,60.9793663024902,57.0034255981445,54.1388244628906,50.5306510925293,47.7726745605469,44.8718414306641,43.6364440917969,40.3221626281738,38.731258392334,32.8062400817871,32.1197166442871,31.1575756072998,30.7735290527344,30.3085193634033,30.1516857147217,29.5876522064209,29.0610256195068,28.7086372375488,29.3064556121826,28.3861255645752,28.5805282592773,28.3791275024414,28.0514335632324,28.1158542633057,28.5840282440186,27.8907108306885,27.3635501861572,27.0353889465332,26.1310653686523,26.7128200531006,25.9663772583008,25.9720668792725,24.7231941223145,24.3054904937744,24.6727313995361,24.6800689697266,23.9049205780029,23.2116680145264,22.0527210235596,23.0480270385742,22.316930770874,22.4147567749023,22.5693588256836,21.8757591247559,19.9279346466064,20.1498012542725,19.9502906799316,19.9676647186279,19.4563522338867,19.5532817840576,18.3930969238281,17.5486183166504,18.3095645904541,17.6194858551025,17.7052898406982,16.8751125335693,16.7133274078369,15.8016796112061,16.3682346343994,15.1501150131226,14.6763067245483,15.3090829849243,14.6709413528442,14.2900314331055,13.3406171798706,13.4347162246704,12.7042837142944,12.2870635986328,11.698504447937,11.9243421554565,11.349739074707,11.3939619064331,10.7690954208374,10.7750091552734,10.6358108520508,10.044114112854,9.12829303741455,9.06931972503662,9.11647510528564,8.88331604003906,8.08573436737061,8.05882740020752,7.74986600875854,7.07176828384399,6.99770545959473,7.08538770675659,6.23318767547607,6.60000038146973,6.31462860107422,5.88741827011108,5.42014932632446,5.22641181945801,5.28902721405029,4.6702823638916,4.87848663330078,4.5540943145752,4.49721717834473,4.10271978378296,4.10221862792969,3.72335433959961,3.41381287574768,3.39952850341797,3.37033104896545,2.84194445610046,2.910973072052,2.8901469707489,2.74459433555603,2.33400702476501,2.51355648040771,2.5159592628479,2.16844511032104,2.09034132957458,2.10122299194336,1.80193614959717,1.69171416759491
265,71.5356826782227,24.1976070404053,11.7992038726807,12.565598487854,14.9879302978516,16.1267967224121,20.1924915313721,25.7770690917969,32.4538383483887,40.6755905151367,48.7493782043457,51.5697250366211,51.7506217956543,48.2098503112793,46.4077529907227,43.7366828918457,44.1279296875,43.5498275756836,44.3258819580078,43.9465026855469,44.0759391784668,43.014461517334,44.6721267700195,45.9789772033691,49.7654876708984,59.6125602722168,77.9297714233398,96.7551803588867,107.168243408203,107.811134338379,107.503562927246,109.927787780762,114.757667541504,123.818557739258,132.925369262695,138.010864257812,134.598434448242,126.497901916504,119.078254699707,114.224052429199,111.718376159668,108.819053649902,107.822410583496,103.887229919434,98.3758544921875,93.7931137084961,86.3455200195313,80.6674041748047,73.9522018432617,70.6889343261719,66.4623870849609,62.4880752563477,58.5412254333496,55.9045753479004,51.5951843261719,47.1063041687012,44.8277206420898,42.364501953125,40.2600021362305,37.9989395141602,31.3275661468506,30.0662021636963,30.4940910339355,29.4217796325684,28.7368316650391,28.938419342041,28.4958992004395,26.666690826416,26.0695323944092,26.4133892059326,26.0695648193359,25.9103355407715,25.8198471069336,24.8664035797119,25.0177631378174,25.7470798492432,24.6351280212402,25.1331596374512,24.8456020355225,23.952392578125,23.3697395324707,22.8325061798096,22.8262805938721,22.0282115936279,22.2003860473633,22.0279388427734,21.6529026031494,21.0870170593262,20.5385494232178,20.5610599517822,20.3041000366211,19.9479942321777,19.6055088043213,19.7508449554443,19.4602317810059,17.8268222808838,17.7437515258789,17.8257350921631,17.8149814605713,17.4499073028564,17.450704574585,16.2485542297363,16.2437877655029,15.3246383666992,15.6560401916504,15.2507009506226,14.7242431640625,14.9964008331299,13.9003782272339,14.0798063278198,13.6297950744629,13.4403142929077,13.8302488327026,12.9927597045898,12.5050964355469,11.7585325241089,11.9534673690796,11.7004871368408,11.5713262557983,10.6327247619629,11.1626205444336,10.224048614502,9.70779991149902,9.62413311004639,9.11401844024658,9.11783981323242,8.92359828948975,8.71422576904297,8.54611206054687,7.82416677474976,7.97570943832397,7.56485319137573,7.4843373298645,6.97324228286743,6.64295148849487,6.49335670471191,6.5694637298584,5.70607757568359,5.49772357940674,5.77379512786865,5.50699996948242,5.15169143676758,4.88711404800415,4.73738574981689,4.38497114181519,4.49541139602661,4.34819364547729,3.88183307647705,3.75636911392212,3.68507194519043,3.33653259277344,3.13849878311157,3.04718470573425,3.10214710235596,2.88236403465271,2.66500949859619,2.52389311790466,2.36189484596252,2.46470546722412,2.07773447036743,2.19841289520264,2.04709768295288,2.01418375968933,1.8635116815567,1.83090329170227,1.7160564661026
270,308.732635498047,284.040557861328,162.615081787109,59.8180465698242,21.8985061645508,14.8309936523438,17.5753059387207,22.4197444915771,26.7671508789062,30.506986618042,35.4595031738281,40.8353805541992,47.788028717041,55.7181396484375,59.9314765930176,59.4526710510254,56.1548042297363,51.6017761230469,50.0562477111816,47.8917427062988,49.3328704833984,49.5282020568848,50.8816871643066,52.2996406555176,56.5404891967773,67.9898223876953,88.3167266845703,109.379608154297,122.24291229248,121.122261047363,122.426658630371,124.24144744873,129.829452514648,139.780426025391,149.6328125,155.28532409668,150.304611206055,142.867935180664,135.516799926758,128.880096435547,125.67716217041,123.661178588867,120.472801208496,116.28409576416,110.63013458252,103.523918151855,98.6258850097656,89.9656066894531,82.9502334594727,78.4425811767578,73.3394393920898,68.8153076171875,63.5721435546875,60.2958717346191,55.3999519348145,51.8357238769531,48.1889991760254,44.8461837768555,43.5848426818848,40.0502891540527,33.3981704711914,32.490966796875,31.687141418457,30.1048011779785,30.4354972839355,29.7026100158691,28.0892295837402,27.2774810791016,27.1579704284668,26.1999282836914,25.9977855682373,25.9783401489258,26.1742839813232,25.2882232666016,25.5126209259033,24.5133571624756,24.7422828674316,23.601749420166,23.5188159942627,22.9067363739014,22.6666374206543,21.9628047943115,22.0462970733643,21.7535877227783,21.1876316070557,20.4065494537354,20.1688671112061,20.0204010009766,19.654483795166,19.3434295654297,19.4446773529053,19.0034046173096,18.3599681854248,19.0592784881592,18.2843532562256,17.2744407653809,16.5134372711182,16.7744064331055,16.4081592559814,16.5626220703125,16.1818542480469,15.8965950012207,15.0817232131958,14.8567209243774,14.4132614135742,14.4563817977905,13.6818342208862,14.1271286010742,13.6810426712036,13.3829193115234,13.0257921218872,12.9446001052856,12.5064992904663,11.9444198608398,11.9814701080322,11.3239307403564,11.695912361145,11.0085248947144,10.4989738464355,10.4622573852539,10.1547060012817,9.71378612518311,9.8018627166748,9.30268001556397,9.29332542419434,9.1933650970459,8.64197731018066,8.25021076202393,8.04991722106934,7.91533327102661,7.89920139312744,7.20886468887329,7.38670253753662,6.64149618148804,6.36312294006348,6.74540376663208,6.19128465652466,5.79249429702759,5.52978086471558,5.51583194732666,5.44485998153687,5.06401586532593,4.75183725357056,4.63372659683228,4.34172344207764,4.06309175491333,3.96335053443909,3.98610258102417,3.49772953987122,3.71894288063049,3.22511744499207,2.97984766960144,2.91054534912109,2.90800476074219,2.69382452964783,2.65297865867615,2.47388291358948,2.37339377403259,2.33333420753479,2.18546581268311,2.02551054954529,2.11346745491028,1.65841460227966,1.86378026008606,1.72806739807129,1.56321978569031
