Wavelength (nm),BLANK1,ELAFISH927,ELAFISH1013,ELAFISH1012,ELAFISH108,ELAFISH118,ELAFISH112,ELAFISH117,ELAFISH906,ELAFISH916,ELACTL3L224,ELACTL4L224,ELAFISH911,ELAFISH926,ELAFISH929,ELAFISH921,ELAFISH928,ELAFISH901,ELAFISH907,ELAFISH908,ELAFISH912,ELAFISH914,ELAFISH919,ELAFISH939,ELAFISH113,ELAFISH115,ELAFISH120,ELAFISH122,ELAFISH1001,ELAFISH1002,ELAFISH1005,ELAFISH1007,ELAFISH1008,BLANK2,ELAFISH109,ELAFISH930,ELAFISH903,ELAFISH1010,ELAFISH105,ELAFISH913,ELAFISH909,ELACTL2L222224,ELAFISH948,ELAFISH944,ELACTL1L239,ELACTL2L239,BLANK3,ELAFISH905,ELAFISH923,ELAFISH110,ELAFISH104,ELAFISH937,ELAFISH121,ELAPREFILTER1,ELAFISH915,BLANK4,ELAFISH946,ELAFISH1004,ELAFISH949,ELAFISH1015,ELAFISH932,ELAFISH922,ELAFISH1011,ELAFISH947,BLANK5,ELAFISH931,ELAFISH1009,ELAFISH902,ELAFISH1006,ELAFISH116,ELAFISH933,ELACTL1L222224,ELAFISH941,ELAFISH920,ELAFISH945,ELAFISH938,ELAFISH935,ELAFISH1003,ELAFISH934,ELAFISH943,ELAFISH1014,ELAFISH936,ELAFISH111,ELAFISH904,ELAFISH918,ELAFISH114,ELAFISH119,ELAFISH917,ELAFISH910,ELAFISH940,ELAFISH942
750.0554199,0.00021962,-0.000198086,-0.000532769,-7.42E-05,-0.000648218,-0.000327955,0.006494757,-0.000559915,-0.000343268,-2.09E-05,-0.000891012,-0.000718207,-0.000600915,-0.000334266,5.84E-05,-0.000621181,-0.000992989,-0.000760433,-0.000888222,0.000202968,-0.000957863,-0.000829267,-0.000775782,-0.000341147,-0.00086182,-0.000309745,-0.000267423,-0.000664295,-0.00045401,0.000158995,-0.000149026,-0.000220027,0.000227312,-0.004189613,-0.004516521,-0.00439779,-0.003186853,-0.003970768,-0.002720721,-0.003151698,-0.003893297,-0.004015141,-0.00332215,-0.004156129,-0.004033094,-0.003369877,0.000483767,0.000453215,-9.86E-05,-0.000308244,0.000133489,9.57E-05,-6.21E-06,-0.000332094,-7.12E-05,-0.000314504,0.004833119,-0.000276633,-0.000210971,-0.000788805,-0.000730043,0.001808036,0.002310816,-7.99E-05,-0.000810406,0.000211721,-0.00138605,-0.000773147,0.000374887,-0.00046125,0.000274763,-0.000951199,4.13E-05,-0.000243053,9.71E-05,-0.000346527,-0.000389151,0.001358807,-0.000895094,0.006873638,0.0005476,-0.000434822,-0.000622319,0.00047405,0.003955839,0.000448395,0.000966181,0.000178546,-0.000711902,-0.000470818,0.00088859
749.0647583,9.20E-05,2.51E-05,-0.000671687,-5.40E-05,-0.000373684,-0.000324489,0.006931447,-0.000706113,-0.000201191,0.000423727,-0.000475937,-0.000736194,-0.000535509,-4.71E-05,0.000248965,-0.000658557,-0.000597296,-0.000251953,-8.73E-05,-0.000164655,-0.000885484,-0.000910335,-0.000590161,0.000105887,-0.000750355,0.000169897,0.000161558,-0.000343837,-5.61E-05,0.000642084,0.000197995,0.000236222,0.000291289,-0.004342181,-0.004739547,-0.004585326,-0.003226629,-0.004085307,-0.002793823,-0.003552004,-0.004349202,-0.00447594,-0.003328213,-0.004153053,-0.004253805,-0.003607869,0.000227856,0.000167074,-0.000398823,-0.000580545,-0.000297069,-5.24E-05,-0.000474851,-0.000843994,-0.00051043,-0.000354803,0.004715344,5.05E-05,1.16E-05,-0.001018866,-0.000389564,0.001463623,0.002404383,-0.00010731,-0.000848283,0.000357503,-0.001304658,-0.000453492,0.000132997,-0.000183907,0.000501882,-0.000820534,-0.000227012,-9.80E-05,-0.000365563,-0.0002311,-0.000714693,0.001160412,-0.0006111,0.006749236,0.000816123,-0.00046456,-0.000801414,0.000337451,0.00377213,0.000538736,0.001145436,0.000323099,-0.000618441,-0.000171694,0.001228576
747.9321899,0.000149776,-0.000180232,-0.000660883,-3.99E-05,-0.000589386,-0.000254126,0.00645968,-0.000267061,1.14E-05,0.000662072,-0.00067696,-0.000312124,-0.000460836,-0.000139503,0.000210582,-0.000546109,-0.000784464,-0.000190479,-0.000522685,0.000204288,-0.000727821,-0.000788082,-0.000423185,4.01E-05,-0.000828182,-9.05E-05,-7.24E-05,-0.000548126,-0.00041584,0.000509942,0.00018326,-0.000182561,0.000377193,-0.004307888,-0.004560173,-0.004302813,-0.002888668,-0.003789844,-0.003061897,-0.003479029,-0.004534402,-0.004267493,-0.003226064,-0.004315014,-0.00408741,-0.00328305,0.000298982,0.000314344,-0.000246106,-0.000424633,-1.10E-05,0.000180592,0.000174092,-0.000318384,-1.72E-05,-7.73E-05,0.004912177,9.86E-05,0.000187429,-0.000922011,-0.000475886,0.001844351,0.002105691,0.000334342,-0.001017575,0.000170441,-0.001356995,-0.000451786,0.000404942,-0.000361839,0.000415099,-0.000749477,-5.51E-05,-0.000291326,0.000129242,-0.000412271,-0.000736762,0.001355795,-0.000672824,0.006924582,0.000784846,-0.000628988,-0.000920874,0.000334187,0.003437349,0.000571705,0.00101475,0.000122639,-0.000640774,-0.00034963,0.001013867
746.9407959,0.000264687,-0.00022577,-0.000597968,-0.000275546,-0.000267992,-0.000293137,0.006386776,-0.000734902,-0.000417599,0.000155499,-0.000631314,-0.000571238,-0.000564361,6.00E-05,-4.97E-06,-0.000525426,-0.000969382,-0.000435908,-0.00094562,-0.000315798,-0.000753456,-0.00081392,-0.000736866,-0.00010612,-0.000600191,-0.000328524,-0.000242122,-0.000329817,-0.000296448,0.000303982,-1.64E-05,-8.15E-05,0.000465187,-0.004200586,-0.004298097,-0.004432691,-0.003221901,-0.003873645,-0.003266813,-0.00320335,-0.003968254,-0.004173154,-0.003259106,-0.00423827,-0.003824023,-0.00353552,-1.80E-05,-0.000140124,-0.000350148,-0.000711695,-0.000444287,-5.90E-05,-0.000741982,-0.000785756,-0.000439321,4.15E-05,0.005162246,-0.000162585,0.000340663,-0.001122465,-0.00074529,0.001944344,0.002563297,1.01E-05,-0.001002854,0.000200896,-0.001375832,-0.000851383,7.77E-08,-0.000412168,0.00035442,-0.001249064,-0.000355269,-0.000193791,0.000215476,-0.000259973,-0.000949339,0.001132329,-0.000827872,0.006851022,0.000520542,-0.000372805,-0.000782707,0.000355663,0.003648168,0.000376804,0.001013504,3.95E-05,-0.000843219,-0.000148612,0.001168873
745.9490356,6.99E-05,-0.000372546,-0.00077232,-0.000179456,-0.000641343,-0.000318229,0.006209441,-0.000853243,-0.000509913,8.88E-05,-0.000958483,-0.000942262,-0.000785808,-0.000381805,0.000113836,-0.000875151,-0.000821258,-0.000305192,-0.000761467,-0.000106689,-0.000962254,-0.001172035,-0.000943915,-0.000367218,-0.000951405,-0.000448631,-0.000315901,-0.000953213,-0.000550298,0.000135353,-3.67E-05,-0.000324696,3.38E-05,-0.004008575,-0.004623387,-0.004533685,-0.002842586,-0.004083256,-0.002851741,-0.003480621,-0.004141361,-0.003979592,-0.003377275,-0.00423222,-0.004143822,-0.003322459,0.000347192,0.000285305,-0.000135984,-0.00046456,-0.000474024,0.000131495,-8.61E-05,-0.000206728,-0.000317246,0.000150527,0.004944249,-0.000304468,0.000126161,-0.000754335,-0.000502363,0.001671174,0.002646422,0.000430956,-0.000742706,0.000149181,-0.001140177,-0.000630228,0.0001642,-0.000363132,0.000603147,-0.000913125,4.25E-06,-0.00045282,-0.000251694,-0.000374409,-0.000943192,0.001349901,-0.000645375,0.007213869,0.000386131,-0.000331421,-0.000715881,0.000139781,0.003900488,0.00036284,0.000771647,0.000209105,-0.000833608,-0.000228461,0.001187173
744.9569092,9.32E-06,-0.00049833,-0.000797435,-0.000260542,-0.000581889,-0.000602104,0.006843211,-0.000798986,-0.000370063,0.000116295,-0.000618648,-0.001188454,-0.000826684,-0.000260387,0.000121422,-0.000877062,-0.000991542,-0.000640929,-0.000700117,1.94E-05,-0.001071857,-0.001161141,-0.000729888,-0.000234153,-0.000949494,-0.000456595,-0.000202899,-0.000428098,-0.000301622,0.000133048,-0.000238758,-0.000125477,0.00050266,-0.00418869,-0.00451068,-0.00437319,-0.002867325,-0.003963073,-0.002826795,-0.003549949,-0.004060381,-0.004059868,-0.003425407,-0.004095308,-0.003996469,-0.003515543,0.000151925,3.41E-05,-0.000198552,-0.000588765,-0.000198293,-6.01E-05,-0.000116316,-0.000385219,-0.000219975,0.000338125,0.005448788,-9.75E-05,0.000243215,-0.000865075,-0.000458768,0.001884751,0.002624572,0.000312556,-0.000766531,0.000574142,-0.000919531,-0.000515549,0.000691784,0.000170078,0.000415695,-0.00059895,9.23E-05,-0.000223804,5.78E-05,4.97E-05,-0.000478885,0.001475623,-0.000356717,0.00736468,0.000860058,-0.000172729,-0.000657782,0.001020432,0.003851647,0.000642836,0.001251576,0.000368203,-0.000286774,-7.22E-05,0.001222683
743.9644775,0.000124503,0.000327736,-0.000401513,-5.05E-05,-0.000442373,-0.000289257,0.006955225,-0.000458871,-0.00022189,0.000287559,-0.000957449,-0.000894577,-0.00027803,0.000117461,-6.75E-05,-0.000556709,-0.000756712,-0.00031378,-0.00079604,-6.21E-05,-0.000558002,-0.000967368,-0.00054735,-0.000238603,-0.00065375,0.000123675,-3.43E-05,-0.000772475,-0.000235861,0.000312427,-2.07E-06,-7.68E-05,0.000328047,-0.004373702,-0.004626922,-0.004368731,-0.003123891,-0.00413572,-0.003199341,-0.003522014,-0.004118233,-0.00426575,-0.003415647,-0.004515343,-0.00415013,-0.003371624,0.000335353,-0.00015622,-0.000188512,-0.000661917,-0.000345906,5.18E-05,-0.00028191,-0.000612134,-0.000528994,6.22E-05,0.005366094,0.000108528,0.000280928,-0.000807719,-0.000582613,0.002126501,0.002642698,0.000398231,-0.000924335,1.37E-05,-0.001296503,-0.000591816,0.00022423,-0.000293034,0.000150967,-0.000949907,-0.000219095,-0.000310779,-0.000182923,-9.62E-05,-0.000796247,0.000885944,-0.000650493,0.0068095,0.000447151,-0.00073914,-0.000799554,0.000447022,0.003638249,0.000523497,0.000682683,0.000236067,-0.000932033,-0.000451062,0.000928642
742.9716797,0.000396366,-7.40E-05,-0.000590833,-0.000399185,-0.000482143,-3.62E-05,0.0068166,-0.000617614,-0.000202019,0.00056875,-0.000793043,-0.000362873,-0.000238603,0.000245391,-3.99E-05,-0.000587421,-0.000984001,-0.000250193,-0.000569842,0.00023402,-0.000764309,-0.001066279,-0.000522272,-0.000131636,-0.000747564,0.000143018,-0.000120715,-0.000504587,-0.000167967,0.000408828,0.000277949,-8.87E-05,0.000397765,-0.004131002,-0.004674864,-0.004286666,-0.003339053,-0.00398703,-0.003327185,-0.003490584,-0.003994058,-0.004150079,-0.003592209,-0.004235194,-0.004072383,-0.003605353,0.000324783,-7.77E-05,-0.000516894,-0.000802758,-0.000254747,0.000103401,-0.00030276,-0.000627954,-0.000488504,1.22E-05,0.004576804,-0.000361477,-0.000264319,-0.001033896,-0.000747978,0.001433053,0.002418674,-0.000279892,-0.00082751,-0.000109536,-0.001323189,-0.000630952,0.000501519,-0.000250504,0.000256942,-0.000794593,-0.000127496,-0.000374202,0.00023832,-0.000242898,-0.000801673,0.001087899,-0.00061446,0.007037038,0.000503074,-0.000655973,-0.000948668,0.00034986,0.003748838,0.000394526,0.000969372,0.00016956,-0.000465594,-0.000327541,0.000910016
741.9785156,0.00038639,-6.63E-06,-0.000421426,-0.000151614,-0.000437253,-0.000393806,0.006573724,-0.000471593,-0.000217077,0.000319291,-0.000671946,-0.000629815,-0.000466629,-0.000247296,0.000109848,-0.000731646,-0.001000478,-0.000305657,-0.000628677,-0.00016626,-0.000843115,-0.001045104,-0.00062449,-8.80E-06,-0.000797642,-8.11E-05,-0.00034156,-0.000472266,-0.000212938,0.000417379,0.000111065,4.72E-05,0.000456299,-0.004077973,-0.004529382,-0.004401737,-0.003038403,-0.004117925,-0.003055317,-0.003331706,-0.004252728,-0.004158796,-0.003351846,-0.004377495,-0.004124848,-0.003364175,0.000403283,0.000263858,-0.000268665,-0.00042396,-0.000102238,0.000155654,-0.000279789,-0.000242898,-0.000333025,-0.000262663,0.004838616,-0.000528891,-0.00037384,-0.001240598,-0.000598485,0.001376958,0.002037155,-8.42E-05,-0.001126338,-5.02E-06,-0.001880834,-0.00096401,0.000352192,-0.000550401,0.00025961,-0.001245812,-0.000395616,-0.000665949,0.000185694,-0.000546833,-0.000818312,0.000740945,-0.000916431,0.006885683,0.000340249,-0.000678459,-0.00114596,5.04E-05,0.003657253,-5.96E-05,0.000890354,-1.83E-05,-0.000900932,-0.000693449,0.000552214
740.9850464,0.000197089,-0.000330386,-0.000643514,-0.000424271,-0.000960187,-0.000309745,0.00655856,-0.000698359,-0.00052465,2.99E-05,-0.000798882,-0.00105626,-0.000759813,-0.000434563,-0.000299553,-0.00074374,-0.000830094,-0.000573668,-0.000891942,0.000197892,-0.000982709,-0.001069481,-0.000887809,-0.000322213,-0.001007606,-0.000515394,-0.000252781,-0.001188041,-0.000582768,8.13E-05,-0.00011114,-0.000395099,0.000441295,-0.003824331,-0.004495258,-0.004254215,-0.002924564,-0.003667321,-0.00296709,-0.003388525,-0.004186075,-0.004256881,-0.00327596,-0.003966972,-0.003893862,-0.003346194,0.00017909,-6.36E-05,-0.000807254,-0.000823997,-0.000477334,-0.00012144,-0.000540008,-0.000642739,-0.000801673,0.000119584,0.005282106,5.68E-05,8.76E-05,-0.000972792,-0.000571497,0.001748462,0.002252292,-0.000213248,-0.000842857,0.000319861,-0.00135333,-0.000663623,0.000631144,-0.000293293,0.000421499,-0.000847508,-9.82E-05,-0.000193066,0.00035714,-0.000126874,-0.00075573,0.001017059,-0.000865954,0.00721029,0.000449095,-0.000407306,-0.000681974,0.000422846,0.003858359,0.000481694,0.000597367,0.000368954,-0.000447752,-0.000305657,0.000964624
739.9911499,-2.81E-05,-0.000164448,-0.000473455,-0.000388685,-0.0008411,-0.000176817,0.006728545,-0.000741,-0.000662899,0.000462155,-0.000816865,-0.000786428,-0.000721515,-0.00018696,0.000135923,-0.000693862,-0.000750459,-0.000527494,-0.000603655,7.66E-05,-0.001020313,-0.001346879,-0.000790976,-0.000277099,-0.000740484,-0.000308813,-7.23E-05,-0.000448941,-0.000356976,0.000199109,-0.000158911,-0.000209264,0.000738118,-0.004274875,-0.004725976,-0.004745846,-0.003154628,-0.004311323,-0.003330987,-0.003796054,-0.004356737,-0.004353405,-0.003283462,-0.004354789,-0.004513242,-0.003951735,0.000508491,8.71E-05,-0.000113107,-0.000331162,-4.56E-05,0.000252591,-0.000182665,-0.000373012,-0.000340578,-3.24E-05,0.00505195,-0.000247451,-0.00014385,-0.001006212,-0.000452199,0.001539316,0.002421224,6.83E-05,-0.00081237,0.000777585,-0.001305639,-0.00067422,0.000714626,-0.00029112,0.000521371,-0.000496882,5.41E-06,-0.000321333,0.000584458,7.40E-06,-0.000453492,0.001258222,-0.000407513,0.00750061,0.000927889,-0.000277512,-0.000429081,0.000675268,0.00405645,0.000766279,0.001079465,0.000548378,-0.000456492,-0.000385426,0.001220866
738.9969482,1.45E-05,-3.83E-05,-0.00061994,-0.000263957,-0.000918343,-0.000440718,0.006552332,-0.000614305,-0.000722291,0.00011368,-0.001148852,-0.000921701,-0.000685799,-2.30E-05,-0.000119887,-0.000889824,-0.001085491,-0.000568446,-0.000629298,-3.33E-05,-0.000979972,-0.000836605,-0.000788599,-0.000147111,-0.000909818,-3.35E-05,-0.00031528,-0.000717639,-0.000357442,0.000145866,-0.000116523,-0.000220958,0.000246478,-0.00404089,-0.004564425,-0.00445324,-0.003290809,-0.004167,-0.00296529,-0.003517341,-0.004213097,-0.00422617,-0.00326928,-0.004434279,-0.004136438,-0.003666191,0.000119558,-0.00017071,-0.000285532,-0.000326093,-0.000139917,0.000162128,-0.000322109,-0.000407151,-0.000315073,0.000316753,0.005167406,0.000132505,-1.57E-05,-0.000863422,-0.000411702,0.001964236,0.00246639,0.000203278,-0.001169815,6.57E-05,-0.0015167,-0.001009414,0.000347736,-0.000365822,0.000379602,-0.001077486,-0.000322782,-0.000568032,3.83E-05,-0.000332714,-0.000812473,0.000777404,-0.000942313,0.006903567,0.000531816,-0.000422874,-0.001084664,0.000434895,0.003707299,0.000364835,0.000758889,0.000125228,-0.000874841,-0.00018577,0.001029877
738.0024414,2.17E-05,-0.000168278,-0.000579511,-2.09E-05,-0.000790562,-0.000350355,0.006566128,-0.000481367,-0.000423547,0.000402688,-0.00066352,-0.000711902,-0.00038465,-0.000184786,0.000156587,-0.00052403,-0.000964578,-0.000267009,-0.000772165,0.000230964,-0.00107227,-0.001115752,-0.000705079,-2.77E-05,-0.000687091,8.70E-05,-0.00036008,-0.000837018,-0.000384443,-5.91E-05,3.54E-05,1.11E-05,0.000187351,-0.004156693,-0.004807292,-0.004419366,-0.00340712,-0.003976719,-0.003438042,-0.003859996,-0.004268108,-0.004594752,-0.00368113,-0.004436842,-0.004541832,-0.003723017,0.000347477,4.50E-06,-0.000145248,-0.000639792,-0.000236016,0.000108605,-9.91E-05,-0.000447855,-0.000116419,0.000115803,0.004747219,-0.000343526,-0.000103842,-0.00097398,-0.000594246,0.001732712,0.001879578,-0.000150992,-0.001078261,3.15E-05,-0.001561891,-0.000878096,0.000418674,-0.00022427,0.000479569,-0.000828802,-0.000131377,-0.000430374,0.00011368,-0.00019022,-0.000901035,0.001121092,-0.000759555,0.007140865,0.000420877,-0.000682284,-0.000793456,0.000233425,0.003378542,0.000614683,0.000721212,8.77E-05,-0.000817589,-0.000446976,0.001047418
737.0075073,0.000222081,0.00015972,-0.000571807,-0.000209626,-0.000503035,-0.000307313,0.006645581,-0.000670085,-0.000191876,0.000371597,-0.000785705,-0.00065835,-0.000375857,-0.00015063,0.000308463,-0.000581734,-0.000802913,-0.00034006,-0.000353407,0.000117538,-0.000924697,-0.000877889,-0.000680009,6.20E-05,-0.0007195,-3.39E-05,-0.000265147,-0.000364684,-0.000183907,0.000487473,0.000101148,-0.000135311,0.000484104,-0.004083205,-0.004462669,-0.004290151,-0.003025961,-0.003898479,-0.0029874,-0.003329857,-0.003982259,-0.00409536,-0.003326826,-0.004076845,-0.004031709,-0.003367463,0.00030595,-0.000167243,-0.000280565,-0.000554796,-0.000312073,-7.09E-06,-0.000154926,-0.000656903,-0.000438339,6.89E-05,0.004995857,3.61E-05,0.000165469,-0.000907183,-0.000358424,0.001688065,0.002226038,2.86E-05,-0.000920564,0.000265283,-0.001389714,-0.000637828,0.00035157,-0.00020885,0.000512974,-0.000616528,-0.00025335,-7.55E-05,0.000329006,-0.000225874,-0.000713401,0.001021729,-0.000808649,0.007110893,0.000541665,-0.000412271,-0.000732628,0.000348772,0.003711842,0.000665676,0.000879823,0.000155965,-0.000412168,-0.000107724,0.001390748
736.0122681,6.54E-05,-0.000131119,-0.000407513,-0.000273322,-0.000478885,-0.000331887,0.006671972,-0.000514257,-0.00039184,0.000306235,-0.00069562,-0.000587835,-0.000510844,-0.00024119,-4.68E-05,-0.0006446,-0.000886982,-0.000439373,-0.000501277,0.000160264,-0.000782759,-0.001105631,-0.0007794,-0.000338612,-0.000714899,-3.81E-05,-0.00039422,-0.000613788,-0.000415892,0.000125746,9.09E-05,-0.00020352,0.000272121,-0.004030786,-0.00410054,-0.003936087,-0.002688513,-0.003802777,-0.003007658,-0.003283924,-0.004135104,-0.003900634,-0.00328305,-0.003916437,-0.003892579,-0.003354722,0.000406004,1.44E-05,4.22E-05,-0.000466939,-7.04E-05,0.000234746,0.00012919,-0.000482815,-0.000216767,3.49E-06,0.005133274,-1.54E-05,-7.77E-06,-0.000797229,-0.000309175,0.001685492,0.002292158,4.28E-05,-0.000799089,0.000286134,-0.001291496,-0.000831076,0.000164951,-0.000207711,0.000579663,-0.000714124,-0.00014442,-0.000425874,0.000337088,-5.47E-05,-0.000818054,0.001156778,-0.000858358,0.007331138,0.000484908,-0.000484419,-0.000674168,0.000443705,0.003719909,0.000641021,0.000996354,0.000234875,-0.000781467,-0.000431563,0.001265076
735.0166626,-6.99E-05,0.000100915,-0.000382478,-9.29E-05,-0.000548281,-0.000180388,0.00690383,-0.000375598,-0.000141056,0.000372115,-0.000580183,-0.000541456,-0.000331835,5.44E-05,2.16E-05,-0.000437149,-0.000643152,-0.000271666,-0.000529149,0.000260905,-0.000620664,-0.000712418,-0.000724255,-0.000125839,-0.000775834,3.17E-05,-8.26E-05,-0.000465698,-0.000323351,0.000284632,0.000144261,-0.000136087,0.000613698,-0.004031812,-0.004339105,-0.004248268,-0.003005499,-0.003659723,-0.003133246,-0.003313159,-0.004124284,-0.003738262,-0.00325777,-0.003851375,-0.004147412,-0.003271232,0.000453785,0.000186238,-0.00018106,-0.000246106,-8.07E-05,0.000258859,-0.000197155,-0.000236326,-6.65E-05,-8.45E-05,0.004877044,-0.000154408,-0.000124701,-0.000722032,-0.000565396,0.001451442,0.002081085,0.000122354,-0.000790046,0.000603744,-0.001053626,-0.000411082,0.000560301,0.000171218,0.000682139,-0.000768185,2.06E-05,7.03E-05,0.000464047,-1.72E-05,-0.000337836,0.001580571,-0.000218785,0.007699262,0.000752691,3.03E-05,-0.000198604,0.000777352,0.00434255,0.000998456,0.001281172,0.000455703,-0.000269234,4.03E-05,0.001389423
734.020752,-1.03E-05,0.000196467,-0.000280617,-0.000249366,-0.00057796,-0.000305244,0.006590596,-0.000215835,-0.000175109,0.000671198,-0.000483539,-0.000495796,-0.000399444,1.66E-05,0.000181758,-0.000297069,-0.000641033,-0.000429029,-0.000392823,0.000149181,-0.000958586,-0.00081671,-0.000364373,5.82E-05,-0.000652251,-1.74E-05,-5.99E-05,-0.000310003,-0.000212006,0.000296703,5.49E-05,8.70E-05,0.000517976,-0.004182691,-0.004569087,-0.004273747,-0.003139928,-0.003887345,-0.003008995,-0.003524376,-0.00422253,-0.004242987,-0.003321945,-0.004187049,-0.004170436,-0.003462696,0.000505847,0.00034657,0.000101278,-0.000195343,0.000129553,0.000173186,0.000105446,-0.000279737,-1.85E-05,-8.93E-05,0.00470527,-0.000233118,-0.000443304,-0.001029971,-0.000733868,0.001438949,0.002005921,-0.000241863,-0.000590316,0.000419374,-0.001007555,-0.00066383,0.000359809,-0.000123044,0.000784665,-0.000654008,0.000155784,-0.000112331,0.000529069,6.48E-05,-0.000470818,0.001305214,-0.000184735,0.007475195,0.000644988,-0.000226702,-0.000529201,0.000861303,0.00412554,0.000857438,0.001489207,0.000421136,-0.00035232,-7.46E-05,0.001312406
733.0244751,-0.00016274,0.000227209,-0.00030038,-0.000313366,-0.000587369,-0.000213403,0.006637985,-0.000362821,-0.000234464,0.000586947,-0.000654577,-0.000703218,-0.000677735,-7.73E-05,1.88E-05,-0.000771389,-0.000826115,-0.000405289,-0.00079728,8.97E-05,-0.000782552,-0.001048564,-0.000553917,-9.53E-05,-0.000731232,-4.93E-05,-0.000148405,-0.000527856,-0.000379892,0.000370301,-1.01E-05,-0.000150061,0.000444405,-0.004113669,-0.004235245,-0.004021963,-0.003140647,-0.003788715,-0.002971409,-0.003212908,-0.004082794,-0.004039608,-0.003262086,-0.004041249,-0.003940654,-0.003209054,-0.000109225,-5.08E-05,-0.000355528,-0.000685437,-0.000187219,-0.0001129,-0.000423288,-0.000624593,-0.000482298,0.000162957,0.005167642,0.000210193,5.95E-05,-0.000757591,-0.000337267,0.001877524,0.002296373,0.00012818,-0.001223923,1.53E-05,-0.001295264,-0.000876752,-4.93E-05,-0.000186339,0.00013077,-0.00086895,-0.000128789,-0.000246365,7.80E-05,-0.000218888,-0.000954608,0.001145566,-0.000820018,0.007314184,0.000453163,-0.000505466,-0.000809528,0.00065878,0.00373406,0.000610846,0.000915931,0.000143432,-0.000472007,-0.000452355,0.001014231
732.027832,8.58E-05,0.000532179,-0.000322316,1.07E-05,-0.000249055,-0.000100322,0.00692879,-0.000299397,-4.64E-05,0.000625026,-0.000491141,-0.000423909,-0.000426236,0.000100838,0.000224308,-0.000457423,-0.000579407,-0.000174385,-0.000350769,0.000325586,-0.000759968,-0.000687608,-0.000582975,2.56E-06,-0.000504173,3.10E-05,0.000144778,-0.000518704,-0.000113055,0.000426474,0.000271888,-3.63E-05,0.000436061,-0.004089154,-0.004093975,-0.004064382,-0.003013776,-0.003717731,-0.00283019,-0.0031536,-0.003922235,-0.003782864,-0.003133709,-0.003864255,-0.004039608,-0.003405374,4.98E-05,0.000112127,-0.000216612,-0.000383926,-3.94E-05,-0.000137122,-0.000167346,-0.000457423,-0.000264474,-0.0002608,0.00477551,4.58E-06,-0.000228254,-0.000829267,-0.000407668,0.001687051,0.002115264,-8.83E-05,-0.000811078,0.000424893,-0.000983743,-0.000537526,0.000194059,-8.49E-05,0.000739389,-0.00083614,0.00023516,-0.000343319,0.000717452,0.000171606,-0.000501381,0.001469597,-0.000369339,0.007397302,0.000812933,-3.53E-05,-0.000538715,0.000904102,0.004128492,0.000637132,0.001001932,0.000329032,-0.000443873,-9.45E-05,0.001151406
731.0308228,-0.000126667,0.00052798,-0.00036458,-0.000147473,-0.000407358,-0.000407668,0.006776895,-0.000424478,-0.000216767,0.000569191,-0.000847559,-0.000452406,-0.000587576,-6.51E-05,0.000196312,-0.000572014,-0.000630228,-0.000352683,-0.000508672,-1.09E-05,-0.000904135,-0.001044794,-0.000531062,-7.46E-05,-0.000775265,-8.14E-05,-0.000201294,-0.000554227,-0.000467766,0.000297687,0.00013354,-8.47E-05,0.000459149,-0.004295329,-0.004216839,-0.004229913,-0.002853593,-0.003673635,-0.002964211,-0.003388576,-0.003989595,-0.004132592,-0.003348968,-0.004018578,-0.003976257,-0.003188651,0.000553069,0.00051129,6.34E-05,-0.000282531,0.000114561,0.000337425,-5.64E-05,-0.000161912,-3.34E-05,-0.000144264,0.004974988,7.87E-05,-0.000122837,-0.000541559,-0.000257179,0.001744564,0.002290882,7.61E-06,-0.000939265,0.000688647,-0.001030952,-0.000211282,0.000200559,0.000213482,0.000678354,-0.000787307,0.000188724,0.000137295,0.000519505,0.000131417,-0.000523306,0.001490324,-0.000469163,0.007487284,0.000543609,3.17E-05,-0.000757539,0.000944855,0.004081429,0.000709466,0.001093271,0.000473272,-0.00033199,1.97E-06,0.001194752
730.0335083,-0.000192549,0.000139859,-0.000295465,-0.000275443,-0.000666208,-9.81E-05,0.00684521,-0.000611824,-0.000204451,0.000502245,-0.000613633,-0.000715416,-0.000377823,-0.000152079,4.70E-05,-0.000531373,-0.000763172,-0.000443873,-0.000528115,2.59E-05,-0.000805807,-0.000978939,-0.000804773,-0.000173815,-0.000958069,-0.000166104,-0.000314401,-0.000610118,-0.00030721,0.000217108,-6.04E-05,-0.000344768,0.000285461,-0.004161821,-0.004376265,-0.004105258,-0.002824841,-0.003703563,-0.002699369,-0.00315103,-0.003883497,-0.004162539,-0.003278323,-0.003992006,-0.004026015,-0.003367,-2.66E-05,4.48E-05,-0.00018194,-0.000432546,-0.000341612,4.36E-05,-0.000580338,-0.000674685,-0.000532924,-0.000272028,0.005001199,-9.90E-05,-0.000305451,-0.000750975,-0.000614512,0.001692145,0.002285027,6.13E-05,-0.000833349,0.000530183,-0.000839343,-0.000408444,0.000257875,0.000240599,0.000484545,-0.000806582,0.000122069,0.000126653,0.000494522,4.83E-05,-0.000314608,0.001324298,-0.000236326,0.007368471,0.000619427,-2.93E-05,-0.000411289,0.000632233,0.004070429,0.000862911,0.000964494,0.000195457,-0.000401927,-9.90E-05,0.001192286
