ID,Site name,Species code,Sampling method,Incub. Container,Vol. pre-filtered water (L),Incub. Start time (24h),Incub. End time (24h),Time elapsed (min),Wet mass (g),Dry mass (g),Comments,SRP (ug/L),P excretion (ug),P excretion rate (ug/h/ind),NH4 (ug/L),N excretion (ug),N excretion rate (ug/h/ind),Ambient historical DOC (mg C/L),Ambient DOC (mg C/L),DOC (mg C/L),C excretion (mg),C excretion (mg/h/ind),RamanArea,A254,SUVA,SUVA.excretion,A280,A350,A440,S275to295,S350to400,SR,SR.excretion,BA,BA.excretion,FI,FI.excretion,HIX,HIX.ohno,HIX.ohno.excretion,PeakA,PeakB,PeakC,PeakD,PeakE,PeakM,PeakN,PeakP,PeakT,Ambient.RamanArea,Ambient.A254,Ambient.SUVA,Ambient.A280,Ambient.A350,Ambient.A440,Ambient.S275to295,Ambient.S350to400,Ambient.SR,Ambient.BA,Ambient.FI,Ambient.HIX,Ambient.HIX.ohno,Ambient.PeakA,Ambient.PeakB,Ambient.PeakC,Ambient.PeakD,Ambient.PeakE,Ambient.PeakM,Ambient.PeakN,Ambient.PeakP,Ambient.PeakT
402,L442,WS,TN,1L WP,0.5,10.27,10.56,29,19.75,4.9375,,105.6425545,41.66255328,86.19838609,365.698464,175.0004247,362.0698442,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
403,L442,WS,TN,1L WP,0.5,10.28,10.58,30,31.1,7.775,,149.4170344,63.54979324,127.0995865,351.1106864,167.706536,335.4130719,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
404,L442,WS,TN,1L WP,0.5,10.3,11,30,9.79,2.4475,,159.7078771,68.69521457,137.3904291,142.0192086,63.16079704,126.3215941,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
405,L442,WS,TN,1L WP,0.4,10.31,11.01,30,12.57,3.1425,,139.2797864,46.7849354,93.5698708,300.0534651,113.7423402,227.4846805,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
406,L442,WS,TN,1L WP,0.4,10.33,11.03,30,12.83,3.2075,,128.3745651,42.42284687,84.84569375,365.698464,140.0003398,280.0006795,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
407,L442,FM,TN,1L WP,0.3,11.07,11.44,37,1.68,0.42,,100.4203358,23.43086637,37.99599951,127.4314311,33.52014496,54.35699183,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
408,L442,FM,TN,1L WP,0.3,11.07,11.45,38,1.23,0.3075,,117.3157491,28.49949036,44.99919531,27.74828465,3.615201041,5.70821217,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
409,L442,FM,TN,1L WP,0.3,11.08,11.46,38,1.25,0.3125,,214.080389,57.52888232,90.83507735,120.1375423,31.33197834,49.47154474,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
410,L442,FM,TN,1L WP,0.3,11.08,11.47,39,1.37,0.3425,,56.03147723,10.11420879,15.56032121,132.2940236,34.97892272,53.81372726,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
411,L442,FM,TN,1L WP,0.3,11.09,11.49,40,1.31,0.3275,,100.4203358,23.43086637,35.14629955,37.47346967,6.532756546,9.799134819,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
412,L442,FM,TN,1L WP,0.3,11.09,11.49,40,1.45,0.3625,,77.53473053,16.56518478,24.84777717,42.33606218,7.991534298,11.98730145,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
413,L442,FM,TN,1L WP,0.3,11.11,11.5,39,1.34,0.335,,84.90727452,18.77694797,28.88761227,161.4695786,43.73158923,67.27936805,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
414,L442,FM,TN,1L WP,0.3,11.11,11.51,40,1,0.25,,50.80925857,8.547543188,12.82131478,86.09939475,21.12053407,31.6808011,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
415,L442,FM,TN,1L WP,0.3,11.12,11.52,40,1.19,0.2975,,79.68505587,17.21028238,25.81542356,127.4314311,33.52014496,50.28021745,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
416,L442,WS,TN,4L WP,4,10.09,11.44,35,159,39.75,,151.2601704,515.7708899,884.1786685,453.2251291,1750.110058,3000.188671,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
417,L442,WS,TN,4L WP,4,10.12,10.45,33,159,39.75,,199.9496797,710.528927,1291.870776,268.4466138,1010.995997,1838.17454,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
418,L442,WS,TN,4L WP,4,10.13,10.47,34,189,47.25,,233.7405063,845.6922335,1492.398059,372.9923527,1429.178953,2522.080505,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
419,L442,WS,TN,4L WP,4,10.15,10.48,33,202,50.5,,57.41382923,140.3855251,255.2464093,409.4617965,1575.056728,2863.739506,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
420,L442,WS,TN,4L WP,3,10.21,10.49,28,107,26.75,,80.9138132,175.7890958,376.6909195,78.80550599,189.3236744,405.693588,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
421,L442,WS,TN,4L WP,3,10.22,10.5,28,100,25,,185.3581864,489.1222153,1048.119033,355.9732789,1020.826993,2187.486414,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
422,L442,WS,TN,4L WP,3,10.24,10.52,28,138,34.5,,123.9203198,304.8086156,653.1613191,93.39328351,233.087007,499.4721578,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
423,L442,WS,TN,4L WP,2,10.25,10.53,28,57,14.25,,54.64912523,64.66335458,138.5643312,64.21772846,97.04022789,207.9433455,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
424,L442,WS,TN,4L WP,2,10.35,11.04,29,44.99,11.2475,,69.08702388,93.53915187,193.5292797,168.7634674,306.1317057,633.3759429,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
425,L442,FM,TN,1L WP,0.3,11.13,11.53,40,1.4,0.35,,63.55761589,12.37205038,18.55807557,20.45439589,1.427034412,2.140551619,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
426,L442,FM,TN,1L WP,0.3,11.14,11.54,40,1.54,0.385,,99.80595717,23.24655277,34.86982915,37.47346967,6.532756546,9.799134819,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
427,L442,FM,TN,1L WP,0.3,11.15,11.55,40,1.47,0.3675,,66.93669855,13.38577518,20.07866277,117.7062461,30.60258946,45.90388419,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
428,L442,FM,TN,1L WP,0.3,11.15,11.56,41,1.52,0.38,,89.66870918,20.20537837,29.5688464,139.5879123,37.16708935,54.39086246,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
429,L442,FM,TN,1L WP,0.3,11.16,11.57,41,1.29,0.3225,,73.69486387,15.41322478,22.5559387,30.17958091,4.344589917,6.357936464,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
430,L442,FM,TN,1L WP,0.3,11.17,11.58,41,1.35,0.3375,,81.22100253,17.67106638,25.86009713,42.33606218,7.991534298,11.69492824,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
431,L442,PD,TN,1L WP,0.4,11.18,11.59,41,6.6,1.65,,118.3909118,38.42938555,56.23812519,127.4314311,44.69352662,65.40516091,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
432,L442,PD,TN,1L WP,0.4,11.19,12,41,12.58,3.145,,272.5999569,100.1130036,146.5068345,504.2823504,195.4338944,286.000821,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
433,L442,PD,TN,1L WP,0.4,11.2,12,40,4.41,1.1025,,101.0347145,31.48690662,47.23035993,190.6451337,69.97900766,104.9685115,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
434,L442,CTL1,TN,1L WP,0.3,11.49,12.09,20,NA,NA,,23.31581328,0.2995096,0.898528799,13.87414233,-0.547041657,-1.641124971,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
435,L442,CTL2,TN,4L WP,3,11.55,12.09,20,NA,NA,,21.31908261,-2.995095996,-8.985287987,17.52108671,5.470416571,16.41124971,7.01,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8678669,19.09069156,2.802097689,13.37159716,3.857097958,0.75018616,0.018586405,0.019069913,0.974645511,0.480470182,1.271869846,7.425427331,0.881311658,1.193633097,0.157035654,0.680681338,0.288996275,0.064887781,0.682670796,0.307547769,NA,0.240891428
501,L375,FM,TN,1L WP,0.3,9.3,10.01,31,1.33,0.3325,,31.31657765,6.958145417,13.46737823,115.2749498,30.42024224,58.87788821,5.09,5.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5166573,16.17741011,2.842630489,11.40841638,3.247344113,0.67179475,0.019186439,0.018368877,1.044507995,0.49553903,1.297982357,7.626706982,0.884080913,1.079446382,0.14637085,0.602585729,0.260845712,0.062172393,0.607166062,0.260837172,NA,0.182604419
502,L375,FM,TN,1L WP,0.3,9.31,10.02,31,1.96,0.49,,24.0804111,4.787295451,9.265733132,139.5879123,37.714131,72.99509226,5.09,5.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5166573,16.17741011,2.842630489,11.40841638,3.247344113,0.67179475,0.019186439,0.018368877,1.044507995,0.49553903,1.297982357,7.626706982,0.884080913,1.079446382,0.14637085,0.602585729,0.260845712,0.062172393,0.607166062,0.260837172,NA,0.182604419
503,L375,FM,TN,1L WP,0.3,9.31,10.03,32,1,0.25,,11.89318322,1.131127088,2.120863289,30.17958091,4.891631574,9.171809202,5.09,5.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5166573,16.17741011,2.842630489,11.40841638,3.247344113,0.67179475,0.019186439,0.018368877,1.044507995,0.49553903,1.297982357,7.626706982,0.884080913,1.079446382,0.14637085,0.602585729,0.260845712,0.062172393,0.607166062,0.260837172,NA,0.182604419
504,L375,FM,TN,1L WP,0.3,9.31,10.04,33,1.2,0.3,,12.95956566,1.451041819,2.638257853,52.06124719,11.45613146,20.82932993,5.09,5.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5166573,16.17741011,2.842630489,11.40841638,3.247344113,0.67179475,0.019186439,0.018368877,1.044507995,0.49553903,1.297982357,7.626706982,0.884080913,1.079446382,0.14637085,0.602585729,0.260845712,0.062172393,0.607166062,0.260837172,NA,0.182604419
505,L375,FM,TN,1L WP,0.3,9.32,10.05,33,2.38,0.595,,25.60381458,5.244316497,9.535120903,107.981061,28.23207561,51.33104657,5.09,5.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5166573,16.17741011,2.842630489,11.40841638,3.247344113,0.67179475,0.019186439,0.018368877,1.044507995,0.49553903,1.297982357,7.626706982,0.884080913,1.079446382,0.14637085,0.602585729,0.260845712,0.062172393,0.607166062,0.260837172,NA,0.182604419
506,L375,FM,TN,1L WP,0.3,9.32,10.07,35,1.58,0.395,,24.38509179,4.87869966,8.363485132,59.35513596,13.64429809,23.39022529,5.09,5.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5166573,16.17741011,2.842630489,11.40841638,3.247344113,0.67179475,0.019186439,0.018368877,1.044507995,0.49553903,1.297982357,7.626706982,0.884080913,1.079446382,0.14637085,0.602585729,0.260845712,0.062172393,0.607166062,0.260837172,NA,0.182604419
507,L375,FM,TN,1L WP,0.3,9.33,10.08,35,1.56,0.39,,11.0553113,0.879765513,1.50816945,61.78643221,14.37368696,24.64060623,5.09,5.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5166573,16.17741011,2.842630489,11.40841638,3.247344113,0.67179475,0.019186439,0.018368877,1.044507995,0.49553903,1.297982357,7.626706982,0.884080913,1.079446382,0.14637085,0.602585729,0.260845712,0.062172393,0.607166062,0.260837172,NA,0.182604419
508,L375,FM,TN,1L WP,0.3,9.33,10.09,36,1.91,0.4775,,36.34380915,8.466314867,14.11052478,56.9238397,12.91490921,21.52484869,5.09,5.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5166573,16.17741011,2.842630489,11.40841638,3.247344113,0.67179475,0.019186439,0.018368877,1.044507995,0.49553903,1.297982357,7.626706982,0.884080913,1.079446382,0.14637085,0.602585729,0.260845712,0.062172393,0.607166062,0.260837172,NA,0.182604419
509,L375,FM,TN,1L WP,0.3,9.34,10.1,36,1.7,0.425,,18.82466907,3.210572844,5.350954741,81.23680224,20.20879797,33.68132996,5.09,5.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5166573,16.17741011,2.842630489,11.40841638,3.247344113,0.67179475,0.019186439,0.018368877,1.044507995,0.49553903,1.297982357,7.626706982,0.884080913,1.079446382,0.14637085,0.602585729,0.260845712,0.062172393,0.607166062,0.260837172,NA,0.182604419
510,L375,FM,TN,1L WP,0.3,9.34,10.12,38,2.64,0.66,,39.08593542,9.288952749,14.6667675,115.2749498,30.42024224,48.03196143,5.09,5.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5166573,16.17741011,2.842630489,11.40841638,3.247344113,0.67179475,0.019186439,0.018368877,1.044507995,0.49553903,1.297982357,7.626706982,0.884080913,1.079446382,0.14637085,0.602585729,0.260845712,0.062172393,0.607166062,0.260837172,NA,0.182604419
