Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MILLIQBLANK_EM_270.00,MILLIQBLANK_EM_272.00,MILLIQBLANK_EM_274.00,MILLIQBLANK_EM_276.00,MILLIQBLANK_EM_278.00,MILLIQBLANK_EM_280.00,MILLIQBLANK_EM_282.00,MILLIQBLANK_EM_284.00,MILLIQBLANK_EM_286.00,MILLIQBLANK_EM_288.00,MILLIQBLANK_EM_290.00,MILLIQBLANK_EM_292.00,MILLIQBLANK_EM_294.00,MILLIQBLANK_EM_296.00,MILLIQBLANK_EM_298.00,MILLIQBLANK_EM_300.00,MILLIQBLANK_EM_302.00,MILLIQBLANK_EM_304.00,MILLIQBLANK_EM_306.00,MILLIQBLANK_EM_308.00,MILLIQBLANK_EM_310.00,MILLIQBLANK_EM_312.00,MILLIQBLANK_EM_314.00,MILLIQBLANK_EM_316.00,MILLIQBLANK_EM_318.00,MILLIQBLANK_EM_320.00,MILLIQBLANK_EM_322.00,MILLIQBLANK_EM_324.00,MILLIQBLANK_EM_326.00,MILLIQBLANK_EM_328.00,MILLIQBLANK_EM_330.00,MILLIQBLANK_EM_332.00,MILLIQBLANK_EM_334.00,MILLIQBLANK_EM_336.00,MILLIQBLANK_EM_338.00,MILLIQBLANK_EM_340.00,MILLIQBLANK_EM_342.00,MILLIQBLANK_EM_344.00,MILLIQBLANK_EM_346.00,MILLIQBLANK_EM_348.00,MILLIQBLANK_EM_350.00,MILLIQBLANK_EM_352.00,MILLIQBLANK_EM_354.00,MILLIQBLANK_EM_356.00,MILLIQBLANK_EM_358.00,MILLIQBLANK_EM_360.00,MILLIQBLANK_EM_362.00,MILLIQBLANK_EM_364.00,MILLIQBLANK_EM_366.00,MILLIQBLANK_EM_368.00,MILLIQBLANK_EM_370.00,MILLIQBLANK_EM_372.00,MILLIQBLANK_EM_374.00,MILLIQBLANK_EM_376.00,MILLIQBLANK_EM_378.00,MILLIQBLANK_EM_380.00,MILLIQBLANK_EM_382.00,MILLIQBLANK_EM_384.00,MILLIQBLANK_EM_386.00,MILLIQBLANK_EM_388.00,MILLIQBLANK_EM_390.00,MILLIQBLANK_EM_392.00,MILLIQBLANK_EM_394.00,MILLIQBLANK_EM_396.00,MILLIQBLANK_EM_398.00,MILLIQBLANK_EM_400.00,MILLIQBLANK_EM_402.00,MILLIQBLANK_EM_404.00,MILLIQBLANK_EM_406.00,MILLIQBLANK_EM_408.00,MILLIQBLANK_EM_410.00,MILLIQBLANK_EM_412.00,MILLIQBLANK_EM_414.00,MILLIQBLANK_EM_416.00,MILLIQBLANK_EM_418.00,MILLIQBLANK_EM_420.00,MILLIQBLANK_EM_422.00,MILLIQBLANK_EM_424.00,MILLIQBLANK_EM_426.00,MILLIQBLANK_EM_428.00,MILLIQBLANK_EM_430.00,MILLIQBLANK_EM_432.00,MILLIQBLANK_EM_434.00,MILLIQBLANK_EM_436.00,MILLIQBLANK_EM_438.00,MILLIQBLANK_EM_440.00,MILLIQBLANK_EM_442.00,MILLIQBLANK_EM_444.00,MILLIQBLANK_EM_446.00,MILLIQBLANK_EM_448.00,MILLIQBLANK_EM_450.00,MILLIQBLANK_EM_452.00,MILLIQBLANK_EM_454.00,MILLIQBLANK_EM_456.00,MILLIQBLANK_EM_458.00,MILLIQBLANK_EM_460.00,MILLIQBLANK_EM_462.00,MILLIQBLANK_EM_464.00,MILLIQBLANK_EM_466.00,MILLIQBLANK_EM_468.00,MILLIQBLANK_EM_470.00,MILLIQBLANK_EM_472.00,MILLIQBLANK_EM_474.00,MILLIQBLANK_EM_476.00,MILLIQBLANK_EM_478.00,MILLIQBLANK_EM_480.00,MILLIQBLANK_EM_482.00,MILLIQBLANK_EM_484.00,MILLIQBLANK_EM_486.00,MILLIQBLANK_EM_488.00,MILLIQBLANK_EM_490.00,MILLIQBLANK_EM_492.00,MILLIQBLANK_EM_494.00,MILLIQBLANK_EM_496.00,MILLIQBLANK_EM_498.00,MILLIQBLANK_EM_500.00,MILLIQBLANK_EM_502.00,MILLIQBLANK_EM_504.00,MILLIQBLANK_EM_506.00,MILLIQBLANK_EM_508.00,MILLIQBLANK_EM_510.00,MILLIQBLANK_EM_512.00,MILLIQBLANK_EM_514.00,MILLIQBLANK_EM_516.00,MILLIQBLANK_EM_518.00,MILLIQBLANK_EM_520.00,MILLIQBLANK_EM_522.00,MILLIQBLANK_EM_524.00,MILLIQBLANK_EM_526.00,MILLIQBLANK_EM_528.00,MILLIQBLANK_EM_530.00,MILLIQBLANK_EM_532.00,MILLIQBLANK_EM_534.00,MILLIQBLANK_EM_536.00,MILLIQBLANK_EM_538.00,MILLIQBLANK_EM_540.00,MILLIQBLANK_EM_542.00,MILLIQBLANK_EM_544.00,MILLIQBLANK_EM_546.00,MILLIQBLANK_EM_548.00,MILLIQBLANK_EM_550.00,MILLIQBLANK_EM_552.00,MILLIQBLANK_EM_554.00,MILLIQBLANK_EM_556.00,MILLIQBLANK_EM_558.00,MILLIQBLANK_EM_560.00,MILLIQBLANK_EM_562.00,MILLIQBLANK_EM_564.00,MILLIQBLANK_EM_566.00,MILLIQBLANK_EM_568.00,MILLIQBLANK_EM_570.00,MILLIQBLANK_EM_572.00,MILLIQBLANK_EM_574.00,MILLIQBLANK_EM_576.00,MILLIQBLANK_EM_578.00,MILLIQBLANK_EM_580.00,MILLIQBLANK_EM_582.00,MILLIQBLANK_EM_584.00,MILLIQBLANK_EM_586.00,MILLIQBLANK_EM_588.00,MILLIQBLANK_EM_590.00,MILLIQBLANK_EM_592.00,MILLIQBLANK_EM_594.00,MILLIQBLANK_EM_596.00,MILLIQBLANK_EM_598.00,MILLIQBLANK_EM_600.00
275.0700073,10.70523167,48.36898804,91.25777435,99.25846863,69.68016052,24.9637146,6.400930882,2.298564911,1.678040862,1.686859131,1.478809118,1.581713796,1.851331472,2.129863501,4.808282375,9.850700378,15.76268291,17.41119766,14.625,8.725095749,4.306709766,2.175181627,1.334288001,1.234492183,0.902042627,0.750739157,0.879080176,0.670102835,0.615883052,0.762617886,0.596813917,0.787465096,0.726402938,0.6184448,0.552971661,0.66963917,0.54749167,0.558098197,0.514484167,0.493109614,0.561210334,0.523095906,0.485689074,0.472494632,0.466862321,0.472782314,0.463234305,0.384541959,0.432412595,0.392670363,0.351287574,0.380340755,0.337152779,0.283456534,0.488210052,0.3779881,0.233595014,0.346722364,0.347329259,0.355685174,0.156486154,0.288014799,0.265762359,0.385582536,0.255550146,0.241388187,0.333573401,0.280397922,0.28810358,0.267146587,0.317667186,0.227234349,0.261153668,0.374719143,0.322860718,0.407449245,0.256181121,0.338051349,0.294928104,0.272187918,0.276712358,0.275397271,0.255226493,0.252450645,0.330059677,0.233928025,0.18282713,0.168975517,0.144632459,0.174369931,0.255539685,0.179726914,0.22956574,0.202219754,0.150607854,0.175708145,0.169588685,0.139631361,0.223141193,0.196115166,0.16856043,0.243590549,0.13036187,0.203009695,0.146343216,0.204829663,0.181254998,0.186764389,0.185967878,0.102442048,0.209650293,0.158938318,0.167071715,0.046741992,0.136545315,0.081029564,0.114773475,0.120865621,0.114979245,0.119916342,0.092844814,0.155854613,0.086233623,0.116032161,0.081008695,0.097685225,0.092263684,0.029845921,0.132516205,0.029571647,0.109973572,0.11485038,0.103632949,0.128963143,0.164700419,0.111190788,0.06376949,0.019188138,0.064816147,0.123099767,0.041285686,0.069779709,0.018821983,0.115444206,0.058935396,0.0631295,0.041226856,0.071121745,0.024677837,-0.027245458,0.041396558,0.013374744,-0.021424334,0.007097645,0.053491719,0.052782305,0.007778239,0.041536249,-0.050035112,0.080845922,0.024510538,-0.044091225,0.053955026,0.048468374,0.012984086,0.047018424
280,0.779103816,1.25500381,4.04353857,18.93638229,60.87380981,81.41149139,86.23382568,49.88924026,18.39380074,4.911157131,2.370458603,1.758150816,1.625439405,1.484688401,1.492123365,1.582453012,2.180939674,3.795757294,8.422156334,13.54071617,16.33345604,13.58854294,9.99651432,4.914412022,2.663663387,1.258159637,0.845817864,0.811634958,0.749587595,0.675771594,0.653504372,0.516891599,0.554087341,0.689861834,0.59703517,0.618178487,0.537697792,0.574962199,0.458334148,0.526167691,0.433248073,0.428547591,0.43228969,0.43571654,0.525243223,0.449471742,0.449197024,0.506091774,0.31892845,0.452133358,0.417256415,0.46058479,0.346289188,0.320253581,0.312891126,0.436483085,0.378124982,0.386270255,0.310646921,0.390156209,0.357987285,0.273962051,0.342562705,0.324452281,0.312059641,0.383317441,0.26136902,0.261819273,0.260463953,0.204538047,0.20902887,0.248853102,0.267330796,0.218133315,0.329453349,0.259342819,0.271044731,0.211887464,0.288709134,0.204734907,0.290395081,0.305887878,0.244872734,0.270818979,0.271814257,0.178431332,0.24618189,0.296840489,0.152072951,0.306314498,0.283876836,0.229995772,0.241623804,0.14663583,0.156761289,0.142620921,0.182384104,0.0635968,0.187893018,0.181673288,0.248248801,0.163354859,0.15279074,0.19571808,0.121458657,0.148767963,0.199447453,0.063327,0.148934558,0.123308934,0.096072242,0.043090872,0.064085841,0.122254871,0.196796641,0.123344772,0.162706077,0.168332085,0.103522822,0.077088669,0.123114415,0.063318692,0.089716554,0.135124341,0.037495099,0.097289063,0.057772063,0.110451706,0.143010929,0.156493202,0.050448045,0.123220794,0.077153757,0.056488812,0.214743957,0.16340825,0.077279277,0.037539534,0.0242738,0.010676952,0.024087364,0.070886835,0.105065539,0.07064072,0.06324248,-0.048891641,0.004156858,0.037971832,0.010974346,0.084211886,0.057502441,-0.002355752,0.010982113,0.117947854,-0.075205848,0.024108371,-0.022300923,0.07644096,0.024216658,0.050043136,0.091921002,0.004206408,-0.002313101,0.017378302,0.070473999,0.004491767
285,0.433247864,0.496661872,0.769742489,0.859863102,1.833019137,7.268644333,41.72126389,79.47808838,98.32913208,69.32543945,31.14839363,8.096090317,2.564078093,1.50711906,1.324298859,1.123719811,1.216948748,0.978677511,1.091662288,1.550841928,3.588081121,8.594222069,13.26839828,16.04176712,14.08315563,9.056387901,4.248393059,2.014974356,1.08224833,0.731527328,0.711342514,0.640131116,0.499638647,0.486944407,0.534843326,0.51474905,0.491497725,0.44796741,0.449860007,0.448144168,0.433278233,0.435738087,0.408858329,0.357190102,0.369670898,0.490289479,0.360669523,0.44092831,0.393019795,0.378134102,0.410697758,0.370702118,0.303636551,0.347105503,0.363298535,0.308577657,0.332557291,0.335164785,0.253453016,0.319084167,0.253243893,0.29669553,0.370460182,0.302282125,0.243503079,0.282719076,0.303496063,0.187684149,0.229988083,0.255775332,0.22693783,0.236585155,0.230279937,0.315317035,0.271596253,0.276559889,0.272519737,0.295983404,0.388308287,0.201799423,0.072494633,0.182541013,0.27732271,0.23643817,0.207099885,0.209127307,0.189665586,0.192062393,0.126722991,0.178430617,0.180096149,0.220332935,0.128299132,0.212101057,0.176234603,0.198882401,0.166961402,0.15338397,0.088595137,0.069394611,0.198503032,0.161567122,0.135936081,0.192092136,0.120073147,0.132475659,0.117080174,0.04737746,0.12325903,0.110646211,0.063230567,0.090203464,0.079389825,0.145898849,0.096247226,0.126931101,0.118975587,0.025924208,0.088161632,0.142655551,0.073926672,0.105532013,0.036536261,0.03161341,0.099606067,0.058323883,0.099884234,0.059083723,0.105148561,0.105613723,0.096579403,0.016641473,0.059313893,0.047697321,0.058394589,0.048098795,0.016375376,0.08514262,0.073433451,0.084312543,0.06395337,0.027185632,0.036887035,0.038395986,0.05292771,0.097215757,0.00020471,0.042324767,0.069931626,-0.026147515,0.005718315,0.054566078,0.032132164,-0.005027563,0.047469459,-0.015596488,0.078867406,0.000357479,0.058443502,-0.010268213,0.06307099,0.027443884,-0.026220039,0.026924813,-0.031380229,-0.063775592
290,0.219774932,0.340147018,0.376043946,0.481060803,0.692179799,0.620893955,1.365376234,5.473341465,28.7439537,69.52981567,96.3264389,82.18267059,44.48885345,15.60575199,3.566768169,1.561146379,1.300378203,1.112504482,0.915872574,0.791474223,0.893251896,1.127351522,1.674193621,3.539959192,7.986216545,12.2754364,14.45758057,12.3765974,7.329890251,3.745234489,1.537445784,0.824117482,0.540557504,0.544770479,0.488264829,0.46171388,0.38338685,0.415137112,0.537126243,0.342560798,0.409636647,0.37713939,0.458405733,0.444451809,0.304971665,0.387332112,0.432383686,0.413686484,0.315492272,0.344009101,0.301887453,0.359124899,0.509884357,0.364414901,0.332438856,0.363476723,0.302068621,0.299595803,0.299060553,0.269863278,0.280083537,0.243532851,0.238319293,0.172438532,0.313139528,0.286904871,0.31563738,0.216596574,0.329773843,0.35342747,0.29032433,0.253692597,0.240657881,0.272547156,0.234694675,0.370318145,0.14092806,0.116362445,0.208375663,0.245295778,0.228478342,0.244839743,0.218254134,0.288239837,0.172684312,0.208519399,0.161180109,0.145146132,0.211019278,0.219099581,0.206470951,0.187577069,0.220823199,0.187949285,0.201978505,0.165782899,0.167374969,0.212094814,0.291429907,0.170618564,0.244695053,0.184129879,0.17082496,0.188965738,0.168058231,0.164282992,0.03939224,0.103314884,0.085122645,0.014584143,0.154439211,0.009403637,0.10497684,0.088715054,0.116284125,0.025246302,0.064538136,0.146749407,0.055453278,0.085589923,0.054281227,0.034485392,0.147333801,0.081333384,0.110321455,0.10181994,0.040005401,0.066761844,0.131653488,0.085299984,0.035357885,0.082914442,0.055074535,-0.020661574,0.086417265,0.081140429,0.020533105,0.067485437,-0.010493796,0.030503692,-0.030957159,-0.020765863,0.045321859,-0.000333352,-0.005394384,0.030028807,0.040459037,-0.046464339,0.020343335,0.040398262,0.020304261,0.06694667,0.075882733,0.025468534,-0.005175969,-0.087838516,-0.020664295,0.036596395,-0.010528809,0.005007412,0.020347582,0.014429783,0.015411263,-0.056655183,0.005153198,-0.041291144
295,0.303414673,0.305943757,0.356342882,0.347798198,0.323611617,0.3544375,0.460187972,0.666470349,0.938547313,2.266315222,13.20028305,49.20758057,92.71822357,100.8313675,75.79615021,29.69389725,6.884321213,1.927919507,1.148337722,0.882850826,0.926203966,0.91577208,0.826348305,0.744356751,0.897946537,1.492368102,3.423271179,7.397380352,11.87312031,14.07666969,11.70546913,7.746445179,3.9158957,1.546626449,0.819225848,0.475536376,0.406596631,0.430438101,0.407364547,0.379700452,0.385465384,0.341572255,0.284052521,0.250253052,0.278450012,0.365384221,0.29109025,0.366030127,0.336708963,0.334973186,0.340012044,0.311537117,0.360896826,0.333546907,0.255088776,0.304638624,0.270779192,0.320126891,0.315268964,0.35141322,0.269402891,0.348384708,0.269731283,0.280928552,0.317219138,0.218245283,0.337259948,0.264148533,0.296239942,0.250694484,0.320942938,0.28981021,0.327488631,0.275525719,0.272711158,0.166232407,0.27907297,0.252770811,0.189785495,0.215560526,0.237359628,0.286822379,0.21550937,0.242500708,0.203487158,0.263473749,0.229667455,0.227000728,0.24048169,0.186690822,0.260755092,0.20393391,0.122154377,0.149746612,0.248174563,0.109329641,0.199366912,0.170411766,0.192973301,0.164208055,0.14887163,0.149934173,0.195749342,0.057349361,0.128108516,0.111059166,0.10090667,0.125990555,0.037992254,0.100326501,0.102756627,0.158683628,0.14977558,0.07686048,0.073312603,0.072881691,0.122082256,0.123557456,0.078854285,0.054718174,0.118583672,0.093132474,0.05213616,0.038513139,0.063972645,0.093279913,0.009068439,0.108916044,0.077763639,0.058298416,0.019453807,0.064762719,0.014069473,0.038102388,0.064002335,0.029694961,0.029726436,0.044465676,0.049176164,-0.005616548,0.048328929,0.024219168,-0.010608012,-0.000767834,0.038056031,0.009371553,-0.005688091,0.038917787,0.092705876,0.029152693,-0.005511929,-0.025608553,-0.000761968,-0.010636934,-0.020562274,0.02447504,0.063355424,0.034080364,-0.000567558,-0.030455329,0.009204853,0.014422722,-0.025876727,0.043398239,-0.03046402,-0.049989283
300,0.178368047,0.234253138,0.19664678,0.254425645,0.350040913,0.256281793,0.32538715,0.344595611,0.405379653,0.6881302,0.740690112,1.20219028,5.454425335,28.2437973,86.97452545,109.3017654,85.48430634,40.20731735,11.54316139,2.771955252,1.401315212,1.126052737,1.032398105,0.77160877,0.803969741,0.578901887,0.486411542,0.621630013,1.324452162,3.436480522,7.808346748,12.40372658,14.19735718,11.75781918,7.019895077,3.232013702,1.435912848,0.792161584,0.579894006,0.373298138,0.351625562,0.410922348,0.29915598,0.308889776,0.314727753,0.274458587,0.278476,0.307609737,0.28560701,0.398832768,0.274172068,0.308638752,0.303053528,0.337679356,0.343505859,0.323943883,0.309000909,0.346389562,0.277361989,0.303641617,0.265683651,0.242656454,0.349316061,0.31243369,0.31711939,0.291542709,0.320802331,0.249471232,0.260361671,0.285766482,0.271837205,0.305830479,0.294445693,0.217048645,0.253953904,0.270791888,0.240568623,0.283271939,0.2943694,0.219035134,0.195829704,0.306409895,0.288382858,0.198606536,0.288566977,0.210562229,0.186119437,0.19958742,0.291153342,0.209077284,0.219237506,0.173917085,0.178061426,0.215385959,0.263754874,0.102224365,0.147172019,0.122878261,0.191636845,0.184289932,0.139906719,0.084078208,0.155613229,0.161137193,0.170068368,0.125422195,0.186602876,0.117765658,0.149510831,0.200027525,0.180372909,0.079684816,0.161906987,0.150029629,0.157789648,0.125225544,0.085785069,0.076258712,0.048936293,0.08094015,0.077285074,0.063332677,0.085299656,0.044617131,0.062047876,-0.006378327,0.06718231,-0.015596488,-0.006196888,0.081849955,0.043906346,0.036038943,0.062527075,-0.001858652,0.103889354,0.062300116,0.053043664,0.021645205,0.01698059,-0.062021531,0.039754577,0.007327618,0.039316386,0.007724082,0.078233711,0.040647268,0.04482732,0.044841081,0.016238624,0.02144655,-0.0063782,0.03073048,-0.010866432,0.007544804,-0.029480107,-0.020270936,-0.015596488,-0.048029572,0.007701261,-0.015596488,0.035515904,-0.020189438,-0.001418929,-0.029485378,0.017134899,-0.015596488
305.0700073,0.219136357,0.184247375,0.244866505,0.273760855,0.279349029,0.260040909,0.300382793,0.362890571,0.416693717,0.479211062,0.491703004,0.66134125,0.751684606,1.069719315,2.441375494,10.94462395,47.58348465,91.45144653,104.8193817,70.09922791,27.93174934,6.84644413,2.163771868,1.259092808,1.15623033,0.816944718,0.718599617,0.707924783,0.625429153,0.58823812,0.791031599,1.103983521,2.758930922,6.272402763,10.67697048,13.31188297,11.77945995,8.077278137,4.231176376,2.050235748,1.008827209,0.68533951,0.522880137,0.409825236,0.266147137,0.295540363,0.339499772,0.283344418,0.424361467,0.389266789,0.257953107,0.290212005,0.384891599,0.329304636,0.368351996,0.421477228,0.427724063,0.330518395,0.366198063,0.281810492,0.238693878,0.336925596,0.302717805,0.23226805,0.32641378,0.244709387,0.271989793,0.213073656,0.294465333,0.317965627,0.256230265,0.359511614,0.338520139,0.32624492,0.41733703,0.26303795,0.420612663,0.256502032,0.245926455,0.219955266,0.307417303,0.219497293,0.282062173,0.234011933,0.176659912,0.241870061,0.283718824,0.21155864,0.280304343,0.140156075,0.269816995,0.156159237,0.230872378,0.205064982,0.155298233,0.173489466,0.140734598,0.190991789,0.147040725,0.12242455,0.196034491,0.142247736,0.066558242,0.073098123,0.060907289,0.125559434,0.174623653,0.085798964,0.022415245,0.150393441,0.137666076,0.035456151,0.073383361,0.125167474,0.138427377,0.060611404,0.105916418,0.099475369,0.02915282,0.035338812,0.124783047,0.09269204,0.054424845,0.106349252,0.029914504,0.035336219,0.01014155,0.092986695,0.061788425,0.05465918,0.094295047,0.061946936,0.035085499,0.009799853,0.010002527,0.093024157,0.042197704,-0.002793047,0.035344973,0.048318431,0.029089401,0.003535312,-0.015596488,0.042547554,-0.067097418,0.016636623,0.035771832,0.010071522,0.092530191,0.016546482,0.01651655,0.035785362,0.042319685,-0.009192718,-0.009288494,0.042537414,-0.009007093,0.003865201,0.003679134,0.017134806,-0.041299134,0.055507965,-0.00268093,-0.009154228,0.010381924,0.035837889
310,0.146684423,0.144644111,0.235430136,0.12259794,0.242369816,0.162200481,0.25643146,0.22364676,0.333813995,0.324001223,0.350408018,0.381383985,0.511012733,0.54238385,0.709562182,0.738001764,1.108895421,3.511960506,18.77121925,60.60536575,104.1560059,101.1672745,60.29146957,21.72727776,5.128923893,1.420619845,1.05447793,0.806280375,0.713488996,0.759776652,0.784736037,0.631185293,0.49955979,0.618953168,0.940925777,2.175673962,5.059943676,8.769368172,12.802598,12.84435081,10.58008862,5.746852875,2.966498613,1.183156729,0.670719862,0.47813499,0.487384588,0.47929576,0.445349157,0.324630052,0.305088311,0.35973832,0.237877712,0.295250207,0.289804131,0.271152586,0.331926316,0.33276841,0.458573908,0.311433136,0.117195554,0.353099912,0.313178271,0.409177333,0.396056443,0.355074078,0.402418703,0.32107392,0.258259207,0.323055178,0.212880641,0.344159663,0.345115095,0.33487156,0.312895805,0.359898359,0.255462199,0.383060962,0.221678808,0.33675307,0.354256123,0.278641552,0.203206852,0.280677408,0.306749701,0.30648911,0.370086461,0.235349253,0.153034419,0.190307334,0.228263691,0.214441329,0.155083254,0.232988492,0.187930882,0.205211148,0.172253385,0.197563902,0.248486355,0.142125249,0.151390225,0.193041101,0.086411797,0.188051343,0.123740144,0.150406167,0.118879251,0.112037562,0.06693586,0.092607267,0.105502069,0.187636182,0.093161747,0.131474555,0.05547718,0.15766035,0.124642558,0.098389603,0.085757218,0.016499026,0.03539075,0.156661108,0.092152573,0.022659546,0.105997287,0.042129867,0.176511705,0.035478316,0.073580027,0.125399321,0.067415446,0.061408035,0.072993167,0.061150953,0.054634511,0.099373937,-0.009211159,0.048925467,0.054554336,0.041926198,-0.015596488,0.080433629,0.029746464,0.029360032,-0.002862015,-0.015596488,-0.028577011,-0.07380069,-0.0091263,-0.034686528,0.016466098,0.054398105,-0.022057481,0.003628241,0.035923347,-0.073341727,0.023276707,0.01698296,0.017259339,0.043106951,-0.112947881,-0.028466584,-0.041273396,0.024012176,0.003846912,0.003716733
315,0.142498672,0.203824237,0.184315279,0.275771111,0.210711464,0.207980752,0.197583348,0.104362726,0.311978102,0.203253821,0.359728575,0.313311934,0.339437783,0.480321974,0.793726861,0.756257057,0.807623625,0.63474524,0.982446611,2.276380301,16.14936829,58.7201004,101.5790405,113.1429977,72.44846344,25.41249275,5.569219112,1.932823658,1.110432029,0.792120516,0.899414361,0.865348995,0.612796187,0.811638176,0.490594417,0.449269593,0.520085931,0.986620307,2.960734844,6.041916847,10.22755432,13.61210823,12.53799057,9.035552025,4.840442657,2.09991169,0.998319983,0.843001544,0.61382091,0.433666527,0.26117453,0.437858671,0.334598869,0.435918748,0.259700626,0.381583542,0.378818601,0.496906608,0.401302725,0.329026043,0.237578198,0.270764738,0.342579216,0.323671788,0.337010413,0.428755224,0.31196332,0.287128031,0.265056491,0.340036899,0.290141195,0.371452987,0.262145549,0.270727485,0.317805767,0.351862967,0.355701506,0.253896266,0.273019314,0.238938257,0.255235583,0.389578968,0.323089421,0.243402049,0.300671816,0.347514123,0.298658669,0.227646932,0.251144856,0.145328283,0.131356239,0.232304722,0.192776054,0.267634243,0.125502199,0.151789933,0.275077611,0.172960773,0.165127605,0.26139313,0.226392657,0.180329591,0.07931041,0.161517635,0.160692617,0.112682216,0.164645031,0.19123587,0.154069871,0.118502103,0.086991467,0.065222479,0.038393363,0.100129284,0.167851105,0.031689629,0.121118255,0.032203682,0.038269758,0.160365716,-0.022409499,0.04605706,0.025000835,0.053178832,0.03200604,0.066115104,0.092515275,-0.022340713,0.045316391,0.060461238,0.072772764,0.052310616,0.105850346,0.086710185,0.107092865,-0.070080154,0.025537157,0.031850204,-0.050045744,0.025178509,0.086087398,-0.036195651,0.066518806,0.090095371,0.089677013,0.025635807,-0.02251121,-0.008753547,0.101725802,-0.001949735,0.052725859,-0.043577321,0.018668627,-0.036022022,0.033088662,0.004773015,0.011794956,0.0050442,0.045892783,-0.00875991,0.018713066,-0.022509011,-0.04324314,0.059593536,0.025347127,-0.07708282
320,0.120476447,0.161708459,0.166316181,0.207721308,0.209498093,0.044168212,0.228760138,0.227569684,0.083821096,0.272614062,0.273433149,0.26955229,0.343365043,0.532166779,0.55626303,0.493054837,0.57766211,0.417657435,0.628174961,0.766052067,0.850254774,1.735339165,7.705784798,34.83535767,76.4281311,104.8491592,84.51254272,42.22201538,11.59098053,3.039574862,1.505200386,1.059763312,0.88635993,0.843904316,0.725655854,0.732830107,0.476714313,0.601739645,0.555352271,0.646383226,1.217836976,2.772820234,5.742184639,10.43953419,13.25250244,12.63856506,9.535829544,5.698075771,2.65861845,1.07193315,0.520089328,0.538820326,0.554930687,0.46195057,0.485782295,0.461554676,0.287293613,0.284213632,0.304997474,0.32271567,0.305086762,0.339229167,0.264339745,0.314688087,0.259480685,0.43270126,0.380159676,0.365514278,0.3844001,0.276324183,0.324513525,0.351097465,0.326737374,0.409143806,0.394145101,0.275516868,0.25541541,0.399060369,0.286911815,0.177539617,0.320880085,0.210826203,0.235183015,0.205657497,0.310182691,0.300220132,0.20841971,0.248831913,0.228215724,0.340248287,0.254416078,0.119022451,0.069261461,0.228632554,0.178762048,0.169100523,0.246415928,0.196975887,0.009847511,0.204572707,0.245462731,0.03479065,0.060531482,0.080022432,0.129014209,0.120165862,0.09392792,0.027185725,0.163094968,0.069647007,-0.007076061,0.02700601,0.077716373,0.121090226,0.209412381,-0.041142099,0.02728994,0.137191892,0.145689711,0.16582115,-0.006977062,0.069352292,0.12905851,0.027020173,0.113207527,0.105827995,0.062705912,0.062292546,0.018343808,0.149464458,0.104778737,0.139778182,0.113582455,0.087424606,-0.015596488,0.036232203,0.036031067,-0.024104955,0.001660213,0.172737107,0.036290467,0.044961333,0.112835862,0.03574305,0.113517962,0.00168198,0.035598487,0.010223068,-0.032969512,0.027458707,-0.102193817,0.078887373,0.05304005,-0.006881132,0.010129189,0.01068633,-0.015596488,0.001580626,-0.128053233,-0.006872159,0.11399091,-0.050071515,0.035783492,0.010177815,-0.050369725,0.089359172
