Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_CTL1L239_EM_270.00,ELA_CTL1L239_EM_272.00,ELA_CTL1L239_EM_274.00,ELA_CTL1L239_EM_276.00,ELA_CTL1L239_EM_278.00,ELA_CTL1L239_EM_280.00,ELA_CTL1L239_EM_282.00,ELA_CTL1L239_EM_284.00,ELA_CTL1L239_EM_286.00,ELA_CTL1L239_EM_288.00,ELA_CTL1L239_EM_290.00,ELA_CTL1L239_EM_292.00,ELA_CTL1L239_EM_294.00,ELA_CTL1L239_EM_296.00,ELA_CTL1L239_EM_298.00,ELA_CTL1L239_EM_300.00,ELA_CTL1L239_EM_302.00,ELA_CTL1L239_EM_304.00,ELA_CTL1L239_EM_306.00,ELA_CTL1L239_EM_308.00,ELA_CTL1L239_EM_310.00,ELA_CTL1L239_EM_312.00,ELA_CTL1L239_EM_314.00,ELA_CTL1L239_EM_316.00,ELA_CTL1L239_EM_318.00,ELA_CTL1L239_EM_320.00,ELA_CTL1L239_EM_322.00,ELA_CTL1L239_EM_324.00,ELA_CTL1L239_EM_326.00,ELA_CTL1L239_EM_328.00,ELA_CTL1L239_EM_330.00,ELA_CTL1L239_EM_332.00,ELA_CTL1L239_EM_334.00,ELA_CTL1L239_EM_336.00,ELA_CTL1L239_EM_338.00,ELA_CTL1L239_EM_340.00,ELA_CTL1L239_EM_342.00,ELA_CTL1L239_EM_344.00,ELA_CTL1L239_EM_346.00,ELA_CTL1L239_EM_348.00,ELA_CTL1L239_EM_350.00,ELA_CTL1L239_EM_352.00,ELA_CTL1L239_EM_354.00,ELA_CTL1L239_EM_356.00,ELA_CTL1L239_EM_358.00,ELA_CTL1L239_EM_360.00,ELA_CTL1L239_EM_362.00,ELA_CTL1L239_EM_364.00,ELA_CTL1L239_EM_366.00,ELA_CTL1L239_EM_368.00,ELA_CTL1L239_EM_370.00,ELA_CTL1L239_EM_372.00,ELA_CTL1L239_EM_374.00,ELA_CTL1L239_EM_376.00,ELA_CTL1L239_EM_378.00,ELA_CTL1L239_EM_380.00,ELA_CTL1L239_EM_382.00,ELA_CTL1L239_EM_384.00,ELA_CTL1L239_EM_386.00,ELA_CTL1L239_EM_388.00,ELA_CTL1L239_EM_390.00,ELA_CTL1L239_EM_392.00,ELA_CTL1L239_EM_394.00,ELA_CTL1L239_EM_396.00,ELA_CTL1L239_EM_398.00,ELA_CTL1L239_EM_400.00,ELA_CTL1L239_EM_402.00,ELA_CTL1L239_EM_404.00,ELA_CTL1L239_EM_406.00,ELA_CTL1L239_EM_408.00,ELA_CTL1L239_EM_410.00,ELA_CTL1L239_EM_412.00,ELA_CTL1L239_EM_414.00,ELA_CTL1L239_EM_416.00,ELA_CTL1L239_EM_418.00,ELA_CTL1L239_EM_420.00,ELA_CTL1L239_EM_422.00,ELA_CTL1L239_EM_424.00,ELA_CTL1L239_EM_426.00,ELA_CTL1L239_EM_428.00,ELA_CTL1L239_EM_430.00,ELA_CTL1L239_EM_432.00,ELA_CTL1L239_EM_434.00,ELA_CTL1L239_EM_436.00,ELA_CTL1L239_EM_438.00,ELA_CTL1L239_EM_440.00,ELA_CTL1L239_EM_442.00,ELA_CTL1L239_EM_444.00,ELA_CTL1L239_EM_446.00,ELA_CTL1L239_EM_448.00,ELA_CTL1L239_EM_450.00,ELA_CTL1L239_EM_452.00,ELA_CTL1L239_EM_454.00,ELA_CTL1L239_EM_456.00,ELA_CTL1L239_EM_458.00,ELA_CTL1L239_EM_460.00,ELA_CTL1L239_EM_462.00,ELA_CTL1L239_EM_464.00,ELA_CTL1L239_EM_466.00,ELA_CTL1L239_EM_468.00,ELA_CTL1L239_EM_470.00,ELA_CTL1L239_EM_472.00,ELA_CTL1L239_EM_474.00,ELA_CTL1L239_EM_476.00,ELA_CTL1L239_EM_478.00,ELA_CTL1L239_EM_480.00,ELA_CTL1L239_EM_482.00,ELA_CTL1L239_EM_484.00,ELA_CTL1L239_EM_486.00,ELA_CTL1L239_EM_488.00,ELA_CTL1L239_EM_490.00,ELA_CTL1L239_EM_492.00,ELA_CTL1L239_EM_494.00,ELA_CTL1L239_EM_496.00,ELA_CTL1L239_EM_498.00,ELA_CTL1L239_EM_500.00,ELA_CTL1L239_EM_502.00,ELA_CTL1L239_EM_504.00,ELA_CTL1L239_EM_506.00,ELA_CTL1L239_EM_508.00,ELA_CTL1L239_EM_510.00,ELA_CTL1L239_EM_512.00,ELA_CTL1L239_EM_514.00,ELA_CTL1L239_EM_516.00,ELA_CTL1L239_EM_518.00,ELA_CTL1L239_EM_520.00,ELA_CTL1L239_EM_522.00,ELA_CTL1L239_EM_524.00,ELA_CTL1L239_EM_526.00,ELA_CTL1L239_EM_528.00,ELA_CTL1L239_EM_530.00,ELA_CTL1L239_EM_532.00,ELA_CTL1L239_EM_534.00,ELA_CTL1L239_EM_536.00,ELA_CTL1L239_EM_538.00,ELA_CTL1L239_EM_540.00,ELA_CTL1L239_EM_542.00,ELA_CTL1L239_EM_544.00,ELA_CTL1L239_EM_546.00,ELA_CTL1L239_EM_548.00,ELA_CTL1L239_EM_550.00,ELA_CTL1L239_EM_552.00,ELA_CTL1L239_EM_554.00,ELA_CTL1L239_EM_556.00,ELA_CTL1L239_EM_558.00,ELA_CTL1L239_EM_560.00,ELA_CTL1L239_EM_562.00,ELA_CTL1L239_EM_564.00,ELA_CTL1L239_EM_566.00,ELA_CTL1L239_EM_568.00,ELA_CTL1L239_EM_570.00,ELA_CTL1L239_EM_572.00,ELA_CTL1L239_EM_574.00,ELA_CTL1L239_EM_576.00,ELA_CTL1L239_EM_578.00,ELA_CTL1L239_EM_580.00,ELA_CTL1L239_EM_582.00,ELA_CTL1L239_EM_584.00,ELA_CTL1L239_EM_586.00,ELA_CTL1L239_EM_588.00,ELA_CTL1L239_EM_590.00,ELA_CTL1L239_EM_592.00,ELA_CTL1L239_EM_594.00,ELA_CTL1L239_EM_596.00,ELA_CTL1L239_EM_598.00,ELA_CTL1L239_EM_600.00
275.0700073,11.32637215,43.39260864,78.20197296,94.6230011,70.37138367,23.73044586,8.035312653,3.900727034,4.136624336,4.55927372,5.49546957,6.287679672,7.135704994,8.14274025,10.17343616,15.19851303,20.00429153,23.43482971,20.65422058,16.2646389,11.7384491,10.29978561,9.709709167,9.369421959,9.547422409,8.931324005,8.998592377,9.221544266,9.727435112,9.499997139,9.69239521,9.364994049,9.932537079,9.934366226,9.846196175,10.20048714,10.21842098,10.51521778,10.32588482,10.04519844,10.43677616,10.8302412,11.54271126,11.27820969,11.25503731,11.60074234,11.88499641,11.87556458,12.93311405,13.08273411,13.47446728,13.98115253,14.93946075,14.76224041,15.62966824,16.25687408,16.27013779,17.15440559,18.18361664,18.45249176,17.40259171,17.80438995,18.62550354,18.90930557,20.67368889,21.3494873,21.69626045,22.25769043,23.31218719,24.17798615,24.53054428,24.9910965,25.85692024,26.03680611,26.94433022,27.45653152,27.67002487,28.34660339,27.6823349,28.66778183,29.0321331,28.16361046,28.43026733,28.73114204,28.92095757,28.50291252,29.14783096,28.34246826,28.32849503,28.54483414,28.94065475,28.58390427,29.20319176,28.82247353,28.6243515,26.10779953,27.21639252,26.64583206,26.82107162,26.80893707,25.5542984,26.67512894,26.18329048,25.17873764,25.44008827,25.32269287,24.94312096,23.86953926,23.55727196,23.19075203,23.28633308,22.6615696,21.8237915,21.1270237,21.07589531,20.38428879,20.68446922,19.32239532,19.13187408,17.94663239,18.03229523,17.7210598,17.04960251,16.45821762,16.4138298,15.13768768,15.4671669,14.2630415,14.20374203,13.80751038,13.25877666,12.4220047,12.4319334,11.88979626,11.37996292,11.10295391,10.27927399,10.2696085,9.533090591,9.356736183,9.211615562,8.94869709,8.282783508,7.862179279,7.533749104,7.284104824,6.981854916,6.68858242,6.333433628,6.206525326,5.680959702,5.397144318,5.298852444,5.118350983,4.794022083,4.535151005,4.637310505,4.105473995,4.152887344,4.003520012,3.742926359,3.578692913,3.436877251,3.075680971,3.067498684,2.941996813
280,0.651158452,1.37509644,3.847667933,17.3157177,51.8282814,76.30821228,75.56260681,47.1902504,17.69578171,6.765869141,4.542887688,4.887032032,5.473021984,6.129964352,6.332408905,6.998792171,7.635025024,9.522336006,13.81095219,17.9608326,21.45942307,20.21576118,16.69497871,12.46127224,10.48364735,9.05580616,9.028272629,9.274262428,9.602083206,9.498180389,9.555867195,9.853845596,9.864171982,10.16832256,10.15989494,10.41031933,10.10499287,10.66673088,10.5238409,11.23419762,11.009305,11.11867905,11.48761654,11.59239864,11.54621983,12.35203838,12.53809834,12.13758087,12.81012535,13.63094521,13.87048721,14.22937202,14.85362911,14.47284126,15.43968582,16.02482414,16.39704514,17.44695091,17.93018532,18.72020149,17.17082787,17.4602108,18.14284706,19.01899529,19.77858925,20.66783905,21.14910889,22.09117317,23.13767242,23.13505745,23.45308113,24.91065216,24.30298615,25.35653687,25.7840023,26.45789528,26.4104538,26.79213142,26.48586845,26.85739517,26.74508286,27.24482536,26.81015015,26.42989922,27.03774643,26.55384636,27.11849213,26.62425804,26.76653862,26.92766571,27.04325485,27.0107975,26.83050728,26.47879982,26.02760124,24.90721893,24.6752224,24.19836998,23.69789124,23.70820808,24.47676277,23.98191452,23.72779274,22.8768425,22.93637276,23.23537254,22.37979126,22.31867027,22.03157997,21.37773323,21.02035332,20.17639923,19.74746704,19.74468994,19.20499611,18.49482536,18.20586395,17.96456909,17.47279358,17.13471794,16.06769562,16.06791306,15.90657139,15.33924866,15.03512192,14.19670773,14.33101273,13.45717812,13.19098568,11.90124035,12.12411594,12.32794285,11.03812122,11.14327431,10.63701725,10.34471226,9.969903946,9.486820221,9.651210785,8.717349052,8.417215347,8.133415222,7.80956316,7.299374104,7.194971085,7.028743267,6.527627945,6.370559216,6.1615839,5.920810699,5.140158176,5.003587723,4.868616104,4.689450264,4.44920969,4.390612125,4.131340504,4.094572544,3.688126326,3.706173182,3.465862036,3.325296164,3.04879427,3.205334663,2.905417442,2.789070368
285,0.428047061,0.536783874,0.63211906,0.879632652,1.579289794,7.35424757,29.91234779,70.81157684,90.51220703,71.37797546,29.75871277,10.29416275,4.214225769,3.734715223,4.070170403,4.44971323,4.950388432,5.238154411,5.566751003,6.272992134,8.455765724,12.7086277,17.58416176,20.71058655,20.53640747,15.18176746,11.41223145,9.621564865,9.336807251,9.000638962,8.881530762,9.396816254,9.781786919,9.661873817,10.45892334,9.934448242,10.14898777,10.39081478,10.63711548,10.76512527,11.14924526,11.09269714,11.55040359,11.97286797,12.17958164,12.30656433,12.67960835,12.80584908,13.09953022,13.6920557,14.10271645,14.57264709,14.87853241,15.08880329,15.95575047,16.77614594,17.05030823,18.15624619,18.22628784,18.909832,17.32975388,17.67305183,19.40571594,19.84932327,20.34144783,21.46455383,22.11545563,22.43357468,23.18498039,23.97187805,24.64379883,24.30900192,25.11813545,25.41895866,25.4934845,26.52602959,26.41679955,26.11790848,26.58463478,26.94597435,26.0951519,26.53947639,26.60172462,26.50704002,26.29579544,26.28865623,26.12170219,25.45113754,25.48358727,25.4032135,26.24059105,25.1041584,24.93858337,25.56811142,25.10983276,23.65056038,22.93484688,23.71891594,23.43754005,23.22290421,22.89663887,22.59130669,22.64546967,22.01765823,21.63274765,21.83827019,20.90929604,20.95767212,20.25949669,19.59052086,19.44520187,19.03087044,18.82936859,18.60905457,17.71070862,17.5716629,17.42735481,16.44517326,16.1524868,15.80702972,16.02663994,15.15031052,14.00862885,14.19909668,13.50287724,13.24307919,13.03794384,12.97617626,12.07938671,11.68202114,10.92194653,10.97617817,10.27745724,10.45526505,10.14886284,9.659274101,9.42058754,8.788374901,8.643638611,8.222303391,8.153092384,7.678109169,7.411233902,7.303410053,6.762466431,6.408887863,6.217553616,5.957082272,5.645845413,5.868155479,4.896172523,4.598938465,4.661263943,4.654569149,4.422417641,4.128573895,3.938123465,3.649734259,3.838279247,3.417132854,3.293839931,3.216929674,3.088745594,2.846888781,2.614735126,2.739695072
290,0.346228838,0.322798312,0.340581477,0.394859016,0.504077137,0.566454291,1.120272517,4.745837212,23.78037643,60.82401276,98.09739685,96.43843079,49.4703598,17.03048515,5.195577145,3.342058182,3.311933994,3.541725636,3.786533594,4.405951977,4.740744591,4.924814701,5.939832211,8.159976006,11.8894701,16.12356758,18.7810154,17.73833466,14.20972347,10.85609913,9.350799561,8.277352333,8.265936852,8.68803978,9.035510063,9.570220947,9.594532013,9.785973549,9.952135086,9.993233681,10.64670658,10.36078548,11.14036751,11.05580616,11.97164631,11.85273933,12.86968231,12.8136034,12.7826519,13.83118153,13.69552326,15.12910652,15.24699116,15.38377094,16.5115242,16.74626732,17.54212189,18.23279953,18.54330063,19.2942028,18.23581696,18.77226067,19.72545433,20.87390327,20.82613945,22.3051281,22.84018135,22.69263268,23.91364479,24.12346268,24.86091614,24.90212822,25.69540596,25.97499084,25.84959602,27.04643822,25.99178696,26.85720634,27.20037079,27.69020271,27.03938866,26.48859215,25.47848701,26.18287659,25.62849998,26.01454353,25.34397125,25.19648361,24.8953495,24.36815453,24.98464775,24.69901085,24.92775345,24.47695923,24.13368607,22.03321075,22.19626045,22.64637756,22.26914406,22.20286751,21.55150032,21.61580086,20.90200615,20.91879082,20.90883827,20.04425812,20.21520042,19.61135483,19.11759758,18.49063873,18.16401672,18.50659561,17.33670998,17.56674576,17.46654129,16.53400803,16.44497871,15.75625706,15.26134872,14.89621544,14.5138588,14.01433849,13.91669559,13.20418739,12.88756084,12.34599686,12.5461235,11.54010201,10.82358932,11.03052711,10.7790947,10.01854515,9.618247032,9.473495483,9.193806648,8.901844025,8.758069038,8.48675251,8.238829613,7.708921909,7.118834019,6.913468361,6.859299183,6.66427803,6.405970573,6.150436878,5.731015682,5.645263672,5.450664997,5.164989948,4.59190464,4.462966442,4.352838993,4.126591682,4.088916779,3.830751419,3.749743462,3.355897188,3.215005875,3.299296856,3.236288548,2.831217051,2.745697975,2.641710758,2.509187937,2.350362778
295,0.229822502,0.285636306,0.275614738,0.294295847,0.314602077,0.288687229,0.398242652,0.551913023,0.848104775,2.186170816,12.67320919,44.77825165,89.15241241,107.7344818,81.27433777,33.8641777,9.874741554,3.284168482,2.630082369,2.727850676,3.021896362,3.12032485,3.514079809,3.608346701,4.023175716,4.760663509,6.721213341,10.49562359,14.49381638,17.84035873,16.83280945,13.94069386,10.5154295,8.367673874,7.463340282,7.77481842,8.086637497,8.188923836,8.733001709,9.28961277,9.446074486,9.376776695,9.824781418,10.5212822,11.22967815,11.42747974,12.00740051,12.53102779,12.53302383,13.34601974,13.95014,14.36184692,15.12111473,15.49372387,16.05834198,17.2664299,18.34618568,18.67225456,19.52663994,19.64448166,18.69210625,19.35241127,20.6089859,21.81302452,22.09813881,22.87282181,23.72276878,24.32118225,24.76336861,25.51633644,26.16926956,26.40253448,27.15838432,27.54222488,27.74121475,27.54238129,27.99337006,27.51220322,28.05359459,27.72810936,27.90039635,27.84514618,27.16924286,26.37410355,27.09356689,26.08864975,26.02086067,25.78189468,25.19004059,25.11716461,25.29739189,25.24105644,24.4766922,24.37058258,24.10803413,22.52762794,22.49855614,22.75363541,22.41083717,21.7612133,21.53867912,21.57165146,20.71791458,20.84277153,20.16400719,20.19866943,19.57991791,19.00560379,18.60085487,18.3174057,17.9735527,17.43099594,17.74442101,17.25552368,16.04722214,16.25908661,15.68653107,14.47868156,14.37069702,14.49507523,14.21489334,13.1639719,13.32255459,12.60480213,12.61286449,11.92367268,11.63963795,11.26613331,10.53777885,10.15877056,10.20429611,10.0716629,9.079811096,9.120113373,8.869007111,8.525564194,8.027486801,7.829339027,7.727200985,7.260182858,6.962856293,6.849439621,6.383739948,6.519252777,6.075043201,5.548169136,5.536403179,5.294348717,5.180212498,4.800872803,4.391127586,4.164915085,3.899066687,4.272868633,3.791414976,3.447133541,3.434359074,3.473502398,3.121186495,3.025803089,2.876414299,2.916637897,2.779624462,2.571565628,2.537010431,2.28703475
300,0.120055541,0.225722536,0.172811151,0.285262823,0.239022896,0.185049608,0.324918687,0.423108637,0.507939816,0.551882744,0.758046627,1.472520351,5.762069225,28.39236259,73.71414948,118.4401398,92.94473267,47.71074677,13.16329861,3.89973712,2.645692348,2.268766403,2.243881702,2.37722826,2.69831419,2.71559906,3.0359478,3.104762316,3.981132746,6.22964716,10.33991814,14.77521515,17.15001869,15.85515118,12.21806049,8.82373333,7.515185356,7.160982609,7.081647873,7.817403793,7.89406395,8.363275528,8.962462425,9.565253258,9.969120026,10.73444748,10.60272026,11.86171341,12.26601791,12.44206142,13.14110374,13.71502399,14.36768818,14.91558647,16.22963905,17.24738312,18.04667854,18.63249969,19.35999107,19.81590271,18.6771698,19.34377289,21.01160431,21.60161972,22.69094658,23.85031509,24.45697021,25.31375504,25.54338074,26.40289116,26.88444328,27.84118462,28.10332108,28.75431061,28.88825226,28.7223053,29.49302864,29.85196686,29.35209465,28.58631325,28.77388954,28.04939842,28.87412643,27.24066734,27.70043945,26.8799324,26.81397438,26.33274651,26.47908783,25.83396149,25.64319038,25.81947327,25.3164959,25.01870155,24.53687096,23.06139565,22.9928894,22.32402611,22.54125786,22.42980576,22.23143196,21.26058006,21.28695107,20.15250206,20.09796143,19.91993141,18.90769958,18.9237175,18.62122345,17.83052063,17.17262459,17.53147125,16.85684776,16.84639549,15.65298462,15.50974846,15.22241116,14.86069202,14.26280785,13.93750858,13.32668495,13.15886307,12.83952045,12.11170101,11.5585289,11.10256481,11.16327477,11.21174049,10.5897522,9.990821838,9.758244514,9.344459534,8.974637032,8.599589348,8.718710899,8.095449448,8.020674706,7.690761566,7.225989819,6.992513657,6.804040909,6.486692905,6.232748508,6.040606499,5.633877754,5.469491005,5.147084713,5.253594398,4.804770947,4.608109474,3.962932825,3.994515181,4.060416222,3.652096748,3.705934525,3.42042017,3.542308092,3.271964312,2.930167437,2.868238449,2.737964392,2.503230095,2.333598375,2.46975708,2.43257618,2.317071438
305.0700073,0.236552671,0.268992424,0.18441768,0.250952542,0.246512279,0.252324045,0.242451623,0.225988582,0.281494677,0.432879388,0.497197449,0.602319956,0.773830533,1.078983307,2.486774206,13.50426388,45.06092834,93.85238647,109.8102264,78.86207581,32.47785187,8.241303444,2.807662249,1.852942348,1.825553536,1.80537653,1.857187867,2.105369329,2.340780497,2.397796631,2.797693253,3.723150492,5.304600239,8.764866829,12.81038761,16.22252464,15.81532383,13.02958012,9.640807152,7.533596516,7.082075119,7.337594986,7.688290596,7.959504128,8.985722542,9.383383751,9.915416718,10.43489552,11.17587185,12.06429672,12.75053024,12.76251411,14.10050869,14.98088455,16.03783798,15.86208534,17.79434204,18.15279388,19.60967064,20.26912117,18.8717308,19.97189522,21.32426453,21.90779877,22.76327705,24.10099792,25.17349815,25.32602119,25.99202728,27.06792259,27.75116539,28.46931839,29.15402794,29.31342316,29.08359909,29.98753357,30.35759544,29.34262276,29.93182755,30.24764061,29.54701233,30.4399395,28.2209053,28.46308708,28.51622581,28.2256813,28.10657692,28.08687782,27.44028664,26.52199745,26.24871063,26.11954498,25.62671089,26.32970238,25.57287598,23.67978668,22.94579887,23.19934273,22.68240166,22.3459034,21.66062164,22.68626785,21.15457344,20.40727043,20.3220787,19.89427948,19.40875435,18.75962448,18.39145279,18.3912487,17.47653961,17.51825142,17.03437996,16.42648315,16.03844833,15.09052944,15.18836975,14.53008938,14.20209599,13.91909218,12.99691582,13.29033375,12.09346199,11.96079445,11.89157295,11.24790764,10.90865421,10.59402561,10.19717503,9.400672913,9.384579659,9.073800087,9.345721245,8.275566101,8.084051132,7.956558228,7.628306866,7.336594105,7.179793835,6.750955105,6.805374622,6.128930569,5.711949348,5.412827015,5.526621819,5.276241779,5.224626541,4.854361057,4.671999931,4.532996655,4.106715679,3.601518631,3.740437031,3.603713036,3.377738714,3.662161827,3.264141798,3.005521536,2.94569087,2.88558507,2.646910429,2.45803833,2.288802624,2.164495468,2.100395441,2.23671174
310,0.164118588,0.17995283,0.15560919,0.190026268,0.187212333,0.124155238,0.124214798,0.158540711,0.177683324,0.296440423,0.288243413,0.207435325,0.50520885,0.544642568,0.630998075,0.98498714,1.173397422,3.69460535,21.236269,63.57765579,146.0705109,112.4406662,63.00195694,20.61384773,5.140894413,1.971663117,1.646349311,1.532843947,1.755646944,1.81539309,2.106822491,2.244318962,2.312772512,2.930341244,3.322598219,5.015033722,7.705459595,11.61445618,16.13794327,17.56209755,14.89091396,11.09194088,8.363513947,7.955956459,7.923797131,8.458623886,8.879236221,9.814064026,10.4097805,11.52283287,12.17152691,12.42755699,13.45052052,14.26803112,15.18569088,16.01182365,17.13415146,18.12703514,19.26452637,19.75544548,18.50872231,19.9859314,21.46512794,21.9258194,23.09889412,24.58282661,24.82345581,26.13862038,26.84766769,28.14369011,28.47709656,28.55145836,29.54165649,30.08286858,29.36793518,30.9148407,31.63359451,31.35198212,31.4635582,30.8578968,30.86774635,30.93750381,30.67803574,30.41051865,30.43938065,29.38902473,29.01769829,28.75466537,28.40358734,27.26045418,28.04955101,27.67812729,26.99773598,26.7590847,26.32814407,23.97234917,24.13901901,24.26983452,23.42250061,22.5327301,22.17596054,22.9419632,22.11246109,22.34155655,20.06422806,20.75764275,20.36546135,19.68131828,19.20937347,18.98003387,18.03734779,17.60361481,17.03549194,16.60985184,15.76471806,15.67507076,14.9844923,14.83288956,13.92627239,13.97080135,13.08630848,12.8919487,12.43522453,12.30637836,11.49748993,11.63854504,11.41942978,10.59765434,10.71934414,9.75290966,9.067374229,9.214707375,8.751723289,8.378167152,7.802572727,8.062671661,7.487918377,7.115096569,7.261339188,6.375974178,6.34193182,6.037016392,6.022340775,5.588564873,5.416283607,5.417646408,4.875764847,4.738271713,4.342102528,4.391323566,3.853269339,3.765925646,3.582392216,3.474288225,3.437847137,3.455672741,3.125254393,2.847365141,2.848075628,2.561724663,2.471326113,2.469217062,2.384308815,2.049817801,2.167786837,2.093851089
315,0.132985845,0.20275335,0.092922121,0.118126482,0.166738287,0.139867201,0.167070597,0.160414979,0.247499928,0.147151694,0.262661636,0.375979245,0.306146026,0.410806775,0.513956249,0.643098533,0.504769921,0.75822264,0.877506793,2.554338455,20.55978203,57.15751266,105.6826553,118.5023651,83.77200317,25.98614502,6.623678684,2.268868208,1.727583051,1.777111292,1.679509997,1.767734051,2.081902027,2.066643953,2.563356876,2.871504545,2.915637016,3.684926271,5.827761173,8.85469532,13.6317606,17.09151649,17.06796455,15.03565693,11.301054,9.480329514,8.739871979,8.9960289,9.95602417,10.31133842,10.83552361,11.55198383,12.92765427,13.69870758,14.38009453,15.03853607,16.03029442,17.43648338,17.4426651,19.46129799,17.90762329,18.3700161,20.73966599,20.75873375,22.15066338,23.22626877,23.46858788,25.23000336,26.44747925,26.33503151,27.85793877,28.66269112,28.91964149,29.3747139,30.14665794,30.52564049,31.0354805,31.07645798,30.89613724,30.96325684,30.3551712,30.68088531,30.06058121,29.72288704,29.72949982,29.8338604,29.56015396,29.01107979,29.21134186,28.64541435,28.2348938,27.25917625,27.70676613,27.26032639,27.10843277,24.31459999,24.97268295,23.93212318,23.55021667,23.46327209,22.94122124,22.60580063,22.28666496,21.57926369,21.2173996,20.56759834,20.14339447,19.91154289,19.59202576,18.9137249,18.1297226,17.88793755,16.6633091,16.34843636,16.19176674,15.53039646,15.31973171,14.93161774,14.18194866,13.67440128,13.30833054,12.70720673,12.06446934,11.79074574,11.41034317,11.17644596,10.9296875,10.65595531,9.791002274,9.378456116,9.63547802,8.906774521,8.866615295,7.998235703,7.745904446,7.455649853,7.709448338,7.189657211,6.718653202,6.765866756,6.290145397,6.221363068,5.691006184,5.503566742,5.311944485,5.246673107,4.837966919,4.719241142,4.589737415,4.401164055,3.83022666,3.563366413,3.50967598,3.796246529,3.483374357,3.089222908,3.108852148,2.95689559,2.849416971,2.520278454,2.324541569,2.506979704,2.279569387,2.287044525,2.074875116,1.996188283
320,0.20384784,0.116298676,0.097729757,0.336118042,0.113158092,0.049307421,0.175211623,0.111327618,0.208961889,0.176193818,0.220149294,0.257801771,0.408174038,0.397196889,0.399059713,0.514719665,0.43115139,0.538367629,0.620944798,0.824697375,1.360393047,1.690496206,8.021466255,33.66000366,81.24511719,119.070816,95.27629852,50.77811813,14.1681118,4.118722439,1.903639197,1.810984492,1.979737878,1.921307802,1.955763221,2.303393602,2.483505726,2.79947114,2.968268156,3.101185799,4.422679901,6.06205368,9.72796154,14.30290318,17.75543213,18.44059181,16.14418983,13.10544968,10.76472092,9.35764122,10.11377811,10.89508247,10.99675655,11.74465084,12.97791767,14.47038269,14.85906315,15.12545967,16.76887131,17.84764862,16.19787979,17.43212128,18.88772392,19.69753838,20.45336533,21.47467804,21.99599838,24.08285904,24.8230114,25.34433174,26.93777275,27.50728607,27.59079552,28.08493233,28.47177505,29.51130104,29.71915054,29.30643845,29.66325188,29.70359039,29.8978672,29.10699844,30.28611755,30.32984352,29.50749207,29.66963959,29.38248062,28.71176147,28.90681839,28.27326775,28.41182899,27.87661171,27.71786499,27.5662384,27.55159187,25.09120178,24.75825882,24.46194649,24.44857788,23.89125061,22.9204464,23.60145378,22.61505127,22.307621,21.2394352,21.50646019,20.35267448,19.7353096,19.63660812,18.88399315,18.17026329,17.83593559,17.3861618,16.80086899,16.93389893,15.97411823,15.20324707,14.85155201,14.64864445,13.9202776,13.79165459,13.07922935,12.51121807,11.71278286,11.35927105,11.47632027,10.69150257,11.23345757,10.35596943,9.710121155,9.398298264,8.937109947,8.219958305,8.51937294,7.822840214,7.451271057,7.284143925,6.675346851,6.710032463,6.477270603,6.349159241,5.961483002,5.619226456,5.43052578,4.802192211,4.744653225,5.068934917,4.703577042,4.070719719,4.539640427,3.620222807,3.796485186,3.535835743,3.668000221,3.11221385,2.93270278,2.999361753,2.835029364,2.826271057,2.503371716,2.765476227,2.520862579,2.224945545,2.161720753,2.062249422,1.759055257
