Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_CTL1L239_EM_270.00,ELA_CTL1L239_EM_272.00,ELA_CTL1L239_EM_274.00,ELA_CTL1L239_EM_276.00,ELA_CTL1L239_EM_278.00,ELA_CTL1L239_EM_280.00,ELA_CTL1L239_EM_282.00,ELA_CTL1L239_EM_284.00,ELA_CTL1L239_EM_286.00,ELA_CTL1L239_EM_288.00,ELA_CTL1L239_EM_290.00,ELA_CTL1L239_EM_292.00,ELA_CTL1L239_EM_294.00,ELA_CTL1L239_EM_296.00,ELA_CTL1L239_EM_298.00,ELA_CTL1L239_EM_300.00,ELA_CTL1L239_EM_302.00,ELA_CTL1L239_EM_304.00,ELA_CTL1L239_EM_306.00,ELA_CTL1L239_EM_308.00,ELA_CTL1L239_EM_310.00,ELA_CTL1L239_EM_312.00,ELA_CTL1L239_EM_314.00,ELA_CTL1L239_EM_316.00,ELA_CTL1L239_EM_318.00,ELA_CTL1L239_EM_320.00,ELA_CTL1L239_EM_322.00,ELA_CTL1L239_EM_324.00,ELA_CTL1L239_EM_326.00,ELA_CTL1L239_EM_328.00,ELA_CTL1L239_EM_330.00,ELA_CTL1L239_EM_332.00,ELA_CTL1L239_EM_334.00,ELA_CTL1L239_EM_336.00,ELA_CTL1L239_EM_338.00,ELA_CTL1L239_EM_340.00,ELA_CTL1L239_EM_342.00,ELA_CTL1L239_EM_344.00,ELA_CTL1L239_EM_346.00,ELA_CTL1L239_EM_348.00,ELA_CTL1L239_EM_350.00,ELA_CTL1L239_EM_352.00,ELA_CTL1L239_EM_354.00,ELA_CTL1L239_EM_356.00,ELA_CTL1L239_EM_358.00,ELA_CTL1L239_EM_360.00,ELA_CTL1L239_EM_362.00,ELA_CTL1L239_EM_364.00,ELA_CTL1L239_EM_366.00,ELA_CTL1L239_EM_368.00,ELA_CTL1L239_EM_370.00,ELA_CTL1L239_EM_372.00,ELA_CTL1L239_EM_374.00,ELA_CTL1L239_EM_376.00,ELA_CTL1L239_EM_378.00,ELA_CTL1L239_EM_380.00,ELA_CTL1L239_EM_382.00,ELA_CTL1L239_EM_384.00,ELA_CTL1L239_EM_386.00,ELA_CTL1L239_EM_388.00,ELA_CTL1L239_EM_390.00,ELA_CTL1L239_EM_392.00,ELA_CTL1L239_EM_394.00,ELA_CTL1L239_EM_396.00,ELA_CTL1L239_EM_398.00,ELA_CTL1L239_EM_400.00,ELA_CTL1L239_EM_402.00,ELA_CTL1L239_EM_404.00,ELA_CTL1L239_EM_406.00,ELA_CTL1L239_EM_408.00,ELA_CTL1L239_EM_410.00,ELA_CTL1L239_EM_412.00,ELA_CTL1L239_EM_414.00,ELA_CTL1L239_EM_416.00,ELA_CTL1L239_EM_418.00,ELA_CTL1L239_EM_420.00,ELA_CTL1L239_EM_422.00,ELA_CTL1L239_EM_424.00,ELA_CTL1L239_EM_426.00,ELA_CTL1L239_EM_428.00,ELA_CTL1L239_EM_430.00,ELA_CTL1L239_EM_432.00,ELA_CTL1L239_EM_434.00,ELA_CTL1L239_EM_436.00,ELA_CTL1L239_EM_438.00,ELA_CTL1L239_EM_440.00,ELA_CTL1L239_EM_442.00,ELA_CTL1L239_EM_444.00,ELA_CTL1L239_EM_446.00,ELA_CTL1L239_EM_448.00,ELA_CTL1L239_EM_450.00,ELA_CTL1L239_EM_452.00,ELA_CTL1L239_EM_454.00,ELA_CTL1L239_EM_456.00,ELA_CTL1L239_EM_458.00,ELA_CTL1L239_EM_460.00,ELA_CTL1L239_EM_462.00,ELA_CTL1L239_EM_464.00,ELA_CTL1L239_EM_466.00,ELA_CTL1L239_EM_468.00,ELA_CTL1L239_EM_470.00,ELA_CTL1L239_EM_472.00,ELA_CTL1L239_EM_474.00,ELA_CTL1L239_EM_476.00,ELA_CTL1L239_EM_478.00,ELA_CTL1L239_EM_480.00,ELA_CTL1L239_EM_482.00,ELA_CTL1L239_EM_484.00,ELA_CTL1L239_EM_486.00,ELA_CTL1L239_EM_488.00,ELA_CTL1L239_EM_490.00,ELA_CTL1L239_EM_492.00,ELA_CTL1L239_EM_494.00,ELA_CTL1L239_EM_496.00,ELA_CTL1L239_EM_498.00,ELA_CTL1L239_EM_500.00,ELA_CTL1L239_EM_502.00,ELA_CTL1L239_EM_504.00,ELA_CTL1L239_EM_506.00,ELA_CTL1L239_EM_508.00,ELA_CTL1L239_EM_510.00,ELA_CTL1L239_EM_512.00,ELA_CTL1L239_EM_514.00,ELA_CTL1L239_EM_516.00,ELA_CTL1L239_EM_518.00,ELA_CTL1L239_EM_520.00,ELA_CTL1L239_EM_522.00,ELA_CTL1L239_EM_524.00,ELA_CTL1L239_EM_526.00,ELA_CTL1L239_EM_528.00,ELA_CTL1L239_EM_530.00,ELA_CTL1L239_EM_532.00,ELA_CTL1L239_EM_534.00,ELA_CTL1L239_EM_536.00,ELA_CTL1L239_EM_538.00,ELA_CTL1L239_EM_540.00,ELA_CTL1L239_EM_542.00,ELA_CTL1L239_EM_544.00,ELA_CTL1L239_EM_546.00,ELA_CTL1L239_EM_548.00,ELA_CTL1L239_EM_550.00,ELA_CTL1L239_EM_552.00,ELA_CTL1L239_EM_554.00,ELA_CTL1L239_EM_556.00,ELA_CTL1L239_EM_558.00,ELA_CTL1L239_EM_560.00,ELA_CTL1L239_EM_562.00,ELA_CTL1L239_EM_564.00,ELA_CTL1L239_EM_566.00,ELA_CTL1L239_EM_568.00,ELA_CTL1L239_EM_570.00,ELA_CTL1L239_EM_572.00,ELA_CTL1L239_EM_574.00,ELA_CTL1L239_EM_576.00,ELA_CTL1L239_EM_578.00,ELA_CTL1L239_EM_580.00,ELA_CTL1L239_EM_582.00,ELA_CTL1L239_EM_584.00,ELA_CTL1L239_EM_586.00,ELA_CTL1L239_EM_588.00,ELA_CTL1L239_EM_590.00,ELA_CTL1L239_EM_592.00,ELA_CTL1L239_EM_594.00,ELA_CTL1L239_EM_596.00,ELA_CTL1L239_EM_598.00,ELA_CTL1L239_EM_600.00
325.0700073,0.148913935,0.043316081,0.107873857,0.093912214,0.093533292,0.121567264,-0.017910875,0.033612356,0.075536191,0.198385373,0.272677243,0.135476679,0.311096072,0.26785779,0.309114993,0.346748114,0.402073205,0.485871553,0.409692764,0.390738785,0.734429896,0.531487226,0.668378174,1.09249723,2.138706684,11.84349632,43.49239731,97.98260498,129.1123199,96.60671997,35.1280899,8.500787735,2.465544224,2.005394936,2.028563976,2.289119005,2.312977791,2.393275499,2.612611771,2.703524351,2.95690465,3.505624294,4.010144711,4.461251736,5.999276161,9.124256134,13.1055069,17.9474411,20.10582924,18.53119087,14.98726273,12.34911346,11.35266304,11.71561432,11.95701027,13.23153591,13.27608109,13.8396492,14.81391239,15.82543564,15.38431549,15.65850544,17.34472466,17.97696304,19.26643753,20.31731033,21.74187851,22.29580498,22.92173958,24.40994263,24.19524002,25.3921051,26.05213165,26.87018013,27.08114433,27.69535828,29.65040398,30.05587006,28.95732689,29.0587616,29.57892227,29.20348549,29.68019485,29.15968513,29.05625153,29.07599449,29.5732193,28.69622803,28.32405472,28.40735626,28.76841927,28.7664299,27.98643875,28.26121712,27.47035408,25.01862526,26.04510307,25.65532875,24.92297745,24.25991631,24.18953514,23.55936813,23.24208641,22.43089485,22.55286598,21.64206696,21.12829781,20.56494522,19.7906971,18.85713768,19.17464447,18.41595268,17.88047409,17.09060669,16.56867409,16.96922112,15.58115578,15.41739273,14.92339516,14.37763691,13.88424969,13.02076149,12.57324028,13.08842087,11.93133545,11.33782864,11.17182159,10.593256,10.86809349,10.03672981,9.459825516,8.629627228,8.713212013,8.416447639,7.675829887,7.901249886,7.377418995,7.026210308,6.838851929,6.448648453,6.300633907,6.350932598,5.941992283,5.47348547,5.417318344,5.268770218,4.80432415,4.487251282,4.564705372,4.188854694,3.632282019,3.605550528,3.083694935,3.338309526,3.207962275,3.010364294,2.730161667,2.806789398,2.860793829,2.488561153,2.546218395,2.597857952,2.607073307,2.169790506,2.089521646,2.067307711
330,0.1516615,0.033517152,0.096386701,-0.09340734,0.195313677,-0.077288687,0.079977781,0.12052533,0.246109322,0.263572395,0.15737702,0.147547945,0.10258615,0.37288332,0.248259023,0.28955847,0.347707331,0.312519968,0.320332587,0.522287071,0.451159596,0.516601741,0.537133038,0.558749199,0.765751898,0.802843094,1.435631394,5.253302574,33.03762436,82.15763855,131.2125244,101.2070618,56.82369232,16.20394325,4.35144043,2.339770794,1.887503505,2.382364511,2.127491713,2.643136263,2.458233118,3.004105091,3.443143845,3.71816802,4.249842167,4.786259174,5.606572151,6.914726734,10.02806473,14.50991917,18.64732742,20.36294174,19.13059807,15.49910641,13.87843895,12.16817951,12.49093437,13.5965023,13.99345875,14.9025631,12.97061062,14.1782732,15.55588531,16.55961037,17.10063171,17.67535782,19.30143166,19.56987762,20.82242203,21.64241791,22.75563049,23.85470963,24.62426376,24.72815514,25.72327805,26.08734322,27.86587715,27.04958534,27.46101189,27.56264877,27.47344208,28.96342278,28.90413666,28.60725784,28.04000282,28.27509117,28.12558174,27.83547401,28.09545326,27.71573639,27.74194527,27.40364456,26.99111557,27.57188225,26.63874054,24.76922989,23.95635033,24.93989563,24.06009102,24.21294975,24.37818909,23.73243332,22.55750656,22.46618843,22.24330139,20.9809761,21.37781715,20.64405823,19.15559578,19.22391891,18.01527977,18.02358818,17.44524765,17.43255043,17.25147057,15.50383759,15.52714634,15.12505531,14.93663406,14.24276638,13.55306816,13.6402216,12.62242222,12.22969532,11.69767666,11.42372131,10.66931534,11.01801872,10.16512585,9.634801865,9.520100594,8.946251869,8.094421387,8.209202766,7.827124119,7.621367455,7.363657951,6.893222332,6.739962101,6.391396046,6.169398308,5.947254181,5.623673916,5.532512188,5.256473541,5.017400742,4.412707806,4.617029667,4.320119858,4.048091412,4.111544609,3.746711254,3.333035469,3.25050807,3.322671413,3.019515753,2.998835802,2.781183004,2.956941366,2.443261623,2.485175371,2.388622761,2.328753948,2.044170618,2.091919899,1.6574049
335.0700073,0.096455678,0.017219685,0.046401396,0.183360472,0.16029273,0.022521257,-0.00777024,0.061774433,0.071173668,0.06490916,0.193183914,0.143691689,0.187480435,0.226210937,0.186418727,0.274042368,0.180013433,0.212537721,0.18313159,0.313175797,0.333513737,0.439454377,0.388813972,0.44846487,0.399005294,0.527175367,0.618829787,0.502411723,1.111349702,1.699946165,11.12010288,42.87222672,101.3261185,125.85112,88.13391113,50.89105225,9.369981766,2.949376583,2.356229067,2.345192432,2.16732955,2.37391901,2.612631321,2.9925735,3.622894049,3.662490129,4.059244633,4.442660809,5.251805305,5.883862019,7.36691618,9.783232689,13.51232529,18.14839935,20.83366203,21.0572319,17.81762505,14.66769695,13.51408863,13.70676804,12.0587492,13.03888607,13.88896465,14.83577538,15.50259113,16.91843987,17.74083328,18.28308487,19.25074959,19.61541939,21.28452301,21.82990837,21.92669487,22.29245186,24.05905151,24.40401268,24.93756485,25.58696365,25.58642769,26.26249695,26.9313221,26.57238579,26.74120522,27.42597961,27.62847519,27.54701233,27.08780289,27.57486343,26.88408089,26.61727333,27.07214355,26.90400887,27.90932465,26.66014481,26.48198509,24.61849213,24.84620476,24.50771332,24.4296608,24.11342621,23.48800659,23.16219521,23.17822838,22.67442703,21.67384529,22.17823029,21.25153732,20.31763649,20.36213875,19.56427002,19.15121269,17.76044464,18.08146286,17.64438057,16.439888,15.84537029,15.43024731,15.24491215,14.49668407,13.89755058,13.66825581,13.73942471,12.9988184,12.69231319,11.70195198,11.55799961,11.29780674,10.32184219,10.60614967,9.194969177,9.24097538,9.036542892,8.535612106,8.616329193,7.817146778,7.564113617,7.374327183,7.061697483,6.872541904,6.591228962,6.163274288,5.666311264,5.775009155,5.613535404,5.245203018,5.025757313,5.247258663,4.377598763,4.55998373,4.479228973,3.809081554,3.920805931,3.311248541,3.618578911,3.480655432,2.909220457,3.055131197,2.57632637,2.936389685,2.354309797,2.500739574,2.329838753,2.64264679,2.028401852,1.847277522,1.893454671
340,0.135097444,-0.014675546,0.123925298,0.008158162,0.107916772,-0.1301862,0.030347496,-0.008517329,0.164288536,0.110299587,0.151069701,0.143982589,0.098344147,0.059596106,0.059955776,0.089437172,0.216452762,0.151841298,0.152071744,0.238044873,0.175669223,0.191887423,0.338168621,0.23148118,0.301926315,0.396348774,0.212402508,0.452782154,0.571328998,0.580759585,0.822228372,1.37520349,4.393877029,28.15568924,75.70263672,197.5035248,109.5594025,72.08387756,18.32977486,4.475670338,2.31364131,2.059145212,2.327442884,2.31841898,2.57263279,2.982246637,3.349239111,4.062018871,4.037209511,4.570530415,5.00426054,5.756982327,6.434895515,7.571818829,10.27884197,14.27827644,17.52897644,21.18134689,20.46905708,18.27657318,13.90180016,13.28402996,13.30411434,13.61526966,14.19632626,15.08070183,15.65298462,16.44232368,17.71418953,18.15525436,19.50587654,19.8216095,20.73274803,21.57394791,21.81073189,22.22145462,22.40210152,24.07759857,24.53024483,23.98420525,24.775383,23.90538597,24.80839348,25.06464386,26.18733406,26.27571678,26.00586128,26.19972992,25.25403595,25.86127853,26.02710915,26.18325996,26.09533501,25.9598484,24.91594315,24.30446625,23.62035561,23.19909286,23.59653473,23.73669434,23.1547699,22.47688484,21.99175072,21.97439194,21.35957336,21.20743561,20.69671249,19.8651123,19.51825905,19.28183937,18.71657753,18.65091515,16.83491325,17.41342735,16.42348862,16.24934769,15.58491421,14.76551533,14.27781391,14.2049284,13.13881397,13.26434803,13.06485462,12.28509045,12.04489136,11.60047722,10.89403534,10.17333984,10.51046276,9.531157494,9.650553703,9.11130619,8.82732296,8.248511314,7.75005722,7.440303802,7.454740047,6.935389042,6.987467289,6.161701202,6.282370567,5.713989258,5.610778809,5.429294586,5.25289011,5.183831215,4.771234989,4.592183113,4.497179031,4.123040199,3.334076881,3.562218666,3.557322264,3.205545187,3.172494411,3.049405098,2.783391714,2.549943447,2.726575613,2.849424601,2.460700035,2.434229374,2.016823769,2.234724045,1.831327558,1.808074355
345.0700073,0.150293797,0.049904309,0.020567685,0.034416705,0.048105977,0.033653162,-0.035245128,0.006628618,0.072911069,0.158744201,0.06590043,0.280223966,0.046723649,0.14318797,0.187894508,0.100292251,0.081998035,0.130592331,0.138745636,0.158069119,0.224409506,0.247838065,0.178136528,0.207590118,0.210971102,0.25513947,0.431639612,0.356856406,0.422960341,0.503939509,0.616083264,0.486936927,0.617523909,0.90759176,2.176029444,27.48971367,50.13399887,128.7454834,135.9811401,96.94069672,34.74795532,8.958479881,3.031858444,2.43281579,2.453613997,2.608922243,2.48621273,3.036495686,3.619469643,3.710171461,4.278737545,4.370760918,5.428350449,5.660269737,5.834037304,6.938064575,7.507756233,10.20845032,13.48869801,17.6257515,18.07428932,19.07055473,17.9039402,15.61151123,14.0829134,13.7032032,14.3043108,14.99598885,15.59511471,15.93526363,16.91017914,18.04338837,18.78095245,18.96774101,19.79152489,21.04776001,21.56590652,21.27960396,22.20273209,23.09095001,23.2078495,23.34753609,23.56313324,23.23280144,23.7405262,24.21408272,24.3775177,24.46994972,23.81637573,23.93778229,24.56070709,25.37852097,24.72480011,24.58979797,25.16296387,23.36155891,23.21065712,22.00863647,22.77907181,22.64471817,22.55836868,22.2240696,22.12586975,21.67889404,20.73304176,20.38097954,20.29262352,18.98432732,19.63400078,18.50970268,18.50935173,17.59384727,17.5011692,17.23847389,15.77660656,15.34570122,14.97979069,14.61591434,14.81529808,13.60740471,13.44739342,12.97822952,12.87651443,12.531497,11.47794819,11.59876537,10.93820953,10.25318432,9.645007133,9.99674511,9.343323708,9.062184334,8.278899193,8.478387833,7.786401272,7.71753931,7.323856354,6.892615318,6.837360382,6.412230015,6.46432972,6.092579365,5.803474903,5.542145729,5.223232269,4.44313097,4.443623066,4.406742096,4.35869503,4.154376507,3.72001338,3.653286219,3.691836119,3.469034433,3.330374718,3.213343859,2.775211096,2.623938799,2.650765419,2.673945904,2.321133614,2.109713793,2.168097973,2.20755291,1.932955384,1.818145871
350,0.041708566,0.114057228,0.007541895,0.13174127,0.157215536,-0.007156547,0.041681528,0.077671021,0.060256556,0.086715162,0.096201703,0.082406893,-0.021002937,0.067834541,0.243869945,0.123119056,0.211565062,0.124723807,0.104173869,0.112977803,0.155107111,0.201989993,0.225134984,0.067688569,0.221854463,0.195606366,0.204806343,0.159125581,0.35567528,0.35833168,0.309331477,0.367265582,0.456747949,0.648729742,0.739698112,1.557050943,1.422552228,7.224873066,35.25534821,92.35929108,134.8903046,117.6100388,63.8494072,19.90442467,4.57708025,2.544832706,2.407063723,2.605286837,2.613380671,2.838812113,3.411217213,3.532786369,3.699369907,4.243758202,4.93641901,5.331384182,6.065619946,6.375804901,7.072512627,8.474697113,9.245100021,12.30140972,15.96155071,18.03933907,19.6019268,18.55886841,15.77500916,15.09996605,14.25860882,14.15462589,14.99949932,15.40251637,16.3269558,16.79422569,17.91966438,18.31633377,19.58514214,19.29384804,19.70526123,20.27821922,20.41660118,20.62480736,20.93423653,21.65677261,21.81867027,22.10918045,21.42233276,22.38125038,22.41969872,22.24244881,22.3228054,22.69692802,23.15585136,22.84039497,23.1260376,21.12711334,22.43667221,21.5658226,21.28723145,21.13224792,20.68091965,19.86050987,20.5770607,19.73941422,19.05695343,19.12457848,18.47049332,18.8990612,17.74576378,17.79379654,17.15346146,16.28878593,15.99334812,16.42095947,15.46816826,15.17255974,14.08668804,14.47926331,13.56222153,12.73127556,13.10984325,12.28053474,12.59993076,11.50675678,11.06063461,10.86269379,10.74514103,10.12251759,10.00597286,9.583217621,8.751420975,9.15042305,8.005426407,7.889186382,7.530767918,7.679721355,7.307055473,6.734578609,6.349893093,6.047023773,5.919404507,5.834111691,5.550367355,5.139716148,5.262723923,4.606225491,4.479589462,4.616631508,4.276406288,3.985785246,3.210558414,3.615732431,3.43979454,3.151463032,3.168863058,3.027876616,2.49936986,2.558223486,2.497063637,2.552002907,2.294688225,2.044818163,2.053181171,2.084911823,1.810707927,1.863563061
355.0700073,-0.011485521,-0.039719712,-0.045770369,0.001368918,0.037187256,0.012441538,0.076298237,-0.034309521,0.055645078,0.040415116,0.04214853,0.029075228,0.02405297,0.006313697,0.072225571,0.088399142,0.059139252,0.072530761,0.035381645,0.108517781,0.051016562,0.110242039,0.080249518,0.04184638,0.177262276,0.163666636,0.240655765,0.159531936,0.257708728,0.246843025,0.253268063,0.16862227,0.270094156,0.295639336,0.349920332,0.830826163,0.50327009,0.710565925,0.776103437,2.210443735,13.386446,52.31916428,122.8631134,147.4149628,112.2664032,48.58015823,13.54773521,3.516001225,2.611804008,2.381634235,2.433411121,2.765348673,2.867491961,3.421201468,3.709256649,3.803456783,4.164694786,5.0901227,5.744978428,5.76025629,5.583176136,5.895495415,7.562299728,9.395461082,11.20547104,14.65837002,17.84556389,19.38262749,19.94394302,17.49547958,15.65872192,14.73550129,14.35701275,14.89679241,15.3183918,16.4258461,16.29543686,16.96024895,17.03951263,18.17041206,18.54227448,18.93049049,18.33345985,18.94126129,19.28094673,19.26234436,19.62090874,20.11006546,19.73550224,19.62585258,19.78024864,20.47894287,20.4871521,20.65188026,20.60843468,19.30294418,19.60422516,19.53636551,19.41901588,19.51301765,19.05056953,19.56500053,19.20666695,19.18217278,17.90334129,17.32446861,17.44126511,16.79554176,16.77651024,16.07752228,16.16081047,15.70186043,15.84650993,15.05996037,14.56241798,14.53305626,13.89226151,13.54507446,13.45944881,12.63410664,12.30318165,11.61741161,11.61046314,11.48112774,10.62900925,10.22391319,9.830728531,9.756899834,9.491092682,8.598566055,8.679154396,8.50941658,7.566123486,8.022088051,7.485635281,7.096747398,7.138082027,6.58227253,6.238764763,6.193466663,5.749676704,5.302363396,5.499960423,4.937984943,4.661065102,4.585939884,4.652480602,4.321846485,3.995681524,3.792868853,3.130842924,3.366080046,3.252323389,3.121240139,2.879023314,2.98254776,2.724112272,2.733026505,2.293212175,2.244824409,2.210178375,2.263482332,1.962309003,1.948370099,1.946850419,1.888304234
360,0.015957482,0.014736176,-0.015901014,0.009594791,-0.00257773,0.014919527,-0.048619296,0.001439646,0.033272266,0.068217605,0.001089655,0.0228571,0.03454452,0.065249771,0.008850329,0.059478462,0.020644151,0.003505327,-0.004870959,-0.024580058,0.044050969,0.04629223,0.118796378,0.085861221,0.030275024,0.067284301,0.084132925,0.121673033,0.120411351,0.188914046,0.168210104,0.145839423,0.155429125,0.291403174,0.230370745,0.496351421,0.205607012,0.495429397,0.474133492,0.571754158,0.734814107,1.262403011,5.40055418,27.06783295,86.59658051,150.5456238,142.0247192,80.96977997,25.38228035,5.469276428,2.404778004,2.323464394,2.298800468,2.333969593,2.673540831,2.996376276,3.269410133,3.805649519,4.136409283,4.451195717,4.354979038,4.866185665,5.430724621,6.257521152,6.677407742,7.651639938,9.123083115,11.20396519,14.64711189,17.09783745,19.52820587,18.84042931,17.88929939,15.72340775,14.39889526,14.42072296,14.56653023,15.09736538,15.29614925,15.77711391,16.15245438,15.9830904,17.09918404,17.37545204,16.85554886,17.30655479,17.51855659,17.58180428,17.91444397,18.28318596,18.49505424,18.57111168,18.99276352,18.6247921,18.64764404,17.70721626,18.11345863,17.99223709,18.09241104,17.78100204,18.00929451,17.89211845,17.50908089,17.33723831,17.30606461,16.68739891,15.87138557,16.63298988,15.91374588,15.46434784,15.05359268,14.92051888,14.23424053,14.73923016,14.33701897,13.16865635,12.92003059,13.02150726,12.65173721,12.01274014,12.065238,11.43937778,10.9871769,10.32195091,10.41910076,9.680114746,9.842778206,9.158349037,8.627141953,8.526324272,8.641469002,7.748849392,7.999388695,7.698319912,7.108328819,6.779785156,6.589001179,5.96733427,5.97716856,6.062827587,5.339713573,5.409753799,5.372136593,5.020535946,4.625438213,4.539892197,4.280766487,4.045684814,3.833838463,3.92288518,3.453850269,3.217978239,3.083811283,3.167622328,2.994457483,2.810480833,2.578688145,2.541534424,2.398756266,2.382278204,2.115411282,1.996343255,2.138953447,1.710146546,1.894755483,1.645301342
365.0700073,0.008935012,-0.015707579,0.00169526,-0.036232714,0.04287912,-0.02768144,-0.044535145,0.041974314,-0.041097738,0.016537286,0.037687786,0.120870993,-0.019783475,0.037975647,0.005841024,-0.00295984,0.032334581,0.032272846,0.000646949,0.020891055,0.085139856,0.078454643,0.058464631,-0.061178111,0.043207809,0.125841394,0.088670522,0.088924974,0.078909501,0.08928293,0.083495319,0.181718841,0.146278054,0.122570008,0.118017048,0.480300963,0.282122493,0.280341446,0.260772526,0.35211432,0.459177792,0.555859149,0.703265429,0.861240923,2.199213028,14.94125652,65.15413666,136.5405121,152.1932678,98.93008423,36.60971451,10.5739584,2.762174845,2.431355,2.200072289,2.310916901,2.519285917,2.742970705,2.934584141,3.562124968,3.330306768,3.483088017,4.129750252,4.506551266,5.20731163,5.810807228,6.048452854,6.92416048,7.528675556,9.012946129,11.60734463,13.87259102,17.07035637,18.59240913,18.54140854,16.91607094,15.10537148,13.92903709,13.69965076,13.82339096,14.33311272,14.41766167,14.49703121,14.51262665,14.93367481,15.47340584,15.73763084,15.80230904,15.99023151,16.01900864,16.26675987,16.44143486,16.57493401,16.98345757,17.17632866,15.82445049,15.67693901,16.14218712,16.48900414,15.99097919,15.441782,16.2139473,15.57090378,15.72144318,15.2970953,15.24875069,15.72219753,14.65369511,14.74847507,13.950387,13.89015007,13.8628788,13.70715332,12.89084339,13.05603218,12.66810131,12.14708805,11.80508232,11.70041847,10.97110367,10.93664169,10.61052704,10.3415699,9.947638512,9.708886147,9.05352211,9.114521027,8.720146179,8.459653854,8.299547195,7.800982952,7.527187824,7.54940176,7.40719986,6.817435741,6.31646204,6.450908661,6.011734486,5.827676773,5.500543594,5.12735033,5.481235504,5.085983276,4.752369404,4.461116791,4.286722183,4.027284145,4.013986111,3.731911421,3.696773052,3.211704016,3.173648834,3.113946915,2.828543186,2.656354904,2.491070032,2.360137701,2.470088005,2.387820959,2.153342247,2.004360676,2.014575481,1.940731883,1.906842709,1.780038834,1.733570695
370,0.012277946,0.018136844,-0.057820022,-0.06362842,0.000333264,-0.104101792,-0.075241365,-0.06364505,0.02881483,-0.063737907,0.004838116,-0.075190634,-0.011721961,0.005074196,-0.057955608,-0.006281748,-0.03515432,-0.063753664,-0.000549242,-0.063770235,-0.057821244,0.056244239,-0.018161897,0.016187064,-0.029244468,0.051040068,0.039763108,0.010186516,-0.006499179,0.033346944,0.067744553,0.01667659,0.04469198,0.119699195,0.147846088,0.297014773,0.136942938,0.149180338,0.261572063,0.29346019,0.28122735,0.261405885,0.337192655,0.510713935,0.720876515,0.923084319,1.795069695,6.277811527,34.17772675,101.6927032,151.8003387,150.549881,69.73789215,20.00946617,4.358371258,2.414112091,2.17079258,2.138373852,2.108696461,2.459589481,2.336925745,2.495375156,2.887619019,3.719902754,3.986105204,4.220005035,4.644299507,5.245316029,5.860216618,6.230903149,6.923371315,7.593934059,8.47263813,10.30300522,12.51708031,15.2360363,17.3405323,17.87866783,16.56878662,14.69756126,13.43120098,12.75865459,12.27946091,12.65156364,12.92905712,13.62798405,13.38554573,13.31224918,13.82483673,13.68918228,13.96395016,14.38848209,14.12614632,14.55766392,15.0396595,13.16301823,13.7935133,13.7308588,14.15361404,14.31609726,14.66620731,13.8380928,14.3326273,14.14346218,13.23827171,13.51819229,13.47793293,13.23566341,13.50490379,12.64917278,12.48438358,12.38723755,12.00200558,11.9642067,11.28283119,10.99280357,11.35149479,10.94965172,10.24944305,10.29890347,9.914517403,9.268091202,9.538714409,9.088928223,8.998039246,8.5729599,8.33920002,7.761608601,7.973220825,7.367757797,7.702294827,6.847527504,6.726519108,6.626416683,6.221676826,6.464009762,6.157882214,5.526435852,5.150146484,5.035565376,4.913895607,4.648779869,4.636070251,4.451655388,4.37616396,3.739590406,4.065588951,3.645674467,3.608071804,3.234181404,2.943163633,2.843158007,3.018406153,2.92105937,2.518656731,2.46353817,2.195243359,2.150761366,2.227571726,2.171675444,1.925145268,1.791107535,1.722907186,1.814142227,1.544623971,1.373658776
