Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_CTL2-L239_EM_270.00,ELA_CTL2-L239_EM_272.00,ELA_CTL2-L239_EM_274.00,ELA_CTL2-L239_EM_276.00,ELA_CTL2-L239_EM_278.00,ELA_CTL2-L239_EM_280.00,ELA_CTL2-L239_EM_282.00,ELA_CTL2-L239_EM_284.00,ELA_CTL2-L239_EM_286.00,ELA_CTL2-L239_EM_288.00,ELA_CTL2-L239_EM_290.00,ELA_CTL2-L239_EM_292.00,ELA_CTL2-L239_EM_294.00,ELA_CTL2-L239_EM_296.00,ELA_CTL2-L239_EM_298.00,ELA_CTL2-L239_EM_300.00,ELA_CTL2-L239_EM_302.00,ELA_CTL2-L239_EM_304.00,ELA_CTL2-L239_EM_306.00,ELA_CTL2-L239_EM_308.00,ELA_CTL2-L239_EM_310.00,ELA_CTL2-L239_EM_312.00,ELA_CTL2-L239_EM_314.00,ELA_CTL2-L239_EM_316.00,ELA_CTL2-L239_EM_318.00,ELA_CTL2-L239_EM_320.00,ELA_CTL2-L239_EM_322.00,ELA_CTL2-L239_EM_324.00,ELA_CTL2-L239_EM_326.00,ELA_CTL2-L239_EM_328.00,ELA_CTL2-L239_EM_330.00,ELA_CTL2-L239_EM_332.00,ELA_CTL2-L239_EM_334.00,ELA_CTL2-L239_EM_336.00,ELA_CTL2-L239_EM_338.00,ELA_CTL2-L239_EM_340.00,ELA_CTL2-L239_EM_342.00,ELA_CTL2-L239_EM_344.00,ELA_CTL2-L239_EM_346.00,ELA_CTL2-L239_EM_348.00,ELA_CTL2-L239_EM_350.00,ELA_CTL2-L239_EM_352.00,ELA_CTL2-L239_EM_354.00,ELA_CTL2-L239_EM_356.00,ELA_CTL2-L239_EM_358.00,ELA_CTL2-L239_EM_360.00,ELA_CTL2-L239_EM_362.00,ELA_CTL2-L239_EM_364.00,ELA_CTL2-L239_EM_366.00,ELA_CTL2-L239_EM_368.00,ELA_CTL2-L239_EM_370.00,ELA_CTL2-L239_EM_372.00,ELA_CTL2-L239_EM_374.00,ELA_CTL2-L239_EM_376.00,ELA_CTL2-L239_EM_378.00,ELA_CTL2-L239_EM_380.00,ELA_CTL2-L239_EM_382.00,ELA_CTL2-L239_EM_384.00,ELA_CTL2-L239_EM_386.00,ELA_CTL2-L239_EM_388.00,ELA_CTL2-L239_EM_390.00,ELA_CTL2-L239_EM_392.00,ELA_CTL2-L239_EM_394.00,ELA_CTL2-L239_EM_396.00,ELA_CTL2-L239_EM_398.00,ELA_CTL2-L239_EM_400.00,ELA_CTL2-L239_EM_402.00,ELA_CTL2-L239_EM_404.00,ELA_CTL2-L239_EM_406.00,ELA_CTL2-L239_EM_408.00,ELA_CTL2-L239_EM_410.00,ELA_CTL2-L239_EM_412.00,ELA_CTL2-L239_EM_414.00,ELA_CTL2-L239_EM_416.00,ELA_CTL2-L239_EM_418.00,ELA_CTL2-L239_EM_420.00,ELA_CTL2-L239_EM_422.00,ELA_CTL2-L239_EM_424.00,ELA_CTL2-L239_EM_426.00,ELA_CTL2-L239_EM_428.00,ELA_CTL2-L239_EM_430.00,ELA_CTL2-L239_EM_432.00,ELA_CTL2-L239_EM_434.00,ELA_CTL2-L239_EM_436.00,ELA_CTL2-L239_EM_438.00,ELA_CTL2-L239_EM_440.00,ELA_CTL2-L239_EM_442.00,ELA_CTL2-L239_EM_444.00,ELA_CTL2-L239_EM_446.00,ELA_CTL2-L239_EM_448.00,ELA_CTL2-L239_EM_450.00,ELA_CTL2-L239_EM_452.00,ELA_CTL2-L239_EM_454.00,ELA_CTL2-L239_EM_456.00,ELA_CTL2-L239_EM_458.00,ELA_CTL2-L239_EM_460.00,ELA_CTL2-L239_EM_462.00,ELA_CTL2-L239_EM_464.00,ELA_CTL2-L239_EM_466.00,ELA_CTL2-L239_EM_468.00,ELA_CTL2-L239_EM_470.00,ELA_CTL2-L239_EM_472.00,ELA_CTL2-L239_EM_474.00,ELA_CTL2-L239_EM_476.00,ELA_CTL2-L239_EM_478.00,ELA_CTL2-L239_EM_480.00,ELA_CTL2-L239_EM_482.00,ELA_CTL2-L239_EM_484.00,ELA_CTL2-L239_EM_486.00,ELA_CTL2-L239_EM_488.00,ELA_CTL2-L239_EM_490.00,ELA_CTL2-L239_EM_492.00,ELA_CTL2-L239_EM_494.00,ELA_CTL2-L239_EM_496.00,ELA_CTL2-L239_EM_498.00,ELA_CTL2-L239_EM_500.00,ELA_CTL2-L239_EM_502.00,ELA_CTL2-L239_EM_504.00,ELA_CTL2-L239_EM_506.00,ELA_CTL2-L239_EM_508.00,ELA_CTL2-L239_EM_510.00,ELA_CTL2-L239_EM_512.00,ELA_CTL2-L239_EM_514.00,ELA_CTL2-L239_EM_516.00,ELA_CTL2-L239_EM_518.00,ELA_CTL2-L239_EM_520.00,ELA_CTL2-L239_EM_522.00,ELA_CTL2-L239_EM_524.00,ELA_CTL2-L239_EM_526.00,ELA_CTL2-L239_EM_528.00,ELA_CTL2-L239_EM_530.00,ELA_CTL2-L239_EM_532.00,ELA_CTL2-L239_EM_534.00,ELA_CTL2-L239_EM_536.00,ELA_CTL2-L239_EM_538.00,ELA_CTL2-L239_EM_540.00,ELA_CTL2-L239_EM_542.00,ELA_CTL2-L239_EM_544.00,ELA_CTL2-L239_EM_546.00,ELA_CTL2-L239_EM_548.00,ELA_CTL2-L239_EM_550.00,ELA_CTL2-L239_EM_552.00,ELA_CTL2-L239_EM_554.00,ELA_CTL2-L239_EM_556.00,ELA_CTL2-L239_EM_558.00,ELA_CTL2-L239_EM_560.00,ELA_CTL2-L239_EM_562.00,ELA_CTL2-L239_EM_564.00,ELA_CTL2-L239_EM_566.00,ELA_CTL2-L239_EM_568.00,ELA_CTL2-L239_EM_570.00,ELA_CTL2-L239_EM_572.00,ELA_CTL2-L239_EM_574.00,ELA_CTL2-L239_EM_576.00,ELA_CTL2-L239_EM_578.00,ELA_CTL2-L239_EM_580.00,ELA_CTL2-L239_EM_582.00,ELA_CTL2-L239_EM_584.00,ELA_CTL2-L239_EM_586.00,ELA_CTL2-L239_EM_588.00,ELA_CTL2-L239_EM_590.00,ELA_CTL2-L239_EM_592.00,ELA_CTL2-L239_EM_594.00,ELA_CTL2-L239_EM_596.00,ELA_CTL2-L239_EM_598.00,ELA_CTL2-L239_EM_600.00
275.0700073,9.896976471,34.55187607,72.37789154,91.45068359,70.08659363,23.96709442,7.410712719,2.582375765,2.376838684,2.637551785,3.064522266,3.523517847,4.195227623,5.275212288,7.460426807,12.18676662,16.63443565,19.05856323,17.1036396,13.28135681,9.197380066,8.172114372,7.189117432,7.05290556,6.981229782,6.8361063,7.247975349,6.961688519,7.391960144,7.454889297,7.83108139,7.465778351,7.90415287,7.771643162,8.310869217,8.239769936,8.212008476,8.296094894,8.487229347,9.006089211,8.720695496,9.578645706,9.636799812,10.11412048,10.21376324,10.45046806,10.78365898,11.64584255,11.53752041,12.15672016,12.73487854,13.29625034,13.30116177,14.33304596,14.88238239,15.65398407,16.09898186,16.90089607,17.46234131,17.73835564,16.44569969,17.36641884,18.73840141,19.1497097,20.18721771,20.81019783,21.39971352,22.06958008,23.54331398,23.16666794,24.61972046,25.29213142,25.5308075,26.7953701,26.63950348,26.87667465,27.77851868,27.38041878,28.76892471,28.52395439,28.6917305,28.04878998,28.16748619,29.33317375,29.16891479,28.86740685,28.78887367,28.65991402,28.98180771,29.41943741,29.05589104,28.60586548,28.7317543,29.44236565,28.73394012,27.08753204,26.77920532,26.95702362,27.1044426,27.15107918,27.1648922,26.70703316,26.73382759,26.10631371,25.67055511,25.61655426,25.17321014,24.82478905,23.7423687,24.55270576,23.67053795,23.04678345,22.33106422,21.52866173,21.2185936,21.55871391,20.93078613,19.722332,19.40941811,18.70555496,17.92916298,17.53905487,17.30053329,16.86740494,16.17104149,16.09461403,15.19308472,15.04198742,14.68693161,13.83522415,13.5663147,12.87617874,12.65034389,12.08370399,11.57783699,11.38129044,10.96950531,10.0850153,10.30609322,9.782085419,9.567727089,9.265176773,8.691638947,8.640806198,7.74370718,7.52007103,7.62758255,6.92829895,6.583703518,6.575508595,5.856319904,5.581479073,5.594454288,5.361962318,5.137561798,4.788555145,4.786039829,4.420086861,4.523546219,4.147988319,3.887633562,3.769103765,3.647308826,3.509252548,3.408951283,3.128284931
280,0.785101235,1.123549104,3.588219881,15.39479256,46.9438324,72.20301819,76.04573822,48.13848877,19.02000046,6.131599426,3.470127344,3.262579679,3.475444317,4.192306995,4.441137314,5.137856483,5.992289543,7.444169044,11.79938698,16.43882179,19.9891777,18.96643829,14.8977766,10.97644615,9.252883911,7.510599136,7.481297493,7.480350018,7.552597523,7.770102501,8.195186615,7.920860767,8.051817894,8.599228859,8.575439453,8.262522697,8.838057518,8.758741379,8.916143417,9.434790611,9.494934082,9.858812332,10.27814484,10.52395725,10.63333988,11.00010872,11.355299,11.5495739,12.12638569,12.38142204,12.81160641,13.4820776,13.34974766,14.28674126,14.90255737,15.92943382,15.86851978,16.71175766,17.20365906,18.31819725,16.8212204,17.49864197,18.57638931,18.78411293,19.84448051,20.44348335,20.992733,21.88907814,22.12076569,23.55353165,23.48295021,24.3708477,24.29452705,24.81478882,25.43110466,26.28727341,26.37596321,27.06507683,26.55233383,27.32074165,26.71630096,26.75362015,26.75944519,26.78987122,26.78928757,26.04418182,26.75338936,26.76681709,26.5618248,25.79697609,27.40839958,26.44436073,27.08083534,26.75428772,26.80298424,24.63004875,25.22780991,25.41809464,25.08934021,24.9367733,25.14394379,24.26021957,23.45614433,23.67482567,23.55493355,23.33462524,23.27480698,23.02715111,21.95916939,22.11777878,21.3788147,21.13776779,20.29733467,20.1036129,19.3368988,18.97063065,18.78136826,18.11369705,18.57122231,17.92232132,16.87352371,16.23572731,15.82839775,15.26642799,15.45774651,14.56487083,14.39592457,13.68167496,13.92743587,13.30517292,12.48337746,12.50398827,11.79859066,11.36993694,11.1062479,10.34084129,10.16454029,9.684768677,9.214213371,9.37117672,8.982852936,8.792567253,8.005580902,7.819089413,7.528188229,7.214869022,6.865299702,6.738820553,6.359314442,6.176831245,5.444423199,5.522190094,5.00763607,4.886606216,4.850926876,4.320360184,4.299432755,3.936232805,4.145367146,4.004261494,3.957252741,3.502452374,3.39707613,3.064324617,3.104063511,3.000119209
285,0.397138476,0.511190951,0.766716301,0.842973709,1.5087955,7.481775761,28.76863098,65.58049774,89.3277359,71.8520813,31.1045723,9.482541084,3.5243783,3.287633419,3.519929409,3.862961531,4.3522892,4.715359211,5.405552387,5.953681469,7.958073616,12.33401108,17.19165421,20.26431274,19.07909584,13.90256882,10.55572414,8.4273386,7.975771904,7.733843327,8.099338531,8.190872192,8.203354836,8.23388195,8.820741653,8.561781883,8.714125633,8.620417595,9.145518303,9.225103378,9.736446381,10.02998161,10.52758503,10.62061596,11.19636059,11.60828876,11.19521618,11.76016712,12.5744257,12.85247898,13.08216572,13.50836563,14.05469799,15.20827484,15.26949692,15.62612057,16.71815681,17.38730049,17.6553688,18.46264458,16.37880707,17.7333622,18.41067314,19.15638733,20.2502327,20.87600899,21.27713203,22.24717712,22.59058762,23.31001663,24.23830795,25.1066494,24.8765049,25.1973381,25.14581871,25.83615685,26.03802681,26.5532093,26.7750988,26.42985153,26.66289902,26.04898262,26.21911621,26.42393684,25.90302849,25.60795212,26.0261097,25.79418182,25.45963097,25.9070282,25.48259544,25.83315849,25.41731262,25.19837379,25.03621864,23.59474754,23.25693703,23.40237808,23.58120918,23.22106934,23.64171791,22.91508675,22.15099144,22.43845749,22.08262634,21.85181808,21.51361275,21.43540955,20.75418854,19.96262932,19.87974548,19.49346352,19.12183571,19.29714012,18.29439163,17.9301033,17.87583542,17.3218708,16.34644318,16.47766685,16.01955414,15.77019596,15.17440891,14.77134132,14.18304062,13.40126228,13.52210522,13.09060192,12.5646143,12.18803978,11.4987793,11.51496029,10.96305561,10.81162643,10.07444096,9.598638535,9.666594505,9.28940773,8.68244648,8.438669205,8.38616848,7.786076069,7.65096426,7.516634941,6.945193291,6.617980003,6.397559166,6.375277996,6.004547119,5.678307533,5.357373714,5.133248806,4.666211128,4.725768089,4.241121292,4.244502544,4.288136005,3.972409248,3.761355162,3.598158836,3.716525316,3.380315065,3.164859056,3.243428469,2.813265324,2.861309528
290,0.4098441,0.471177012,0.501847565,0.538077235,0.565832078,0.697058082,1.098047256,4.434118271,22.10518646,55.92954254,94.87866974,86.9803009,51.73261261,16.838974,5.583683968,3.388353825,3.168186188,3.422095537,3.805033207,4.042294979,4.316617012,4.753055096,5.57342577,7.711479664,11.52970314,15.74909592,17.65881157,16.49066734,12.77972031,9.859567642,7.827195168,7.24880743,7.530147552,7.702006817,7.693557739,7.614341736,8.184625626,8.31067276,8.629138947,9.066344261,9.337285042,9.660038948,9.939267159,10.50021362,10.78224945,11.41658497,11.57326889,11.90632343,12.53917694,13.08977222,13.34034443,13.90323257,14.56256294,14.8567791,15.63139439,16.50664902,16.8538723,17.80331802,18.78148651,18.68435669,17.62733459,18.26457977,19.1356163,20.46047974,20.61545181,21.19835281,21.93206596,22.84502983,23.5593853,23.83978081,24.94659424,24.98488998,25.25114822,25.49017334,25.54070282,26.40849876,26.83594704,26.71116257,26.66954803,26.32258797,25.8590126,26.40638733,25.65917015,26.03528786,25.51241684,25.20704651,25.49917412,24.91698837,25.26706123,25.08149338,25.587183,24.85050011,24.85460472,24.48369026,24.80602837,22.58303833,22.47178841,22.73022652,22.8709507,22.15435028,22.71311951,21.63008881,21.22606659,21.6781826,21.0220871,20.64701843,20.62770081,20.18027878,19.50438309,18.80722237,18.87042046,18.7694397,18.19481659,17.75784492,17.12456131,16.83872223,16.57514381,15.93483925,15.45511246,14.95364857,14.69824123,14.41294098,14.62072182,13.86911583,13.43541241,12.91726971,12.27235603,12.30717754,11.47881317,11.54098415,10.68247795,10.06111908,10.4746809,9.6863451,9.612485886,9.467773438,8.937724113,8.651486397,8.367704391,7.750180721,7.730393887,7.091974735,7.0816679,6.835039139,6.842430592,6.15557003,6.15359354,5.791701794,5.362910748,5.526812077,4.703774929,4.682418823,4.598217487,4.302589893,4.337364197,3.794484615,4.063583374,3.813366652,3.643760204,3.360503197,3.202877998,3.132128,3.061010838,2.894193888,2.874823809,2.463144779
295,0.222482309,0.31855616,0.298971087,0.316279918,0.399122238,0.376716167,0.490395337,0.6096102,0.914655089,2.059892178,12.07433796,39.14002228,84.45019531,106.2442169,84.53516388,33.77705383,10.25247765,3.386229992,2.741797924,2.642864943,2.859688282,2.903054953,3.151169538,3.693621874,3.763897419,4.37663126,6.168747425,9.723151207,14.05073357,16.94570732,16.30788231,12.51302528,9.613791466,7.550091267,6.806324005,7.108802795,7.222763062,7.711335182,7.443837166,8.209346771,8.747600555,8.950940132,9.48329258,9.86820507,10.49070835,10.87900066,11.39410877,11.80200291,12.6319046,13.19503498,13.20979977,14.39412308,14.50282478,14.95368099,16.02339172,16.48734093,17.07196045,18.10864639,19.26161003,19.74436951,18.08696556,19.0685463,20.30733681,20.99932098,21.3762455,22.45397186,23.27373505,23.96063423,24.37864876,25.01874733,25.69903755,25.66746712,26.67378616,26.72504234,27.08966064,27.84477043,27.60949135,27.55038071,27.21136284,27.71590805,27.66498756,28.13502693,26.58480072,26.16517258,26.53553391,25.96672821,25.80488968,25.72164536,25.97947311,25.85049438,24.8203392,25.18361473,25.59646797,24.78766632,24.02145576,22.71313667,22.34973717,22.63071251,22.36850166,22.60182571,21.92899513,21.93977547,21.19853401,21.25470734,20.4891777,20.06804466,19.45754242,19.54836464,19.52305222,18.98604012,18.35587692,17.76971626,17.57820129,17.18707466,16.68692017,16.16637611,15.77866554,15.43969631,15.24248219,14.39225674,14.26212883,13.6642065,13.3452425,12.83488464,12.55582047,12.28949738,11.88081264,11.52526283,11.14454269,11.05844593,10.35484791,10.00712585,9.685434341,9.263080597,8.966752052,8.625361443,8.586717606,8.189482689,7.965594292,7.462290287,7.42040062,7.146740437,6.630912304,6.631395817,6.125519276,6.049540997,5.650635719,5.537154198,5.269551277,4.951963902,4.467350006,4.342854023,4.436598301,3.920385122,4.157190323,3.844957113,3.494438887,3.743739128,3.391820431,3.194058895,3.082640648,3.085133076,2.970813036,2.76722312,2.59458828,2.54364872
300,0.219999298,0.195428863,0.307991832,0.28077364,0.313879281,0.275344491,0.375179946,0.341318578,0.47829479,0.643367708,0.809776425,1.418067455,5.434709549,27.54886627,75.79039001,119.8461304,95.89125061,47.77146912,13.40558243,3.80379343,2.322197676,2.29120326,2.194288492,2.276427269,2.401795149,2.482386589,2.651506186,2.74754858,3.837869167,6.063010216,10.22940063,14.07366276,16.65839767,14.85684872,11.68348217,8.248369217,6.754919052,6.520995617,6.533040047,6.931611061,7.408218384,8.108763695,8.43125248,8.707090378,9.76822567,10.31048107,10.69318676,11.45887184,11.98567581,12.67652893,13.24966717,13.61374187,14.41357613,15.09755039,16.28266144,17.29719925,17.8116684,18.3715992,19.39052582,19.75621605,18.09058762,19.25336266,20.61685371,21.34251022,22.58774567,22.77771759,23.9371376,24.63586807,25.53051376,26.45509338,26.24541092,27.04838943,27.7781868,28.15475273,28.37440109,29.31171417,29.13532257,29.2804985,28.55919075,28.62530899,28.80135345,28.25327873,28.25880814,27.90467834,26.72268867,26.96839714,27.22390938,26.27236176,25.88591576,26.08077812,25.23586464,25.83430099,25.32199478,24.86385536,24.33955002,23.12578583,23.26383018,22.72014427,22.30284882,22.2097168,22.58055687,21.56627655,21.53744125,21.03168488,20.69868088,19.56917763,19.83531761,19.53361893,19.2941227,18.18770218,17.69623566,17.73735809,16.92774391,16.99781418,15.79489326,15.49821568,15.76155567,14.8417902,14.8088131,14.15117741,13.7922802,13.40569115,13.22077084,13.07702065,12.20087051,11.67664909,11.62450695,11.05267143,10.53617668,10.63448429,9.982655525,9.525862694,9.457210541,9.245158195,8.751386642,8.224225044,8.498874664,7.828402996,7.62527132,7.079982758,7.028261662,6.728511333,6.359700203,6.216438293,5.938508987,5.911766529,5.405852795,5.317829609,4.848630428,4.852736473,4.300442696,3.933295965,4.151612282,3.839744568,3.923282862,3.702533722,3.54102397,3.471807241,2.930496216,3.005495548,3.063440323,2.860013962,2.732442856,2.72648263,2.445181847,2.264864922
305.0700073,0.164445236,0.217837572,0.334783822,0.271318793,0.280059189,0.350016147,0.25172022,0.390155643,0.505986869,0.353141308,0.553400993,0.578701735,0.909435332,1.08027041,2.463277102,12.90311813,46.28881073,92.27972412,113.0159225,81.49626923,30.5561409,8.396393776,2.829993248,1.848480105,1.713010073,1.662374496,1.907891512,1.905161262,2.066195726,2.375477552,2.73869586,3.750408649,5.086558819,8.582706451,12.59749985,15.8077898,15.55417824,12.40237904,9.37167263,7.469508648,6.980221272,7.202753544,7.520521641,7.9325881,8.282369614,9.124016762,10.0691967,10.52248764,11.13508606,11.57727623,12.48457336,13.13072491,14.22377014,15.19752884,15.96828461,16.50281143,17.41069412,17.91349411,19.39037895,20.77250099,18.45323944,19.68609619,21.18817902,21.58695221,22.8990078,23.83476067,24.62111855,25.47900391,25.8004818,26.73834229,26.3965683,28.41905022,28.706707,29.169981,29.36657715,30.12263107,29.25494957,29.89980888,29.88515091,29.45306587,30.18065643,29.34325409,28.61574554,28.88615036,28.26797104,27.69189453,27.76417923,27.35509682,27.44236565,26.73824883,26.04582977,26.64629936,26.42346382,25.45796585,24.81833839,23.52140808,23.62242889,23.17756271,23.04719734,22.08188057,22.13881683,22.00773048,21.86998367,20.84641266,20.67211533,20.10575867,19.82842064,19.21996689,18.82675362,18.11129761,17.87049675,17.34165001,17.29746437,15.86549091,15.74279118,15.02641964,15.51507664,14.68536568,14.23483086,13.86693096,13.7368145,13.08545113,12.68816376,12.42752171,12.00676441,11.61779118,10.8442955,10.64686394,10.19204807,10.28927898,10.06949902,9.296759605,9.001999855,8.663520813,8.233018875,8.119123459,7.842745304,7.392841816,7.097056389,6.877959728,6.575445652,6.537135601,5.770111084,5.837039948,5.899025917,5.624972343,5.243950844,5.062673569,4.91012001,4.596244812,4.136080265,4.094481945,3.849703312,3.88549614,3.611540794,3.50701046,3.197437763,3.297806263,2.973447561,3.108914375,2.825425625,2.546410799,2.513959885,2.487035751,2.2071805,2.361562252
310,0.192381725,0.220277727,0.265026063,0.260469407,0.269257963,0.179167897,0.213302433,0.338024169,0.309126228,0.371949136,0.42095232,0.519009113,0.586296678,0.725203872,0.887779653,1.080177426,1.275179505,4.069301605,21.70612907,63.41104507,120.6561584,114.4354782,67.6506424,21.9271183,5.517053127,1.975497484,1.661953807,1.311266661,1.68492794,1.794317961,2.157752991,2.153673649,2.454220057,2.615639687,3.446686983,4.626101971,7.752665997,11.59960938,15.27587509,16.73809052,14.2216301,10.89231491,8.22364521,7.643796921,8.029565811,8.076384544,9.121622086,9.772027969,10.66478634,11.42554951,11.8061552,12.69885731,13.82894611,14.29781818,15.48453236,15.95905304,17.49248886,17.37582207,18.8502655,19.58255386,18.87053108,19.98604965,20.68206215,21.95769119,22.61487389,23.99826813,25.04777336,26.53671646,26.67829323,26.49921608,27.97805977,29.06028557,29.29431915,29.3098278,30.50115395,30.69050217,31.26125336,31.5098381,31.05685234,30.784729,31.53476334,30.41823196,30.384058,29.82862473,29.52646065,29.53038979,28.99283218,28.80300522,27.7670269,27.79196358,27.84759903,26.9802742,28.02139282,27.16267204,26.10547638,24.39930725,24.24624252,24.26345634,24.4096756,23.6237278,22.72682762,22.98594093,22.12742043,22.27307129,20.89583015,21.11544418,19.93951607,20.09105873,19.05770874,18.76651764,18.90350151,17.70069122,17.61355591,16.89791107,16.46131325,16.40634537,16.30086327,15.13990116,14.8440876,14.45374584,13.85143375,13.3658638,12.91792393,12.25512695,11.73072243,11.58339119,10.9892683,10.53282738,10.59755135,10.53157043,9.621678352,9.26753521,8.86651516,8.910149574,8.196610451,8.151665688,7.888062477,7.289809704,7.571071148,6.732607365,6.51829195,6.092323303,6.252642155,6.14758873,5.841167927,5.470215797,5.079571247,4.639173508,4.508648872,4.485041142,4.2121768,4.03357172,3.738298893,3.890928984,3.576259375,3.5629704,3.139768124,3.173166752,3.241002321,2.928859711,2.723798037,2.681952477,2.363247156,2.373263836,2.350622654,2.255568027
315,0.074771076,0.24025321,0.127661869,0.238265097,0.237755716,0.218641967,0.285348654,0.156737581,0.206567556,0.389229149,0.354505777,0.41865766,0.403547645,0.382345349,0.674718976,0.664496601,0.705969572,0.739530981,1.200196743,2.756578922,17.07533073,58.02796173,111.6111832,125.3586807,86.68923187,27.59744453,6.876499176,2.129899025,1.710544944,1.553854227,1.685952067,1.524915576,2.075411558,2.069522381,2.142746687,2.593881369,3.019573927,3.797673225,5.852615833,8.819555283,13.7897892,17.18934059,16.90647316,14.82100391,11.45410252,9.404761314,9.020410538,8.695380211,9.579399109,10.81275749,10.75150108,11.57249355,12.54687786,13.44169521,14.24465275,14.93610954,16.13843536,17.14848328,18.32353401,18.86503601,17.7380085,18.77106857,20.21390343,21.08155441,21.57383537,23.46482086,24.28470993,24.72746658,26.06039429,25.77087212,27.25290298,27.53209496,28.23891449,29.3254509,29.74533844,29.97957802,30.10720634,31.73080826,31.08229065,30.47015762,30.77833557,30.60847473,30.2021656,30.2982769,30.34920311,29.20527649,29.16437912,29.6512146,28.75432014,28.49251175,28.14035606,27.90192795,27.41031456,26.72823524,26.9091835,24.09937286,24.97271919,24.58016205,24.40439987,23.28647614,23.73534203,23.34005356,22.90503311,21.81077194,21.93678284,21.30913925,20.54768753,20.05622101,19.78251266,18.98231888,18.63564301,17.42788887,17.94151497,16.87003326,16.87058067,15.88539696,15.64387131,15.02550507,14.87257099,14.37639046,13.74675369,13.49956322,13.18239689,12.42667294,12.09409237,11.18802071,11.17227077,10.76624393,10.58264637,9.927597046,9.927370071,9.267230988,8.962157249,8.95371151,8.162238121,7.646581173,7.64030838,7.265816212,6.959793091,6.66907835,6.787371635,5.995825768,5.844919205,5.60789299,5.432137012,5.382913589,5.308362484,4.724404335,4.819310188,4.341067791,4.268927097,3.946539402,3.947509766,3.643432379,3.251554728,3.13901639,3.29446435,3.08698678,2.924115419,2.795205593,2.919576168,2.653799295,2.524137974,2.188852072,2.323419571,2.163658857
320,0.145138845,0.296956658,0.15213789,0.311852396,0.157911524,0.232179433,0.099335171,0.227549419,0.202030584,0.30655998,0.286309302,0.315560699,0.426614583,0.442980617,0.451042145,0.633484602,0.566584229,0.517498195,0.668591142,1.069743514,1.064749837,1.968468785,7.88702774,34.89556885,81.88036346,121.6814651,103.328186,52.35799789,14.24968529,3.970141888,2.215481758,1.800963163,1.822656512,1.770158529,1.990697145,2.056801796,2.519497871,2.804517508,3.011793613,3.648674011,4.352067471,6.183773994,10.26118088,13.78111458,17.7335186,18.32524681,15.66567612,12.4237709,10.50723362,9.706291199,10.56982327,10.51886654,11.65116787,12.63702488,13.42136765,13.8219595,14.51222992,16.21032143,16.76449013,18.1462822,15.99488735,17.04092407,18.87579155,19.09489822,20.7813549,22.16972923,23.5474987,23.75650978,24.82328987,24.73250008,26.67541122,26.64672089,27.8958683,27.98503876,29.10177422,29.32400894,29.53376389,30.65155029,30.07097054,30.65909386,29.43686104,30.11817551,29.78664207,30.05236816,29.527565,29.5763588,28.27576828,28.59197235,28.25797653,29.85627937,29.07448006,28.62537003,27.59460068,27.50406265,27.32177925,25.07805824,24.77289391,23.95266914,25.59584427,24.0647049,24.13585472,23.85456467,23.32111168,22.67497826,21.32216454,21.19113731,21.00069046,19.85280228,20.43689537,18.86014748,18.86546516,18.77522469,17.77985764,17.30405998,16.84877968,16.83059692,16.07481003,15.43975925,14.50801659,13.87765694,14.08228588,13.41905689,12.85670185,12.28484058,12.19100285,11.62319565,11.59810925,10.64909363,10.21239376,9.684039116,9.431073189,8.979465485,8.70697403,8.204323769,8.173120499,7.949082851,7.620338917,7.640291214,7.04879427,6.780912876,6.437756538,6.091412067,5.947293282,6.001488209,5.267550468,5.201794624,5.063074112,5.22674942,4.385218143,4.474873543,3.968953609,3.799955845,4.181946754,3.443659544,3.642280102,3.236954927,3.250622749,2.819331169,2.973232985,2.68716383,2.564556599,2.511219025,2.36331439,2.395166636,2.203882694,2.24315834
