Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_904_EM_270.00,ELA_904_EM_272.00,ELA_904_EM_274.00,ELA_904_EM_276.00,ELA_904_EM_278.00,ELA_904_EM_280.00,ELA_904_EM_282.00,ELA_904_EM_284.00,ELA_904_EM_286.00,ELA_904_EM_288.00,ELA_904_EM_290.00,ELA_904_EM_292.00,ELA_904_EM_294.00,ELA_904_EM_296.00,ELA_904_EM_298.00,ELA_904_EM_300.00,ELA_904_EM_302.00,ELA_904_EM_304.00,ELA_904_EM_306.00,ELA_904_EM_308.00,ELA_904_EM_310.00,ELA_904_EM_312.00,ELA_904_EM_314.00,ELA_904_EM_316.00,ELA_904_EM_318.00,ELA_904_EM_320.00,ELA_904_EM_322.00,ELA_904_EM_324.00,ELA_904_EM_326.00,ELA_904_EM_328.00,ELA_904_EM_330.00,ELA_904_EM_332.00,ELA_904_EM_334.00,ELA_904_EM_336.00,ELA_904_EM_338.00,ELA_904_EM_340.00,ELA_904_EM_342.00,ELA_904_EM_344.00,ELA_904_EM_346.00,ELA_904_EM_348.00,ELA_904_EM_350.00,ELA_904_EM_352.00,ELA_904_EM_354.00,ELA_904_EM_356.00,ELA_904_EM_358.00,ELA_904_EM_360.00,ELA_904_EM_362.00,ELA_904_EM_364.00,ELA_904_EM_366.00,ELA_904_EM_368.00,ELA_904_EM_370.00,ELA_904_EM_372.00,ELA_904_EM_374.00,ELA_904_EM_376.00,ELA_904_EM_378.00,ELA_904_EM_380.00,ELA_904_EM_382.00,ELA_904_EM_384.00,ELA_904_EM_386.00,ELA_904_EM_388.00,ELA_904_EM_390.00,ELA_904_EM_392.00,ELA_904_EM_394.00,ELA_904_EM_396.00,ELA_904_EM_398.00,ELA_904_EM_400.00,ELA_904_EM_402.00,ELA_904_EM_404.00,ELA_904_EM_406.00,ELA_904_EM_408.00,ELA_904_EM_410.00,ELA_904_EM_412.00,ELA_904_EM_414.00,ELA_904_EM_416.00,ELA_904_EM_418.00,ELA_904_EM_420.00,ELA_904_EM_422.00,ELA_904_EM_424.00,ELA_904_EM_426.00,ELA_904_EM_428.00,ELA_904_EM_430.00,ELA_904_EM_432.00,ELA_904_EM_434.00,ELA_904_EM_436.00,ELA_904_EM_438.00,ELA_904_EM_440.00,ELA_904_EM_442.00,ELA_904_EM_444.00,ELA_904_EM_446.00,ELA_904_EM_448.00,ELA_904_EM_450.00,ELA_904_EM_452.00,ELA_904_EM_454.00,ELA_904_EM_456.00,ELA_904_EM_458.00,ELA_904_EM_460.00,ELA_904_EM_462.00,ELA_904_EM_464.00,ELA_904_EM_466.00,ELA_904_EM_468.00,ELA_904_EM_470.00,ELA_904_EM_472.00,ELA_904_EM_474.00,ELA_904_EM_476.00,ELA_904_EM_478.00,ELA_904_EM_480.00,ELA_904_EM_482.00,ELA_904_EM_484.00,ELA_904_EM_486.00,ELA_904_EM_488.00,ELA_904_EM_490.00,ELA_904_EM_492.00,ELA_904_EM_494.00,ELA_904_EM_496.00,ELA_904_EM_498.00,ELA_904_EM_500.00,ELA_904_EM_502.00,ELA_904_EM_504.00,ELA_904_EM_506.00,ELA_904_EM_508.00,ELA_904_EM_510.00,ELA_904_EM_512.00,ELA_904_EM_514.00,ELA_904_EM_516.00,ELA_904_EM_518.00,ELA_904_EM_520.00,ELA_904_EM_522.00,ELA_904_EM_524.00,ELA_904_EM_526.00,ELA_904_EM_528.00,ELA_904_EM_530.00,ELA_904_EM_532.00,ELA_904_EM_534.00,ELA_904_EM_536.00,ELA_904_EM_538.00,ELA_904_EM_540.00,ELA_904_EM_542.00,ELA_904_EM_544.00,ELA_904_EM_546.00,ELA_904_EM_548.00,ELA_904_EM_550.00,ELA_904_EM_552.00,ELA_904_EM_554.00,ELA_904_EM_556.00,ELA_904_EM_558.00,ELA_904_EM_560.00,ELA_904_EM_562.00,ELA_904_EM_564.00,ELA_904_EM_566.00,ELA_904_EM_568.00,ELA_904_EM_570.00,ELA_904_EM_572.00,ELA_904_EM_574.00,ELA_904_EM_576.00,ELA_904_EM_578.00,ELA_904_EM_580.00,ELA_904_EM_582.00,ELA_904_EM_584.00,ELA_904_EM_586.00,ELA_904_EM_588.00,ELA_904_EM_590.00,ELA_904_EM_592.00,ELA_904_EM_594.00,ELA_904_EM_596.00,ELA_904_EM_598.00,ELA_904_EM_600.00
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
230,1.563263297,1.627074361,1.571542859,2.063690424,2.26247859,2.508841038,3.362184763,4.463119984,7.780204773,10.83196449,15.02582645,17.39993286,22.38153839,26.27293777,29.62241173,34.99139023,36.96707535,41.14830017,44.28281403,45.19452667,48.09701157,47.6565094,48.45828629,50.74163818,49.3924675,46.5068512,47.22198868,46.74298859,49.3988533,47.02551651,46.71162033,46.00776291,44.96552658,46.30496979,44.62210846,45.09428787,46.14933395,43.92421722,43.7107811,45.04244995,45.54421997,45.20111465,47.81570053,50.90277863,50.98839569,54.04201889,55.66550827,61.03315353,64.37618256,67.23428345,71.9157486,79.52838898,83.66795349,91.05014038,97.20302582,101.7765884,110.8867569,118.2593994,124.7631531,133.9148254,124.6986847,133.3310242,140.4667358,150.4597778,154.4279175,162.4715271,169.5804596,176.6972046,177.7801819,179.5010681,179.4394684,180.6071777,182.9962158,181.2054138,180.4709167,179.9049072,175.1348114,172.5079498,170.2249451,165.5083466,159.1202545,154.0299988,146.7487183,145.9693298,138.4582977,132.4313202,129.0390472,125.4787292,118.9621429,116.2375336,113.2468033,109.8377304,105.2913742,100.255661,97.71263885,88.06341553,84.74564362,83.22964478,81.88478851,78.87444305,77.91941833,71.8214035,71.86030579,66.46954346,64.65163422,63.19926453,58.91107559,58.58288956,54.86693192,53.10267258,52.29948425,51.8306694,48.52670288,46.610672,44.23174667,42.69277573,41.47333527,38.80458832,39.09910965,37.12659073,35.00946808,33.97768402,32.25267792,31.0338707,29.55348778,28.66812706,26.73022079,26.23140907,25.51755142,24.33110237,23.38652992,20.86050415,21.83569717,20.45310402,19.47119713,18.87550735,18.2826767,17.21313286,16.34974098,15.39439011,15.04133892,14.02237988,12.89251518,12.28775692,12.42343998,11.69524765,11.07423687,11.04361248,10.98572063,9.598797798,9.114045143,8.652671814,8.320586205,7.546422005,7.530426502,7.019533157,6.665985107,6.80123806,5.772996902,5.463684082,5.491596699,5.434719086,4.878129482,4.520388603,4.709340572,4.416230679
235,2.055869579,1.213484526,1.445172668,1.576763868,2.012324572,1.671871662,2.442475319,3.043827295,4.144495487,6.160344124,8.768919945,11.84831619,14.8456068,17.17482376,19.90764236,23.18137741,25.41880608,29.0223484,31.04887772,30.48786736,31.85824966,34.71579361,35.29244614,35.24908066,32.85017014,32.17243958,33.25838852,33.98764038,33.2044487,33.74290848,33.53369141,32.50510406,31.64294243,33.63401031,32.108078,32.53430939,33.02154922,32.29413986,32.50708389,32.45581055,33.88499832,34.98603439,35.59959793,38.1808815,40.72865295,42.56796646,46.06765366,50.7767868,52.65937042,57.54729462,60.34391022,66.97106171,71.14878082,76.13399506,83.309021,89.3938446,95.79186249,102.5259933,111.0710297,117.1144028,108.7286911,119.1664734,123.2215958,128.5745087,134.412796,142.6816101,146.9945221,149.0605316,154.2472992,155.5605011,156.5865479,157.9869232,159.4658966,155.768158,158.1184235,154.3426208,153.6846008,153.1906433,147.7778778,143.5868835,140.9755554,135.2911224,133.1215515,129.2446594,122.7398453,119.9421539,112.5946655,110.870018,106.9299164,104.9684601,99.68591309,96.5586319,95.71009064,91.40657043,88.71300507,78.35020447,77.14560699,76.32532501,74.38684082,72.8069458,70.77163696,66.76259613,64.80657196,63.52518463,58.23588943,58.17681122,55.7578392,54.0522728,50.87768936,51.51420212,49.35983658,45.91900253,45.80462265,42.90062332,41.58498001,38.89692307,37.86822891,35.78841019,35.83646774,34.06411362,34.08449554,31.51738548,30.55648613,30.35981178,27.77638435,27.03582001,26.05630112,25.18002319,25.25789833,22.98110962,21.65172577,21.52119637,20.21239471,20.0872612,19.48904037,17.04941177,16.9139328,16.27205276,15.58127689,14.74991798,14.06296158,14.18982315,13.37844658,12.3602829,11.61978436,11.54140568,10.51107597,10.75984097,8.908802032,9.511384964,7.539815903,8.419520378,8.010210037,7.52370739,7.171634197,6.734638691,6.923341274,6.083313465,5.966458321,5.725113392,6.039957523,5.283320904,4.909605503,4.480987072,4.594686508,3.802377701
240,2.124152899,1.51252234,1.395185709,1.236573935,1.284562588,0.882579625,1.312959909,1.896257758,2.418070793,3.536974192,4.640656948,5.697505951,7.229402065,9.283483505,10.74809933,12.22251606,13.88786125,14.7241621,15.4396019,17.03526688,18.87900543,18.64652061,18.63271523,19.50928307,19.35061646,18.47594833,18.03685951,19.22795486,19.89756966,19.51426315,18.98205948,18.68238068,20.2307148,19.68899918,20.8534832,20.74922562,21.11715889,20.46671677,20.8000164,22.69811249,23.63318253,25.43693161,26.04855537,28.3495369,30.50977516,32.93069839,35.74295425,39.78878403,43.39199066,45.73200226,49.88242722,55.31250381,60.78716278,65.09862518,70.36820221,77.94824219,82.04032898,88.47687531,94.43613434,98.02059174,93.69499207,99.7181015,106.1954193,112.6801605,119.6590424,120.4552536,125.2297211,126.7155457,132.1112518,135.212265,136.3066406,135.5834351,135.88591,135.2658234,136.9807281,134.5445557,132.6304626,130.8491364,127.9650497,123.8419342,121.5733032,118.7000427,112.2549744,110.2456436,105.7192688,101.4761581,100.774353,97.31671906,94.61473083,92.12620544,87.31542969,88.72408295,84.0294342,81.95762634,81.40859222,72.13018036,70.01259613,68.0641098,66.53375244,65.71785736,63.7678566,62.24065399,60.78244019,58.88328171,55.36011505,55.27591324,53.29217529,51.37004852,49.86297989,48.18950272,46.57688141,45.38659286,43.55461121,41.63240433,39.79060745,39.61103439,39.03948212,36.21503067,36.06826401,33.01394272,32.61991501,30.60581589,29.03725243,29.29872894,28.67677307,26.62052917,26.51515961,24.12190628,23.6584053,23.38133812,21.2867775,21.43528557,19.91215515,18.49695587,18.2176609,17.71805191,16.86919785,16.42969513,14.98359203,14.49643326,14.25922489,13.26609707,12.69754696,12.01650715,11.46746445,11.34825134,10.351758,9.969708443,9.531258583,9.318123817,8.908680916,8.380152702,7.644758224,7.585595131,7.312482834,6.792084694,6.438983917,6.203808308,6.171820641,5.545698166,5.414744854,5.112575054,5.051166534,4.437908649,4.43627882,4.05978632
245,12.98890495,8.486579895,4.130388737,2.125963211,1.424765229,0.819952071,1.161148429,1.520299911,1.780029058,1.920148611,2.734153748,3.430594683,4.588563919,5.560384274,6.717132092,7.321760178,8.11091423,8.886292458,9.990756035,10.56456566,10.92353439,11.90901756,11.94809341,12.77568531,12.4004612,12.53459835,13.01609993,12.97517014,13.74515152,13.31994534,13.68943024,13.9035368,13.47791481,14.54460239,14.10936069,15.25561428,15.30839729,16.00270462,17.36753082,17.30705261,19.31715965,20.33913803,21.82302475,23.72180748,25.75598717,28.58450508,30.98756409,34.13990021,37.2513237,40.49240112,45.40504837,48.67801666,52.6541748,57.09792709,60.67413712,67.11344147,71.22318268,75.83439636,79.57038879,86.14334869,79.44963074,84.49993896,90.14295197,95.12799072,98.64673615,103.34832,105.7095261,108.5075531,111.6395569,113.8944931,116.2522812,115.2336349,115.7719803,114.9468002,115.6208115,113.5585403,114.7732315,110.9045105,108.8411331,106.4123077,104.5850067,103.4741211,99.30362701,95.86928558,94.44563293,92.06047821,87.81935883,86.99362946,84.95238495,82.0625,79.90339661,78.8682251,76.25585938,74.15956116,73.52545929,66.64846039,64.17440796,64.39259338,60.76166534,60.87670898,59.11128616,57.91146088,55.9161377,54.34428406,51.69112015,51.18340302,50.9110527,47.92207336,46.08898163,44.76755142,44.56176758,42.36858368,41.28246689,39.99687195,38.77056503,38.34215164,36.25305939,34.06448364,33.57397842,32.4521904,31.05000496,29.33921242,28.88404274,28.77831841,27.37020874,26.14181137,24.86999893,23.55979729,23.3437767,21.62128639,21.58485794,19.86609459,18.58855629,18.56171989,18.12195206,17.01357079,16.50023842,15.79950047,14.79507732,14.93371868,13.91989326,13.28166771,12.86346149,12.57063293,11.14434624,10.75621414,10.42267609,9.742929459,9.988232613,8.908849716,8.290521622,7.882921219,7.894282341,7.154938698,6.702851772,6.675356865,6.508649349,6.209895134,5.804826736,5.404088497,5.071741581,4.906431198,4.834629059,4.65278101,4.31449461,4.138187885
250,10.46703243,14.7804451,15.36276627,11.79193878,6.679301739,2.792008877,1.887598276,1.71032095,1.924415708,2.304650784,2.786319971,3.348032475,4.252503872,4.897978783,6.111541271,6.235827446,7.126520634,7.116682529,8.241116524,8.466997147,9.046891212,9.964208603,10.3714056,10.71898556,10.66540909,9.90721035,10.84143734,11.33449936,11.97072506,11.67009354,11.75526142,12.3191061,12.25303459,12.66519928,13.49730015,13.76735687,13.98031902,14.46906567,15.58958244,16.10635757,16.78698349,17.61725235,19.19958305,20.81719589,22.61856079,24.65320206,27.71984482,28.87488556,32.33176804,34.33055115,38.19389725,40.26593018,44.70542526,47.22901535,51.87819672,55.36865234,60.26695633,62.58057022,66.3976059,70.80487823,64.04289246,69.14687347,74.10253143,78.25164795,80.85574341,82.78804779,87.47058868,88.43318176,90.45206451,94.29202271,94.32602692,94.9426651,94.90681458,97.14408875,94.48321533,95.01735687,94.40402985,93.41627502,91.94753265,90.07662201,88.86908722,85.37108612,84.80863953,81.99647522,80.50566864,78.74846649,76.40169525,74.80049133,73.48719025,71.22344208,70.50281525,68.82263947,68.47550964,66.55648804,65.07730865,58.07862854,58.20018768,57.64956284,55.98031235,54.18701935,54.2142334,51.82320404,51.03460693,49.9257431,49.45463181,47.78996658,46.70285416,45.65824509,43.43978882,40.91317749,40.38607407,40.14845657,38.66958618,37.31425095,36.73459244,35.39839554,33.99373627,32.60803223,30.873909,31.3204174,29.47657013,29.10078621,27.11248398,26.53238106,25.51673889,23.99514008,24.00974655,22.41547585,22.58690643,21.75895309,20.13540268,20.26513863,18.77352333,18.25470543,17.34715271,16.86813736,15.45799828,15.53685474,14.90050507,13.70134258,13.53588867,12.93601894,12.15148163,11.85384369,11.38819599,10.71588898,10.08132172,9.972727776,9.048382759,9.342643738,7.998939991,7.91533041,7.476981163,6.751132011,6.676873684,6.748015404,6.306417942,6.213027,6.130564213,5.672492981,5.302820683,4.890803337,4.742744446,4.721188068,4.232879162,4.228648186
255,2.406806231,2.654941559,4.522784233,8.169155121,13.13113117,12.71504974,10.74088192,7.91839838,5.248470306,3.762377262,3.842403173,5.258853436,5.710420609,6.905045033,7.373326778,7.704133987,8.427876472,9.278010368,9.282304764,10.45142269,10.65329838,10.81970882,11.84036922,12.07780933,12.37525845,11.56557369,11.44479656,12.14327621,12.38713646,12.81117153,13.26334667,13.04676819,12.68604374,13.30611038,13.59859085,14.30117416,13.68120289,13.79689789,14.73909855,15.6704092,16.7431221,17.72567368,18.66150284,19.58210564,21.35641289,22.82226563,24.13961601,26.60657501,28.46558952,30.41609573,32.90066528,35.57273865,36.88803101,40.53215408,42.22212982,44.81018829,47.27114868,50.19481277,52.84460449,57.86847687,52.83319473,55.82599258,58.80657959,61.68699646,64.93904877,67.52093506,69.6747818,70.82649994,74.13674164,74.5368576,75.41789246,78.78233337,77.08751678,78.94128418,77.30127716,77.80332947,79.4464798,78.42940521,77.0921936,74.57027435,74.06409454,72.27906799,71.73152161,69.33285522,67.81594849,67.70819092,65.98230743,64.77210999,62.48435593,61.9118576,62.21582413,59.86618805,59.76847458,59.4103241,57.04234695,52.22966003,51.81135178,51.53261566,50.99078751,50.15072632,48.68121338,48.06763077,46.87334824,45.94366837,45.29993439,43.46334076,42.91809464,41.93151474,40.36227036,39.25695419,38.84108734,37.31251144,37.47008133,35.2611618,34.08393097,33.5006485,32.33746719,31.55353928,30.61985588,29.67993546,28.76103592,27.47055054,27.48679352,26.51309395,24.66252136,23.59660912,22.78881645,22.2828083,21.36857605,20.77883339,19.40850258,19.62493324,17.80420685,17.53548622,17.08588982,16.60726166,15.37525845,13.87102509,14.73572159,13.45021343,13.04033756,12.80587482,12.00483799,11.19631195,10.59549236,11.08262157,9.904748917,9.37135601,9.027267456,9.43507576,7.801661968,7.875723362,7.366389275,6.895888805,6.750864029,6.538578987,6.116447926,6.219167709,5.312725067,5.331539154,5.247574329,4.64820385,4.752276421,4.575975895,4.232801437,4.098518848
260,2.809457064,2.542943954,2.270300627,2.291052103,2.502461195,3.291616678,6.556109428,12.60681438,17.08487511,16.95478249,12.50980186,9.548057556,9.124582291,9.529508591,10.93869591,11.50266171,11.45706272,12.77103996,13.70702839,14.3064661,14.66172695,14.76212406,15.50209427,15.06075573,14.93674946,15.03992081,15.09572887,15.58617973,14.86954308,15.62055683,15.42970085,15.45121765,15.43968582,16.39061928,16.02517319,15.7531805,15.85961723,16.394804,16.58583641,17.16813278,18.31148529,18.17033577,19.31218147,20.81099892,21.69944572,23.78483582,24.05759048,25.52641869,27.61022949,29.29365158,31.49628067,33.34179306,34.60993195,37.25722504,39.01768112,41.62790298,43.39702225,45.3884697,47.94062424,49.85705948,45.7915802,48.84474564,52.55883026,53.82497025,55.61615753,58.38447952,60.16057205,62.47962952,63.13943863,65.49234009,65.47055054,67.20028687,67.14665222,68.87273407,68.19947815,68.65438843,68.65091705,69.27633667,66.86650848,66.79362488,65.75005341,65.67237091,63.08727646,62.90763474,61.61231995,60.66019821,58.73260498,60.35223389,58.6317215,58.00873566,56.24369049,55.66198349,54.93642807,55.33708572,53.43231201,50.07860565,48.64813614,48.91138077,49.11023331,48.53898239,47.3451767,46.27447128,45.43773651,43.30852509,43.74137115,42.16195297,41.6019516,40.44633865,39.35465622,38.20910645,38.22884369,36.40696335,34.96600723,34.59441757,34.26491547,33.01617432,31.75285339,31.23786163,30.18217278,29.17915916,28.09697723,27.54479027,25.81497574,25.53970337,24.98978615,23.81475258,23.14179611,21.96246719,21.2585659,20.78241539,20.02112961,18.69433784,17.96082497,17.3399601,16.7174263,16.66807175,15.86548233,14.89105797,14.75668716,13.85227203,13.48115063,12.72698784,12.43592358,11.60618591,11.43067074,10.59191608,9.832212448,9.928417206,9.636582375,9.099169731,8.012986183,7.859440804,7.534519196,7.388888359,6.624001503,6.541628361,6.241394997,5.696995735,5.452628613,5.460606098,5.194040298,4.985003471,4.707357407,4.480144024,4.35396862,3.882109404
265,40.96886826,12.87716579,4.115240574,3.102170944,2.989753246,2.53494215,3.001302481,4.63444376,8.006093979,12.79639816,17.49220467,19.70368385,18.34815788,16.60157967,15.51199627,15.03579521,15.04881382,15.58887863,16.76005745,17.10478783,18.1534977,17.94318581,17.74790001,18.3973465,18.1089077,16.89823341,16.84008026,17.68990707,17.19136238,16.7479248,17.38313866,17.27906799,17.1542511,17.16166306,17.14803505,17.00985718,17.23628616,17.14628601,16.89020538,18.01776314,19.00549698,19.1396637,19.61685753,20.92558098,21.37334061,23.38446617,23.45807076,25.87617111,26.98961067,27.96641922,29.80530167,31.57246399,32.29800415,34.091259,36.57917786,37.96644974,41.19050217,41.39002609,42.87202835,45.71808243,43.00981903,44.54488754,47.12488556,49.85125732,50.26571274,53.55050659,55.22374344,56.27478409,58.57459259,60.88158035,61.40646744,62.6162262,61.02333832,62.52043152,62.28030014,63.64549637,63.59387207,62.63235092,61.23655319,61.36178207,60.07833099,59.80860901,58.4621582,57.95386887,56.39902115,54.67290878,54.73587418,53.4344101,52.46406174,51.14951706,51.59548187,51.4748764,50.38977432,49.17155075,48.63666153,44.43706131,45.38435364,43.55088043,43.71444702,43.68922424,42.40322495,41.10770798,39.46500778,38.79576111,38.78983307,37.77236176,37.71481705,35.88945389,34.79686737,35.18395615,33.75682068,32.9124527,32.36362457,31.33346367,29.94137764,29.79502678,29.18578339,28.15926552,27.39232254,25.7272625,25.89879227,24.61470604,23.99321365,23.70907593,22.07312012,21.50393105,21.01354027,19.94101715,20.15770912,18.41637421,18.29181671,17.91647911,17.1429348,16.84838295,15.77044868,15.4084053,14.73954582,13.58608246,13.69847679,12.58716583,12.25929546,11.7983799,11.31455708,10.79238987,10.05536842,9.660802841,9.187475204,9.0536623,8.518239021,8.233673096,7.868988991,6.870888233,6.862095833,6.786928177,6.464745522,5.965744972,5.42315197,5.602654934,5.277634144,5.063899994,4.928571701,4.574807167,3.98750186,4.377846241,3.960844755,3.686449289
270,188.0833893,174.1722717,99.9209137,35.73597717,9.00422287,3.818738937,4.110692501,4.83923769,5.869669914,7.451267719,9.999344826,14.02449226,19.27429771,24.96469498,29.59673882,28.8830452,26.48843384,24.68782616,23.22071838,23.23894501,23.93592262,23.84744072,23.69935226,24.35052299,23.67676544,22.38537025,22.0537281,22.24329567,22.12178421,21.84556198,21.5629406,22.2839222,21.31403923,21.66008949,20.60915947,20.22223091,20.06162453,19.62732124,20.38896942,19.68627357,20.87439346,21.43741608,22.08749199,22.96486664,23.2195816,25.44034195,25.69266701,27.38838387,29.15372086,30.52500153,31.9992218,33.53646851,34.60908508,36.10468292,37.50699615,39.69241714,41.98413086,44.50143051,47.10641861,48.56565475,44.52697372,47.83424377,51.98902512,52.55281448,56.08192444,58.36281586,60.28349304,62.03532791,63.41793823,64.43780518,64.92301178,66.2051239,68.16200256,67.42449188,68.21242523,67.75466156,66.19155121,65.43108368,65.87197876,64.8187027,63.15247726,63.3730278,61.1282959,59.17115402,58.10338211,57.38466263,55.37242508,54.55176926,53.69858551,53.31629562,51.37112808,50.9577446,49.67379379,48.90199661,47.82516861,44.23371506,44.77915955,43.35577011,43.61133575,42.62001801,41.55169678,40.96257401,39.68761063,37.59722519,38.13469315,36.86076355,36.56657028,36.09138107,34.33046722,33.99259186,32.35791779,32.44628906,31.75717354,29.76721382,30.20714951,28.98524094,28.3292923,26.9764061,26.5904808,25.36417961,24.621418,24.02364349,23.79115295,22.78920555,21.76037216,21.24819946,20.72880554,20.32471848,19.0036068,18.37855721,17.95717049,17.19746208,16.31555748,16.14412308,14.89010334,14.77076435,14.19970798,12.87509537,12.87300968,12.38326073,12.51308155,11.18746758,11.02826691,10.03227997,9.814683914,10.09686565,9.237915039,9.065872192,8.231218338,8.002696037,7.435544014,7.019021511,6.450257778,6.337875366,6.268125534,6.016545296,5.913110256,5.602473736,4.771255493,4.851798058,4.687159061,4.706829548,4.56354475,4.365478516,3.959743977,3.708469391
