Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_CTL1-L224_EM_270.00,ELA_CTL1-L224_EM_272.00,ELA_CTL1-L224_EM_274.00,ELA_CTL1-L224_EM_276.00,ELA_CTL1-L224_EM_278.00,ELA_CTL1-L224_EM_280.00,ELA_CTL1-L224_EM_282.00,ELA_CTL1-L224_EM_284.00,ELA_CTL1-L224_EM_286.00,ELA_CTL1-L224_EM_288.00,ELA_CTL1-L224_EM_290.00,ELA_CTL1-L224_EM_292.00,ELA_CTL1-L224_EM_294.00,ELA_CTL1-L224_EM_296.00,ELA_CTL1-L224_EM_298.00,ELA_CTL1-L224_EM_300.00,ELA_CTL1-L224_EM_302.00,ELA_CTL1-L224_EM_304.00,ELA_CTL1-L224_EM_306.00,ELA_CTL1-L224_EM_308.00,ELA_CTL1-L224_EM_310.00,ELA_CTL1-L224_EM_312.00,ELA_CTL1-L224_EM_314.00,ELA_CTL1-L224_EM_316.00,ELA_CTL1-L224_EM_318.00,ELA_CTL1-L224_EM_320.00,ELA_CTL1-L224_EM_322.00,ELA_CTL1-L224_EM_324.00,ELA_CTL1-L224_EM_326.00,ELA_CTL1-L224_EM_328.00,ELA_CTL1-L224_EM_330.00,ELA_CTL1-L224_EM_332.00,ELA_CTL1-L224_EM_334.00,ELA_CTL1-L224_EM_336.00,ELA_CTL1-L224_EM_338.00,ELA_CTL1-L224_EM_340.00,ELA_CTL1-L224_EM_342.00,ELA_CTL1-L224_EM_344.00,ELA_CTL1-L224_EM_346.00,ELA_CTL1-L224_EM_348.00,ELA_CTL1-L224_EM_350.00,ELA_CTL1-L224_EM_352.00,ELA_CTL1-L224_EM_354.00,ELA_CTL1-L224_EM_356.00,ELA_CTL1-L224_EM_358.00,ELA_CTL1-L224_EM_360.00,ELA_CTL1-L224_EM_362.00,ELA_CTL1-L224_EM_364.00,ELA_CTL1-L224_EM_366.00,ELA_CTL1-L224_EM_368.00,ELA_CTL1-L224_EM_370.00,ELA_CTL1-L224_EM_372.00,ELA_CTL1-L224_EM_374.00,ELA_CTL1-L224_EM_376.00,ELA_CTL1-L224_EM_378.00,ELA_CTL1-L224_EM_380.00,ELA_CTL1-L224_EM_382.00,ELA_CTL1-L224_EM_384.00,ELA_CTL1-L224_EM_386.00,ELA_CTL1-L224_EM_388.00,ELA_CTL1-L224_EM_390.00,ELA_CTL1-L224_EM_392.00,ELA_CTL1-L224_EM_394.00,ELA_CTL1-L224_EM_396.00,ELA_CTL1-L224_EM_398.00,ELA_CTL1-L224_EM_400.00,ELA_CTL1-L224_EM_402.00,ELA_CTL1-L224_EM_404.00,ELA_CTL1-L224_EM_406.00,ELA_CTL1-L224_EM_408.00,ELA_CTL1-L224_EM_410.00,ELA_CTL1-L224_EM_412.00,ELA_CTL1-L224_EM_414.00,ELA_CTL1-L224_EM_416.00,ELA_CTL1-L224_EM_418.00,ELA_CTL1-L224_EM_420.00,ELA_CTL1-L224_EM_422.00,ELA_CTL1-L224_EM_424.00,ELA_CTL1-L224_EM_426.00,ELA_CTL1-L224_EM_428.00,ELA_CTL1-L224_EM_430.00,ELA_CTL1-L224_EM_432.00,ELA_CTL1-L224_EM_434.00,ELA_CTL1-L224_EM_436.00,ELA_CTL1-L224_EM_438.00,ELA_CTL1-L224_EM_440.00,ELA_CTL1-L224_EM_442.00,ELA_CTL1-L224_EM_444.00,ELA_CTL1-L224_EM_446.00,ELA_CTL1-L224_EM_448.00,ELA_CTL1-L224_EM_450.00,ELA_CTL1-L224_EM_452.00,ELA_CTL1-L224_EM_454.00,ELA_CTL1-L224_EM_456.00,ELA_CTL1-L224_EM_458.00,ELA_CTL1-L224_EM_460.00,ELA_CTL1-L224_EM_462.00,ELA_CTL1-L224_EM_464.00,ELA_CTL1-L224_EM_466.00,ELA_CTL1-L224_EM_468.00,ELA_CTL1-L224_EM_470.00,ELA_CTL1-L224_EM_472.00,ELA_CTL1-L224_EM_474.00,ELA_CTL1-L224_EM_476.00,ELA_CTL1-L224_EM_478.00,ELA_CTL1-L224_EM_480.00,ELA_CTL1-L224_EM_482.00,ELA_CTL1-L224_EM_484.00,ELA_CTL1-L224_EM_486.00,ELA_CTL1-L224_EM_488.00,ELA_CTL1-L224_EM_490.00,ELA_CTL1-L224_EM_492.00,ELA_CTL1-L224_EM_494.00,ELA_CTL1-L224_EM_496.00,ELA_CTL1-L224_EM_498.00,ELA_CTL1-L224_EM_500.00,ELA_CTL1-L224_EM_502.00,ELA_CTL1-L224_EM_504.00,ELA_CTL1-L224_EM_506.00,ELA_CTL1-L224_EM_508.00,ELA_CTL1-L224_EM_510.00,ELA_CTL1-L224_EM_512.00,ELA_CTL1-L224_EM_514.00,ELA_CTL1-L224_EM_516.00,ELA_CTL1-L224_EM_518.00,ELA_CTL1-L224_EM_520.00,ELA_CTL1-L224_EM_522.00,ELA_CTL1-L224_EM_524.00,ELA_CTL1-L224_EM_526.00,ELA_CTL1-L224_EM_528.00,ELA_CTL1-L224_EM_530.00,ELA_CTL1-L224_EM_532.00,ELA_CTL1-L224_EM_534.00,ELA_CTL1-L224_EM_536.00,ELA_CTL1-L224_EM_538.00,ELA_CTL1-L224_EM_540.00,ELA_CTL1-L224_EM_542.00,ELA_CTL1-L224_EM_544.00,ELA_CTL1-L224_EM_546.00,ELA_CTL1-L224_EM_548.00,ELA_CTL1-L224_EM_550.00,ELA_CTL1-L224_EM_552.00,ELA_CTL1-L224_EM_554.00,ELA_CTL1-L224_EM_556.00,ELA_CTL1-L224_EM_558.00,ELA_CTL1-L224_EM_560.00,ELA_CTL1-L224_EM_562.00,ELA_CTL1-L224_EM_564.00,ELA_CTL1-L224_EM_566.00,ELA_CTL1-L224_EM_568.00,ELA_CTL1-L224_EM_570.00,ELA_CTL1-L224_EM_572.00,ELA_CTL1-L224_EM_574.00,ELA_CTL1-L224_EM_576.00,ELA_CTL1-L224_EM_578.00,ELA_CTL1-L224_EM_580.00,ELA_CTL1-L224_EM_582.00,ELA_CTL1-L224_EM_584.00,ELA_CTL1-L224_EM_586.00,ELA_CTL1-L224_EM_588.00,ELA_CTL1-L224_EM_590.00,ELA_CTL1-L224_EM_592.00,ELA_CTL1-L224_EM_594.00,ELA_CTL1-L224_EM_596.00,ELA_CTL1-L224_EM_598.00,ELA_CTL1-L224_EM_600.00
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
230,0.714231372,1.037549019,1.161812305,1.313193321,1.893370271,1.800211787,2.31392622,2.852784872,3.986406326,4.494626045,5.600047588,6.342991352,8.034626007,8.493237495,10.34639168,10.99890518,11.59874821,12.50782681,12.87002373,12.63690472,13.71904087,14.02187443,14.73950577,14.33378887,14.90017033,15.36018848,16.54370308,17.93742561,20.48226738,20.55560684,21.06117821,21.37708473,21.65756416,22.84032059,23.43478394,24.81659317,24.77246475,25.25522804,24.13879967,25.31589317,26.69206429,26.21971703,26.13893318,26.22350502,26.80868149,26.71029663,28.12075806,28.15176201,28.36005211,29.7750721,30.40025711,32.25064087,32.64613724,34.08647919,34.9952507,35.62669373,37.60744476,41.15191269,40.21053696,43.0952034,39.20311737,41.46733856,43.9359436,45.00483704,47.11090469,49.30239105,50.87866974,54.14089203,54.32780457,55.02256012,55.93806076,57.88189697,59.44366455,60.29308319,59.6275177,61.32765579,62.84657288,62.89921951,61.2516098,61.73758316,63.03239822,59.52405548,59.27082062,59.70755768,58.49580765,57.75138855,56.62796021,56.40565872,54.03278732,54.63607788,56.02844238,54.28547668,53.77927399,52.58439636,51.64541245,48.0430336,48.44641113,48.12973785,48.36582184,46.73816681,45.51491928,43.95729828,43.63422012,43.3581543,40.53151703,40.59489059,39.8842392,39.31370926,36.72540665,36.35142899,35.2677269,35.00305176,33.81139374,32.9289093,31.41172218,30.9966774,29.21495056,28.39401627,27.64975166,26.85907555,25.48756409,25.35392761,24.05473328,23.40984154,22.45720482,22.08938408,20.15249825,18.77561188,19.35542297,18.37836266,18.24277496,17.30023384,15.93468285,15.12244415,14.98677063,14.20011711,14.50444889,13.78089333,12.62923336,12.80122471,11.53119183,10.97705936,10.86533833,10.59463692,9.815734863,9.524558067,9.626253128,8.878434181,8.479791641,7.241217136,7.000975132,7.178234577,6.371325016,5.787453175,5.748400688,5.568502903,5.600449562,5.197664738,4.963144779,4.829134941,4.809972286,4.153058052,4.090061188,3.476349354,4.070113659,3.653897047
235,0.912490726,0.8825984,0.968906283,0.984153867,0.83198595,1.247700214,0.854614139,1.847206235,2.016731739,2.715409279,2.704691172,3.656077147,4.190674305,5.328762531,6.066349506,6.415669918,6.243478775,7.584130764,7.936337948,8.046410561,8.456911087,9.726316452,9.483028412,9.14182663,9.876801491,10.2741909,9.79189682,10.71896172,11.71378231,12.52396011,12.97600651,13.65989208,14.05861759,14.66972542,15.24864483,15.99807549,16.46129608,17.257658,17.06254768,17.84087753,17.50667763,18.56734085,19.91276169,20.64811897,21.25346756,20.65451622,21.77453041,22.77014732,23.65845871,23.35067368,25.71521187,25.65575218,27.63990021,29.7590332,28.88016319,31.10871124,33.10859299,33.17002487,35.30055237,36.47686386,34.57883072,36.02568436,37.15530777,41.4156723,42.5522995,44.78222656,46.11395645,47.13121414,47.78347397,49.53471756,52.58005905,52.2767868,52.0196228,52.43451309,55.45738983,54.29570007,56.47051239,57.12427139,55.84364319,54.69013977,56.75092697,55.08329391,56.58586502,53.96982956,53.99996567,52.17224121,52.80806732,53.23063278,51.16899109,50.0651474,51.21810913,48.65509796,49.6200676,49.09551239,48.32964706,43.18189621,44.39006424,45.17033005,41.65288162,40.89467621,41.14556885,40.71179199,39.41355133,37.36910629,39.37198257,36.27948761,35.76655197,34.63897324,33.94991684,34.42418289,33.64716339,32.96007538,31.11523056,31.14144897,28.50762558,28.34727859,27.31778717,26.52315903,25.67708206,25.19384384,23.70196724,22.89531517,22.01668739,21.32394409,21.40833282,19.3109169,19.77712631,19.13863945,17.21861267,17.16577339,15.99333191,16.24819374,15.20248795,15.31884956,13.64385319,13.63234043,13.22141361,12.91497421,11.85258484,11.78343391,10.19021225,10.34458828,10.39239025,9.500736237,9.668245316,8.842013359,7.940272808,7.728190422,8.201602936,7.701074123,6.64744854,6.310016155,6.087659836,6.237812996,5.553949833,4.873862267,4.804803371,4.311001778,4.880106449,4.602210045,4.291822433,4.011478901,4.009941101,3.784368992,3.762403727,3.390151978
240,1.69288516,1.246190667,0.669561446,0.911826134,0.574987829,0.38477689,0.572037756,0.655424893,1.140701771,1.270237684,1.49004209,2.140490055,2.164078236,2.983699322,3.191253424,3.638562918,3.892521381,4.324393272,5.04752636,5.405431271,5.660217762,6.006072044,5.44179678,6.245020866,6.494054794,6.437855244,6.984218597,7.457550526,7.133174896,7.234107971,8.383145332,8.975107193,9.460500717,9.860168457,9.800653458,10.76043987,10.94044495,11.61071205,11.76564693,12.68888283,12.63337708,13.61289978,14.28691006,14.78268433,15.45358753,15.98477173,17.25353241,18.07993507,18.01343536,19.92560005,21.11099243,22.86243629,23.7296257,24.20605087,25.77192307,27.10978127,28.91509056,30.5159111,32.56505966,33.2964325,28.93018913,32.72359085,34.47209549,35.95946884,36.13199997,38.5995903,40.66935349,40.63090134,41.97219467,43.90444183,44.54601288,45.64632416,47.43819046,48.34451675,48.71551895,49.32051849,49.76005173,50.44703674,49.45806122,50.09955978,52.28236389,49.30838394,48.16490936,49.87251282,47.98536682,47.53312683,46.91308212,46.83166504,47.93760681,46.26884842,46.00806808,45.37391663,46.24501801,44.63793182,44.99669266,41.67449188,38.83769226,41.52908707,39.84268188,39.03069305,36.98554993,38.79185867,37.67212677,37.99860382,37.14665222,34.53662872,34.540905,35.23309708,32.27196121,32.15811157,31.81897354,30.81689262,29.49724579,29.09271812,27.891119,26.25942421,25.61196327,25.61602402,25.53490067,22.47795868,22.99645424,21.25213623,20.81966591,21.1743145,20.02675438,19.83238029,17.67850685,17.72465897,17.16861534,16.7307682,16.36956024,15.69523239,15.43004799,14.02545166,13.91542149,13.81047726,12.94970989,11.942276,12.29928684,11.06892109,10.87347317,10.35003471,9.358808517,9.31870842,9.341809273,8.539211273,8.481218338,8.488875389,8.500451088,7.188617706,6.820343971,6.333870888,6.625840664,5.869858265,5.148481846,5.000110149,5.10306263,4.845880508,4.767077923,4.1011343,3.888103008,3.753871202,3.837722778,3.683572054,3.619692802,3.502313852
245,13.91999435,9.65060997,4.651871681,2.006097794,1.038706183,0.718125999,0.414370418,0.668521643,0.940418601,0.776667714,1.075746655,1.696317196,2.011370182,2.386898279,2.79960084,2.858972311,3.392619848,3.375717402,4.307477474,4.643724918,5.246078014,5.606214523,5.301901817,5.661207199,5.812418938,5.691734314,5.973301888,6.455229282,6.677946568,6.41224432,7.034487724,7.051778316,7.310002804,7.989713192,8.422897339,8.525497437,8.933644295,9.482681274,9.313966751,10.42449379,10.98653603,11.25705051,11.70118618,12.15709019,13.90057755,13.83859158,15.22550964,15.69386768,16.63905334,17.77865982,18.49300194,19.19168854,20.54887581,21.66756058,23.01066208,24.21879959,25.31770706,26.54920197,27.91256905,28.4020977,27.01713181,29.1646862,30.33678818,31.80986023,34.07547379,34.75767899,35.74587631,36.57287979,39.07915115,39.72099304,40.83713913,41.7246933,41.31879807,43.33974457,44.59524918,45.32126999,45.64434052,45.75202179,46.32325745,45.58723831,44.48594284,45.48577881,45.82327652,46.01991653,45.99530029,43.9570694,44.27047348,44.60639191,43.26325226,43.93765259,44.69462585,43.35527039,42.65185165,42.35108948,42.39572906,39.73791885,38.38713074,38.60735703,37.83883286,37.25550842,37.64232635,36.74795532,36.66503906,36.16759491,34.73039246,33.44620895,32.32786179,32.54559326,31.87745285,31.04432678,30.2633934,28.55578804,28.22910118,28.20926285,27.74891281,26.09493637,25.66766548,24.44646072,24.05204391,22.93962097,22.12342834,21.54387856,21.12794113,19.98753357,19.1861763,18.74978065,18.63521576,17.91775513,17.35677147,16.82111168,15.4597702,14.72957134,14.6861763,13.88641357,13.85277271,13.10793877,12.45197487,11.62497616,11.78415966,10.78513813,10.66703796,9.77793026,9.642183304,9.315433502,8.651715279,8.082924843,8.241448402,7.415811539,7.729142189,6.904546738,5.816470623,6.068599224,6.292654037,5.482548237,5.781569481,5.206227303,5.02437973,5.039668083,4.710331917,4.235981941,4.005558491,3.753904819,3.705263376,3.338483334,3.320755959,3.258025885
250,10.62803936,16.56811523,17.41538239,12.88850403,7.494905949,2.69403553,1.431666493,0.931282878,1.17080915,1.100241423,1.283747435,1.581077218,2.176650524,2.58774972,3.032249451,3.328010321,3.419820786,4.046739101,4.204553127,4.517263889,5.204086304,5.339143276,5.366621017,5.483638763,5.73043251,5.744916439,6.278512001,6.343142509,6.456432343,7.101350307,6.917982101,6.837324142,7.178001881,7.981154919,7.916130543,7.788140774,8.233614922,8.788557053,8.852061272,8.832841873,9.973395348,10.22496319,10.72059059,11.07104015,11.32927608,12.77005482,13.33756638,13.77262783,15.07246017,14.99510288,16.7129879,17.55302811,18.51482773,19.70671654,19.76699638,21.64672852,22.73383331,23.87098503,24.74884033,26.71898651,23.92722321,26.13816071,27.02861214,28.20118332,30.34370232,31.66185951,32.30151367,33.32455826,34.54580688,36.34343338,36.52700424,37.52258301,38.47675323,39.97703934,40.05047607,40.59880066,41.09984589,42.52404404,42.65821838,42.94039917,42.41974258,41.96835327,42.83888626,42.72513962,41.42656708,41.86902618,41.0922966,40.61287689,42.04459763,41.04709625,40.94609451,40.80684662,40.60656357,40.74557877,38.70358658,36.97605896,37.32537842,35.7087326,35.90095901,35.45980453,34.87617111,34.56532288,34.40795517,33.28163528,33.40268707,32.72656631,31.25040627,30.79798508,29.95300484,29.80294991,28.44255447,27.92167854,27.57934952,26.64037132,25.99988365,25.03210258,24.79561615,23.81458473,23.42712021,22.60487366,21.27090836,20.90799332,20.65492058,19.50456429,19.1521492,18.07313156,17.13481903,16.92903709,16.00808907,16.03502083,14.81459713,14.54988003,13.44827652,13.9041748,13.03044605,12.94796944,11.61329842,11.52893925,11.01140976,11.06886673,10.50265408,9.686832428,9.073716164,8.819535255,8.441431999,8.139828682,8.078515053,7.409275055,7.471930027,6.798282623,6.123356342,6.175576687,5.758666992,5.7452631,5.541068077,5.107283592,4.827981949,4.291190147,4.469856739,3.944771767,4.05929327,4.013692856,3.793048859,3.194329977,3.168151379,3.150141954
255,1.597913861,1.989064097,4.204762459,9.246998787,14.82890606,13.60530472,11.63996124,7.159356117,3.789345264,2.957468748,2.411117077,2.484530687,3.049290895,2.96802783,3.461814642,3.991593361,4.289083004,4.714656353,4.653604031,5.135653019,5.167636395,5.623655319,6.063613415,5.935268879,6.016871929,6.480665207,6.438766479,6.890391827,6.734188557,7.198440075,6.867649078,7.219286919,7.836975574,7.59188652,7.477525711,8.509759903,8.505140305,8.448150635,8.936843872,8.534183502,9.047832489,10.18780518,9.913018227,10.98580456,11.25933456,11.13145161,11.95813465,12.30206108,13.12173843,14.07697201,15.47589111,16.04733276,15.73426819,17.79637909,17.91066551,20.44479561,20.71689224,21.71766853,23.12713814,23.62745285,21.16633224,23.05325127,24.77124214,25.33521843,27.46698761,27.60973358,29.69726753,29.35655022,32.1328125,33.10206985,33.88130569,33.77936172,35.54482269,34.70588684,37.14954376,37.49235153,38.43201447,38.18429184,39.28330231,38.78910065,37.39977264,38.40548325,38.95061111,39.12033844,38.95118332,38.16587448,38.86892319,38.3791008,37.44408035,37.37355804,38.44594193,38.50357819,37.33981705,37.22077179,37.62408447,34.27997589,34.58499146,34.77826309,34.3523941,33.95476151,34.10170746,32.31687927,32.63464355,31.41017914,31.37623024,32.27827835,30.95555687,28.68574905,29.18527794,28.60995293,28.07157516,27.1816349,27.1926403,25.92296791,24.88752937,24.15961647,23.71733856,22.41138458,22.47790337,21.84967995,20.71537018,20.56897926,19.90549278,19.0705719,18.64322281,17.25841904,17.29994774,16.56400299,15.91278267,15.51089764,14.98938179,14.44719219,13.72332287,13.30556297,12.48627472,12.03272343,11.17732525,11.75749397,10.47898388,10.62922764,10.29853916,9.751397133,9.204222679,8.442473412,8.086850166,7.767701626,7.661766529,7.295781612,7.368556023,6.480326176,5.941830635,5.580152512,5.644889355,5.107809067,4.90139389,4.939128876,4.220050812,4.411962509,4.307860374,4.01030302,3.678089619,3.885959148,2.978874922,3.164556503,3.128659725,3.04284668
260,1.777655721,1.69362843,1.574939966,1.850548148,2.030726433,3.016646147,6.272898674,12.456213,16.67936325,16.42925835,10.26429749,6.383889198,4.311234951,4.626332283,4.44225502,4.650726318,5.407348633,5.606879234,5.772652149,5.963767529,6.234028816,6.423670769,6.539719105,6.754162788,7.073753834,6.558000088,6.433839321,7.004498005,7.182971001,7.318571568,7.833214283,7.655305862,7.696140766,8.174215317,8.208463669,8.339813232,8.166560173,8.297322273,8.874112129,9.323040009,9.039359093,9.329885483,10.28331184,11.22591305,10.97095776,11.40086842,12.18791676,12.50387478,12.98864651,13.69578552,14.0191021,15.10898399,16.04423523,16.51996231,17.53408813,18.46681595,18.7232914,19.90058708,20.56434631,21.5055027,19.97818565,21.04153824,22.50294685,23.53339195,25.08934784,25.56367874,26.68328667,28.5735302,29.18483353,30.1405201,30.78346443,31.9884758,32.71710587,33.67804718,33.23468781,33.78756332,35.06778336,35.62652206,36.31724548,35.51583481,36.2500267,36.62415695,37.23942184,35.94352341,36.549366,35.97748566,36.5418396,36.67511368,36.25066376,36.15634537,35.75795364,35.7648468,37.25876617,35.96710587,36.45352173,32.60109711,34.29332352,33.28341293,33.26052856,33.08792114,33.05286789,32.3051796,31.65755081,31.51680946,30.71477127,30.42019081,29.00833511,29.61084747,29.31205559,28.26133919,27.24980354,26.98406219,26.03239441,25.48132515,25.02694702,24.1462841,23.14925957,22.45904922,22.20721817,21.32748985,20.9236908,20.44347,20.73473167,19.25316048,18.88359642,17.85531235,16.67037773,16.66481781,16.27280998,15.64969826,15.27692032,14.41105175,13.66957188,13.04689121,13.01089287,12.54756546,11.65207291,11.0321703,11.23867607,9.969927788,10.01498604,9.826778412,9.154752731,8.737524986,8.22306633,8.083550453,7.858063221,7.662790775,7.348528385,6.801069736,6.44883585,5.83153677,6.007914066,5.366819859,5.26973772,4.759049416,4.549224377,4.373013973,4.08080864,4.269146919,4.051285744,3.520918131,3.578490973,3.375873327,3.444575787,2.987995148
265,20.66298103,6.857258797,2.025029182,2.107840776,1.991239429,1.583439231,1.852982402,3.033958197,5.955046654,10.47264385,15.0080061,16.49692726,13.93097019,10.2202158,7.725778103,6.176597118,5.813000679,6.009031773,6.078575134,6.078846931,6.304881096,6.992340088,6.570558548,6.779662609,6.671370983,6.796474457,6.655216217,6.992343426,6.926119328,7.304424763,7.225766182,7.663282871,7.490861416,7.541314602,7.933424473,8.022456169,7.781052113,8.103269577,8.177103996,8.665835381,9.188250542,9.12258625,9.526546478,9.45847702,9.445981979,10.57031536,11.14919281,11.01259327,11.90578365,12.53833675,12.7583952,13.63277531,14.21190071,14.24809551,15.2898922,15.97563362,16.86834335,17.52840042,18.82452965,18.5091877,17.43836784,18.52799988,19.26468277,21.05604172,21.70675278,21.75863266,23.81100273,23.98026848,24.71713066,25.98053169,26.54568481,27.38862991,27.73130608,28.3265667,30.11252975,29.65290833,30.09212112,30.16010094,31.01436424,30.67254639,31.63742638,31.58960533,32.54170609,31.66937065,31.41755867,31.8271904,31.12903595,31.6313839,32.02340317,31.75686264,31.54721069,31.83663177,30.79226303,31.59747696,31.32079887,29.26585197,28.70947266,29.58101082,28.92664146,28.29649162,28.84654617,28.64082336,26.86923599,27.6325779,26.84687042,26.20452118,26.67187309,25.64327621,25.70127296,25.70008469,24.41379166,24.04031563,23.2085228,22.26036835,22.74580956,21.31309128,20.56892967,21.42218208,19.41294098,19.609478,18.59841537,18.23085594,17.86577797,17.33647537,16.45894623,15.90602875,15.25969505,14.26431084,14.57450676,13.71154594,13.33148193,12.96127319,12.51087666,12.33202553,11.21505928,11.22035027,10.30246449,10.43006897,9.788791656,9.735303879,9.199005127,8.919769287,8.364330292,8.032954216,7.880442142,7.183704853,6.880613327,6.410853863,6.637457848,6.180119514,5.338544369,5.526700497,4.723204136,4.753253937,4.846554756,4.513529778,4.553925514,4.0391469,4.278494358,3.519376993,3.698331833,3.43042469,3.127281904,3.094825029,2.781757593,2.718178511
270,88.59409332,81.43232727,47.36873627,16.66022682,5.108542919,1.684678793,1.907089353,2.030769825,2.609769821,3.107551336,4.394466877,6.378686428,11.370821,16.7861805,19.83042717,17.64134979,14.28069878,10.05104637,7.745113373,7.335951328,7.418055058,7.070315361,7.531975269,7.569507122,7.534620285,7.56284523,7.421853065,7.840322971,7.726336002,7.596326828,7.69375658,7.747653008,8.027068138,8.156539917,8.229190826,8.326108932,7.984874249,8.297535896,8.257770538,8.381885529,8.643619537,9.082974434,9.645123482,9.877479553,10.19111538,10.48164845,10.90591908,11.36712837,11.60232258,11.82981968,12.56570339,12.81776047,14.04266453,13.86882401,14.85420799,15.22577,15.89245796,16.53387833,16.77074623,17.80728149,16.63912964,17.33250618,17.66314316,18.5684185,19.0188961,21.33836365,21.93612289,21.314394,23.26982498,23.9238739,23.92513084,24.57522392,25.61919212,25.62121582,27.18553734,27.09743118,27.98234177,28.18237305,27.90974617,28.52171898,28.26410866,28.04607582,29.05630684,28.08658981,28.54835701,28.07658768,28.53978729,28.39520264,28.38076401,28.69917679,28.33023071,28.04789543,28.12994385,28.32980919,28.26541328,26.06116486,26.23903847,26.56762314,26.59355164,26.10541153,26.69337463,25.56971931,25.49888229,25.33359718,24.72662163,24.89169884,24.13634872,23.56722832,23.33532906,23.08699608,22.28616333,22.16283035,21.52321434,20.98960304,20.027071,19.60897255,19.8275032,18.891119,18.49302483,18.0955677,17.90193558,17.13175201,16.08824921,15.99108124,15.24746323,14.87002659,14.36699486,13.95001125,13.20125198,13.37425709,12.59035683,12.25627041,11.59381771,11.58478451,11.19057465,10.86063766,10.27720451,9.408923149,9.139305115,8.944839478,8.782501221,8.437924385,7.666658878,7.891820431,7.451603413,6.864151478,6.557538509,6.310086727,5.947413445,6.099745274,5.087038517,5.23572731,4.910658836,4.561734676,4.445420265,4.599914551,4.327974796,3.965588093,3.77073288,3.720354319,3.439213753,3.159669876,3.0061481,3.032486916,2.790357113,2.944236994
