Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_PREFILTERED1_EM_270.00,ELA_PREFILTERED1_EM_272.00,ELA_PREFILTERED1_EM_274.00,ELA_PREFILTERED1_EM_276.00,ELA_PREFILTERED1_EM_278.00,ELA_PREFILTERED1_EM_280.00,ELA_PREFILTERED1_EM_282.00,ELA_PREFILTERED1_EM_284.00,ELA_PREFILTERED1_EM_286.00,ELA_PREFILTERED1_EM_288.00,ELA_PREFILTERED1_EM_290.00,ELA_PREFILTERED1_EM_292.00,ELA_PREFILTERED1_EM_294.00,ELA_PREFILTERED1_EM_296.00,ELA_PREFILTERED1_EM_298.00,ELA_PREFILTERED1_EM_300.00,ELA_PREFILTERED1_EM_302.00,ELA_PREFILTERED1_EM_304.00,ELA_PREFILTERED1_EM_306.00,ELA_PREFILTERED1_EM_308.00,ELA_PREFILTERED1_EM_310.00,ELA_PREFILTERED1_EM_312.00,ELA_PREFILTERED1_EM_314.00,ELA_PREFILTERED1_EM_316.00,ELA_PREFILTERED1_EM_318.00,ELA_PREFILTERED1_EM_320.00,ELA_PREFILTERED1_EM_322.00,ELA_PREFILTERED1_EM_324.00,ELA_PREFILTERED1_EM_326.00,ELA_PREFILTERED1_EM_328.00,ELA_PREFILTERED1_EM_330.00,ELA_PREFILTERED1_EM_332.00,ELA_PREFILTERED1_EM_334.00,ELA_PREFILTERED1_EM_336.00,ELA_PREFILTERED1_EM_338.00,ELA_PREFILTERED1_EM_340.00,ELA_PREFILTERED1_EM_342.00,ELA_PREFILTERED1_EM_344.00,ELA_PREFILTERED1_EM_346.00,ELA_PREFILTERED1_EM_348.00,ELA_PREFILTERED1_EM_350.00,ELA_PREFILTERED1_EM_352.00,ELA_PREFILTERED1_EM_354.00,ELA_PREFILTERED1_EM_356.00,ELA_PREFILTERED1_EM_358.00,ELA_PREFILTERED1_EM_360.00,ELA_PREFILTERED1_EM_362.00,ELA_PREFILTERED1_EM_364.00,ELA_PREFILTERED1_EM_366.00,ELA_PREFILTERED1_EM_368.00,ELA_PREFILTERED1_EM_370.00,ELA_PREFILTERED1_EM_372.00,ELA_PREFILTERED1_EM_374.00,ELA_PREFILTERED1_EM_376.00,ELA_PREFILTERED1_EM_378.00,ELA_PREFILTERED1_EM_380.00,ELA_PREFILTERED1_EM_382.00,ELA_PREFILTERED1_EM_384.00,ELA_PREFILTERED1_EM_386.00,ELA_PREFILTERED1_EM_388.00,ELA_PREFILTERED1_EM_390.00,ELA_PREFILTERED1_EM_392.00,ELA_PREFILTERED1_EM_394.00,ELA_PREFILTERED1_EM_396.00,ELA_PREFILTERED1_EM_398.00,ELA_PREFILTERED1_EM_400.00,ELA_PREFILTERED1_EM_402.00,ELA_PREFILTERED1_EM_404.00,ELA_PREFILTERED1_EM_406.00,ELA_PREFILTERED1_EM_408.00,ELA_PREFILTERED1_EM_410.00,ELA_PREFILTERED1_EM_412.00,ELA_PREFILTERED1_EM_414.00,ELA_PREFILTERED1_EM_416.00,ELA_PREFILTERED1_EM_418.00,ELA_PREFILTERED1_EM_420.00,ELA_PREFILTERED1_EM_422.00,ELA_PREFILTERED1_EM_424.00,ELA_PREFILTERED1_EM_426.00,ELA_PREFILTERED1_EM_428.00,ELA_PREFILTERED1_EM_430.00,ELA_PREFILTERED1_EM_432.00,ELA_PREFILTERED1_EM_434.00,ELA_PREFILTERED1_EM_436.00,ELA_PREFILTERED1_EM_438.00,ELA_PREFILTERED1_EM_440.00,ELA_PREFILTERED1_EM_442.00,ELA_PREFILTERED1_EM_444.00,ELA_PREFILTERED1_EM_446.00,ELA_PREFILTERED1_EM_448.00,ELA_PREFILTERED1_EM_450.00,ELA_PREFILTERED1_EM_452.00,ELA_PREFILTERED1_EM_454.00,ELA_PREFILTERED1_EM_456.00,ELA_PREFILTERED1_EM_458.00,ELA_PREFILTERED1_EM_460.00,ELA_PREFILTERED1_EM_462.00,ELA_PREFILTERED1_EM_464.00,ELA_PREFILTERED1_EM_466.00,ELA_PREFILTERED1_EM_468.00,ELA_PREFILTERED1_EM_470.00,ELA_PREFILTERED1_EM_472.00,ELA_PREFILTERED1_EM_474.00,ELA_PREFILTERED1_EM_476.00,ELA_PREFILTERED1_EM_478.00,ELA_PREFILTERED1_EM_480.00,ELA_PREFILTERED1_EM_482.00,ELA_PREFILTERED1_EM_484.00,ELA_PREFILTERED1_EM_486.00,ELA_PREFILTERED1_EM_488.00,ELA_PREFILTERED1_EM_490.00,ELA_PREFILTERED1_EM_492.00,ELA_PREFILTERED1_EM_494.00,ELA_PREFILTERED1_EM_496.00,ELA_PREFILTERED1_EM_498.00,ELA_PREFILTERED1_EM_500.00,ELA_PREFILTERED1_EM_502.00,ELA_PREFILTERED1_EM_504.00,ELA_PREFILTERED1_EM_506.00,ELA_PREFILTERED1_EM_508.00,ELA_PREFILTERED1_EM_510.00,ELA_PREFILTERED1_EM_512.00,ELA_PREFILTERED1_EM_514.00,ELA_PREFILTERED1_EM_516.00,ELA_PREFILTERED1_EM_518.00,ELA_PREFILTERED1_EM_520.00,ELA_PREFILTERED1_EM_522.00,ELA_PREFILTERED1_EM_524.00,ELA_PREFILTERED1_EM_526.00,ELA_PREFILTERED1_EM_528.00,ELA_PREFILTERED1_EM_530.00,ELA_PREFILTERED1_EM_532.00,ELA_PREFILTERED1_EM_534.00,ELA_PREFILTERED1_EM_536.00,ELA_PREFILTERED1_EM_538.00,ELA_PREFILTERED1_EM_540.00,ELA_PREFILTERED1_EM_542.00,ELA_PREFILTERED1_EM_544.00,ELA_PREFILTERED1_EM_546.00,ELA_PREFILTERED1_EM_548.00,ELA_PREFILTERED1_EM_550.00,ELA_PREFILTERED1_EM_552.00,ELA_PREFILTERED1_EM_554.00,ELA_PREFILTERED1_EM_556.00,ELA_PREFILTERED1_EM_558.00,ELA_PREFILTERED1_EM_560.00,ELA_PREFILTERED1_EM_562.00,ELA_PREFILTERED1_EM_564.00,ELA_PREFILTERED1_EM_566.00,ELA_PREFILTERED1_EM_568.00,ELA_PREFILTERED1_EM_570.00,ELA_PREFILTERED1_EM_572.00,ELA_PREFILTERED1_EM_574.00,ELA_PREFILTERED1_EM_576.00,ELA_PREFILTERED1_EM_578.00,ELA_PREFILTERED1_EM_580.00,ELA_PREFILTERED1_EM_582.00,ELA_PREFILTERED1_EM_584.00,ELA_PREFILTERED1_EM_586.00,ELA_PREFILTERED1_EM_588.00,ELA_PREFILTERED1_EM_590.00,ELA_PREFILTERED1_EM_592.00,ELA_PREFILTERED1_EM_594.00,ELA_PREFILTERED1_EM_596.00,ELA_PREFILTERED1_EM_598.00,ELA_PREFILTERED1_EM_600.00
275.0700073,9.52951622,35.72966385,73.12770844,88.70468903,65.4070816,24.00419426,7.490462303,3.626919031,3.885170937,4.568211079,5.683724403,6.410297394,7.042649269,8.352891922,10.94060326,16.24452972,20.54509735,23.67161751,20.89450836,17.57635117,12.77151299,11.39439583,10.53030968,10.77569008,10.4254818,10.07325935,9.719089508,9.836927414,9.583471298,9.519203186,9.429029465,9.414522171,9.277723312,9.276472092,9.475868225,9.795795441,9.27856636,9.576021194,9.756567001,9.591489792,9.904100418,10.09222603,10.46949768,10.67830849,11.15066338,11.42354202,11.70399666,11.80281258,12.26924706,12.60882187,13.4750824,13.37635422,13.52531815,14.82785797,15.02702141,16.18769455,16.28470039,17.08982658,17.75477982,18.23957062,16.44618797,17.78329659,18.91765213,19.77770042,20.13884735,21.22502518,21.73721313,22.85584641,23.73941612,23.6855793,25.15076447,25.55768394,26.35237503,27.06827354,28.06877327,27.95418739,28.5657711,29.20938301,28.61880684,28.70020485,29.43587685,29.44200325,29.22771072,28.98765564,28.73189926,28.40740585,28.78479958,29.09051132,29.58534813,29.09553337,30.06818771,28.95046234,29.35321808,29.78623199,29.04226303,26.85098076,27.47398758,27.73793221,27.24241447,27.44626617,27.37091637,26.60123444,26.20080376,26.09091949,26.031353,25.94971275,25.62652016,24.85024261,25.02597427,23.76949501,22.94023895,23.20497513,22.85951805,21.81313705,21.32087135,20.85865593,20.23604012,20.05335808,19.35992622,19.28614235,18.52401733,17.84496307,17.17946625,16.38309669,16.68590164,16.13465881,15.47888374,14.97720146,14.40393257,13.83362198,13.8933773,13.13028145,12.45939636,12.26516151,11.9465847,11.11598587,11.04026413,10.39988327,10.21356773,9.544570923,9.795993805,8.938140869,9.106575012,8.40381813,8.217063904,7.703872681,7.691913128,7.122765541,6.876004219,6.860596657,6.099473476,5.705590725,5.513325691,5.290054798,5.117236614,4.864212513,4.830828667,4.61374712,4.409994125,4.143526077,4.186556816,3.70194602,3.76066637,3.30336237,3.12474227,3.36169529
280,0.936212659,1.229403019,3.784540415,16.30740929,47.46361542,68.10868073,72.08162689,45.3853035,16.866745,6.655145645,4.842214584,5.257100105,5.933506012,6.593625546,6.907941341,8.0054245,8.90737915,10.47829437,14.74555779,19.41456223,22.7182827,21.57407379,17.85977745,13.57108307,11.21113205,9.805034637,9.693525314,8.933078766,9.516168594,10.19396782,9.717350006,9.78354454,9.683063507,9.633543015,9.494564056,9.84189415,10.16680717,9.632413864,10.11268425,9.76061821,10.44472504,10.52748489,10.84667397,10.7008419,10.82308578,11.30618095,11.31111526,11.96705246,12.34340858,13.03736115,13.28771782,13.77231979,14.4892292,15.50657654,15.20167351,15.64074135,16.47710419,17.63079643,17.24737358,18.36577034,17.09978485,17.7799015,18.17919922,19.14620972,20.29929161,20.80773544,21.47572899,22.21391106,23.37833214,23.25211906,23.81351471,25.28191376,25.31771851,25.09252167,26.06452179,26.95205116,26.52854538,27.25969696,26.83728027,27.73300743,27.75118828,26.97810936,27.18579483,27.50078773,27.82820129,26.90917397,27.19589233,27.54092407,27.5023632,27.27560997,27.38333702,26.58286858,26.8490696,27.00785255,26.26905251,24.72760963,25.37809944,24.74940872,24.52044106,24.84748459,24.83530426,24.26340866,24.26148796,24.32538223,23.92416573,23.35259628,22.91319466,23.28399467,22.67879295,21.6674118,21.2446003,21.3197403,20.94391441,20.35845184,19.45276451,19.63874435,18.74375725,18.4198494,17.31872749,17.19724083,16.90460396,16.2165184,16.50331879,15.66790581,14.77306938,14.82900047,14.47992706,14.2046814,13.45612717,12.44218254,12.21516418,12.25487709,11.50264931,11.38910484,10.75785828,10.79335785,9.835895538,9.506496429,9.651496887,9.230211258,8.679290771,8.10534668,8.077999115,7.804512978,7.747941017,7.286648273,7.029094219,6.698987961,6.641160011,6.277957916,5.522591114,5.276003838,4.984538555,5.043194771,4.819831371,4.38437748,4.418783188,4.404547215,4.242572784,4.307750225,3.658239603,3.504079819,3.686927319,3.257923365,3.448386431,3.317320108
285,0.620205522,0.756679833,0.775434315,1.106117964,1.70797348,6.671704769,28.82466316,65.41197968,84.89411926,66.94520569,28.77473068,10.01857567,4.5798316,4.523431301,4.667938232,5.322109222,5.436965466,5.859435081,6.684034348,7.372850895,9.641294479,13.06838417,18.55043221,21.32755089,20.2631073,15.07009888,11.41598129,9.33795929,8.8197155,8.749713898,8.32998085,8.833625793,8.691196442,9.09245491,9.379734039,9.145759583,9.4276371,9.63640976,9.908866882,9.676628113,10.33512306,10.31705856,10.84504128,10.53979874,11.1660862,12.13149261,11.67670631,12.31249237,12.98778915,13.37075996,13.52075958,13.86211586,14.72905922,15.09313202,15.57959747,16.71237183,16.59026909,17.51360703,18.15074539,18.78974342,16.82683945,17.66438866,19.08196449,19.60913277,20.99226952,21.46112633,22.15460968,22.98553848,23.19565773,24.30909157,24.17462349,24.21049309,25.36563873,25.60367012,25.74105072,26.6696949,26.50534058,26.87500954,27.30694962,26.82446861,27.14831161,26.63312149,26.69797325,26.43584824,27.0157299,26.52761078,26.3721962,26.21857071,26.12608337,25.35161781,26.20517921,25.7496624,26.03977203,25.43373871,25.36999702,23.82651901,23.65163803,23.75817108,23.46491241,23.44086647,22.5395298,23.40970802,22.67975044,22.57585716,22.15386963,21.81189919,21.88333702,20.71792412,21.88296318,20.71409225,20.14250565,19.80427361,18.99884224,18.53365707,18.63525772,17.99959946,17.7717762,16.69293404,16.57916641,16.19818687,16.10761642,15.86868286,15.01701927,14.22445679,13.88451576,13.9412384,13.46111488,12.92087364,12.34875488,12.15402031,11.46930504,11.09370041,10.78101921,11.0021553,10.45165634,9.785757065,9.415904999,9.19329834,8.695299149,8.475273132,8.390928268,8.146823883,7.771314621,7.294449329,6.988399982,6.749925613,6.534311295,6.44345665,6.500315666,5.433059692,5.26179266,4.95651722,5.181996346,4.669756889,4.836108685,4.33477354,3.961901188,3.788326263,3.972639084,3.691891909,3.549897432,3.427630186,3.446997643,3.054721117,2.929944277,2.884538412
290,0.572608769,0.527030766,0.618071079,0.724145114,0.86099869,0.735283613,1.200995684,4.594078541,21.93045425,56.00838852,89.21213531,84.03912354,45.74385071,16.11317253,5.433607101,3.710828304,3.748292446,4.071303844,3.96663022,4.373079777,5.055159569,5.264862061,6.016460896,8.150209427,11.89571571,16.40497208,17.90048218,17.21619797,13.64985085,10.38134003,8.063243866,7.901948452,8.003655434,7.996302605,8.121315002,8.60893631,8.381721497,8.510480881,8.999269485,8.951799393,9.417396545,9.786483765,9.933336258,10.55859375,10.91702843,11.20818329,11.42347527,11.96203423,12.52689552,12.70840645,13.94850731,14.04658318,14.65194511,14.99636459,15.963274,16.60346985,16.78695679,17.3705101,18.61382675,19.31993294,17.46180534,18.06093025,19.06032944,20.07723808,21.12223816,21.92757225,22.42726135,23.03956795,23.66471291,24.2367363,24.58364105,25.58216667,25.43144989,26.69642448,26.61360741,26.67595673,27.37026978,27.2588768,27.72713661,27.12017822,26.92968559,26.5399437,26.82368279,26.72359657,25.83503723,26.32483482,26.0857811,26.03041458,25.86673737,25.29553223,25.71863365,25.07612801,24.79098511,24.81972504,24.35907745,23.13813019,23.11087227,23.3640728,23.09853745,22.6186924,22.47327614,22.06002045,22.07967758,21.83212852,21.54240608,20.5734539,20.74840736,19.60385323,19.43408394,19.57943535,18.87687111,18.74203491,18.08034325,17.59998322,16.82056618,16.68305779,16.20511436,15.88164902,15.49066925,15.05759621,14.59987831,14.32740402,14.01872635,13.50412369,13.39888,12.73810768,12.53570366,12.09799576,11.6046772,11.36632156,10.90240288,10.51472092,9.910194397,10.21104431,9.680517197,9.025266647,9.402721405,8.755947113,8.183345795,7.854627609,7.873406887,7.318839073,6.795325756,6.98874855,6.458307266,6.160328388,6.011127949,5.873520374,5.617478371,5.510580063,4.99738884,4.776206493,4.648723602,4.650653839,4.339734077,4.160330296,4.101438999,3.584693193,3.778934956,3.426852465,3.413224936,3.215459585,3.106375217,3.027999401,2.848560333,2.591706276
295,0.451115519,0.491782278,0.507000446,0.532929897,0.576784015,0.494952559,0.64290905,0.836862326,1.012955427,2.220714092,11.36181068,40.45734787,79.08956146,98.87446594,73.77787781,31.04309273,9.400741577,3.505732059,2.815675259,2.90912199,3.163534403,3.485498667,3.448077679,3.698699951,4.175177574,4.847526073,6.611584187,10.36811066,14.50232697,16.99985123,16.26595306,13.24205399,9.674732208,7.593324184,6.938453674,7.086421967,7.256203175,7.49546957,7.95912075,8.061288834,8.607049942,9.159976959,9.29466629,10.13978195,10.16186523,10.82676888,11.71001053,11.76479721,12.31374741,12.72019386,13.50946999,14.16700745,14.94298172,15.80191612,15.84436226,16.55547333,17.63870239,18.32649612,18.89051819,20.00924301,18.23030663,19.27439308,20.2275219,21.142416,21.79918098,22.88823891,23.4656868,24.26885033,24.84219551,25.9990139,26.31729507,26.4203167,27.33910179,27.20582962,27.48817635,28.05433273,28.19367027,28.0896225,28.16687012,28.29652977,27.98962784,27.85438347,27.01648331,27.22606277,26.7864399,26.57433891,26.47268105,26.87487602,25.99020767,25.67641068,25.6450634,25.29875946,24.88723183,25.72075081,25.02983284,22.78884315,22.60891151,22.81205368,22.85162163,22.42946625,22.37525749,21.5018425,21.10826302,21.11356544,20.5519352,20.44244957,20.45191574,19.86824989,19.18728447,18.52576828,18.27174187,18.85137177,17.83019066,17.04378891,16.3348217,16.36882591,16.05489922,15.43510628,14.9920826,14.65774918,14.31039047,13.55784798,13.51073265,13.29446602,12.44216537,12.19902229,11.96833038,11.02609634,10.95140076,11.12794113,10.71281433,10.37054253,9.441871643,9.585262299,8.887367249,9.020851135,8.716396332,8.162769318,8.050780296,7.852364063,7.354388714,6.874396801,6.697441578,6.35271883,6.280598164,6.203904629,5.658519268,5.418857098,5.303401947,5.069507122,4.699119568,4.546034336,4.287943363,4.351931572,4.063759804,4.00018692,3.787538767,3.697263479,3.414136648,3.579194307,3.349469662,3.042218208,2.970363617,2.896310091,2.529070377,2.556852102
300,0.440125138,0.445083857,0.457610965,0.42618686,0.402246892,0.462341726,0.516588211,0.617236257,0.663805008,0.700290442,0.941341281,1.503641844,5.687141895,28.46035194,68.83498383,101.9160004,84.88818359,42.29864883,12.71845436,3.894317865,2.502799273,2.302541494,2.282729149,2.53659606,2.74153018,2.651589632,3.068682432,3.08347249,4.043982506,5.85268116,10.0353508,14.6222496,16.88316154,15.60373306,11.47058868,8.163798332,7.172737598,6.662151814,6.912013054,7.235547066,7.56564045,7.98428297,8.57583046,8.766801834,9.179855347,9.790922165,10.5207653,11.19198418,11.89242554,12.28827667,13.06622314,13.79517746,14.17112923,15.15930176,15.77666473,16.28389168,17.62748718,18.62898254,18.94782639,20.39857292,17.99273109,19.72360611,21.3195858,22.24268341,22.82208252,23.03255844,24.14132881,26.03797913,26.34218216,26.57927704,27.24576378,27.82593536,28.35486794,29.11226845,28.70262146,29.06371689,29.58138847,29.69831276,29.93547058,28.92316246,28.67948723,28.79325294,28.59729576,28.72900391,28.24426842,28.20443153,27.46079636,27.84780121,27.18783379,26.49810219,26.42521858,25.91966057,26.03296089,25.61394882,25.61591721,23.32515335,23.10601234,23.12589836,23.14611816,23.01704788,22.58879662,21.92874718,21.66803169,21.14155769,20.78313637,20.1148243,19.85264206,19.35165215,18.39827919,18.48087502,18.30685997,17.98313522,17.65273285,16.97589874,16.25597,16.060606,15.70005989,14.83027649,14.45669556,14.39648247,13.70336533,13.69176483,13.202034,12.5812397,12.28365517,12.09920883,11.16617393,11.32214737,10.61727715,10.41700935,9.962957382,9.508535385,9.311447144,9.36538887,9.038560867,8.643781662,8.385826111,7.672731876,7.676196098,7.125016689,7.097490311,7.041716576,6.314756393,6.670832157,5.944346905,5.697656631,5.566843987,5.459060669,5.145179272,5.035477638,4.600265503,4.304607391,4.171078205,3.92172718,3.909192562,3.883795738,3.442314625,3.465622902,3.262679815,3.175346375,3.059108734,3.151918888,2.768970728,2.735093594,2.742602825,2.432849646
305.0700073,0.39729327,0.406705439,0.395353019,0.332865536,0.497665823,0.324402899,0.476766557,0.543683767,0.566874027,0.608066499,0.749640584,0.790075362,0.959842622,1.215285301,2.317279816,11.26607132,39.4766655,83.59159088,103.5443878,73.27057648,33.598526,8.058393478,3.030268908,2.122479439,2.007243395,2.083316803,1.973781109,2.119717598,2.172914505,2.47651577,2.924292803,3.548203707,4.999444008,8.314472198,12.60674858,15.71816826,15.20557594,12.60706711,9.629951477,7.244100094,6.385920525,6.92826128,7.315304279,7.825053692,8.424911499,9.127996445,9.581245422,10.5548439,10.70614815,12.03414726,12.97488785,13.10418701,14.00315475,14.36030388,16.12783623,16.05981064,17.2344017,18.86514282,19.32094383,20.51374626,18.67351723,20.54960442,21.42811394,22.66203117,23.85490227,24.17243195,24.54174232,26.14081955,26.87829971,27.41380882,28.91967964,28.39036369,29.06952667,30.07227135,30.32943916,30.60706902,30.78461647,31.49252319,30.70076752,30.05443382,30.89905357,29.57295036,29.27622032,29.95236588,28.54375839,28.08687019,28.55338478,28.64311409,27.76577187,27.39414215,27.51073647,27.02568626,27.01159859,25.73735046,26.22124672,24.07148933,23.24033737,23.65752792,23.45545197,22.95256424,22.5545845,21.76260185,22.36980057,21.3908329,20.75731277,19.99837112,20.37457657,20.31546974,18.73514938,18.67420006,17.94194031,17.2040844,17.44475555,16.88292313,16.28341484,15.57911873,15.23578644,15.09848213,14.41492653,14.15843391,13.80515289,13.42620468,13.16713142,12.67005157,12.03257751,11.95238686,11.42822647,10.70389557,10.213274,10.24837494,9.792234421,9.604133606,9.175748825,8.745706558,8.778032303,8.411865234,7.977352142,7.294945717,7.385289669,7.479965687,6.80260849,6.595126629,6.462302208,5.916166782,5.852103233,5.344958305,5.508361816,5.230817795,5.220757961,4.499866486,4.279619217,3.889976978,4.246679306,3.871910572,3.658580542,3.466133833,3.58022666,3.289226532,3.309964895,2.78552866,2.857126236,2.914855719,2.754671574,2.63176465,2.575875759,2.387236834
310,0.416340739,0.341897368,0.394314259,0.37069121,0.381920248,0.448655605,0.34994036,0.444168001,0.488096803,0.585410953,0.476537019,0.678561628,0.585963726,0.783778846,0.968747795,1.197638512,1.272449851,3.711762667,19.01571465,56.15286255,114.122261,101.0460739,58.57120514,20.06215286,5.802731991,2.17992425,1.657796144,1.660382032,1.901117206,2.040822029,2.073787689,2.242363691,2.669052839,2.77245903,3.412125587,5.036923885,7.687279224,11.4692955,15.60792542,17.10123444,14.47907066,10.5796032,8.821374893,7.841497898,8.121763229,8.501344681,9.228000641,10.05074692,10.36387062,11.25821686,11.41151428,12.8792038,13.30636215,14.14845276,15.49272156,16.63104248,17.34265137,17.94583702,18.93166351,19.86758995,18.8380909,20.08486366,21.61244774,22.49921608,22.86796951,24.07495117,25.16687202,25.84802818,27.21971893,27.76724243,28.74372482,29.46903419,30.39722443,30.68051529,31.10292053,31.87936401,32.30239868,31.40480614,31.60036278,32.22644043,31.02407646,31.29465103,31.41997719,31.3052578,30.69822884,29.908741,29.94194221,29.03355217,29.69005203,29.03095627,28.66543007,27.93179131,28.5270443,27.98300171,27.0556469,25.81028175,25.46511841,25.31527901,23.93236351,23.77240372,23.42541695,23.63200188,22.56990051,21.66041946,21.55427933,20.94776344,21.0061245,20.74693489,19.23485374,19.34283447,18.95841408,18.52815247,17.72268486,17.024786,16.46155167,16.5836525,15.87507248,14.85385323,14.5596962,14.52510834,13.58189583,13.0418663,13.36315346,12.56656075,12.02793694,12.01478577,11.46631432,11.10049438,10.8249836,10.48771667,9.882633209,9.315444946,9.496551514,9.060113907,8.759534836,7.585006714,7.856840134,7.685051441,7.385514259,7.298694134,6.630947113,6.249212742,6.251384258,5.998222828,6.138143063,5.285490513,5.376214981,5.126841545,4.983859539,4.671701431,4.247988224,3.952263117,4.114661217,3.704916954,3.642109156,3.595564842,3.489778757,3.43521142,3.173011541,3.010531902,2.614075422,3.086678028,2.5410254,2.501849174,2.473762512,2.396011829
315,0.421548188,0.406048834,0.405100286,0.415661812,0.371729285,0.423330307,0.412094533,0.309987575,0.421269208,0.416234076,0.481410295,0.639487505,0.579574108,0.681643188,0.568199158,0.716314077,0.813854098,0.835933626,1.410435677,2.650611877,16.14402199,51.31624985,96.85786438,107.9164276,79.16040802,23.69208908,6.836303234,2.151325703,1.815825939,1.641128302,1.89226377,1.835948586,2.035210609,2.032781363,2.735272408,2.709285736,3.121345282,3.712785482,5.869823456,8.79526329,13.40417862,17.21498489,17.40722275,14.75583839,11.86437035,9.233507156,8.725622177,8.73931694,9.647853851,10.06397247,10.70390129,11.66011238,12.3795681,13.41771698,14.36221123,15.3659935,15.78871918,17.60761261,18.31552505,19.16275597,17.97792053,18.7116127,20.39943886,21.40721893,22.77672195,24.0798378,24.24243164,24.86426353,27.0672226,26.92885208,28.55851173,28.20935822,29.80631256,29.62817192,29.94686508,30.68577957,30.59980392,31.4841156,32.12942505,31.47076416,31.82247543,31.51405144,31.698946,30.83733749,31.3385582,30.09828186,30.38949013,30.33347893,29.75916862,28.89552498,29.27811432,28.54393959,28.55833054,27.87178421,28.34136391,25.11075401,25.36950874,25.15633202,25.07705498,24.04613686,24.63894844,23.78158569,23.65328789,22.22953796,22.33413315,21.40679741,20.9785614,20.50484085,20.32016373,19.5364666,18.94921684,17.90179062,17.74170303,17.12574768,17.04121399,16.14362526,15.81909752,15.19417191,14.67019653,14.45583153,13.67770386,13.58378792,12.5974865,13.1469593,12.36462975,11.78294754,11.04231644,10.57992744,10.45046043,10.51086617,9.290216446,9.507833481,8.842662811,8.725347519,8.574462891,7.904971123,7.640117645,7.563641548,7.321377277,7.022791862,6.70756197,6.560037136,5.610613823,5.885763645,5.646686077,5.432542324,5.090762615,4.751844883,4.79492712,4.581502438,4.026145935,4.008356094,4.076938629,3.4169209,3.560955524,3.642371655,3.310179472,3.395896912,3.174403429,3.067173004,2.778597593,2.816130638,2.585021019,2.327404022,2.298993349,2.4578228
320,0.225943744,0.479384661,0.427157849,0.396562576,0.366298795,0.370061934,0.283955395,0.504256666,0.354678988,0.45834595,0.473390996,0.564010501,0.549201608,0.771858275,0.764781237,0.591926098,0.658606231,0.7551018,0.896635771,0.905281723,1.307215452,1.942197919,7.125897884,29.1029892,73.82714844,102.6465988,89.01465607,45.28233337,13.13391113,4.101099491,2.187376499,1.934996009,2.042063475,2.05054903,1.867889881,2.455645323,2.544847488,2.644303799,3.086377621,3.612707376,4.293821335,5.997265339,9.466533661,13.9794445,17.79696274,18.16431618,16.54381752,12.77312279,10.58489609,10.06985664,10.00359154,10.81127548,11.40064621,12.27279472,13.60157204,13.85611916,14.4541626,15.81008148,16.72875214,17.71939278,16.74138832,17.7532959,19.36249924,19.94986534,21.0294342,22.50275993,23.86823463,23.87191582,25.24610329,25.95637894,26.97932434,27.64588928,28.25029182,28.70618439,28.97442436,29.81545448,30.53193283,31.18051338,31.29474068,31.61598969,30.76983833,30.62695885,30.90135765,31.37277794,31.01701355,30.05724144,29.77480888,29.85586929,29.70657349,29.27840614,29.11586571,28.36701965,28.36336517,28.32195473,27.9608078,26.0081749,25.57368469,24.7404213,25.12643242,24.22489738,23.85879135,25.03253365,23.94625282,22.62195015,22.32568932,21.72027779,21.47395515,20.6526413,19.79878044,19.33171463,19.18161964,18.06573677,18.49036026,17.146101,16.94645309,16.25905991,15.96761322,15.3982029,14.73666763,14.35811996,13.96338844,13.72266388,12.72205734,12.54546928,12.10928345,11.48008156,11.22030449,11.13446236,10.87259483,10.09932709,9.969921112,9.606290817,9.111944199,9.054256439,8.345252991,8.211769104,7.534515858,7.271429062,7.582846642,7.095045567,6.259912491,6.361468315,6.351715565,5.460327148,6.097370148,5.293394089,5.219273567,4.836520195,4.90237999,4.340322971,4.049131393,3.848950863,4.034719467,3.836768389,3.798820496,3.523640156,3.084777355,2.906507492,3.058864355,3.132691622,2.738556147,2.837155104,2.478219271,2.47006321,2.221021652,2.024514198
