Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_PREFILTERED1_EM_270.00,ELA_PREFILTERED1_EM_272.00,ELA_PREFILTERED1_EM_274.00,ELA_PREFILTERED1_EM_276.00,ELA_PREFILTERED1_EM_278.00,ELA_PREFILTERED1_EM_280.00,ELA_PREFILTERED1_EM_282.00,ELA_PREFILTERED1_EM_284.00,ELA_PREFILTERED1_EM_286.00,ELA_PREFILTERED1_EM_288.00,ELA_PREFILTERED1_EM_290.00,ELA_PREFILTERED1_EM_292.00,ELA_PREFILTERED1_EM_294.00,ELA_PREFILTERED1_EM_296.00,ELA_PREFILTERED1_EM_298.00,ELA_PREFILTERED1_EM_300.00,ELA_PREFILTERED1_EM_302.00,ELA_PREFILTERED1_EM_304.00,ELA_PREFILTERED1_EM_306.00,ELA_PREFILTERED1_EM_308.00,ELA_PREFILTERED1_EM_310.00,ELA_PREFILTERED1_EM_312.00,ELA_PREFILTERED1_EM_314.00,ELA_PREFILTERED1_EM_316.00,ELA_PREFILTERED1_EM_318.00,ELA_PREFILTERED1_EM_320.00,ELA_PREFILTERED1_EM_322.00,ELA_PREFILTERED1_EM_324.00,ELA_PREFILTERED1_EM_326.00,ELA_PREFILTERED1_EM_328.00,ELA_PREFILTERED1_EM_330.00,ELA_PREFILTERED1_EM_332.00,ELA_PREFILTERED1_EM_334.00,ELA_PREFILTERED1_EM_336.00,ELA_PREFILTERED1_EM_338.00,ELA_PREFILTERED1_EM_340.00,ELA_PREFILTERED1_EM_342.00,ELA_PREFILTERED1_EM_344.00,ELA_PREFILTERED1_EM_346.00,ELA_PREFILTERED1_EM_348.00,ELA_PREFILTERED1_EM_350.00,ELA_PREFILTERED1_EM_352.00,ELA_PREFILTERED1_EM_354.00,ELA_PREFILTERED1_EM_356.00,ELA_PREFILTERED1_EM_358.00,ELA_PREFILTERED1_EM_360.00,ELA_PREFILTERED1_EM_362.00,ELA_PREFILTERED1_EM_364.00,ELA_PREFILTERED1_EM_366.00,ELA_PREFILTERED1_EM_368.00,ELA_PREFILTERED1_EM_370.00,ELA_PREFILTERED1_EM_372.00,ELA_PREFILTERED1_EM_374.00,ELA_PREFILTERED1_EM_376.00,ELA_PREFILTERED1_EM_378.00,ELA_PREFILTERED1_EM_380.00,ELA_PREFILTERED1_EM_382.00,ELA_PREFILTERED1_EM_384.00,ELA_PREFILTERED1_EM_386.00,ELA_PREFILTERED1_EM_388.00,ELA_PREFILTERED1_EM_390.00,ELA_PREFILTERED1_EM_392.00,ELA_PREFILTERED1_EM_394.00,ELA_PREFILTERED1_EM_396.00,ELA_PREFILTERED1_EM_398.00,ELA_PREFILTERED1_EM_400.00,ELA_PREFILTERED1_EM_402.00,ELA_PREFILTERED1_EM_404.00,ELA_PREFILTERED1_EM_406.00,ELA_PREFILTERED1_EM_408.00,ELA_PREFILTERED1_EM_410.00,ELA_PREFILTERED1_EM_412.00,ELA_PREFILTERED1_EM_414.00,ELA_PREFILTERED1_EM_416.00,ELA_PREFILTERED1_EM_418.00,ELA_PREFILTERED1_EM_420.00,ELA_PREFILTERED1_EM_422.00,ELA_PREFILTERED1_EM_424.00,ELA_PREFILTERED1_EM_426.00,ELA_PREFILTERED1_EM_428.00,ELA_PREFILTERED1_EM_430.00,ELA_PREFILTERED1_EM_432.00,ELA_PREFILTERED1_EM_434.00,ELA_PREFILTERED1_EM_436.00,ELA_PREFILTERED1_EM_438.00,ELA_PREFILTERED1_EM_440.00,ELA_PREFILTERED1_EM_442.00,ELA_PREFILTERED1_EM_444.00,ELA_PREFILTERED1_EM_446.00,ELA_PREFILTERED1_EM_448.00,ELA_PREFILTERED1_EM_450.00,ELA_PREFILTERED1_EM_452.00,ELA_PREFILTERED1_EM_454.00,ELA_PREFILTERED1_EM_456.00,ELA_PREFILTERED1_EM_458.00,ELA_PREFILTERED1_EM_460.00,ELA_PREFILTERED1_EM_462.00,ELA_PREFILTERED1_EM_464.00,ELA_PREFILTERED1_EM_466.00,ELA_PREFILTERED1_EM_468.00,ELA_PREFILTERED1_EM_470.00,ELA_PREFILTERED1_EM_472.00,ELA_PREFILTERED1_EM_474.00,ELA_PREFILTERED1_EM_476.00,ELA_PREFILTERED1_EM_478.00,ELA_PREFILTERED1_EM_480.00,ELA_PREFILTERED1_EM_482.00,ELA_PREFILTERED1_EM_484.00,ELA_PREFILTERED1_EM_486.00,ELA_PREFILTERED1_EM_488.00,ELA_PREFILTERED1_EM_490.00,ELA_PREFILTERED1_EM_492.00,ELA_PREFILTERED1_EM_494.00,ELA_PREFILTERED1_EM_496.00,ELA_PREFILTERED1_EM_498.00,ELA_PREFILTERED1_EM_500.00,ELA_PREFILTERED1_EM_502.00,ELA_PREFILTERED1_EM_504.00,ELA_PREFILTERED1_EM_506.00,ELA_PREFILTERED1_EM_508.00,ELA_PREFILTERED1_EM_510.00,ELA_PREFILTERED1_EM_512.00,ELA_PREFILTERED1_EM_514.00,ELA_PREFILTERED1_EM_516.00,ELA_PREFILTERED1_EM_518.00,ELA_PREFILTERED1_EM_520.00,ELA_PREFILTERED1_EM_522.00,ELA_PREFILTERED1_EM_524.00,ELA_PREFILTERED1_EM_526.00,ELA_PREFILTERED1_EM_528.00,ELA_PREFILTERED1_EM_530.00,ELA_PREFILTERED1_EM_532.00,ELA_PREFILTERED1_EM_534.00,ELA_PREFILTERED1_EM_536.00,ELA_PREFILTERED1_EM_538.00,ELA_PREFILTERED1_EM_540.00,ELA_PREFILTERED1_EM_542.00,ELA_PREFILTERED1_EM_544.00,ELA_PREFILTERED1_EM_546.00,ELA_PREFILTERED1_EM_548.00,ELA_PREFILTERED1_EM_550.00,ELA_PREFILTERED1_EM_552.00,ELA_PREFILTERED1_EM_554.00,ELA_PREFILTERED1_EM_556.00,ELA_PREFILTERED1_EM_558.00,ELA_PREFILTERED1_EM_560.00,ELA_PREFILTERED1_EM_562.00,ELA_PREFILTERED1_EM_564.00,ELA_PREFILTERED1_EM_566.00,ELA_PREFILTERED1_EM_568.00,ELA_PREFILTERED1_EM_570.00,ELA_PREFILTERED1_EM_572.00,ELA_PREFILTERED1_EM_574.00,ELA_PREFILTERED1_EM_576.00,ELA_PREFILTERED1_EM_578.00,ELA_PREFILTERED1_EM_580.00,ELA_PREFILTERED1_EM_582.00,ELA_PREFILTERED1_EM_584.00,ELA_PREFILTERED1_EM_586.00,ELA_PREFILTERED1_EM_588.00,ELA_PREFILTERED1_EM_590.00,ELA_PREFILTERED1_EM_592.00,ELA_PREFILTERED1_EM_594.00,ELA_PREFILTERED1_EM_596.00,ELA_PREFILTERED1_EM_598.00,ELA_PREFILTERED1_EM_600.00
375.0700073,0.209772408,0.1866671,0.236796141,0.2216205,0.253460526,0.113670386,0.259569168,0.236064613,0.180663586,0.208775818,0.202525139,0.219489977,0.235570103,0.202892095,0.241690248,0.20283699,0.180577144,0.235249594,0.224190354,0.218991101,0.235559762,0.268992454,0.241738141,0.174965382,0.158286855,0.197025344,0.225075901,0.286594957,0.218672395,0.25095734,0.267430067,0.306104302,0.24608019,0.316978246,0.318834364,0.345535934,0.297035694,0.31760934,0.372981906,0.368536592,0.300401688,0.474223226,0.487910688,0.544394314,0.582523942,0.737801611,0.822597921,1.015399694,1.158427835,2.752199411,14.94548416,56.48559189,119.5858688,159.816391,105.2570419,43.3666687,10.58568382,2.798626423,2.360751867,2.466368198,2.2429533,2.190479517,2.571939945,2.725721121,3.131418943,3.416368008,4.196435452,4.46363306,4.429078102,5.04880619,5.506801128,6.128027439,6.400898457,6.853020191,7.574953079,8.944906235,9.812623978,12.13675308,14.41172218,16.50740433,16.72765541,16.15151596,14.17383575,12.87947655,12.03397179,12.02030754,12.37364006,12.07162857,12.33504486,12.39775848,12.84988594,13.10798073,12.62638283,12.94115639,13.21321487,12.06476974,13.11273193,13.17792511,12.79877853,12.96099472,13.01356888,13.35730934,13.63090515,13.05336189,13.35447311,12.58429527,13.06371689,12.6517868,12.55347824,12.56787872,12.16992569,11.685606,11.81452179,11.36655045,11.21889877,11.19479752,10.61400414,10.29281235,10.01956177,10.00985336,9.492883682,9.28629303,9.112298965,9.018852234,8.477890015,8.385789871,8.600378036,7.985992908,7.710681438,7.442182064,7.363636017,6.883721828,6.699579239,6.891908169,6.3907094,5.85199213,5.90535593,5.591413975,5.469596386,5.173722267,5.086194038,4.986866474,4.772564411,4.5693717,4.152301788,4.168142319,4.101355553,3.76962471,3.638408184,3.620834112,3.103451252,2.890835524,2.936284781,3.120652676,2.665322065,2.685822725,2.512808561,2.395460606,2.349439383,2.086334705,2.19314003,2.166016579,1.921258688,1.822375298,1.695266366,1.534870267
380,0.23888576,0.229810715,0.243731037,0.205015108,0.233186156,0.203505546,0.155530825,0.213105291,0.199009046,0.208997667,0.165456697,0.174965382,0.184533164,0.156102255,0.108071916,0.165461347,0.179671988,0.213149354,0.236429363,0.255940139,0.174965382,0.232006103,0.256035507,0.227218688,0.227326393,0.233082384,0.269959658,0.217670619,0.258350849,0.235016018,0.244384438,0.254459232,0.278819799,0.274516463,0.240334928,0.202873662,0.212275326,0.28769964,0.322172254,0.35037905,0.288750976,0.299096465,0.326817036,0.415376067,0.419538915,0.516192079,0.559441924,0.60670948,0.707072318,0.869492412,0.942102015,1.323537707,5.707816124,41.91216278,109.2829895,164.5781403,128.3286591,55.77048874,16.79245758,4.259045601,2.122899055,2.164482117,2.009012699,2.244355679,2.595217705,2.825371027,3.266494513,3.357005596,3.671024084,3.979971886,4.267883778,4.487895966,5.218490601,5.944980621,6.245326996,6.698181152,6.966322422,7.611724854,7.979506016,9.834812164,11.46818542,12.83592606,14.95653915,15.70900154,14.89262009,13.79124069,12.11802101,11.27658081,10.73046875,11.07331276,11.37398529,11.04065895,11.68410873,11.7419014,12.24006844,11.25782585,11.28841209,11.78517532,11.94889069,11.78145218,12.11034012,12.08171463,12.07696342,11.54851913,11.87341118,11.19527817,11.99862289,11.53941345,11.51319885,11.1664753,11.1655941,11.06590462,10.9038887,10.47994041,10.57956314,10.02055168,9.818002701,9.790395737,9.558937073,9.090894699,9.27233696,8.995000839,8.7657547,8.484577179,8.170526505,7.852769852,7.553215027,7.630906582,7.290359497,6.993382454,6.671100616,6.545423031,6.446317673,6.552401543,6.052877426,5.764492512,5.739485264,5.373820305,5.134560585,4.767492294,5.041237354,4.53145504,4.625460148,4.427731037,4.137465477,3.948568344,3.542651653,3.456854105,3.537096739,3.441898108,3.067521572,2.882516623,2.974066257,2.523670197,2.75397706,2.560588837,2.616043568,2.36940217,2.156141758,2.178153515,1.940807223,1.969649673,1.895925403,2.006717205,1.804792523,1.649725914
385.0700073,0.214444652,0.14976339,0.214183182,0.224587262,0.160163358,0.199052826,0.199465692,0.208706498,0.194195598,0.19434157,0.227140129,0.15576452,0.184565946,0.19881773,0.160664275,0.232119128,0.198671162,0.155807838,0.212809771,0.179742888,0.227739125,0.232445449,0.16054751,0.155990675,0.165238082,0.203955084,0.299085796,0.241229743,0.244672522,0.296728134,0.315684259,0.264463067,0.260145873,0.254458874,0.245266795,0.269032568,0.28783378,0.327078342,0.294286877,0.289198875,0.255748123,0.317612648,0.309261173,0.360852271,0.46456036,0.46694994,0.406482965,0.541236162,0.53746742,0.456368029,0.611839473,0.728511393,0.889802814,1.080556393,2.808517218,15.2996006,56.58367538,128.3501282,152.5055695,108.3072205,35.00283813,9.060567856,2.689738035,2.095622778,2.346803188,2.34279418,2.363921404,2.548221588,2.902402163,3.071190119,3.625463963,4.103115082,4.161991119,4.57067585,4.913897514,5.229543209,5.340180874,5.981984138,5.874234676,6.708680153,6.853096962,7.648750305,8.111322403,9.557405472,11.09644127,12.98423767,14.1001339,13.75168228,12.62714958,12.02995682,10.95935249,10.46773338,10.27490425,10.39107132,10.39722252,9.572834015,9.974536896,10.16607475,10.04679298,10.36400032,10.42332077,10.48772049,10.11362839,10.52457809,10.5255394,10.429636,10.37593651,10.49606705,9.822416306,9.947561264,10.06692123,9.452547073,10.0939045,9.130247116,9.09856987,8.94225502,9.077209473,8.685583115,8.485490799,8.014873505,8.061274529,8.398920059,7.995294094,7.916095257,7.380879402,7.442037106,7.15714407,7.101618767,6.72963047,6.580861092,6.382002354,6.151842117,5.878871918,5.664595127,5.760345459,5.480257511,4.977245331,4.984662533,4.725902081,4.751874924,4.468860626,4.21407795,4.298540115,3.868781328,3.877596617,3.735520601,3.464252949,3.452682495,3.416800499,3.272838116,2.900606871,2.8011415,2.726349354,2.37865448,2.35285449,2.285943985,2.206856251,2.417446613,2.139435291,2.165582418,1.951416016,1.821515322,1.732699871,1.739092231,1.71197629,1.673466921
390,0.196597382,0.218546152,0.192636892,0.201419353,0.192200303,0.200352967,0.183536157,0.187842637,0.17067869,0.200693592,0.212738603,0.217780203,0.213283643,0.225491479,0.195902258,0.183404699,0.174965382,0.230155125,0.191813514,0.21280244,0.170732975,0.187720478,0.238771275,0.191815361,0.217592031,0.179205045,0.200397193,0.26124984,0.24129349,0.233489409,0.262409985,0.294803083,0.230249941,0.258229315,0.266517997,0.28730762,0.309292197,0.314640224,0.267930448,0.279999912,0.317531407,0.342650741,0.394055128,0.323661208,0.326439083,0.350759387,0.417786449,0.403079152,0.434775293,0.440779179,0.473956794,0.48164168,0.660754979,0.667212486,0.953421056,1.025964737,1.398560405,6.737465382,32.00634766,90.97676849,131.6292572,121.1437988,60.82608414,18.91560745,4.361666203,2.223113775,2.143518925,2.202671766,2.386797667,2.425395966,2.674200058,2.973441124,3.31701231,3.682417154,3.87604475,4.19797802,4.32839489,4.635283947,4.760891914,5.258893013,5.493618011,5.905323505,5.879807949,6.205797195,6.787543297,7.150857449,8.351362228,10.05791855,11.38526344,12.79488754,12.65226173,11.91166306,11.09110832,10.37617493,9.639335632,8.794214249,8.587251663,8.827236176,8.867055893,9.22886467,9.081157684,9.303543091,9.067209244,9.320272446,9.372812271,9.203800201,8.929634094,9.008592606,9.058790207,8.630542755,8.870616913,8.995960236,8.722930908,8.521438599,8.615413666,8.351078033,7.968966961,8.09586525,7.995820999,7.946716309,7.496566296,7.606403828,7.111371994,6.995597839,7.000648975,6.585142136,6.445679188,6.365386486,5.941164017,5.925766945,5.756856918,5.570145607,5.512895107,5.160238266,5.259831905,5.028728008,4.602385521,4.607909679,4.423474312,4.247327805,4.036049843,4.083879471,4.003136158,3.654920816,3.469700098,3.28721714,3.256789923,3.310530901,3.276190519,2.973542213,2.677727938,2.754490376,2.479325056,2.570254803,2.352540016,2.381613016,2.37298584,2.025677204,2.047178507,2.067226648,2.027588367,1.833685637,1.611378312,1.695740461,1.623900771,1.630948782
395.0700073,0.190283194,0.232054517,0.186410919,0.193974987,0.186367109,0.193806499,0.160243645,0.227829874,0.186218411,0.204848021,0.226400986,0.174965382,0.156375527,0.156533629,0.167577296,0.218957514,0.211893678,0.211886197,0.178680256,0.200760424,0.193342268,0.182407901,0.22302933,0.167533726,0.185959339,0.20831193,0.219090492,0.178569421,0.255824238,0.221810043,0.222427443,0.27394408,0.259208918,0.251526117,0.278468609,0.248608768,0.256543547,0.249087781,0.226787478,0.260124713,0.285365045,0.281075895,0.28396672,0.30746299,0.299458712,0.330219626,0.383791029,0.355501384,0.41403529,0.385716647,0.350781828,0.459282875,0.455798864,0.497937888,0.533418775,0.592103124,0.633722067,0.829988837,1.147314548,2.326131582,13.48338699,55.24925995,122.6299133,136.9809875,91.95389557,33.34771729,8.467264175,2.408921719,2.130208015,2.078169584,2.316418409,2.403731585,2.741613626,2.831140041,3.323580027,3.260141134,3.486541986,3.7053473,3.773872852,4.174219608,4.2964468,4.584449768,4.849585533,5.116924763,5.346214771,5.593477249,5.777124405,6.203044891,6.889229774,7.726419449,9.109668732,10.38415718,11.5795002,11.95801735,11.78752708,10.05491066,9.039995193,8.339553833,8.000447273,7.969954491,7.716909885,8.077709198,8.144688606,8.029566765,8.415262222,8.328334808,8.151765823,8.219495773,8.276273727,8.086402893,8.066212654,8.124801636,7.67799139,7.65637064,7.479535103,7.785508633,7.63738203,7.183343887,6.94413805,7.295886993,7.113264561,6.918595791,6.734120846,6.527637005,6.203598499,6.342915058,5.916977882,5.916183472,6.043215275,5.492519379,5.180911064,5.224806309,5.240578651,5.101127148,4.699868679,4.507617474,4.535272598,4.33853054,4.362195015,4.047280312,4.072505474,3.632044792,3.573935032,3.723614931,3.432306051,3.202851534,3.137245655,3.083808184,2.942589998,2.687076092,2.717039824,2.386069536,2.444540024,2.327479124,2.278937578,2.12640357,1.999340415,1.981427431,1.891072273,1.910291672,1.706197739,1.699922919,1.716737628,1.556110382,1.440104485,1.511721373
400,0.183508635,0.221771106,0.234646261,0.200277567,0.187723413,0.153833479,0.245762438,0.225937679,0.18326214,0.145735756,0.191582546,0.19999814,0.22068119,0.207723141,0.183226123,0.174965382,0.15855971,0.236498803,0.20780988,0.146294594,0.203574061,0.216293842,0.240304574,0.220183372,0.228510037,0.220027596,0.174965382,0.206994846,0.223131076,0.19916977,0.207536414,0.215612322,0.240119129,0.276599228,0.179049626,0.191311389,0.240285635,0.219785586,0.241100222,0.309297919,0.236063436,0.244922221,0.300599635,0.260104209,0.288823545,0.281016827,0.305174232,0.335194141,0.371224999,0.322684944,0.347137451,0.367675215,0.362422854,0.420001388,0.532108247,0.489551276,0.506003261,0.62823379,0.704063773,0.765598953,1.025218606,1.769881248,8.190612793,36.91625214,91.36340332,135.3861237,113.5527267,53.50905228,14.75305367,3.484102249,2.232853651,2.253382921,2.398747683,2.487235785,2.767620087,2.688955307,2.8011868,2.969486713,3.130064964,3.010368586,3.272422791,3.580218554,3.702237129,4.031874657,4.063299179,4.203545094,4.639950752,4.800047874,5.251086712,5.335550308,5.918254852,6.178574562,6.676012039,8.11489296,9.408941269,9.368608475,10.24793625,10.51130867,9.318653107,8.747348785,7.759781361,7.456735134,7.176977158,6.812625408,7.172781467,7.000008583,7.064047337,7.237407207,6.810801983,7.012640953,7.076251507,7.142353535,6.999591351,6.835654736,6.741827488,6.509204388,6.673408508,6.674126625,6.590518475,6.206904888,6.050867081,6.062136173,6.134417057,5.633992195,5.67603302,5.627545834,5.210357189,5.337573051,5.272378445,4.944100857,5.196578503,4.877979755,4.392598629,4.3691082,4.325338364,4.428924561,4.257533073,4.010904312,3.925604582,3.934880733,3.602121353,3.312732697,3.452222824,3.411638021,3.241012812,3.04325819,2.997321129,2.692368746,2.76064086,2.499263048,2.308223724,2.184640646,2.256147385,2.313981533,2.091890574,1.903451443,1.859459877,1.905675054,1.947211742,1.774778366,1.594340801,1.636589646,1.448080659,1.577784777,1.461380124,1.337386608
405,0.266964167,0.212302357,0.194189936,0.212351769,0.205435187,0.189944685,0.167501047,0.178711027,0.200933918,0.171285942,0.138073593,0.215702504,0.178658217,0.156543404,0.21158281,0.22278288,0.204278648,0.203826666,0.193358153,0.163864464,0.196972102,0.200759381,0.222727895,0.171303526,0.189661697,0.215389758,0.233329505,0.189377412,0.196894005,0.250263333,0.214944154,0.265803456,0.203777909,0.207629576,0.222590536,0.241328493,0.189521268,0.219043642,0.258860141,0.225745037,0.298496187,0.276393712,0.290976346,0.253903866,0.262254924,0.291300237,0.273426473,0.259378344,0.303320944,0.29995206,0.31011039,0.287900031,0.376303732,0.389403224,0.331847012,0.355287194,0.422583878,0.474029154,0.540243506,0.571962714,0.569419622,0.644358397,0.947216988,0.930751145,2.654046774,14.61148453,53.54950333,116.9999084,144.8478394,88.92860413,31.23437309,7.180997849,2.759369612,2.261481285,2.373973846,2.250160217,2.241133928,2.176512957,2.328375816,2.43694663,2.63737464,2.781668186,2.996899128,3.204155207,3.387241125,3.409212112,3.567254782,3.874593973,4.177801132,4.532007217,4.684653759,4.806683064,4.814144135,4.987997532,5.694472313,5.710497856,6.813218117,7.504302025,8.828275681,9.522686005,9.36397934,9.159334183,8.286716461,7.279062748,6.739800453,6.320453167,6.367580414,6.010505676,6.402021408,6.397965908,6.125260353,6.180268764,6.151154041,6.063926697,5.985853195,6.033106327,6.161055088,5.935989857,5.737027168,5.653609753,5.545061588,5.405121326,5.519532204,5.267787933,5.204039574,5.006732464,5.213677406,4.86179018,4.882864475,4.807786942,4.247469425,4.358387947,4.457983971,4.263048649,4.124753952,3.82562232,3.739834547,3.596967936,3.605131388,3.425936222,3.422011614,3.037956953,2.999875307,3.096699476,3.06210351,2.847227573,2.748662472,2.728696346,2.586939096,2.370469093,2.12086916,2.074971199,2.129829645,2.088115692,1.895893097,1.836933374,1.911887288,1.768877864,1.632265449,1.645272732,1.585549831,1.442969084,1.476217866,1.442850351,1.398637414,1.317995667
410,0.235992387,0.167674899,0.186481431,0.201097652,0.178724661,0.182397589,0.219768256,0.230664521,0.200840235,0.21528101,0.252044886,0.185939446,0.222602576,0.232910573,0.196750134,0.16771391,0.178608358,0.157034919,0.171350464,0.178644165,0.229446054,0.200349122,0.164054543,0.182266951,0.211097643,0.207528889,0.192827821,0.232082129,0.220965818,0.238858163,0.285974622,0.25015229,0.239830703,0.232606634,0.204080328,0.203936607,0.232855022,0.294418067,0.1932109,0.275079429,0.261597335,0.257778138,0.28554225,0.265224934,0.2325003,0.314568192,0.272822678,0.265215158,0.243688941,0.272459418,0.311876178,0.272417188,0.319221318,0.263959646,0.333502829,0.344035596,0.384766698,0.42476356,0.381359994,0.444699109,0.435549825,0.547891617,0.569834232,0.583028436,0.789871395,0.919061601,1.439803004,6.890161037,39.4046669,90.13414001,132.994812,116.2045441,57.22161865,16.45425034,3.738273621,2.395624638,2.217639446,2.239669085,2.224675179,2.147097588,2.294039965,2.366461277,2.178879976,2.490592003,2.735116482,2.905771732,2.92913413,3.228002548,3.305225849,3.44679594,3.706033945,3.649115324,3.842589617,4.074924469,4.346942902,4.176379204,4.400447369,4.914673328,5.403008938,5.959607124,6.715621948,7.87787056,8.516080856,8.636182785,8.36505127,7.725964069,6.855731964,6.469721317,5.731881142,5.673544407,5.556993961,5.701910973,5.563210011,5.55292654,5.552187443,5.341043472,5.20390749,5.323484421,5.001134396,5.164256573,5.033872604,5.203556538,4.933461189,4.619804382,4.738717079,4.642841339,4.442878723,4.317835808,4.410153866,4.114485741,4.053790092,3.938826561,3.916646004,3.820325375,3.727109194,3.678604603,3.504012346,3.329896927,3.352298975,3.27525568,3.019732475,3.006200552,2.627393961,2.731118917,2.762977362,2.576253653,2.487305164,2.544508696,2.389115334,2.180777073,1.955294609,1.903890014,1.962253332,1.982819438,1.795045972,1.803886414,1.725057364,1.579293728,1.61364603,1.574364781,1.368566751,1.355061531,1.30209887,1.286601305,1.309551716,1.186420202
415.0700073,0.203249723,0.168163002,0.182118043,0.188853443,0.210009322,0.202706173,0.161223829,0.202541694,0.164631993,0.17156361,0.212405697,0.188671708,0.259936392,0.215491816,0.154508099,0.208610266,0.185128361,0.181660071,0.181670159,0.209118962,0.212005287,0.198690176,0.164832205,0.228952318,0.185104907,0.238884866,0.204782113,0.217833593,0.245233104,0.201229513,0.208506778,0.257573962,0.24730143,0.208331302,0.228725746,0.242663324,0.231966078,0.252374411,0.289527595,0.277363151,0.285507411,0.252464384,0.224815339,0.238418639,0.349008203,0.274067193,0.278894573,0.276315361,0.255191088,0.292017549,0.319559574,0.291676402,0.26191929,0.318436444,0.349330962,0.306370974,0.316347152,0.347896576,0.370768428,0.52382344,0.508480668,0.613575101,0.793162704,0.803355157,0.940296233,0.965389192,1.010454297,1.243083477,1.560294271,2.915030479,14.3597641,55.78003311,111.9711914,131.8194122,91.64389801,36.96378708,9.642271042,3.046077251,2.481018305,2.392985106,2.279748917,2.265475988,2.28758502,2.078483105,2.299670219,2.333475828,2.552282333,2.685447931,2.787754059,2.821236372,2.862621546,3.121696711,3.340309858,3.299944878,3.388133049,3.406004429,3.595101357,3.665882826,4.067030907,3.980459213,4.312787533,4.516987324,5.094759941,5.82307148,6.806627274,7.759983063,7.89750433,7.963344097,7.556485653,6.688226223,5.904675007,5.384089947,4.932151318,4.88891077,4.934037209,4.536744595,4.526630402,4.747485161,4.714840889,4.508038044,4.639959812,4.267309189,4.255949974,4.551434517,4.213369846,4.147367477,3.930460215,4.065267563,3.855338573,4.015906811,3.58660078,3.825331688,3.572108746,3.415609598,3.414979219,3.149622917,3.133135557,3.10197854,3.097312689,3.132061243,2.831255913,2.953999043,2.721234798,2.512602806,2.757622004,2.35534811,2.34199214,2.136563063,2.169384956,1.957171202,1.950477958,1.93978703,1.924844861,1.797038794,1.672025442,1.784599304,1.581543207,1.553591371,1.596136451,1.456792116,1.411305189,1.351517439,1.410261035,1.296637297,1.270212293,1.058582783
420,0.197680578,0.181765497,0.204946935,0.197765976,0.204364777,0.172722355,0.170470268,0.165953144,0.179453656,0.186045766,0.152506843,0.177178502,0.194861397,0.21274744,0.201518044,0.1880247,0.166105613,0.19481492,0.168304682,0.190577388,0.154988915,0.199340433,0.199428916,0.195003271,0.18385005,0.230090961,0.1945097,0.218582168,0.207922786,0.229859158,0.216820389,0.262702584,0.222638816,0.247718781,0.228255019,0.285809219,0.245914251,0.270093709,0.245647371,0.247179389,0.245034188,0.295430154,0.2754668,0.271784008,0.22757031,0.243273795,0.248121023,0.25231874,0.305198729,0.219263539,0.278588206,0.258609444,0.285131037,0.272068828,0.267696172,0.310415298,0.263510525,0.2974841,0.292806536,0.28167662,0.295795619,0.400726974,0.427486718,0.45777455,0.530577064,0.524586558,0.570587158,0.627640963,0.720299304,0.814053893,0.977330685,1.378286839,4.737808228,23.38007736,74.74120331,130.8323517,130.3461151,66.42862701,18.89194107,3.615848064,1.967800736,1.686782598,1.736230373,1.691758394,1.647561073,1.873239994,1.752908349,1.979089141,2.053623199,2.313998222,2.390103579,2.527050257,2.612420321,2.756573677,2.918078661,2.862416744,2.977107525,3.197200775,3.399230003,3.307322264,3.671855688,3.525350332,3.897804737,3.966492891,4.024464607,4.517954826,5.118569851,5.737593174,6.645672321,7.079870224,7.499964237,7.175178051,6.592380524,5.628769875,5.036490917,4.586939335,4.457380772,4.402559757,4.380255222,4.249889374,4.255999565,4.109611034,3.990228176,4.100947857,4.035690308,3.878862858,3.967522621,3.757482052,3.783717155,3.649087429,3.533200264,3.616773129,3.478514433,3.276278019,3.072187901,3.26492691,3.116289377,2.976312399,2.910251141,2.743262768,2.650373697,2.728166103,2.536955595,2.411748171,2.436352968,2.270786285,2.272783041,2.120961189,2.175445318,2.048844814,1.910540104,1.925528765,1.703701019,1.695801497,1.765134931,1.559124231,1.51590538,1.353642821,1.553818345,1.307031751,1.32694602,1.299313545,1.315589547,1.160823107,1.19202745,1.142296672
