Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MilliQBlank02_09_22_EM_270.00,MilliQBlank02_09_22_EM_272.00,MilliQBlank02_09_22_EM_274.00,MilliQBlank02_09_22_EM_276.00,MilliQBlank02_09_22_EM_278.00,MilliQBlank02_09_22_EM_280.00,MilliQBlank02_09_22_EM_282.00,MilliQBlank02_09_22_EM_284.00,MilliQBlank02_09_22_EM_286.00,MilliQBlank02_09_22_EM_288.00,MilliQBlank02_09_22_EM_290.00,MilliQBlank02_09_22_EM_292.00,MilliQBlank02_09_22_EM_294.00,MilliQBlank02_09_22_EM_296.00,MilliQBlank02_09_22_EM_298.00,MilliQBlank02_09_22_EM_300.00,MilliQBlank02_09_22_EM_302.00,MilliQBlank02_09_22_EM_304.00,MilliQBlank02_09_22_EM_306.00,MilliQBlank02_09_22_EM_308.00,MilliQBlank02_09_22_EM_310.00,MilliQBlank02_09_22_EM_312.00,MilliQBlank02_09_22_EM_314.00,MilliQBlank02_09_22_EM_316.00,MilliQBlank02_09_22_EM_318.00,MilliQBlank02_09_22_EM_320.00,MilliQBlank02_09_22_EM_322.00,MilliQBlank02_09_22_EM_324.00,MilliQBlank02_09_22_EM_326.00,MilliQBlank02_09_22_EM_328.00,MilliQBlank02_09_22_EM_330.00,MilliQBlank02_09_22_EM_332.00,MilliQBlank02_09_22_EM_334.00,MilliQBlank02_09_22_EM_336.00,MilliQBlank02_09_22_EM_338.00,MilliQBlank02_09_22_EM_340.00,MilliQBlank02_09_22_EM_342.00,MilliQBlank02_09_22_EM_344.00,MilliQBlank02_09_22_EM_346.00,MilliQBlank02_09_22_EM_348.00,MilliQBlank02_09_22_EM_350.00,MilliQBlank02_09_22_EM_352.00,MilliQBlank02_09_22_EM_354.00,MilliQBlank02_09_22_EM_356.00,MilliQBlank02_09_22_EM_358.00,MilliQBlank02_09_22_EM_360.00,MilliQBlank02_09_22_EM_362.00,MilliQBlank02_09_22_EM_364.00,MilliQBlank02_09_22_EM_366.00,MilliQBlank02_09_22_EM_368.00,MilliQBlank02_09_22_EM_370.00,MilliQBlank02_09_22_EM_372.00,MilliQBlank02_09_22_EM_374.00,MilliQBlank02_09_22_EM_376.00,MilliQBlank02_09_22_EM_378.00,MilliQBlank02_09_22_EM_380.00,MilliQBlank02_09_22_EM_382.00,MilliQBlank02_09_22_EM_384.00,MilliQBlank02_09_22_EM_386.00,MilliQBlank02_09_22_EM_388.00,MilliQBlank02_09_22_EM_390.00,MilliQBlank02_09_22_EM_392.00,MilliQBlank02_09_22_EM_394.00,MilliQBlank02_09_22_EM_396.00,MilliQBlank02_09_22_EM_398.00,MilliQBlank02_09_22_EM_400.00,MilliQBlank02_09_22_EM_402.00,MilliQBlank02_09_22_EM_404.00,MilliQBlank02_09_22_EM_406.00,MilliQBlank02_09_22_EM_408.00,MilliQBlank02_09_22_EM_410.00,MilliQBlank02_09_22_EM_412.00,MilliQBlank02_09_22_EM_414.00,MilliQBlank02_09_22_EM_416.00,MilliQBlank02_09_22_EM_418.00,MilliQBlank02_09_22_EM_420.00,MilliQBlank02_09_22_EM_422.00,MilliQBlank02_09_22_EM_424.00,MilliQBlank02_09_22_EM_426.00,MilliQBlank02_09_22_EM_428.00,MilliQBlank02_09_22_EM_430.00,MilliQBlank02_09_22_EM_432.00,MilliQBlank02_09_22_EM_434.00,MilliQBlank02_09_22_EM_436.00,MilliQBlank02_09_22_EM_438.00,MilliQBlank02_09_22_EM_440.00,MilliQBlank02_09_22_EM_442.00,MilliQBlank02_09_22_EM_444.00,MilliQBlank02_09_22_EM_446.00,MilliQBlank02_09_22_EM_448.00,MilliQBlank02_09_22_EM_450.00,MilliQBlank02_09_22_EM_452.00,MilliQBlank02_09_22_EM_454.00,MilliQBlank02_09_22_EM_456.00,MilliQBlank02_09_22_EM_458.00,MilliQBlank02_09_22_EM_460.00,MilliQBlank02_09_22_EM_462.00,MilliQBlank02_09_22_EM_464.00,MilliQBlank02_09_22_EM_466.00,MilliQBlank02_09_22_EM_468.00,MilliQBlank02_09_22_EM_470.00,MilliQBlank02_09_22_EM_472.00,MilliQBlank02_09_22_EM_474.00,MilliQBlank02_09_22_EM_476.00,MilliQBlank02_09_22_EM_478.00,MilliQBlank02_09_22_EM_480.00,MilliQBlank02_09_22_EM_482.00,MilliQBlank02_09_22_EM_484.00,MilliQBlank02_09_22_EM_486.00,MilliQBlank02_09_22_EM_488.00,MilliQBlank02_09_22_EM_490.00,MilliQBlank02_09_22_EM_492.00,MilliQBlank02_09_22_EM_494.00,MilliQBlank02_09_22_EM_496.00,MilliQBlank02_09_22_EM_498.00,MilliQBlank02_09_22_EM_500.00,MilliQBlank02_09_22_EM_502.00,MilliQBlank02_09_22_EM_504.00,MilliQBlank02_09_22_EM_506.00,MilliQBlank02_09_22_EM_508.00,MilliQBlank02_09_22_EM_510.00,MilliQBlank02_09_22_EM_512.00,MilliQBlank02_09_22_EM_514.00,MilliQBlank02_09_22_EM_516.00,MilliQBlank02_09_22_EM_518.00,MilliQBlank02_09_22_EM_520.00,MilliQBlank02_09_22_EM_522.00,MilliQBlank02_09_22_EM_524.00,MilliQBlank02_09_22_EM_526.00,MilliQBlank02_09_22_EM_528.00,MilliQBlank02_09_22_EM_530.00,MilliQBlank02_09_22_EM_532.00,MilliQBlank02_09_22_EM_534.00,MilliQBlank02_09_22_EM_536.00,MilliQBlank02_09_22_EM_538.00,MilliQBlank02_09_22_EM_540.00,MilliQBlank02_09_22_EM_542.00,MilliQBlank02_09_22_EM_544.00,MilliQBlank02_09_22_EM_546.00,MilliQBlank02_09_22_EM_548.00,MilliQBlank02_09_22_EM_550.00,MilliQBlank02_09_22_EM_552.00,MilliQBlank02_09_22_EM_554.00,MilliQBlank02_09_22_EM_556.00,MilliQBlank02_09_22_EM_558.00,MilliQBlank02_09_22_EM_560.00,MilliQBlank02_09_22_EM_562.00,MilliQBlank02_09_22_EM_564.00,MilliQBlank02_09_22_EM_566.00,MilliQBlank02_09_22_EM_568.00,MilliQBlank02_09_22_EM_570.00,MilliQBlank02_09_22_EM_572.00,MilliQBlank02_09_22_EM_574.00,MilliQBlank02_09_22_EM_576.00,MilliQBlank02_09_22_EM_578.00,MilliQBlank02_09_22_EM_580.00,MilliQBlank02_09_22_EM_582.00,MilliQBlank02_09_22_EM_584.00,MilliQBlank02_09_22_EM_586.00,MilliQBlank02_09_22_EM_588.00,MilliQBlank02_09_22_EM_590.00,MilliQBlank02_09_22_EM_592.00,MilliQBlank02_09_22_EM_594.00,MilliQBlank02_09_22_EM_596.00,MilliQBlank02_09_22_EM_598.00,MilliQBlank02_09_22_EM_600.00
325.0700073,0.173308969,0.169992134,0.117852584,0.161257535,0.161824822,0.063474603,0.21711126,0.154185787,0.246718645,0.229925111,0.249319568,0.229573071,0.278623313,0.285427868,0.248246774,0.364303738,0.448532611,0.286996275,0.397057593,0.286526948,0.440334678,0.695729613,0.685055971,0.78527844,2.065601826,12.58820057,36.28803253,76.90920258,98.80843353,76.56000519,32.65513611,10.40799904,5.379849911,5.054375172,5.680178165,6.043898582,5.963235378,6.037794113,5.642526627,5.816456795,5.869061947,6.044103146,5.405035019,5.777626991,6.408323288,9.683639526,13.13064861,16.86519051,17.68114471,15.52633667,10.83594513,6.981093884,4.804884911,4.051193714,3.439500332,3.189062834,3.000361919,2.645558834,2.660826445,2.495834351,2.020887136,1.902996659,1.845754743,1.692733407,1.700248361,1.882902145,1.660119176,1.641251087,1.556642413,1.413473129,1.372144103,1.400711179,1.546454191,1.402602911,1.307152748,1.486189127,1.245656133,1.3735286,1.371127963,1.230368853,1.220379591,0.939289629,1.048225403,0.984681189,0.873647809,0.858447015,0.97046417,0.866087377,0.78191644,0.830617845,0.780219316,0.770496964,0.733362257,0.689459085,0.752546966,0.542394876,0.587057829,0.610713005,0.611525059,0.549481869,0.640163898,0.672595978,0.621809602,0.423734903,0.386318594,0.397496521,0.461212069,0.377275229,0.455269724,0.328149527,0.393706441,0.483528048,0.399437934,0.498608977,0.200924248,0.351695657,0.323715389,0.275182843,0.222082138,0.316344202,0.372805297,0.314976394,0.24556537,0.208675131,0.353405297,0.297303051,0.237949312,0.205637306,0.212135628,0.214328587,0.372180909,0.122221261,0.225512519,0.137836978,0.115043357,0.199878648,0.177747443,0.164337367,0.064391494,0.16406773,0.056551889,0.084902257,0.178764239,0.148613647,0.114788324,0.057431243,0.050080128,0.04266515,0.136606127,0.057329178,0.156923175,0.056939099,0.042714354,0.064247623,0.14122498,0.078702413,-0.028185686,0.129442379,0.108705103,0.151598275,0.143341422,0.130371481,0.064563796,0.021503372,0.021514939,0.079131566
330,0.196749687,0.183095694,0.157629251,0.076274745,0.143108934,0.144362643,0.184401199,0.186987191,0.163939312,0.17926234,0.081040859,0.247492313,0.309254259,0.237084463,0.313010037,0.319450825,0.238226414,0.319569558,0.31394124,0.27836293,0.352606684,0.539576471,0.423804432,0.507712781,0.584282815,0.829053581,1.450562477,5.940285683,27.5027256,69.17536163,114.1429977,90.95582581,42.95815277,13.25218678,5.634618282,3.899105072,3.968016148,4.02821207,4.136473656,4.154165745,4.235197067,3.98021698,4.129601002,3.882796764,4.065709114,3.789454937,4.336816311,5.33521986,7.667112827,11.31016159,14.90466404,16.28715324,13.43082333,9.31548214,5.698684216,3.653056383,2.728482246,2.352994442,2.51392436,2.059693098,1.670209527,1.661829114,1.835182428,1.595756888,1.704106569,1.460042834,1.355034232,1.370973229,1.17604208,1.177278638,1.328666568,1.310813427,1.161299229,1.298867106,1.234695673,1.254012108,0.942626894,1.120728254,1.16838944,1.059458375,0.929981411,1.187746048,1.054560423,0.870113075,0.879815638,0.835623145,0.915194452,0.791365802,0.781702161,0.747731984,0.641288519,0.780534625,0.582596302,0.627422869,0.666974843,0.57765305,0.482370853,0.563803792,0.638679922,0.4475393,0.470890731,0.614721417,0.414984703,0.397082984,0.497767687,0.461565256,0.444859982,0.442012519,0.355629534,0.356901497,0.287900597,0.356698364,0.406856686,0.254576594,0.313522756,0.244668886,0.27486372,0.115067735,0.26926598,0.185751334,0.207441792,0.196432486,0.234285846,0.220711917,0.257812083,0.235832915,0.206185564,0.130421102,0.145442307,0.159661829,0.091856882,0.075537257,0.007583628,0.128744975,0.099666506,0.175423875,0.106530309,0.060162589,0.0683688,0.144123912,0.142436251,0.038010672,0.03048618,0.06824179,0.127982169,0.030385902,0.112625301,0.106827006,-0.037930802,0.121100195,0.060058709,0.08251629,0.037683804,-0.045207616,0,0.120829493,0.138883531,0.053285021,0.06970638,0.030465513,0.015373027,0.092075378,-0.053114001,0.007546885,0.099342048,-0.0457858
335.0700073,0.100885466,0.134371489,0.191448152,0.186678618,0.189414635,0.074001171,0.158728957,0.153517738,0.132084876,0.204167947,0.272937536,0.267196238,0.176382393,0.211810246,0.269986272,0.247048125,0.159356773,0.125458479,0.256145656,0.183797851,0.353742093,0.390363187,0.224126101,0.28364256,0.391049325,0.327163279,0.458148509,0.655393898,1.022875905,1.891648173,11.53077984,39.51628876,78.67974091,91.49071503,75.78153229,24.8134594,8.175524712,3.149281979,2.311472893,2.603678226,2.155311346,2.157474279,2.573667526,2.054317474,2.04761982,2.253130436,2.286857605,2.088045835,2.049029827,2.140201092,2.841301203,4.198924065,8.420333862,11.95545578,13.88683891,12.72141361,9.474227905,5.191505432,2.985162973,1.840797186,1.292056084,1.042302608,1.054688931,1.093679547,0.935391724,1.060201645,0.902278066,1.042598605,0.785406291,0.942507088,1.043640375,0.922008455,0.983019233,1.012457609,0.88656348,0.793860793,0.782158077,0.773015797,0.771521449,0.655020237,0.753146827,0.79153353,0.669728994,0.568633318,0.692179143,0.559889793,0.42461291,0.568003893,0.525336564,0.595827699,0.504205346,0.684722006,0.670947969,0.4753699,0.400935501,0.509646893,0.331665188,0.393689305,0.39128539,0.383268833,0.406149834,0.343263656,0.289062321,0.38714096,0.346061498,0.243709698,0.34435004,0.24607949,0.345852733,0.276944041,0.276043206,0.206319273,0.179188713,0.277149409,0.253509998,0.178731009,0.156367511,0.231026053,0.206517085,0.155903161,0.186204493,0.103892252,0.133093759,0.2018435,0.162732735,0.175167143,0.120521858,0.037195738,0.149404258,0.193259686,0.058611926,0.110304661,0.162996769,0.044897411,0.081563041,0.125672713,0.118669711,0.126874194,0.067360729,0.029627655,0.037088688,0.074277103,0.051859919,0.080700189,0.081180207,0.044207036,0.08902473,0.036992371,0.073708259,0.08136335,0.044145562,0.022251396,0.051240381,0.037419267,0.08958032,0.014964123,0.04472072,-0.022291407,0.022266096,0.058915369,0.096143894,0.060127772,0.037193526,0.096609741,-0.066657774,0.04442865
340,0.211904317,0.135296643,0.06056064,0.13631098,0.045319274,0.037276156,-0.030225178,0.180165291,0.169247076,0.109065525,0.126219496,0.202623978,0.073892355,0.227046341,0.240500242,0.239149496,0.144636169,0.205531746,0.138953894,0.227741897,0.304637015,0.321226507,0.21839942,0.261053056,0.312465936,0.298936218,0.268347323,0.300008059,0.571987152,0.681243837,0.977909446,1.362018704,4.576843262,22.11539841,64.35565186,88.88204193,84.05576324,53.03207779,13.85122395,5.9202075,1.793426037,1.811542511,1.287621617,1.326452255,1.332692504,1.389784336,1.319882512,1.057853699,1.169208407,1.107000232,0.957611203,0.98307091,0.993891478,1.923328161,3.651715755,6.878547192,10.47032738,12.5365591,11.86675072,8.683796883,4.385802746,2.2503016,1.179037929,0.861789584,0.796024323,0.611828148,0.595890582,0.486588866,0.601909935,0.513408184,0.481674165,0.386255145,0.556370437,0.428333938,0.431466311,0.500257492,0.395164371,0.54564625,0.402776957,0.333553284,0.417215645,0.409027815,0.491891116,0.343165874,0.396199405,0.508292377,0.357570261,0.365946472,0.427895933,0.277714819,0.292857945,0.389190763,0.242807746,0.406840742,0.301459521,0.328635067,0.197359771,0.154423118,0.270023704,0.154925525,0.18361561,0.168995872,0.168856919,0.207355186,0.169084072,0.23671791,0.1476091,0.25338906,0.235109136,0.206284299,0.288252592,0.117819458,0.11162708,0.044466514,0.132350013,0.037277821,0.059400059,0.066583313,0.156165168,0.096116163,0.192838281,0.080666453,0.141245037,0.074611276,0.103931583,0.123306349,0.141057327,0.163768455,-0.014749915,0.059234686,0.110385023,0.08180324,0.109667562,0.059525136,0.081232369,0.058535583,0.059247851,0.059412856,0.037049659,0.03678824,0.110596627,0.022297703,0.102826253,0.081375398,-0.007381708,0.036730673,-0.044137444,0.022029342,0.044549052,0.096743464,-0.007318341,0.117094308,0.155363366,-0.022051688,0.022117207,0.096110478,0.096569553,0.037189651,0.022642877,0.06656263,-0.014825577,0.022402938,0.06691052,-0.00748447,0.073891267,0.089263134
345.0700073,0.170851395,0.109341897,0.175172657,0.196823671,0.10682334,0.033353347,0.081123292,0.09143693,0.144218788,0.11150758,0.086158909,0.148665249,0.170333192,0.12481197,0.151134819,0.157451391,0.104600459,0.224449098,0.085158229,0.105146252,0.190274984,0.355473638,0.164214402,0.234147862,0.248455331,0.314401537,0.310989588,0.301886797,0.38990733,0.494954765,0.636340976,0.594184935,0.660907924,0.902961314,1.930134416,11.11597729,38.33878326,95.329422,101.8068695,121.0718765,27.3445034,7.338203907,1.825766087,1.395564198,1.458865285,1.057193518,1.137634158,0.889023542,0.962959051,0.741630375,0.727013171,0.64075321,0.773006856,0.632615268,0.550700545,0.886018634,1.421496987,2.899246216,5.731555462,8.962406158,10.4441433,10.06601429,7.71743536,4.726351738,2.149221182,1.167322993,0.684740245,0.522714615,0.501652122,0.442234784,0.563712955,0.36396122,0.385610104,0.386953771,0.348429769,0.265886754,0.301406145,0.336418271,0.332462281,0.244364753,0.395987332,0.39330709,0.165450051,0.401815414,0.284809709,0.3313936,0.293913335,0.234735489,0.272206396,0.250279933,0.218122691,0.294070452,0.321491718,0.19824487,0.273180336,0.215975434,0.133003488,0.239174053,0.201357156,0.219078422,0.290481657,0.197180331,0.107358769,0.227175534,0.120023206,0.159697637,0.168705747,0.203062177,0.079290614,0.140630022,0.087888315,0.106462255,0.175271839,0.006741043,0.120622411,0.107406341,0.053399548,0.182213292,0.10664463,0.134109378,0.040084179,0.174827531,0.119349942,0.100214459,0.059906546,0.053080317,0.095057681,0,0.146957636,0.12825273,0.033576202,0.067005709,0.04653018,0.053443071,0.094135366,0.053390283,0.053626854,0.139309019,0.026727963,0.053743936,0.039920691,0.086370125,0.040326919,-0.026908485,0.099075295,0.079539731,0.039998669,0.080369167,0.040305518,0.02688154,0.154144138,0.073415071,-0.033872355,-0.026918443,0.168217644,0.074033193,-0.020267395,0.074458651,0.013659616,0.006733735,0.093504131,0.013385717,0.060539611,-0.013300614,-0.116474256,0.040189695
350,0.098264925,0.117108926,0.220883116,0.187625095,0.203350365,0.075110964,0.143755868,0.124016486,0,0.126182958,0.086156622,0.117183685,0.133677334,0.167599633,0.072637461,0.033081908,0.098744623,0.046405558,0.171707824,0.138798937,0.146529898,0.119268484,0.185296714,0.117463566,0.172098801,0.20374763,0.20429413,0.413523555,0.212553978,0.422034204,0.306589007,0.378172189,0.371133745,0.565400183,0.735942483,0.70412147,1.241205335,6.170036793,28.98502922,90.26866913,101.9970474,97.17896271,42.81520844,14.12765026,4.871168613,1.855250835,1.420047402,1.110320687,0.908882856,0.783616483,0.677322328,0.849317908,0.658171833,0.631262779,0.615848303,0.56867975,0.541353345,0.51754272,0.663538873,1.28096509,2.40391016,4.741089344,7.720971107,9.140314102,9.356983185,7.613512993,4.78623724,2.28597784,1.298597574,0.627928674,0.460429728,0.528117239,0.354649514,0.48340106,0.338402748,0.272461444,0.33249104,0.210089549,0.298771054,0.233467191,0.147169992,0.404777706,0.327159584,0.303518176,0.197801769,0.302774996,0.273595959,0.33987537,0.174108699,0.179695725,0.274734497,0.222135469,0.173782855,0.160453543,0.270907789,0.059839629,0.254116029,0.180448711,0.186509997,0.222303063,0.132290006,0.153833807,0.154842541,0.153697088,0.195791155,0.13491179,0.127484262,0.053775005,0.180687815,0.14180471,0.128284767,0.086868204,0.113513447,0.087742977,0.154876933,0.107394077,0.11486952,0.127607569,0.134997398,0.074428424,0.006762011,0.088064544,-0.020057768,0.047041114,0.060668156,0.0669147,0.026642155,0.175170287,0.033534091,0.107954927,0.040354855,0.100993097,0.114288025,0.134810865,0.09504994,0.134027585,0.120254941,0.127683029,0.02026315,0.074330352,0.154562607,0.073689006,0.046897404,0.026823854,0.013363267,0.074027218,0.066818565,-0.013362553,0.020167662,0.113907427,0.079540782,0.059913725,0.053416666,-0.006697924,0.066939332,-0.034053218,0.060755391,0.060793556,-0.033680242,0.053896733,0.060639545,0.119993605,0.081463076,0.013545639,0.10275732,0.020095252
355.0700073,0.123149104,0.028925309,0.046352092,0.119661525,0.105154924,0.05763622,0.057519194,0.040473655,0.129376292,0.133527696,0.116617426,0.160827875,0.0789226,0.135608539,0.078098409,0.118200645,0.134283766,0.100838639,0.033735156,0.101793833,0.139964283,0.212740943,0.135574073,0.1500175,0.184627771,0.200569391,0.145313099,0.158470526,0.217677712,0.293949723,0.319456607,0.199186176,0.352633387,0.250031233,0.476198673,0.424890667,0.507405341,0.696947038,0.953988433,2.329157591,11.33172798,45.96588898,87.12612915,109.8633423,111.0007324,43.38832474,10.03725338,2.360141754,1.48187983,1.084204674,0.82552731,0.583372235,0.604588211,0.553972781,0.536814153,0.663653553,0.384840727,0.361487269,0.442272037,0.428463697,0.392684519,0.349975348,0.803208292,1.718881488,3.369509459,5.791270256,8.791944504,9.584757805,8.255223274,5.439340115,3.344138145,1.479079604,0.731644154,0.514051676,0.413050115,0.329244256,0.256007642,0.386567891,0.234945312,0.175057188,0.26845637,0.289386332,0.247992113,0.215061069,0.198619872,0.182390228,0.153646544,0.212018579,0.120343834,0.251698971,0.194913894,0.223559767,0.14835611,0.170473918,0.09716285,0.160882562,0.137725234,0.217939898,0.19608973,0.155542493,0.121195331,0.148728654,0.155745268,0.075397283,0.098869398,0.114523925,0.149964824,0.075262837,0.18916811,0.177919596,0.017501691,0.092144668,0.08116366,0.040484425,0.104013175,0.086641096,0.104274683,0.06920176,0.086860344,0.116604477,0.156440124,0.086218789,0.017206077,0.07543885,0.057361484,0.143148348,0.114583626,0.074978083,0,0.149689391,0.039974187,0.126246676,0.092205741,0.069483854,0.053068541,0.097097918,0,0.102917716,-0.005828491,0.040612433,0.086283758,0,0.114823088,0.017357396,0.011597093,0.022966992,0.017418062,0.052068871,0.087506413,0.040431812,-0.051410649,-0.005773039,0,0.052003887,0.028903905,0,-0.023216804,0.028680414,-0.052137341,0.052274521,0.069482647,0.052133717,-0.005775173,0.034441389,0.03475219,0.069322489
360,-0.008241577,0.077464387,0.036696352,0.11107453,0.0668841,0.028263187,0.07267677,0.078250162,0.11837215,0.0428636,0.117761582,0.165143028,0.027867017,0.107112676,0.090534069,0.125628144,0.125915349,0.051495347,0.095397465,0.04332073,0.09467829,0.142190203,0.111123018,0.106161289,0.083052211,0.128054291,0.128661484,0.180083558,0.160375282,0.169512734,0.217953742,0.282805443,0.283835202,0.287934333,0.300018132,0.280081779,0.382353187,0.547901034,0.547686696,0.633364201,0.577237964,1.006498337,4.351339817,23.49785805,80.75178528,128.1673737,111.7519226,65.09928131,23.43662453,4.803622723,1.325529218,1.050009131,0.793394506,0.72357446,0.591742158,0.585239053,0.594275117,0.476423264,0.422281861,0.491640061,0.320190489,0.29617247,0.248261139,0.259325445,0.36705029,0.619101107,1.42111969,2.963534594,5.388710022,8.02954483,9.245775223,8.372911453,5.967092037,3.613376856,1.721352935,0.831773758,0.461040109,0.441059351,0.295381516,0.302192688,0.315565795,0.239708781,0.189053401,0.174883544,0.205869287,0.213703647,0.172335267,0.191580251,0.208701625,0.119914487,0.172015533,0.213065848,0.193649933,0.216236517,0.121960141,0.131164208,0.155353144,0.158745021,0.15547964,0.13578403,0.107001171,0.136961848,0.173448369,0.202892438,0.142918974,0.135098621,0.078689612,0.112252116,0.098322369,0.115857601,0.159671172,0.111450046,0.082000487,0.066228457,0.07829272,0.098732121,0.13988547,0.1194079,0.065266959,0.132825822,0.061843935,0.069267593,0.057209641,0.037328444,0.037161674,0.102822691,0.049665995,0.016353831,0.086136177,0.087500729,0.065625951,0.076943323,0.095255844,0.008178019,0.057270721,0.06190392,0.086688377,0.057793207,0.062147055,0.028718185,0.028953496,0.068999954,0.07014098,-0.004137326,0,0.053534955,0.037276343,0.004118429,0,0.056963362,0.016226983,0.028715711,0.037558842,0.024888624,0.107879341,0.025063599,0.094456241,0.016326064,0.065513894,0.03708297,0.04167448,0.045375232,0,0.050348666,0.057527468,0.0368567
365.0700073,0.020404832,0.089442529,0.061494567,0.016035406,0.128239557,0.036332369,0.071354099,0.104396708,0.040042445,0.097793385,0.074727245,0.082205296,0.05156745,0.083139665,0.093849346,0.117347017,0.05916553,0.174667627,0.075048976,0.078773029,0.094782986,0.118491374,0.110948645,0.093820363,0.12183331,0.09137354,0.118271343,0.170185819,0.138281435,0.204185009,0.233468264,0.215009227,0.175122991,0.3125889,0.253588855,0.266858906,0.278138697,0.348270714,0.310237825,0.471765608,0.42153582,0.430175871,0.581205845,0.746764362,2.262638807,16.73311806,52.53240967,108.377388,133.1496582,84.28977966,26.82202148,6.660096645,1.553171635,0.9601897,0.937908113,0.711898625,0.521644235,0.515017986,0.542144716,0.49937579,0.363617271,0.333869696,0.31793943,0.364001125,0.285562605,0.293618411,0.34141621,0.381193399,0.529776692,1.420368314,3.177046776,5.394249916,7.673580647,8.350089073,7.917691231,5.63160181,3.213186979,1.555309176,0.870547891,0.509086013,0.354795098,0.309367895,0.27823028,0.22995159,0.231854394,0.172102571,0.171245828,0.152696908,0.107241593,0.242029876,0.161663845,0.136871055,0.14418225,0.127445355,0.18861413,0.140787274,0.109113835,0.152368128,0.068828419,0.085059501,0.140721053,0.100575693,0.072584741,0.099755794,0.157121226,0.117239453,0.1339688,0.05311716,0.072814651,0.140826926,0.088578239,0.072427318,0.088206753,0.052788664,0.076776676,0.016081501,0.084043704,0.04855017,0.132202014,0.052722938,0.077124164,0.141579449,0.064151652,0.068200782,0.060304657,0.065066308,0.032538977,0.076447375,0.052426543,0.068390369,0.043838151,0.016259236,0.012188978,0.040320303,0.036666151,0.068818673,0.040296745,0.060326971,0.024583917,0.044185404,0.07214082,0.087832063,0.028270379,0.044785719,0.032517154,0.03217167,0.020072905,0.036387749,0.093376368,0.012050274,0.072509304,0.011967735,0.008034774,0.024194036,0.065144457,0.007952382,-0.004051437,0.057056922,0.012118617,0.024365382,0.052193951,0.004041531,0.048374612,0.074556082,0.041074172,0.048363503
370,0.06341739,0.097874396,0.063154876,0.056918763,0.056785919,0.084836349,0.045159213,0.05111574,0.050190445,0.022356112,-0.022312837,0.027829882,-0.016554007,0.033377465,0.060982708,0.027844761,-0.027940141,0.088298269,0.115622848,0.038745958,0.060489081,0.049631897,0.066487521,0.049844101,0.033573382,0.033194102,0.08832898,0.082655102,0.065967046,0.13882488,0.072408065,0.181394428,0.111362912,0.110489912,0.132434994,0.071952797,0.110692322,0.144574553,0.347198904,0.192923561,0.255544215,0.318791658,0.299845099,0.404887497,0.661754966,0.875709832,1.255874753,5.291563988,32.65349197,85.27961731,124.9779816,104.5439301,50.93985367,15.61429787,2.651715755,1.22629571,1.020345926,0.721444666,0.677630961,0.613066614,0.472203851,0.444464207,0.376768887,0.481263906,0.48809436,0.261825293,0.337832242,0.318030655,0.284660161,0.274130464,0.36136809,0.730256617,1.101934433,2.22784853,4.159279346,6.349435329,8.039060593,7.214314938,5.882549286,3.389471531,1.879824281,0.880013764,0.486833364,0.413290083,0.379551113,0.26378116,0.139596954,0.165332064,0.25266704,0.256500334,0.312289149,0.239430279,0.167174682,0.100982331,0.207451433,0.139982313,0.089406952,0.122813083,0.141633421,0.06760373,0.101230517,0.161502302,0.135722801,0.095596917,0.112876371,0.095115006,0.139466122,0.191682115,0.090164721,0.14611502,0.089993812,0.107548796,0.078533441,0.123556629,0.140694469,0.129934698,0.124196962,0.175207555,0.061861698,0.033878971,0.061577391,0.050985724,0.129072085,0.028222915,0.056284439,0.045284986,0.084581859,0.050587945,0.022537369,0.084488004,0.045280881,0.118954562,0.084653936,-0.005652112,0.011319837,0.056154538,0.02256776,0.101256706,0.022395289,0.050714511,-0.022415996,-0.011229079,0.039494693,0.045125335,0.039359454,0.005667809,0.056459855,0.039564341,0.039512977,0,0.045136537,0.073572688,0.055992294,-0.045013107,-0.011391857,-0.022777228,0.027996147,-0.017113129,0.033679862,0.011341855,0.011285854,0.039382264,-0.062154621,0.033669278,0.011152126,-0.005626861
