Baseline 100%T,,BLANK,,ELA_109,,ELA_930,,ELA_903,,ELA_1010,,ELA_105,,ELA_913,,ELA_909,,ELA_CTL2_L222_224,,ELA_948,,ELA_944,,ELA_CTL1_L239,,ELA_CTL2_L239,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
646.992981,0.02763000131,646.992981,-0.004702674225,646.992981,-0.004257803317,646.992981,-0.0040415572,646.992981,-0.002395289717,646.992981,-0.003680770751,646.992981,-0.002535518026,646.992981,-0.002617914695,646.992981,-0.004006779753,646.992981,-0.003840701189,646.992981,-0.00260237325,646.992981,-0.004023758695,646.992981,-0.004001650028,646.992981,-0.002904045396,
645.9676514,0.02736536227,645.9676514,-0.004346998408,645.9676514,-0.003986671101,645.9676514,-0.003700277535,645.9676514,-0.002149008214,645.9676514,-0.003290963126,645.9676514,-0.002506899415,645.9676514,-0.002581633162,645.9676514,-0.003573159222,645.9676514,-0.003716498381,645.9676514,-0.002513024956,645.9676514,-0.003791999537,645.9676514,-0.003736157669,645.9676514,-0.002206187462,
644.9420166,0.02760978043,644.9420166,-0.004492234904,644.9420166,-0.004288460128,644.9420166,-0.003899761941,644.9420166,-0.002529599005,644.9420166,-0.003772753291,644.9420166,-0.002556826454,644.9420166,-0.002783741103,644.9420166,-0.003825562773,644.9420166,-0.003743959591,644.9420166,-0.002615650417,644.9420166,-0.003767107613,644.9420166,-0.003778758226,644.9420166,-0.002811312675,
644.0626831,0.02736715414,644.0626831,-0.004349868745,644.0626831,-0.003929879516,644.0626831,-0.003668347606,644.0626831,-0.002297504572,644.0626831,-0.003377891378,644.0626831,-0.002082289197,644.0626831,-0.002352347132,644.0626831,-0.003476460697,644.0626831,-0.003522989573,644.0626831,-0.0025482825,644.0626831,-0.003659260925,644.0626831,-0.003559706034,644.0626831,-0.002559193876,
643.036499,0.02746398933,643.036499,-0.004273336846,643.036499,-0.003801083425,643.036499,-0.003730716882,643.036499,-0.002274741419,643.036499,-0.00321558048,643.036499,-0.002306001727,643.036499,-0.002555591054,643.036499,-0.003528843867,643.036499,-0.003442613641,643.036499,-0.002221434144,643.036499,-0.003650276689,643.036499,-0.003406914882,643.036499,-0.002504068427,
642.0100098,0.02752846666,642.0100098,-0.004269235767,642.0100098,-0.003842137987,642.0100098,-0.003712443402,642.0100098,-0.002270054771,642.0100098,-0.003108778968,642.0100098,-0.002241779119,642.0100098,-0.002676318632,642.0100098,-0.00364878797,642.0100098,-0.003576496849,642.0100098,-0.002324643545,642.0100098,-0.003896683455,642.0100098,-0.003496028017,642.0100098,-0.002540407702,
640.9832153,0.02769781277,640.9832153,-0.004664620385,640.9832153,-0.004220838659,640.9832153,-0.003916026559,640.9832153,-0.002373921918,640.9832153,-0.003405219642,640.9832153,-0.002520436887,640.9832153,-0.002770932158,640.9832153,-0.00373605499,640.9832153,-0.003654178465,640.9832153,-0.002808997873,640.9832153,-0.003781581065,640.9832153,-0.00368539081,640.9832153,-0.00260793115,
639.9561157,0.02761491016,639.9561157,-0.004497512244,639.9561157,-0.003997033462,639.9561157,-0.003807087895,639.9561157,-0.002340761246,639.9561157,-0.003172616474,639.9561157,-0.002281848574,639.9561157,-0.002560017398,639.9561157,-0.003682208247,639.9561157,-0.003618599614,639.9561157,-0.002450119937,639.9561157,-0.003673429834,639.9561157,-0.003602426499,639.9561157,-0.00263700611,
638.9287109,0.0276690647,638.9287109,-0.004529893864,638.9287109,-0.003878057702,638.9287109,-0.003799646394,638.9287109,-0.002438227879,638.9287109,-0.003192505799,638.9287109,-0.002212265739,638.9287109,-0.002726534847,638.9287109,-0.003655307926,638.9287109,-0.003697249107,638.9287109,-0.002475962508,638.9287109,-0.003779835999,638.9287109,-0.003580502002,638.9287109,-0.002643078333,
638.0478516,0.02765287086,638.0478516,-0.004432434682,638.0478516,-0.00383331161,638.0478516,-0.003631845815,638.0478516,-0.002226481913,638.0478516,-0.002948835725,638.0478516,-0.002287873998,638.0478516,-0.00237927679,638.0478516,-0.003464801935,638.0478516,-0.003457714338,638.0478516,-0.002409860259,638.0478516,-0.00372979301,638.0478516,-0.00353649538,638.0478516,-0.002444611629,
637.0198975,0.02780482359,637.0198975,-0.004570162389,637.0198975,-0.004006420728,637.0198975,-0.003730306169,637.0198975,-0.002419848228,637.0198975,-0.003169995267,637.0198975,-0.002495472087,637.0198975,-0.002451304113,637.0198975,-0.003655975219,637.0198975,-0.003613670822,637.0198975,-0.00258477265,637.0198975,-0.003736824961,637.0198975,-0.0035524657,637.0198975,-0.002828029683,
635.9916382,0.02773346193,635.9916382,-0.004386515357,635.9916382,-0.003729125718,635.9916382,-0.003736106446,635.9916382,-0.002209896222,635.9916382,-0.00320643303,635.9916382,-0.002245487645,635.9916382,-0.002493516076,635.9916382,-0.00345011265,635.9916382,-0.00368800899,635.9916382,-0.002363005886,635.9916382,-0.003613208653,635.9916382,-0.003627943806,635.9916382,-0.002558988053,
634.9630737,0.02777410857,634.9630737,-0.004398610443,634.9630737,-0.003867949126,634.9630737,-0.003643037984,634.9630737,-0.002233589767,634.9630737,-0.003209567862,634.9630737,-0.002351883799,634.9630737,-0.002448266605,634.9630737,-0.003251089714,634.9630737,-0.003635644913,634.9630737,-0.002497170819,634.9630737,-0.003525454551,634.9630737,-0.003426177194,634.9630737,-0.002648481168,
633.9342041,0.02796055563,633.9342041,-0.004543317016,633.9342041,-0.003844652558,633.9342041,-0.003846961772,633.9342041,-0.002189240651,633.9342041,-0.003390939208,633.9342041,-0.00214864756,633.9342041,-0.002507362748,633.9342041,-0.003167939372,633.9342041,-0.003475947073,633.9342041,-0.002348279348,633.9342041,-0.003666396718,633.9342041,-0.003509329399,633.9342041,-0.002549157478,
633.052124,0.02819776721,633.052124,-0.0048026843,633.052124,-0.004344691988,633.052124,-0.004054893274,633.052124,-0.002370987087,633.052124,-0.003590360517,633.052124,-0.002403064165,633.052124,-0.002729981672,633.052124,-0.003415647196,633.052124,-0.0036919103,633.052124,-0.002616525162,633.052124,-0.003833773546,633.052124,-0.003886062186,633.052124,-0.00284104282,
632.0227051,0.02809405699,632.0227051,-0.004536707886,632.0227051,-0.003977898974,632.0227051,-0.003705513431,632.0227051,-0.002212471562,632.0227051,-0.00335682882,632.0227051,-0.002237040782,632.0227051,-0.002464894671,632.0227051,-0.003045600373,632.0227051,-0.003561811289,632.0227051,-0.002358886646,632.0227051,-0.003790562507,632.0227051,-0.003520421917,632.0227051,-0.002766816644,
630.992981,0.02795994841,630.992981,-0.004448474385,630.992981,-0.003789382055,630.992981,-0.003488992108,630.992981,-0.002211492974,630.992981,-0.003348917235,630.992981,-0.002024681307,630.992981,-0.00219624606,630.992981,-0.003055779496,630.992981,-0.003511897055,630.992981,-0.002334530465,630.992981,-0.003549435874,630.992981,-0.003294251626,630.992981,-0.002379482845,
629.9629517,0.02820481174,629.9629517,-0.004569496494,629.9629517,-0.004073203541,629.9629517,-0.003783736611,629.9629517,-0.002380975988,629.9629517,-0.003493973752,629.9629517,-0.002202581847,629.9629517,-0.002646422945,629.9629517,-0.00336730876,629.9629517,-0.003564892104,629.9629517,-0.002398893703,629.9629517,-0.003721323563,629.9629517,-0.003762129229,629.9629517,-0.002792691812,
628.9326782,0.02806624956,628.9326782,-0.00440768199,628.9326782,-0.003988466691,628.9326782,-0.003583582817,628.9326782,-0.002239821944,628.9326782,-0.003335765097,628.9326782,-0.002234156244,628.9326782,-0.002605409361,628.9326782,-0.003374038497,628.9326782,-0.003448417643,628.9326782,-0.002431123285,628.9326782,-0.003602631856,628.9326782,-0.003631383646,628.9326782,-0.0026797147,
628.0493164,0.02802955173,628.0493164,-0.004360683728,628.0493164,-0.003900634358,628.0493164,-0.003737902967,628.0493164,-0.002216849942,628.0493164,-0.003324770601,628.0493164,-0.002072241856,628.0493164,-0.002433542861,628.0493164,-0.003375836415,628.0493164,-0.003474406432,628.0493164,-0.002440338489,628.0493164,-0.003663829993,628.0493164,-0.003465726506,628.0493164,-0.002484868048,
627.0184326,0.0282298103,627.0184326,-0.004701138008,627.0184326,-0.004031196237,627.0184326,-0.003811604111,627.0184326,-0.002229984384,627.0184326,-0.003471273463,627.0184326,-0.002118921606,627.0184326,-0.002455782844,627.0184326,-0.003507223679,627.0184326,-0.003615570487,627.0184326,-0.002583897673,627.0184326,-0.003784506349,627.0184326,-0.003673327155,627.0184326,-0.002836773638,
625.9873047,0.02835922316,625.9873047,-0.004559813999,625.9873047,-0.004134848248,625.9873047,-0.003814734519,625.9873047,-0.002295238432,625.9873047,-0.003590514418,625.9873047,-0.00237325253,625.9873047,-0.002471277956,625.9873047,-0.003539165715,625.9873047,-0.003620704636,625.9873047,-0.00268352218,625.9873047,-0.003763155546,625.9873047,-0.003705256851,625.9873047,-0.002732708585,
624.9558716,0.02836054936,624.9558716,-0.00449392572,624.9558716,-0.003979386296,624.9558716,-0.003782556159,624.9558716,-0.002211184008,624.9558716,-0.00323541672,624.9558716,-0.002281282097,624.9558716,-0.002391273621,624.9558716,-0.003371572588,624.9558716,-0.003471530275,624.9558716,-0.002324179979,624.9558716,-0.003593543777,624.9558716,-0.003347632941,624.9558716,-0.002579883439,
624.0715332,0.02822978422,624.0715332,-0.004504890647,624.0715332,-0.003963175695,624.0715332,-0.00366629404,624.0715332,-0.002029215917,624.0715332,-0.003351742867,624.0715332,-0.002175950445,624.0715332,-0.002415008843,624.0715332,-0.003471632954,624.0715332,-0.003408558667,624.0715332,-0.0023167131,624.0715332,-0.003539679339,624.0715332,-0.003425304079,624.0715332,-0.002626045374,
623.0394897,0.02840761095,623.0394897,-0.004425362218,623.0394897,-0.004076126963,623.0394897,-0.003745294176,623.0394897,-0.002120673191,623.0394897,-0.003482777858,623.0394897,-0.002171674743,623.0394897,-0.00268398528,623.0394897,-0.003639084753,623.0394897,-0.003568537999,623.0394897,-0.002555848565,623.0394897,-0.003595700255,623.0394897,-0.003576599527,623.0394897,-0.002604637528,
622.0072021,0.02834435739,622.0072021,-0.004446424544,622.0072021,-0.004028477706,622.0072021,-0.003716755193,622.0072021,-0.002433285583,622.0072021,-0.003323691664,622.0072021,-0.002089760266,622.0072021,-0.002406307729,622.0072021,-0.003452526638,622.0072021,-0.003287109546,622.0072021,-0.002357959747,622.0072021,-0.003805599641,622.0072021,-0.003567562439,622.0072021,-0.002615753328,
620.9746094,0.0284280628,620.9746094,-0.004630251322,620.9746094,-0.004061458167,620.9746094,-0.003905713791,620.9746094,-0.002223185264,620.9746094,-0.003291836707,620.9746094,-0.002136231866,620.9746094,-0.002326857764,620.9746094,-0.00338436407,620.9746094,-0.003438504646,620.9746094,-0.002431329107,620.9746094,-0.003695349675,620.9746094,-0.003475125413,620.9746094,-0.002655376447,
619.9417725,0.0285149347,619.9417725,-0.00444570696,619.9417725,-0.004237193614,619.9417725,-0.00366814225,619.9417725,-0.002127422253,619.9417725,-0.003402086208,619.9417725,-0.002182956086,619.9417725,-0.002446310362,619.9417725,-0.003287315136,619.9417725,-0.003399980254,619.9417725,-0.002591411583,619.9417725,-0.003612027736,619.9417725,-0.003444616916,619.9417725,-0.00274906843,
619.0562134,0.02845354378,619.0562134,-0.004530764651,619.0562134,-0.004067356698,619.0562134,-0.003725738032,619.0562134,-0.002265316434,619.0562134,-0.003309203079,619.0562134,-0.00208254694,619.0562134,-0.002492332133,619.0562134,-0.003596624592,619.0562134,-0.003598421579,619.0562134,-0.002372583142,619.0562134,-0.003613105975,619.0562134,-0.003526173532,619.0562134,-0.00247843354,
618.0227661,0.02865477279,618.0227661,-0.004625743721,618.0227661,-0.004088333342,618.0227661,-0.003791999537,618.0227661,-0.002234825864,618.0227661,-0.003468140494,618.0227661,-0.00229631993,618.0227661,-0.00240579294,618.0227661,-0.003565611085,618.0227661,-0.003681951435,618.0227661,-0.002499178285,618.0227661,-0.003618394258,618.0227661,-0.003604531521,618.0227661,-0.00248100725,
616.9890747,0.02872075513,616.9890747,-0.00488613639,616.9890747,-0.004167461768,616.9890747,-0.003915667534,616.9890747,-0.002407491906,616.9890747,-0.003532027826,616.9890747,-0.002314086771,616.9890747,-0.002622082829,616.9890747,-0.003589846892,616.9890747,-0.003709158162,616.9890747,-0.002549157478,616.9890747,-0.003714804538,616.9890747,-0.003574288916,616.9890747,-0.002570979763,
615.9550781,0.02861686423,615.9550781,-0.004588348791,615.9550781,-0.004018680193,615.9550781,-0.00358738238,615.9550781,-0.002029113006,615.9550781,-0.00328361569,615.9550781,-0.002185325604,615.9550781,-0.002366558881,615.9550781,-0.003554057563,615.9550781,-0.003659106791,615.9550781,-0.002444920363,615.9550781,-0.003643859411,615.9550781,-0.003441843204,615.9550781,-0.002575148595,
615.0685425,0.0286793001,615.0685425,-0.004509092309,615.0685425,-0.003933470696,615.0685425,-0.003528843867,615.0685425,-0.00210707169,615.0685425,-0.003356982954,615.0685425,-0.001892947708,615.0685425,-0.00240450562,615.0685425,-0.003434652463,615.0685425,-0.003480107291,615.0685425,-0.002390243812,615.0685425,-0.003560116747,615.0685425,-0.003499212209,615.0685425,-0.002595991828,
614.0339966,0.02869274095,614.0339966,-0.004605356138,614.0339966,-0.003942859359,614.0339966,-0.003564532846,614.0339966,-0.002095067175,614.0339966,-0.003161001019,614.0339966,-0.002095170086,614.0339966,-0.002511943923,614.0339966,-0.003262445796,614.0339966,-0.003509637434,614.0339966,-0.002351059811,614.0339966,-0.003530846676,614.0339966,-0.003331243992,614.0339966,-0.002463710727,
612.9991455,0.0287034139,612.9991455,-0.004452676047,612.9991455,-0.003979950678,612.9991455,-0.003609101288,612.9991455,-0.002158847637,612.9991455,-0.003212188836,612.9991455,-0.002062503481,612.9991455,-0.002452282235,612.9991455,-0.003476460697,612.9991455,-0.003305658,612.9991455,-0.002460827818,612.9991455,-0.003599448595,612.9991455,-0.00346973259,612.9991455,-0.002514363267,
611.9640503,0.02872050554,611.9640503,-0.004391640425,611.9640503,-0.003870258341,611.9640503,-0.003545944113,611.9640503,-0.002138034906,611.9640503,-0.003164238995,611.9640503,-0.002071520546,611.9640503,-0.002487390535,611.9640503,-0.003519292222,611.9640503,-0.00348092895,611.9640503,-0.002256767126,611.9640503,-0.003430389101,611.9640503,-0.00345242396,611.9640503,-0.002391891554,
610.9286499,0.02848881297,610.9286499,-0.004376111086,610.9286499,-0.003690729616,610.9286499,-0.003323691664,610.9286499,-0.001927740406,610.9286499,-0.003137563588,610.9286499,-0.001926245634,610.9286499,-0.002287616488,610.9286499,-0.003220822196,610.9286499,-0.003186132992,610.9286499,-0.002330925781,610.9286499,-0.003267584136,610.9286499,-0.003191375174,610.9286499,-0.002337208251,
610.0408936,0.02877465822,610.0408936,-0.004684646614,610.0408936,-0.004015038256,610.0408936,-0.003763207002,610.0408936,-0.002246414777,610.0408936,-0.003449136857,610.0408936,-0.002125979634,610.0408936,-0.002586934017,610.0408936,-0.00353100081,610.0408936,-0.003612541128,610.0408936,-0.002376290504,610.0408936,-0.003627584549,610.0408936,-0.003601553617,610.0408936,-0.00260993815,
609.0049438,0.02902906016,609.0049438,-0.004631583113,609.0049438,-0.004129463341,609.0049438,-0.003807549831,609.0049438,-0.002353119664,609.0049438,-0.003493460361,609.0049438,-0.002294105478,609.0049438,-0.002668909263,609.0049438,-0.003653767752,609.0049438,-0.003619677853,609.0049438,-0.002584515372,609.0049438,-0.003825408639,609.0049438,-0.003666858654,609.0049438,-0.002619973151,
607.96875,0.02878005244,607.96875,-0.004429308232,607.96875,-0.003867487423,607.96875,-0.003650482045,607.96875,-0.002063585445,607.96875,-0.003156991908,607.96875,-0.002077033743,607.96875,-0.002517554443,607.96875,-0.003413592465,607.96875,-0.003473995486,607.96875,-0.002340812702,607.96875,-0.003515594639,607.96875,-0.00351477298,607.96875,-0.002611430595,
606.9321899,0.02869852073,606.9321899,-0.004510834347,606.9321899,-0.003728304291,606.9321899,-0.003398952773,606.9321899,-0.002018394414,606.9321899,-0.003265991341,606.9321899,-0.002024217509,606.9321899,-0.002475602319,606.9321899,-0.00317004649,606.9321899,-0.003433214268,606.9321899,-0.002312747762,606.9321899,-0.003450780408,606.9321899,-0.003266762011,606.9321899,-0.002416656353,
606.0435181,0.02862485498,606.0435181,-0.004442632198,606.0435181,-0.003715369152,606.0435181,-0.003418523818,606.0435181,-0.001887999242,606.0435181,-0.003243176034,606.0435181,-0.002048178809,606.0435181,-0.002331543714,606.0435181,-0.003301187884,606.0435181,-0.003418009961,606.0435181,-0.002243427327,606.0435181,-0.003424893133,606.0435181,-0.003356571775,606.0435181,-0.002493516076,
605.0064697,0.02883034013,605.0064697,-0.004626512062,605.0064697,-0.003888576524,605.0064697,-0.003656385932,605.0064697,-0.001876813243,605.0064697,-0.003296769224,605.0064697,-0.002133758971,605.0064697,-0.002618686529,605.0064697,-0.003413232975,605.0064697,-0.003529254813,605.0064697,-0.002402755199,605.0064697,-0.003617059439,605.0064697,-0.00350111234,605.0064697,-0.002475499175,
603.9691162,0.02908903547,603.9691162,-0.004727307707,603.9691162,-0.004201354925,603.9691162,-0.003849373665,603.9691162,-0.001959128771,603.9691162,-0.003616546048,603.9691162,-0.002348691225,603.9691162,-0.002741094213,603.9691162,-0.003849014407,603.9691162,-0.003865126986,603.9691162,-0.002601189539,603.9691162,-0.003761923872,603.9691162,-0.003753198544,603.9691162,-0.002771755215,
602.9315186,0.02907591686,602.9315186,-0.004665132612,602.9315186,-0.004012884106,602.9315186,-0.003846192034,602.9315186,-0.001877174131,602.9315186,-0.003591952147,602.9315186,-0.002241470153,602.9315186,-0.00263077952,602.9315186,-0.003603094025,602.9315186,-0.003648428479,602.9315186,-0.002541746013,602.9315186,-0.003617110662,602.9315186,-0.003741085296,602.9315186,-0.00265604537,
602.0418701,0.02886132337,602.0418701,-0.004542907234,602.0418701,-0.003917258233,602.0418701,-0.003652432933,602.0418701,-0.001617600676,602.0418701,-0.003290654859,602.0418701,-0.002037357772,602.0418701,-0.002354303841,602.0418701,-0.003469424555,602.0418701,-0.0034720439,602.0418701,-0.002334427554,602.0418701,-0.003522167914,602.0418701,-0.003497466212,602.0418701,-0.002455062233,
601.0037231,0.02890968509,601.0037231,-0.00459634047,601.0037231,-0.003829257563,601.0037231,-0.003650379367,601.0037231,-0.00187866902,601.0037231,-0.003433316946,601.0037231,-0.002202684758,601.0037231,-0.002426798688,601.0037231,-0.00353587931,601.0037231,-0.003732410725,601.0037231,-0.00247333711,601.0037231,-0.00360720139,601.0037231,-0.00345417019,601.0037231,-0.002559554065,
599.965271,0.02870758995,599.965271,-0.004347357433,599.965271,-0.003770854324,599.965271,-0.003480877494,599.965271,-0.001642409712,599.965271,-0.003171023214,599.965271,-0.00198958721,599.965271,-0.002443067031,599.965271,-0.003336535767,599.965271,-0.003440302331,599.965271,-0.002351420233,599.965271,-0.003357650712,599.965271,-0.003485037712,599.965271,-0.002424327424,
598.9265747,0.02857055515,598.9265747,-0.00448992895,598.9265747,-0.003684210125,598.9265747,-0.003255714197,598.9265747,-0.001827581436,598.9265747,-0.003282074118,598.9265747,-0.001963458024,598.9265747,-0.002452539513,598.9265747,-0.003363301745,598.9265747,-0.003508353606,598.9265747,-0.002285453491,598.9265747,-0.003474765923,598.9265747,-0.003322664183,598.9265747,-0.002522135619,
598.0360107,0.02836253867,598.0360107,-0.0043177302,598.0360107,-0.0036979164,598.0360107,-0.003362685209,598.0360107,-0.001905164099,598.0360107,-0.00317194825,598.0360107,-0.001835623872,598.0360107,-0.002230859827,598.0360107,-0.003306942293,598.0360107,-0.003414927982,598.0360107,-0.002225657692,598.0360107,-0.00336448336,598.0360107,-0.003200420178,598.0360107,-0.00244996557,
596.9967651,0.02868068404,596.9967651,-0.004689665511,596.9967651,-0.003936805762,596.9967651,-0.003638109192,596.9967651,-0.002214120002,596.9967651,-0.003529049223,596.9967651,-0.002130152658,596.9967651,-0.002552039921,596.9967651,-0.003460539039,596.9967651,-0.003612130415,596.9967651,-0.002470866311,596.9967651,-0.003654794535,596.9967651,-0.003411435056,596.9967651,-0.002653421136,
595.9572754,0.02861938067,595.9572754,-0.004724951927,595.9572754,-0.003973999992,595.9572754,-0.003525762819,595.9572754,-0.00230816449,595.9572754,-0.00339232618,595.9572754,-0.002258106135,595.9572754,-0.002476271475,595.9572754,-0.003501266474,595.9572754,-0.003680462716,595.9572754,-0.002350236056,595.9572754,-0.003630356863,595.9572754,-0.003537317039,595.9572754,-0.002564031864,
595.065979,0.02848273143,595.065979,-0.004659293685,595.065979,-0.003802469,595.065979,-0.00365510257,595.065979,-0.002122888574,595.065979,-0.003330011154,595.065979,-0.002115727169,595.065979,-0.002374797361,595.065979,-0.003437271807,595.065979,-0.00349428202,595.065979,-0.002401519567,595.065979,-0.003522681538,595.065979,-0.003409688594,595.065979,-0.002646783134,
594.0259399,0.02856828831,594.0259399,-0.004752451554,594.0259399,-0.003835004987,594.0259399,-0.003587177023,594.0259399,-0.002144268481,594.0259399,-0.003360116621,594.0259399,-0.002206033096,594.0259399,-0.002535209293,594.0259399,-0.003666858654,594.0259399,-0.00351513247,594.0259399,-0.002578288084,594.0259399,-0.003568024375,594.0259399,-0.003545789979,594.0259399,-0.002639270388,
592.9856567,0.02833551541,592.9856567,-0.004421826452,592.9856567,-0.003718295135,592.9856567,-0.003377531655,592.9856567,-0.002013086574,592.9856567,-0.003143988317,592.9856567,-0.002054001438,592.9856567,-0.002273968887,592.9856567,-0.003112120088,592.9856567,-0.003422119422,592.9856567,-0.002375878626,592.9856567,-0.003262959654,592.9856567,-0.003572389018,592.9856567,-0.002493670443,
591.9450073,0.02831376903,591.9450073,-0.00449208077,591.9450073,-0.003689600388,591.9450073,-0.003443692345,591.9450073,-0.001927379635,591.9450073,-0.003179657506,591.9450073,-0.001921864459,591.9450073,-0.002405690029,591.9450073,-0.003407685319,591.9450073,-0.003341262462,591.9450073,-0.002183110686,591.9450073,-0.003455403028,591.9450073,-0.003515491961,591.9450073,-0.002506642137,
591.0528564,0.02810469083,591.0528564,-0.004456109367,591.0528564,-0.003547022585,591.0528564,-0.003223597305,591.0528564,-0.001960674766,591.0528564,-0.003185978858,591.0528564,-0.001790202805,591.0528564,-0.002181565156,591.0528564,-0.003216299927,591.0528564,-0.003044006648,591.0528564,-0.002151635475,591.0528564,-0.003301752964,591.0528564,-0.003357445123,591.0528564,-0.002324695,
590.0117188,0.02807127498,590.0117188,-0.00451672636,590.0117188,-0.003467832226,590.0117188,-0.003384826239,590.0117188,-0.001887844526,590.0117188,-0.002821497153,590.0117188,-0.001785046887,590.0117188,-0.00213855016,590.0117188,-0.003002773738,590.0117188,-0.003292093519,590.0117188,-0.00214823545,590.0117188,-0.003247184213,590.0117188,-0.003279916011,590.0117188,-0.002354870318,
588.9703369,0.02813598141,588.9703369,-0.00448854547,588.9703369,-0.003696889617,588.9703369,-0.003371521365,588.9703369,-0.001856915071,588.9703369,-0.003144502407,588.9703369,-0.00177880819,588.9703369,-0.002255273517,588.9703369,-0.003272465663,588.9703369,-0.003073258325,588.9703369,-0.002205672441,588.9703369,-0.003489094786,588.9703369,-0.003404860152,588.9703369,-0.002550135367,
587.9286499,0.02807340212,587.9286499,-0.004488443024,587.9286499,-0.003536906326,587.9286499,-0.003376915352,587.9286499,-0.001925884862,587.9286499,-0.002908416558,587.9286499,-0.001886916696,587.9286499,-0.00213885936,587.9286499,-0.003174569458,587.9286499,-0.003362890799,587.9286499,-0.002145865699,587.9286499,-0.003330730367,587.9286499,-0.003241428873,587.9286499,-0.002376496326,
587.0355225,0.02801812068,587.0355225,-0.004411269445,587.0355225,-0.003581837052,587.0355225,-0.00345473527,587.0355225,-0.001877947361,587.0355225,-0.002914330456,587.0355225,-0.001830004505,587.0355225,-0.002207320649,587.0355225,-0.003124559298,587.0355225,-0.003259619465,587.0355225,-0.002237143693,587.0355225,-0.003236906836,587.0355225,-0.003215220757,587.0355225,-0.002354561351,
585.9933472,0.0279781688,585.9933472,-0.004414959345,585.9933472,-0.003603196703,585.9933472,-0.003265939886,585.9933472,-0.00178752176,585.9933472,-0.002988325898,585.9933472,-0.00187217386,585.9933472,-0.002427982865,585.9933472,-0.003197490936,585.9933472,-0.003255560063,585.9933472,-0.002283651149,585.9933472,-0.003283461556,585.9933472,-0.00326259993,585.9933472,-0.002356878482,
584.9508667,0.02787382156,584.9508667,-0.004447859246,584.9508667,-0.003467421513,584.9508667,-0.00316716847,584.9508667,-0.00187217386,584.9508667,-0.002817073604,584.9508667,-0.00193310075,584.9508667,-0.002312438795,584.9508667,-0.003283821046,584.9508667,-0.003229044611,584.9508667,-0.002026845468,584.9508667,-0.003342187032,584.9508667,-0.003235108219,584.9508667,-0.00234848517,
584.0570679,0.02780498751,584.0570679,-0.00451867329,584.0570679,-0.003408147721,584.0570679,-0.003336741356,584.0570679,-0.001983248163,584.0570679,-0.003091764404,584.0570679,-0.002004480688,584.0570679,-0.0023509569,584.0570679,-0.003273596056,584.0570679,-0.003223905573,584.0570679,-0.002123300685,584.0570679,-0.003474920057,584.0570679,-0.003303345758,584.0570679,-0.002423658036,
583.0140991,0.0276148282,583.0140991,-0.004221043549,583.0140991,-0.003416417632,583.0140991,-0.003193276701,583.0140991,-0.001855987124,583.0140991,-0.002787342062,583.0140991,-0.00182087929,583.0140991,-0.00198541279,583.0140991,-0.003035678295,583.0140991,-0.003168247873,583.0140991,-0.002179092728,583.0140991,-0.003159458982,583.0140991,-0.003218869446,583.0140991,-0.002265368123,
581.9708252,0.02763513103,581.9708252,-0.004503251053,581.9708252,-0.003500855761,581.9708252,-0.003361195559,581.9708252,-0.001955366461,581.9708252,-0.003094334621,581.9708252,-0.001739775296,581.9708252,-0.002272526734,581.9708252,-0.003339053132,581.9708252,-0.003204942681,581.9708252,-0.002225554781,581.9708252,-0.003234851407,581.9708252,-0.003322150325,581.9708252,-0.002340194769,
580.9273071,0.02743779309,580.9273071,-0.00446123397,580.9273071,-0.003268663306,580.9273071,-0.003244923195,580.9273071,-0.001822683727,580.9273071,-0.002944516484,580.9273071,-0.00175942108,580.9273071,-0.002145607956,580.9273071,-0.003135661595,580.9273071,-0.003065392841,580.9273071,-0.002103310777,580.9273071,-0.003174363868,580.9273071,-0.003133657156,580.9273071,-0.002161784098,
580.0326538,0.02733252756,580.0326538,-0.004362170119,580.0326538,-0.003427410033,580.0326538,-0.003058709903,580.0326538,-0.001774683362,580.0326538,-0.002873188118,580.0326538,-0.001916607027,580.0326538,-0.002041273983,580.0326538,-0.003032542067,580.0326538,-0.003172462108,580.0326538,-0.002004171489,580.0326538,-0.003035266884,580.0326538,-0.003032336477,580.0326538,-0.002256355016,
578.9885864,0.02722544223,578.9885864,-0.004394561984,578.9885864,-0.003313467605,578.9885864,-0.003006269922,578.9885864,-0.001833819551,578.9885864,-0.00306991674,578.9885864,-0.001752717886,578.9885864,-0.002159723314,578.9885864,-0.003109755693,578.9885864,-0.003139568027,578.9885864,-0.001963818679,578.9885864,-0.003186132992,578.9885864,-0.003131806618,578.9885864,-0.002285402035,
577.9442749,0.02705222927,577.9442749,-0.004379237536,577.9442749,-0.003524016822,577.9442749,-0.003117568791,577.9442749,-0.001747355214,577.9442749,-0.003025550162,577.9442749,-0.001691920334,577.9442749,-0.002188261831,577.9442749,-0.002869947813,577.9442749,-0.00309788133,577.9442749,-0.001962942537,577.9442749,-0.003118082648,577.9442749,-0.003132474842,577.9442749,-0.002246466232,
