Wavelength (nm),Intensity (a.u.),Z Axis,
,L227_9m_EM_270.00,L227_9m_EM_272.00,L227_9m_EM_274.00,L227_9m_EM_276.00,L227_9m_EM_278.00,L227_9m_EM_280.00,L227_9m_EM_282.00,L227_9m_EM_284.00,L227_9m_EM_286.00,L227_9m_EM_288.00,L227_9m_EM_290.00,L227_9m_EM_292.00,L227_9m_EM_294.00,L227_9m_EM_296.00,L227_9m_EM_298.00,L227_9m_EM_300.00,L227_9m_EM_302.00,L227_9m_EM_304.00,L227_9m_EM_306.00,L227_9m_EM_308.00,L227_9m_EM_310.00,L227_9m_EM_312.00,L227_9m_EM_314.00,L227_9m_EM_316.00,L227_9m_EM_318.00,L227_9m_EM_320.00,L227_9m_EM_322.00,L227_9m_EM_324.00,L227_9m_EM_326.00,L227_9m_EM_328.00,L227_9m_EM_330.00,L227_9m_EM_332.00,L227_9m_EM_334.00,L227_9m_EM_336.00,L227_9m_EM_338.00,L227_9m_EM_340.00,L227_9m_EM_342.00,L227_9m_EM_344.00,L227_9m_EM_346.00,L227_9m_EM_348.00,L227_9m_EM_350.00,L227_9m_EM_352.00,L227_9m_EM_354.00,L227_9m_EM_356.00,L227_9m_EM_358.00,L227_9m_EM_360.00,L227_9m_EM_362.00,L227_9m_EM_364.00,L227_9m_EM_366.00,L227_9m_EM_368.00,L227_9m_EM_370.00,L227_9m_EM_372.00,L227_9m_EM_374.00,L227_9m_EM_376.00,L227_9m_EM_378.00,L227_9m_EM_380.00,L227_9m_EM_382.00,L227_9m_EM_384.00,L227_9m_EM_386.00,L227_9m_EM_388.00,L227_9m_EM_390.00,L227_9m_EM_392.00,L227_9m_EM_394.00,L227_9m_EM_396.00,L227_9m_EM_398.00,L227_9m_EM_400.00,L227_9m_EM_402.00,L227_9m_EM_404.00,L227_9m_EM_406.00,L227_9m_EM_408.00,L227_9m_EM_410.00,L227_9m_EM_412.00,L227_9m_EM_414.00,L227_9m_EM_416.00,L227_9m_EM_418.00,L227_9m_EM_420.00,L227_9m_EM_422.00,L227_9m_EM_424.00,L227_9m_EM_426.00,L227_9m_EM_428.00,L227_9m_EM_430.00,L227_9m_EM_432.00,L227_9m_EM_434.00,L227_9m_EM_436.00,L227_9m_EM_438.00,L227_9m_EM_440.00,L227_9m_EM_442.00,L227_9m_EM_444.00,L227_9m_EM_446.00,L227_9m_EM_448.00,L227_9m_EM_450.00,L227_9m_EM_452.00,L227_9m_EM_454.00,L227_9m_EM_456.00,L227_9m_EM_458.00,L227_9m_EM_460.00,L227_9m_EM_462.00,L227_9m_EM_464.00,L227_9m_EM_466.00,L227_9m_EM_468.00,L227_9m_EM_470.00,L227_9m_EM_472.00,L227_9m_EM_474.00,L227_9m_EM_476.00,L227_9m_EM_478.00,L227_9m_EM_480.00,L227_9m_EM_482.00,L227_9m_EM_484.00,L227_9m_EM_486.00,L227_9m_EM_488.00,L227_9m_EM_490.00,L227_9m_EM_492.00,L227_9m_EM_494.00,L227_9m_EM_496.00,L227_9m_EM_498.00,L227_9m_EM_500.00,L227_9m_EM_502.00,L227_9m_EM_504.00,L227_9m_EM_506.00,L227_9m_EM_508.00,L227_9m_EM_510.00,L227_9m_EM_512.00,L227_9m_EM_514.00,L227_9m_EM_516.00,L227_9m_EM_518.00,L227_9m_EM_520.00,L227_9m_EM_522.00,L227_9m_EM_524.00,L227_9m_EM_526.00,L227_9m_EM_528.00,L227_9m_EM_530.00,L227_9m_EM_532.00,L227_9m_EM_534.00,L227_9m_EM_536.00,L227_9m_EM_538.00,L227_9m_EM_540.00,L227_9m_EM_542.00,L227_9m_EM_544.00,L227_9m_EM_546.00,L227_9m_EM_548.00,L227_9m_EM_550.00,L227_9m_EM_552.00,L227_9m_EM_554.00,L227_9m_EM_556.00,L227_9m_EM_558.00,L227_9m_EM_560.00,L227_9m_EM_562.00,L227_9m_EM_564.00,L227_9m_EM_566.00,L227_9m_EM_568.00,L227_9m_EM_570.00,L227_9m_EM_572.00,L227_9m_EM_574.00,L227_9m_EM_576.00,L227_9m_EM_578.00,L227_9m_EM_580.00,L227_9m_EM_582.00,L227_9m_EM_584.00,L227_9m_EM_586.00,L227_9m_EM_588.00,L227_9m_EM_590.00,L227_9m_EM_592.00,L227_9m_EM_594.00,L227_9m_EM_596.00,L227_9m_EM_598.00,L227_9m_EM_600.00
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
230,0.476428419351578,1.00760400295258,1.21317768096924,1.68908774852753,1.86533761024475,1.78441846370697,2.36739468574524,2.90202045440674,3.3015193939209,3.29286575317383,3.94918775558472,4.04097604751587,4.55411148071289,4.9612193107605,5.48023843765259,5.8333592414856,6.2662787437439,6.22958707809448,6.86465358734131,6.76150560379028,6.1984601020813,7.07954216003418,6.62154293060303,7.16294097900391,7.5599684715271,9.45522212982178,12.3972539901733,15.8275556564331,18.2145175933838,18.4975280761719,19.2122821807861,19.8714466094971,21.399133682251,23.4949340820313,26.0972232818604,26.9849605560303,26.8779697418213,26.8327045440674,27.2255611419678,26.5618667602539,26.0685348510742,27.1951427459717,27.5327758789062,28.7582511901855,29.12451171875,29.2819786071777,28.8097896575928,29.2402191162109,29.4636383056641,29.7013034820557,31.0838985443115,31.2247562408447,33.0418014526367,34.774299621582,34.1496696472168,36.3253593444824,36.8631286621094,38.1180419921875,40.3976173400879,42.2831153869629,38.7815742492676,41.3115348815918,42.0298500061035,45.6316337585449,48.2993927001953,51.305980682373,53.9292945861816,55.8968734741211,58.1226844787598,59.4222679138184,59.6604957580566,63.1647071838379,64.2718963623047,65.9323196411133,69.3232421875,70.5418319702148,72.5887145996094,72.5682601928711,72.3633651733398,72.6946182250977,73.1213150024414,74.4311981201172,75.0180130004883,73.2370376586914,74.4957885742188,72.9437713623047,73.2478942871094,70.9489669799805,73.0777740478516,73.9612731933594,71.745002746582,70.1766204833984,69.9647445678711,71.3768692016602,69.8022155761719,65.2237014770508,64.8459548950195,63.7933654785156,64.1087951660156,63.351676940918,61.8712692260742,60.9176902770996,60.9705352783203,58.8663635253906,58.6673927307129,57.4567451477051,55.3111610412598,54.3708724975586,52.5528106689453,49.7651519775391,50.0893440246582,49.9643363952637,47.9560241699219,46.4017028808594,45.1045188903809,44.1393241882324,42.7212562561035,40.8310127258301,40.0608367919922,38.694221496582,36.7509651184082,35.1835060119629,35.1543197631836,34.7299842834473,32.5230560302734,31.1734466552734,30.5735988616943,29.1579418182373,28.2406406402588,26.9807147979736,26.1045703887939,25.1136837005615,23.9074897766113,22.9015522003174,22.9456729888916,21.4065628051758,21.0375308990479,19.2631015777588,19.345422744751,18.6325626373291,17.3668270111084,17.5731544494629,15.9889526367188,15.7821130752563,15.2844972610474,14.0471868515015,12.8210611343384,12.4937210083008,11.8713369369507,11.8522710800171,10.3881769180298,10.0973434448242,9.63806438446045,9.02518939971924,9.39069938659668,8.10192012786865,8.41329956054687,7.49105548858643,7.49822902679443,7.32404613494873,6.80302810668945,6.44420766830444,5.54225873947144,5.83378171920776,5.06273984909058,5.0499963760376
235,0.219030812382698,0.61248916387558,0.923826158046722,0.522367358207703,1.06555902957916,0.820896089076996,1.03825831413269,1.60194599628448,1.86743378639221,1.79456913471222,2.31341958045959,2.42881727218628,2.3469603061676,3.195152759552,2.666823387146,3.51817345619202,3.5950448513031,3.3730628490448,3.51129794120789,4.1198992729187,4.54743337631226,4.46430110931396,4.02287483215332,4.73351526260376,4.83772420883179,6.15031814575195,6.22992181777954,7.26241493225098,8.47257137298584,9.21755504608154,10.6741304397583,11.0916595458984,11.9181108474731,13.7230663299561,14.9842023849487,15.6679010391235,17.1946506500244,17.3871459960938,18.0936546325684,17.6906261444092,18.7463226318359,18.8714332580566,20.8630714416504,21.1509189605713,22.5371646881104,22.5443935394287,22.5493488311768,23.0357551574707,23.3467330932617,24.9136219024658,26.4128684997559,26.6470489501953,28.6199588775635,29.0253925323486,31.4508895874023,33.0454864501953,33.6690330505371,35.9419364929199,37.7610893249512,38.6744041442871,36.9889488220215,39.1566886901855,41.1303253173828,43.7546005249023,46.1810340881348,46.857063293457,50.3716163635254,52.0285873413086,54.9740715026855,57.6305847167969,57.5984306335449,60.1230850219727,59.8226165771484,63.2715034484863,65.7725296020508,66.5237884521484,68.9182662963867,69.1550827026367,69.8825454711914,70.7577819824219,69.7872467041016,68.3404312133789,68.4355316162109,71.0932540893555,69.2579574584961,71.6004943847656,70.337272644043,71.7288665771484,67.7704391479492,68.8547134399414,68.5009994506836,68.2924575805664,67.5141220092773,66.0944595336914,68.0778884887695,61.3535270690918,62.2911758422852,62.2211494445801,63.5520172119141,61.9926261901855,60.8139190673828,59.0333366394043,59.209228515625,58.5171890258789,56.8664436340332,55.3034820556641,53.775951385498,53.014087677002,53.2957954406738,50.2987861633301,48.6136093139648,48.4721565246582,46.3428192138672,45.9805297851562,42.975025177002,41.9300689697266,41.6876525878906,40.0707969665527,38.1599960327148,37.3035888671875,36.5987014770508,35.1558876037598,34.8510360717773,32.725399017334,32.6197204589844,31.5203876495361,29.5118808746338,28.1152400970459,27.1338653564453,27.3800010681152,27.1008739471436,24.1144733428955,23.9615440368652,23.3777542114258,22.3746070861816,21.0016059875488,20.07981300354,18.9380035400391,19.2786140441895,18.1336364746094,16.6497230529785,16.0570621490479,15.7098894119263,15.6381978988647,15.6320285797119,13.8387641906738,13.7086410522461,12.5991792678833,12.6189088821411,12.3606882095337,10.8505630493164,10.6382703781128,9.82099056243896,8.85766506195068,9.0110034942627,8.73202419281006,7.33705806732178,8.25600814819336,8.00925827026367,7.10561084747314,6.77318286895752,6.90116167068481,5.89843273162842,6.55078983306885,5.44324254989624,5.26170492172241
240,0.689161598682404,0.596647500991821,0.511454641819,0.291326224803925,0.53835129737854,0.308939188718796,0.314098358154297,0.365337044000626,0.405167043209076,0.592625617980957,0.772886276245117,1.07751417160034,1.11669993400574,1.06242966651916,1.18337714672089,1.50444579124451,1.49892175197601,1.57645511627197,2.17549562454224,2.29374694824219,2.09146976470947,2.42828965187073,2.30823016166687,2.31490230560303,2.89830088615417,3.01487112045288,3.45576500892639,3.75833940505981,4.32047414779663,4.81214618682861,5.31153917312622,6.47300720214844,7.28767395019531,8.33794784545898,9.04831695556641,9.28357696533203,9.33407115936279,10.4095287322998,11.6452589035034,11.4700775146484,12.9997358322144,14.3250675201416,14.7188472747803,15.3663682937622,14.9170408248901,17.0457363128662,17.6619338989258,18.7266159057617,19.8602886199951,20.421760559082,22.78076171875,22.9809246063232,25.3823299407959,26.7050189971924,27.7977619171143,29.2025146484375,32.3628044128418,32.6423301696777,34.4243812561035,35.7692680358887,34.6109237670898,35.616283416748,39.626823425293,41.6976928710937,44.5842742919922,46.2859802246094,47.8250045776367,49.7006416320801,52.5942192077637,53.3614158630371,54.2531356811523,57.4932518005371,57.3503799438477,61.3870506286621,63.5511016845703,62.1871337890625,64.2603073120117,66.075325012207,65.0563278198242,66.8212127685547,66.3794555664062,68.5181732177734,69.0378341674805,67.8753967285156,66.3831329345703,66.9482269287109,67.5814514160156,67.3577270507812,67.8052062988281,66.9572677612305,65.9868927001953,67.0691299438477,66.4559020996094,65.6774063110352,65.2781677246094,61.9263572692871,60.9102439880371,60.7958908081055,61.135082244873,59.3498802185059,59.1318588256836,59.8385200500488,58.1378364562988,57.8676681518555,55.0561370849609,55.1228637695313,54.714054107666,52.0879669189453,52.0113334655762,50.6735954284668,48.9042472839355,49.0102882385254,46.3043518066406,45.3263130187988,44.1364097595215,43.1842956542969,41.1886711120605,41.0831031799316,38.8547668457031,38.644214630127,37.3956680297852,36.292366027832,34.8354797363281,34.1754035949707,32.0553550720215,31.9404449462891,32.0769653320313,30.5977592468262,28.8476104736328,27.3060607910156,25.9900989532471,25.76513671875,24.7903461456299,23.3251914978027,23.1364727020264,21.7776412963867,21.4657459259033,20.5125999450684,18.9083652496338,18.4090690612793,17.9691181182861,17.5819187164307,16.9687347412109,15.7936935424805,14.9203538894653,14.4238348007202,13.7828588485718,12.6615505218506,11.8067789077759,12.007700920105,10.978569984436,10.4612226486206,9.57252311706543,10.4752979278564,9.05537986755371,9.06137657165527,8.84007358551025,7.88937950134277,7.27358531951904,7.44416809082031,7.15766763687134,6.88871574401855,6.18729543685913,5.96547269821167,5.98783922195435,5.4067964553833
245,3.46196389198303,2.53633570671082,1.21033680438995,0.463759630918503,0.261954069137573,0.252910226583481,0.263590335845947,0.330309897661209,0.293738305568695,0.283819258213043,0.390546798706055,0.487142294645309,0.543692290782928,0.779267549514771,0.659113645553589,0.91820752620697,0.964606523513794,1.17226886749268,1.33606266975403,1.57047939300537,1.6192854642868,1.7676055431366,1.88306045532227,2.04738998413086,2.10150766372681,2.25213170051575,2.87803101539612,3.05498957633972,3.46779823303223,3.56779551506042,4.16332578659058,5.1141996383667,5.6790771484375,6.13589239120483,6.59926557540894,6.92811727523804,7.7122163772583,8.21333599090576,8.57076454162598,9.40023803710937,9.96903514862061,10.4010324478149,11.4308881759644,12.5471048355103,13.4778280258179,14.7281875610352,15.1473722457886,16.2977256774902,17.10573387146,18.6399517059326,19.6071376800537,20.8953285217285,22.4360485076904,24.2694110870361,25.2062244415283,27.4653701782227,28.8089179992676,30.8074150085449,32.4780158996582,34.4052200317383,31.896951675415,34.7252235412598,36.8787269592285,38.2821426391602,40.9983253479004,43.7855911254883,45.3915939331055,46.8901443481445,49.2614898681641,52.4609069824219,53.9652137756348,55.697868347168,57.0191230773926,59.0745162963867,60.3803329467773,60.9611740112305,63.0061264038086,64.6699905395508,64.183837890625,65.3713836669922,64.7233276367187,65.5985412597656,66.4281616210937,65.6474990844727,64.5663833618164,65.2982711791992,64.9946212768555,66.1594924926758,65.6407852172852,65.9793853759766,66.4565048217773,64.8199920654297,65.3067092895508,66.9103927612305,65.3523025512695,59.6118354797363,61.100170135498,59.7455062866211,60.4940719604492,60.645923614502,58.9659538269043,58.2192535400391,57.4139175415039,56.6735038757324,56.0833435058594,54.2125244140625,53.3216552734375,52.0397491455078,51.1591453552246,50.5394897460937,49.9194564819336,48.5672225952148,47.2833251953125,45.937126159668,44.5666542053223,43.9655113220215,42.7379035949707,42.1270027160645,39.8520202636719,37.5211868286133,37.4228782653809,36.9425201416016,35.2392463684082,34.0327224731445,32.4631309509277,32.3551445007324,30.6416282653809,29.8582801818848,28.9692249298096,27.5922870635986,26.5420112609863,25.9202976226807,23.8444442749023,24.1576728820801,22.690673828125,21.5815830230713,21.2097721099854,20.3370971679687,19.9484386444092,18.795389175415,18.1252899169922,16.7714691162109,16.7081928253174,15.23903465271,15.4761800765991,14.6633520126343,13.6908941268921,12.4010305404663,12.5506725311279,12.0669183731079,11.036111831665,9.95476245880127,10.5368328094482,9.65668678283691,9.52976036071777,8.93412017822266,8.83516883850098,8.27607917785645,8.04180812835693,7.59824752807617,6.93829679489136,6.85531806945801,6.33852672576904,6.19829559326172,5.82593202590942,5.45202350616455
250,2.82391119003296,4.39324855804443,4.51693820953369,3.57901406288147,1.97171938419342,0.920808136463165,0.450188905000687,0.278511703014374,0.336358398199081,0.37855389714241,0.474901646375656,0.524487674236298,0.597102344036102,0.695614755153656,0.831863820552826,0.966900587081909,0.923650920391083,1.13704144954681,1.21808576583862,1.34604454040527,1.46319627761841,1.63507556915283,1.52617537975311,1.8219758272171,2.06507992744446,2.35059666633606,2.649080991745,2.95588946342468,3.19289350509644,3.41490912437439,3.6735692024231,4.04472303390503,4.95831537246704,5.21552562713623,5.68534851074219,6.18010139465332,6.32599067687988,7.07044792175293,7.15219926834106,7.86585426330566,8.60222053527832,9.09149551391602,9.95621585845947,10.5101222991943,11.1913776397705,12.4662570953369,12.8387336730957,14.2768573760986,14.9630670547485,16.070276260376,17.7822093963623,18.9783496856689,20.2756195068359,21.9297466278076,22.3046245574951,25.2505149841309,26.2211303710938,28.5545291900635,30.4887962341309,31.6751403808594,29.6298656463623,32.0612983703613,35.257495880127,36.4419250488281,38.2407264709473,40.5476379394531,42.805793762207,45.6659317016602,47.9196090698242,48.9384574890137,50.3999404907227,52.8173217773438,55.412784576416,55.3036308288574,57.8227767944336,58.9990425109863,59.9746856689453,60.2951354980469,61.6149291992188,62.7048034667969,61.7886352539063,63.2438850402832,64.0851516723633,63.6036338806152,65.2935180664062,63.1959228515625,65.307487487793,65.1261367797852,65.14013671875,64.3523025512695,63.5068130493164,64.0418395996094,64.5422286987305,64.3442535400391,63.1507530212402,59.722469329834,59.5850791931152,59.0649375915527,58.9379959106445,59.1203460693359,58.606388092041,57.635196685791,56.454963684082,56.5229034423828,55.6332130432129,53.2007904052734,52.748477935791,51.8315773010254,51.2856674194336,49.4545555114746,49.4624633789063,47.3476676940918,47.5206756591797,44.9213409423828,44.2932243347168,43.0550575256348,42.179515838623,40.9584312438965,39.311580657959,38.8112831115723,37.6709403991699,37.0615043640137,35.3439178466797,34.5806007385254,33.4961776733398,32.5275993347168,32.1791229248047,29.944694519043,29.248851776123,27.4483585357666,26.5929718017578,26.0772705078125,24.6728839874268,24.9002513885498,23.5195255279541,22.281099319458,21.4216270446777,20.5022144317627,19.8593673706055,19.219762802124,18.0245914459229,17.7077465057373,16.4955558776855,16.1435241699219,15.6688470840454,14.7393856048584,14.2637338638306,13.49964427948,12.5341291427612,12.5854225158691,11.0379323959351,10.7994766235352,10.3796138763428,9.94225025177002,9.45926094055176,9.17484664916992,8.88697719573975,8.36634159088135,8.04032611846924,7.6207709312439,7.10775279998779,6.8480052947998,6.52773904800415,6.10787487030029,5.99337816238403,6.13250541687012
255,0.772018909454346,0.57983934879303,1.4203462600708,2.83571553230286,4.17729091644287,3.81616306304932,3.21882176399231,1.83277881145477,1.19739305973053,1.07736349105835,0.784705519676209,0.711521744728088,0.801732778549194,0.937751233577728,1.06901454925537,1.12229597568512,1.19958317279816,1.35173070430756,1.40805280208588,1.47677803039551,1.81387865543365,1.61067175865173,1.84198153018951,1.9935656785965,2.28401041030884,2.53485894203186,2.66573882102966,3.23589944839478,3.37651491165161,3.88760662078857,4.32909727096558,4.02965259552002,4.690589427948,5.18127393722534,5.7773232460022,5.90621614456177,6.27969026565552,6.46248197555542,6.76073169708252,7.20931529998779,8.19549560546875,8.85063171386719,9.68274879455566,9.52477550506592,10.1503925323486,11.1399202346802,12.049919128418,12.5640115737915,13.0632410049438,14.8097372055054,15.6169595718384,17.7139625549316,18.5211009979248,19.8786792755127,20.9459533691406,22.8976593017578,24.3337993621826,25.5269756317139,27.8330345153809,29.1068344116211,28.41379737854,29.964771270752,31.6133117675781,34.1046371459961,35.0032234191895,37.414852142334,40.0877914428711,41.5336074829102,44.1233215332031,46.5856895446777,47.7303924560547,48.8919258117676,50.8805198669434,52.4159660339355,53.8773422241211,55.6015319824219,57.3733596801758,58.2431335449219,58.584587097168,59.2986793518066,58.7819747924805,61.5464820861816,61.9744415283203,61.0557899475098,61.4652328491211,62.1340026855469,61.6562652587891,62.2292289733887,60.3190689086914,62.6393661499023,62.7980918884277,62.3988647460937,63.8381271362305,62.7661666870117,60.9261512756348,56.6808662414551,56.3545532226562,58.2105979919434,58.5750885009766,58.1856384277344,56.7894248962402,56.2926864624023,55.8628997802734,54.9569625854492,54.6498413085937,53.352352142334,51.150707244873,50.6770439147949,49.5266876220703,50.560131072998,48.8362808227539,46.5108871459961,46.8615646362305,45.0446739196777,44.814453125,44.0847434997559,41.480525970459,40.835033416748,40.5678329467773,37.5413398742676,37.4316253662109,36.3170394897461,34.8236770629883,33.9743576049805,33.6848526000977,32.254955291748,31.8555679321289,30.2980785369873,28.5423259735107,27.6322860717773,27.3277969360352,25.8416442871094,25.2416877746582,24.1427841186523,23.235818862915,22.4149742126465,21.7110595703125,20.6097717285156,19.7302055358887,19.0079307556152,19.127965927124,16.9809894561768,17.4098949432373,16.122257232666,15.1776638031006,13.9999094009399,14.4472589492798,13.8544368743896,13.0191698074341,12.3013401031494,11.0087013244629,10.5531511306763,10.4616098403931,9.43953037261963,9.5653657913208,9.17256546020508,9.21126842498779,7.97318458557129,7.69317054748535,7.56597089767456,7.40519285202026,6.88482332229614,6.85381031036377,5.8888897895813,5.88584089279175,5.61648416519165
260,0.79621422290802,0.668978750705719,0.705994129180908,0.707340002059937,0.605215132236481,0.843155443668365,1.92562627792358,3.77145028114319,5.09921455383301,4.90217638015747,3.10734677314758,1.83743917942047,1.1719491481781,1.22447872161865,1.18822836875916,1.39493787288666,1.47422182559967,1.66525149345398,1.72657334804535,1.79808807373047,2.01176309585571,2.22241067886353,2.42423820495605,2.49036288261414,2.8378381729126,3.01284050941467,3.38685059547424,3.93304252624512,4.11833667755127,4.45597171783447,4.3658242225647,5.00269937515259,5.24763298034668,5.60975122451782,6.06983184814453,6.66217231750488,6.66040849685669,6.9543890953064,7.33484268188477,7.47650480270386,8.29184532165527,8.49619007110596,9.51872539520264,9.82649707794189,10.4945869445801,11.2016077041626,12.0074043273926,12.1286125183105,13.1227941513062,14.7408227920532,15.5694284439087,16.9475269317627,17.5472183227539,18.9107322692871,20.3883533477783,21.5165271759033,22.8137378692627,24.6349201202393,25.8751182556152,28.0729866027832,26.2960243225098,27.4127025604248,29.7615432739258,32.1561546325684,33.3758506774902,36.2662086486816,37.7379837036133,39.8999481201172,41.7056846618652,43.0798187255859,44.6711883544922,47.1701965332031,47.4998321533203,50.1760177612305,51.6539077758789,53.7993659973145,54.6371231079102,56.0063056945801,56.7916030883789,56.9567031860352,58.0773963928223,58.129207611084,59.1422500610352,58.8170356750488,59.6470260620117,60.3396110534668,60.3489418029785,59.8790969848633,60.8515014648438,61.187255859375,60.9419631958008,60.9250221252441,61.5988693237305,62.0984535217285,62.0339508056641,57.9198112487793,58.9961357116699,58.6286392211914,58.4865760803223,59.2849464416504,58.5451240539551,57.0050735473633,57.3463859558105,56.2256507873535,54.0182342529297,54.5934524536133,53.2081565856934,52.2863731384277,51.3439102172852,50.8801383972168,49.8553047180176,47.8498420715332,47.8050765991211,45.6866302490234,45.2074584960937,44.6783065795898,43.2425003051758,41.4059944152832,40.8319091796875,40.0763702392578,38.1271324157715,38.3509635925293,36.3915367126465,35.6547966003418,34.4367408752441,32.4551239013672,32.0368843078613,30.8613586425781,29.8528385162354,28.9739742279053,28.6744632720947,26.9798259735107,25.9747695922852,25.1828193664551,23.6757202148438,23.4253425598145,21.8357696533203,21.7967281341553,20.7988338470459,19.3486385345459,19.5269527435303,18.1100063323975,17.766975402832,16.8113479614258,16.2595500946045,15.3450584411621,14.72509765625,14.716625213623,13.7561130523682,13.1188745498657,11.7790870666504,11.7389001846313,10.8922004699707,10.3601455688477,9.76610565185547,9.69965648651123,8.95358180999756,8.37078189849854,8.35777282714844,7.97559356689453,7.67242574691772,7.55183172225952,7.2998309135437,6.26241445541382,6.57514333724976,6.05127239227295
265,10.6321954727173,3.36034727096558,0.97753632068634,0.671206116676331,0.723559081554413,0.387288391590118,0.629083395004273,1.08639097213745,1.71247148513794,3.21073436737061,4.96272277832031,5.06491899490356,4.32700204849243,3.1474711894989,2.48643016815186,2.15901756286621,1.77893877029419,1.94376933574677,2.2488899230957,2.06064248085022,2.33886051177979,2.43509602546692,2.68403124809265,2.69370627403259,2.71003937721252,3.20619606971741,3.43988943099976,4.36825466156006,4.59777688980103,4.59298324584961,4.98928546905518,5.24047899246216,5.2659592628479,5.87730169296265,6.3080620765686,6.40793895721436,6.80543851852417,6.8937177658081,7.05248594284058,7.50140571594238,8.15349006652832,8.11541080474854,8.73447608947754,9.63191413879395,10.2358932495117,10.8819751739502,10.8439016342163,11.8998823165894,12.1624116897583,13.1513891220093,14.139986038208,14.6349964141846,15.9422464370728,17.6000595092773,18.2141990661621,19.5382785797119,20.5394802093506,22.2524375915527,23.3588085174561,24.4751148223877,22.7137756347656,25.410327911377,26.4330768585205,28.1191539764404,30.9401245117188,31.7857151031494,33.0941009521484,34.9299850463867,36.7867546081543,37.6459045410156,40.6991271972656,41.0451545715332,43.9045486450195,45.3022079467773,45.9671821594238,47.3023376464844,49.2305221557617,50.5977630615234,49.6406211853027,51.5214080810547,51.9055099487305,53.0427169799805,52.7322044372559,53.2033004760742,55.1904983520508,53.9850006103516,53.9369850158691,55.5299606323242,55.6142616271973,55.3311309814453,54.8574714660645,55.5695266723633,55.2596588134766,56.198616027832,56.0529670715332,53.1783752441406,52.7970581054687,53.1790390014648,52.0899276733398,54.244312286377,52.9904479980469,52.5341033935547,51.6329040527344,51.2296905517578,50.5188446044922,49.4045867919922,48.7816314697266,46.7254676818848,46.5404243469238,46.6493301391602,45.0433883666992,44.3075408935547,44.251335144043,42.1287117004395,42.2683944702148,41.2801780700684,39.6602630615234,38.7056159973145,37.3990859985352,36.425838470459,35.8324813842773,35.894962310791,33.9172286987305,33.5702133178711,31.888298034668,30.9759559631348,30.4608631134033,28.4149761199951,28.4973545074463,26.9422302246094,25.9051322937012,24.9898319244385,24.8879623413086,23.4890365600586,22.3493099212646,21.5596504211426,20.9634265899658,20.3338527679443,19.6475353240967,18.3791522979736,17.9578456878662,17.0456581115723,16.291482925415,16.7611198425293,15.0566473007202,14.3344287872314,13.731954574585,13.6664485931396,12.7209959030151,12.2714643478394,11.098708152771,10.447585105896,10.2066230773926,9.7722282409668,9.27863883972168,9.08847045898438,8.67171382904053,8.1013298034668,8.00156116485596,7.50453948974609,7.73729610443115,6.90758323669434,6.51651334762573,6.13607835769653,6.22970247268677,5.46540307998657
