monitoring_location_name,activity_media_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,result_sample_fraction,result_value,result_unit,result_status_id,result_detection_condition,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,laboratory_sample_id
224 LA CB,Lake Water,2016-09-13,10.000,m,COND,,Unfiltered,17.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2915
224 LA CB,Lake Water,2016-09-13,15.000,m,COND,,Unfiltered,18.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2916
224 LA CB,Lake Water,2016-09-13,20.000,m,COND,,Unfiltered,20.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2917
224 LA CB,Lake Water,2016-09-13,25.000,m,COND,,Unfiltered,36.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2918
224 LA CB,Lake Water,2016-09-13,,meta,COND,,Unfiltered,17.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2919
224 LA CB,Lake Water,2016-09-13,,epi,COND,,Unfiltered,19.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2913
224 LA CB,Lake Water,2016-09-27,,meta,COND,,Unfiltered,16.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2997
224 LA CB,Lake Water,2016-09-27,,epi,COND,,Unfiltered,16.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2996
224 LA CB,Lake Water,2016-11-08,5.000,m,COND,,Unfiltered,16.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3177
224 LA CB,Lake Water,2016-11-08,10.000,m,COND,,Unfiltered,16.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3178
224 LA CB,Lake Water,2016-11-08,15.000,m,COND,,Unfiltered,18.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3179
224 LA CB,Lake Water,2016-11-08,20.000,m,COND,,Unfiltered,24.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3180
224 LA CB,Lake Water,2016-11-08,25.000,m,COND,,Unfiltered,45.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3181
224 LA CB,Lake Water,2016-11-08,,epi,COND,,Unfiltered,16.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3176
239 LA CB,Lake Water,2011-05-04,5.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2641
239 LA CB,Lake Water,2011-05-04,10.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2642
239 LA CB,Lake Water,2011-05-04,15.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2643
239 LA CB,Lake Water,2011-05-04,20.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2644
239 LA CB,Lake Water,2011-05-04,25.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2645
239 LA CB,Lake Water,2011-05-04,30.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2646
239 LA CB,Lake Water,2011-05-04,,epi,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2640
239 LA CB,Lake Water,2011-05-25,,epi,COND,,Unfiltered,26.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",2830
239 LA CB,Lake Water,2011-06-08,5.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3017
239 LA CB,Lake Water,2011-06-08,10.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3018
239 LA CB,Lake Water,2011-06-08,15.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3019
239 LA CB,Lake Water,2011-06-08,20.000,m,COND,,Unfiltered,29.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3020
239 LA CB,Lake Water,2011-06-08,25.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3021
239 LA CB,Lake Water,2011-06-08,30.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3022
239 LA CB,Lake Water,2011-06-08,,epi,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3016
239 LA CB,Lake Water,2011-06-22,,epi,COND,,Unfiltered,26.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3250
239 LA CB,Lake Water,2011-07-05,5.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3463
239 LA CB,Lake Water,2011-07-05,10.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3464
239 LA CB,Lake Water,2011-07-05,15.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3465
239 LA CB,Lake Water,2011-07-05,20.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3466
239 LA CB,Lake Water,2011-07-05,25.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3467
239 LA CB,Lake Water,2011-07-05,30.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3468
239 LA CB,Lake Water,2011-07-05,,epi,COND,,Unfiltered,26.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3462
239 LA CB,Lake Water,2011-07-20,,epi,COND,,Unfiltered,26.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3627
239 LA CB,Lake Water,2011-08-03,5.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3728
239 LA CB,Lake Water,2011-08-03,10.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3729
239 LA CB,Lake Water,2011-08-03,15.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3730
239 LA CB,Lake Water,2011-08-03,20.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3731
239 LA CB,Lake Water,2011-08-03,25.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3732
239 LA CB,Lake Water,2011-08-03,30.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3733
239 LA CB,Lake Water,2011-08-03,,epi,COND,,Unfiltered,26.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3727
239 LA CB,Lake Water,2011-08-17,,epi,COND,,Unfiltered,26.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3844
239 LA CB,Lake Water,2011-08-31,5.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3960
239 LA CB,Lake Water,2011-08-31,10.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3961
239 LA CB,Lake Water,2011-08-31,15.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3962
239 LA CB,Lake Water,2011-08-31,20.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3963
239 LA CB,Lake Water,2011-08-31,25.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3964
239 LA CB,Lake Water,2011-08-31,30.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3965
239 LA CB,Lake Water,2011-08-31,,epi,COND,,Unfiltered,26.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",3959
239 LA CB,Lake Water,2011-09-14,,epi,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4097
239 LA CB,Lake Water,2011-09-28,5.000,m,COND,,Unfiltered,26.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4292
239 LA CB,Lake Water,2011-09-28,10.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4293
239 LA CB,Lake Water,2011-09-28,15.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4294
239 LA CB,Lake Water,2011-09-28,20.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4295
239 LA CB,Lake Water,2011-09-28,25.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4296
239 LA CB,Lake Water,2011-09-28,30.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4297
239 LA CB,Lake Water,2011-09-28,,epi,COND,,Unfiltered,26.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4291
239 LA CB,Lake Water,2011-10-12,,epi,COND,,Unfiltered,26.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4370
239 LA CB,Lake Water,2011-10-26,5.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4495
239 LA CB,Lake Water,2011-10-26,10.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4496
239 LA CB,Lake Water,2011-10-26,15.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4497
239 LA CB,Lake Water,2011-10-26,20.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4498
239 LA CB,Lake Water,2011-10-26,25.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4499
239 LA CB,Lake Water,2011-10-26,30.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4500
239 LA CB,Lake Water,2011-10-26,,epi,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4494
239 LA CB,Lake Water,2011-11-10,5.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4577
239 LA CB,Lake Water,2011-11-10,10.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4578
239 LA CB,Lake Water,2011-11-10,15.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4579
239 LA CB,Lake Water,2011-11-10,20.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4580
239 LA CB,Lake Water,2011-11-10,25.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4581
239 LA CB,Lake Water,2011-11-10,30.000,m,COND,,Unfiltered,29.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4582
239 LA CB,Lake Water,2011-11-10,,epi,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4576
239 LA CB,Lake Water,2012-01-02,1.000,m,COND,,Unfiltered,33.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4594
239 LA CB,Lake Water,2012-01-02,5.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4595
239 LA CB,Lake Water,2012-01-02,10.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4596
239 LA CB,Lake Water,2012-01-02,15.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4597
239 LA CB,Lake Water,2012-01-02,20.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4598
239 LA CB,Lake Water,2012-01-02,25.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4599
239 LA CB,Lake Water,2012-01-02,30.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4600
239 LA CB,Lake Water,2012-04-16,,epi,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4703
239 LA CB,Lake Water,2012-05-02,5.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4739
239 LA CB,Lake Water,2012-05-02,10.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4740
239 LA CB,Lake Water,2012-05-02,15.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4741
239 LA CB,Lake Water,2012-05-02,20.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4742
239 LA CB,Lake Water,2012-05-02,25.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4743
239 LA CB,Lake Water,2012-05-02,30.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4744
239 LA CB,Lake Water,2012-05-02,,epi,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4738
239 LA CB,Lake Water,2012-05-16,,epi,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4828
239 LA CB,Lake Water,2012-05-30,5.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4889
239 LA CB,Lake Water,2012-05-30,10.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4890
239 LA CB,Lake Water,2012-05-30,15.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4891
239 LA CB,Lake Water,2012-05-30,20.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4892
239 LA CB,Lake Water,2012-05-30,25.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4893
239 LA CB,Lake Water,2012-05-30,30.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4894
239 LA CB,Lake Water,2012-05-30,,epi,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4888
239 LA CB,Lake Water,2012-06-13,,epi,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",4970
239 LA CB,Lake Water,2012-06-27,5.000,m,COND,,Unfiltered,26.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5041
239 LA CB,Lake Water,2012-06-27,10.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5042
239 LA CB,Lake Water,2012-06-27,15.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5043
239 LA CB,Lake Water,2012-06-27,20.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5044
239 LA CB,Lake Water,2012-06-27,25.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5045
239 LA CB,Lake Water,2012-06-27,30.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5046
239 LA CB,Lake Water,2012-06-27,,epi,COND,,Unfiltered,21.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5040
239 LA CB,Lake Water,2012-07-11,,epi,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5118
239 LA CB,Lake Water,2012-07-25,5.000,m,COND,,Unfiltered,27.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5202
239 LA CB,Lake Water,2012-07-25,10.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5203
239 LA CB,Lake Water,2012-07-25,15.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5204
239 LA CB,Lake Water,2012-07-25,20.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5205
239 LA CB,Lake Water,2012-07-25,25.000,m,COND,,Unfiltered,29.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5206
239 LA CB,Lake Water,2012-07-25,30.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5207
239 LA CB,Lake Water,2012-07-25,,epi,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5201
239 LA CB,Lake Water,2012-08-08,,epi,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5289
239 LA CB,Lake Water,2012-08-22,5.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5369
239 LA CB,Lake Water,2012-08-22,10.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5370
239 LA CB,Lake Water,2012-08-22,15.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5371
239 LA CB,Lake Water,2012-08-22,20.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5372
239 LA CB,Lake Water,2012-08-22,25.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5373
239 LA CB,Lake Water,2012-08-22,30.000,m,COND,,Unfiltered,29.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5374
239 LA CB,Lake Water,2012-08-22,,epi,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5368
239 LA CB,Lake Water,2012-09-05,,epi,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5456
239 LA CB,Lake Water,2012-09-19,5.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5537
239 LA CB,Lake Water,2012-09-19,10.000,m,COND,,Unfiltered,29.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5538
239 LA CB,Lake Water,2012-09-19,15.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5539
239 LA CB,Lake Water,2012-09-19,20.000,m,COND,,Unfiltered,29.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5540
239 LA CB,Lake Water,2012-09-19,25.000,m,COND,,Unfiltered,29.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5541
239 LA CB,Lake Water,2012-09-19,30.000,m,COND,,Unfiltered,30.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5542
239 LA CB,Lake Water,2012-09-19,,epi,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5536
239 LA CB,Lake Water,2012-10-03,,epi,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5606
239 LA CB,Lake Water,2012-11-01,5.000,m,COND,,Unfiltered,28.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5736
239 LA CB,Lake Water,2012-11-01,10.000,m,COND,,Unfiltered,29.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5737
239 LA CB,Lake Water,2012-11-01,15.000,m,COND,,Unfiltered,29.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5738
239 LA CB,Lake Water,2012-11-01,20.000,m,COND,,Unfiltered,29.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5739
239 LA CB,Lake Water,2012-11-01,25.000,m,COND,,Unfiltered,30.00000,uS/cm,"","",1,"",Method Detection Level,"",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",5740
