monitoring_location,monitoring_sublocation,monitoring_station,depth_m,depth_bin_m,profile_no,cond_us_cm1,cond_spec_us_cm1,qa_level,data_set_name,collection_method,comments
239,LA,CB,1.000,1.0,1,25.180,26.820,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.45 )"
239,LA,CB,1.000,1.0,1,25.180,26.820,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.45 )"
239,LA,CB,2.080,2.0,1,25.190,26.840,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.45 )"
239,LA,CB,2.080,2.0,1,25.190,26.840,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.45 )"
239,LA,CB,3.050,3.0,1,25.200,26.850,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.45 )"
239,LA,CB,3.050,3.0,1,25.200,26.850,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.45 )"
239,LA,CB,4.020,4.0,1,24.860,26.770,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.47 )"
239,LA,CB,4.020,4.0,1,24.860,26.770,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.47 )"
239,LA,CB,4.160,4.3,1,24.520,26.730,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.64 )"
239,LA,CB,4.160,4.3,1,24.520,26.730,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.64 )"
239,LA,CB,4.580,4.5,1,23.980,26.580,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.44 )"
239,LA,CB,4.580,4.5,1,23.980,26.580,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.44 )"
239,LA,CB,4.750,4.8,1,23.770,26.650,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.41 )"
239,LA,CB,4.750,4.8,1,23.770,26.650,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.41 )"
239,LA,CB,5.040,5.0,1,23.160,26.480,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.86 )"
239,LA,CB,5.040,5.0,1,23.160,26.480,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.86 )"
239,LA,CB,5.260,5.3,1,22.340,26.450,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.75 )"
239,LA,CB,5.260,5.3,1,22.340,26.450,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.75 )"
239,LA,CB,5.520,5.5,1,21.790,26.370,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.1 )"
239,LA,CB,5.520,5.5,1,21.790,26.370,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.1 )"
239,LA,CB,5.750,5.8,1,20.910,26.360,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.3 )"
239,LA,CB,5.750,5.8,1,20.910,26.360,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.3 )"
239,LA,CB,6.050,6.0,1,20.130,26.520,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.06 )"
239,LA,CB,6.050,6.0,1,20.130,26.520,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.06 )"
239,LA,CB,6.260,6.3,1,19.530,26.490,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.38 )"
239,LA,CB,6.260,6.3,1,19.530,26.490,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.38 )"
239,LA,CB,6.510,6.5,1,19.260,26.740,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.05 )"
239,LA,CB,6.510,6.5,1,19.260,26.740,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.05 )"
239,LA,CB,6.700,6.8,1,18.970,26.700,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.66 )"
239,LA,CB,6.700,6.8,1,18.970,26.700,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.66 )"
239,LA,CB,7.030,7.0,1,18.590,26.730,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.47 )"
239,LA,CB,7.030,7.0,1,18.590,26.730,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.47 )"
239,LA,CB,7.310,7.3,1,18.340,26.910,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.93 )"
239,LA,CB,7.310,7.3,1,18.340,26.910,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.93 )"
239,LA,CB,7.500,7.5,1,18.300,26.950,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.63 )"
239,LA,CB,7.500,7.5,1,18.300,26.950,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.63 )"
239,LA,CB,7.780,7.8,1,18.150,27.060,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.31 )"
239,LA,CB,7.780,7.8,1,18.150,27.060,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.31 )"
239,LA,CB,8.010,8.0,1,18.070,27.110,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.92 )"
239,LA,CB,8.010,8.0,1,18.070,27.110,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.92 )"
239,LA,CB,8.260,8.3,1,18.050,27.200,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.68 )"
239,LA,CB,8.260,8.3,1,18.050,27.200,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.68 )"
239,LA,CB,8.460,8.5,1,17.960,27.220,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.31 )"
239,LA,CB,8.460,8.5,1,17.960,27.220,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.31 )"
239,LA,CB,8.650,8.8,1,17.940,27.210,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.33 )"
239,LA,CB,8.650,8.8,1,17.940,27.210,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.33 )"
239,LA,CB,8.800,8.8,1,17.930,27.250,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.25 )"
239,LA,CB,8.800,8.8,1,17.930,27.250,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.25 )"
239,LA,CB,9.050,9.0,1,17.920,27.360,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.13 )"
239,LA,CB,9.050,9.0,1,17.920,27.360,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.13 )"
239,LA,CB,9.190,9.3,1,17.910,27.370,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.04 )"
239,LA,CB,9.190,9.3,1,17.910,27.370,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.04 )"
239,LA,CB,9.490,9.5,1,17.850,27.400,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.9 )"
239,LA,CB,9.490,9.5,1,17.850,27.400,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.9 )"
239,LA,CB,9.670,9.8,1,17.820,27.430,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.85 )"
239,LA,CB,9.670,9.8,1,17.820,27.430,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.85 )"
239,LA,CB,10.010,10.0,1,17.840,27.600,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.56 )"
239,LA,CB,10.010,10.0,1,17.840,27.600,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.56 )"
239,LA,CB,11.020,11.0,1,17.550,27.470,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.66 )"
239,LA,CB,11.020,11.0,1,17.550,27.470,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.66 )"
239,LA,CB,11.990,12.0,1,17.400,27.500,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.96 )"
239,LA,CB,11.990,12.0,1,17.400,27.500,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.96 )"
239,LA,CB,12.990,13.0,1,17.270,27.460,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.27 )"
239,LA,CB,12.990,13.0,1,17.270,27.460,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.27 )"
239,LA,CB,14.080,14.0,1,17.200,27.670,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.37 )"
239,LA,CB,14.080,14.0,1,17.200,27.670,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.37 )"
239,LA,CB,15.070,15.0,1,17.190,27.830,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.04 )"
239,LA,CB,15.070,15.0,1,17.190,27.830,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.04 )"
239,LA,CB,16.010,16.0,1,17.220,28.020,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.58 )"
239,LA,CB,16.010,16.0,1,17.220,28.020,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.58 )"
239,LA,CB,17.040,17.0,1,17.200,28.060,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.39 )"
239,LA,CB,17.040,17.0,1,17.200,28.060,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.39 )"
239,LA,CB,18.060,18.0,1,17.100,28.060,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.5 )"
239,LA,CB,18.060,18.0,1,17.100,28.060,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.5 )"
239,LA,CB,19.070,19.0,1,17.050,28.090,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.68 )"
239,LA,CB,19.070,19.0,1,17.050,28.090,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.68 )"
239,LA,CB,20.020,20.0,1,17.060,28.180,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.64 )"
239,LA,CB,20.020,20.0,1,17.060,28.180,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.64 )"
239,LA,CB,21.040,21.0,1,17.080,28.290,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.41 )"
239,LA,CB,21.040,21.0,1,17.080,28.290,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.41 )"
239,LA,CB,22.100,22.0,1,17.120,28.400,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.14 )"
239,LA,CB,22.100,22.0,1,17.120,28.400,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.14 )"
239,LA,CB,23.060,23.0,1,17.160,28.500,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 4.57 )"
239,LA,CB,23.060,23.0,1,17.160,28.500,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 4.57 )"
239,LA,CB,24.090,24.0,1,17.240,28.630,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 4.03 )"
239,LA,CB,24.090,24.0,1,17.240,28.630,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 4.03 )"
239,LA,CB,24.980,25.0,1,17.360,28.830,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 3.37 )"
239,LA,CB,24.980,25.0,1,17.360,28.830,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 3.37 )"
239,LA,CB,26.070,26.0,1,17.410,28.950,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 2.65 )"
239,LA,CB,26.070,26.0,1,17.410,28.950,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 2.65 )"
239,LA,CB,27.110,,1,17.450,29.020,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 2.14 )"
239,LA,CB,27.110,,1,17.450,29.020,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 2.14 )"
239,LA,CB,28.060,28.0,1,17.560,29.200,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 1.61 )"
239,LA,CB,28.060,28.0,1,17.560,29.200,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 1.61 )"
239,LA,CB,29.050,29.0,1,17.710,29.450,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 1.2 )"
239,LA,CB,29.050,29.0,1,17.710,29.450,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 1.2 )"
239,LA,CB,30.050,30.0,1,17.930,29.820,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 0.97 )"
239,LA,CB,30.050,30.0,1,17.930,29.820,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 0.97 )"
239,LA,CB,0.000,0.0,1,23.850,26.390,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.92 )"
239,LA,CB,0.490,0.5,1,24.110,26.650,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.97 )"
239,LA,CB,1.060,1.0,1,24.110,26.660,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.98 )"
239,LA,CB,1.990,2.0,1,24.020,26.650,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.01 )"
239,LA,CB,3.030,3.0,1,23.390,26.470,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.02 )"
239,LA,CB,3.200,3.3,1,23.160,26.590,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.15 )"
239,LA,CB,3.490,3.5,1,22.870,26.500,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.17 )"
239,LA,CB,3.690,3.8,1,22.780,26.480,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.17 )"
239,LA,CB,4.000,4.0,1,22.700,26.480,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.11 )"
239,LA,CB,4.050,4.0,1,22.710,26.490,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.02 )"
239,LA,CB,4.250,4.3,1,22.680,26.460,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.08 )"
239,LA,CB,4.510,4.5,1,22.650,26.470,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.03 )"
239,LA,CB,4.730,4.8,1,22.640,26.480,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.96 )"
239,LA,CB,5.010,5.0,1,22.580,26.470,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.9 )"
239,LA,CB,5.070,5.0,2,22.690,26.620,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.84 )"
239,LA,CB,5.230,5.3,1,22.540,26.470,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.84 )"
239,LA,CB,5.530,5.5,1,22.390,26.490,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.76 )"
239,LA,CB,5.750,5.8,1,22.220,26.510,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.67 )"
239,LA,CB,6.040,6.0,1,21.540,26.460,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.8 )"
239,LA,CB,6.250,6.3,1,21.300,26.600,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.93 )"
239,LA,CB,6.440,6.5,1,20.950,26.930,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.95 )"
239,LA,CB,6.500,6.5,1,20.280,26.360,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.74 )"
239,LA,CB,6.520,6.5,1,20.720,26.660,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.93 )"
239,LA,CB,6.770,6.8,1,19.750,26.580,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.41 )"
239,LA,CB,7.050,7.0,1,19.150,26.920,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.7 )"
239,LA,CB,7.260,7.3,1,18.770,27.140,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.14 )"
239,LA,CB,7.520,7.5,1,18.480,26.970,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.94 )"
239,LA,CB,7.680,7.8,1,18.460,27.130,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.96 )"
239,LA,CB,7.930,8.0,1,18.300,27.180,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.86 )"
239,LA,CB,8.250,8.3,1,18.200,27.200,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.41 )"
239,LA,CB,8.540,8.5,1,18.190,27.440,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.85 )"
239,LA,CB,8.740,8.8,1,18.170,27.540,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.35 )"
239,LA,CB,8.840,8.8,1,18.150,27.630,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.2 )"
239,LA,CB,9.980,10.0,1,17.930,27.760,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 4.93 )"
239,LA,CB,10.050,10.0,2,17.960,27.750,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 4.95 )"
239,LA,CB,10.050,10.0,2,17.960,27.780,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.07 )"
239,LA,CB,11.080,11.0,1,17.810,27.880,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 4.64 )"
239,LA,CB,12.000,12.0,1,17.720,27.910,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 4.59 )"
