monitoring_location,monitoring_sublocation,monitoring_station,depth_m,depth_bin_m,profile_no,cond_us_cm1,cond_spec_us_cm1,qa_level,data_set_name,collection_method,comments
239,LA,CB,0.940,1.0,1,25.140,26.170,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,2.020,2.0,1,25.130,26.160,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,2.830,2.8,1,25.110,26.160,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,3.260,3.3,1,25.060,26.120,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,3.520,3.5,1,24.020,25.550,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,3.660,3.8,1,23.860,26.270,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,3.900,4.0,1,23.440,26.120,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.190,4.3,1,23.110,26.240,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.510,4.5,1,22.600,26.200,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.740,4.8,1,21.500,26.080,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.010,5.0,2,20.900,26.840,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.020,5.0,1,21.100,26.740,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.240,5.3,1,20.440,26.890,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.520,5.5,1,19.870,26.810,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.750,5.8,1,19.260,26.850,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.000,6.0,1,18.740,27.460,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.250,6.3,1,18.370,27.390,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.410,6.5,1,18.170,27.490,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.770,6.8,1,17.870,27.360,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.880,,1,17.830,27.420,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.180,7.3,1,17.750,27.520,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.390,,1,17.680,27.550,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.690,7.8,1,17.610,27.500,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.970,8.0,1,17.580,27.640,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,9.010,9.0,1,17.310,27.550,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.000,10.0,2,17.140,27.490,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.010,10.0,1,17.090,27.420,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,11.040,11.0,1,16.940,27.340,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,11.970,12.0,1,16.870,27.370,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,13.000,13.0,1,16.890,27.490,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,14.010,14.0,1,16.870,27.500,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,14.980,15.0,1,16.830,27.500,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,15.020,15.0,2,16.880,27.580,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,15.970,16.0,1,16.820,27.540,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,16.870,,1,16.740,27.470,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,17.820,,1,16.710,27.470,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,18.960,19.0,1,16.660,27.430,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,20.000,20.0,2,16.680,27.510,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,20.010,20.0,1,16.640,27.420,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,21.040,21.0,1,16.650,27.480,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,21.920,22.0,1,16.680,27.550,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,22.950,23.0,1,16.770,27.720,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,24.040,24.0,1,16.880,27.930,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.020,25.0,1,17.000,28.140,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.070,25.0,2,17.140,28.380,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.980,26.0,1,17.120,28.360,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,27.010,27.0,1,17.230,28.540,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,28.010,28.0,1,17.330,28.710,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,29.030,29.0,1,17.430,28.870,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,29.950,30.0,1,17.510,29.020,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,30.530,,1,18.040,29.900,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,-0.010,0.0,1,24.120,26.360,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.510,0.5,1,24.110,26.330,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,1.040,1.0,1,24.090,26.310,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,2.030,2.0,1,24.090,26.310,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,2.990,3.0,1,24.080,26.300,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,3.990,4.0,1,24.010,26.360,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.240,4.3,1,23.470,26.550,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.430,4.5,1,22.680,26.700,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.750,4.8,1,21.970,26.880,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.990,5.0,1,21.020,26.940,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.260,5.3,1,20.320,26.940,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.500,5.5,1,19.830,27.160,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.780,5.8,1,19.290,27.340,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.060,6.0,1,18.900,27.360,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.240,6.3,1,18.740,27.330,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.490,6.5,1,18.610,27.430,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.800,6.8,1,18.390,27.420,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.900,7.0,1,18.290,27.570,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.140,,1,18.100,27.540,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.420,7.5,1,17.960,27.560,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.680,7.8,1,17.810,27.550,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.900,8.0,1,17.750,27.600,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,9.060,9.0,1,17.440,27.560,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,9.950,10.0,1,17.270,27.660,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.970,11.0,1,16.990,27.410,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,11.960,12.0,1,16.980,27.500,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,13.010,13.0,1,16.930,27.530,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,14.000,14.0,1,16.870,27.510,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,15.000,15.0,1,16.890,27.580,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,16.060,16.0,1,16.850,27.580,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,16.990,17.0,1,16.770,27.500,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,18.010,18.0,1,16.700,27.450,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,19.130,,1,16.700,27.480,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,20.060,20.0,1,16.710,27.540,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,21.050,21.0,1,16.870,27.790,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,22.050,22.0,1,16.860,27.830,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,22.980,23.0,1,16.870,27.870,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,24.100,24.0,1,16.970,28.060,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.070,25.0,1,17.050,28.220,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,26.040,26.0,1,17.140,28.370,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,26.990,27.0,1,17.230,28.540,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,28.070,28.0,1,17.330,28.700,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,29.050,29.0,1,17.430,28.860,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,30.010,30.0,1,17.460,28.910,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,30.570,,1,17.580,29.110,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.010,0.0,1,22.830,26.210,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.450,0.5,1,22.780,26.150,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,1.010,1.0,1,22.750,26.120,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,2.010,2.0,1,22.730,26.080,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,3.020,3.0,1,22.720,26.080,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,3.980,4.0,1,22.700,26.060,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.960,5.0,2,22.820,26.270,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.970,5.0,1,22.580,26.080,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.240,5.3,1,22.010,26.670,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.560,5.5,1,20.780,27.050,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.790,5.8,1,20.090,27.100,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.030,6.0,1,19.450,27.340,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.280,6.3,1,19.030,27.370,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.490,6.5,1,18.700,27.400,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.770,6.8,1,18.530,27.420,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.000,7.0,1,18.340,27.530,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.280,7.3,1,18.120,27.520,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.480,7.5,1,17.980,27.480,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.790,7.8,1,17.870,27.640,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.980,8.0,1,17.750,27.580,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.150,,1,17.730,27.700,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.480,8.5,1,17.690,27.770,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.740,8.8,1,17.570,27.700,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.970,9.0,1,17.480,27.710,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,9.960,10.0,2,17.290,27.690,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.040,10.0,1,17.070,27.370,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.980,11.0,1,17.230,27.750,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,11.990,12.0,1,16.970,27.480,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,13.000,13.0,1,17.010,27.620,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,14.050,14.0,1,16.990,27.660,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,14.970,15.0,1,16.920,27.640,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,14.980,15.0,2,16.900,27.630,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,16.000,16.0,1,16.780,27.470,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,17.010,17.0,1,16.760,27.480,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,18.030,18.0,1,16.810,27.610,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,19.040,19.0,1,16.820,27.680,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,20.020,20.0,2,16.900,27.840,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,20.030,20.0,1,16.840,27.760,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,20.990,21.0,1,16.960,27.980,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,21.970,22.0,1,16.960,28.030,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,23.010,23.0,1,17.070,28.250,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,24.020,24.0,1,17.160,28.400,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.040,25.0,1,17.310,28.660,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.050,25.0,2,17.250,28.560,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.950,26.0,1,17.370,28.770,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,26.960,27.0,1,17.460,28.910,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,28.000,28.0,1,17.510,29.000,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,29.040,29.0,1,17.620,29.170,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,30.030,30.0,2,17.710,29.340,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,30.050,30.0,1,17.690,29.290,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,30.570,,1,17.940,29.710,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.010,0.0,1,20.970,26.370,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.490,0.5,1,20.900,26.300,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.990,1.0,1,20.880,26.270,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,2.000,2.0,1,20.830,26.260,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,3.010,3.0,1,20.730,26.260,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.020,4.0,1,20.670,26.260,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.070,5.0,1,20.450,26.340,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.230,5.3,1,20.460,26.320,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.500,5.5,1,20.430,26.350,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.670,5.8,1,20.440,26.380,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.910,6.0,1,20.420,26.450,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.250,6.3,1,20.220,26.470,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.520,6.5,1,19.950,27.020,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.760,6.8,1,19.650,27.320,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.970,7.0,1,19.370,27.670,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.260,7.3,1,18.770,27.670,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.490,7.5,1,18.560,27.850,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.640,,1,18.440,27.850,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.010,8.0,1,18.170,27.840,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.240,8.3,1,18.000,27.790,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.490,8.5,1,17.920,27.830,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.730,8.8,1,17.840,27.810,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,9.000,9.0,1,17.800,27.870,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,9.990,10.0,1,17.570,27.900,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,11.020,11.0,1,17.310,27.760,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,11.990,12.0,1,17.080,27.550,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,13.000,13.0,1,17.030,27.610,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,14.000,14.0,1,17.030,27.700,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,15.010,15.0,1,16.970,27.680,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,16.000,16.0,1,16.910,27.640,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,16.990,17.0,1,16.810,27.540,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,17.990,18.0,1,16.760,27.490,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,18.990,19.0,1,16.710,27.470,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,20.010,20.0,1,16.700,27.500,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,20.990,21.0,1,16.870,27.810,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,22.030,22.0,1,16.980,28.010,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,23.020,23.0,1,17.060,28.180,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,24.010,24.0,1,17.130,28.340,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,24.950,25.0,1,17.320,28.660,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.940,26.0,1,17.490,28.940,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,27.050,27.0,1,17.590,29.110,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,27.970,28.0,1,17.620,29.170,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,29.010,29.0,1,17.700,29.300,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,29.990,30.0,1,17.760,29.400,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,30.750,,1,21.250,35.180,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.030,0.0,1,19.260,26.560,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.460,0.5,1,19.210,26.480,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.950,1.0,1,19.180,26.440,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,1.950,2.0,1,19.170,26.420,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,3.020,3.0,1,19.190,26.440,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,3.990,4.0,1,19.180,26.430,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.970,5.0,1,19.190,26.440,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.070,5.0,2,19.320,26.630,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.040,6.0,1,19.180,26.440,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.010,7.0,1,19.180,26.430,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.230,7.3,1,19.170,26.460,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.410,7.5,1,19.170,26.480,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.750,7.8,1,19.100,26.630,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.970,8.0,1,18.760,27.240,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.260,8.3,1,18.570,27.800,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.420,8.5,1,18.500,27.950,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.760,8.8,1,18.230,27.820,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,9.010,9.0,1,17.970,27.890,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,9.260,9.3,1,17.920,28.030,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,9.670,9.8,1,17.820,28.090,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.040,10.0,1,17.730,28.070,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.110,,2,17.760,28.190,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.970,11.0,1,17.450,27.960,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,12.000,12.0,1,17.280,27.840,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,13.020,13.0,1,17.170,27.830,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,13.990,14.0,1,17.080,27.750,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,15.010,15.0,2,17.070,27.810,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,15.020,15.0,1,17.010,27.730,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,15.990,16.0,1,16.930,27.650,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,16.990,17.0,1,16.980,27.780,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,17.970,18.0,1,16.910,27.720,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,18.960,19.0,1,16.880,27.710,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,19.980,20.0,1,16.960,27.880,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,20.060,20.0,2,17.060,28.040,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,21.080,21.0,1,17.000,27.990,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,22.040,22.0,1,17.000,28.030,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,22.990,23.0,1,17.070,28.170,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,23.970,24.0,1,17.190,28.390,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.010,25.0,1,17.430,28.810,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.050,25.0,2,17.480,28.900,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.970,26.0,1,17.560,29.040,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,27.050,27.0,1,17.770,29.400,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,28.010,28.0,1,17.780,29.420,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,29.000,29.0,1,17.800,29.460,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,30.020,30.0,2,17.940,29.690,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,30.450,,1,18.080,29.920,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.060,0.0,1,18.420,26.830,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.450,0.5,1,18.400,26.790,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,1.000,1.0,1,18.380,26.760,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,2.030,2.0,1,18.390,26.790,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,2.990,3.0,1,18.380,26.790,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,4.030,4.0,1,18.380,26.790,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,5.000,5.0,1,18.380,26.790,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,6.000,6.0,1,18.370,26.770,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.020,7.0,1,18.370,26.780,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,7.980,8.0,1,18.370,26.780,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,8.990,9.0,1,18.370,26.790,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.030,10.0,1,18.360,27.040,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.270,10.3,1,18.350,27.110,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.450,10.5,1,18.340,27.190,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,10.760,10.8,1,18.270,27.630,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,11.000,11.0,1,18.180,27.860,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,11.240,11.3,1,18.090,28.050,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,11.460,11.5,1,18.030,28.060,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,11.750,11.8,1,17.810,28.100,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,11.910,12.0,1,17.730,28.210,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,12.930,13.0,1,17.520,28.160,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,14.000,14.0,1,17.370,28.090,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,14.980,15.0,1,17.200,27.940,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,16.000,16.0,1,17.140,27.910,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,16.980,17.0,1,17.180,28.070,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,17.940,18.0,1,17.080,28.000,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,18.950,19.0,1,17.070,28.030,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,19.940,20.0,1,17.110,28.140,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,21.010,21.0,1,17.120,28.210,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,22.010,22.0,1,17.200,28.380,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,23.020,23.0,1,17.350,28.650,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,23.990,24.0,1,17.500,28.900,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,25.000,25.0,1,17.550,29.000,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,26.000,26.0,1,17.680,29.220,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,26.990,27.0,1,17.770,29.380,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,27.960,28.0,1,17.840,29.500,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,29.020,29.0,1,17.950,29.680,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,30.020,30.0,1,18.020,29.800,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,30.510,,1,67.410,111.480,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,-0.030,0.0,1,18.140,26.830,preliminary,RBR PROBE,RBR-18033-138,""
239,LA,CB,0.490,0.5,1,18.090,26.750,preliminary,RBR PROBE,RBR-18033-138,""
