# Generated at 2023-05-12 02:04:19 (05:00) by AQUARIUS Time-Series 22.3.301.0,,,,
# UTC-06,,,,
# Period Selected: 2022-01-01 00:00 - 2022-12-31 23:59,,,,
#,,,,
# Comment: ,,,,
# Description: ,,,,
# ReportTitle: [Untitled Report],,,,
# 654a3b08-b079-42e9-8594-4206b32530c0 Lake#.Lake#@RBR Logger 1: None,,,,
# a1e7b902-02d6-45a3-ab9c-ce708c7261da Depth.Depth AVG@RBR Logger 1: None,,,,
# 13121fbb-b10f-4351-a7d5-73d2554e6a33 Cond.Conductivity AVG@RBR Logger 1: None,,,,
# 457e375b-03d8-43f3-8837-b1ded67e52ae Sp Cond.Specific Conductivity at 25C@RBR Logger 1: None,,,,
#,,,,
# CSV data starts at line 15,,,,
#,,,,
TimeStamp,Lake,Depth@RBR Logger 1,Cond@RBR Logger 1,Sp Cond@RBR Logger 1
08/03/2022 13:08,239,26.03,16.44,5.58275872
08/03/2022 13:09,239,27.05,16.49,5.558481072
08/03/2022 13:10,239,28.02,16.54,5.549764198
08/03/2022 13:11,239,29.07,16.58,5.531603545
08/03/2022 13:12,239,30,16.6,5.526704464
08/03/2022 13:13,239,30.9,36.39,3.810113597
08/16/2022 07:54,239,0,24.01,23.09673618
08/16/2022 07:55,239,0.516,23.91,23.18263937
08/16/2022 07:58,239,0.97,23.96,23.19065926
08/16/2022 07:58,239,2.003,24.01,23.16808533
08/16/2022 08:00,239,2.268,23.95,23.19517932
08/16/2022 08:01,239,2.553,23.93,23.20422474
08/16/2022 08:01,239,2.767,23.91,23.2030646
08/16/2022 08:04,239,3.063,23.89,23.10995414
08/16/2022 08:04,239,3.268,23.77,22.9184225
08/16/2022 08:05,239,3.466,23.39,22.15117065
08/16/2022 08:08,239,3.761,23.25,21.98484339
08/16/2022 08:09,239,4.05,22.92,21.51473749
08/16/2022 08:10,239,4.314,22.63,20.49787742
08/16/2022 08:11,239,4.502,22.56,20.37977923
08/16/2022 08:11,239,4.773,21.84,19.12426408
08/16/2022 08:13,239,5.004,20.65,16.53370269
08/16/2022 08:15,239,5.269,20.09,15.39363002
08/16/2022 08:16,239,5.528,19.36,13.97549637
08/16/2022 08:17,239,5.753,19.03,12.9236444
08/16/2022 08:18,239,6.064,18.29,11.14884744
08/16/2022 08:19,239,6.229,17.98,10.40514229
08/16/2022 08:19,239,6.552,17.67,9.604684668
08/16/2022 08:20,239,6.751,17.59,9.330564062
08/16/2022 08:21,239,7.035,17.4,8.689345375
08/16/2022 08:22,239,7.272,17.29,8.384746095
08/16/2022 08:22,239,7.513,17.26,8.262474682
08/16/2022 08:23,239,7.77,17.14,7.997656123
08/16/2022 08:24,239,8.02,17.06,7.837603996
08/16/2022 08:24,239,9.03,16.88,7.282449687
08/16/2022 08:26,239,9.96,16.82,7.102713798
08/16/2022 08:27,239,11.01,16.75,6.878950648
08/16/2022 08:27,239,11.98,16.66,6.693184062
08/16/2022 08:28,239,12.99,16.63,6.523967039
08/16/2022 08:30,239,13.98,16.46,6.420229279
08/16/2022 08:30,239,14.99,16.46,6.298348879
08/16/2022 08:31,239,15.99,16.46,6.196781879
08/16/2022 08:32,239,17.05,16.41,6.085430496
08/16/2022 08:33,239,18.01,16.43,5.989384357
08/16/2022 08:34,239,19.03,16.42,5.926168669
08/16/2022 08:34,239,20.11,16.43,5.873399074
08/16/2022 08:35,239,20.99,16.34,5.777659557
08/16/2022 08:36,239,22.06,16.39,5.684885028
08/16/2022 08:37,239,23.02,16.42,5.658265181
08/16/2022 08:38,239,24.06,16.45,5.619730009
08/16/2022 08:40,239,24.99,16.5,5.587059034
08/16/2022 08:41,239,26.01,16.54,5.579582402
08/16/2022 08:42,239,27,16.57,5.560276858
08/16/2022 08:42,239,27.95,16.61,5.552836496
08/16/2022 08:44,239,30.03,16.64,5.551430163
08/16/2022 08:45,239,30.18,16.75,5.529275603
08/30/2022 10:29,239,0.02,21.92,22.78010821
08/30/2022 10:30,239,0.5,21.88,22.7773477
08/30/2022 10:31,239,1.035,21.84,22.76394039
08/30/2022 10:33,239,2.016,21.83,22.71534606
08/30/2022 10:33,239,3.021,21.82,22.71996525
08/30/2022 10:34,239,3.974,21.8,22.64400136
08/30/2022 10:36,239,4.279,21.29,20.51361529
08/30/2022 10:38,239,4.505,20.85,19.6039034
08/30/2022 10:39,239,4.752,20.46,18.42796233
08/30/2022 10:40,239,5.026,19.93,17.35013503
08/30/2022 10:41,239,5.347,19.13,15.68900407
08/30/2022 10:42,239,5.614,18.56,14.52686215
08/30/2022 10:43,239,5.811,18.04,13.320816
08/30/2022 10:44,239,6.091,17.52,11.90015074
08/30/2022 10:45,239,6.36,17.14,11.06046308
08/30/2022 10:46,239,6.56,16.91,10.3846213
08/30/2022 10:47,239,6.825,16.74,9.830997086
08/30/2022 10:48,239,7.085,16.52,9.244277068
08/30/2022 10:48,239,7.264,16.49,9.159851408
08/30/2022 10:49,239,7.563,16.41,8.829676134
08/30/2022 10:50,239,7.802,16.22,8.371961139
08/30/2022 10:52,239,7.991,16.18,8.143945316
08/30/2022 10:52,239,8.25,16.12,7.985385216
08/30/2022 10:54,239,8.54,16.04,7.885491468
08/30/2022 10:54,239,8.77,15.99,7.756891156
08/30/2022 10:55,239,9.02,15.98,7.666862385
08/30/2022 10:57,239,9.96,15.96,7.31021012
08/30/2022 10:58,239,10.97,15.91,7.109311565
08/30/2022 10:58,239,12.02,15.8,6.911486388
08/30/2022 10:59,239,13.02,15.65,6.760285605
08/30/2022 11:00,239,14.05,15.58,6.653025688
08/30/2022 11:01,239,15.03,15.52,6.536562254
08/30/2022 11:02,239,16.02,15.44,6.415432271
08/30/2022 11:03,239,17.04,15.5,6.33192841
08/30/2022 11:04,239,18.02,15.48,6.252994495
08/30/2022 11:05,239,18.96,15.43,6.133039979
08/30/2022 11:06,239,20.02,15.4,6.038156348
08/30/2022 11:07,239,21,15.39,5.955056593
08/30/2022 11:09,239,21.87,15.42,5.904369772
08/30/2022 11:10,239,22.98,15.42,5.813796936
08/30/2022 11:11,239,23.91,15.52,5.774594228
08/30/2022 11:12,239,25.06,15.61,5.734471779
08/30/2022 11:13,239,26.01,15.6,5.727274943
08/30/2022 11:14,239,26.98,15.64,5.698810556
08/30/2022 11:16,239,28.02,15.68,5.677698458
08/30/2022 11:16,239,28.98,15.72,5.669995333
08/30/2022 11:17,239,29.5,15.76,5.661092195
09/13/2022 09:26,239,0.102,22.11,19.84544894
09/13/2022 09:27,239,0.495,22.13,19.83742831
09/13/2022 09:27,239,1.072,22.07,19.86150967
09/13/2022 09:28,239,2.011,22.1,19.8388753
09/13/2022 09:29,239,2.978,22.07,19.81913844
09/13/2022 09:30,239,4.002,22.06,19.79136427
09/13/2022 09:31,239,4.256,22.02,19.77558685
09/13/2022 09:32,239,4.507,22.03,19.76098118
09/13/2022 09:32,239,4.752,22.02,19.658948
09/13/2022 09:33,239,5.018,21.77,18.67192721
09/13/2022 09:34,239,5.258,21.29,16.91888942
09/13/2022 09:36,239,5.517,20.47,15.41363384
09/13/2022 09:37,239,5.768,19.89,14.45037062
09/13/2022 09:38,239,5.995,19.09,12.55750356
09/13/2022 09:39,239,6.262,18.66,11.33226989
09/13/2022 09:40,239,6.511,18.35,10.83638321
09/13/2022 09:40,239,6.512,18.34,10.86166953
09/13/2022 09:41,239,6.758,18.05,9.939406518
09/13/2022 09:41,239,7.014,17.83,9.420047205
09/13/2022 09:42,239,7.263,17.68,8.874804113
09/13/2022 09:43,239,7.512,17.45,8.64926764
09/13/2022 09:44,239,7.761,17.36,8.351715772
09/13/2022 09:45,239,7.98,17.3,8.100313039
09/13/2022 09:46,239,8.28,17.29,7.920360157
09/13/2022 09:47,239,8.75,17.11,7.433171514
09/13/2022 09:48,239,9.05,17.03,7.307380631
09/13/2022 09:49,239,9.28,16.98,7.202255975
09/13/2022 09:50,239,9.51,16.96,7.166519382
09/13/2022 09:50,239,10.07,16.92,6.993255068
09/13/2022 09:51,239,11,16.85,6.861020803
09/13/2022 09:52,239,12.02,16.71,6.60598507
09/13/2022 09:53,239,13.01,16.68,6.554605463
09/13/2022 09:54,239,13.99,16.62,6.438539804
09/13/2022 09:55,239,14.93,16.55,6.337906404
09/13/2022 09:56,239,16.03,16.48,6.220230559
09/13/2022 09:57,239,17.04,16.44,6.142230043
09/13/2022 09:58,239,18.05,16.42,6.057728418
09/13/2022 09:59,239,19.02,16.42,5.989556548
09/13/2022 10:00,239,20,16.4,5.896570704
09/13/2022 10:01,239,21.02,16.41,5.805503086
09/13/2022 10:02,239,22.04,16.53,5.734750776
09/13/2022 10:03,239,23.02,16.56,5.683145842
09/13/2022 10:04,239,24.05,16.61,5.635003709
09/13/2022 10:06,239,25.04,16.7,5.59378231
09/13/2022 10:07,239,26.02,16.74,5.573272986
09/13/2022 10:08,239,27.01,16.79,5.555100932
09/13/2022 10:09,239,28.03,16.83,5.5405929
09/13/2022 10:09,239,29,16.98,5.513581431
09/13/2022 10:10,239,30.03,17.37,5.463163156
09/27/2022 10:32,239,0.065,20.4,15.30466814
09/27/2022 10:33,239,0.515,19.93,15.50107788
09/27/2022 10:34,239,1.023,19.83,15.52283321
09/27/2022 10:35,239,2.015,19.78,15.49486948
09/27/2022 10:35,239,2.952,19.83,15.42297224
09/27/2022 10:36,239,3.993,19.83,15.41187658
09/27/2022 10:37,239,4.994,19.82,15.39294743
09/27/2022 10:38,239,5.986,19.79,15.30279659
09/27/2022 10:41,239,6.25,19.69,14.3337425
09/27/2022 10:43,239,6.523,19.16,12.16717541
09/27/2022 10:43,239,6.756,18.82,11.30434191
09/27/2022 10:44,239,6.984,18.41,10.60481781
09/27/2022 10:44,239,7.253,18.01,9.29034462
09/27/2022 10:45,239,7.493,17.61,8.73841912
09/27/2022 10:46,239,7.753,17.54,8.51531287
09/27/2022 10:46,239,7.991,17.47,8.369764663
09/27/2022 10:47,239,8.27,17.42,8.099651319
09/27/2022 10:48,239,8.5,17.39,7.837135479
09/27/2022 10:49,239,8.76,17.31,7.746849509
09/27/2022 10:50,239,9.02,17.31,7.640182342
09/27/2022 10:51,239,10.07,17.06,7.129166637
09/27/2022 10:51,239,10.07,17.06,7.130345402
09/27/2022 10:52,239,11.01,16.86,6.848812233
09/27/2022 10:53,239,12.01,16.7,6.637194434
09/27/2022 10:54,239,13.01,16.61,6.536461403
09/27/2022 10:55,239,14.01,16.58,6.406268992
09/27/2022 10:56,239,15.02,16.48,6.295475284
09/27/2022 10:57,239,16.01,16.44,6.225911651
09/27/2022 10:58,239,17.01,16.51,6.066783554
09/27/2022 10:59,239,18,16.51,5.99159029
09/27/2022 10:59,239,19.01,16.55,5.949165579
09/27/2022 11:00,239,20,16.54,5.880149902
09/27/2022 11:01,239,21.02,16.57,5.756942599
09/27/2022 11:02,239,22.01,16.61,5.698117656
09/27/2022 11:03,239,23,16.7,5.649636945
09/27/2022 11:04,239,24,16.74,5.626702318
09/27/2022 11:05,239,25.03,16.75,5.602872659
09/27/2022 11:06,239,25.98,16.8,5.573999858
09/27/2022 11:07,239,26.99,16.89,5.550828956
09/27/2022 11:08,239,28,17.05,5.527291592
09/27/2022 11:08,239,28.97,17.16,5.508929075
09/27/2022 11:10,239,30.02,17.43,5.464027318
09/27/2022 11:11,239,30.94,84.4,2.178455311
11/01/2022 09:58,239,0.041,16.07,8.67335313
11/01/2022 09:59,239,0.509,15.99,8.52750725
11/01/2022 09:59,239,1.063,15.97,8.522984749
11/01/2022 10:00,239,2.033,15.91,8.378701834
11/01/2022 10:01,239,3.014,15.9,8.363693581
11/01/2022 10:02,239,4.022,15.9,8.383059587
11/01/2022 10:02,239,5.034,15.9,8.379428461
11/01/2022 10:03,239,6.005,15.9,8.367324707
11/01/2022 10:04,239,7.021,15.9,8.424212348
11/01/2022 10:05,239,8.03,15.9,8.364903957
11/01/2022 10:05,239,8.98,15.9,8.370955833
11/01/2022 10:06,239,10,15.9,8.375797335
11/01/2022 10:07,239,10.98,15.9,8.350379453
11/01/2022 10:07,239,11.96,15.91,8.339978775
11/01/2022 10:08,239,12.99,15.91,8.312146576
11/01/2022 10:09,239,14,15.92,8.298127689
11/01/2022 10:11,239,14.99,15.9,7.947324465
11/01/2022 10:12,239,16,15.9,7.688304143
11/01/2022 10:13,239,16.99,15.86,7.266550848
11/01/2022 10:14,239,18.01,15.81,6.905033652
11/01/2022 10:15,239,19.04,15.67,6.35680101
11/01/2022 10:16,239,20.02,15.7,6.081204324
11/01/2022 10:17,239,21.02,15.69,5.980449513
11/01/2022 10:18,239,22,15.83,5.900445291
11/01/2022 10:19,239,23.03,15.92,5.813165701
11/01/2022 10:20,239,24.02,15.98,5.790619511
11/01/2022 10:21,239,25.02,16.03,5.76705166
11/01/2022 10:21,239,26.03,16.09,5.737395745
11/01/2022 10:22,239,27.02,16.19,5.71941101
11/01/2022 10:23,239,28.03,16.34,5.675813629
11/01/2022 10:24,239,29.01,16.49,5.657590401
11/01/2022 10:25,239,30,16.55,5.643896709
11/01/2022 10:26,239,31.01,16.82,5.601105525
11/01/2022 10:27,239,31.28,60.61,2.806890571
04/05/2022 08:53,373,0.005,19.01,0.864959106
04/05/2022 08:54,373,0.462,17.21,2.376614024
04/05/2022 08:55,373,1.042,16.59,4.029217186
04/05/2022 08:57,373,2.015,16.27,4.649225869
04/05/2022 08:59,373,3.014,16.25,4.700585322
04/05/2022 09:00,373,3.968,16.27,4.703230816
04/05/2022 09:01,373,4.991,16.26,4.728316844
04/05/2022 09:01,373,5.986,16.24,4.708869151
04/05/2022 09:02,373,7.006,16.27,4.694830046
04/05/2022 09:03,373,7.999,16.31,4.671345206
04/05/2022 09:04,373,8.99,16.32,4.64630094
04/05/2022 09:05,373,10.02,16.34,4.67293079
04/05/2022 09:06,373,11,16.38,4.650700658
04/05/2022 09:07,373,11.98,16.38,4.661474482
04/05/2022 09:07,373,13,16.39,4.671180266
04/05/2022 09:09,373,14,16.42,4.703859006
04/05/2022 09:11,373,15.01,16.46,4.725852745
04/05/2022 09:12,373,16.02,16.84,4.737343392
04/05/2022 09:13,373,17.01,17.14,4.704226744
04/05/2022 09:15,373,18.01,19.42,4.576784543
04/05/2022 09:16,373,19,28.14,3.885000953
04/05/2022 09:17,373,19.49,105.1,1.676344218
06/01/2022 08:39,373,0.061,18.94,15.32365135
06/01/2022 08:40,373,0.552,18.89,15.35154008
06/01/2022 08:41,373,1.05,18.86,15.33884807
06/01/2022 08:41,373,2.008,18.79,15.20327574
06/01/2022 08:42,373,2.26,18.8,15.23401166
06/01/2022 08:43,373,2.506,18.78,15.20657105
06/01/2022 08:43,373,2.743,18.77,15.14176391
06/01/2022 08:44,373,3.01,18.75,15.11426544
06/01/2022 08:45,373,3.237,18.72,15.10138037
06/01/2022 08:46,373,3.5,18.49,14.81170182
06/01/2022 08:49,373,3.753,17.54,12.71116273
06/01/2022 08:50,373,4.011,17.41,11.80074173
06/01/2022 08:51,373,4.256,17.37,11.67082423
06/01/2022 08:52,373,4.518,17.26,11.58225041
06/01/2022 08:53,373,4.763,16.89,10.625974
06/01/2022 08:54,373,4.958,16.69,10.03234361
06/01/2022 08:55,373,5.241,16.58,9.77146684
06/01/2022 08:57,373,5.463,16.56,9.340769389
06/01/2022 08:58,373,5.751,16.5,9.07300185
06/01/2022 08:59,373,6.004,16.42,8.747527275
06/01/2022 09:01,373,6.258,16.3,8.321840183
06/01/2022 09:01,373,6.502,16.21,8.141942601
06/01/2022 09:02,373,6.741,16.19,7.997797359
06/01/2022 09:03,373,6.938,16.16,7.910668996
06/01/2022 09:04,373,7.254,16.14,7.702455782
06/01/2022 09:04,373,7.456,16.16,7.581007657
06/01/2022 09:05,373,7.751,16.08,7.414166349
06/01/2022 09:06,373,7.995,16.02,7.302512306
06/01/2022 09:07,373,9.06,15.94,7.02578378
06/01/2022 09:08,373,9.96,15.9,6.815623525
06/01/2022 09:09,373,11.02,15.93,6.63914568
06/01/2022 09:10,373,11.98,15.92,6.49671172
06/01/2022 09:11,373,13.01,16.03,6.250957857
06/01/2022 09:13,373,14.03,16.14,6.071446627
06/01/2022 09:14,373,15.01,16.2,5.976536205
06/01/2022 09:15,373,16,16.29,5.895837407
06/01/2022 09:17,373,17.09,16.43,5.827961541
06/01/2022 09:18,373,18.01,16.7,5.754215837
06/01/2022 09:19,373,19,17.07,5.689793138
06/01/2022 09:22,373,19.96,19.53,5.361113003
06/01/2022 09:23,373,20.25,21.03,5.188422514
06/15/2022 07:59,373,0.156,21.12,19.2031036
06/15/2022 08:00,373,0.503,21.08,19.21896213
06/15/2022 08:01,373,1.008,21,19.2507579
06/15/2022 08:01,373,2,20.94,19.27467386
06/15/2022 08:03,373,2.241,20.94,19.27467386
06/15/2022 08:03,373,2.512,20.9,19.3015005
06/15/2022 08:04,373,2.778,20.9,19.25810196
06/15/2022 08:04,373,3.023,20.91,19.09140117
06/15/2022 08:05,373,3.279,20.54,18.57208132
06/15/2022 08:07,373,3.484,19.88,17.55692701
06/15/2022 08:08,373,3.755,19.26,16.16189297
06/15/2022 08:09,373,3.997,18.85,15.36482972
06/15/2022 08:10,373,4.255,18.49,14.64040226
06/15/2022 08:11,373,4.504,18.12,14.0226942
06/15/2022 08:12,373,4.741,17.91,13.55569923
06/15/2022 08:13,373,4.974,17.57,12.76094382
06/15/2022 08:15,373,5.999,16.77,10.08534576
06/15/2022 08:16,373,6.997,16.23,8.438509393
06/15/2022 08:19,373,8.98,15.84,7.211736586
06/15/2022 08:20,373,9.99,15.81,6.926865833
06/15/2022 08:21,373,10.98,15.85,6.68536841
06/15/2022 08:22,373,12.02,16,6.513706074
06/15/2022 08:23,373,13,16.05,6.322861571
06/15/2022 08:24,373,14,16.08,6.193137165
06/15/2022 08:25,373,15.01,16.27,6.082157126
06/15/2022 08:26,373,15.98,16.3,5.997625415
06/15/2022 08:27,373,16.98,16.21,5.947523828
06/15/2022 08:28,373,17.98,16.6,5.816141789
06/15/2022 08:29,373,19.01,17.78,5.639730054
06/15/2022 08:31,373,20.01,19.2,5.428352939
06/15/2022 08:33,373,20.24,107.7,1.872405091
06/29/2022 08:56,373,0,21.79,20.34752724
06/29/2022 08:57,373,0.99,21.7,20.66234778
06/29/2022 08:58,373,2.039,21.7,20.66234778
06/29/2022 09:00,373,2.954,21.73,20.64971953
06/29/2022 09:01,373,3.983,21.58,20.37065171
06/29/2022 09:02,373,4.245,21.45,20.3176374
06/29/2022 09:03,373,4.484,21.14,19.94010412
06/29/2022 09:05,373,4.762,19.87,17.94866394
06/29/2022 09:07,373,5.074,18.62,15.49863234
06/29/2022 09:07,373,5.078,18.63,15.51803245
06/29/2022 09:08,373,5.245,18.36,14.30410364
06/29/2022 09:09,373,5.512,17.98,13.21141263
06/29/2022 09:10,373,5.735,17.68,12.40426511
06/29/2022 09:11,373,6.003,17.37,11.717648
06/29/2022 09:11,373,6.221,17.23,11.21427724
06/29/2022 09:12,373,6.499,16.97,10.54773826
06/29/2022 09:13,373,6.716,16.8,10.23263535
06/29/2022 09:14,373,7.02,16.63,9.665136353
06/29/2022 09:15,373,7.239,16.56,9.474294107
06/29/2022 09:16,373,7.505,16.43,9.067179393
06/29/2022 09:17,373,7.687,16.35,8.814245584
06/29/2022 09:18,373,8.05,16.18,8.196859314
06/29/2022 09:19,373,8.27,16.09,8.074049883
06/29/2022 09:19,373,8.52,16.06,7.910800896
06/29/2022 09:20,373,8.77,16.03,7.805250081
06/29/2022 09:21,373,9.04,15.98,7.49168195
06/29/2022 09:23,373,10.03,15.86,7.109056415
06/29/2022 09:24,373,11.05,15.91,6.691828588
06/29/2022 09:25,373,12.01,15.99,6.494675139
06/29/2022 09:27,373,13.04,16.12,6.31388549
06/29/2022 09:27,373,14.06,16.16,6.172126532
06/29/2022 09:29,373,15.07,16.22,6.063904688
06/29/2022 09:30,373,16.01,16.26,5.980318486
06/29/2022 09:31,373,17.02,16.66,5.878392684
06/29/2022 09:32,373,18.04,17.64,5.704983803
06/29/2022 09:34,373,19.01,18.96,5.484741747
06/29/2022 09:35,373,19.99,85.6,2.241988264
07/27/2022 08:10,373,0.075,22.5,22.77763192
07/27/2022 08:11,373,0.519,22.43,22.82017388
07/27/2022 08:12,373,1.086,22.43,22.83069008
07/27/2022 08:13,373,2.089,22.42,22.83527677
07/27/2022 08:14,373,3.055,22.51,22.7835635
07/27/2022 08:14,373,4.048,22.35,22.70943822
07/27/2022 08:16,373,4.263,22.4,22.62348212
07/27/2022 08:17,373,4.507,22.35,22.5514412
07/27/2022 08:18,373,4.74,22.23,22.22590601
07/27/2022 08:24,373,5.051,21.62,21.09163369
07/27/2022 08:26,373,5.255,20.75,18.90457922
07/27/2022 08:27,373,5.496,19.77,16.94243018
07/27/2022 08:28,373,5.752,19.15,15.88489921
07/27/2022 08:30,373,6.008,18.51,14.53128335
07/27/2022 08:31,373,6.26,18.19,13.69077247
07/27/2022 08:31,373,6.495,17.94,12.96878937
07/27/2022 08:33,373,6.749,17.76,12.60276007
07/27/2022 08:34,373,7,17.46,11.75252866
07/27/2022 08:34,373,7.266,17.23,11.42564582
07/27/2022 08:35,373,7.525,17.08,11.13430923
07/27/2022 08:36,373,7.745,16.96,10.43197596
07/27/2022 08:37,373,8.01,16.85,10.1499997
07/27/2022 08:39,373,8.24,16.78,9.810224935
07/27/2022 08:41,373,8.49,16.72,9.52661513
07/27/2022 08:41,373,8.49,16.72,9.52661513
07/27/2022 08:42,373,8.77,16.66,9.044779031
07/27/2022 08:44,373,9.03,16.58,8.822919571
07/27/2022 08:44,373,9.21,16.53,8.766163658
07/27/2022 08:45,373,9.5,16.32,8.529007015
07/27/2022 08:47,373,9.73,16.15,8.215749159
07/27/2022 08:48,373,10.03,16.21,8.018161039
07/27/2022 08:52,373,11.01,16.11,7.30666429
07/27/2022 08:54,373,12.01,16.24,6.834525462
07/27/2022 08:55,373,13.04,16.35,6.485502255
07/27/2022 08:56,373,14.01,16.4,6.315361237
07/27/2022 08:57,373,15,16.43,6.187874635
07/27/2022 08:58,373,16.01,16.95,5.973447406
07/27/2022 08:59,373,17,17.96,5.775611875
07/27/2022 09:00,373,18.05,18.54,5.641023301
07/27/2022 09:01,373,19.01,19.05,5.531643642
07/27/2022 09:03,373,20.06,33.77,4.160146363
08/10/2022 08:16,373,0.036,22.52,22.51656463
08/10/2022 08:17,373,0.531,22.45,22.60077053
08/10/2022 08:18,373,0.997,22.47,22.59169865
08/10/2022 08:19,373,1.996,22.42,22.61439201
08/10/2022 08:20,373,2.981,22.45,22.59025854
08/10/2022 08:21,373,4.014,22.4,22.38146348
08/10/2022 08:22,373,4.227,22.33,22.32869654
08/10/2022 08:23,373,4.724,22.24,22.20031163
08/10/2022 08:24,373,4.983,22.21,22.16093401
08/10/2022 08:30,373,5.216,21.86,21.54195735
08/10/2022 08:32,373,5.494,21.52,20.04216245
08/10/2022 08:35,373,5.765,21.09,18.94481795
08/10/2022 08:37,373,6,20.1,17.56379563
08/10/2022 08:40,373,6.221,19.26,15.61155749
08/10/2022 08:42,373,6.512,18.63,14.42505291
08/10/2022 08:43,373,6.759,18.03,13.08150098
08/10/2022 08:44,373,7.012,17.65,12.44743286
08/10/2022 08:44,373,7.227,17.44,11.81621404
08/10/2022 08:45,373,7.483,17.23,11.13207835
08/10/2022 08:46,373,7.737,17.1,10.87020527
08/10/2022 08:47,373,8.03,17.07,10.39436112
08/10/2022 08:49,373,8.27,16.97,9.980782564
08/10/2022 08:50,373,8.54,16.86,9.496451264
08/10/2022 08:53,373,8.77,16.7,9.273057863
08/10/2022 08:54,373,9,16.57,9.023977726
08/10/2022 08:55,373,9.89,16.46,8.176740918
08/10/2022 08:58,373,10.96,16.13,7.474268074
08/10/2022 09:01,373,13,16.39,6.583695271
08/10/2022 09:02,373,13.97,16.39,6.389810771
08/10/2022 09:05,373,16,17.31,5.98391084
08/10/2022 09:07,373,16.99,18.02,5.814127904
08/10/2022 09:08,373,18,18.15,5.714680182
08/10/2022 09:09,373,19,20.33,5.41170813
08/10/2022 09:10,373,19.97,42.65,3.639926259
08/10/2022 09:10,373,20.24,57.12,3.007762047
08/24/2022 08:25,373,0.08,21.62,24.02073031
08/24/2022 08:26,373,0.512,21.55,24.11934419
08/24/2022 08:26,373,1.006,21.51,24.13908743
08/24/2022 08:27,373,2.004,21.5,24.1333119
08/24/2022 08:28,373,2.962,21.5,24.12259551
08/24/2022 08:29,373,4.017,21.5,24.10116273
08/24/2022 08:30,373,4.257,21.52,24.03774054
08/24/2022 08:30,373,4.494,21.43,23.9640357
08/24/2022 08:31,373,4.738,21.3,23.65144782
08/24/2022 08:32,373,5.003,21.11,23.2364446
08/24/2022 08:33,373,5.257,20.88,22.45720215
08/24/2022 08:35,373,5.506,20.58,21.62568345
08/24/2022 08:38,373,5.756,20.1,20.20057149
08/24/2022 08:39,373,6.008,19.48,18.52290715
08/24/2022 08:40,373,6.254,18.63,17.15750177
08/24/2022 08:41,373,6.498,18.1,15.97539766
08/24/2022 08:42,373,6.758,17.73,14.82912826
08/24/2022 08:44,373,7.254,16.96,13.56275017
08/24/2022 08:45,373,7.505,16.63,12.98603912
08/24/2022 08:46,373,7.754,16.3,11.98085941
08/24/2022 08:47,373,8.01,16.14,11.63974799
08/24/2022 08:49,373,8.26,16.05,11.20552919
08/24/2022 08:51,373,8.51,15.97,10.41657855
08/24/2022 08:52,373,8.75,15.9,10.17925659
08/24/2022 08:53,373,9.02,15.83,9.648992002
08/24/2022 08:54,373,9.25,15.76,9.301580054
08/24/2022 08:55,373,9.52,15.72,9.029452374
08/24/2022 08:56,373,9.75,15.63,8.847391031
08/24/2022 08:57,373,10.01,15.7,8.60439948
08/24/2022 08:59,373,11.02,15.46,7.921387747
08/24/2022 09:00,373,12.02,15.26,7.567883671
08/24/2022 09:03,373,13.03,15.48,6.877560599
08/24/2022 09:04,373,14.01,15.46,6.59708041
08/24/2022 09:05,373,15,15.66,6.378969969
08/24/2022 09:07,373,16.02,16.45,6.15875558
08/24/2022 09:08,373,17.01,17.11,5.996696107
08/24/2022 09:09,373,18,17.35,5.853247217
08/24/2022 09:10,373,19.01,23.7,5.096547269
08/24/2022 09:11,373,20.02,36.17,4.069734379
09/07/2022 07:51,373,0.071,21.79,21.5832933
09/07/2022 07:52,373,0.506,21.83,21.59767439
09/07/2022 07:53,373,1.026,21.79,21.61525276
09/07/2022 07:53,373,1.996,21.85,21.58889592
09/07/2022 07:54,373,3.03,21.84,21.60392659
09/07/2022 07:55,373,3.995,21.82,21.61271296
09/07/2022 07:56,373,5.016,21.84,21.56135728
09/07/2022 07:58,373,5.252,21.75,21.49425594
09/07/2022 07:58,373,5.509,21.83,21.39542904
09/07/2022 08:00,373,5.749,21.72,21.31536499
09/07/2022 08:01,373,6.002,21.61,20.98901792
09/07/2022 08:04,373,6.261,20.77,19.7344015
09/07/2022 08:06,373,6.522,19.75,17.8832421
09/07/2022 08:08,373,7.02,18.78,14.54837619
09/07/2022 08:09,373,7.243,18.3,13.71512448
09/07/2022 08:11,373,7.491,17.69,12.8083089
09/07/2022 08:12,373,7.745,17.48,11.99250789
09/07/2022 08:14,373,8.01,17.09,11.26138065
09/07/2022 08:15,373,8.24,16.99,10.88536249
09/07/2022 08:17,373,8.49,16.93,10.23806456
09/07/2022 08:19,373,8.75,16.85,9.806534136
09/07/2022 08:20,373,9,16.79,9.547088494
09/07/2022 08:22,373,9.25,16.72,9.117992236
09/07/2022 08:23,373,9.49,16.72,8.794895065
09/07/2022 08:25,373,9.78,16.89,8.488946265
09/07/2022 08:26,373,10.01,16.84,8.312562785
09/07/2022 08:27,373,10.99,16.49,7.742468587
09/07/2022 08:29,373,12,16.23,7.347809531
09/07/2022 08:31,373,13.02,16.42,6.752603089
09/07/2022 08:33,373,13.97,16.6,6.497451046
