Wavelength (nm),BLANK,ELA_FISH109,ELA_FISH930,ELA_FISH903,ELA_FISH1010,ELA_FISH105,ELA_FISH913,ELA_FISH909,ELA_CTL2-L222-224,ELA_FISH948,ELA_FISH944,ELA_CTL1-L239,ELA_CTL2-L239
663.9390869,-0.004554025,-0.004172743,-0.003970358,-0.002512253,-0.003516827,-0.002356055,-0.002805243,-0.00377768,-0.00362322,-0.002713158,-0.003796721,-0.003824126,-0.002854158
663.0646362,-0.004307427,-0.003919824,-0.003671479,-0.002423504,-0.003481802,-0.00217595,-0.002464123,-0.003558011,-0.00356366,-0.0022271,-0.003566638,-0.003454324,-0.002452848
662.0441895,-0.004239347,-0.003831516,-0.003492022,-0.002075024,-0.003460231,-0.002394929,-0.00236522,-0.003401984,-0.003401984,-0.002564238,-0.003592979,-0.003601091,-0.002636749
661.0234375,-0.004483626,-0.003962457,-0.003848245,-0.002469528,-0.00346773,-0.002171623,-0.00258889,-0.003284746,-0.003695093,-0.002432307,-0.003634156,-0.003599911,-0.002613129
660.0023193,-0.004845897,-0.004339925,-0.004135207,-0.002755139,-0.003939987,-0.00257237,-0.002898954,-0.003982105,-0.004074947,-0.002798916,-0.004129053,-0.004036531,-0.00320263
658.980957,-0.004685773,-0.004217967,-0.004149463,-0.002552554,-0.00371732,-0.002458614,-0.002813987,-0.003937678,-0.003658593,-0.002785336,-0.004054637,-0.003837212,-0.002807455
657.9592285,-0.004438533,-0.004034479,-0.003542093,-0.002267068,-0.003486989,-0.002382881,-0.002525378,-0.0034874,-0.003561144,-0.002488368,-0.003756432,-0.003572235,-0.002629493
656.9371948,-0.004442171,-0.003925467,-0.00387031,-0.002187541,-0.003432392,-0.002366147,-0.002384271,-0.003528279,-0.003534595,-0.00244492,-0.003612438,-0.003319684,-0.002506385
656.0609741,-0.004612118,-0.004072793,-0.00368652,-0.00252615,-0.003476718,-0.002146175,-0.002545658,-0.003436399,-0.003626198,-0.002381748,-0.003553031,-0.003449496,-0.002634485
655.0383301,-0.004596136,-0.004080333,-0.00363698,-0.002257282,-0.00365156,-0.002364757,-0.002715113,-0.003634413,-0.003624555,-0.00247308,-0.003878366,-0.003902584,-0.002751332
654.0154419,-0.004458313,-0.004131463,-0.003587485,-0.002294569,-0.003373833,-0.002302242,-0.002704309,-0.003506916,-0.003558422,-0.002540717,-0.003534287,-0.003683492,-0.002047251
652.9922485,-0.004416189,-0.00387226,-0.003657515,-0.002147978,-0.003222004,-0.002221486,-0.002592801,-0.003381539,-0.003496542,-0.002435242,-0.003682003,-0.00350404,-0.001404886
651.968689,-0.004643569,-0.003998111,-0.003855326,-0.002492178,-0.00356633,-0.002458872,-0.002637778,-0.003683594,-0.003792872,-0.00275982,-0.003781838,-0.003683029,-0.001557352
650.9448853,-0.004775188,-0.004282462,-0.003868103,-0.00241712,-0.003599705,-0.002527797,-0.00272211,-0.003867847,-0.003686623,-0.002749943,-0.003824177,-0.003724249,-0.001549768
650.0670776,-0.004362478,-0.003982567,-0.00368919,-0.002310534,-0.003260801,-0.002181565,-0.002346168,-0.00350974,-0.003509894,-0.002428343,-0.003479285,-0.00360638,-0.001366439
649.0426636,-0.004671586,-0.004006062,-0.003843164,-0.0023025,-0.003357394,-0.002225194,-0.002635977,-0.003520473,-0.003705,-0.002722367,-0.003680925,-0.003609255,-0.001769733
648.0179443,-0.004627793,-0.004171564,-0.003953992,-0.002376393,-0.00364694,-0.002461652,-0.002716605,-0.003909921,-0.003784866,-0.002616216,-0.003729228,-0.003767467,-0.002395238
646.992981,-0.004702674,-0.004257803,-0.004041557,-0.00239529,-0.003680771,-0.002535518,-0.002617915,-0.00400678,-0.003840701,-0.002602373,-0.004023759,-0.00400165,-0.002904045
645.9676514,-0.004346998,-0.003986671,-0.003700278,-0.002149008,-0.003290963,-0.002506899,-0.002581633,-0.003573159,-0.003716498,-0.002513025,-0.003792,-0.003736158,-0.002206187
644.9420166,-0.004492235,-0.00428846,-0.003899762,-0.002529599,-0.003772753,-0.002556826,-0.002783741,-0.003825563,-0.00374396,-0.00261565,-0.003767108,-0.003778758,-0.002811313
644.0626831,-0.004349869,-0.00392988,-0.003668348,-0.002297505,-0.003377891,-0.002082289,-0.002352347,-0.003476461,-0.00352299,-0.002548283,-0.003659261,-0.003559706,-0.002559194
643.036499,-0.004273337,-0.003801083,-0.003730717,-0.002274741,-0.00321558,-0.002306002,-0.002555591,-0.003528844,-0.003442614,-0.002221434,-0.003650277,-0.003406915,-0.002504068
642.0100098,-0.004269236,-0.003842138,-0.003712443,-0.002270055,-0.003108779,-0.002241779,-0.002676319,-0.003648788,-0.003576497,-0.002324644,-0.003896683,-0.003496028,-0.002540408
640.9832153,-0.00466462,-0.004220839,-0.003916027,-0.002373922,-0.00340522,-0.002520437,-0.002770932,-0.003736055,-0.003654178,-0.002808998,-0.003781581,-0.003685391,-0.002607931
639.9561157,-0.004497512,-0.003997033,-0.003807088,-0.002340761,-0.003172616,-0.002281849,-0.002560017,-0.003682208,-0.0036186,-0.00245012,-0.00367343,-0.003602426,-0.002637006
638.9287109,-0.004529894,-0.003878058,-0.003799646,-0.002438228,-0.003192506,-0.002212266,-0.002726535,-0.003655308,-0.003697249,-0.002475963,-0.003779836,-0.003580502,-0.002643078
638.0478516,-0.004432435,-0.003833312,-0.003631846,-0.002226482,-0.002948836,-0.002287874,-0.002379277,-0.003464802,-0.003457714,-0.00240986,-0.003729793,-0.003536495,-0.002444612
637.0198975,-0.004570162,-0.004006421,-0.003730306,-0.002419848,-0.003169995,-0.002495472,-0.002451304,-0.003655975,-0.003613671,-0.002584773,-0.003736825,-0.003552466,-0.00282803
635.9916382,-0.004386515,-0.003729126,-0.003736106,-0.002209896,-0.003206433,-0.002245488,-0.002493516,-0.003450113,-0.003688009,-0.002363006,-0.003613209,-0.003627944,-0.002558988
634.9630737,-0.00439861,-0.003867949,-0.003643038,-0.00223359,-0.003209568,-0.002351884,-0.002448267,-0.00325109,-0.003635645,-0.002497171,-0.003525455,-0.003426177,-0.002648481
633.9342041,-0.004543317,-0.003844653,-0.003846962,-0.002189241,-0.003390939,-0.002148648,-0.002507363,-0.003167939,-0.003475947,-0.002348279,-0.003666397,-0.003509329,-0.002549157
633.052124,-0.004802684,-0.004344692,-0.004054893,-0.002370987,-0.003590361,-0.002403064,-0.002729982,-0.003415647,-0.00369191,-0.002616525,-0.003833774,-0.003886062,-0.002841043
632.0227051,-0.004536708,-0.003977899,-0.003705513,-0.002212472,-0.003356829,-0.002237041,-0.002464895,-0.0030456,-0.003561811,-0.002358887,-0.003790563,-0.003520422,-0.002766817
630.992981,-0.004448474,-0.003789382,-0.003488992,-0.002211493,-0.003348917,-0.002024681,-0.002196246,-0.003055779,-0.003511897,-0.00233453,-0.003549436,-0.003294252,-0.002379483
629.9629517,-0.004569496,-0.004073204,-0.003783737,-0.002380976,-0.003493974,-0.002202582,-0.002646423,-0.003367309,-0.003564892,-0.002398894,-0.003721324,-0.003762129,-0.002792692
628.9326782,-0.004407682,-0.003988467,-0.003583583,-0.002239822,-0.003335765,-0.002234156,-0.002605409,-0.003374038,-0.003448418,-0.002431123,-0.003602632,-0.003631384,-0.002679715
628.0493164,-0.004360684,-0.003900634,-0.003737903,-0.00221685,-0.003324771,-0.002072242,-0.002433543,-0.003375836,-0.003474406,-0.002440338,-0.00366383,-0.003465727,-0.002484868
627.0184326,-0.004701138,-0.004031196,-0.003811604,-0.002229984,-0.003471273,-0.002118922,-0.002455783,-0.003507224,-0.00361557,-0.002583898,-0.003784506,-0.003673327,-0.002836774
625.9873047,-0.004559814,-0.004134848,-0.003814735,-0.002295238,-0.003590514,-0.002373253,-0.002471278,-0.003539166,-0.003620705,-0.002683522,-0.003763156,-0.003705257,-0.002732709
624.9558716,-0.004493926,-0.003979386,-0.003782556,-0.002211184,-0.003235417,-0.002281282,-0.002391274,-0.003371573,-0.00347153,-0.00232418,-0.003593544,-0.003347633,-0.002579883
624.0715332,-0.004504891,-0.003963176,-0.003666294,-0.002029216,-0.003351743,-0.00217595,-0.002415009,-0.003471633,-0.003408559,-0.002316713,-0.003539679,-0.003425304,-0.002626045
623.0394897,-0.004425362,-0.004076127,-0.003745294,-0.002120673,-0.003482778,-0.002171675,-0.002683985,-0.003639085,-0.003568538,-0.002555849,-0.0035957,-0.0035766,-0.002604638
622.0072021,-0.004446425,-0.004028478,-0.003716755,-0.002433286,-0.003323692,-0.00208976,-0.002406308,-0.003452527,-0.00328711,-0.00235796,-0.0038056,-0.003567562,-0.002615753
620.9746094,-0.004630251,-0.004061458,-0.003905714,-0.002223185,-0.003291837,-0.002136232,-0.002326858,-0.003384364,-0.003438505,-0.002431329,-0.00369535,-0.003475125,-0.002655376
619.9417725,-0.004445707,-0.004237194,-0.003668142,-0.002127422,-0.003402086,-0.002182956,-0.00244631,-0.003287315,-0.00339998,-0.002591412,-0.003612028,-0.003444617,-0.002749068
619.0562134,-0.004530765,-0.004067357,-0.003725738,-0.002265316,-0.003309203,-0.002082547,-0.002492332,-0.003596625,-0.003598422,-0.002372583,-0.003613106,-0.003526174,-0.002478434
618.0227661,-0.004625744,-0.004088333,-0.003792,-0.002234826,-0.00346814,-0.00229632,-0.002405793,-0.003565611,-0.003681951,-0.002499178,-0.003618394,-0.003604532,-0.002481007
616.9890747,-0.004886136,-0.004167462,-0.003915668,-0.002407492,-0.003532028,-0.002314087,-0.002622083,-0.003589847,-0.003709158,-0.002549157,-0.003714805,-0.003574289,-0.00257098
615.9550781,-0.004588349,-0.00401868,-0.003587382,-0.002029113,-0.003283616,-0.002185326,-0.002366559,-0.003554058,-0.003659107,-0.00244492,-0.003643859,-0.003441843,-0.002575149
615.0685425,-0.004509092,-0.003933471,-0.003528844,-0.002107072,-0.003356983,-0.001892948,-0.002404506,-0.003434652,-0.003480107,-0.002390244,-0.003560117,-0.003499212,-0.002595992
614.0339966,-0.004605356,-0.003942859,-0.003564533,-0.002095067,-0.003161001,-0.00209517,-0.002511944,-0.003262446,-0.003509637,-0.00235106,-0.003530847,-0.003331244,-0.002463711
612.9991455,-0.004452676,-0.003979951,-0.003609101,-0.002158848,-0.003212189,-0.002062503,-0.002452282,-0.003476461,-0.003305658,-0.002460828,-0.003599449,-0.003469733,-0.002514363
611.9640503,-0.00439164,-0.003870258,-0.003545944,-0.002138035,-0.003164239,-0.002071521,-0.002487391,-0.003519292,-0.003480929,-0.002256767,-0.003430389,-0.003452424,-0.002391892
610.9286499,-0.004376111,-0.00369073,-0.003323692,-0.00192774,-0.003137564,-0.001926246,-0.002287616,-0.003220822,-0.003186133,-0.002330926,-0.003267584,-0.003191375,-0.002337208
610.0408936,-0.004684647,-0.004015038,-0.003763207,-0.002246415,-0.003449137,-0.00212598,-0.002586934,-0.003531001,-0.003612541,-0.002376291,-0.003627585,-0.003601554,-0.002609938
609.0049438,-0.004631583,-0.004129463,-0.00380755,-0.00235312,-0.00349346,-0.002294105,-0.002668909,-0.003653768,-0.003619678,-0.002584515,-0.003825409,-0.003666859,-0.002619973
607.96875,-0.004429308,-0.003867487,-0.003650482,-0.002063585,-0.003156992,-0.002077034,-0.002517554,-0.003413592,-0.003473995,-0.002340813,-0.003515595,-0.003514773,-0.002611431
606.9321899,-0.004510834,-0.003728304,-0.003398953,-0.002018394,-0.003265991,-0.002024218,-0.002475602,-0.003170046,-0.003433214,-0.002312748,-0.00345078,-0.003266762,-0.002416656
606.0435181,-0.004442632,-0.003715369,-0.003418524,-0.001887999,-0.003243176,-0.002048179,-0.002331544,-0.003301188,-0.00341801,-0.002243427,-0.003424893,-0.003356572,-0.002493516
605.0064697,-0.004626512,-0.003888577,-0.003656386,-0.001876813,-0.003296769,-0.002133759,-0.002618687,-0.003413233,-0.003529255,-0.002402755,-0.003617059,-0.003501112,-0.002475499
603.9691162,-0.004727308,-0.004201355,-0.003849374,-0.001959129,-0.003616546,-0.002348691,-0.002741094,-0.003849014,-0.003865127,-0.00260119,-0.003761924,-0.003753199,-0.002771755
602.9315186,-0.004665133,-0.004012884,-0.003846192,-0.001877174,-0.003591952,-0.00224147,-0.00263078,-0.003603094,-0.003648428,-0.002541746,-0.003617111,-0.003741085,-0.002656045
602.0418701,-0.004542907,-0.003917258,-0.003652433,-0.001617601,-0.003290655,-0.002037358,-0.002354304,-0.003469425,-0.003472044,-0.002334428,-0.003522168,-0.003497466,-0.002455062
601.0037231,-0.00459634,-0.003829258,-0.003650379,-0.001878669,-0.003433317,-0.002202685,-0.002426799,-0.003535879,-0.003732411,-0.002473337,-0.003607201,-0.00345417,-0.002559554
599.965271,-0.004347357,-0.003770854,-0.003480877,-0.00164241,-0.003171023,-0.001989587,-0.002443067,-0.003336536,-0.003440302,-0.00235142,-0.003357651,-0.003485038,-0.002424327
598.9265747,-0.004489929,-0.00368421,-0.003255714,-0.001827581,-0.003282074,-0.001963458,-0.00245254,-0.003363302,-0.003508354,-0.002285453,-0.003474766,-0.003322664,-0.002522136
598.0360107,-0.00431773,-0.003697916,-0.003362685,-0.001905164,-0.003171948,-0.001835624,-0.00223086,-0.003306942,-0.003414928,-0.002225658,-0.003364483,-0.00320042,-0.002449966
596.9967651,-0.004689666,-0.003936806,-0.003638109,-0.00221412,-0.003529049,-0.002130153,-0.00255204,-0.003460539,-0.00361213,-0.002470866,-0.003654795,-0.003411435,-0.002653421
595.9572754,-0.004724952,-0.003974,-0.003525763,-0.002308164,-0.003392326,-0.002258106,-0.002476271,-0.003501266,-0.003680463,-0.002350236,-0.003630357,-0.003537317,-0.002564032
595.065979,-0.004659294,-0.003802469,-0.003655103,-0.002122889,-0.003330011,-0.002115727,-0.002374797,-0.003437272,-0.003494282,-0.00240152,-0.003522682,-0.003409689,-0.002646783
594.0259399,-0.004752452,-0.003835005,-0.003587177,-0.002144268,-0.003360117,-0.002206033,-0.002535209,-0.003666859,-0.003515132,-0.002578288,-0.003568024,-0.00354579,-0.00263927
592.9856567,-0.004421826,-0.003718295,-0.003377532,-0.002013087,-0.003143988,-0.002054001,-0.002273969,-0.00311212,-0.003422119,-0.002375879,-0.00326296,-0.003572389,-0.00249367
591.9450073,-0.004492081,-0.0036896,-0.003443692,-0.00192738,-0.003179658,-0.001921864,-0.00240569,-0.003407685,-0.003341262,-0.002183111,-0.003455403,-0.003515492,-0.002506642
591.0528564,-0.004456109,-0.003547023,-0.003223597,-0.001960675,-0.003185979,-0.001790203,-0.002181565,-0.0032163,-0.003044007,-0.002151635,-0.003301753,-0.003357445,-0.002324695
590.0117188,-0.004516726,-0.003467832,-0.003384826,-0.001887845,-0.002821497,-0.001785047,-0.00213855,-0.003002774,-0.003292094,-0.002148235,-0.003247184,-0.003279916,-0.00235487
588.9703369,-0.004488545,-0.00369689,-0.003371521,-0.001856915,-0.003144502,-0.001778808,-0.002255274,-0.003272466,-0.003073258,-0.002205672,-0.003489095,-0.00340486,-0.002550135
587.9286499,-0.004488443,-0.003536906,-0.003376915,-0.001925885,-0.002908417,-0.001886917,-0.002138859,-0.003174569,-0.003362891,-0.002145866,-0.00333073,-0.003241429,-0.002376496
587.0355225,-0.004411269,-0.003581837,-0.003454735,-0.001877947,-0.00291433,-0.001830005,-0.002207321,-0.003124559,-0.003259619,-0.002237144,-0.003236907,-0.003215221,-0.002354561
585.9933472,-0.004414959,-0.003603197,-0.00326594,-0.001787522,-0.002988326,-0.001872174,-0.002427983,-0.003197491,-0.00325556,-0.002283651,-0.003283462,-0.0032626,-0.002356878
584.9508667,-0.004447859,-0.003467422,-0.003167168,-0.001872174,-0.002817074,-0.001933101,-0.002312439,-0.003283821,-0.003229045,-0.002026845,-0.003342187,-0.003235108,-0.002348485
584.0570679,-0.004518673,-0.003408148,-0.003336741,-0.001983248,-0.003091764,-0.002004481,-0.002350957,-0.003273596,-0.003223906,-0.002123301,-0.00347492,-0.003303346,-0.002423658
583.0140991,-0.004221044,-0.003416418,-0.003193277,-0.001855987,-0.002787342,-0.001820879,-0.001985413,-0.003035678,-0.003168248,-0.002179093,-0.003159459,-0.003218869,-0.002265368
581.9708252,-0.004503251,-0.003500856,-0.003361196,-0.001955366,-0.003094335,-0.001739775,-0.002272527,-0.003339053,-0.003204943,-0.002225555,-0.003234851,-0.00332215,-0.002340195
580.9273071,-0.004461234,-0.003268663,-0.003244923,-0.001822684,-0.002944516,-0.001759421,-0.002145608,-0.003135662,-0.003065393,-0.002103311,-0.003174364,-0.003133657,-0.002161784
580.0326538,-0.00436217,-0.00342741,-0.00305871,-0.001774683,-0.002873188,-0.001916607,-0.002041274,-0.003032542,-0.003172462,-0.002004171,-0.003035267,-0.003032336,-0.002256355
578.9885864,-0.004394562,-0.003313468,-0.00300627,-0.00183382,-0.003069917,-0.001752718,-0.002159723,-0.003109756,-0.003139568,-0.001963819,-0.003186133,-0.003131807,-0.002285402
577.9442749,-0.004379238,-0.003524017,-0.003117569,-0.001747355,-0.00302555,-0.00169192,-0.002188262,-0.002869948,-0.003097881,-0.001962943,-0.003118083,-0.003132475,-0.002246466
577.0488892,-0.004367193,-0.003485757,-0.00309526,-0.00171951,-0.002948939,-0.001780097,-0.002116706,-0.00292297,-0.003245437,-0.002057042,-0.003125022,-0.003180685,-0.002267222
576.0040894,-0.004422493,-0.003474047,-0.003121784,-0.001834593,-0.002972335,-0.001701925,-0.002160341,-0.002872982,-0.003172719,-0.002105526,-0.003033416,-0.003080661,-0.002232714
574.9589844,-0.004444221,-0.00355529,-0.003244563,-0.001904236,-0.003179143,-0.001830778,-0.002233641,-0.002983133,-0.003217893,-0.002175023,-0.003252066,-0.003197028,-0.002403527
574.0629883,-0.004375189,-0.003515697,-0.003188497,-0.001787367,-0.0030201,-0.001686351,-0.002183059,-0.002803494,-0.003095208,-0.002098004,-0.003065599,-0.003114999,-0.002365787
573.017395,-0.004297943,-0.003470092,-0.003086367,-0.001803556,-0.002890828,-0.001667475,-0.002141693,-0.002869279,-0.003081997,-0.002026279,-0.00299501,-0.003094437,-0.002277986
571.9714966,-0.004524002,-0.00360104,-0.003181353,-0.00190269,-0.003035627,-0.001831448,-0.002308937,-0.002941585,-0.00312605,-0.002139529,-0.003233515,-0.003237883,-0.002229572
570.925354,-0.004581279,-0.003758947,-0.003274418,-0.001831396,-0.002959429,-0.001846605,-0.002342821,-0.002974649,-0.003301804,-0.002140302,-0.003158482,-0.003331604,-0.002486515
570.0284424,-0.004372882,-0.003489557,-0.002992079,-0.001607749,-0.002750663,-0.00184578,-0.002050446,-0.002799893,-0.002967347,-0.00206508,-0.003006835,-0.003109242,-0.002218704
568.9818115,-0.004457442,-0.003566176,-0.003096082,-0.00178051,-0.002709094,-0.0016339,-0.002156581,-0.002984881,-0.003022157,-0.002064513,-0.003065701,-0.003125228,-0.002237813
567.9348755,-0.004226734,-0.003309255,-0.002911656,-0.001512572,-0.002622083,-0.001627143,-0.001967478,-0.002915976,-0.002945133,-0.001893051,-0.002963131,-0.002964108,-0.002036688
567.0373535,-0.004529945,-0.003549539,-0.003129237,-0.001882896,-0.002902965,-0.001706102,-0.002139838,-0.002949402,-0.003127849,-0.002062555,-0.003182947,-0.003030794,-0.002265111
565.9899292,-0.004479373,-0.003708286,-0.003121218,-0.001830365,-0.003006476,-0.00166175,-0.002132729,-0.002953927,-0.003109653,-0.002250432,-0.003205816,-0.003284078,-0.002307032
564.9422607,-0.004377854,-0.003474458,-0.002986578,-0.001809021,-0.00299064,-0.001592223,-0.0019632,-0.002833945,-0.003016861,-0.001963303,-0.003057836,-0.003056345,-0.002130874
564.0440063,-0.004318704,-0.003414106,-0.003067861,-0.001667733,-0.002870925,-0.001524232,-0.002051322,-0.002687896,-0.002854004,-0.002064668,-0.003023494,-0.003098447,-0.002224679
562.9958496,-0.004401173,-0.003390837,-0.003104924,-0.001815208,-0.002886868,-0.001693725,-0.002157096,-0.002828133,-0.003056294,-0.002047097,-0.003005756,-0.003137461,-0.002371399
561.9473877,-0.004293689,-0.003253299,-0.002937112,-0.001658089,-0.002837648,-0.001682998,-0.002018704,-0.002689079,-0.002751229,-0.001909494,-0.003018095,-0.002973003,-0.002099086
561.0485229,-0.004332493,-0.003204172,-0.002932278,-0.001663246,-0.002833482,-0.001526089,-0.001952429,-0.00275447,-0.002977117,-0.001893308,-0.002890726,-0.003038763,-0.002108514
559.9996338,-0.004442376,-0.003433368,-0.003077473,-0.001829644,-0.002935363,-0.001733381,-0.002123919,-0.00288908,-0.003059738,-0.002129741,-0.003006064,-0.00301501,-0.002290243
558.9504395,-0.004317987,-0.003205251,-0.002898285,-0.001611669,-0.002769646,-0.00149436,-0.001880267,-0.002815736,-0.002910577,-0.002000203,-0.002820829,-0.002926878,-0.002179917
558.0509033,-0.004238065,-0.003198108,-0.002848706,-0.00142883,-0.002681104,-0.001566534,-0.001929699,-0.00275802,-0.002829727,-0.001989845,-0.002858222,-0.003051101,-0.0020911
557.0012207,-0.004286512,-0.003179863,-0.002869948,-0.001591449,-0.002724631,-0.001491367,-0.001846295,-0.00276764,-0.00289844,-0.001919442,-0.002918856,-0.002949453,-0.002078476
555.9512939,-0.004406657,-0.003261007,-0.002800408,-0.001628639,-0.002910885,-0.001609864,-0.001929957,-0.002800871,-0.00293922,-0.002101662,-0.002846495,-0.003070791,-0.002214378
555.0510864,-0.004293484,-0.003286955,-0.002706624,-0.00163261,-0.002892474,-0.001568546,-0.001760298,-0.002812856,-0.002903017,-0.002127165,-0.002743307,-0.002964879,-0.002137674
554.0006714,-0.004208687,-0.003129751,-0.002742843,-0.00151381,-0.002818051,-0.001463867,-0.001739517,-0.002615445,-0.002774482,-0.001954233,-0.002727821,-0.002872828,-0.002070696
552.9500122,-0.004381544,-0.003389193,-0.003027298,-0.001701048,-0.002987503,-0.001691198,-0.001920009,-0.002878743,-0.003060098,-0.002157611,-0.002974957,-0.003051667,-0.002296062
552.0491943,-0.004464359,-0.003280379,-0.002872982,-0.001623378,-0.002958143,-0.001697541,-0.001891092,-0.002872314,-0.00302483,-0.002074818,-0.002864856,-0.003035061,-0.002298946
550.9979858,-0.004232323,-0.003042464,-0.0026739,-0.001573859,-0.002729364,-0.001509683,-0.001687537,-0.002689748,-0.002793361,-0.001891814,-0.002634639,-0.002879411,-0.002119797
549.9465332,-0.004285794,-0.003001488,-0.002598565,-0.001447407,-0.002657589,-0.00149405,-0.001739981,-0.002677348,-0.002716451,-0.001876504,-0.002605049,-0.002912273,-0.002072757
549.045105,-0.004173308,-0.003110784,-0.002583023,-0.001296451,-0.0027182,-0.001394307,-0.001691044,-0.002576641,-0.002693607,-0.001965262,-0.002555437,-0.002752361,-0.00207353
547.9932251,-0.004206687,-0.003012285,-0.002588427,-0.00139761,-0.002617709,-0.001438893,-0.00188568,-0.002665565,-0.002668961,-0.001954851,-0.0024982,-0.002786982,-0.002064977
546.94104,-0.004372677,-0.003089965,-0.00270508,-0.001426715,-0.002809872,-0.001542495,-0.001850162,-0.002736567,-0.002835231,-0.001919648,-0.002536496,-0.002968273,-0.002073942
546.0389404,-0.004219505,-0.002889954,-0.002600006,-0.001370981,-0.002622803,-0.001458965,-0.001756327,-0.002692166,-0.002655479,-0.001893927,-0.002683111,-0.002848655,-0.002067038
544.9862671,-0.004095257,-0.002793103,-0.002508598,-0.00133026,-0.002557547,-0.001370413,-0.001725285,-0.00248425,-0.002548128,-0.001906762,-0.002578597,-0.002807866,-0.00206812
543.9333496,-0.004216839,-0.002804934,-0.002618635,-0.001434094,-0.002626611,-0.001447303,-0.001795049,-0.002638396,-0.002709351,-0.001973456,-0.002613077,-0.002834665,-0.002096922
543.0307007,-0.004087564,-0.002602785,-0.002464895,-0.001295058,-0.002527128,-0.001286076,-0.00175643,-0.002434006,-0.00249017,-0.001796287,-0.002523422,-0.002659287,-0.001990721
541.9772949,-0.004191151,-0.00270966,-0.002553481,-0.001432701,-0.002617503,-0.001432546,-0.001823302,-0.002557444,-0.002667366,-0.001899906,-0.002656508,-0.00282875,-0.002060494
541.0741577,-0.004600592,-0.003072076,-0.00293382,-0.00176994,-0.002841609,-0.001751016,-0.002068274,-0.002907491,-0.002951253,-0.002138859,-0.002946419,-0.003071356,-0.002338907
540.0203247,-0.004275644,-0.002728438,-0.002676473,-0.001494927,-0.00262975,-0.001454992,-0.001950419,-0.002626148,-0.002680692,-0.002003656,-0.002665925,-0.002873908,-0.002025197
538.9661865,-0.004192997,-0.002696282,-0.002508444,-0.001429862,-0.002476992,-0.001399158,-0.001736423,-0.002624656,-0.002621054,-0.001883721,-0.002584361,-0.002719023,-0.002150657
538.062439,-0.003950299,-0.002496193,-0.002277832,-0.001100157,-0.002253883,-0.0011646,-0.001526915,-0.002327064,-0.002223649,-0.00163849,-0.002245848,-0.002456864,-0.001799071
537.0078735,-0.004201868,-0.002762753,-0.002450738,-0.001362878,-0.002427056,-0.001342389,-0.001747046,-0.002466799,-0.002556981,-0.001792678,-0.002498303,-0.002705286,-0.001961242
535.9530029,-0.004238373,-0.002771807,-0.002520385,-0.001339756,-0.002374231,-0.001253349,-0.001812476,-0.002462527,-0.002621414,-0.001917277,-0.002583486,-0.002668086,-0.002070954
535.048645,-0.003933163,-0.002430866,-0.002129071,-0.001081772,-0.002033957,-0.001116888,-0.001636272,-0.002213708,-0.002246106,-0.001646536,-0.002282827,-0.002483684,-0.001798194
533.9933472,-0.004104848,-0.002644159,-0.002344675,-0.001318698,-0.001887123,-0.001296245,-0.001688259,-0.002362852,-0.002523422,-0.001741425,-0.002426387,-0.002639682,-0.001897278
532.9377441,-0.004378879,-0.002929089,-0.002672871,-0.001549356,-0.001804742,-0.001465466,-0.001944852,-0.002653421,-0.002741454,-0.002002935,-0.002704617,-0.002807146,-0.00208502
532.0327759,-0.004288255,-0.002806323,-0.002392715,-0.001371136,-0.00147465,-0.001334285,-0.001790925,-0.002507775,-0.002593058,-0.001839594,-0.002510091,-0.002766251,-0.001877793
530.9767456,-0.003969793,-0.002525893,-0.002187747,-0.001178799,-0.001238223,-0.001117663,-0.001682431,-0.002187386,-0.002304663,-0.001688465,-0.002321039,-0.002476477,-0.00179541
530.0713501,-0.003835262,-0.002256819,-0.001892071,-0.000936528,-0.00102336,-0.000983329,-0.001436725,-0.002003038,-0.002075282,-0.001411389,-0.002050137,-0.002224885,-0.001606305
529.0148926,-0.004321985,-0.002799019,-0.002442655,-0.001336711,-0.001547653,-0.001287005,-0.001802061,-0.002481985,-0.002428395,-0.001663401,-0.002472616,-0.002668909,-0.001935884
527.9581299,-0.004460978,-0.002934335,-0.002621002,-0.001465879,-0.002034421,-0.001448077,-0.001924184,-0.002536856,-0.00257942,-0.001909752,-0.002682339,-0.002819954,-0.002100322
527.052124,-0.004281129,-0.002731165,-0.002443891,-0.001408447,-0.002347043,-0.001337073,-0.001841553,-0.002492744,-0.002362594,-0.001825726,-0.002497891,-0.002631243,-0.001978971
525.9949341,-0.004249242,-0.002662271,-0.002515238,-0.001317356,-0.002499384,-0.001318853,-0.001835521,-0.002504223,-0.002414237,-0.001789223,-0.002472822,-0.002673026,-0.001931915
524.937439,-0.00428482,-0.002698135,-0.002502524,-0.001405506,-0.002547716,-0.001333408,-0.00193408,-0.002513076,-0.002481162,-0.001757719,-0.002575972,-0.002691292,-0.00197057
524.0308838,-0.004204432,-0.002534077,-0.00237248,-0.001224387,-0.002381748,-0.001175081,-0.001638851,-0.002288904,-0.002338341,-0.001650095,-0.002316456,-0.002477919,-0.001813094
522.9729614,-0.004315936,-0.00252615,-0.002331183,-0.001195785,-0.002450789,-0.001053832,-0.001731112,-0.002301212,-0.002368721,-0.001612288,-0.002358423,-0.002546018,-0.001788244
522.065979,-0.004270979,-0.002387978,-0.002171469,-0.001116578,-0.002329896,-0.001090345,-0.00160682,-0.002283136,-0.002200006,-0.001550903,-0.002300903,-0.002488317,-0.001674438
