Wavelength (nm),BLANK,ELA_FISH905,ELA_FISH923,ELA_FISH110,ELA_FISH104,ELA_FISH937,ELA_FISH121,ELA_PREFILTER1,ELA_FISH915
580.9581909,0.000258678,0.001248305,0.000950018,0.000413155,0.00070301,0.001167108,0.000967737,0.000383566,0.000722171
580.0635376,0.000356907,0.001240076,0.000878967,0.000545812,0.000797139,0.00122694,0.001100122,0.000400926,0.000952041
579.0194702,0.000310561,0.001180528,0.000904517,0.00038494,0.000833032,0.00108328,0.001003463,0.000308593,0.000828468
577.9751587,0.00032468,0.001194934,0.000903713,0.000482213,0.000826808,0.001248487,0.000904621,0.000290356,0.001002503
576.930542,0.000303671,0.001278394,0.000884933,0.000555143,0.000786117,0.001183487,0.000934479,0.000288802,0.000890198
576.0349731,0.000317556,0.001238207,0.000866491,0.000496362,0.000671328,0.001039348,0.000961018,0.000304448,0.000968023
574.9898682,0.000320431,0.001228731,0.000942884,0.000516188,0.000677031,0.001213727,0.000808264,0.000360638,0.000862133
573.944519,0.000278881,0.001277745,0.001002192,0.000463658,0.000864701,0.001234832,0.000933674,0.000372633,0.000794182
573.0482788,0.000225085,0.001194648,0.000783394,0.000566262,0.000786558,0.001130798,0.000996224,0.000365975,0.000731376
572.0023804,0.000232622,0.001352705,0.000812673,0.000570487,0.000734151,0.001218504,0.00091894,0.000330301,0.000642862
570.9562378,0.000238967,0.001212715,0.000920418,0.000646828,0.000769624,0.001306149,0.000998326,0.000286393,0.000752535
570.0593262,0.00038937,0.001189379,0.000820142,0.000571109,0.000743434,0.001186394,0.000907292,0.000293102,0.000605195
569.0126953,0.000187714,0.001163293,0.000657509,0.000434169,0.000874687,0.00105201,0.00085513,0.000212369,0.000661865
567.9657593,0.000242075,0.001232573,0.000850098,0.000430982,0.000920626,0.001256379,0.001002036,0.000371571,0.000626789
567.0682373,0.000172616,0.001264064,0.000972718,0.000528317,0.000802222,0.001265439,0.00097181,0.000309111,0.000738948
566.020813,0.000143328,0.001029773,0.000846727,0.000327348,0.000656809,0.001053256,0.000859669,0.000321985,0.000554858
564.9731445,0.00027339,0.00136735,0.001073341,0.000542209,0.000933052,0.001285872,0.001030992,0.000331337,0.000828027
563.9251709,0.000238786,0.001265985,0.001564931,0.000532723,0.00081148,0.00121339,0.001007303,0.000382012,0.00073537
563.0267334,0.000261216,0.001307136,0.002146245,0.000559134,0.000876866,0.001220295,0.00107373,0.000528317,0.000861848
561.9782715,5.28E-05,0.001242179,0.002016766,0.00042352,0.000773799,0.001173727,0.000980035,0.00024148,0.000729121
560.9295654,0.000193722,0.001268425,0.001865747,0.000345767,0.000892818,0.001108011,0.000991917,0.000345638,0.000800536
560.0305176,4.87E-05,0.001189042,0.001818746,0.000499835,0.000814437,0.001135314,0.000876529,0.000220035,0.000599259
558.9813232,-8.11E-05,0.001125114,0.001357535,0.000376675,0.000768587,0.000957619,0.000936191,0.000209468,0.000543868
557.9318237,-9.73E-05,0.00100214,0.001120858,0.000273701,0.00073887,0.000991373,0.000763634,0.000125902,0.000584251
557.0321045,-0.000197517,0.000939044,0.000841358,0.00018326,0.000715689,0.000917383,0.000882002,8.95E-05,0.000497269
555.9821777,-0.000281289,0.000964235,0.000606647,0.000167437,0.0005638,0.000902649,0.000756555,-3.78E-06,0.000446167
554.9319458,-0.000259817,0.000883143,0.000533164,9.18E-05,0.000437382,0.00078967,0.000514555,1.69E-05,0.000255932
554.0315552,-0.00040384,0.000671665,0.000288724,-8.16E-05,0.000362892,0.000717401,0.00048071,-0.00022189,9.56E-05
552.980896,-0.000481264,0.000700132,0.000453085,-6.06E-05,0.000386054,0.000639829,0.000519635,-9.12E-05,0.000224956
551.9299316,-0.000535096,0.000622252,0.00033442,-9.77E-05,0.000357943,0.000608306,0.00036157,-0.000227116,2.96E-05
551.0288696,-0.000575633,0.000478533,0.000278493,-4.71E-05,0.000300407,0.000574038,0.000350042,-0.000375598,-3.48E-05
549.977417,-0.000543731,0.000613542,0.00040489,-6.01E-05,0.000413751,0.000675942,0.000450313,-0.000205538,0.000201465
548.9257202,-0.000580958,0.000527125,0.000202113,-8.96E-05,0.000131339,0.000483171,0.000355715,-0.00025573,-5.41E-05
548.0241089,-0.000790356,0.000518287,0.000204806,-0.000197103,8.24E-05,0.000485245,0.000231586,-0.000298828,-9.94E-05
546.9719238,-0.00071216,0.000549518,0.00019885,-0.000168278,0.000161766,0.000440285,0.000252151,-0.000298001,3.11E-05
546.0698242,-0.000722342,0.000486981,0.000189656,-0.000150734,0.000210426,0.000538451,0.000237025,-0.000217388,-5.48E-05
545.0171509,-0.000801259,0.000407585,0.000136855,-0.000202588,7.45E-05,0.000384292,0.00010832,-0.00036996,-1.98E-05
543.9642334,-0.000793353,0.00035942,8.40E-05,-0.000238448,0.000128543,0.000477081,0.000158192,-0.000396651,5.56E-05
543.0615845,-0.000760175,0.000449043,0.000151278,-0.000191048,0.000154619,0.000580596,0.000161947,-0.000353355,0.000239252
542.0081787,-0.000749425,0.000527384,0.000188102,-0.000131636,0.000158555,0.000526607,0.000221252,-0.000308399,0.000222987
540.9545288,-0.000612548,0.000641773,0.000258108,-9.05E-05,0.00022998,0.000693313,0.000261838,-0.000253712,0.000310898
540.0512085,-0.000715416,0.000581451,0.000223168,-0.000153891,0.000218325,0.00054335,0.000237776,-0.000310055,6.75E-05
538.9970703,-0.000668482,0.000623626,0.000205687,2.10E-06,0.000334783,0.000536481,0.000216642,-0.000228254,0.000103867
537.942688,-0.000870139,0.000530132,0.000210633,-0.000127858,0.00025386,0.00065725,0.000257305,-0.000229186,2.48E-05
537.0387573,-0.000772681,0.000653335,0.000292196,-4.84E-05,0.000342788,0.000711074,0.000360042,-0.00019022,3.46E-05
535.9838867,-0.000762552,0.000739233,0.00035214,-7.91E-05,0.000327244,0.000647191,0.000257797,-0.000219561,1.16E-05
534.928772,-0.000891116,0.000550451,0.000197425,-0.000147939,0.000157571,0.000554547,0.000208872,-0.000319212,-3.32E-05
534.024231,-0.000703735,0.000612739,0.000309344,6.47E-07,0.000318644,0.000689295,0.000323384,-0.000151407,6.39E-05
532.9686279,-0.000664864,0.000745379,0.000444171,0.000104255,0.000427743,0.00085526,0.000384214,-0.000121233,0.000102883
532.0636597,-0.000652664,0.000721212,0.000408828,9.88E-05,0.000408466,0.000782513,0.000395511,-5.63E-05,8.29E-05
531.0076294,-0.000685644,0.000696554,0.000293439,9.32E-05,0.000343358,0.000729821,0.000371804,-0.000167036,5.78E-05
529.951355,-0.000804463,0.000666376,0.000307272,3.22E-05,0.000359057,0.000723623,0.00032227,-0.000146593,1.38E-05
529.0457764,-0.00064155,0.000805152,0.000482757,9.67E-05,0.000431967,0.000792445,0.000388748,-4.60E-05,0.000192065
527.9890137,-0.00054673,0.000895646,0.000584666,0.000224386,0.00051002,0.000884129,0.000546823,4.94E-05,0.000306184
526.9320068,-0.000528477,0.000990646,0.000542935,0.000255181,0.000528654,0.000960032,0.000517588,4.28E-05,0.000358254
526.0258179,-0.00032692,0.001133445,0.000834744,0.00046783,0.000756918,0.001216894,0.000736951,0.000235212,0.00053643
524.9683228,-0.000214076,0.00117705,0.00097495,0.000525233,0.000856842,0.001323467,0.000825952,0.000354446,0.000589902
524.0617676,-0.000235033,0.001220658,0.000965714,0.000521968,0.000849216,0.001363273,0.000844781,0.000355897,0.000504863
523.0038452,-0.000250193,0.001170223,0.000862263,0.000511419,0.000828857,0.001393267,0.000873624,0.000388541,0.000576501
521.9456787,-0.000197465,0.001276785,0.000899459,0.000615383,0.000864571,0.001542121,0.000950277,0.000432148,0.000654787
521.0384521,-0.000119421,0.001461052,0.001097475,0.000732984,0.001093011,0.001684271,0.001040593,0.00054646,0.000814178
519.9798584,-0.00015829,0.001320663,0.001018771,0.000698058,0.001006135,0.001605201,0.000975079,0.000590368,0.00076812
519.0722656,-5.29E-05,0.001430378,0.001111178,0.000787673,0.001089586,0.001625883,0.001108582,0.000587776,0.000789903
518.0131836,-0.000104515,0.001470116,0.001094361,0.000850487,0.001113306,0.001629079,0.001131317,0.000549959,0.000816434
516.9538574,5.44E-05,0.001723304,0.001268685,0.000888434,0.00130537,0.001732296,0.001238648,0.0007592,0.001005227
516.0456543,-9.01E-06,0.001635003,0.001291012,0.001130616,0.001368908,0.001766916,0.00134437,0.000781968,0.001021159
514.9859009,9.79E-05,0.001662728,0.001242464,0.001125841,0.001380204,0.001768527,0.001345227,0.000830413,0.001006525
513.9258423,0.000108502,0.001746799,0.001337281,0.001155688,0.001481155,0.001856804,0.00135486,0.000842473,0.001123142
513.0170898,0.000165857,0.001892525,0.001442403,0.001186576,0.00151843,0.001974013,0.001456584,0.000976117,0.001119508
511.956604,8.82E-05,0.001807776,0.001392462,0.001137546,0.001398487,0.001837826,0.001371895,0.00083145,0.001055695
511.0474548,0.00016016,0.001857636,0.001348446,0.001245346,0.001517209,0.001958437,0.001431781,0.000951756,0.001115875
509.9865112,0.000233477,0.001936205,0.001543446,0.0013425,0.001537108,0.002058872,0.001525054,0.00100707,0.001170794
508.925354,0.000258471,0.001926377,0.001508014,0.001330166,0.001708465,0.002019653,0.001519989,0.001060807,0.001268814
508.0155945,0.000141568,0.001824413,0.00146996,0.001122156,0.001578025,0.001991723,0.001491883,0.001000427,0.00124005
506.95401,0.000210711,0.001836709,0.001505572,0.001057719,0.001570386,0.002056792,0.001394176,0.000986702,0.001188029
506.0438538,0.00030564,0.002097029,0.001676553,0.001393812,0.001793844,0.002265745,0.001738456,0.001234209,0.001301138
504.9818115,0.000276343,0.002028131,0.001723642,0.001252926,0.001711921,0.002253125,0.001497753,0.001065841,0.001347745
504.0712891,0.000188776,0.002005817,0.001722499,0.00125573,0.001724915,0.002265277,0.001653556,0.001106792,0.001270917
503.0087891,0.000490842,0.002182979,0.001936257,0.001518846,0.002026804,0.00252588,0.001871336,0.001354419,0.001496376
501.9460754,0.000188413,0.002071435,0.001680295,0.00129514,0.001710908,0.002453269,0.001636536,0.001019342,0.001262921
501.0349731,0.000198876,0.002204573,0.001741731,0.001395189,0.001812507,0.002441425,0.001751061,0.00128042,0.001376076
499.9718018,0.000286963,0.002105171,0.001758884,0.001238882,0.001814327,0.002409433,0.00169373,0.001179723,0.001458091
499.0603333,7.32E-05,0.002200983,0.001704437,0.00132583,0.001685726,0.002418986,0.001697732,0.001135132,0.001357768
497.9967041,0.000278752,0.002236498,0.00176741,0.00149487,0.001756727,0.002358651,0.001791894,0.001214558,0.001433781
496.9328613,0.000194628,0.002115394,0.001665249,0.001264012,0.001731647,0.002214252,0.001662027,0.001128566,0.001338865
496.020813,0.000209183,0.002217322,0.001602629,0.001239219,0.001674162,0.002263949,0.001595016,0.001134665,0.001327051
494.956543,0.000246297,0.002319404,0.001917537,0.001621881,0.001998198,0.002459179,0.001852488,0.001437391,0.001574673
494.0441284,0.000289735,0.002383013,0.001904017,0.00152773,0.00200899,0.002352847,0.002009276,0.0013774,0.001705398
492.9794006,6.37E-05,0.002226507,0.001918447,0.00146487,0.001831665,0.002304415,0.0017278,0.001354574,0.001441027
492.0666199,0.000168628,0.002403003,0.001932331,0.001527808,0.001891511,0.002364481,0.001857506,0.001363066,0.001584182
491.0014648,0.000248835,0.002494195,0.001883191,0.001542485,0.001937219,0.002394049,0.001796625,0.001369506,0.001574985
489.9360962,0.000144131,0.002405138,0.00197651,0.001608734,0.001953081,0.002355606,0.001848459,0.001417964,0.001615048
489.0227356,0.00017461,0.002429763,0.002044724,0.001622817,0.00198777,0.002392982,0.002001552,0.001519625,0.001660364
487.9569397,0.000206567,0.0024288,0.002016272,0.001606656,0.002034893,0.002437858,0.001953783,0.00143978,0.001638641
487.0432129,0.00034885,0.002592905,0.002022773,0.001686791,0.002071539,0.002525047,0.001972895,0.001422457,0.001699343
485.9769592,0.000274582,0.002551736,0.001998614,0.001731673,0.002121246,0.002510207,0.002079602,0.001470376,0.001682166
485.0628662,0.000131158,0.002542597,0.001996247,0.001732426,0.00212429,0.00246803,0.001990552,0.001499546,0.001723928
483.9962158,0.000188076,0.002551241,0.002028443,0.001648385,0.002037442,0.002565302,0.001970633,0.001388255,0.001723304
482.9293518,0.000171192,0.002583895,0.002052032,0.001783759,0.002065323,0.002520673,0.00203237,0.001432378,0.001708984
482.014679,0.000130045,0.002657309,0.002097497,0.001750827,0.002147988,0.002515934,0.002078536,0.001453961,0.00180697
480.9473877,0.000169327,0.002592644,0.002071227,0.001717431,0.002190524,0.002556163,0.002123796,0.001593145,0.001766812
480.0323486,9.01E-05,0.002490524,0.002160813,0.001827948,0.0020995,0.002525516,0.002063866,0.001545187,0.001773024
478.9646301,0.000290926,0.002716096,0.002237747,0.001989408,0.002352873,0.002701874,0.002267957,0.001754232,0.001919045
478.0492554,0.000278467,0.002802637,0.002213029,0.00194099,0.002341474,0.002632958,0.002324401,0.001634795,0.001894293
476.9811096,0.000221977,0.002746965,0.002273916,0.00201817,0.002415237,0.002679995,0.002326743,0.001768969,0.001995753
476.0653687,0.000177018,0.002690986,0.002264002,0.00187157,0.002410552,0.002702499,0.002366902,0.001633106,0.002002073
474.9967957,0.000453655,0.002958023,0.002423099,0.002114639,0.002583817,0.002736519,0.00244861,0.001859507,0.002021551
473.928009,0.000263988,0.002848494,0.002375934,0.002094558,0.00255986,0.002831844,0.002435802,0.001818226,0.002133577
473.0117188,0.000214803,0.002813398,0.002388948,0.001906591,0.002471909,0.002634364,0.002387334,0.001784356,0.001936751
471.9425354,0.000334757,0.002944652,0.002444366,0.002090188,0.00253502,0.002752122,0.002449052,0.001741003,0.00206821
471.0258789,0.000142163,0.002835961,0.002296503,0.002104,0.002515101,0.00272537,0.002398032,0.001778352,0.001996169
469.9562683,5.06E-05,0.002797896,0.00224904,0.001974846,0.0025157,0.002738993,0.002402171,0.001804865,0.00205856
469.0392761,0.000147187,0.002827415,0.002382987,0.001976718,0.00248503,0.002777835,0.002527391,0.001859715,0.002060407
467.9692383,0.000241635,0.002955364,0.002321564,0.002077625,0.002626942,0.002774657,0.00252963,0.001924011,0.002094064
467.0519104,0.000377219,0.003184568,0.002581395,0.00223413,0.002718362,0.00291734,0.002684735,0.002009718,0.002272485
465.9814453,0.000183752,0.003188401,0.002501979,0.002213289,0.002793701,0.002941108,0.002674733,0.002019861,0.002344805
465.0637512,0.000213197,0.00290504,0.002566786,0.002254712,0.002612306,0.002905353,0.002614467,0.001845209,0.002206577
463.9929199,0.000219879,0.003003296,0.002547986,0.002347356,0.002774943,0.003033533,0.002819468,0.001972765,0.002282685
463.0748596,0.000334809,0.00326051,0.002649131,0.002421042,0.00284482,0.00313101,0.002824627,0.002098356,0.002402535
462.0036011,0.000149491,0.003216617,0.002652803,0.002345898,0.002922735,0.003092137,0.002689371,0.002164352,0.002363206
460.9321289,0.000439015,0.003296555,0.002883463,0.002587801,0.003069664,0.003294573,0.002976059,0.002348917,0.002506874
460.0135498,0.000314188,0.003365211,0.002842136,0.002405086,0.002957527,0.003212471,0.002865379,0.002218987,0.002406518
458.9416809,8.56E-05,0.003242931,0.002769889,0.002319587,0.002896414,0.003141127,0.002780961,0.002083556,0.002456159
458.0227661,0.000166401,0.003231378,0.002805399,0.002271496,0.002844299,0.003174946,0.002803914,0.00205895,0.002365679
456.9505005,0.000272872,0.003319013,0.002782681,0.002477116,0.003089895,0.003373533,0.002947519,0.002254972,0.002539863
456.0312195,0.000369757,0.003425686,0.002916063,0.002607931,0.003132862,0.003482751,0.003023315,0.00223936,0.002642698
454.9585266,0.000114664,0.003432731,0.002751914,0.002517132,0.003037965,0.003352585,0.003086897,0.002375595,0.00256387
454.0389404,2.22E-05,0.003447238,0.002839922,0.002642151,0.003136486,0.003267682,0.002963131,0.002230175,0.002469748
452.9658508,0.000216331,0.003427199,0.002909861,0.002664914,0.003190279,0.003554099,0.003092085,0.002430466,0.00266916
452.0458984,0.00012919,0.003483481,0.002872076,0.002524527,0.003151765,0.003413997,0.003122511,0.002338273,0.002545773
450.9724426,0.000172383,0.00365412,0.00309099,0.00278638,0.003318961,0.003540684,0.003308866,0.002476856,0.002868636
450.0521545,0.000324472,0.003766359,0.003103921,0.002859698,0.003391352,0.003747533,0.003415772,0.002583061,0.002872519
448.9782715,0.000288984,0.003669418,0.003281453,0.002877678,0.003503,0.003783906,0.003303519,0.002669498,0.0029452
448.0576477,0.000292273,0.003775524,0.003361533,0.003030014,0.003572368,0.003885652,0.003376977,0.002707813,0.003012367
446.9833984,0.000294734,0.003870948,0.003429391,0.003103947,0.003642687,0.00387006,0.003504958,0.002761631,0.003071255
446.0624084,0.000216668,0.003838589,0.003306388,0.003085489,0.003606691,0.003936117,0.00348142,0.00267054,0.002968448
444.9877625,0.000323151,0.003935594,0.00338963,0.003146237,0.003699388,0.003957563,0.003621386,0.002825357,0.003058611
444.0664673,0.000315043,0.004057965,0.003484995,0.003198884,0.003765262,0.004096873,0.003605125,0.003049904,0.003144412
442.9914246,0.000222133,0.004050806,0.003499008,0.003253885,0.00372547,0.003971931,0.003621125,0.00280949,0.003179979
442.0697937,6.47E-05,0.003893723,0.003366646,0.003052328,0.003673151,0.003982668,0.003625302,0.002817384,0.003178858
440.9943542,0.000196493,0.004006729,0.003477636,0.003265647,0.003744791,0.004108135,0.003617836,0.002908845,0.003281427
440.0723877,0.000309758,0.004255179,0.003703095,0.003433566,0.003923866,0.004241638,0.003721189,0.003104103,0.003326108
438.996582,0.000217833,0.004285817,0.003604472,0.003387647,0.003973759,0.004383785,0.003793881,0.002991332,0.003483064
438.0742798,0.000201465,0.004275595,0.003765314,0.00345303,0.004029224,0.004312902,0.003817958,0.003186315,0.003503131
436.9980774,0.000175931,0.004297738,0.003819368,0.003593118,0.004167041,0.004554752,0.003949099,0.003261422,0.003515735
436.07547,0.000301676,0.004461113,0.003756619,0.003667068,0.00413419,0.004626145,0.003974595,0.003369125,0.003587376
434.9988708,0.000301728,0.004594462,0.003950666,0.003827908,0.004310706,0.004728926,0.004227209,0.0034714,0.003739256
434.0759277,0.000228659,0.004574738,0.004047801,0.00380921,0.004346655,0.004626302,0.004206011,0.003520276,0.003691948
432.9989624,0.000249405,0.004610945,0.003950458,0.003714714,0.004252382,0.004459308,0.0041638,0.003467329,0.003743851
432.0756836,0.000138926,0.004574711,0.004066535,0.003904432,0.004409176,0.00453223,0.004227262,0.003408075,0.003692
430.9983521,0.000168654,0.004776269,0.004160115,0.004038003,0.004609061,0.004681065,0.004394166,0.003669209,0.003813205
430.0747681,0.000181032,0.004855526,0.004175143,0.004053967,0.004617747,0.004804013,0.004376698,0.003651066,0.003870556
428.9970398,0.000190122,0.00485639,0.004238606,0.004265949,0.004621122,0.004932074,0.004368253,0.003764139,0.004023058
428.0731201,0.000282637,0.00510365,0.004326288,0.00447657,0.004697079,0.004911548,0.004502725,0.003762312,0.004142004
426.9950256,0.000212964,0.005109439,0.004405201,0.004676983,0.004913879,0.004991353,0.00458201,0.00386622,0.004425363
426.0707703,0.0001099,0.005198502,0.004440086,0.004896992,0.004869164,0.00511507,0.004684833,0.004052843,0.004434542
424.9923096,0.00016754,0.005172017,0.004610421,0.005095871,0.005028014,0.005117375,0.004855291,0.004142919,0.004528227
424.067749,3.47E-05,0.005271468,0.004556452,0.005279381,0.005043858,0.005181552,0.004825136,0.004000093,0.00458167
422.9888916,0.000171062,0.005361325,0.004657385,0.005568282,0.005299401,0.005289443,0.005034168,0.004296954,0.004821497
422.0640259,0.000170156,0.005502265,0.004950585,0.005826363,0.005282002,0.005506145,0.005113027,0.004408757,0.004935766
420.9848022,0.000106353,0.005548198,0.004900108,0.005960186,0.00540567,0.005401214,0.005191062,0.004415164,0.00493155
420.0596008,0.000121215,0.005555985,0.005000806,0.006234466,0.005415656,0.005436468,0.0052509,0.004462551,0.004978732
418.980011,0.000188853,0.005726234,0.004956083,0.006538982,0.005530553,0.005584329,0.005359647,0.004562312,0.005101083
418.0545044,0.000233632,0.005862072,0.005163686,0.006791672,0.005609738,0.00569059,0.005528325,0.004688732,0.005118789
416.9745483,0.000236533,0.00589222,0.005247075,0.006871666,0.005780454,0.005919956,0.005632657,0.004813043,0.005136182
416.0487366,0.000230084,0.006021836,0.005396339,0.007154496,0.005915889,0.006021416,0.00567606,0.004887018,0.005161512
414.9684143,0.000193256,0.006176645,0.005478567,0.007298942,0.006101531,0.006085675,0.005929823,0.005010233,0.00513516
414.0422668,0.000116839,0.006220154,0.005399379,0.007314158,0.005958112,0.006080031,0.005797505,0.00510014,0.005089873
412.9616089,0.000170648,0.006263038,0.005530972,0.007390061,0.006012151,0.006143142,0.005904815,0.00528622,0.005175003
412.0351563,0.000167152,0.006230816,0.005626652,0.007465478,0.006301724,0.00617654,0.006034593,0.00526683,0.005217076
410.9541016,9.32E-05,0.006499145,0.005653558,0.007633236,0.006249409,0.006414728,0.006138496,0.005358677,0.005365203
410.0273438,0.000136026,0.006581871,0.005766629,0.007678526,0.006371277,0.006446307,0.006319715,0.005524602,0.005367405
408.9459534,5.66E-05,0.006575011,0.005728699,0.007679817,0.006419956,0.006584709,0.006331902,0.00554631,0.005564978
408.0188904,4.36E-05,0.006655386,0.005935386,0.00771523,0.00650779,0.006592278,0.00640745,0.00565264,0.005540464
406.9371338,0.000100475,0.006833849,0.006137314,0.008088505,0.006917428,0.006697208,0.006708723,0.00585302,0.005775233
406.0097656,5.69E-05,0.006980004,0.00610854,0.007891995,0.006949754,0.006854467,0.006611753,0.005930479,0.005856247
404.9276428,1.77E-05,0.007017964,0.006255055,0.007888779,0.007051087,0.006929843,0.006711536,0.006117282,0.005962311
403.9999695,0.00015682,0.007229661,0.006468087,0.007954368,0.00717026,0.00705406,0.006849681,0.006185625,0.006031443
403.0721436,0.000142888,0.007302627,0.006459443,0.007976172,0.007290308,0.007086107,0.006950964,0.006275749,0.006213905
401.9895325,0.000190563,0.007485256,0.006700336,0.00803041,0.007484887,0.007327084,0.007203078,0.00660032,0.006471845
401.0614014,0.000162698,0.007491287,0.006722314,0.007947066,0.007468059,0.007351621,0.007160417,0.006576194,0.006524029
399.9784241,7.27E-05,0.007761397,0.006856676,0.007900588,0.007673467,0.007478724,0.007424924,0.006729491,0.006761935
399.0500183,5.62E-05,0.007717575,0.007039511,0.007996581,0.007842282,0.007593668,0.007542803,0.006832061,0.006747842
397.9666748,0.000114949,0.007864475,0.007106525,0.007930773,0.008115432,0.007780872,0.007683058,0.006973849,0.006947018
397.0379639,4.57E-05,0.008128198,0.007303812,0.007969871,0.008360413,0.007911291,0.007859809,0.007373026,0.007082581
395.9542847,3.26E-05,0.008137614,0.007353043,0.008050082,0.00827872,0.007998558,0.00788298,0.007337852,0.007137154
395.0252686,4.67E-05,0.008248827,0.007550258,0.00795226,0.008501512,0.008151909,0.008229173,0.007506904,0.007396671
393.9412231,3.85E-05,0.008410502,0.007654603,0.0080307,0.008555102,0.008320303,0.00830967,0.007621777,0.007457735
393.0119019,2.94E-05,0.008518433,0.00780077,0.00817412,0.008830287,0.008578547,0.008594943,0.00779679,0.007597224
391.9275513,-6.51E-05,0.008698589,0.007854327,0.008186094,0.008723547,0.008596369,0.008682216,0.007744269,0.007550916
390.9979248,-0.000113262,0.008868648,0.007962304,0.008328747,0.00898647,0.00880078,0.008761079,0.008011214,0.007653259
390.0681763,0.000147057,0.009082914,0.008200893,0.008467328,0.009318312,0.009079874,0.009076253,0.008222578,0.007951073
388.9833069,-9.52E-05,0.009046121,0.008231204,0.008520255,0.009457526,0.009086218,0.009092483,0.008255502,0.007942373
388.0532837,-0.000141625,0.009208595,0.00836445,0.008801441,0.009638839,0.009280387,0.009323522,0.0083787,0.008194061
386.9680786,-0.000102238,0.009446177,0.008555789,0.008910869,0.009725395,0.009442182,0.009625818,0.008585913,0.008221523
386.0377502,6.17E-05,0.009769632,0.008899349,0.009320533,0.010197598,0.00972566,0.009976212,0.0088659,0.008778592
384.952179,-0.0001129,0.009862966,0.008867538,0.009534837,0.010249305,0.009900146,0.009931451,0.009173245,0.008847327
384.0215759,-1.59E-05,0.009990091,0.009085584,0.009579558,0.010414748,0.010063656,0.01021008,0.009289723,0.008896337
382.9356689,-0.000221683,0.01015639,0.009209785,0.009629391,0.010682704,0.010085778,0.010428457,0.009329737,0.008958274
382.0047607,2.03E-05,0.010513233,0.009576329,0.009919268,0.011056655,0.010557923,0.010865326,0.009819726,0.009427156
381.0737305,0.000126808,0.01070109,0.009741517,0.010267566,0.011345414,0.010699233,0.011222406,0.010035787,0.009712609
379.9873657,7.69E-05,0.01086254,0.009962466,0.010365885,0.011333085,0.011029226,0.011762462,0.01013143,0.009941435
379.0560303,2.68E-05,0.011115634,0.010083076,0.01066485,0.011761717,0.01123893,0.012419229,0.010304675,0.010046674
377.9693298,1.22E-05,0.011036846,0.010274458,0.010802639,0.011912013,0.011352163,0.013055332,0.010539383,0.009967604
377.0377197,9.10E-05,0.011554871,0.010507955,0.010968055,0.012103298,0.011696002,0.013512718,0.010845367,0.010274961
375.9506836,-8.55E-05,0.011755493,0.010572696,0.01116174,0.012205495,0.011652126,0.01387225,0.010779897,0.010247741
375.0187683,-8.24E-05,0.011881418,0.010686737,0.011362765,0.012412678,0.011956846,0.014054213,0.011038705,0.010516283
373.9313965,4.49E-05,0.012188962,0.01116923,0.011800788,0.012826139,0.01243151,0.014562306,0.01141833,0.010782524
372.9992371,0.000251192,0.01245948,0.011460774,0.012037797,0.013309201,0.01275741,0.015055505,0.012024544,0.011211861
372.066925,4.31E-05,0.012677019,0.011630003,0.01207881,0.013401323,0.012729901,0.015512347,0.01203133,0.011413335
370.9790955,-0.000148198,0.012826192,0.011774616,0.01239872,0.013757477,0.012896532,0.015538665,0.011982339,0.011552345
370.0465088,-3.40E-05,0.012897786,0.012003521,0.01265551,0.013881497,0.013195323,0.015920904,0.012291871,0.011818717
368.958313,-6.98E-05,0.01324656,0.012131087,0.012898265,0.014116703,0.013501663,0.016106684,0.012709935,0.01206308
368.0254822,-7.08E-05,0.013516404,0.012492941,0.013267591,0.014438492,0.013975479,0.016572459,0.013149188,0.01263872
366.9369812,4.69E-05,0.013874014,0.012831738,0.013639527,0.014829084,0.01416508,0.017043527,0.013510555,0.012826379
366.0038452,-0.000278547,0.014050711,0.012960029,0.013619441,0.014873603,0.01428352,0.016799441,0.013515095,0.012773592
365.0705872,0.000207215,0.014470553,0.013298685,0.014173077,0.015274964,0.014887319,0.016900191,0.014046379,0.013333651
363.9815979,-0.000165069,0.01438203,0.013252485,0.014141172,0.015582534,0.014736472,0.016569017,0.014104589,0.013317369
363.0480652,-9.16E-05,0.014856754,0.013744785,0.014523547,0.015961722,0.015235095,0.016807431,0.014527482,0.013677246
361.9588013,4.30E-05,0.015147462,0.013883688,0.014728678,0.015985463,0.01533594,0.016840423,0.014593386,0.013896732
361.0249939,-4.95E-05,0.015699185,0.014024964,0.015003571,0.016253358,0.015614866,0.016756957,0.015133443,0.014047636
359.9353943,5.06E-05,0.015956324,0.01468463,0.015751874,0.016829658,0.016155632,0.017171992,0.015407573,0.01441695
359.0013123,8.27E-05,0.016208349,0.014840923,0.015888575,0.017246971,0.016398873,0.017411117,0.0157333,0.014801872
358.0671082,-0.000146956,0.016299851,0.014871702,0.015883205,0.017373772,0.016552694,0.017290555,0.015944133,0.014814594
356.9770508,5.41E-06,0.016721444,0.015406983,0.016362075,0.017516995,0.016807593,0.01759783,0.016317589,0.015069976
356.042572,-7.20E-06,0.016802697,0.015471116,0.016546106,0.018069904,0.01710373,0.017944789,0.016685586,0.015357608
354.952179,-6.94E-05,0.017114285,0.015771711,0.016948855,0.01812334,0.017367143,0.018199537,0.016981935,0.01568421
354.0174561,0.000107414,0.017714161,0.016051777,0.017178563,0.018534902,0.017759329,0.018614089,0.017246621,0.016167266
