Wavelength (nm),BLANK,ELA_FISH905,ELA_FISH923,ELA_FISH110,ELA_FISH104,ELA_FISH937,ELA_FISH121,ELA_PREFILTER1,ELA_FISH915
732.0124512,4.98E-05,0.000112127,-0.000216612,-0.000383926,-3.94E-05,-0.000137122,-0.000167346,-0.000457423,-0.000264474
731.0144653,0.000553069,0.00051129,6.34E-05,-0.000282531,0.000114561,0.000337425,-5.64E-05,-0.000161912,-3.34E-05
730.0161133,-2.66E-05,4.48E-05,-0.00018194,-0.000432546,-0.000341612,4.36E-05,-0.000580338,-0.000674685,-0.000532924
729.0174561,0.000280591,0.000125384,-0.000165483,-0.000304157,8.34E-05,0.000192634,-0.000124442,-0.000252988,-4.83E-05
728.0184326,0.00037696,0.000372296,4.87E-05,-0.000233222,0.000255207,0.000389888,0.000104618,-0.000138157,0.000148663
727.019043,0.000261967,0.000381649,0.000155007,-4.37E-05,0.000237465,0.000389474,0.000371467,-0.000163154,9.44E-05
726.0193481,8.58E-05,0.0003002,-0.000171797,-0.000161447,9.50E-05,0.000148973,3.71E-05,-0.000199742,-0.000111658
725.0192871,0.00043645,0.000346674,-6.11E-05,-8.67E-05,7.62E-05,0.000125772,0.000142577,-0.000189703,8.11E-05
724.0189209,0.000344394,0.000447203,-8.26E-05,-0.000205796,6.84E-05,0.000372374,4.58E-06,-0.000333387,-5.10E-05
723.0181885,0.000276732,0.000342658,0.000403957,-0.000123044,0.0001801,0.000389655,0.000256942,-0.00019198,-8.70E-05
722.0170898,0.000230628,0.000318644,0.00022853,-0.000144834,0.000157312,0.000514452,0.000167333,-9.59E-05,0.000170078
721.015686,0.000237646,0.000407429,0.000342762,-8.02E-05,0.00030665,0.000548611,0.000209882,-4.30E-05,9.11E-05
720.013916,0.000164744,0.000456325,0.000141878,8.78E-06,0.000227027,0.000396961,0.000302505,4.98E-05,8.95E-05
719.0118408,0.000386442,0.000357892,0.000226717,-3.94E-05,0.000332788,0.000584432,0.000322581,2.54E-06,0.000176319
718.0093994,2.87E-05,0.000327115,0.000170389,-8.07E-05,0.000244173,0.000401677,-5.64E-06,-3.84E-05,-0.000194878
717.0066528,0.000294268,0.000351544,0.000298076,0.000292765,0.000303308,0.000518287,0.000214674,6.97E-05,0.000195302
716.00354,0.00014395,0.000293206,0.000165417,0.000285357,0.000295123,0.00035784,0.000223635,6.10E-05,5.52E-05
715.000061,8.43E-05,0.000567273,0.000271836,0.000339783,0.00025961,0.00055224,0.000419089,0.0001302,5.39E-05
713.9962769,0.000157104,0.000549985,0.000238087,0.000518365,0.000270903,0.000481928,0.000472702,-5.59E-05,0.000274245
712.9921875,0.000218455,0.000283,0.000316442,0.000678042,9.75E-05,0.000455754,0.000514555,-2.57E-05,0.000120594
711.9876709,0.000434895,0.00074766,0.000284373,0.00074862,0.000404527,0.000674387,0.000418571,7.25E-05,0.000253109
710.9829102,0.000271862,0.000600892,0.000271188,0.000443394,0.00014048,0.000529639,0.000411212,-0.000112641,0.000233477
709.9777832,0.000491024,0.000711359,0.000507947,0.000659194,0.000367037,0.000699769,0.000642654,3.37E-05,0.000259869
708.97229,0.000374058,0.000540343,0.000228866,0.000743071,0.000423079,0.000521397,0.000483327,-2.00E-05,0.000160186
707.9664917,0.000273986,0.000730132,0.000399786,0.000739804,0.000335508,0.000730858,0.000705655,0.000146099,0.000203874
706.9603271,0.000184658,0.000841228,0.000329161,0.00064421,0.000364291,0.000723727,0.000398672,0.000181758,0.000270826
705.9538574,0.000230602,0.000721238,0.000284425,0.000772114,0.000491127,0.000780957,0.000433081,-1.83E-05,7.55E-05
704.9470825,1.34E-05,0.00054024,0.000152366,0.000434947,5.20E-05,0.000543713,0.000279115,-0.000159532,0.000112593
703.9399414,0.000342114,0.000785443,0.000286082,0.000549441,0.000180722,0.000908226,0.000240133,-0.000248382,0.00023516
702.9324951,0.000319499,0.00053827,0.000321985,0.000217005,0.000215554,0.000731791,0.000227027,-7.53E-05,0.000200689
702.0686646,0.00025329,0.00075015,0.000233373,0.000283725,0.000313825,0.000849216,0.000322504,9.44E-05,0.000120179
701.0606079,0.000366208,0.000781916,0.000400667,0.000218481,0.000177096,0.00076366,0.00029849,-1.85E-05,0.0002248
700.0521851,0.000215969,0.000926333,0.000330431,0.00011702,0.000210219,0.000726424,0.000369446,0.000108217,0.000310613
699.043396,0.000469255,0.000918343,0.000349938,0.000226561,0.000340508,0.000987688,0.000454329,0.000177821,0.0004528
698.0343628,0.000329653,0.000964105,0.000279115,9.09E-05,0.000187533,0.000626219,0.000322685,2.56E-06,0.000168758
697.0249023,0.000143846,0.000877177,0.000508128,5.06E-05,0.000321338,0.000775407,0.000259118,0.000115286,3.53E-05
696.0151978,0.000407714,0.001098591,0.000303049,0.000152262,0.000325586,0.001029384,0.000506236,3.52E-05,0.000322763
695.005127,0.000233269,0.000746545,0.000425981,0.000168343,0.000260025,0.000752976,0.000365975,-0.000141625,3.93E-05
693.994751,0.000348461,0.001216609,0.000671146,0.000367063,0.000554365,0.000992774,0.000490635,0.000186212,0.000416291
692.9840088,0.000326389,0.000959513,0.000406548,0.000130873,0.000302168,0.000685043,0.00039393,-3.57E-06,0.000283881
691.9729614,0.000545993,0.001199684,0.000537466,6.34E-05,0.000433262,0.000909134,0.000590083,-8.74E-05,0.00039634
690.9616089,0.000416524,0.001142789,0.000501882,0.000331208,0.000390225,0.000980502,0.000565407,-6.01E-05,0.00042212
689.9498901,0.000364576,0.001168614,0.000674205,9.45E-05,0.000325016,0.000840372,0.000390329,-4.71E-05,0.000276706
688.9378662,0.000492112,0.001185537,0.000529665,7.24E-05,0.000254482,0.000902104,0.00035043,2.39E-05,0.000206386
688.0701904,9.89E-05,0.00116851,0.00043562,-3.85E-05,0.000152417,0.000754506,0.000305147,-1.53E-05,0.00017057
687.0575562,0.000289709,0.001237324,0.000637495,6.31E-05,0.000252177,0.000901352,0.000512612,-6.16E-05,0.00013323
686.0445557,0.000124918,0.00124018,0.000330431,3.97E-05,0.00024495,0.000890172,0.000536507,-0.000141573,0.000344109
685.031311,0.000739829,0.001441001,0.000690669,0.000284994,0.000543065,0.000980917,0.000702544,0.000370405,0.000729198
684.0177002,0.000324446,0.001104534,0.000339239,0.000225422,0.000323307,0.000903998,0.000543998,0.000123753,0.00024078
683.0037842,0.000323307,0.001194233,0.000499446,0.000178158,0.000294371,0.000796361,0.000614087,-5.53E-05,0.000443705
681.989502,0.000172979,0.001073107,0.00034328,6.55E-05,0.000339731,0.000710607,0.00033499,-2.73E-05,0.000130692
680.9749756,0.000309888,0.000877229,0.000332063,3.42E-05,0.000111816,0.000738766,0.00027023,-0.000250349,0.000136958
679.960083,0.000319939,0.000847012,0.000312971,-0.000154356,0.000140506,0.000625104,0.000195509,-0.000210971,7.45E-05
678.9448853,0.000158063,0.000898525,0.00066845,9.39E-05,0.000148274,0.000690358,0.000440155,-0.000180232,0.000336337
677.9293213,0.000408206,0.000920289,0.000543738,5.46E-05,0.000472754,0.001100589,0.000442254,0.000106922,0.00028717
677.0585938,0.000626348,0.0007404,0.000374084,3.86E-05,9.76E-05,0.000609187,0.000310458,-0.000255057,0.00025544
676.0424805,0.00024754,0.000587465,0.000362658,-7.14E-05,0.000147368,0.000752821,0.000230446,-8.04E-05,0.000113602
675.026062,0.000377348,0.000947968,0.00043391,0.000104566,0.000421032,0.000962081,0.000479854,3.13E-05,0.00022752
674.0092773,0.000185487,0.000673557,0.000468297,-5.37E-05,7.26E-05,0.00079273,0.000499239,-0.000247969,0.000196856
672.9921875,0.000106482,0.000843692,0.000573209,4.17E-05,0.000267329,0.000584018,0.000288181,-6.22E-05,0.000110573
671.9747925,0.000446296,0.00080121,0.000615435,8.34E-05,0.000271033,0.000822503,0.000652946,0.000176578,0.000365223
670.9570923,0.000296677,0.000475086,0.000537674,7.27E-05,0.000401548,0.000882313,0.000600296,-0.000115022,0.000160497
669.9390869,5.33E-05,0.000515385,0.000487396,-3.50E-05,0.00012282,0.000488691,0.000353254,-0.000245123,9.38E-05
669.0662231,0.000607606,0.000990309,0.000921819,0.000109253,0.000570461,0.00111546,0.000533527,3.57E-05,0.000416005
668.0476074,0.000386572,0.000943117,0.000619764,-3.82E-05,0.00029362,0.000845819,0.000308878,0.000107518,0.000231094
667.0286255,0.000292973,0.000791926,0.000738637,0.000127766,0.000270567,0.000812725,0.000373229,8.18E-06,0.000239615
666.0093994,0.00047887,0.000850591,0.000579533,-4.18E-05,0.000224204,0.000872067,0.000215269,7.04E-05,0.000129604
664.9898682,0.000783783,0.001129656,0.001082372,0.000533449,0.000670057,0.001012025,0.000730469,0.000296988,0.000440207
663.9699707,4.45E-05,0.000617716,0.000684239,0.000147472,0.000521216,0.00093466,0.000479906,-1.48E-05,0.000145478
662.9497681,0.000433832,0.000814515,0.000935205,-7.97E-06,0.000376778,0.00083381,0.00038253,-9.01E-06,0.000342684
661.9292603,0.000339213,0.000771284,0.000586713,3.18E-05,0.000505977,0.000797191,0.000415669,6.21E-07,0.000182975
661.0543213,0.000271784,0.000657431,0.000522123,0.000118108,0.00031108,0.000821491,0.000263547,5.13E-05,0.00028888
660.0332031,0.000566495,0.000846467,0.000742085,0.000145581,0.000522486,0.000915982,0.000405201,0.000159254,0.000246867
659.0118408,0.000302687,0.000755025,0.000532075,0.000212835,0.000156302,0.000743123,0.000323462,-3.82E-05,0.000300796
657.9901123,0.000367425,0.000905036,0.000744601,9.02E-05,0.000574142,0.0009068,0.000428443,8.51E-05,0.000387634
656.9680786,0.00022063,0.000710141,0.000539125,0.000278467,0.000423597,0.000872197,0.000191262,8.02E-06,0.000266785
655.9457397,0.000513545,0.000946464,0.000748153,0.00026922,0.000468633,0.000876555,0.000347011,9.68E-06,0.000254819
655.0692139,0.000207603,0.000792315,0.000634151,5.02E-06,0.000406134,0.001001984,0.000277586,-4.78E-05,0.00036797
654.0463257,0.000453578,0.000825952,0.000641514,0.000164019,0.000637366,0.000913855,0.00020491,0.000111997,0.00045832
653.0231323,0.000122251,0.000637081,0.000445674,0.000128465,0.000274504,0.000830594,0.000392946,-0.000132619,0.000114975
651.9995728,0.000361648,0.000731195,0.000309758,-3.17E-05,0.000448317,0.000725153,0.000346156,-0.000180595,0.000254223
650.975769,0.000162983,0.000925892,0.000400433,0.000102054,0.000388593,0.000544101,0.000369317,-0.000262197,0.000170518
649.9516602,0.000345223,0.000571887,0.000466949,0.00013701,0.000423286,0.000833655,0.000301728,1.50E-05,0.000130355
648.9271851,0.000527903,0.001048533,0.00055478,7.90E-05,0.000480865,0.000838168,0.00039919,0.000285513,0.000390925
648.0488281,0.000220553,0.000846156,0.000421602,0.000291729,0.000557009,0.000978296,0.000455418,4.20E-05,0.000488095
647.0238647,0.000417301,0.000962834,0.000623082,-9.60E-05,0.00048724,0.000775692,0.000206412,-0.000171176,0.000200663
645.9985352,0.000623471,0.001026192,0.000808316,0.000338176,0.000830153,0.001064284,0.00060618,0.000221563,0.000650147
644.9729004,0.000254741,0.000869318,0.0004329,2.36E-05,0.000663291,0.000991865,0.000292247,-0.000105654,0.000312427
643.9469604,0.000268443,0.000858528,0.000458916,0.000280487,0.000583836,0.00090488,0.000670291,1.94E-05,0.000368565
643.0673828,0.000251089,0.001129734,0.000732647,0.000293335,0.000597471,0.001000531,0.000470447,0.000172538,0.000439274
642.0408936,0.000354679,0.00094112,0.000962808,0.000284787,0.000784872,0.000971732,0.000415254,0.000139859,0.000305044
641.0140991,0.000258678,0.000870537,0.000345404,6.07E-05,0.000580285,0.000868488,0.000173833,-0.000282531,0.000340301
639.9869995,0.000419115,0.000805723,0.000472961,9.63E-05,0.000601152,0.001025985,0.000469618,-4.92E-05,0.000376105
638.9595947,0.000351777,0.001068307,0.000752198,0.000196182,0.000697436,0.000940938,0.000438263,5.69E-05,0.000243733
637.9318848,0.000488147,0.000918058,0.000611831,8.88E-05,0.000396625,0.000728576,0.000586065,-0.000135828,0.000403024
637.0507813,0.000447048,0.001308148,0.000564577,0.000204418,0.000601748,0.000979308,0.000396158,2.83E-05,0.000473557
636.022522,0.000438263,0.000871912,0.000647165,9.18E-05,0.000569398,0.000776055,0.000422328,0.000173056,0.000253783
634.9939575,0.000470344,0.000826159,0.000494445,0.000290201,0.000579896,0.000892092,0.000349264,0.000125669,0.000452386
633.9650879,0.000420721,0.0010038,0.000703347,0.000282042,0.000787569,0.001138506,0.000484674,0.000178676,0.000413078
632.9359741,0.000523704,0.001231613,0.000689969,0.00053897,0.000641773,0.001369168,0.000594723,0.000172771,0.000272302
632.0535889,0.000360949,0.001020328,0.000536637,2.11E-05,0.000403258,0.000841747,0.000652532,9.75E-05,0.000259843
631.0238647,0.000557061,0.001050454,0.000629926,0.00025803,0.000642136,0.001045471,0.000466146,6.31E-05,0.000575749
629.9938354,0.000517614,0.000921145,0.000524482,0.000120076,0.000555583,0.000860032,0.000423546,2.14E-05,0.000416394
628.963562,0.000558694,0.000861666,0.000551177,0.000232026,0.000572068,0.000769002,0.000405564,-4.34E-05,0.000279995
627.9329224,0.00040831,0.001077597,0.000837545,0.000266681,0.000760756,0.000968775,0.000632233,0.000241272,0.000404864
627.0493164,0.000571265,0.001196569,0.00075225,0.000406237,0.00069798,0.001008652,0.000672702,0.000200041,0.000595734
626.0181885,0.000327736,0.000887656,0.000330871,0.000112955,0.00036284,0.000746468,0.000510175,-3.91E-05,0.000313152
624.9867554,0.000380768,0.000778441,0.00062583,0.000173289,0.000441425,0.000810521,0.000580104,-1.71E-06,0.000435128
623.9549561,0.000618468,0.00100886,0.00073384,0.000432511,0.000669616,0.001010806,0.000592701,0.000134731,0.000458164
623.0703735,0.000398879,0.000943403,0.000776393,0.000130977,0.000632129,0.000837805,0.000506107,9.45E-05,0.000472624
622.0380859,0.000807279,0.00124506,0.000842317,0.000398697,0.000764101,0.001176868,0.000607917,0.000190148,0.000612091
621.0054932,0.000368565,0.001022352,0.000713796,0.000458734,0.000514037,0.000670368,0.000445985,3.86E-05,0.00035841
619.9726563,0.00050564,0.00108232,0.000789696,0.000515981,0.000564189,0.001127684,0.000616575,0.000259429,0.000580752
618.9394531,0.000393412,0.000996328,0.000686209,0.000160963,0.000466845,0.000987429,0.000562582,-3.38E-05,0.00047817
618.0536499,0.000298335,0.001123479,0.000574427,0.000194085,0.000359161,0.000863819,0.00056748,0.000124892,0.000260595
617.0199585,0.00038753,0.000988337,0.000888409,0.000165857,0.000570902,0.001128514,0.000528032,0.000208328,0.000368099
615.9859619,0.000350871,0.00097028,0.000777508,0.000253109,0.000620386,0.000955025,0.00065878,0.000101847,0.00037411
614.9516602,0.000340793,0.00095256,0.000681517,0.000206386,0.000711748,0.000865246,0.000617249,7.56E-05,0.000329887
614.0648804,0.00052189,0.00110033,0.000854041,0.000422665,0.000789125,0.00114689,0.000735992,0.000214466,0.000542857
613.0300293,0.000437616,0.000927111,0.000744367,0.000295977,0.000460341,0.000881146,0.000620412,0.000160471,0.000607736
611.9949341,0.000380665,0.000895983,0.000710115,0.000193334,0.00062513,0.001053541,0.00053192,-1.70E-05,0.000485996
610.9595337,0.000324058,0.001053126,0.000717012,0.000351389,0.00070397,0.001158881,0.000690435,0.00021672,0.000542002
610.0717773,0.000394267,0.001043941,0.000827275,0.000240495,0.000551125,0.001031589,0.000541432,0.00014698,0.000561882
609.0358276,0.000189682,0.001070071,0.000610509,0.000190873,0.000628733,0.001012077,0.000628215,9.20E-05,0.000471665
607.9996338,0.000206049,0.00091606,0.000523108,0.000225992,0.000417975,0.001089923,0.000431708,3.27E-05,0.000396936
606.9630737,0.000301521,0.001028502,0.000623108,0.000351518,0.000567688,0.001175233,0.000564681,0.000183622,0.000550996
605.9262695,0.000435024,0.001030889,0.000731843,0.000509709,0.000653258,0.001249785,0.000562841,0.000253731,0.000542754
605.0373535,0.000516655,0.001118886,0.000742397,0.000392505,0.000631766,0.001264141,0.000698317,0.000253523,0.000717815
604,0.000319006,0.001027464,0.000607243,0.000403258,0.000424297,0.001092337,0.000643095,0.000248214,0.000560793
602.9624023,0.000549855,0.001275824,0.000807486,0.000421525,0.000619893,0.001226136,0.000852822,0.000261113,0.000669305
602.0727539,0.000265309,0.001124803,0.000703892,0.000338695,0.000514737,0.001032186,0.000614164,2.83E-05,0.000507195
601.0346069,0.000269997,0.000988986,0.000534227,0.000323617,0.000735629,0.001219828,0.000584691,0.000120956,0.000520309
599.9961548,0.000420307,0.001065141,0.000709389,0.000336,0.000748231,0.001109309,0.000713796,0.000277016,0.000644858
598.9574585,0.000283907,0.001016696,0.000804141,0.000278078,0.000657898,0.000948747,0.000655746,0.000179194,0.000517225
598.0668945,0.000257642,0.001178503,0.000849917,0.000369291,0.000641099,0.00110456,0.000614476,0.000326545,0.000610535
597.0276489,0.000400433,0.001172352,0.000728654,0.000308904,0.000636692,0.001002451,0.000739907,0.000125047,0.000512715
595.9881592,0.000371623,0.001155532,0.000785287,0.000263677,0.000593038,0.001091532,0.000551721,3.64E-05,0.000569321
594.9483032,0.000312142,0.001086186,0.000810391,0.000306054,0.000572198,0.000956997,0.000593453,0.000109693,0.000647554
594.0568237,0.000318644,0.001194259,0.000731013,0.000270955,0.000636821,0.001115304,0.000678172,0.000213016,0.000560482
593.0165405,0.000219491,0.001047755,0.000772217,0.000303153,0.000621812,0.001071187,0.000706407,0.000186056,0.000565692
591.9758911,0.000338876,0.001181229,0.000796309,0.000292221,0.000874116,0.001181955,0.000793534,0.000314292,0.000599959
590.9349976,0.000327996,0.001116861,0.000729302,0.000397117,0.000655669,0.001018434,0.000645221,9.06E-05,0.000398568
590.0426025,0.000479155,0.00107264,0.000726476,0.000258626,0.0009571,0.001056993,0.000705551,0.000201517,0.000613879
589.0012207,0.000365638,0.001164305,0.00084517,0.000472132,0.001228238,0.001070045,0.00073358,0.000215269,0.000531557
587.9595337,0.000246841,0.00097923,0.000584121,0.000297609,0.000959409,0.001167705,0.000750902,6.45E-05,0.000533553
587.0664063,0.000534745,0.001192598,0.000959435,0.000602474,0.001376439,0.001326739,0.000834926,0.000299604,0.000746053
586.024231,0.000519739,0.00114772,0.000881249,0.000351544,0.001255418,0.001368675,0.000975806,0.000319006,0.000739389
584.9817505,0.000276809,0.00087186,0.000807798,0.000420695,0.000996899,0.001117251,0.000775277,0.000116166,0.000518158
583.9390259,0.000503981,0.001249915,0.000885296,0.000387401,0.001065971,0.001263259,0.000876425,0.000180256,0.000635033
583.0449829,0.000323488,0.001182397,0.000879486,0.000473168,0.000829583,0.001271488,0.000857905,0.000338824,0.000576604
582.001709,0.000370923,0.0013082,0.000953365,0.000390044,0.000873183,0.001190703,0.00077048,0.000341985,0.000804297
