Wavelength (nm),BLANK,ELA_FISH931,ELA_FISH1009,ELA_FISH902,ELA_FISH1006,ELA_FISH116,ELA_FISH933,ELA_CTL1-L222-224,ELA_FISH941,ELA_FISH920,ELA_FISH945,ELA_FISH938,ELA_FISH935,ELA_FISH1003,ELA_FISH934,ELA_FISH943,ELA_FISH1014,ELA_FISH936,ELA_FISH111,ELA_FISH904,ELA_FISH918,ELA_FISH114,ELA_FISH119,ELA_FISH917,ELA_FISH910,ELA_FISH940,ELA_FISH942
664.9898682,-0.001035498,0.001612943,-0.000759658,-0.000322782,0.000705733,0.000622227,0.001360521,-0.000519066,0.000728472,0.000395821,0.001150186,0.0005814,-0.00040772,0.002023736,-0.000192963,0.009201377,0.001555396,2.17E-05,-0.000355528,0.001056811,0.005481686,0.001230289,0.001770399,0.000844522,-0.000222304,9.89E-05,0.001770425
663.9699707,-0.001398384,0.001450039,-0.000763637,-0.000331111,0.000775251,0.000648539,0.001261961,-0.000232549,0.000752561,0.00042282,0.001173104,0.000561052,-0.00039903,0.001877576,0.000127585,0.008975556,0.001529574,0.000209882,-0.000232497,0.000980943,0.005271416,0.001515651,0.001913325,0.001058809,-0.000235136,0.000186859,0.00165249
662.9497681,-0.001148232,0.001472428,-0.000972327,-0.000439321,0.000704799,0.000436035,0.00122816,-0.000532303,0.000602188,0.000484415,0.000970954,0.000299397,-0.000302864,0.001989252,-0.000128272,0.009002697,0.001370415,0.000202968,-0.000509654,0.001139155,0.005167983,0.001128462,0.001794052,0.000828779,-0.000174643,-0.000387495,0.001587845
661.9292603,-0.00104247,0.001432222,-0.000711178,-0.000215007,0.000630755,0.000709622,0.001434586,-0.000556502,0.000639595,0.000231456,0.000950744,0.00053643,-0.000110726,0.002138831,6.56E-05,0.009264336,0.00144191,0.000248499,-0.000126926,0.001010235,0.005433925,0.001351562,0.001847367,0.000750124,-0.000252936,6.16E-06,0.001797015
661.0543213,-0.001427695,0.001282522,-0.000782656,-0.000427374,0.000775122,0.00047563,0.0011723,-0.000543317,0.00063524,0.000338176,0.000731973,0.000467338,-0.000408702,0.001968397,-0.000236482,0.009027778,0.001264167,6.14E-05,-0.000410668,0.001005357,0.005495396,0.001154961,0.001848017,0.000730443,-0.000439735,-0.00026763,0.001668887
660.0332031,-0.001249735,0.001285197,-0.000832936,-0.000324903,0.000738922,0.000495015,0.001220451,-0.000445838,0.000683409,0.000296366,0.00086605,0.000440906,-0.000370115,0.001989902,-3.40E-05,0.00928996,0.001426405,0.000324032,-0.000243415,0.001104197,0.005376289,0.001252719,0.001900429,0.000944674,-0.000230014,-4.53E-05,0.001661767
659.0118408,-0.001268061,0.001267075,-0.000665898,-0.000323299,0.00070594,0.000739674,0.001461389,-0.000367632,0.000925451,0.000579792,0.001018304,0.000776341,-0.000107103,0.002265199,-1.98E-05,0.009266504,0.001477051,0.000388489,-0.000235861,0.001267724,0.005517916,0.001449727,0.001910907,0.000788944,3.44E-06,8.21E-05,0.00175995
657.9901123,-0.0012996,0.001206719,-0.000904445,-0.000214697,0.000485581,0.000367685,0.001300229,-0.00051648,0.000781294,0.00021009,0.000717815,0.000400692,-0.000290913,0.002244954,-0.000183234,0.009168142,0.001406381,0.000237413,-0.000445838,0.000886333,0.00540373,0.001248643,0.001743654,0.000546408,-0.000202847,-0.000298156,0.001703397
656.9680786,-0.001206731,0.001336788,-0.000655817,-0.000488349,0.000628785,0.00047576,0.001409809,-0.000245226,0.000628707,0.000233425,0.000761611,0.000524222,-0.000255212,0.002205666,-6.86E-05,0.009331932,0.001376127,0.000161921,-0.000347665,0.00099843,0.005423362,0.001332685,0.001795741,0.000830517,-4.66E-05,-0.000210919,0.001601797
655.9457397,-0.001252161,0.001210223,-0.000764723,-0.000304002,0.00074333,0.000599441,0.001301995,-0.000404047,0.000649317,0.000310458,0.000872327,0.000425411,-0.000383564,0.002318494,6.11E-05,0.009316222,0.001534302,0.00029577,-0.000287343,0.001208172,0.005466377,0.001214324,0.001795273,0.000789774,-0.000181837,4.80E-05,0.00158691
655.0692139,-0.001262382,0.001503208,-0.000547816,-4.10E-05,0.001094439,0.000730676,0.001608604,-0.000247348,0.001114474,0.000620516,0.001298386,0.000602085,9.60E-05,0.002479719,8.60E-05,0.009470648,0.001595769,0.00043163,-0.000125477,0.001474506,0.005753933,0.001523574,0.002133967,0.000896476,-0.00012144,-3.83E-05,0.001968527
654.0463257,-0.000898039,0.001508299,-0.000586129,-0.000225046,0.000948124,0.000762415,0.001600134,-0.000195085,0.000997106,0.00064084,0.001196232,0.000682528,-4.43E-05,0.002557126,0.000130381,0.009306965,0.00174906,0.000472806,-4.38E-05,0.001285586,0.005659616,0.001639706,0.002035335,0.000928071,6.81E-05,0.00020188,0.001914183
653.0231323,-0.001040611,0.00161245,-0.000483488,-5.15E-05,0.000822321,0.000558616,0.001449338,-0.000378805,0.000915438,0.000477522,0.000902597,0.000742474,0.000167022,0.002588243,0.000197503,0.009581543,0.001763849,0.000472754,0.000119843,0.001358651,0.005640891,0.001500351,0.002058586,0.000894919,1.76E-05,3.68E-05,0.001784538
651.9995728,-0.001316169,0.00122315,-0.000713659,-0.000272339,0.00070384,0.000554184,0.001301398,-0.000529459,0.000802559,0.000524611,0.000807357,0.00053871,-0.000313883,0.002534447,-3.72E-05,0.009419563,0.001335853,0.000194603,-0.000203727,0.001184369,0.005511624,0.001294933,0.001995649,0.000575567,-8.85E-05,-8.27E-05,0.001836787
650.975769,-0.001279779,0.001438455,-0.000788754,-0.000151148,0.000715871,0.000569139,0.001333905,-0.000438391,0.000739518,0.000433988,0.000917746,0.000477911,-0.000306537,0.002643557,-0.000173557,0.009339364,0.001384333,0.00037639,-0.000358062,0.001180606,0.005580029,0.001275123,0.001840322,0.000935361,-0.000174488,-0.000209005,0.001754934
649.9516602,-0.001564522,0.001124517,-0.000846784,-0.000436115,0.00068315,0.000328332,0.001333178,-0.00066171,0.000618701,0.000231068,0.000841825,0.000352555,-0.000370529,0.002341161,-0.000362821,0.009063804,0.001209444,-0.000100529,-0.000504845,0.00087186,0.005210919,0.001230315,0.001722239,0.000638455,-0.000407099,-0.000320816,0.00151217
648.9271851,-0.001019538,0.001455701,-0.000495744,-3.40E-05,0.000970357,0.000862704,0.001488662,-0.0002385,0.001017474,0.000588683,0.001357275,0.000758966,0.000132142,0.002642334,9.43E-05,0.009669225,0.001582545,0.000554547,-3.18E-05,0.001351718,0.005858451,0.001601745,0.001816822,0.000989712,-1.39E-05,0.000300226,0.002103636
648.0488281,-0.00112515,0.001381035,-0.000474024,-4.30E-05,0.001043785,0.00068958,0.001403135,-0.000104411,0.001145125,0.000573053,0.001401032,0.000576449,-0.000120767,0.00255309,0.000200248,0.009638972,0.001676605,0.000195302,-0.000222718,0.001296439,0.005666933,0.001459935,0.002113859,0.00101244,-7.64E-05,-3.26E-05,0.001848563
647.0238647,-0.001044691,0.001381529,-0.000553296,-0.000220699,0.000987792,0.000961666,0.001676475,-0.000172159,0.001091714,0.000534926,0.001198308,0.000856894,0.00019367,0.002462693,9.52E-05,0.009684418,0.001627208,0.000726294,0.000189086,0.001280368,0.005959818,0.001575453,0.002052318,0.000856738,-0.000131895,0.000338461,0.001863277
645.9985352,-0.001128197,0.001594808,-0.000553814,-0.000414909,0.000499887,0.000537959,0.001513365,-0.000473093,0.000806034,0.000526659,0.001032705,0.000612376,-0.000172884,0.002356439,1.60E-05,0.009460886,0.001383554,0.000254844,-0.000302502,0.001276447,0.00575472,0.001233326,0.001789607,0.00065362,-0.000155392,7.88E-05,0.00175548
644.9729004,-0.001204511,0.001635704,-0.000614822,-0.000157772,0.001253368,0.000676954,0.001375167,-0.000319833,0.000808264,0.000526063,0.001092207,0.000801003,-7.08E-05,0.002390431,0.000250933,0.009646621,0.001616295,0.000389189,-0.000141573,0.001341669,0.005762039,0.001436508,0.002204599,0.000841928,-0.000159791,-7.20E-06,0.001649554
643.9469604,-0.001378,0.001553942,-0.000719189,-0.000374512,0.001024973,0.000674542,0.001349745,-0.000534113,0.000612972,0.000530883,0.001075469,0.000565562,9.06E-07,0.002376636,-3.62E-05,0.009455463,0.001477701,0.000239667,-5.35E-05,0.001196725,0.005825812,0.001465675,0.001979604,0.000724246,-0.00013293,0.000209494,0.001539783
643.0673828,-0.001259337,0.001335463,-0.000898349,-0.000513171,0.000615305,0.000819987,0.001432456,-0.000628005,0.000770791,0.000419918,0.001094802,0.000408129,-0.000281858,0.002356777,-5.98E-05,0.009411469,0.001302748,0.000133333,-0.000432184,0.001195972,0.005729224,0.001423054,0.001754362,0.000790604,-0.000149802,3.16E-05,0.001593899
642.0408936,-0.001204924,0.00164233,-0.000565499,0.000221252,0.001058368,0.000882883,0.001365195,-0.00015829,0.000808576,0.000757981,0.00104926,0.000892351,9.94E-05,0.00248188,0.000156664,0.009712026,0.001617386,0.000459771,-0.000188254,0.001355042,0.005928327,0.001491597,0.002009094,0.000791874,6.49E-05,0.000261138,0.001892369
641.0140991,-0.001355291,0.001472792,-0.000664709,-0.00021035,0.000791823,0.000558227,0.001440663,-0.000411495,0.000761508,0.000401755,0.000931884,0.000692873,-0.000192808,0.00223158,1.12E-05,0.009505413,0.00152521,0.000440751,-0.000263594,0.001238077,0.005544501,0.001519521,0.002097471,0.000834407,-0.000268096,8.79E-05,0.001589248
639.9869995,-0.001012823,0.001716781,-0.000550246,2.56E-06,0.001002711,0.000785988,0.001628663,-0.000274925,0.001092051,0.000633711,0.001216557,0.000777871,9.94E-05,0.002546789,0.000272121,0.009970517,0.001756753,0.000531298,3.15E-05,0.00153425,0.005918276,0.001692612,0.002112376,0.001008445,0.000100838,0.000361156,0.002213992
638.9595947,-0.001123653,0.001637679,-0.000583854,6.37E-05,0.001039555,0.000822114,0.001508221,-0.000247451,0.00096989,0.000724324,0.001066231,0.000725724,-8.20E-05,0.002604285,0.000105006,0.00963606,0.001649372,0.000542028,-6.53E-05,0.001235611,0.005949846,0.001724006,0.002066207,0.000815915,3.78E-05,0.000476693,0.001961142
637.9318848,-0.001098143,0.001467311,-0.000723169,-0.000105188,0.000909601,0.000656057,0.001407316,-0.000192342,0.001008575,0.000767602,0.001049104,0.000754247,3.18E-05,0.002454233,0.000248369,0.009812762,0.001633132,0.000395511,-4.05E-05,0.001484246,0.005786094,0.001877342,0.002258823,0.000926255,-0.000159273,0.000221796,0.001901469
637.0507813,-0.001249115,0.001474766,-0.000615391,-0.000164914,0.000833058,0.000859254,0.001701786,-0.000278082,0.000906359,0.000683461,0.001243165,0.000702129,1.71E-05,0.002430596,0.000204988,0.009760763,0.001678502,0.000299526,-0.000111088,0.001483311,0.005932552,0.001708751,0.00213173,0.000766746,-7.92E-05,0.000228504,0.001859715
636.022522,-0.001289638,0.001583532,-0.000698204,-7.78E-05,0.000819831,0.000766875,0.001550564,-0.000227323,0.000906774,0.000782927,0.001128722,0.000662176,-5.08E-05,0.002506613,1.42E-06,0.009803813,0.001637913,0.000195457,-2.11E-05,0.001323156,0.005875453,0.00165657,0.002080096,0.000909783,-9.57E-05,3.75E-05,0.002060277
634.9939575,-0.001206421,0.001383113,-0.000806169,-0.000129255,0.000665157,0.000818949,0.001389969,-0.000278547,0.0008051,0.000765968,0.001050116,0.000669124,-0.000123096,0.002363857,4.11E-05,0.009737731,0.001503754,0.000178624,-0.000323195,0.001285041,0.005949872,0.001440429,0.001894007,0.000842395,-0.000188668,3.47E-05,0.001697316
633.9650879,-0.001170073,0.00177266,-0.000640309,0.000140661,0.000882131,0.000841565,0.001624454,-0.000123044,0.001061196,0.000704359,0.001359664,0.000699069,0.000147109,0.002366746,0.000179841,0.010086228,0.001735051,0.000503645,-0.000226598,0.001253809,0.005882852,0.001722187,0.002153035,0.00089798,-0.000178318,0.000153919,0.002004387
632.9359741,-0.001392192,0.001606838,-0.000801673,5.92E-05,0.000840606,0.000480217,0.001486584,-0.00052827,0.000804504,0.000524948,0.001035637,0.000599363,-2.11E-05,0.002407272,0.000183881,0.009854863,0.001416276,8.44E-06,-0.000328058,0.001171158,0.005872934,0.001619881,0.001929705,0.00062977,-0.000161498,-0.000208125,0.001870244
632.0535889,-0.001178489,0.001980826,-0.000486953,0.000243422,0.001071862,0.000892196,0.001680139,-9.78E-05,0.001060989,0.000915749,0.001298905,0.000904958,0.000107207,0.00260353,0.000216409,0.010047337,0.001963014,0.000316571,0.000120619,0.001485026,0.0061663,0.00169425,0.002294005,0.00105925,-2.98E-05,0.000386779,0.002034009
631.0238647,-0.001049752,0.002001995,-0.00046456,0.000422017,0.001091662,0.000828727,0.00175483,5.43E-05,0.001000998,0.000883324,0.001366312,0.000846908,0.000232363,0.002461678,0.000215684,0.010143751,0.001920371,0.000554547,9.65E-05,0.001528613,0.00610098,0.001694457,0.002516533,0.000978685,6.87E-05,0.000320587,0.002152723
629.9938354,-0.001102171,0.001857246,-0.00054218,0.000301702,0.000859513,0.000885581,0.001507728,-0.000412995,0.000937592,0.000654735,0.001158751,0.000775926,9.22E-05,0.002480995,0.00010076,0.010134133,0.001781081,0.000440077,-4.61E-06,0.001455208,0.006186176,0.001605409,0.002072501,0.001044537,9.58E-06,0.00037069,0.002058144
628.963562,-0.001139712,0.001749814,-0.0005716,0.000109511,0.000963482,0.000991087,0.001680944,-0.000180646,0.000972537,0.000758214,0.001256301,0.000744004,5.05E-05,0.002370259,0.000161144,0.010108246,0.001785526,0.000304163,-0.000122113,0.001524691,0.006068822,0.001626273,0.002256195,0.000934063,2.11E-05,0.000146047,0.002041161
627.9329224,-0.001147096,0.001664729,-0.000715675,-1.12E-05,0.000949006,0.000746182,0.001528587,-0.000245278,0.00092143,0.000690228,0.001201449,0.000758837,8.66E-05,0.002344961,8.00E-05,0.009905893,0.001733908,0.000284787,-0.000141573,0.001432794,0.005971654,0.001451857,0.002172989,0.001021703,-6.27E-05,0.00029792,0.001832705
627.0493164,-0.001262228,0.001699317,-0.00057646,1.23E-05,0.000949733,0.000887812,0.001715949,-0.000277409,0.001031875,0.000915126,0.001158413,0.000756295,0.00019209,0.002394726,4.63E-05,0.010203216,0.001714962,0.000379602,-6.23E-05,0.001403758,0.006023122,0.001706983,0.002164716,0.00108027,-6.77E-05,0.000176034,0.002041629
626.0181885,-0.001275907,0.001534198,-0.000697687,-0.000205434,0.000762389,0.000778,0.001480636,-0.000437563,0.000864442,0.000708974,0.001067398,0.000707833,-0.000100685,0.00235368,-3.32E-05,0.01004535,0.001593093,0.00018774,-0.000327179,0.0015462,0.006030026,0.001430456,0.001970529,0.000856608,-2.55E-05,-4.53E-05,0.001833797
624.9867554,-0.001175288,0.001597043,-0.000638551,-0.000184786,0.000914763,0.000816875,0.001623103,-0.000273787,0.000983485,0.00067755,0.001102198,0.000615383,4.50E-06,0.002410812,0.000150993,0.010164076,0.001725617,0.000297868,-6.72E-05,0.001549084,0.006095519,0.001659064,0.002044802,0.001062338,-0.000100426,0.000318126,0.00203947
623.9549561,-0.001102377,0.001788853,-0.000516894,-9.73E-06,0.000983485,0.000802196,0.001689936,-0.000417599,0.001096177,0.000671509,0.001150601,0.000540369,-3.97E-05,0.002276076,0.000148844,0.010086732,0.00150778,0.000269531,-0.00012263,0.001463207,0.006206211,0.00162713,0.002257549,0.000906047,-8.70E-05,0.000174688,0.00233921
623.0703735,-0.001423567,0.001472792,-0.000785033,-0.000210609,0.000772036,0.000595293,0.001476506,-0.000534889,0.000860058,0.00029419,0.001113981,0.000513726,-0.000162637,0.002254114,2.58E-05,0.009896942,0.001577661,0.000274556,-0.000139348,0.001159166,0.005961682,0.001410355,0.00199167,0.000790137,-0.000258627,4.31E-05,0.002447568
622.0380859,-0.000921494,0.001849655,-0.000467611,7.33E-05,0.001068021,0.000978789,0.001671693,-8.49E-05,0.001188341,0.000852925,0.001283198,0.000735421,1.87E-05,0.002742223,0.000326156,0.010294549,0.00180263,0.000535574,0.000181654,0.001590755,0.006091476,0.001683777,0.002127021,0.001076818,0.000159539,0.000140584,0.003167175
621.0054932,-0.00122671,0.001549525,-0.000739657,-0.000230738,0.000933856,0.000751939,0.001618737,-0.000258938,0.000862911,0.00078495,0.001045134,0.000692976,-2.77E-05,0.00246337,0.000287041,0.010126131,0.001744746,0.000424919,-4.18E-05,0.001558072,0.006123032,0.001651217,0.00206293,0.001009586,-8.91E-05,0.000242542,0.003256389
619.9726563,-0.001087298,0.001533471,-0.000591195,-8.19E-05,0.000957334,0.00076436,0.001705268,-0.000339853,0.001087847,0.000528006,0.001180839,0.000625519,-4.89E-05,0.00250276,0.000303671,0.010250947,0.001826362,0.000359601,8.67E-06,0.001432534,0.006097252,0.001684427,0.002254816,0.000910924,0.000179479,7.73E-05,0.003560441
618.9394531,-0.001313846,0.001577323,-0.000679958,-0.000266647,0.000929161,0.000655228,0.001534978,-0.000317039,0.000688024,0.000568439,0.001065504,0.000486489,-0.000293603,0.002373357,-2.26E-05,0.010079579,0.001575245,0.000226691,-0.000186598,0.001254795,0.00602433,0.001487051,0.002089564,0.00104734,-8.95E-05,4.49E-05,0.003627938
618.0536499,-0.001184014,0.001638615,-0.000517566,-0.000243726,0.000881353,0.000777352,0.00156345,-0.000304364,0.000625596,0.000593893,0.001097786,0.000651235,-0.000185252,0.002533483,0.00025816,0.010246839,0.001712987,0.000298749,-0.000190996,0.001455389,0.006291639,0.001553786,0.002258537,0.000991995,-6.89E-05,0.000298102,0.003777613
617.0199585,-0.001275443,0.001814041,-0.000541507,-0.00016067,0.001040048,0.000771984,0.001608033,-0.00030514,0.001004657,0.000875206,0.001087847,0.000820065,-0.000112227,0.002519371,0.00033885,0.010156762,0.001574569,0.000558486,4.00E-05,0.001388229,0.006212802,0.001617256,0.002391681,0.001046899,-0.000117972,0.000246608,0.003501513
615.9859619,-0.00126677,0.001731387,-0.000433477,-4.57E-05,0.001094361,0.000870303,0.001760132,-0.000149543,0.001017811,0.000794182,0.001146708,0.00065502,6.53E-05,0.0024635,0.000180981,0.010279123,0.001727514,0.000426499,-7.13E-05,0.001433079,0.006232864,0.001649814,0.002340615,0.001039763,-0.000188409,0.000247204,0.003087183
614.9516602,-0.00117157,0.001741887,-0.000628109,-0.000138313,0.00094527,0.00095915,0.001563294,-0.000345544,0.000987351,0.00088776,0.001168744,0.000871574,-0.000107051,0.002401233,0.000259274,0.01025275,0.001603746,0.000350663,2.72E-05,0.001295089,0.006222019,0.001631235,0.002253411,0.000982318,3.64E-05,0.000390873,0.002485187
614.0648804,-0.001175804,0.001838476,-0.00052191,-7.16E-05,0.000983667,0.000895594,0.001792492,-0.000233636,0.000880342,0.0007759,0.001180632,0.000647554,-0.00012408,0.002434683,0.000314758,0.010282754,0.001567555,0.000309758,-0.000132257,0.001357561,0.006276432,0.00176047,0.002434917,0.00090322,-0.000154098,0.000181835,0.002088211
613.0300293,-0.00132706,0.002002385,-0.00057129,-0.000117299,0.00068372,0.000827352,0.00161167,-0.000383616,0.000833603,0.000719112,0.000964338,0.000850539,-0.000157048,0.002496902,0.000139522,0.010250126,0.001665041,0.000296159,-7.62E-05,0.001387216,0.006318691,0.001703605,0.00220335,0.00085998,1.29E-05,0.000198176,0.001790179
611.9949341,-0.001097885,0.00311302,-0.000469938,-1.69E-05,0.001033847,0.000857335,0.001762497,-0.000183234,0.00105541,0.000732284,0.001281354,0.00084626,-0.000138985,0.002730371,0.000338591,0.010551026,0.001750879,0.000542909,-9.49E-05,0.001574647,0.006434143,0.001827558,0.002553324,0.001075495,0.000198332,0.000329084,0.002176059
610.9595337,-0.001113945,0.003610006,-0.000535406,-9.48E-05,0.000826912,0.00100873,0.00158426,-0.000351441,0.001020224,0.000555091,0.001094439,0.000508361,-8.09E-05,0.002433954,0.000186782,0.010393538,0.001711012,0.000349886,-0.000197672,0.001390878,0.006412101,0.001622921,0.002270663,0.000972433,-4.28E-05,0.00018269,0.001959165
610.0717773,-0.00129129,0.003737716,-0.000591971,-0.000261318,0.000844314,0.00069868,0.001535757,-0.000400737,0.001104586,0.000578937,0.000948202,0.000732569,-0.000163672,0.002448479,0.000139625,0.010226326,0.001601615,0.000300873,-0.000124442,0.00127855,0.006224435,0.001694561,0.002194738,0.000877774,-0.000175161,0.000213456,0.001941848
609.0358276,-0.001324324,0.003779101,-0.000636742,-0.000211954,0.000938629,0.000937669,0.001569373,-0.00039572,0.001002347,0.000576915,0.001184265,0.000540317,-0.000157151,0.002496512,0.000215269,0.010502413,0.001625727,0.000375949,-0.000250556,0.001353925,0.006244655,0.001695263,0.002334577,0.000784224,-9.86E-05,0.000173833,0.002007352
607.9996338,-0.001328092,0.003528992,-0.000596831,-0.000124183,0.001056941,0.000808861,0.001746565,-0.000440666,0.001004605,0.000627748,0.001136378,0.000718152,-2.24E-05,0.002526948,0.000200999,0.010356421,0.001645682,0.000260905,-0.000100322,0.00139402,0.006385804,0.001719224,0.002369479,0.000993863,0.000144649,0.000173263,0.002149731
606.9630737,-0.001249064,0.002951481,-0.000588093,-8.75E-05,0.001152729,0.000896787,0.001698485,-0.000325575,0.000906981,0.000564759,0.001113539,0.000653983,-3.37E-06,0.002591681,0.000157855,0.010260012,0.001629079,0.00049657,-3.75E-05,0.001383632,0.006512283,0.001687233,0.002296009,0.00104119,1.79E-05,0.000238967,0.002280109
605.9262695,-0.001113738,0.002560042,-0.000494813,-2.26E-05,0.00125438,0.000938551,0.001774219,-0.000274874,0.000981773,0.00075168,0.001289013,0.000961537,0.000200689,0.002754962,0.000466509,0.010459427,0.001903523,0.000461455,-1.93E-05,0.001535887,0.006571227,0.001892187,0.002540383,0.001216946,0.000183052,0.000370534,0.002235171
605.0373535,-0.001278282,0.00215046,-0.000555985,-0.000147421,0.001190158,0.000936761,0.001810844,-0.000348906,0.00098857,0.000579196,0.001240491,0.000830854,-5.00E-05,0.002618348,0.00025013,0.010547313,0.001820098,0.000390251,-8.24E-05,0.001513027,0.006438057,0.001785084,0.00232133,0.000932377,-2.28E-06,0.000394785,0.002190498
604,-0.001036944,0.002288254,-0.000505621,1.53E-05,0.001235403,0.001022222,0.001864655,-0.000178266,0.00113438,0.000714652,0.001416146,0.000984341,0.000134861,0.002774761,0.000431941,0.010848898,0.001951079,0.000557994,9.91E-05,0.001474662,0.006661195,0.001923751,0.002587254,0.001199113,0.000236714,0.000448991,0.002332677
602.9624023,-0.001224181,0.002110946,-0.000489073,3.90E-05,0.001062286,0.00094348,0.001646358,-0.000192083,0.00109283,0.000754506,0.001372025,0.000896346,1.84E-05,0.002677624,0.000312038,0.010661719,0.001794208,0.000413129,3.37E-06,0.001477389,0.006539139,0.002003451,0.002387542,0.001010157,2.47E-05,0.000236688,0.00225479
602.0727539,-0.001178541,0.002025452,-0.000607016,1.89E-06,0.001172196,0.001138584,0.001893669,-0.000154253,0.00097949,0.000653932,0.001231379,0.000869422,8.57E-05,0.00262228,0.00039621,0.010615507,0.001838424,0.000434895,5.69E-06,0.001548122,0.006588493,0.002053749,0.002454727,0.001054995,0.00018458,0.000330275,0.002282841
601.0346069,-0.001147148,0.002172026,-0.000488245,0.000142707,0.001180995,0.001033509,0.001860443,-5.14E-05,0.001195064,0.000773436,0.001354393,0.000879252,6.72E-05,0.002798417,0.000303049,0.010767053,0.001953445,0.000531609,0.000129242,0.001581636,0.006573224,0.002034997,0.002569521,0.001180216,6.11E-06,0.00041826,0.002430752
599.9961548,-0.001339963,0.002080252,-0.000610066,-1.66E-05,0.000889213,0.00096068,0.001740301,-0.000317453,0.001026088,0.000626919,0.00118263,0.000660387,-0.000125529,0.002689475,0.00015928,0.010650815,0.001784694,0.000448188,-0.00018727,0.001397604,0.006436218,0.001775337,0.002343322,0.001010572,-6.68E-06,0.000268054,0.002328461
598.9574585,-0.00111601,0.002159955,-0.000532769,9.49E-05,0.001236493,0.0011852,0.001796287,-9.93E-05,0.001151561,0.000807798,0.001285223,0.00105022,1.71E-05,0.002861705,0.000456039,0.010852453,0.002048729,0.000708922,0.000102572,0.001610969,0.006782759,0.002053046,0.002702577,0.00107155,0.000203175,0.000494885,0.002572802
598.0668945,-0.001199503,0.002016324,-0.000408651,0.000187507,0.001133082,0.00119836,0.001882567,-4.00E-05,0.001156986,0.000834459,0.001338164,0.000995342,0.000123597,0.002972879,0.000414658,0.010846084,0.001979708,0.000572146,0.000131909,0.001691261,0.006745476,0.002067169,0.002722061,0.001170405,0.000102158,0.00043974,0.002596629
597.0276489,-0.001261453,0.001924167,-0.000605827,6.03E-05,0.001080555,0.000973367,0.001853892,-0.000125632,0.00103229,0.000732388,0.001398487,0.000857049,7.60E-05,0.002830568,0.000251477,0.010947188,0.001894579,0.000487862,2.35E-05,0.00156054,0.006661589,0.002013385,0.002543169,0.001113669,0.000192324,0.000336959,0.002418075
595.9881592,-0.001163877,0.001878694,-0.000457216,-5.14E-05,0.001091065,0.000834848,0.001798237,-0.000191514,0.001125945,0.000619012,0.001354523,0.000898732,-5.20E-05,0.00284396,0.000380017,0.010792767,0.00196538,0.000458138,0.000119584,0.001578596,0.006638563,0.001831691,0.002557725,0.001059717,7.20E-05,0.000365897,0.002272329
594.9483032,-0.001301149,0.001941692,-0.000484677,0.00010366,0.001149952,0.000993811,0.001860105,-0.000224063,0.001114603,0.000705655,0.001375634,0.000889757,0.000228659,0.002849276,0.000289787,0.010849401,0.001995233,0.000451712,5.95E-05,0.001668471,0.006562396,0.00186793,0.002598139,0.001193039,0.000123727,0.000235911,0.002247036
594.0568237,-0.000879181,0.001930667,-0.00039903,0.000129216,0.001272631,0.001219049,0.002052136,-0.000127496,0.001284677,0.000789852,0.00139202,0.000871211,0.000216849,0.003000116,0.000453915,0.011004215,0.002124212,0.000603225,0.000141568,0.001680451,0.006899543,0.002037442,0.002698566,0.001148966,0.000331467,0.000569969,0.002520856
593.0165405,-0.001308478,0.001896945,-0.000513636,-5.27E-05,0.000949343,0.000872923,0.001841128,-0.000352786,0.001055591,0.000613646,0.001248046,0.00077411,8.88E-06,0.002606186,0.000225966,0.0107389,0.00180671,0.000463269,-0.000133862,0.001407187,0.006579584,0.001832133,0.002518096,0.001082294,2.30E-05,0.000326415,0.0022525
591.9758911,-0.001236571,0.001809128,-0.000525736,-6.27E-05,0.001156,0.001036182,0.002020745,-0.000150371,0.00101449,0.000774785,0.001313471,0.000872119,0.000128879,0.002920129,0.000275281,0.010971745,0.001780847,0.000583292,-3.87E-05,0.001583143,0.006839188,0.00194073,0.002569468,0.001194908,0.000216979,0.000524222,0.002350323
590.9349976,-0.001154015,0.001954407,-0.000451993,0.000146462,0.001125633,0.001073055,0.001908462,3.86E-05,0.00121069,0.000888746,0.001338709,0.000985976,0.00018774,0.003044925,0.000470162,0.011148911,0.00212455,0.000679417,0.000189319,0.001704697,0.006793145,0.002087145,0.002749752,0.001088678,0.000170933,0.000426396,0.002500001
590.0426025,-0.000929657,0.002357298,-2.98E-05,0.000346207,0.001355094,0.001404278,0.002082151,9.19E-05,0.00143256,0.001135444,0.001696614,0.001268477,0.000358384,0.003120998,0.000604703,0.011489798,0.002308266,0.000838842,0.000420903,0.001961922,0.007126076,0.002232621,0.002982262,0.001487026,0.0005236,0.000792938,0.002612592
589.0012207,-0.001182258,0.001917875,-0.000528735,0.000248602,0.001259442,0.001194337,0.001936647,-0.000167553,0.001293141,0.000824785,0.001343461,0.000903453,0.000190045,0.002931153,0.000186212,0.011224956,0.001906174,0.000519505,0.000199005,0.001666574,0.006744293,0.002128764,0.002667284,0.001189924,0.000197969,0.000623134,0.002451682
587.9595337,-0.001158042,0.002074244,-0.000674013,0.000179064,0.001076455,0.001075391,0.002012267,-0.000157099,0.00118533,0.000840735,0.001526587,0.001040879,4.93E-05,0.003069482,0.000365819,0.011147317,0.002066415,0.000628267,0.000124037,0.001771516,0.006968088,0.002142707,0.002802116,0.001141361,0.000280669,0.000472572,0.002451655
