Wavelength (nm),BLANK,ELA_FISH931,ELA_FISH1009,ELA_FISH902,ELA_FISH1006,ELA_FISH116,ELA_FISH933,ELA_CTL1-L222-224,ELA_FISH941,ELA_FISH920,ELA_FISH945,ELA_FISH938,ELA_FISH935,ELA_FISH1003,ELA_FISH934,ELA_FISH943,ELA_FISH1014,ELA_FISH936,ELA_FISH111,ELA_FISH904,ELA_FISH918,ELA_FISH114,ELA_FISH119,ELA_FISH917,ELA_FISH910,ELA_FISH940,ELA_FISH942
780.0609741,-0.001222993,0.000771932,-0.000515653,-0.000391116,0.000805438,-0.00011321,0.000593971,-0.000608463,0.00050805,0.000101381,0.000536689,0.00024596,-0.000676184,0.001295322,-0.000446459,0.00660174,0.000481383,0.000283673,-0.000337681,0.00077437,0.003852117,0.001021055,0.001424717,0.000266267,-0.000160722,-0.000431357,0.001132148
778.9402466,-0.000857893,0.000962367,-0.000466267,2.60E-05,0.000678535,0.000333954,0.000969138,-0.000212006,0.000576863,0.000207085,0.000844833,0.000419892,-0.00034932,0.001601096,0.000113577,0.00709942,0.001112865,0.000254663,4.49E-05,0.001013504,0.003984026,0.00097661,0.001767799,0.000575386,-3.17E-05,0.000224722,0.00186897
777.9591675,-0.001401326,0.000645428,-0.000813765,-0.000838258,0.000548767,0.000370768,0.000769884,-0.000911523,0.000819805,7.67E-05,0.00039121,0.000301521,-0.000584733,0.001221774,-0.000341095,0.006966404,0.000970306,-0.000353872,-0.000476558,0.000617405,0.003684768,0.000846649,0.001301346,0.000454537,-0.000588714,-0.000355528,0.000845923
776.9777222,-0.000807357,0.001007511,-0.000844356,-0.000458147,0.000794468,0.000215321,0.000884544,-0.000313469,0.000846312,0.000251685,0.000167799,0.000157752,-0.000331369,0.001442143,-0.000566016,0.006667424,0.000816097,-0.000185459,-0.000298777,0.000739441,0.003794638,0.000556827,0.001331335,0.000361311,-0.000115643,-7.36E-05,0.001041138
775.9958496,-0.001011429,0.001197555,-0.000531321,-9.34E-05,0.0008023,8.04E-05,0.000743667,-0.000393909,0.000575697,0.000463632,0.000647839,0.000500172,0.000271603,0.001374543,-0.000227478,0.007189498,0.001044771,0.00036556,-0.000528529,0.001204252,0.003871522,0.00064001,0.001413731,0.000573131,-0.000390392,4.13E-05,0.00146087
775.0136719,-0.000918291,0.000560767,-0.000491038,-0.000344871,0.000900055,0.000375094,0.001069941,-0.000345647,0.001095503,-0.000170348,0.00117936,0.000508206,-6.75E-05,0.00138906,5.50E-05,0.006739113,0.000876555,0.00014584,-0.000207763,0.001128255,0.004229039,0.000834329,0.000988467,0.001087458,-0.000263232,0.000327607,0.001450896
774.0311279,-0.001160005,0.000820609,-0.000649252,-0.000227116,0.000269686,0.000148481,0.000741619,-0.000511102,0.000708948,9.55E-05,0.000503981,0.000391624,-0.000176299,0.001191923,-0.00026613,0.007185945,0.000972874,0.000240832,-8.53E-05,0.001182267,0.004154339,0.000621967,0.001143412,0.00056634,-3.02E-05,-1.95E-05,0.001278498
773.0482178,-0.00102305,0.000879278,-0.001034723,-0.000203054,5.73E-05,0.000336311,0.000521916,-0.000690192,0.000241221,-0.000194929,0.000115286,0.000744082,-0.000333904,0.001361586,-0.000218681,0.006827091,0.001034028,-0.000252677,-0.000523565,0.000550244,0.003617471,0.000613205,0.001073834,0.000430205,-0.000395771,-0.000142608,0.001091532
772.0649414,-0.001232647,0.000649784,-0.000498692,-0.000504328,9.23E-05,3.90E-05,0.000687791,-0.000969744,0.000385458,0.000161688,0.000598326,0.000187921,-0.000368512,0.001208302,-0.000472731,0.006623266,0.000739959,-0.000598847,-0.000143488,0.000634177,0.003681374,0.000907163,0.001378439,0.000756062,-0.000646306,0.000143587,0.001345876
770.9407959,-0.000898039,0.000816823,-0.000770097,-0.000499002,0.00029204,6.45E-05,0.000786273,-0.000684351,0.000217471,-0.00020709,0.000300847,0.000354938,-0.000257489,0.001295893,-0.000346113,0.006724996,0.001161165,-3.77E-05,-0.000349475,0.000922831,0.004223602,0.000697228,0.00061419,0.000344498,-0.000195292,-0.000288584,0.001211495
769.9567261,-0.000721877,0.001144657,-0.000772578,-0.000382788,0.00042054,0.000513208,0.00060618,-0.000530959,0.000336933,-8.91E-05,0.000416627,0.000129734,-0.000662227,0.001474376,-0.000414547,0.006995182,0.00106566,-9.23E-05,-0.000415737,0.000699095,0.003670332,0.000814489,0.000946957,0.000292506,-0.00022991,-0.00020885,0.001228082
768.97229,-0.001003577,0.000689839,-0.000843735,-0.000692932,0.000428521,0.000776626,0.001202591,-0.000606809,0.000382167,0.000108372,0.000107362,0.000361363,-0.000112693,0.001393345,-0.000530855,0.006991578,0.000847064,-0.000187219,-0.000366184,0.000549959,0.003960306,0.000463399,0.000979671,0.000393282,-0.000249003,0.000301443,0.001207497
767.9875488,-0.001095716,0.000702777,-0.000724823,-0.000649045,0.00034442,0.000567688,0.000475423,-0.000780485,0.000276835,5.88E-05,0.000123028,-7.82E-06,-0.000461353,0.000986832,-0.000714176,0.00687185,0.00074333,-0.000446924,-0.00101148,0.000740141,0.003899652,0.000296003,0.000892533,0.000419814,-0.000546937,-0.000244554,0.00108302
767.0023804,-0.001052748,0.000916968,-0.001055847,-0.000455665,0.000124141,0.000453396,0.000360534,-0.000401513,0.00028142,-4.97E-05,0.000216409,-1.60E-06,-0.000771338,0.001180658,-0.000544972,0.0068227,0.000969398,-0.00042396,-0.000555572,0.000581244,0.003906783,0.000330353,0.001325934,0.000174092,-0.000460681,-0.000247244,0.00100886
766.0168457,-0.000926867,0.000484338,-0.000648632,-0.000438339,0.000451764,0.000380457,0.000864675,-0.000458044,0.000448887,-2.95E-06,0.000346933,0.000481254,-0.00041434,0.001265829,-0.000300173,0.007136865,0.001074509,0.000108838,-0.000432081,0.000675657,0.004121228,0.000829194,0.000888564,0.000621527,-0.000131481,0.000135923,0.001303994
765.0310059,-0.001329331,0.000748594,-0.001112654,-0.000808339,0.00036214,-0.000148612,0.000757696,-0.000674117,0.000261812,-7.39E-05,4.14E-05,1.86E-06,-0.000557743,0.000887345,-0.000579045,0.007073372,0.000780101,-0.0001852,-0.000701202,0.000444819,0.003751084,0.000462673,0.00116485,0.000284373,-0.000632865,-0.000604069,0.001028346
764.0447998,-0.001009518,0.000597315,-0.001046137,-0.000566275,2.83E-05,0.000101588,0.000801937,-0.000928003,0.000435569,-0.000116523,0.000177174,-6.48E-05,-0.000332042,0.001267361,-0.000548126,0.006852652,0.000817523,-0.000157565,-0.000671532,0.00058705,0.003694376,0.000424038,0.001233171,0.000536715,-0.000470766,-9.73E-05,0.001158543
763.0581665,-0.000960601,0.000768302,-0.001031107,-0.000580131,0.000558927,2.67E-05,0.000945089,-0.00070389,0.00030393,-2.22E-05,9.42E-05,6.97E-05,-0.000261214,0.001007874,-0.000577132,0.006865117,0.000695854,-0.000449252,-0.000763121,0.000490505,0.00351216,0.00051497,0.001252978,0.000240262,-0.000410254,-0.000253867,0.001292103
761.9302368,-0.001138266,0.000625622,-0.000827407,-0.000544403,0.000519169,-0.000138985,0.000700314,-0.000899227,0.000499783,-0.00015622,0.000337037,4.77E-05,-0.000741517,0.0012475,-0.000341974,0.007003311,0.000676176,-0.000184424,-0.000543317,0.000530313,0.004010935,0.000806164,0.001051933,0.00039266,-0.000312124,-0.000364477,0.001013712
760.9428711,-0.001286231,-0.000126926,-0.001191087,-0.000845027,0.000298076,-0.000171176,0.00020245,-0.001071805,0.000159409,-0.000436684,-0.000268044,-5.35E-05,-0.000871792,0.000785599,-0.000957243,0.006258653,0.000241583,-0.000168537,-0.000999704,0.00027927,0.00334009,0.000206671,0.000713511,5.42E-05,-0.000612496,-0.000510378,0.000792445
759.9551392,-0.001044278,0.000482783,-0.001171519,-0.000646047,0.000480839,0.000117694,0.000452904,-0.000793456,0.000645843,-0.000158186,7.12E-05,0.000310872,-0.000614202,0.001252147,-0.000388478,0.006905987,0.0007919,-0.000367994,-0.000529925,0.0005976,0.003950248,0.000424452,0.001110036,0.000505303,-0.000595021,-0.000284859,0.000905425
758.967041,-0.001524077,0.000261864,-0.001627143,-0.000705182,-0.000487987,-0.000510637,4.74E-05,-0.001193152,-0.000318384,-0.000339543,4.40E-05,-0.000776196,-0.000867814,0.000515514,-0.001144617,0.006652363,0.000201517,-0.000572531,-0.001124686,7.45E-05,0.003414493,8.12E-05,0.000388696,-0.000532924,-0.000970364,-0.000406168,0.000974016
757.9785767,-0.001033535,0.000623082,-0.000823945,-0.000519169,0.000794597,-0.000164759,0.000472987,-0.000355993,0.00032411,-0.000256506,0.000369006,2.33E-05,-0.000137485,0.001210119,-0.000450131,0.006970403,0.000603744,-1.11E-05,-0.000981521,0.000642188,0.004075367,0.000662383,0.001212871,0.000281187,-0.000333335,-0.000137277,0.001114837
756.9898071,-0.001379135,0.000539669,-0.000883366,-0.000759865,4.31E-05,0.000160523,0.000471303,-0.000608877,0.000203408,-0.000380047,-4.27E-05,-2.33E-05,-0.000470145,0.001169574,-0.000539646,0.007014834,0.000728006,-0.00033887,-0.000818106,0.000648228,0.004014567,0.000177226,0.000865712,0.0001548,-0.000466577,-0.000126409,0.001366052
756.0006714,-0.001353433,0.000269194,-0.001045879,-0.000803327,-5.74E-05,-0.00021568,0.000315898,-0.001135581,-6.44E-05,-0.00040503,0.000126031,-9.32E-05,-0.000995726,0.000841461,-0.00057858,0.006806844,0.000398412,-0.000669154,-0.000833918,0.000520516,0.003645767,0.000304344,0.000786454,0.000189268,-0.000757849,-0.00049352,0.000898732
755.0111694,-0.000440614,0.00082673,-0.00072136,-5.03E-05,0.000815682,0.000451012,0.000698732,-0.000386254,0.000280928,0.000270437,0.000511057,0.00010832,-0.000324385,0.001704697,-0.000295155,0.00739933,0.000721342,-0.000294845,-0.00040353,0.001004942,0.003819316,0.000691473,0.001218971,0.000519894,-0.000523151,0.000269764,0.00131882
754.0213013,-0.000708025,0.000712656,-0.000714331,-0.00043508,6.73E-05,0.000128362,0.000682294,-0.000566636,0.000533501,2.84E-05,0.000327659,0.000377193,-0.000239431,0.001399655,-3.52E-05,0.00739459,0.000569139,-0.000198655,-0.000485401,0.000975728,0.004080593,0.000710089,0.001274111,0.000583033,-0.000365304,1.89E-05,0.001323311
753.0310669,-0.001115649,0.000321778,-0.000926247,-0.000701564,0.000389577,-0.00014649,0.000473428,-0.000659746,2.27E-05,-0.000279634,0.000343176,-6.33E-05,-0.00039453,0.00112091,-0.000522582,0.00728578,0.000453241,-0.000164034,-0.000631314,0.00064898,0.003660359,0.000644417,0.000950355,0.000373099,-0.000446045,-0.000311141,0.001350783
752.0404663,-0.001110485,0.000156172,-0.001538728,-0.000681095,-1.56E-05,-0.00051798,0.000259869,-0.001060908,-6.32E-05,-0.000336956,-2.54E-05,-0.000402754,-0.000551177,0.001160827,-0.000727976,0.006664691,0.000520698,-0.000582354,-0.000879336,0.00066062,0.003434113,1.37E-05,0.000495663,6.30E-05,-0.000920616,-0.000627075,0.000779193
751.0495605,-0.001038597,0.000458579,-0.001462061,-0.000238758,-4.47E-05,-3.15E-05,0.000657198,-0.000750303,-6.67E-05,-0.000159325,0.000157441,2.81E-05,-0.000449355,0.001465649,-0.000500036,0.006878661,0.000606129,-0.000385633,-0.00050619,0.000312971,0.003933426,0.000796516,0.001125971,0.000310769,-0.000375753,-7.93E-05,0.001118159
750.0582275,-0.000810406,0.000211721,-0.00138605,-0.000773147,0.000374887,-0.00046125,0.000274763,-0.000951199,4.13E-05,-0.000243053,9.71E-05,-0.000346527,-0.000389151,0.001358807,-0.000895094,0.006873638,0.0005476,-0.000434822,-0.000622319,0.00047405,0.003955839,0.000448395,0.000966181,0.000178546,-0.000711902,-0.000470818,0.00088859
749.0665894,-0.000848283,0.000357503,-0.001304658,-0.000453492,0.000132997,-0.000183907,0.000501882,-0.000820534,-0.000227012,-9.80E-05,-0.000365563,-0.0002311,-0.000714693,0.001160412,-0.0006111,0.006749236,0.000816123,-0.00046456,-0.000801414,0.000337451,0.00377213,0.000538736,0.001145436,0.000323099,-0.000618441,-0.000171694,0.001228576
747.9328613,-0.001017575,0.000170441,-0.001356995,-0.000451786,0.000404942,-0.000361839,0.000415099,-0.000749477,-5.51E-05,-0.000291326,0.000129242,-0.000412271,-0.000736762,0.001355795,-0.000672824,0.006924582,0.000784846,-0.000628988,-0.000920874,0.000334187,0.003437349,0.000571705,0.00101475,0.000122639,-0.000640774,-0.00034963,0.001013867
746.9404907,-0.001002854,0.000200896,-0.001375832,-0.000851383,7.77E-08,-0.000412168,0.00035442,-0.001249064,-0.000355269,-0.000193791,0.000215476,-0.000259973,-0.000949339,0.001132329,-0.000827872,0.006851022,0.000520542,-0.000372805,-0.000782707,0.000355663,0.003648168,0.000376804,0.001013504,3.95E-05,-0.000843219,-0.000148612,0.001168873
745.9477539,-0.000742706,0.000149181,-0.001140177,-0.000630228,0.0001642,-0.000363132,0.000603147,-0.000913125,4.25E-06,-0.00045282,-0.000251694,-0.000374409,-0.000943192,0.001349901,-0.000645375,0.007213869,0.000386131,-0.000331421,-0.000715881,0.000139781,0.003900488,0.00036284,0.000771647,0.000209105,-0.000833608,-0.000228461,0.001187173
744.9545898,-0.000766531,0.000574142,-0.000919531,-0.000515549,0.000691784,0.000170078,0.000415695,-0.00059895,9.23E-05,-0.000223804,5.78E-05,4.97E-05,-0.000478885,0.001475623,-0.000356717,0.00736468,0.000860058,-0.000172729,-0.000657782,0.001020432,0.003851647,0.000642836,0.001251576,0.000368203,-0.000286774,-7.22E-05,0.001222683
743.9611816,-0.000924335,1.37E-05,-0.001296503,-0.000591816,0.00022423,-0.000293034,0.000150967,-0.000949907,-0.000219095,-0.000310779,-0.000182923,-9.62E-05,-0.000796247,0.000885944,-0.000650493,0.0068095,0.000447151,-0.00073914,-0.000799554,0.000447022,0.003638249,0.000523497,0.000682683,0.000236067,-0.000932033,-0.000451062,0.000928642
742.9673462,-0.00082751,-0.000109536,-0.001323189,-0.000630952,0.000501519,-0.000250504,0.000256942,-0.000794593,-0.000127496,-0.000374202,0.00023832,-0.000242898,-0.000801673,0.001087899,-0.00061446,0.007037038,0.000503074,-0.000655973,-0.000948668,0.00034986,0.003748838,0.000394526,0.000969372,0.00016956,-0.000465594,-0.000327541,0.000910016
741.9732056,-0.001126338,-5.02E-06,-0.001880834,-0.00096401,0.000352192,-0.000550401,0.00025961,-0.001245812,-0.000395616,-0.000665949,0.000185694,-0.000546833,-0.000818312,0.000740945,-0.000916431,0.006885683,0.000340249,-0.000678459,-0.00114596,5.04E-05,0.003657253,-5.96E-05,0.000890354,-1.83E-05,-0.000900932,-0.000693449,0.000552214
740.9786987,-0.000842857,0.000319861,-0.00135333,-0.000663623,0.000631144,-0.000293293,0.000421499,-0.000847508,-9.82E-05,-0.000193066,0.00035714,-0.000126874,-0.00075573,0.001017059,-0.000865954,0.00721029,0.000449095,-0.000407306,-0.000681974,0.000422846,0.003858359,0.000481694,0.000597367,0.000368954,-0.000447752,-0.000305657,0.000964624
739.9838257,-0.00081237,0.000777585,-0.001305639,-0.00067422,0.000714626,-0.00029112,0.000521371,-0.000496882,5.41E-06,-0.000321333,0.000584458,7.40E-06,-0.000453492,0.001258222,-0.000407513,0.00750061,0.000927889,-0.000277512,-0.000429081,0.000675268,0.00405645,0.000766279,0.001079465,0.000548378,-0.000456492,-0.000385426,0.001220866
738.9886475,-0.001169815,6.57E-05,-0.0015167,-0.001009414,0.000347736,-0.000365822,0.000379602,-0.001077486,-0.000322782,-0.000568032,3.83E-05,-0.000332714,-0.000812473,0.000777404,-0.000942313,0.006903567,0.000531816,-0.000422874,-0.001084664,0.000434895,0.003707299,0.000364835,0.000758889,0.000125228,-0.000874841,-0.00018577,0.001029877
737.993042,-0.001078261,3.15E-05,-0.001561891,-0.000878096,0.000418674,-0.00022427,0.000479569,-0.000828802,-0.000131377,-0.000430374,0.00011368,-0.00019022,-0.000901035,0.001121092,-0.000759555,0.007140865,0.000420877,-0.000682284,-0.000793456,0.000233425,0.003378542,0.000614683,0.000721212,8.77E-05,-0.000817589,-0.000446976,0.001047418
736.9971924,-0.000920564,0.000265283,-0.001389714,-0.000637828,0.00035157,-0.00020885,0.000512974,-0.000616528,-0.00025335,-7.55E-05,0.000329006,-0.000225874,-0.000713401,0.001021729,-0.000808649,0.007110893,0.000541665,-0.000412271,-0.000732628,0.000348772,0.003711842,0.000665676,0.000879823,0.000155965,-0.000412168,-0.000107724,0.001390748
736.0009155,-0.000799089,0.000286134,-0.001291496,-0.000831076,0.000164951,-0.000207711,0.000579663,-0.000714124,-0.00014442,-0.000425874,0.000337088,-5.47E-05,-0.000818054,0.001156778,-0.000858358,0.007331138,0.000484908,-0.000484419,-0.000674168,0.000443705,0.003719909,0.000641021,0.000996354,0.000234875,-0.000781467,-0.000431563,0.001265076
735.0043335,-0.000790046,0.000603744,-0.001053626,-0.000411082,0.000560301,0.000171218,0.000682139,-0.000768185,2.06E-05,7.03E-05,0.000464047,-1.72E-05,-0.000337836,0.001580571,-0.000218785,0.007699262,0.000752691,3.03E-05,-0.000198604,0.000777352,0.00434255,0.000998456,0.001281172,0.000455703,-0.000269234,4.03E-05,0.001389423
734.0073853,-0.000590316,0.000419374,-0.001007555,-0.00066383,0.000359809,-0.000123044,0.000784665,-0.000654008,0.000155784,-0.000112331,0.000529069,6.48E-05,-0.000470818,0.001305214,-0.000184735,0.007475195,0.000644988,-0.000226702,-0.000529201,0.000861303,0.00412554,0.000857438,0.001489207,0.000421136,-0.00035232,-7.46E-05,0.001312406
733.0100708,-0.001223923,1.53E-05,-0.001295264,-0.000876752,-4.93E-05,-0.000186339,0.00013077,-0.00086895,-0.000128789,-0.000246365,7.80E-05,-0.000218888,-0.000954608,0.001145566,-0.000820018,0.007314184,0.000453163,-0.000505466,-0.000809528,0.00065878,0.00373406,0.000610846,0.000915931,0.000143432,-0.000472007,-0.000452355,0.001014231
732.0124512,-0.000811078,0.000424893,-0.000983743,-0.000537526,0.000194059,-8.49E-05,0.000739389,-0.00083614,0.00023516,-0.000343319,0.000717452,0.000171606,-0.000501381,0.001469597,-0.000369339,0.007397302,0.000812933,-3.53E-05,-0.000538715,0.000904102,0.004128492,0.000637132,0.001001932,0.000329032,-0.000443873,-9.45E-05,0.001151406
731.0144653,-0.000939265,0.000688647,-0.001030952,-0.000211282,0.000200559,0.000213482,0.000678354,-0.000787307,0.000188724,0.000137295,0.000519505,0.000131417,-0.000523306,0.001490324,-0.000469163,0.007487284,0.000543609,3.17E-05,-0.000757539,0.000944855,0.004081429,0.000709466,0.001093271,0.000473272,-0.00033199,1.97E-06,0.001194752
730.0161133,-0.000833349,0.000530183,-0.000839343,-0.000408444,0.000257875,0.000240599,0.000484545,-0.000806582,0.000122069,0.000126653,0.000494522,4.83E-05,-0.000314608,0.001324298,-0.000236326,0.007368471,0.000619427,-2.93E-05,-0.000411289,0.000632233,0.004070429,0.000862911,0.000964494,0.000195457,-0.000401927,-9.90E-05,0.001192286
729.0174561,-0.000370219,0.001069345,-0.000746892,-3.99E-05,0.000825563,0.000506107,0.000990672,-0.000385219,0.000623289,0.000317089,0.000997625,0.000469618,-0.000189496,0.001946034,-5.97E-05,0.007697628,0.001013608,0.000390147,-0.000147991,0.001149511,0.004646867,0.001174376,0.001677566,0.000604418,0.000172046,7.94E-05,0.001535004
728.0184326,-0.00080467,0.000599933,-0.00092883,-0.000496054,0.000243396,0.000139548,0.000523963,-0.000637879,0.0001642,9.29E-05,0.000642473,0.000115078,-0.000337422,0.001538614,-0.000425771,0.007528028,0.000817575,-0.000132205,-0.000417599,0.000726865,0.004286497,0.000821361,0.001187951,0.000403879,-0.00045101,1.29E-06,0.001299918
