Wavelength (nm),Intensity (a.u.),Z Axis,
,L304_EM_270.00,L304_EM_272.00,L304_EM_274.00,L304_EM_276.00,L304_EM_278.00,L304_EM_280.00,L304_EM_282.00,L304_EM_284.00,L304_EM_286.00,L304_EM_288.00,L304_EM_290.00,L304_EM_292.00,L304_EM_294.00,L304_EM_296.00,L304_EM_298.00,L304_EM_300.00,L304_EM_302.00,L304_EM_304.00,L304_EM_306.00,L304_EM_308.00,L304_EM_310.00,L304_EM_312.00,L304_EM_314.00,L304_EM_316.00,L304_EM_318.00,L304_EM_320.00,L304_EM_322.00,L304_EM_324.00,L304_EM_326.00,L304_EM_328.00,L304_EM_330.00,L304_EM_332.00,L304_EM_334.00,L304_EM_336.00,L304_EM_338.00,L304_EM_340.00,L304_EM_342.00,L304_EM_344.00,L304_EM_346.00,L304_EM_348.00,L304_EM_350.00,L304_EM_352.00,L304_EM_354.00,L304_EM_356.00,L304_EM_358.00,L304_EM_360.00,L304_EM_362.00,L304_EM_364.00,L304_EM_366.00,L304_EM_368.00,L304_EM_370.00,L304_EM_372.00,L304_EM_374.00,L304_EM_376.00,L304_EM_378.00,L304_EM_380.00,L304_EM_382.00,L304_EM_384.00,L304_EM_386.00,L304_EM_388.00,L304_EM_390.00,L304_EM_392.00,L304_EM_394.00,L304_EM_396.00,L304_EM_398.00,L304_EM_400.00,L304_EM_402.00,L304_EM_404.00,L304_EM_406.00,L304_EM_408.00,L304_EM_410.00,L304_EM_412.00,L304_EM_414.00,L304_EM_416.00,L304_EM_418.00,L304_EM_420.00,L304_EM_422.00,L304_EM_424.00,L304_EM_426.00,L304_EM_428.00,L304_EM_430.00,L304_EM_432.00,L304_EM_434.00,L304_EM_436.00,L304_EM_438.00,L304_EM_440.00,L304_EM_442.00,L304_EM_444.00,L304_EM_446.00,L304_EM_448.00,L304_EM_450.00,L304_EM_452.00,L304_EM_454.00,L304_EM_456.00,L304_EM_458.00,L304_EM_460.00,L304_EM_462.00,L304_EM_464.00,L304_EM_466.00,L304_EM_468.00,L304_EM_470.00,L304_EM_472.00,L304_EM_474.00,L304_EM_476.00,L304_EM_478.00,L304_EM_480.00,L304_EM_482.00,L304_EM_484.00,L304_EM_486.00,L304_EM_488.00,L304_EM_490.00,L304_EM_492.00,L304_EM_494.00,L304_EM_496.00,L304_EM_498.00,L304_EM_500.00,L304_EM_502.00,L304_EM_504.00,L304_EM_506.00,L304_EM_508.00,L304_EM_510.00,L304_EM_512.00,L304_EM_514.00,L304_EM_516.00,L304_EM_518.00,L304_EM_520.00,L304_EM_522.00,L304_EM_524.00,L304_EM_526.00,L304_EM_528.00,L304_EM_530.00,L304_EM_532.00,L304_EM_534.00,L304_EM_536.00,L304_EM_538.00,L304_EM_540.00,L304_EM_542.00,L304_EM_544.00,L304_EM_546.00,L304_EM_548.00,L304_EM_550.00,L304_EM_552.00,L304_EM_554.00,L304_EM_556.00,L304_EM_558.00,L304_EM_560.00,L304_EM_562.00,L304_EM_564.00,L304_EM_566.00,L304_EM_568.00,L304_EM_570.00,L304_EM_572.00,L304_EM_574.00,L304_EM_576.00,L304_EM_578.00,L304_EM_580.00,L304_EM_582.00,L304_EM_584.00,L304_EM_586.00,L304_EM_588.00,L304_EM_590.00,L304_EM_592.00,L304_EM_594.00,L304_EM_596.00,L304_EM_598.00,L304_EM_600.00
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
230,0.413468539714813,0.745763421058655,1.02445065975189,1.02748906612396,1.11864972114563,1.04276645183563,1.11269652843475,1.37562727928162,2.28370213508606,3.10412812232971,4.27392292022705,4.60051155090332,5.81261920928955,7.2985668182373,7.83073329925537,8.99573612213135,10.0536632537842,10.9836578369141,11.6551828384399,12.6085252761841,14.0721912384033,13.988489151001,15.4514026641846,15.6022205352783,15.832709312439,16.6340637207031,17.4084186553955,19.2027549743652,20.1409358978271,21.4814224243164,21.2199401855469,22.0906352996826,22.9985122680664,23.9889392852783,25.3025245666504,25.0016288757324,26.3004989624023,27.6136074066162,27.1238651275635,28.3626804351807,28.9647941589355,30.7998905181885,30.1404190063477,33.1333999633789,34.4182167053223,35.5420227050781,36.9349174499512,38.5978126525879,39.705394744873,42.2040100097656,43.4541625976562,46.6384620666504,48.3115463256836,52.1862564086914,56.5524559020996,58.2914009094238,60.9645614624023,63.8100280761719,66.641960144043,71.2802963256836,66.9301681518555,69.8828430175781,73.3831634521484,78.0312423706055,82.473258972168,85.1621322631836,90.2697830200195,92.8457717895508,95.4571762084961,97.0706024169922,103.231651306152,104.736396789551,107.413055419922,110.759712219238,110.804397583008,112.977989196777,115.576873779297,114.957489013672,115.716232299805,115.83878326416,114.863243103027,114.165725708008,115.291389465332,112.138534545898,113.209136962891,111.739067077637,111.840194702148,112.660507202148,109.453620910645,108.88338470459,108.004875183105,107.838256835938,105.492240905762,104.457633972168,103.886878967285,95.3942108154297,95.1450805664062,92.4496459960937,93.9361724853516,92.3475952148438,92.1988067626953,92.0276412963867,88.5944061279297,84.7411193847656,85.2017669677734,83.5169219970703,80.2611465454102,77.7348327636719,75.7416534423828,73.9081802368164,72.5193099975586,70.9084548950195,69.1839981079102,66.7218551635742,64.4923400878906,62.4946632385254,60.4654197692871,58.5147285461426,58.3677864074707,54.6896934509277,53.5463943481445,51.9743766784668,50.8549766540527,49.1576271057129,47.9552955627441,45.7428932189941,41.9667739868164,41.5844345092773,41.3627090454102,39.7604522705078,37.8024978637695,37.5590362548828,34.6912689208984,34.4838104248047,32.8631820678711,30.784008026123,30.7892723083496,28.9956893920898,27.6923942565918,26.5949687957764,26.8409996032715,25.0754737854004,24.5289363861084,23.1233158111572,21.9443302154541,19.8164310455322,19.4365844726562,19.000675201416,18.0987186431885,16.1869716644287,15.5033292770386,14.4564847946167,14.7300186157227,13.5818214416504,12.4129056930542,12.4281244277954,12.0840997695923,12.3502750396729,10.6998224258423,10.5115747451782,9.87289619445801,9.23752880096436,8.72974014282227,9.00567722320557,7.93468809127808,8.28576946258545
235,0.609801769256592,0.716388165950775,1.1628041267395,0.801861226558685,0.829208552837372,0.718245506286621,1.05378413200378,1.12172067165375,1.27677142620087,1.43691992759705,2.3673210144043,3.02066826820374,3.51206302642822,4.50204944610596,4.83689498901367,6.55672454833984,5.8990330696106,7.23189210891724,7.83714246749878,7.80856609344482,8.90519332885742,9.55256748199463,10.2875194549561,10.623607635498,11.0340251922607,10.982063293457,12.1748113632202,13.0604162216187,12.7304887771606,13.4548368453979,13.9445362091064,15.438268661499,15.1943693161011,16.3286647796631,16.6466464996338,18.3498630523682,18.8398017883301,18.3918418884277,19.7985649108887,21.1567459106445,21.8219966888428,23.0789527893066,24.1795635223389,26.3619842529297,27.6153659820557,28.4616851806641,30.4456329345703,32.198112487793,33.6433906555176,36.0802116394043,39.5979919433594,40.2059593200684,44.378734588623,45.6584053039551,49.8547821044922,53.2115821838379,53.9955520629883,59.5418930053711,60.8192596435547,62.7407875061035,59.9178161621094,64.0976409912109,67.9280624389648,71.4923629760742,74.6283187866211,76.6353912353516,82.1317672729492,85.4766693115234,88.690788269043,91.7807312011719,93.7682266235352,96.0293273925781,97.4107971191406,98.8072891235352,102.498878479004,103.916038513184,104.58016204834,106.50666809082,105.723571777344,106.858955383301,105.516990661621,106.582206726074,105.544059753418,105.004585266113,104.815132141113,99.8576431274414,101.824844360352,101.654396057129,100.807189941406,100.716423034668,100.524169921875,99.0440979003906,97.9807357788086,97.2490310668945,95.8675079345703,89.8896636962891,88.6732864379883,87.6664581298828,87.4465484619141,86.6317596435547,86.5444412231445,84.9154663085938,83.0390243530273,82.378044128418,79.181396484375,78.9198608398438,76.2483139038086,73.2475509643555,71.685920715332,70.3183441162109,67.8676986694336,67.4955825805664,64.6401672363281,61.9682312011719,61.7521667480469,60.1637382507324,58.4810943603516,56.9040565490723,55.668586730957,54.1459083557129,51.4390602111816,50.1178131103516,49.0436744689941,48.1714973449707,44.5949668884277,42.7995185852051,41.9707527160645,39.9991111755371,38.9136199951172,37.9429626464844,35.9550132751465,34.4436416625977,33.0128898620605,33.3030166625977,31.0312767028809,28.7049312591553,28.5348415374756,27.438892364502,27.1934776306152,25.2284069061279,24.6993160247803,22.644998550415,21.7163753509521,21.3175888061523,20.5704746246338,19.7593574523926,19.8225975036621,17.4979515075684,16.3981838226318,15.9307165145874,15.5340366363525,14.3656053543091,13.1612005233765,13.732518196106,12.7014074325562,12.0959901809692,10.8307771682739,10.372106552124,11.3239488601685,10.1316833496094,9.30467700958252,8.77260208129883,9.41638660430908,8.27983379364014,8.45913314819336,7.60618877410889
240,1.571129322052,0.847609341144562,1.11611866950989,0.825241088867187,0.623133838176727,0.486123144626617,0.37365597486496,0.601678729057312,0.798337519168854,0.863599479198456,1.44039177894592,1.40842497348785,2.05202126502991,2.34575629234314,2.52968668937683,2.85630464553833,3.00830316543579,3.43663930892944,4.10573244094849,4.40725374221802,5.04731321334839,5.35414028167725,5.77669525146484,5.67598533630371,6.06638193130493,7.12329053878784,6.28867435455322,7.19520378112793,7.7151346206665,8.78454685211182,9.11582756042481,9.47663307189941,10.0338726043701,9.87487697601318,11.6352424621582,12.2461910247803,12.6727151870728,13.5627670288086,14.6240158081055,15.3886919021606,17.2751979827881,17.3669395446777,19.3347053527832,19.8713722229004,20.7462921142578,23.4718399047852,25.2496070861816,26.9115142822266,29.1260070800781,32.2802734375,32.0098037719727,36.7807769775391,37.512523651123,41.2869987487793,43.9515800476074,46.4775047302246,49.164852142334,52.6765556335449,54.6753387451172,58.0025253295898,54.9622077941895,58.3827857971191,61.520637512207,64.7325439453125,69.4117202758789,71.1808471679688,75.2978057861328,77.9663848876953,80.4574890136719,83.8697967529297,88.0978088378906,89.2362976074219,90.5585250854492,92.7996673583984,93.8065643310547,95.8477172851562,97.5514984130859,99.5905380249023,98.2273864746094,98.2364807128906,98.9089736938477,97.3771133422852,97.7331161499023,98.9795684814453,98.2268753051758,97.2333984375,94.7766799926758,95.3413314819336,92.6404037475586,94.1063232421875,95.6016082763672,93.8499755859375,92.2620315551758,93.022331237793,92.3975067138672,84.2781066894531,85.1183547973633,83.8989181518555,85.2109909057617,82.375114440918,82.9063491821289,80.8064270019531,80.1073455810547,77.0262451171875,76.6535491943359,74.6731796264648,74.1440887451172,72.6928939819336,70.4144744873047,68.3929824829102,67.5875396728516,63.8232879638672,64.3262100219727,59.7286109924316,60.277042388916,58.8894004821777,56.8968811035156,54.6849708557129,52.8202590942383,51.8275909423828,50.7695770263672,49.9590759277344,47.0230751037598,44.9192199707031,43.3843193054199,41.3628768920898,41.4857864379883,38.0129776000977,39.9462013244629,37.3720703125,35.0507850646973,35.7740211486816,32.7511253356934,31.0855693817139,30.2472896575928,30.3523845672607,28.7652492523193,26.8988265991211,26.7876148223877,24.8525295257568,23.8329696655273,22.3502159118652,21.4373569488525,21.043628692627,19.3823490142822,18.9644069671631,18.2906112670898,17.2146415710449,17.0344829559326,16.554723739624,15.0123653411865,14.4091215133667,13.6040983200073,13.2370691299438,12.7852773666382,12.0649719238281,11.2770481109619,10.7065916061401,10.6153316497803,10.2631149291992,9.60420894622803,9.46093940734863,9.21616172790527,8.62476062774658,8.20985889434814,7.14349746704102
245,10.1045093536377,6.96279430389404,3.49428963661194,1.5310081243515,0.797314286231995,0.344337940216064,0.36804610490799,0.463794350624084,0.554758787155151,0.696847200393677,0.745761156082153,0.870373368263245,1.23050713539124,1.58090960979462,1.54148137569427,1.96366918087006,2.29516530036926,2.41193509101868,2.93264746665955,3.34568572044373,3.5388834476471,3.99577593803406,4.30076694488525,4.58223915100098,4.84336471557617,4.81323575973511,5.5146222114563,5.91872358322144,6.25188159942627,6.75180912017822,7.0508885383606,7.60359764099121,8.00892448425293,8.55778789520264,9.12452030181885,10.1300573348999,10.5415878295898,11.5554304122925,12.0524682998657,12.6853322982788,14.3072948455811,15.3950624465942,16.0614624023438,17.5159225463867,18.8869800567627,20.7968101501465,22.8630619049072,24.5643520355225,25.5287628173828,27.953742980957,31.5258178710937,33.2982368469238,34.7615509033203,38.1658706665039,39.9348068237305,42.0623817443848,46.0172424316406,48.1770820617676,50.4347915649414,53.5585060119629,50.2384796142578,53.0567779541016,56.9174957275391,61.202579498291,63.4608421325684,67.4266662597656,69.0067291259766,72.7984161376953,76.3694305419922,77.2031326293945,81.0243911743164,81.612907409668,84.0342178344727,87.3788833618164,88.4021682739258,90.3938369750977,91.6070175170898,92.9262237548828,94.7830047607422,93.0412826538086,94.8278350830078,93.3015975952148,93.6652526855469,93.1174468994141,92.7390365600586,92.0109481811523,92.370735168457,92.0891876220703,92.656494140625,91.3459167480469,91.4203414916992,90.3874282836914,89.7564849853516,88.1778030395508,89.0016937255859,82.3693008422852,81.8475036621094,82.5960540771484,83.0424346923828,79.9242095947266,79.6671447753906,78.9408950805664,76.6670303344727,75.43359375,73.9769287109375,73.4226837158203,70.8593673706055,69.1643295288086,68.0143432617187,67.7820739746094,64.8607177734375,63.5182418823242,61.8812370300293,60.9533004760742,58.2488861083984,56.7634201049805,56.0628700256348,54.0004615783691,51.7587585449219,51.2108993530273,49.2026557922363,47.321460723877,45.8388061523438,44.1038360595703,43.703556060791,40.1795883178711,40.2285118103027,38.0974617004395,38.1444892883301,34.5647010803223,35.5129241943359,34.0576515197754,32.1859283447266,31.6729850769043,30.48850440979,28.6154346466064,28.637035369873,26.1238498687744,25.4304332733154,24.4944381713867,24.2560062408447,22.8873748779297,22.1262531280518,20.7041759490967,19.9443550109863,19.4123611450195,18.0490169525146,17.8447093963623,16.9899387359619,15.9103670120239,14.8979034423828,14.4823570251465,13.7221155166626,13.2793951034546,12.691029548645,11.6759166717529,11.3342094421387,11.0671997070312,10.5366344451904,10.0114107131958,9.80960655212402,9.29302883148193,8.82516670227051,8.16691970825195,8.10519504547119,7.71766901016235
250,7.92694807052612,12.1872959136963,12.7575168609619,9.47017574310303,5.39100170135498,1.80700063705444,1.02403914928436,0.623919069766998,0.58576500415802,0.651204824447632,0.757868587970734,0.961112320423126,1.04082489013672,1.175008893013,1.42039239406586,1.72945809364319,1.96158301830292,2.26935887336731,2.24038338661194,2.81999468803406,3.19823145866394,3.69223284721375,3.91956877708435,4.08354711532593,4.58818101882935,4.70086002349854,5.15575790405273,5.24322319030762,5.9219069480896,6.17257595062256,6.94149684906006,7.65739870071411,7.70922994613647,8.37026309967041,8.87316703796387,9.59944725036621,9.71899795532227,10.9718427658081,11.7845020294189,12.4104328155518,13.3173303604126,14.0713472366333,15.5296649932861,16.3391304016113,17.9182453155518,19.1707286834717,20.682071685791,22.2768115997314,23.8113422393799,26.492603302002,27.2080726623535,30.5002822875977,32.7472343444824,35.0728759765625,37.183708190918,39.6959762573242,41.8585662841797,44.4838981628418,46.5724945068359,49.5260276794434,46.7761688232422,50.4884757995605,52.2448768615723,54.983512878418,59.5845756530762,62.7989616394043,65.5672073364258,67.08251953125,68.8930969238281,72.7745971679688,74.5358352661133,77.4101715087891,79.2467269897461,82.309196472168,82.6985015869141,84.2068176269531,86.1158142089844,87.6828842163086,87.4979858398438,88.646728515625,87.4352035522461,88.9288101196289,88.9203338623047,88.369758605957,87.9993591308594,87.7734756469727,87.7489776611328,87.2859649658203,86.0630035400391,87.4590301513672,86.8511657714844,85.5413360595703,85.7748413085938,85.3207397460937,85.0819931030273,78.1040802001953,77.6807250976563,78.9808731079102,77.9318237304687,77.5547027587891,77.2581939697266,77.4583129882813,75.5120849609375,73.0945587158203,71.5369720458984,70.0303573608398,68.6765823364258,68.3168258666992,66.5280456542969,64.9113845825195,64.1885147094727,62.7156105041504,59.7437286376953,58.4036521911621,57.7319984436035,55.3373489379883,54.1018943786621,51.6432418823242,52.0596542358398,49.1792526245117,48.5010604858398,47.008617401123,44.9903793334961,44.2777214050293,43.0793075561523,41.5638084411621,39.8405342102051,38.0779418945313,37.7736511230469,35.5986976623535,34.1459579467773,33.351863861084,32.8476219177246,31.1149730682373,29.6770725250244,28.1131381988525,27.7368717193604,26.7825489044189,25.3897113800049,24.3076419830322,24.2055892944336,22.8996391296387,22.0287609100342,20.7463512420654,19.5518493652344,18.956958770752,18.3698253631592,17.5311470031738,16.6281661987305,15.960545539856,14.1416893005371,13.1766567230225,13.5740404129028,13.0384750366211,12.5226755142212,11.9125852584839,11.303617477417,10.7473783493042,10.0464401245117,9.78770256042481,9.66067028045654,9.03935813903809,8.45823287963867,7.86897420883179,7.63508129119873,7.57494401931763
255,1.21459364891052,1.55423307418823,3.46428751945496,6.47155046463013,10.5057401657104,9.55618286132813,7.94038820266724,5.48069095611572,2.49121975898743,1.74122858047485,1.08484673500061,1.34690022468567,1.42209279537201,1.58665871620178,1.46914494037628,1.73377323150635,2.22000122070313,2.51364707946777,2.69026374816895,2.97786378860474,3.49458026885986,3.90395855903625,4.21830463409424,4.25035715103149,4.87422323226929,5.11775779724121,5.36981201171875,5.62803840637207,6.06139755249023,6.50899219512939,7.03693962097168,7.39262580871582,8.07476329803467,8.20087718963623,8.54715633392334,9.5159387588501,9.65053558349609,10.4722442626953,11.0960931777954,11.656346321106,12.5033893585205,13.7121524810791,14.2588138580322,15.4378232955933,16.8292274475098,18.2894992828369,19.1134738922119,20.0203952789307,21.8999462127686,23.8357486724854,26.0863094329834,27.5470542907715,28.4651184082031,31.1636829376221,33.0825500488281,35.8154525756836,36.7967910766602,40.823657989502,42.8821144104004,45.7567825317383,42.2901000976562,43.5769081115723,47.576286315918,49.7089729309082,53.9240341186523,55.1601524353027,57.7614555358887,60.9814300537109,62.8617706298828,66.459831237793,66.7992172241211,69.8775177001953,73.1119689941406,73.9260787963867,76.6837921142578,78.0639190673828,79.3368301391602,79.9474105834961,79.2855529785156,81.7800598144531,83.889762878418,80.7809524536133,81.4295425415039,83.1735076904297,81.0020904541016,81.3355484008789,82.4020004272461,81.4750213623047,80.9524841308594,80.6681900024414,82.2168807983398,81.9626312255859,82.0653991699219,81.2710189819336,80.9265060424805,75.3717269897461,74.6748428344727,75.1409606933594,74.199348449707,74.0269241333008,73.6524429321289,73.4310302734375,73.0992584228516,70.2109069824219,68.1904830932617,68.291145324707,67.5116958618164,66.9165878295898,65.0543899536133,63.4894371032715,61.8776702880859,60.4030685424805,58.9614067077637,55.9189300537109,56.3790473937988,54.4034957885742,53.4183578491211,51.4544410705566,49.4142036437988,48.3067588806152,46.1096496582031,46.4531021118164,43.6378898620605,43.4249839782715,40.5999450683594,40.6993942260742,38.9994850158691,37.6082000732422,36.567626953125,34.7296714782715,33.8042984008789,32.1901397705078,31.3373184204102,30.0681762695313,28.7254772186279,28.3696956634521,26.659086227417,26.1269779205322,25.2048034667969,23.9488315582275,23.2171325683594,21.8974628448486,20.9438056945801,20.484130859375,19.1535701751709,19.009464263916,17.6408615112305,17.2698230743408,15.6312961578369,15.4761161804199,14.217866897583,13.3597202301025,13.8848819732666,12.437876701355,12.0421314239502,11.5277347564697,12.0022010803223,10.2512407302856,9.86064147949219,10.2680292129517,9.11855602264404,9.02330207824707,8.62761116027832,8.33481884002686,8.15133476257324,7.83958005905151
260,1.84570741653442,1.50160372257233,1.22953951358795,1.28969645500183,1.24238884449005,1.86335456371307,4.61319875717163,8.82401371002197,12.1543045043945,10.9348526000977,6.91864061355591,3.80325269699097,2.27742624282837,2.13801980018616,2.1364209651947,2.42384386062622,2.9064519405365,3.01842761039734,3.20423150062561,3.64648747444153,4.18842315673828,4.84229373931885,4.64335680007935,5.20782518386841,5.5000319480896,5.3190655708313,6.04475593566895,6.51776885986328,7.04016590118408,7.70883226394653,7.94762277603149,7.80651235580444,8.67968082427978,8.79084396362305,9.07751750946045,10.1536083221436,10.5839223861694,10.9513273239136,11.464879989624,12.1632108688354,12.8354997634888,13.3163385391235,15.0137128829956,15.0244073867798,16.5045719146729,17.6995105743408,18.9699649810791,19.671745300293,21.0184326171875,22.2765235900879,24.3106365203857,25.3721027374268,27.5884857177734,30.0417861938477,30.6735725402832,33.60791015625,35.0205574035645,37.8513069152832,39.7636070251465,41.7585830688477,38.463680267334,41.351936340332,44.1781158447266,47.4448280334473,49.1625595092773,52.2825202941895,54.0101699829102,56.8441467285156,58.7083702087402,60.8637466430664,63.4071731567383,66.2168045043945,67.7534637451172,68.3700866699219,71.4915618896484,72.8795623779297,74.4853744506836,74.6157760620117,75.3277130126953,76.7641448974609,77.5666732788086,78.4401092529297,78.6223754882813,77.3638000488281,78.0937118530273,78.1609039306641,76.7838592529297,78.9856796264648,78.1950149536133,77.730712890625,78.5863189697266,79.8333053588867,78.6776428222656,80.1090393066406,78.7649841308594,74.0567474365234,73.6045532226563,74.1819152832031,72.1929092407227,73.0985717773437,72.3217086791992,72.2499313354492,69.8913803100586,70.4464645385742,69.0944137573242,68.6056900024414,67.8162994384766,65.1114959716797,64.1493377685547,64.2575149536133,61.6249046325684,59.7159461975098,58.3846321105957,57.2777976989746,55.9403839111328,54.1340370178223,53.6194381713867,51.5945320129395,50.0963821411133,48.7317428588867,47.7080841064453,46.2269134521484,45.147518157959,42.9766082763672,41.799919128418,39.7631149291992,39.7480926513672,37.9641952514648,36.4039840698242,35.7501373291016,34.9652824401855,33.1022834777832,31.9316387176514,31.593469619751,29.2754211425781,28.131420135498,27.3653755187988,26.7229042053223,25.4676666259766,24.0381965637207,23.4811725616455,22.4837093353271,21.443941116333,20.9332962036133,20.283597946167,18.8185520172119,18.2663612365723,17.2414703369141,16.2980194091797,15.9414167404175,14.8683853149414,13.6214752197266,13.5564365386963,12.7206020355225,12.2440557479858,12.0679712295532,11.5217514038086,11.1663379669189,10.6132106781006,10.4824161529541,9.47357845306397,9.36631393432617,8.63821887969971,8.23702716827393,7.97474241256714,7.87557554244995
265,23.9611282348633,7.37187099456787,2.45749735832214,1.81132614612579,1.48257172107697,0.98352187871933,1.03513658046722,1.85243713855743,3.97144675254822,6.97889566421509,10.4670648574829,11.0345287322998,9.51944446563721,6.79843997955322,4.67862129211426,3.37925362586975,3.53806948661804,3.64757037162781,3.53824543952942,4.01566123962402,4.45294189453125,4.71390676498413,4.87995576858521,5.06356334686279,5.94703769683838,5.61055135726929,6.56636524200439,6.89266872406006,7.05290222167969,7.32310199737549,7.33848524093628,8.03591346740723,8.12990283966065,8.3199634552002,9.38970565795898,9.57419300079346,9.91710948944092,10.843861579895,10.7468233108521,11.7419490814209,11.9146432876587,12.6575202941895,13.4779453277588,14.1437311172485,15.1206645965576,16.4793510437012,17.0875682830811,18.1670761108398,19.3884181976318,21.4085655212402,21.6121673583984,23.3984546661377,24.1819610595703,26.5722808837891,27.6780624389648,29.0892639160156,31.0307693481445,32.6782760620117,33.6613845825195,36.752067565918,34.7303848266602,36.3145866394043,39.1807250976562,41.3848342895508,42.5523719787598,45.4526710510254,47.7586784362793,49.8789672851562,51.0622291564941,53.2681579589844,55.6740264892578,56.2121086120605,59.2345581054687,59.8772239685059,62.321891784668,62.8990097045898,64.5536880493164,65.6609344482422,66.9651336669922,66.3624114990234,67.8485488891602,68.7963333129883,67.7701263427734,67.9561004638672,69.4167861938477,68.9805526733398,69.0899124145508,69.8097763061523,69.719482421875,69.5151443481445,68.5866088867187,69.817512512207,69.0362396240234,69.3387756347656,70.7441482543945,65.3945236206055,65.05126953125,66.6001663208008,64.5042114257812,65.2072601318359,64.6147079467773,63.5568122863769,63.010311126709,63.6752014160156,61.7770843505859,62.1383666992188,60.7356376647949,59.1340599060059,58.0141258239746,56.8492622375488,55.4180221557617,53.3402252197266,52.865966796875,51.9717216491699,51.1462287902832,49.3478088378906,48.6500854492188,47.6787719726562,44.6594886779785,43.8993988037109,42.1120719909668,42.5879325866699,40.2133407592773,39.3951644897461,38.5828590393066,37.0206832885742,35.3387260437012,34.3187217712402,33.0604019165039,32.4311218261719,31.3656158447266,30.2837314605713,30.0935478210449,27.8798007965088,27.0320167541504,26.6144046783447,26.0793647766113,24.2165451049805,23.2655506134033,22.5451850891113,21.6092128753662,20.2962226867676,19.677375793457,19.0750350952148,18.2619571685791,17.646520614624,16.6429233551025,15.9703454971313,15.5822019577026,14.914381980896,13.4125747680664,12.6089115142822,12.417308807373,11.9927062988281,11.3674335479736,11.1172161102295,10.4465112686157,10.443286895752,9.43736839294434,9.36495780944824,8.93274974822998,8.58963108062744,8.40792846679688,8.08872985839844,7.80829477310181,6.9990234375
270,109.948341369629,101.369430541992,57.9187698364258,20.106912612915,5.05886936187744,1.68652820587158,1.46133279800415,1.44361650943756,1.77759492397308,1.6694108247757,2.53751826286316,4.18132066726685,7.64492082595825,11.2450151443481,13.4912128448486,12.9642219543457,9.61697292327881,7.13932037353516,5.71488618850708,5.52132272720337,5.82536602020264,5.78826332092285,6.21135473251343,6.2765908241272,6.50097465515137,6.85712146759033,7.00158739089966,7.27816486358643,7.60775136947632,8.15368366241455,8.57980632781982,8.87058448791504,8.8419942855835,9.27243900299072,9.66710186004639,9.73988914489746,10.4254856109619,10.5722789764404,11.0407314300537,12.0807704925537,12.3279876708984,12.9655408859253,13.4095735549927,14.6183023452759,15.0931911468506,16.3261566162109,17.31178855896,18.0230236053467,19.3696136474609,19.7106590270996,20.8504505157471,22.2584133148193,23.6840190887451,24.713171005249,26.5217952728271,27.8489475250244,29.2165641784668,31.1282806396484,32.4367294311523,34.5838775634766,31.4107666015625,33.4372749328613,35.668098449707,37.5160217285156,38.9367790222168,40.485912322998,43.6781768798828,45.4130897521973,46.1427307128906,48.441162109375,49.0619125366211,50.8251953125,52.2557411193848,55.0134086608887,56.1257476806641,56.2831611633301,58.6140289306641,59.0895881652832,60.0818519592285,60.7318916320801,60.4226417541504,60.151309967041,62.4353866577148,61.5109252929688,63.0038299560547,61.8006553649902,62.9976692199707,62.2115631103516,61.8936958312988,63.2575950622559,63.3675308227539,63.1019630432129,63.5477905273437,63.6652717590332,63.4707641601562,59.2983665466309,60.5485534667969,61.1059226989746,60.5872268676758,60.439510345459,59.5360488891602,59.3750228881836,59.0546722412109,58.5855255126953,57.0246162414551,57.3370704650879,56.4032249450684,55.9378547668457,54.0279998779297,52.8651695251465,52.2475967407227,51.3647842407227,49.5758743286133,48.6143951416016,47.9179267883301,46.6823043823242,45.6018714904785,44.3500556945801,43.0118217468262,41.4305419921875,41.1530570983887,40.4046897888184,38.2862968444824,37.6178512573242,37.2158317565918,36.2340698242188,35.3244438171387,33.7157821655273,32.6893119812012,31.0030879974365,30.331169128418,29.2461833953857,28.214334487915,27.6469116210938,26.0017929077148,25.2915458679199,24.5214958190918,23.4686317443848,22.6996536254883,21.7367973327637,21.3902244567871,20.2876110076904,19.6842441558838,18.093770980835,18.151517868042,16.5615119934082,16.0933284759521,15.189733505249,15.4467630386353,14.5264978408813,13.1076412200928,12.5915441513062,12.410472869873,11.468710899353,11.3751096725464,10.3809766769409,10.2450523376465,9.81588649749756,9.72128391265869,8.95475673675537,8.7623176574707,8.59529495239258,7.72220420837402,8.04585838317871,7.24335765838623,6.80438709259033
